index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,7,0,0,0,10.0,11,10.0,25.341773701474853,0,,27.998015346040663,30,27.0,44.999999999999986,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,1.9280000000000002,38081,6,20,1.0,566.835474029497,False,0.11378771191797799,0,0.2,58188,116,29,1.0,3751.5881944062626,False,0.07415981002562956,8,5.905000000000001,26221,95,0,0.0,2407.468501640111,False,-0.5095456792957409,11,2.722000000000001,70876,433,0,0.0,12123.140644835607,False,-0.10775295640193207,9,2.738000000000001,71988,456,0,0.0,12767.094997794542,False,-0.09112308505378387,0.3333333333333333,300109,0.0,0.0,10,0,0,8,11,11.0,16,24,6,70.0,11.0,6,1,6,726,0.565718594007194,38.868123733089305
31,6,0,0,0,10.0,11,10.0,25.88498784829168,11,35.0,28.710470954875888,28,33.92857142857143,44.99999999999999,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,1.9280000000000004,38356,7,19,1.0,561.8147691175419,False,0.12169857409083379,0,0.2,58959,106,24,1.0,3432.860014835939,False,0.08509809194731423,13,6.027000000000002,25504,106,0,0.0,2743.808711918918,False,-0.5193607604850142,8,2.791000000000001,70576,446,0,0.0,12804.870045874646,False,-0.10727904738617723,12,2.8490000000000006,70981,471,0,0.0,13522.631819746543,False,-0.09842030048042687,0.3333333333333333,299131,0.0,0.0,9,0,0,6,12,12.0,16,22,9,56.0,5.0,5,1,9,1266,0.5393481699866243,39.40747190307593
32,9,0,0,0,10.0,8,10.0,25.073869568947476,24,19.125,30.66131953919799,42,40.404761904761905,44.99999999999999,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,5,1.9780000000000004,38625,5,10,1.0,300.73869568947475,False,0.12571837270561007,2,0.22000000000000003,59870,120,10,1.0,3315.477543665677,False,0.10034048271246382,16,6.174000000000001,25088,106,0,0.0,2657.8301743084326,False,-0.5275691634537938,10,2.8830000000000005,70170,461,0,0.0,14134.868307570274,False,-0.10427542759645661,10,2.937000000000001,69342,498,0,0.0,15269.337130520598,False,-0.10729953304270831,0.3333333333333333,297850,0.0,0.0,6,0,0,7,16,15.222222222222221,19,26,13,72.0,22.0,6,3,13,1412,0.6264453229960054,40.033917226071935
33,13,0,0,0,10.0,9,10.0,25.073869568947476,0,,31.348390061262354,21,38.76190476190476,44.99999999999999,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,1.9730000000000003,38535,4,20,1.0,541.4773913789495,False,0.12660004922890047,3,0.24800000000000003,60507,110,10,1.0,3071.609553196846,False,0.10955174234308748,8,6.238000000000001,24873,106,0,0.0,2657.8301743084326,False,-0.5314141479844374,9,2.963,69284,474,0,0.0,14859.136889038356,False,-0.11035071212098978,11,3.0370000000000013,69061,506,0,0.0,15862.28537099875,False,-0.107120079259885,0.3333333333333333,297015,0.0,0.0,6,0,0,6,13,12.5,20,26,12,107.0,21.0,8,5,12,496,0.7102122709620744,40.74412949703401
34,12,0,0,0,10.0,9,10.0,25.073869568947476,0,,31.71997226658189,10,40.0,44.99999999999999,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,1.9730000000000003,38445,3,30,1.0,782.2160870684243,False,0.1274817257521909,0,0.24500000000000002,60797,100,15,1.0,2983.186540893476,False,0.11394733749032926,5,6.280000000000001,24799,106,0,0.0,2657.8301743084326,False,-0.532737538008938,9,3.0440000000000005,69141,474,0,0.0,15035.266854359816,False,-0.11098779497408165,11,3.136000000000001,68468,516,0,0.0,16367.505689556256,False,-0.11106758927068477,0.3333333333333333,296405,0.0,0.0,6,0,0,8,11,11.0,21,29,14,112.0,14.0,9,3,14,380,0.6716255399514921,41.4157550369855
35,14,0,0,0,10.0,8,10.0,25.073869568947476,0,,30.545172178394214,15,14.133333333333333,44.99999999999999,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,1.9730000000000003,38365,1,40,1.0,1012.954782757899,False,0.1285085612245303,0,0.24500000000000002,60855,90,24,1.0,2989.732393486734,False,0.11504312099617943,14,6.415000000000002,24374,106,0,0.0,2657.8301743084326,False,-0.5403380888253265,11,3.1450000000000014,68744,486,0,0.0,14844.953678699589,False,-0.11669534797632125,9,3.2150000000000007,68302,519,0,0.0,15852.944360586596,False,-0.11597638636313432,0.3333333333333333,295395,0.0,0.0,5,0,0,16,14,14.0,15,31,9,143.0,6.0,12,2,9,138,0.71675658703316,42.13251162401866
36,9,0,0,0,10.000000000000002,10,10.0,23.991902855150105,28,17.03571428571429,29.733337088878557,11,14.818181818181818,44.99999999999999,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,1.973,38742,1,22,1.0,537.8218628133023,False,0.13255656645105682,0,0.24500000000000002,60378,108,34,1.0,3602.058969378082,False,0.11198793720494732,11,6.511,24110,106,0,0.0,2543.141702645911,False,-0.5460848963405949,9,3.2240000000000006,68519,492,0,0.0,14628.80184772825,False,-0.12055803820218106,11,3.316000000000001,68013,524,0,0.0,15580.268634572363,False,-0.12090904084140855,0.3333333333333333,294517,0.0,0.0,7,0,0,8,13,13.0,16,24,13,45.0,18.0,3,6,13,577,4.65677931898972,46.78929094300838
37,13,0,0,0,10.000000000000004,8,10.0,24.173966075702324,34,25.176470588235293,29.189624652140523,12,20.5,44.999999999999986,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,12,2.0930000000000004,39254,0,9,0.9,217.5656946813209,False,0.14277203795443932,0,0.24500000000000002,60232,117,37,1.0,3908.3701429863713,False,0.11211590520759672,5,6.550000000000002,23461,121,0,0.0,2925.049895159981,False,-0.5542764284997409,8,3.295000000000001,68184,501,0,0.0,14624.001950722402,False,-0.12447087435362586,12,3.4250000000000007,67755,527,0,0.0,15382.932191678055,False,-0.12504533166522827,0.31666666666666665,293641,0.0,0.0,7,0,0,12,13,12.923076923076923,18,30,13,138.0,9.0,10,3,13,690,0.7509485090267844,47.540239452035166
38,13,0,0,0,10.000000000000004,10,10.0,24.173966075702324,0,,29.66586948894137,16,35.125,44.99999999999998,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.0810000000000004,39154,0,19,1.0,459.3053554383442,False,0.14337792648335537,0,0.24500000000000002,60690,107,39,1.0,3743.583280168862,False,0.11883312123476641,8,6.625000000000002,23261,121,0,0.0,2925.049895159981,False,-0.5578531582956884,11,3.3970000000000007,67882,509,0,0.0,15099.927569871159,False,-0.1252135153494117,9,3.503000000000001,67158,535,0,0.0,15871.240176583633,False,-0.12913729617307612,0.3333333333333333,292900,0.0,0.0,6,0,0,9,11,11.0,17,26,8,106.0,15.0,8,5,8,558,0.6455061419983394,48.185745594033506
39,8,0,0,0,10.000000000000004,10,10.0,24.80360092100434,12,35.25,30.275173792531724,6,48.5,44.99999999999998,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.081000000000001,39477,0,17,1.0,421.66121565707374,False,0.15220875621508315,0,0.24500000000000002,60953,98,44,1.0,3762.8605371298213,False,0.1237088947648284,1,6.627000000000002,22831,132,0,0.0,3274.0753215725726,False,-0.5624222032514926,6,3.446000000000001,67802,509,0,0.0,15410.063460398647,False,-0.12434295039720604,14,3.634000000000001,66567,541,0,0.0,16378.869021759663,False,-0.1330476462572936,0.3333333333333333,292385,0.0,0.0,8,0,0,8,11,11.0,17,25,10,50.0,17.0,5,3,10,813,0.5866986690089107,48.772444263042416
40,10,0,0,0,10.000000000000004,7,10.0,24.423992179539297,5,10.0,30.812486858315243,9,40.77777777777778,44.99999999999998,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.081000000000001,39457,0,19,0.7,464.05585141124664,False,0.15224351649602627,0,0.24500000000000002,61216,93,48,1.0,3750.4306418962865,False,0.1283011485048937,3,6.6560000000000015,22780,132,0,0.0,3223.966967699187,False,-0.5637823294552713,9,3.5300000000000007,67287,518,0,0.0,15960.868192607295,False,-0.1271215705121983,11,3.730000000000001,66372,541,0,0.0,16669.555390348545,False,-0.13362351766604888,0.2833333333333333,291867,0.0,0.0,7,0,0,7,10,10.0,21,28,10,105.0,3.0,9,1,10,433,0.6701449790270999,49.442589242069516
41,10,0,0,0,10.000000000000004,8,10.0,24.708646619697685,17,27.647058823529413,29.46857568379768,23,20.217391304347824,44.99999999999998,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.0810000000000004,39847,0,10,0.8,247.08646619697686,False,0.16041640972850896,0,0.24500000000000002,61168,96,53,1.0,3933.864586732255,False,0.1290829674940738,18,6.833000000000002,22083,136,0,0.0,3360.375940278885,False,-0.5750274877024976,9,3.611000000000001,66752,530,0,0.0,15618.345112412771,False,-0.1353121043244572,11,3.8290000000000006,66111,552,0,0.0,16266.65377745632,False,-0.13898657193370956,0.3,290716,0.0,0.0,7,0,0,9,11,11.0,18,27,13,90.0,9.0,7,3,13,840,0.6808298570103943,50.12341909907991
42,13,0,0,0,10.000000000000004,8,10.0,24.708646619697685,0,,30.166182857727524,25,34.72,44.999999999999986,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.0810000000000004,39767,0,18,0.8,444.7556391545583,False,0.16096321148431633,0,0.24500000000000002,61796,86,51,1.0,3663.418935038105,False,0.1378956215018519,13,6.945000000000001,21796,136,0,0.0,3360.375940278885,False,-0.5801600949596823,7,3.6720000000000015,66004,544,0,0.0,16410.403474603772,False,-0.1393939192464033,13,3.9480000000000004,65627,563,0,0.0,16983.560948900595,False,-0.14044253702988213,0.3,289745,0.0,0.0,5,0,0,10,13,13.0,20,30,15,105.0,18.0,10,3,15,708,0.7137833469896577,50.83720244606957
43,15,0,0,0,10.000000000000004,6,10.0,25.143980035806187,11,32.0,29.67784919363604,4,9.0,44.999999999999986,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.081000000000001,40059,0,13,0.6,326.87174046548046,False,0.16772930382443713,0,0.24500000000000002,61796,76,61,1.0,3721.2912835330685,False,0.13841310588491035,4,6.972000000000002,21340,147,0,0.0,3696.1650652635094,False,-0.5853124714732236,9,3.7550000000000012,65863,544,0,0.0,16144.749961338006,False,-0.14256949540561756,11,4.045000000000001,65396,567,0,0.0,16827.340492791634,False,-0.14402729654297486,0.26666666666666666,289209,0.0,0.0,3,0,0,8,10,10.0,18,26,13,102.0,25.0,8,7,13,412,0.6457445059786551,51.48294695204822
44,13,0,0,0,10.000000000000004,10,10.0,25.351616173751985,13,28.0,29.79081925981493,3,35.666666666666664,44.999999999999986,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.0810000000000004,40323,0,10,1.0,253.51616173751984,False,0.17432887446273082,0,0.24500000000000002,61539,79,68,1.0,4028.553387393822,False,0.13656449190222852,0,6.968000000000002,21340,147,0,0.0,3726.687577541542,False,-0.5850395445254436,9,3.836000000000001,65608,547,0,0.0,16295.578135118767,False,-0.14465215800299921,11,4.144,65204,567,0,0.0,16891.394520315065,False,-0.14588250750724785,0.3333333333333333,288769,0.0,0.0,8,0,0,6,10,10.0,17,23,11,88.0,46.0,7,6,11,571,0.6482184799970128,52.131165432045236
45,11,0,0,0,10.000000000000004,12,10.0,24.73625004140644,34,21.823529411764707,28.580584125450507,9,9.333333333333334,44.99999999999999,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,24,2.3210000000000006,40287,2,10,1.0,267.3625004140644,False,0.17348472202662307,0,0.24500000000000002,60797,103,78,1.0,4777.119316050002,False,0.12998836951240228,9,7.0580000000000025,21085,147,0,0.0,3636.2287560867467,False,-0.5904087419202858,8,3.907000000000001,65403,556,0,0.0,15890.804773750482,False,-0.14937663214376554,12,4.253000000000001,64979,567,0,0.0,16205.191199130437,False,-0.15247079753255613,0.3333333333333333,287306,0.0,0.0,5,0,0,7,12,11.523809523809524,20,27,16,88.0,24.0,8,3,16,120,0.7494605830288492,52.880626015074085
46,16,0,0,0,10.000000000000004,7,10.0,24.73625004140644,0,,31.756667413979113,57,39.3859649122807,44.99999999999999,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.2970000000000006,40217,0,19,0.9,469.98875078672233,False,0.17439379809532188,0,0.24500000000000002,62823,93,50,1.0,3888.3046245497544,False,0.15827301736993896,19,7.2390000000000025,20509,147,0,0.0,3636.2287560867467,False,-0.6007097237326148,10,3.999,64200,588,0,0.0,18672.92043941972,False,-0.1471957204686375,10,4.341000000000002,63601,592,0,0.0,18799.947109075634,False,-0.15340577352702894,0.31666666666666665,286105,0.0,0.0,6,0,0,15,14,14.0,16,31,11,176.0,21.0,14,2,11,2096,0.8492892520152964,53.72991526708938
47,11,0,0,0,10.000000000000004,7,10.0,24.300196400240942,5,9.0,32.01357224816805,12,35.75,44.99999999999999,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.2970000000000006,40192,0,21,0.7,510.3041244050598,False,0.17425321707657213,0,0.24500000000000002,63006,88,56,1.0,3931.1773291186137,False,0.16192908533289171,8,7.300000000000002,20420,147,0,0.0,3572.1288708354186,False,-0.6028745384155497,11,4.099,63767,592,0,0.0,18952.03477091549,False,-0.15059878480026737,9,4.421000000000001,63257,600,0,0.0,19208.14334890083,False,-0.15502821934093614,0.2833333333333333,285397,0.0,0.0,5,0,0,6,12,12.0,16,22,10,95.0,20.0,7,4,10,343,0.6615095359738916,54.39142480306327
48,10,0,0,0,10.000000000000004,7,10.0,23.87305824294184,5,10.0,31.580830690140033,8,22.5,45.0,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.2970000000000006,40172,0,23,0.7,549.0803395876624,False,0.17423545274477656,0,0.24500000000000002,63068,83,64,1.0,4002.636998333135,False,0.16367685138985585,6,7.352000000000002,20266,147,0,0.0,3509.3395617124506,False,-0.606190071340447,10,4.188000000000001,63493,594,0,0.0,18759.01342994318,False,-0.15489560687272738,10,4.512000000000001,63013,606,0,0.0,19137.98339822486,False,-0.15826471721680138,0.2833333333333333,284767,0.0,0.0,5,0,0,9,11,11.0,19,28,11,89.0,9.0,7,3,11,232,0.6199781869654544,55.01140299002873
49,11,0,0,0,10.000000000000004,12,10.0,23.87764956389974,22,23.90909090909091,29.933212927885,18,15.444444444444445,45.00000000000001,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.2970000000000006,40578,2,11,1.0,282.65414520289715,False,0.18215494476996502,0,0.24500000000000002,62773,95,67,1.0,4273.90197473877,False,0.16082677875010074,11,7.456000000000002,19880,147,0,0.0,3510.0144858932617,False,-0.613087124793057,10,4.278000000000001,63059,608,0,0.0,18199.39346015408,False,-0.16317368019950326,10,4.602000000000001,62845,610,0,0.0,18259.259886009848,False,-0.16530830761107138,0.3333333333333333,283890,0.0,0.0,10,0,0,5,12,12.0,21,26,14,65.0,24.0,7,4,14,877,0.619876059005037,55.631279049033765
50,14,0,0,0,10.000000000000004,9,10.0,23.444350290311593,30,21.2,30.20386860641505,15,33.06666666666667,45.00000000000001,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,19,2.487000000000001,40688,1,10,1.0,244.44350290311593,False,0.18479377998117455,0,0.24500000000000002,62535,115,69,1.0,4780.167217228472,False,0.16109740523658703,7,7.5150000000000015,19733,147,0,0.0,3446.319492675804,False,-0.6162855706433124,10,4.368000000000002,62599,619,0,0.0,18696.194667370917,False,-0.16562760401158003,10,4.692000000000001,62458,614,0,0.0,18545.17532433884,False,-0.16813847241450766,0.3333333333333333,282768,0.0,0.0,8,0,0,7,13,12.083333333333332,21,28,14,122.0,14.0,11,3,14,488,0.7434300110326149,56.37470906006638
51,14,0,0,0,10.000000000000004,8,10.0,23.444350290311593,0,,30.19185394480504,15,30.066666666666666,45.000000000000014,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.468000000000001,40608,0,19,0.9,445.44265551592025,False,0.18538891937169277,0,0.24500000000000002,62788,105,73,1.0,4665.662118453485,False,0.1645980839320197,9,7.5980000000000025,19616,147,0,0.0,3446.319492675804,False,-0.6183779575739418,14,4.498000000000002,62040,629,0,0.0,18990.67613128237,False,-0.17040278716393337,6,4.742,62186,619,0,0.0,18688.75759183432,False,-0.17046029994645467,0.31666666666666665,281993,0.0,0.0,6,0,0,8,10,10.0,18,26,12,112.0,12.0,10,4,12,333,0.7393924139905721,57.11410147405695
52,12,0,0,0,10.000000000000004,6,10.0,23.444350290311593,0,,29.192624034671468,21,21.857142857142858,45.000000000000014,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.4680000000000004,40548,0,25,0.6,586.1087572577899,False,0.18568890633267232,0,0.24500000000000002,63236,95,73,1.0,4358.274832110618,False,0.16986135551004722,11,7.699000000000003,19242,147,0,0.0,3446.319492675804,False,-0.6250664422923636,8,4.564000000000001,61533,649,0,0.0,18946.01299850178,False,-0.17654145937850507,12,4.856000000000001,61893,620,0,0.0,18099.42690149631,False,-0.1772754705406748,0.26666666666666666,281207,0.0,0.0,7,0,0,5,10,10.0,24,29,12,94.0,15.0,7,5,12,508,0.6214897659956478,57.7355912400526
53,12,0,0,0,10.000000000000002,10,10.0,23.024093009471915,5,9.0,28.875956298623276,49,27.857142857142858,45.00000000000001,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.468000000000001,40493,0,30,1.0,690.7227902841574,False,0.18561072420212157,0,0.24500000000000002,64343,90,59,1.0,3775.8497924712456,False,0.18445061244765673,25,7.938000000000002,18241,147,0,0.0,3384.5416723923718,False,-0.6435203813474223,12,4.676000000000001,61282,652,0,0.0,18827.123506702377,False,-0.18014169533044355,8,4.924000000000001,60429,666,0,0.0,19231.3868948831,False,-0.18768983233666695,0.3333333333333333,279543,0.0,0.0,7,0,0,8,14,14.0,19,27,12,106.0,12.0,8,4,12,1297,0.7047841300372966,58.440375370089896
54,12,0,0,0,10.000000000000002,9,10.0,23.437114218585066,14,28.0,29.429727735135785,7,44.142857142857146,45.000000000000014,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.468000000000001,40795,0,25,0.9,585.9278554646266,False,0.1928571324642855,0,0.24500000000000002,64240,94,64,1.0,4086.5913115956864,False,0.18538719272846982,2,7.9330000000000025,18191,147,0,0.0,3445.2557901320047,False,-0.6438716688115241,12,4.784000000000001,60805,658,0,0.0,19364.760849719347,False,-0.182555979718428,8,4.996000000000001,60253,667,0,0.0,19629.62839933557,False,-0.1874217003598814,0.31666666666666665,279039,0.0,0.0,9,0,0,7,11,11.0,23,30,7,142.0,3.0,11,1,7,771,0.6798878770205192,59.120263247110415
55,7,0,0,0,10.000000000000002,11,10.0,23.63928417536648,13,26.0,30.76509759460956,21,41.80952380952381,45.00000000000001,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.468000000000001,41023,1,22,1.0,530.0642518580626,False,0.19866547034196627,0,0.24500000000000002,64696,97,57,1.0,4046.621127903294,False,0.19318473029582495,4,7.971000000000002,18135,147,0,0.0,3474.9747737788725,False,-0.644607411218602,13,4.902000000000001,60494,659,0,0.0,20274.1993148477,False,-0.18088926396660227,7,5.058000000000001,59336,687,0,0.0,21135.622047496767,False,-0.18932364954077657,0.3333333333333333,278439,0.0,0.0,9,0,0,5,9,9.0,18,23,9,57.0,6.0,5,2,9,1242,0.6125145080150105,59.732777755125426
56,9,0,0,0,10.000000000000002,8,10.0,24.84286228721279,16,36.0,30.366904696332494,13,25.0,45.000000000000014,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.468000000000001,41519,0,15,0.9,372.64293430819185,False,0.21078012678629987,0,0.24500000000000002,64696,87,67,1.0,4195.911633641789,False,0.1945196597961423,13,8.097000000000001,17366,163,0,0.0,4049.386552815685,False,-0.6532236479709599,9,4.979000000000001,60221,665,0,0.0,20193.99162306111,False,-0.18452033757169226,11,5.161000000000001,58935,694,0,0.0,21074.63185925475,False,-0.1943277095915831,0.31666666666666665,277492,0.0,0.0,5,0,0,6,13,13.0,20,26,14,71.0,22.0,6,3,14,656,0.7491082249907777,60.4818859801162
57,14,0,0,0,10.000000000000002,7,10.0,24.93596300466323,12,26.083333333333332,29.80440816448382,19,24.789473684210527,45.000000000000014,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.468000000000001,41762,0,10,0.7,249.35963004663228,False,0.21604528422189911,0,0.24500000000000002,64784,89,61,1.0,4037.3696054485404,False,0.1946757659159874,3,8.114,17328,163,0,0.0,4064.5619697601064,False,-0.6537675307173122,11,5.080000000000001,59973,667,0,0.0,19879.54024571071,False,-0.18921975063081622,9,5.240000000000001,58362,711,0,0.0,21190.934204947996,False,-0.20029842509510729,0.2833333333333333,276964,0.0,0.0,7,0,0,12,11,11.0,18,30,12,109.0,29.0,11,3,12,784,0.864122198021505,61.34600817813771
58,12,0,0,0,10.000000000000002,7,10.0,24.570669260623642,8,18.0,29.90805816962628,28,30.53571428571428,45.000000000000014,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.468000000000001,41836,0,9,0.7,221.13602334561278,False,0.21778394575911753,0,0.24500000000000002,65217,84,61,1.0,3888.3277662395894,False,0.20108667995636018,18,8.291,16829,166,0,0.0,4078.7310972635246,False,-0.6625647737068913,12,5.189000000000001,59247,681,0,0.0,20367.387613515497,False,-0.19481040245442086,8,5.311000000000001,57878,725,0,0.0,21683.342172979053,False,-0.2030561517994001,0.2833333333333333,275762,0.0,0.0,10,0,0,7,13,13.0,21,28,14,89.0,17.0,9,3,14,692,0.7913619020255283,62.13737008016324
59,14,0,0,0,10.0,9,10.0,24.570669260623642,0,,29.4689725819897,30,26.866666666666667,45.00000000000001,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.468000000000001,41746,0,18,0.9,442.27204669122557,False,0.21838107195080894,0,0.24500000000000002,65582,74,62,1.0,3645.305825369511,False,0.20544115229151708,21,8.483000000000002,16344,166,0,0.0,4078.7310972635246,False,-0.6712383434620641,7,5.247000000000002,58744,697,0,0.0,20539.87388964682,False,-0.19964354283566543,13,5.433000000000001,57220,739,0,0.0,21777.570738090388,False,-0.21014060966675727,0.31666666666666665,274391,0.0,0.0,7,0,0,12,14,14.0,17,29,16,152.0,18.0,12,2,16,455,0.8079115530126728,62.94528163317591
60,16,0,0,0,10.0,7,10.0,25.00844575636252,18,28.333333333333332,31.053873507817706,11,58.0,45.00000000000001,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.4680000000000004,42186,0,7,0.7,175.05912029453765,False,0.22727622471032857,0,0.24500000000000002,65745,81,61,1.0,3919.9703902422443,False,0.21081218940789234,0,8.462000000000002,16309,167,0,0.0,4176.410441312541,False,-0.6709908396255831,10,5.340000000000001,58574,697,0,0.0,21644.54983494894,False,-0.19520955922631056,10,5.5200000000000005,56440,750,0,0.0,23290.40513086328,False,-0.21041410006573613,0.2833333333333333,274009,0.0,0.0,6,0,0,14,9,9.0,20,34,13,133.0,14.0,13,3,13,1218,0.8238843450089917,63.7691659781849
61,13,0,0,0,10.0,9,10.0,24.75790774225025,17,22.705882352941178,33.24556333222076,22,51.0,45.000000000000014,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,10,2.568000000000001,42242,0,9,0.9,222.82116968025224,False,0.22959531382900633,0,0.24500000000000002,66481,88,49,1.0,3807.7284845968397,False,0.22297090763629,0,8.462000000000002,16309,167,0,0.0,4134.570592955792,False,-0.6713649642062719,9,5.420000000000001,57303,719,0,0.0,23903.56003586673,False,-0.1968504793290729,11,5.620000000000001,56245,750,0,0.0,24934.172499165572,False,-0.20314411335417562,0.31666666666666665,273335,0.0,0.0,5,0,0,7,12,11.416666666666668,21,28,11,114.0,9.0,10,3,11,1212,0.6835204609669745,64.45268643915188
62,11,0,0,0,10.0,6,10.0,24.66340994233987,14,23.714285714285715,33.02246075988255,9,28.555555555555557,45.000000000000014,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,5,2.6080000000000005,42404,0,6,0.6,147.98045965403924,False,0.23321208389685055,0,0.24500000000000002,66206,92,58,1.0,4184.336438768456,False,0.22142046639455315,8,8.542000000000002,16205,167,0,0.0,4118.789460370758,False,-0.6733659758179914,11,5.521000000000002,56981,723,0,0.0,23875.239129395082,False,-0.20074894102103075,9,5.699000000000001,55964,755,0,0.0,24931.957873711322,False,-0.20641571934203498,0.26666666666666666,272515,0.0,0.0,5,0,0,11,13,12.625,17,28,11,94.0,6.0,9,2,11,225,0.6124730090377852,65.06515944818966
63,11,0,0,0,10.0,10,10.0,25.493913633195717,11,36.0,33.055419352052226,7,33.857142857142854,45.00000000000001,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,5,2.653000000000001,42590,0,10,1.0,254.93913633195717,False,0.2401645977113073,0,0.24500000000000002,66443,82,61,1.0,4106.881498397234,False,0.22496630272007834,0,8.534000000000002,15809,178,0,0.0,4537.916626708838,False,-0.6767001392536363,3,5.540000000000001,56848,725,0,0.0,23965.179030237865,False,-0.201769827840762,17,5.860000000000001,55405,760,0,0.0,25122.118707559694,False,-0.21179580705122591,0.3333333333333333,271850,0.0,0.0,8,0,0,9,11,10.625,17,26,9,57.0,24.0,8,3,9,445,0.5684875379665755,65.63364698615624
