index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,32,0,0,0,10.000000000000002,20,10.0,13.190382459719352,3,12.0,31.871620564283283,15,31.0,43.000000000000014,0,,1,0.8220000000000001,12874,287,0,0.0,2870.0000000000005,False,-0.15105309997033523,2,0.6789999999999999,12671,333,0,0.0,3330.0000000000005,False,-0.14945120142390983,0,0.8210000000000002,28035,0,3,0.2,95.61486169284984,False,0.025331608705919304,2,0.9400000000000002,28221,0,1,0.1,31.871620564283283,False,0.03095899121114836,0,0.32600000000000007,35152,8,79,1.0,3651.972964514267,False,0.015209380690125538,0,0.2,36424,0,0,0.0,0.0,False,0.0,0.21666666666666667,153377,0.0,0.0,15,0,0,18,5,5.0,16,34,26,231.0,68.0,16,16,26,571,1.320054741576314,42.26688948646188
31,26,0,0,0,10.000000000000002,20,10.0,13.136835785823775,2,12.0,32.471866186271804,4,46.0,43.000000000000014,0,,0,0.8210000000000002,12744,300,0,0.0,3000.0000000000005,False,-0.15490952239691486,2,0.6970000000000001,12568,340,0,0.0,3400.0000000000005,False,-0.15348561257787008,0,0.8210000000000002,28023,0,4,0.1,129.88746474508721,False,0.025519140252383925,3,0.9680000000000002,28282,0,1,0.1,32.471866186271804,False,0.03319712048972711,0,0.32600000000000007,34968,2,89,1.0,3891.943732372545,False,0.01345189617247616,0,0.2,36424,0,0,0.0,0.0,False,0.0,0.19999999999999998,153009,0.0,0.0,10,0,0,16,3,2.75,17,33,29,237.0,36.0,14,12,29,200,1.3683113362640142,43.63520082272589
32,29,0,0,0,10.000000000000002,20,10.0,13.057549948255156,3,12.0,33.53606395808565,9,43.55555555555556,43.000000000000014,0,,2,0.841,12581,313,0,0.0,3130.0000000000005,False,-0.1607238208246811,1,0.7050000000000001,12482,347,0,0.0,3470.0000000000005,False,-0.15651142094334025,1,0.8310000000000002,28166,0,2,0.2,67.0721279161713,False,0.029593488771334723,3,0.9950000000000001,28347,0,1,0.1,33.53606395808565,False,0.03558976348092451,0,0.32600000000000007,34576,1,99,1.0,4290.536063958088,False,0.008161323083105788,0,0.2,36424,0,0,0.0,0.0,False,0.0,0.21666666666666667,152576,0.0,0.0,11,0,0,23,5,4.75,12,35,20,270.0,87.0,20,9,20,388,1.6370116621255875,45.27221248485148
33,20,0,0,0,10.000000000000002,20,10.0,13.00401979001668,18,12.88888888888889,34.145553627250024,4,47.0,43.000000000000014,0,,1,0.8490000000000002,12475,322,0,0.0,3220.0000000000005,False,-0.1643429249480866,17,0.8740000000000001,12098,358,0,0.0,3580.0000000000005,False,-0.17603085137941263,2,0.8500000000000001,28072,6,10,1.0,419.47965501260035,False,0.03259483104554013,0,0.9920000000000002,28323,0,3,0.2,102.43666088175007,False,0.03597131441238729,0,0.32600000000000007,34388,0,104,0.5,4472.000000000002,False,0.005490885130683066,0,0.2,36424,0,0,0.0,0.0,False,0.0,0.2833333333333333,151780,0.0,0.0,9,0,0,14,4,3.5,9,23,20,147.0,33.0,9,11,20,200,1.8185101626440883,47.09072264749557
34,20,0,0,0,10.000000000000002,20,10.0,12.984727457595046,1,12.0,34.90593935124747,5,47.0,43.000000000000014,0,,0,0.8480000000000003,12365,333,0,0.0,3330.0000000000005,False,-0.16760605161673095,1,0.8670000000000002,11992,367,0,0.0,3670.0000000000005,False,-0.17964995550281815,0,0.8480000000000001,28248,0,13,0.7,453.7772115662171,False,0.03964688764770922,0,0.992,28370,0,2,0.0,69.81187870249494,False,0.03709174994893012,0,0.32600000000000007,34153,0,109,0.5,4687.000000000002,False,0.0019904458598726115,0,0.2,36424,0,0,0.0,0.0,False,0.0,0.19999999999999998,151552,0.0,0.0,10,0,0,21,1,1.0,13,34,19,189.0,21.0,13,7,19,435,1.3001233451068401,48.39084599260241
35,19,0,0,0,10.0,20,10.0,12.925451975419683,3,12.0,33.072767286010205,20,26.1,43.000000000000014,0,,1,0.8580000000000003,12269,341,0,0.0,3410.0,False,-0.17092850786116878,2,0.8860000000000001,11839,379,0,0.0,3790.0,False,-0.18516760605161672,0,0.8480000000000001,28639,0,1,0.1,33.072767286010205,False,0.04624252012278667,5,1.042,28280,0,2,0.2,66.14553457202041,False,0.0337388282626605,0,0.32600000000000007,33631,10,119,1.0,5447.727672860104,False,-0.0018980936626935658,0,0.2,36424,0,0,0.0,0.0,False,0.0,0.21666666666666667,151082,0.0,0.0,10,0,0,16,4,3.7142857142857144,10,26,21,144.0,48.0,8,11,21,603,0.9316536523401737,49.32249964494258
36,21,0,0,0,10.0,20,10.0,12.88594863489058,2,12.0,31.273699067272304,13,19.307692307692307,43.000000000000014,6,43.0,1,0.8670000000000002,12153,351,0,0.0,3510.0,False,-0.17484425986354196,1,0.8940000000000001,11723,389,0,0.0,3890.0,False,-0.1890833580539899,0,0.8480000000000001,28627,0,2,0.1,62.54739813454461,False,0.0463424622683293,11,1.1470000000000002,28112,0,1,0.1,31.273699067272304,False,0.026968375973333656,0,0.32600000000000007,33638,13,123,1.0,5695.558087874542,False,0.0016961081687148394,0,0.2,36424,0,0,0.0,0.0,False,0.0,0.19999999999999998,150677,0.0,0.0,14,0,0,18,3,2.9166666666666665,12,30,27,168.0,45.0,11,10,27,505,1.2278556898236275,50.55035533476621
37,27,0,0,0,10.0,20,10.0,12.865425803801749,1,12.0,31.273699067272304,0,,43.000000000000014,0,,0,0.8660000000000003,12073,359,0,0.0,3590.0,False,-0.1772174428952833,1,0.9030000000000002,11587,401,0,0.0,4010.0,False,-0.19359240581429843,0,0.8480000000000001,28615,0,3,0.1,93.82109720181691,False,0.04647524731099749,0,1.1360000000000001,28112,0,1,0.0,31.273699067272304,False,0.026968375973333656,0,0.32600000000000007,33638,3,133,1.0,5812.821097201819,False,0.003305802454450544,0,0.2,36424,0,0,0.0,0.0,False,0.0,0.18333333333333335,150449,0.0,0.0,10,0,0,21,1,1.0,11,32,28,211.0,47.0,14,13,28,200,1.0802902998402715,51.63064563460648
38,28,0,0,0,10.0,20,10.0,12.84370982912139,1,12.0,31.3093755782921,22,31.454545454545453,43.000000000000014,12,43.0,1,0.8760000000000003,11977,367,0,0.0,3670.0,False,-0.18053989913972115,0,0.9020000000000004,11467,413,0,0.0,4130.0,False,-0.1971521803619104,2,0.8680000000000001,28626,0,0,0.0,0.0,False,0.045164116981269854,16,1.2960000000000003,28032,0,1,0.1,31.3093755782921,False,0.02404814662050988,0,0.32600000000000007,33462,15,131,1.0,6102.640633674383,False,0.0024522379979461635,0,0.2,36424,0,0,0.0,0.0,False,0.0,0.18333333333333335,149988,0.0,0.0,14,0,0,22,5,4.15,12,34,30,244.0,84.0,15,13,30,716,1.1536950459703803,52.78434068057686
39,30,0,0,0,10.0,20,10.0,12.820824493574955,1,12.0,29.922247106101647,10,16.0,43.000000000000014,6,43.0,0,0.8750000000000002,11867,378,0,0.0,3780.0,False,-0.18380302580836547,1,0.9120000000000001,11361,422,0,0.0,4220.0,False,-0.20077128448531592,10,0.9660000000000002,28376,0,0,0.0,0.0,False,0.03603636496403666,0,1.2800000000000002,28020,0,2,0.1,59.844494212203294,False,0.024130937497028014,0,0.32600000000000007,33560,15,135,1.0,6253.833706591527,False,0.0072182312018384265,0,0.2,36424,0,0,0.0,0.0,False,0.0,0.18333333333333335,149608,0.0,0.0,14,0,0,25,3,3.0,12,37,35,233.0,63.0,16,14,35,458,1.1317729046568274,53.91611358523369
40,35,0,0,0,9.999999999999998,20,10.0,12.774160422274088,2,12.0,29.27645612062976,15,25.0,43.000000000000014,12,43.0,0,0.8750000000000002,11777,387,0,0.0,3869.999999999999,False,-0.18647285671907446,2,0.9310000000000003,11218,433,0,0.0,4329.999999999999,False,-0.20599228715514684,11,1.0660000000000003,28144,0,1,0.1,29.27645612062976,False,0.02810026755486925,2,1.3000000000000003,28122,0,1,0.1,29.27645612062976,False,0.027297025377352728,0,0.32600000000000007,33701,20,133,1.0,6304.529122412597,False,0.011785211981284285,0,0.2,36424,0,0,0.0,0.0,False,0.0,0.19999999999999998,149386,0.0,0.0,13,0,0,19,4,3.5,18,37,36,315.0,105.0,20,15,36,716,1.5074903359636664,55.423603921197355
41,36,0,0,0,9.999999999999998,20,10.0,12.774160422274088,0,,29.545102397856905,19,31.0,43.00000000000001,12,43.0,0,0.8750000000000002,11677,397,0,0.0,3969.999999999999,False,-0.1894393355087511,0,0.9290000000000003,11118,443,0,0.0,4429.999999999999,False,-0.2089587659448235,18,1.235,28067,0,0,0.0,0.0,False,0.024754463470736426,0,1.2980000000000003,28122,0,1,0.0,29.545102397856905,False,0.02730192965055059,0,0.32600000000000007,33628,29,131,1.0,6489.807969537851,False,0.012324401075360404,0,0.2,36424,0,0,0.0,0.0,False,0.0,0.16666666666666666,149036,0.0,0.0,14,0,0,20,1,0.9473684210526315,18,38,32,300.0,78.0,19,17,32,716,1.406325338408351,56.829929259605706
42,32,0,0,0,9.999999999999998,20,10.0,12.75045834520727,1,12.0,30.159128625374937,4,47.0,43.00000000000001,11,43.0,1,0.8850000000000002,11531,410,0,0.0,4099.999999999999,False,-0.1942450311480273,0,0.9290000000000003,11048,450,0,0.0,4499.999999999999,False,-0.21103530109759716,0,1.217,28055,0,1,0.1,30.159128625374937,False,0.02486690146820576,3,1.3280000000000003,28199,0,0,0.0,0.0,False,0.029573916535835555,0,0.32600000000000007,33913,23,130,1.0,6283.659958383624,False,0.017319074763667106,0,0.2,36424,0,0,0.0,0.0,False,0.0,0.18333333333333335,149170,0.0,0.0,16,0,0,20,2,1.75,17,37,34,262.0,76.0,19,13,34,673,1.4718633461743593,58.301792605780065
43,34,0,0,0,9.999999999999998,20,10.0,12.725768902490312,1,12.0,30.083393209370318,9,29.22222222222222,43.00000000000001,0,,1,0.8940000000000003,11445,417,0,0.0,4169.999999999999,False,-0.19727083951349747,0,0.9290000000000003,10918,463,0,0.0,4629.999999999999,False,-0.2148917235241768,3,1.247,28132,0,0,0.0,0.0,False,0.027127678995217057,5,1.3750000000000002,28077,0,1,0.1,30.083393209370318,False,0.025668761057529917,0,0.32600000000000007,33650,22,140,1.0,6681.834650606148,False,0.015564389559166343,0,0.2,36424,0,0,0.0,0.0,False,0.0,0.18333333333333335,148646,0.0,0.0,11,0,0,21,3,2.75,7,28,29,261.0,61.0,17,17,29,200,1.2830008873715997,59.584793493151665
44,29,0,0,0,9.999999999999998,20,10.0,12.676323421101603,2,12.0,30.84936729034175,5,46.2,43.00000000000001,12,43.0,0,0.8930000000000002,11355,426,0,0.0,4259.999999999999,False,-0.19994067042420646,2,0.9490000000000003,10775,474,0,0.0,4739.999999999999,False,-0.2201127261940077,0,1.2440000000000002,28120,0,1,0.1,30.84936729034175,False,0.027252717647419444,4,1.4100000000000001,28148,0,1,0.1,30.84936729034175,False,0.02827502587334956,0,0.32600000000000007,33935,17,138,1.0,6458.439243935811,False,0.020322304578516984,0,0.2,36424,0,0,0.0,0.0,False,0.0,0.19999999999999998,148757,0.0,0.0,15,0,0,15,3,3.0,8,23,32,222.0,45.0,14,15,32,763,1.2797533608973026,60.86454685404897
45,32,0,0,0,10.0,20,10.0,12.628729693989117,2,12.0,30.765994848482023,9,29.88888888888889,43.00000000000001,8,43.0,1,0.9030000000000002,11219,438,0,0.0,4380.0,False,-0.204449718184515,1,0.9570000000000003,10679,482,0,0.0,4820.0,False,-0.22343518243844557,4,1.284,28045,0,1,0.1,30.765994848482023,False,0.0245128700363007,3,1.4360000000000002,28209,0,1,0.1,30.765994848482023,False,0.030500675359605676,0,0.32600000000000007,34010,16,140,1.0,6512.255917575713,False,0.023120139435203708,0,0.2,36424,0,0,0.0,0.0,False,0.0,0.19999999999999998,148586,0.0,0.0,13,0,0,20,4,3.55,8,28,32,234.0,42.0,18,14,32,544,1.581463985145092,62.44601083919406
46,32,0,0,0,10.0,20,10.0,12.58313426163273,2,12.0,30.59110353501512,9,28.77777777777778,43.00000000000001,0,,2,0.9220000000000004,11106,446,0,0.0,4460.0,False,-0.2087807772174429,0,0.9560000000000002,10559,494,0,0.0,4940.0,False,-0.22699495698605754,4,1.32,27960,0,1,0.1,30.59110353501512,False,0.021406241621362856,3,1.463,28270,0,1,0.1,30.59110353501512,False,0.03272465412273202,0,0.32600000000000007,33751,15,150,1.0,6908.866553025227,False,0.021453801793120373,0,0.2,36424,0,0,0.0,0.0,False,0.0,0.19999999999999998,148070,0.0,0.0,7,0,0,12,4,3.55,4,16,35,243.0,64.0,16,16,35,200,1.2958734957501292,63.74188433494419
47,35,0,0,0,10.0,20,10.0,12.539650469027043,2,12.0,30.49424139375928,14,29.857142857142858,43.00000000000001,0,,1,0.9300000000000002,10990,456,0,0.0,4560.0,False,-0.21269652921981608,1,0.9660000000000002,10443,504,0,0.0,5040.0,False,-0.23091070898843075,8,1.3960000000000004,27890,0,1,0.1,30.49424139375928,False,0.018848702789327113,4,1.5000000000000002,28265,0,1,0.1,30.49424139375928,False,0.032540330815176904,0,0.32600000000000007,33333,19,160,1.0,7459.390586481427,False,0.017535012443463508,0,0.2,36424,0,0,0.0,0.0,False,0.0,0.19999999999999998,147345,0.0,0.0,6,0,0,16,5,4.55,2,18,30,294.0,66.0,18,17,30,200,1.625417317263782,65.36730165220797
48,30,0,0,0,10.0,20,10.0,12.498359147585205,2,12.0,31.117745675892156,4,46.0,43.00000000000001,0,,0,0.9290000000000003,10900,465,0,0.0,4650.0,False,-0.21536636013052507,2,0.9850000000000001,10300,515,0,0.0,5150.0,False,-0.23613171165826163,0,1.3880000000000001,27878,0,2,0.1,62.23549135178431,False,0.018990023209167636,3,1.5260000000000005,28326,0,1,0.1,31.117745675892156,False,0.034778884692319705,0,0.32600000000000007,33149,13,170,1.0,7714.530693786599,False,0.015985760676842153,0,0.2,36424,0,0,0.0,0.0,False,0.0,0.19999999999999998,146977,0.0,0.0,11,0,0,10,3,2.75,5,15,26,225.0,135.0,15,15,26,200,2.2337671043351293,67.6010687565431
49,26,0,0,0,10.0,20,10.0,12.47803854269484,1,12.0,29.498318049540842,10,15.0,43.00000000000001,0,,1,0.9390000000000003,10784,475,0,0.0,4750.0,False,-0.21928211213289825,0,0.9830000000000003,10200,525,0,0.0,5250.0,False,-0.23909819044793829,8,1.4680000000000002,27707,0,0,0.0,0.0,False,0.011610500565920626,0,1.5230000000000004,28314,0,2,0.1,58.996636099081684,False,0.034849695792089526,0,0.32600000000000007,32999,13,180,1.0,8123.478134644032,False,0.01748130538441726,0,0.2,36424,0,0,0.0,0.0,False,0.0,0.18333333333333335,146428,0.0,0.0,8,0,0,13,3,2.6,1,14,24,252.0,102.0,14,12,24,200,1.0309964651241899,68.63206522166729
50,24,0,0,0,10.0,20,10.0,12.420839421369237,3,12.0,29.349288341901133,1,16.0,43.00000000000001,0,,2,0.9580000000000002,10681,482,0,0.0,4820.0,False,-0.2233165232868585,1,0.9930000000000003,10054,538,0,0.0,5380.0,False,-0.24390388608721447,1,1.4700000000000002,27662,0,2,0.2,58.698576683802266,False,0.011039077306287273,0,1.5230000000000001,28302,0,3,0.1,88.0478650257034,False,0.03494190852213857,0,0.32600000000000007,32983,4,190,1.0,8287.397153367605,False,0.019292185830326276,0,0.2,36424,0,0,0.0,0.0,False,0.0,0.21666666666666667,146106,0.0,0.0,9,0,0,10,4,4.0,0,10,25,150.0,78.0,10,14,25,200,0.9784725485369563,69.61053777020425
51,25,0,0,0,10.000000000000002,20,10.0,12.386576229307437,2,12.0,29.286111429691957,18,29.0,43.00000000000001,0,,1,0.9660000000000002,10605,488,0,0.0,4880.000000000001,False,-0.226045683773361,1,1.0020000000000004,9898,552,0,0.0,5520.000000000001,False,-0.24900622960545832,2,1.4890000000000003,27776,0,0,0.0,0.0,False,0.014129760122676987,11,1.633,28150,0,2,0.2,58.57222285938391,False,0.02885414259117493,0,0.32600000000000007,32461,12,200,1.0,8951.433337156306,False,0.014076341658745767,0,0.2,36424,0,0,0.0,0.0,False,0.0,0.19999999999999998,145314,0.0,0.0,9,0,0,6,6,4.75,3,9,26,162.0,68.0,9,16,26,200,0.7595725851133466,70.37011035531759
52,26,0,0,0,10.000000000000002,20,10.0,12.354506648651954,2,12.0,28.11470450400458,8,15.0,43.00000000000001,0,,1,0.9750000000000003,10469,500,0,0.0,5000.000000000001,False,-0.23055473153366954,1,1.0110000000000003,9802,560,0,0.0,5600.000000000001,False,-0.25232868584989615,8,1.5670000000000002,27576,0,2,0.2,56.22940900800916,False,0.007854054711891826,0,1.622,28150,0,2,0.0,56.22940900800916,False,0.02881137334345924,0,0.32600000000000007,32341,10,210,1.0,9311.147045040048,False,0.015719677205140184,0,0.2,36424,0,0,0.0,0.0,False,0.0,0.19999999999999998,144762,0.0,0.0,10,0,0,5,3,3.0,5,10,28,180.0,84.0,10,16,28,200,0.7253405479714274,71.09545090328902
53,28,0,0,0,10.000000000000002,20,10.0,12.338888056182707,1,12.0,27.18663208640087,8,17.0,43.00000000000001,0,,0,0.9740000000000004,10379,509,0,0.0,5090.000000000001,False,-0.23322456244437853,1,1.0200000000000002,9676,571,0,0.0,5710.000000000001,False,-0.256541085731237,0,1.5590000000000004,27564,0,3,0.1,81.55989625920262,False,0.007878343427273811,6,1.6820000000000002,28064,0,0,0.0,0.0,False,0.024644930446529628,0,0.32600000000000007,32205,8,220,1.0,9677.493056691208,False,0.017014784986426643,0,0.2,36424,0,0,0.0,0.0,False,0.0,0.18333333333333335,144312,0.0,0.0,11,0,0,8,2,1.75,3,11,20,168.0,84.0,11,17,20,200,0.7356912428513169,71.83114214614034
54,20,0,0,0,10.000000000000002,20,10.0,12.338888056182707,0,,27.18663208640087,0,,43.00000000000001,11,43.0,0,0.9740000000000004,10279,519,0,0.0,5190.000000000001,False,-0.23619104123405518,0,1.0190000000000003,9576,581,0,0.0,5810.000000000001,False,-0.25950756452091367,0,1.5590000000000004,27564,0,3,0.0,81.55989625920262,False,0.007878343427273811,0,1.6760000000000004,28064,0,0,0.0,0.0,False,0.024644930446529628,0,0.32600000000000007,32678,0,217,0.8,9331.000000000002,False,0.025244344388315396,0,0.2,36424,0,0,0.0,0.0,False,0.0,0.13333333333333333,144585,0.0,0.0,14,0,0,4,0,0.0,1,5,13,75.0,44.0,5,15,13,673,0.3921808674931526,72.22332301363349
55,13,0,0,0,10.000000000000002,20,10.0,12.295492721540272,3,12.0,26.151982007504735,8,15.0,43.00000000000001,6,43.0,1,0.9840000000000002,10163,529,0,0.0,5290.000000000001,False,-0.24010679323642836,2,1.0390000000000001,9443,591,0,0.0,5910.000000000001,False,-0.2644319193117769,5,1.609,27475,0,2,0.2,52.30396401500947,False,0.004094781920022803,0,1.6760000000000004,28052,0,1,0.1,26.151982007504735,False,0.024684215962749726,0,0.32600000000000007,32816,0,219,0.8,9417.000000000002,False,0.03021359543158357,0,0.2,36424,0,0,0.0,0.0,False,0.0,0.18333333333333335,144373,0.0,0.0,13,0,0,2,4,3.625,1,3,11,54.0,64.0,3,10,11,458,0.3245339598506689,72.54785697348416
56,11,0,0,0,10.000000000000002,20,10.0,12.24837439766159,4,12.0,25.18663644754418,10,17.0,43.0,7,43.0,2,1.0030000000000001,10040,538,0,0.0,5380.000000000001,False,-0.24473450014832393,2,1.0570000000000002,9300,602,0,0.0,6020.000000000001,False,-0.26965292198160784,0,1.6040000000000003,27451,0,4,0.2,100.74654579017673,False,0.004102861473404981,9,1.7660000000000005,27865,0,2,0.2,50.37327289508836,False,0.018298829327377513,0,0.32600000000000007,32947,0,222,1.0,9546.0,False,0.03558093564682627,0,0.2,36424,0,0,0.0,0.0,False,0.0,0.2333333333333333,144027,0.0,0.0,12,0,0,1,5,4.9,0,1,6,18.0,30.0,1,10,6,501,0.23154097609221935,72.77939794957638
57,6,0,0,0,10.000000000000002,0,,12.219241447860357,3,12.0,25.18663644754418,0,,43.0,5,43.0,1,1.0110000000000001,10024,538,0,0.0,5380.000000000001,False,-0.24568377336102046,2,1.0750000000000002,9267,602,0,0.0,6020.000000000001,False,-0.2716107979827944,0,1.604,27439,0,5,0.1,125.9331822377209,False,0.004124524119860542,0,1.7570000000000001,27841,0,4,0.2,100.74654579017673,False,0.018342154620288768,0,0.32600000000000007,33162,0,217,0.0,9331.0,False,0.03853228640456842,0,0.2,36424,0,0,0.0,0.0,False,0.0,0.05000000000000001,144157,0.0,0.0,3,0,0,0,3,3.0,0,0,4,0.0,18.0,0,6,4,215,0.10279832500964403,72.88219627458602
58,4,0,0,0,10.000000000000002,0,,12.219241447860357,0,,25.18663644754418,0,,43.0,8,43.0,0,1.0100000000000002,10024,538,0,0.0,5380.000000000001,False,-0.24568377336102046,0,1.0730000000000004,9267,602,0,0.0,6020.000000000001,False,-0.2716107979827944,0,1.6040000000000003,27439,0,5,0.0,125.9331822377209,False,0.004124524119860542,0,1.7570000000000003,27841,0,4,0.0,100.74654579017673,False,0.018342154620288768,0,0.32600000000000007,33506,0,209,0.0,8987.0,False,0.043254447616955856,0,0.2,36424,0,0,0.0,0.0,False,0.0,0.0,144501,0.0,0.0,4,0,0,0,0,0.0,0,0,1,0.0,12.0,0,4,1,344,0.09305541776120663,72.97525169234723
59,1,0,0,0,10.000000000000002,0,,12.219241447860357,0,,25.18663644754418,0,,43.0,14,43.0,0,1.0100000000000002,10024,538,0,0.0,5380.000000000001,False,-0.24568377336102046,0,1.0730000000000004,9267,602,0,0.0,6020.000000000001,False,-0.2716107979827944,0,1.604,27439,0,5,0.0,125.9331822377209,False,0.004124524119860542,0,1.7570000000000001,27841,0,4,0.0,100.74654579017673,False,0.018342154620288768,0,0.32600000000000007,34108,0,195,0.0,8385.0,False,0.05151822973863387,0,0.2,36424,0,0,0.0,0.0,False,0.0,0.0,145103,0.0,0.0,7,0,0,0,0,0.0,0,0,0,0.0,3.0,0,1,0,602,0.0771405603736639,73.05239225272089
