index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
20,25,0,0,0,10.000000000000002,20,10.0,13.348356320781479,51,15.43137254901961,13.262937806112213,25,13.96,28.000000000000007,9,28.0,35,1.3150000000000002,14482,13,10,1.0,263.4835632078148,False,0.07850492853165365,5,2.8870000000000005,8708.0,203,0,0.0,2030.0000000000005,False,-0.28243542435424357,0,0.2,15842,174,60,1.0,3118.3902681827103,False,-0.027757563186313852,20,4.207000000000001,4396.0,263,0,0.0,3510.617712365529,False,-0.6563130597730046,0,0.2,28661,0,2,0.0,56.000000000000014,False,0.0002789303022907151,9,1.973,19057,556,0,0.0,7374.19342019839,False,-0.20699777866534658,0.3333333333333333,91146,0.0,0.0,10,0,0,12,10,10.0,18,30,22,183.0,148.0,11,14,22,560,1.3085953709669411,43.00343254895415
21,22,0,0,0,10.000000000000002,20,10.0,13.92957201824111,66,16.424242424242426,13.309284786038784,21,13.857142857142858,28.000000000000007,12,28.0,41,1.6900000000000002,14283,16,10,1.0,299.2957201824112,False,0.06514006347536569,15,3.0320000000000005,8448.0,210,0,0.0,2100.0000000000005,False,-0.2990405904059041,0,0.2,15474,201,65,1.0,3664.947486758984,False,-0.03304985230866629,16,4.347000000000001,3529.0,292,0,0.0,4067.435029326404,False,-0.6891989320223935,0,0.2,28661,0,2,0.0,56.000000000000014,False,0.0002789303022907151,12,2.0840000000000005,18620,577,0,0.0,7679.457321544379,False,-0.21691263691042187,0.3333333333333333,89015,0.0,0.0,11,0,0,15,16,15.90909090909091,18,33,22,225.0,81.0,15,7,22,525,1.4314173320308328,44.434849880984984
22,22,0,0,0,10.000000000000002,20,10.0,13.510843965752553,58,11.241379310344827,12.885953743594186,30,9.466666666666667,28.000000000000007,8,28.0,0,1.6490000000000002,14373,15,11,1.0,298.6192836232781,False,0.07175716913739029,49,3.5070000000000014,7481.0,221,0,0.0,2210.0000000000005,False,-0.3663468634686347,0,0.2,14894,249,67,1.0,4227.559048293197,False,-0.04973854485715737,22,4.551000000000002,3070.0,292,0,0.0,3945.1664379997455,False,-0.7182599609453642,0,0.2,28661,0,2,0.0,56.000000000000014,False,0.0002789303022907151,8,2.152,18257,607,0,0.0,7821.773922361671,False,-0.2270880735964284,0.3333333333333333,86736,0.0,0.0,10,0,0,12,15,15.0,19,31,18,237.0,99.0,14,8,18,452,1.3405603720457293,45.775410253030714
23,18,0,0,0,10.000000000000002,20,10.0,13.247703297373068,29,10.206896551724139,13.182676295935023,7,23.571428571428573,28.000000000000007,7,28.0,0,1.6490000000000002,14474,12,12,1.0,278.97243956847683,False,0.07848606788075554,20,3.658000000000001,7061.0,234,0,0.0,2340.0000000000005,False,-0.3925461254612546,0,0.2,14914,259,72,1.0,4380.307847326946,False,-0.044353898554951705,2,4.549,2873.0,301,0,0.0,3987.5586925092935,False,-0.7280825038409516,0,0.2,28661,0,2,0.0,56.000000000000014,False,0.0002789303022907151,7,2.2140000000000004,18031,614,0,0.0,8094.163245704104,False,-0.2302192523673494,0.3333333333333333,86014,0.0,0.0,11,0,0,16,8,8.0,13,29,19,171.0,63.0,12,6,19,516,1.2708627940155566,47.04627304704627
24,19,0,0,0,10.000000000000002,20,10.0,13.190703067652548,56,12.857142857142858,13.182676295935023,0,,28.000000000000004,11,28.0,14,1.7890000000000004,14680,11,10,1.0,241.9070306765255,False,0.0923212926448902,30,3.938000000000001,6431.0,245,0,0.0,2450.0000000000005,False,-0.43498154981549814,0,0.2,14454,292,82,1.0,4932.6647520212155,False,-0.054624406301787526,0,4.547000000000001,2613.0,314,0,0.0,4141.8807632429,False,-0.7382981125476896,0,0.2,28661,0,2,0.0,56.00000000000001,False,0.0002789303022907151,11,2.3170000000000006,17905,614,0,0.0,8094.163245704104,False,-0.23461240462842814,0.3333333333333333,84744,0.0,0.0,8,0,0,14,13,12.076923076923077,17,31,13,223.0,63.0,13,6,13,200,0.8740686519886367,47.92034169903491
25,13,0,0,0,10.000000000000002,20,10.0,12.922785728033777,58,11.327586206896552,13.182676295935023,0,,28.000000000000004,8,28.0,13,1.9050000000000002,14781,12,10,1.0,249.2278572803378,False,0.1000453083867283,35,4.258000000000001,5666.0,254,0,0.0,2540.0000000000005,False,-0.4881180811808118,0,0.2,13930,333,92,1.0,5516.09386666127,False,-0.06760269676329,0,4.5470000000000015,2480.0,321,0,0.0,4148.214218698842,False,-0.7455521784920426,0,0.2,28661,0,2,0.0,56.00000000000001,False,0.0002789303022907151,8,2.3860000000000006,17826,614,0,0.0,8094.163245704104,False,-0.23736684136354896,0.3333333333333333,83344,0.0,0.0,8,0,0,9,13,12.571428571428571,17,26,17,114.0,45.0,8,5,17,333,0.747407550981734,48.66774925001664
26,17,0,0,0,10.000000000000002,20,10.0,13.23325743926535,27,17.40740740740741,14.777787176539292,49,22.163265306122447,28.000000000000004,11,28.0,12,2.0120000000000005,14911,12,10,1.0,252.33257439265353,False,0.1097539695347843,5,4.2730000000000015,5516.0,264,0,0.0,2640.0000000000005,False,-0.4954981549815498,0,0.2,14654,337,67,1.0,5449.719497860555,False,-0.02900548949992863,14,4.687000000000001,2026.0,334,0,0.0,4419.907984714627,False,-0.7633280817768849,0,0.2,28661,0,2,0.0,56.00000000000001,False,0.0002789303022907151,11,2.488000000000001,16615,663,0,0.0,9797.67289804555,False,-0.24989238698013402,0.3333333333333333,82383,0.0,0.0,12,0,0,14,10,9.23076923076923,14,28,15,168.0,34.0,11,6,15,1134,1.5689062500023283,50.23665550001897
27,15,0,0,0,10.000000000000002,20,10.0,12.856803918597294,20,6.25,15.32150587829917,28,20.142857142857142,28.000000000000004,9,28.0,0,2.0000000000000004,14831,10,20,1.0,357.13607837194587,False,0.10771719846390947,20,4.468000000000001,5106.0,276,0,0.0,2760.0000000000005,False,-0.5213284132841328,0,0.2,14982,347,61,1.0,5395.922818329511,False,-0.012182288011802642,12,4.793000000000002,1837.0,334,0,0.0,4294.172508811496,False,-0.7774004774608476,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,7,2.5470000000000006,15991,691,0,0.0,10587.160561904726,False,-0.25788569851287046,0.3333333333333333,81464,0.0,0.0,12,0,0,10,9,9.0,15,25,21,132.0,48.0,9,6,21,709,0.8108508189907297,51.0475063190097
28,21,0,0,0,10.000000000000002,20,10.0,12.809460324392685,22,12.090909090909092,15.75462801567818,11,25.545454545454547,28.000000000000007,10,28.0,0,2.000000000000001,14921,9,21,1.0,358.99866681224637,False,0.11442799508532278,13,4.578000000000001,4841.0,287,0,0.0,2870.0000000000005,False,-0.5368265682656826,0,0.2,15157,350,62,1.0,5460.098050509487,False,-0.0006118546622671557,2,4.801000000000001,1631.0,343,0,0.0,4393.644891266691,False,-0.7861312746880464,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,10,2.6400000000000006,15613,702,0,0.0,11059.748867006083,False,-0.26282645537104554,0.3333333333333333,80880,0.0,0.0,11,0,0,12,9,9.0,18,30,23,168.0,62.0,11,10,23,641,1.0058367299498059,52.053343048959505
29,23,0,0,0,10.000000000000002,20,10.0,12.809460324392685,0,,15.75462801567818,0,,28.000000000000004,9,28.0,0,2.0000000000000004,14841,7,31,1.0,467.09327005617325,False,0.11251266679174066,0,4.565000000000001,4721.0,299,0,0.0,2990.0000000000005,False,-0.5412546125461255,0,0.2,15157,340,72,1.0,5489.549727422343,False,0.0002109098061891081,0,4.799000000000002,1631.0,343,0,0.0,4393.644891266691,False,-0.7861312746880464,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,9,2.72,15523,702,0,0.0,11059.748867006083,False,-0.2659644212718161,0.3333333333333333,80590,0.0,0.0,10,0,0,14,3,3.0,18,32,19,204.0,105.0,13,10,19,200,0.9283448999631219,52.98168794892263
30,19,0,0,0,10.000000000000002,20,10.0,12.994312729777972,37,14.594594594594595,15.634082860352464,5,10.0,28.000000000000004,7,28.0,0,2.0,15151,10,19,1.0,346.89194186578146,False,0.13095542220906947,15,4.715000000000001,4466.0,306,0,0.0,3060.0000000000005,False,-0.5574907749077491,0,0.2,14837,356,82,1.0,5907.97012634986,False,-0.005979156152926101,5,4.849000000000001,1340.0,354,0,0.0,4599.986706341402,False,-0.7966256926376857,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,7,2.781,15421,707,0,0.0,11053.296582269191,False,-0.2696332662342807,0.3333333333333333,79932,0.0,0.0,11,0,0,8,7,7.0,20,28,13,162.0,74.0,9,10,13,640,0.7732048149919137,53.75489276391454
31,13,0,0,0,10.000000000000002,20,10.0,13.250812476498975,18,17.833333333333332,15.915353212585385,5,28.0,28.000000000000007,15,28.0,0,2.0000000000000004,15308,15,13,1.0,322.26056219448674,False,0.1416332310772873,2,4.720000000000001,4398.0,311,0,0.0,3110.0000000000005,False,-0.5606642066420664,0,0.2,14956,349,87,1.0,6009.1692837930705,False,0.0034967394064439527,0,4.844000000000001,1040.0,369,0,0.0,4889.549803828122,False,-0.8052980834778153,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,15,2.9240000000000004,15075,712,0,0.0,11331.731487360794,False,-0.2768430060430111,0.3333333333333333,79494,0.0,0.0,11,0,0,10,9,9.0,14,24,12,63.0,51.0,6,7,12,647,0.7695887699956074,54.52448153391015
32,12,0,0,0,10.000000000000002,20,10.0,13.255610346980115,6,13.5,15.514052529087655,28,12.678571428571429,28.00000000000001,9,28.0,0,2.0000000000000004,15338,8,20,1.0,345.1122069396023,False,0.14469048734094467,3,4.748000000000001,4201.0,328,0,0.0,3280.0000000000005,False,-0.568929889298893,0,0.2,15020,345,92,1.0,6000.478402384204,False,0.00682976875584444,23,5.074000000000001,576.0,369,0,0.0,4891.320218035662,False,-0.8311733093631786,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,9,2.9990000000000006,14640,740,0,0.0,11480.398871524865,False,-0.28941810132971546,0.3333333333333333,78492,0.0,0.0,11,0,0,9,7,7.0,16,25,18,114.0,57.0,8,4,18,405,0.7703285980387591,55.29481013194891
33,18,0,0,0,10.000000000000002,20,10.0,13.583904894232488,17,19.0,16.146434600687567,10,29.0,28.00000000000001,9,28.0,0,2.0000000000000004,15511,13,13,1.0,306.59076362502236,False,0.1560365595433588,0,4.745000000000002,4151.0,333,0,0.0,3330.0000000000005,False,-0.5707749077490775,0,0.2,15310,335,92,1.0,6036.080122831139,False,0.024027269047690786,0,5.051000000000001,253.0,386,0,0.0,5243.38728917374,False,-0.8393846438380338,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,9,3.080000000000001,14256,750,0,0.0,12109.825950515675,False,-0.29183386300136543,0.3333333333333333,78198,0.0,0.0,12,0,0,11,4,4.0,17,28,18,171.0,49.0,12,6,18,813,0.9402945149922743,56.23510464694118
34,18,0,0,0,10.000000000000002,20,10.0,13.830023913257762,17,17.705882352941178,16.146434600687567,0,,28.00000000000001,11,28.0,4,2.0400000000000005,15598,18,10,1.0,318.30023913257764,False,0.16288930771706933,0,4.745000000000001,4101.0,338,0,0.0,3380.0000000000005,False,-0.5726199261992619,0,0.2,15289,328,102,1.0,6183.184172818677,False,0.026963464432301857,0,5.051000000000001,-60.0,400,0,0.0,5532.009565303105,False,-0.8488096556793188,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,11,3.1810000000000005,14130,750,0,0.0,12109.825950515675,False,-0.2962270152624442,0.3333333333333333,77775,0.0,0.0,8,0,0,8,7,6.167857142857143,18,26,20,165.0,99.0,10,8,20,200,0.9535506070242263,57.18865525396541
35,20,0,0,0,10.0,20,10.0,13.889851693702074,3,19.0,15.740624100672624,12,9.25,28.000000000000007,12,28.0,0,2.0360000000000005,15595,14,17,1.0,376.1274787929352,False,0.16480175198497918,0,4.745000000000002,3961.0,352,0,0.0,3520.0,False,-0.5777859778597786,0,0.2,15289,318,112,1.0,6179.922737872594,False,0.026872352717415126,12,5.171000000000002,-456.0,403,0,0.0,5597.610232561936,False,-0.8691024071806365,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,12,3.290000000000001,13884,762,0,0.0,11994.35556471254,False,-0.30681713390898957,0.3333333333333333,76990,0.0,0.0,10,0,0,9,7,8.12280701754386,18,27,21,141.0,88.0,10,10,21,200,1.0345480529940687,58.223203306959476
36,21,0,0,0,10.0,20,10.0,14.414719566099134,23,19.73913043478261,15.376085819822457,29,13.068965517241379,28.00000000000001,7,28.0,6,2.0960000000000005,15883,11,10,1.0,254.14719566099134,False,0.18155524707236137,0,4.745,3831.0,365,0,0.0,3650.0,False,-0.5825830258302583,0,0.2,15119,325,114,1.0,6437.657642441978,False,0.024574188245669246,21,5.369000000000002,-1708.0,409,0,0.0,5895.620302534546,False,-0.930729123294934,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,7,3.3480000000000008,13447,791,0,0.0,12162.483883479563,False,-0.3191226964980376,0.3333333333333333,75289,0.0,0.0,12,0,0,5,6,11.31578947368421,23,28,20,183.0,58.0,11,10,20,710,1.079464457987342,59.30266776494682
37,20,0,0,0,10.0,20,10.0,13.925989567062363,44,11.363636363636363,16.0032555421146,10,28.0,28.00000000000001,10,28.0,0,2.0900000000000003,15842,10,13,1.0,281.0378643718107,False,0.17952169241224392,37,5.115000000000002,3475.0,376,0,0.0,3760.0,False,-0.6047970479704797,0,0.2,14899,359,114,1.0,6823.801386376453,False,0.02306965544687814,0,5.348000000000002,-1844.0,409,0,0.0,5695.729732928507,False,-0.9439118970575342,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,10,3.441000000000001,13057,801,0,0.0,12818.607689233795,False,-0.3212822480172624,0.3333333333333333,74146,0.0,0.0,11,0,0,10,7,7.0,17,27,16,165.0,60.0,10,10,16,529,0.9920433450024575,60.294711109949276
38,16,0,0,0,10.0,20,10.0,14.085038183628537,8,19.0,15.810797727778427,6,10.0,28.00000000000001,10,28.0,0,2.0900000000000003,15904,9,15,1.0,301.275572754428,False,0.18484411707580917,0,5.078000000000001,3365.0,387,0,0.0,3870.0,False,-0.6088560885608856,0,0.2,14929,349,121,1.0,6828.7848511475495,False,0.024885038863212253,3,5.378000000000002,-4754.0,417,0,0.0,5873.4609225731,False,-1.1015347825853978,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,10,3.531000000000001,12887,807,0,0.0,12759.313766317191,False,-0.3282431964311357,0.3333333333333333,71048,0.0,0.0,10,0,0,6,7,20.098684210526315,19,25,16,111.0,72.0,7,9,16,230,0.8926959459786303,61.187407055927906
39,16,0,0,0,10.0,20,10.0,14.367395658363858,14,19.0,15.541194514726584,10,11.0,28.000000000000007,12,28.0,0,2.0900000000000003,16040,12,11,1.0,278.0413522420024,False,0.19402366613439123,0,5.078000000000001,3295.0,394,0,0.0,3940.0,False,-0.611439114391144,0,0.2,14929,339,131,1.0,6906.443609614531,False,0.027054520326699326,10,5.475000000000001,-12000.0,431,0,0.0,6192.347528754823,False,-1.497476044006179,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,12,3.641000000000001,12642,817,0,0.0,12697.155918531618,False,-0.3378690436433246,0.3333333333333333,63623,0.0,0.0,8,0,0,8,6,25.30075187969925,13,21,15,78.0,75.0,6,10,15,200,0.9949191570049152,62.18232621293282
40,15,0,0,0,9.999999999999998,20,10.0,14.296462422015956,12,13.0,16.073496443418847,7,28.285714285714285,28.00000000000001,9,28.0,0,2.0900000000000003,16085,11,12,1.0,281.55754906419145,False,0.19747444830495178,3,5.108000000000001,3158.0,405,0,0.0,4049.999999999999,False,-0.6174907749077491,0,0.2,14971,341,134,1.0,7028.942209325566,False,0.03282328219146171,0,5.465000000000002,-12960.0,431,0,0.0,6161.775303888877,False,-1.5519673901025568,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,9,3.7190000000000007,12356,824,0,0.0,13244.56106937713,False,-0.3382978091876655,0.3333333333333333,62327,0.0,0.0,12,0,0,5,5,5.0,17,22,17,75.0,73.0,5,10,17,533,0.8263850610237569,63.00871127395658
41,17,0,0,1,9.999999999999998,20,10.0,14.296462422015956,0,,16.602433727676907,7,28.0,28.000000000000007,9,28.0,0,2.0900000000000003,15985,11,22,1.0,424.522173284351,False,0.19536982189241142,0,5.105000000000001,3058.0,415,0,0.0,4149.999999999999,False,-0.6211808118081181,0,0.2,15167,331,137,1.0,7006.662482379017,False,0.043151818146692895,0,5.465000000000002,-17886.972222222223,431,0,0.0,6161.775303888877,True,-1.8272479925286504,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,9,3.8000000000000007,12072,831,0,0.0,13796.622427699509,False,-0.33857566982149323,0.3333333333333333,74999,0.0,0.125,12,0,0,10,7,123.63333333333334,18,28,19,165.0,51.0,10,7,19,396,1.1009154859930277,64.1096267599496
42,19,0,0,0,9.999999999999998,20,10.0,14.296462422015956,0,,17.713754819539805,17,27.0,28.000000000000007,12,28.0,0,2.0900000000000003,15885,11,32,1.0,567.4867975045106,False,0.19326519547987117,0,5.105000000000001,2958.0,425,0,0.0,4249.999999999999,False,-0.6248708487084871,0,0.2,15626,321,130,1.0,6891.952564007297,False,0.06559259593271027,0,5.4650000000000025,-17886.972222222223,431,0,0.0,6161.775303888877,True,-1.8272479925286504,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,12,3.911000000000001,11464,848,0,0.0,15021.264086969755,False,-0.33842501853195917,0.3333333333333333,74650,0.0,0.125,10,0,0,15,8,125.67744883040936,13,28,19,142.0,70.0,11,8,19,659,1.0548577450099401,65.16448450495955
43,19,0,0,0,9.999999999999998,20,10.0,14.209332222822354,15,13.0,17.713754819539805,0,,28.000000000000007,10,28.0,0,2.0900000000000003,15950,14,27,1.0,523.6519700162036,False,0.1964447221408193,0,5.105000000000001,2888.0,432,0,0.0,4319.999999999999,False,-0.6274538745387453,0,0.2,15431,326,140,1.0,7112.167979375659,False,0.06084947981270709,0,5.4650000000000025,-17886.972222222223,431,0,0.0,6124.222188036435,True,-1.8282970794616162,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,10,3.999000000000002,11354,848,0,0.0,15021.264086969755,False,-0.34226031018845654,0.3333333333333333,74340,0.0,0.125,10,0,0,10,5,5.0,7,17,16,150.0,87.0,10,9,16,395,0.9962079009856097,66.16069240594516
44,16,0,0,0,9.999999999999998,20,10.0,13.889449080096327,61,12.836065573770492,17.713754819539805,0,,28.000000000000004,10,28.0,0,2.0900000000000003,16168,13,19,1.0,393.8995325218302,False,0.2077453702037576,43,5.535000000000001,2260.0,443,0,0.0,4429.999999999999,False,-0.6697416974169742,0,0.2,14648,377,150,1.0,7893.385526127286,False,0.038925732655248735,0,5.4650000000000025,-17886.972222222223,431,0,0.0,5986.352553521517,True,-1.832148616910351,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,10,4.089000000000001,11247,848,0,0.0,15021.264086969755,False,-0.34599100298159485,0.3333333333333333,73040,0.0,0.125,10,0,0,8,10,144.48851294903926,7,15,12,126.0,100.0,7,9,12,508,0.8241993770352565,66.98489178298041
45,12,0,0,0,10.0,20,10.0,13.451479977772141,16,7.0,17.607466274933586,2,10.0,28.000000000000004,12,28.0,0,2.0900000000000003,16117,13,22,1.0,425.9325595109871,False,0.20516356308158626,9,5.582000000000002,2067.0,453,0,0.0,4530.0,False,-0.6802952029520295,0,0.2,14556,383,158,1.0,7933.896502926236,False,0.034917211502017896,0,5.4650000000000025,-17886.972222222223,431,0,0.0,5797.587870419793,True,-1.8374219626222108,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,12,4.199000000000001,11076,850,0,0.0,14966.346333693547,False,-0.35291052728821265,0.3333333333333333,72533,0.0,0.125,12,0,0,7,9,90.3044191919192,6,13,10,90.0,51.0,5,7,10,269,0.6479328759596683,67.63282465894008
46,10,0,0,0,10.0,20,10.0,13.451479977772141,0,,19.020647702213342,19,28.736842105263158,28.000000000000004,11,28.0,0,2.0900000000000003,16027,12,32,1.0,550.4473592887085,False,0.20311613871914053,0,5.573000000000002,1957.0,464,0,0.0,4640.0,False,-0.6843542435424355,0,0.2,15102,373,149,1.0,7851.478539338797,False,0.06312097830312888,0,5.4650000000000025,-17886.972222222223,431,0,0.0,5797.587870419793,True,-1.8374219626222108,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,11,4.2970000000000015,10407,869,0,0.0,16528.942853223394,False,-0.3489951038453437,0.3333333333333333,72210,0.0,0.125,12,0,0,3,5,5.0,1,4,12,72.0,63.0,4,6,12,746,0.7089920159778558,68.34181667491794
47,12,0,0,0,10.0,20,10.0,13.774446019281578,14,19.0,19.020647702213342,0,,28.000000000000004,8,28.0,0,2.0900000000000003,16203,11,28,1.0,495.68448853988417,False,0.21408429847010635,0,5.573,1847.0,475,0,0.0,4750.0,False,-0.6884132841328413,0,0.2,14836,377,159,1.0,8217.249133921076,False,0.058477179962036975,0,5.465000000000002,-17886.972222222223,431,0,0.0,5936.786234310361,True,-1.8335333056803576,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,8,4.366000000000001,10333,869,0,0.0,16528.942853223394,False,-0.35157520914153284,0.3333333333333333,71936,0.0,0.125,10,0,0,4,3,3.0,2,6,16,97.0,78.0,6,6,16,466,0.6911410969914868,69.03295777190942
48,16,0,0,0,10.0,20,10.0,13.59173688000377,6,7.0,19.020647702213342,0,,28.000000000000007,8,28.0,0,2.0900000000000003,16064,17,35,1.0,645.7107908001319,False,0.20936202180074298,3,5.603000000000001,1780.0,479,0,0.0,4790.0,False,-0.6918819188191881,0,0.2,14794,373,169,1.0,8284.207317915461,False,0.05800109838851998,0,5.465000000000002,-17886.972222222223,431,0,0.0,5858.038595281625,True,-1.8357332062007716,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,8,4.4380000000000015,10255,869,0,0.0,16528.942853223394,False,-0.3542947795888673,0.3333333333333333,71610,0.0,0.125,9,0,0,5,5,5.0,4,9,14,147.0,66.0,9,7,14,221,0.8603953479905613,69.89335311989998
49,14,0,0,0,10.0,20,10.0,13.59173688000377,0,,20.259099648728927,24,27.208333333333332,28.000000000000004,9,28.0,0,2.0900000000000003,15984,15,45,1.0,761.6281596001696,False,0.20773535644281063,0,5.600000000000001,1660.0,491,0,0.0,4910.0,False,-0.696309963099631,0,0.2,15447,363,155,1.0,8073.960932994352,False,0.08861216149833358,0,5.465000000000002,-17886.972222222223,431,0,0.0,5858.038595281625,True,-1.8357332062007716,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,9,4.520000000000001,9510,893,0,0.0,18091.37598631493,False,-0.35303204235704944,0.3333333333333333,71318,0.0,0.125,11,0,0,4,4,4.0,2,6,14,82.0,69.0,6,8,14,853,0.7885990560171194,70.6819521759171
50,14,0,0,0,10.0,20,10.0,14.03836816126226,15,20.0,20.831138815698026,10,29.0,28.0,14,28.0,0,2.0900000000000003,16184,15,40,1.0,711.5347264504904,False,0.2206470378764018,0,5.600000000000001,1560.0,501,0,0.0,5010.0,False,-0.7,0,0.2,15437,368,155,1.0,8394.945999777705,False,0.09702050507815681,0,5.4650000000000025,-17886.972222222223,431,0,0.0,6050.536677504035,True,-1.8303555639440274,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,14,4.651000000000002,9032,903,0,0.0,18810.518350575316,False,-0.3571612156030941,0.3333333333333333,70930,0.0,0.125,12,0,0,2,7,66.62324074074074,5,7,16,126.0,66.0,7,7,16,790,0.741573127976153,71.42352530389326
51,16,0,0,0,10.000000000000002,20,10.0,13.94118723032668,20,13.0,20.831138815698026,0,,28.0,7,28.0,0,2.0900000000000003,16064,17,50,1.0,867.059361516334,False,0.21752986573861,20,5.8000000000000025,1420.0,509,0,0.0,5090.000000000001,False,-0.707380073800738,0,0.2,15177,378,165,1.0,8706.90667765366,False,0.09120870146534986,0,5.4650000000000025,-17886.972222222223,431,0,0.0,6008.651696270799,True,-1.8315256662245403,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,7,4.707000000000002,8974,903,0,0.0,18810.518350575316,False,-0.3591834602947018,0.3333333333333333,70352,0.0,0.125,9,0,0,6,3,3.0,3,9,12,147.0,66.0,9,7,12,200,0.7524881990393624,72.17601350293262
52,12,0,0,0,10.000000000000002,20,10.0,14.135114690743006,20,16.0,20.675878415358827,2,10.0,28.0,7,28.0,0,2.0900000000000003,16284,17,40,1.0,735.4045876297203,False,0.22890791836272018,0,5.780000000000001,1320.0,519,0,0.0,5190.000000000001,False,-0.711070110701107,0,0.2,14877,388,173,1.0,9061.351465865364,False,0.08434885087343183,0,5.4650000000000025,-17886.972222222223,431,0,0.0,6092.234431710235,True,-1.8291906920531404,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,7,4.770000000000001,8893,905,0,0.0,18711.66996589974,False,-0.363730867719052,0.3333333333333333,70091,0.0,0.125,11,0,0,5,3,3.0,1,6,10,93.0,48.0,6,6,10,540,0.6130614359863102,72.78907493891893
53,10,0,0,0,10.000000000000002,20,10.0,14.135114690743006,0,,20.675878415358827,0,,28.000000000000004,8,28.0,0,2.0900000000000003,16164,19,50,1.0,896.7557345371503,False,0.22600574666188758,0,5.780000000000002,1240.0,527,0,0.0,5270.000000000001,False,-0.7140221402214022,0,0.2,14877,378,183,1.0,9126.759103111523,False,0.08617608400691482,0,5.4650000000000025,-17886.972222222223,431,0,0.0,6092.234431710235,True,-1.8291906920531404,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,8,4.843000000000001,8820,905,0,0.0,18711.66996589974,False,-0.3662761067274548,0.3333333333333333,69818,0.0,0.125,10,0,0,3,3,3.0,0,3,12,54.0,50.0,3,7,12,200,0.5874240379780531,73.37649897689698
