index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,18,0,0,0,10.0,9,10.0,29.15929168219014,10,32.0,23.8456831394299,62,15.419354838709678,36.99999999999999,20,37.0,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,0,1.082,42049,5,10,1.0,341.5929168219014,False,0.159661506260086,62,10.801000000000002,1868,213,0,0.0,6210.9291283064995,False,-0.9130209065380684,0,1.0640000000000003,57702,0,11,0.1,262.3025145337289,False,0.011422722232718875,3,0.266,72226,65,10,1.0,1919.9694040629436,False,0.04028293015168691,0,0.30800000000000005,53032,805,29,1.0,20268.77492724107,False,-0.1021379994368243,0.5166666666666667,263567,0.0,0.0,11,0,0,8,10,10.0,16,24,17,150.0,39.0,10,8,17,1039,1.3275534189888276,51.46484177111415
31,17,0,0,0,10.0,6,10.0,29.3120017457529,21,30.476190476190474,23.88895440530202,58,24.20689655172414,36.99999999999999,20,37.0,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,11,1.1920000000000002,42354,1,10,1.0,303.120017457529,False,0.1675106437973128,53,11.269000000000002,-965,234,0,0.0,6859.008408506179,False,-0.9568991919508029,0,1.0640000000000003,57873,0,6,0.0,143.33372643181212,False,0.013372977670792327,2,0.28300000000000003,72359,68,10,1.0,1994.4488995605373,False,0.0427027582695627,0,0.30800000000000005,52147,840,31,1.0,21213.721700453698,False,-0.1080017504800596,0.5,260458,0.0,0.0,11,0,0,10,7,6.6875,14,24,21,162.0,69.0,9,8,21,1057,1.2612533179926686,52.72609508910682
32,21,0,0,0,10.0,11,10.0,29.3120017457529,0,,22.974294809925105,56,15.857142857142858,36.99999999999999,20,37.0,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,0,1.181,42244,2,20,1.0,606.240034915058,False,0.16865218275215008,56,11.776000000000003,-4266,234,0,0.0,6859.008408506179,False,-1.0146291674667176,0,1.0640000000000003,57873,0,6,0.0,137.84576885955062,False,0.013324989234518641,0,0.281,72415,77,11,1.0,2176.020700364233,False,0.04478920784316173,0,0.30800000000000005,51943,867,30,1.0,21028.713600205065,False,-0.1122163293139849,0.5,256899,0.0,0.0,11,0,0,7,7,7.0,17,24,17,165.0,78.0,10,11,17,850,1.2420958619914018,53.96819095109822
33,17,0,0,0,10.0,13,10.0,29.452665419101685,9,32.0,22.841169909711805,32,21.0,36.99999999999999,20,37.0,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,0,1.181,42402,5,21,1.0,668.5059738011354,False,0.17384714442004467,22,11.940000000000001,-5293,234,0,0.0,6891.923708069794,False,-1.0323021711431464,4,1.1040000000000003,57747,0,9,0.9,205.57052918740624,False,0.011713628272012975,0,0.281,72729,71,11,1.0,2028.7230635895382,False,0.04820561649696909,0,0.30800000000000005,51697,885,30,1.0,21324.435370094947,False,-0.11361130195236138,0.65,255972,0.0,0.0,13,0,0,8,4,3.4,16,24,13,169.0,51.0,10,7,13,1158,1.1507686710101552,55.11895962210838
34,13,0,0,0,10.0,11,10.0,27.28078329426235,22,12.0,22.412782835313816,29,16.103448275862068,36.99999999999999,20,37.0,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,1,1.191,42531,6,10,1.0,332.80783294262346,False,0.17278006747250008,29,12.208000000000004,-14246,256,0,0.0,6983.880523331161,False,-1.1880737974525082,0,1.1,57747,0,9,0.0,201.71504551782434,False,0.011679914703723503,0,0.281,73099,61,11,1.0,1774.1797529541427,False,0.05165581470998789,0,0.30800000000000005,51600,904,30,1.0,21371.15568312369,False,-0.1146580361388185,0.5,247421,0.0,0.0,12,0,0,6,5,26.6969696969697,16,22,10,126.0,48.0,7,6,10,850,0.9418544449727051,56.06081406708108
35,10,0,0,0,10.0,12,10.0,27.672014167096158,16,31.5625,23.160522678139976,19,39.31578947368421,36.99999999999999,20,37.0,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,6,1.2500000000000002,42766,8,10,1.0,356.7201416709616,False,0.179563272745227,0,12.179000000000002,-15385,256,0,0.0,7084.0356267766165,False,-1.2071175618505017,10,1.2000000000000004,57579,6,10,1.0,397.6373117839767,False,0.010455030708149553,0,0.281,72760,65,12,1.0,1949.4339740790983,False,0.04808274088923619,0,0.30800000000000005,51932,899,29,1.0,21894.30988764784,False,-0.10622079054150677,0.6666666666666666,246342,0.0,0.0,12,0,0,4,3,2.2142857142857144,15,19,16,62.0,48.0,4,6,16,1148,0.9116298980079591,56.97244396508904
36,16,0,0,0,10.0,9,10.0,26.92064754101664,20,21.0,23.31550567260313,51,24.49019607843137,37.0,20,37.0,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,10,1.3440000000000003,42846,7,10,1.0,339.2064754101664,False,0.1815201262862933,51,12.689000000000005,-18512,256,0,0.0,6891.685770500259,False,-1.2634864832939818,0,1.1900000000000004,57159,16,20,1.0,897.0404741083289,False,0.0074767442646758745,0,0.281,73055,60,12,1.0,1842.9303403561878,False,0.051519006853793736,0,0.30800000000000005,51128,935,29,1.0,22872.997803883925,False,-0.11069338608792985,0.6666666666666666,242366,0.0,0.0,10,0,0,8,5,4.5,16,24,17,147.0,81.0,9,7,17,830,1.1894381269812584,58.1618820920703
37,17,0,0,0,10.0,9,10.0,27.191406603145214,9,32.0,23.54281805492595,23,27.434782608695652,37.0,20,37.0,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,0,1.3340000000000003,43044,6,11,1.0,359.10547263459733,False,0.18723192617675982,9,12.728000000000003,-44823,265,0,0.0,7205.722749833481,False,-1.720883851435524,0,1.1900000000000004,57637,6,16,1.0,539.8335284976865,False,0.012712780067311061,0,0.281,73056,69,10,1.0,1994.4544457898905,False,0.05261012086216375,0,0.30800000000000005,51236,929,31,1.0,23018.277973026205,False,-0.10812572511779188,0.6666666666666666,216840,0.0,0.0,13,0,0,10,3,72.41666666666667,16,26,16,186.0,75.0,12,5,16,1308,1.3856545440503396,59.54753663612064
38,16,0,0,0,10.0,8,10.0,27.312735413439114,5,31.0,24.220225265346638,54,28.925925925925927,36.99999999999999,20,37.0,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,0,1.3340000000000003,43119,4,16,1.0,477.0037666150258,False,0.19091114025620115,37,13.089000000000002,-49014,265,0,0.0,7237.874884561365,False,-1.793897561345214,1,1.2000000000000004,57956,1,10,1.0,269.5149880669055,False,0.01592790300862981,0,0.281,73148,69,10,1.0,2041.195543308918,False,0.05425002518271632,0,0.30800000000000005,50322,963,31,1.0,24471.076930528812,False,-0.11079232338434719,0.6666666666666666,212221,0.0,0.0,14,0,0,13,3,2.111111111111111,11,24,19,168.0,61.0,11,5,19,1351,1.2056423700414598,60.7531790061621
39,19,0,29,1,10.0,7,10.0,27.312735413439114,0,,23.958184275312153,43,21.6046511627907,37.0,20,37.0,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,0,1.3340000000000003,43049,1,26,1.0,720.1311207494169,False,0.1923274524232897,35,13.402000000000005,-54908,265,0,0.0,7237.874884561365,True,-1.8969755606456686,0,1.1990000000000003,58076,0,3,0.1,71.87455282593646,False,0.016298308436743018,0,0.281,73085,86,10,1.0,2430.403847676845,False,0.05612067778937946,0,0.30800000000000005,50196,969,31,1.0,24362.480562777477,False,-0.11335512449697609,0.5166666666666667,261096,0.0,0.125,12,0,0,14,6,6.0,16,30,9,224.0,13.0,16,3,9,1065,1.0658292940352112,61.81900830019731
40,9,6,0,0,10.0,6,10.0,27.312735413439114,0,,24.69412196799904,14,45.0,37.0,20,37.0,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,0,1.3340000000000003,42989,0,33,0.7,901.3202686434907,False,0.193167801091047,0,13.367000000000003,-54908,265,0,0.0,7237.874884561365,True,-1.8969755606456686,11,1.3090000000000002,58299,0,0,0.0,0.0,False,0.0195697796432319,2,0.30100000000000005,72811,90,10,1.0,2592.4709771199136,False,0.05337780714919211,0,0.30800000000000005,50492,959,33,1.0,24902.662967311076,False,-0.10530856999579917,0.45,261281,0.0,0.125,8,0,0,6,2,1.7857142857142856,12,18,7,81.0,5.0,7,2,7,726,0.929763511987403,62.748771812184714
41,7,5,0,0,10.0,11,10.0,27.19806537381007,1,11.0,24.69412196799904,0,,37.0,20,37.0,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,0,1.3340000000000003,42890,1,42,1.0,1152.3187457000229,False,0.19389566217623008,0,13.367000000000003,-54908,265,0,0.0,7207.487324059669,True,-1.8972412790830742,0,1.2980000000000003,58288,0,1,0.1,24.69412196799904,False,0.01959333789758658,0,0.29900000000000004,73181,80,10,1.0,2345.529757439923,False,0.05688203432340172,0,0.30800000000000005,50862,949,33,1.0,24655.721747631087,False,-0.10180434282158936,0.5166666666666667,261911,0.0,0.125,13,0,0,8,0,0.0,9,17,4,39.0,12.0,3,4,4,861,0.8234815149917267,63.57225332717644
42,4,4,0,0,9.999999999999998,11,10.0,27.19806537381007,0,,24.61406199088024,3,15.0,37.0,20,37.0,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,0,1.3340000000000003,42780,2,52,1.0,1434.2993994381236,False,0.19474688108657848,0,13.367000000000003,-54908,265,0,0.0,7207.487324059669,True,-1.8972412790830742,2,1.3180000000000003,58259,0,0,0.0,0.0,False,0.01887023434767401,0,0.29900000000000004,73469,73,11,1.0,2203.826525334258,False,0.05996863291259857,0,0.30800000000000005,51269,939,32,1.0,24296.604209436548,False,-0.09857143926656996,0.5,262467,0.0,0.125,11,0,0,4,1,0.6666666666666666,13,17,8,36.0,6.0,2,2,8,850,0.6979618730256334,64.27021520020207
43,8,1,0,0,9.999999999999998,9,10.0,27.48046517410528,8,32.0,24.857876414314,5,40.8,37.0,20,37.0,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,0,1.3340000000000003,42946,1,54,1.0,1493.9451194016851,False,0.20012559561899754,0,13.367000000000004,-54908,265,0,0.0,7282.3232711379,True,-1.896586889899109,5,1.3660000000000003,58010,0,8,0.8,198.863011314512,False,0.016254485933145497,0,0.29900000000000004,73561,68,13,1.0,2171.335596173352,False,0.06104542583134354,0,0.30800000000000005,51713,929,30,1.0,24202.967188897706,False,-0.09292580744756579,0.6333333333333333,262920,0.0,0.125,11,0,0,6,3,3.0,11,17,9,39.0,30.0,3,5,9,1086,0.867019850993529,65.1372350511956
44,9,5,0,0,9.999999999999998,10,10.0,26.69032900210844,17,21.0,24.652936245497777,8,17.0,37.0,20,37.0,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,0,1.3340000000000003,43203,1,47,1.0,1264.4454630990967,False,0.20403281598455097,0,13.367000000000003,-54908,265,0,0.0,7072.937185558737,True,-1.8984178280381363,0,1.3610000000000002,57789,7,10,1.0,433.36166546973686,False,0.014440028554299928,0,0.29900000000000004,73869,66,11,1.0,2034.0937922028534,False,0.06444801705852608,0,0.30800000000000005,52009,919,32,1.0,23840.048409612456,False,-0.09129770006813981,0.6666666666666666,263560,0.0,0.125,13,0,0,5,0,0.0,13,18,8,72.0,30.0,4,5,8,1333,0.8434182589990087,65.98065331019461
45,8,4,0,0,9.999999999999998,11,10.0,26.69032900210844,0,,24.652936245497777,0,,37.0,20,37.0,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,0,1.3340000000000003,43093,2,57,1.0,1541.348753120181,False,0.2048143042975277,0,13.367000000000003,-54908,265,0,0.0,7072.937185558737,True,-1.8984178280381363,0,1.3610000000000004,57789,0,17,0.7,419.0999161734622,False,0.014315319308966993,0,0.29900000000000004,74239,56,11,1.0,1787.5644297478755,False,0.06795517135083488,0,0.30800000000000005,52379,909,32,1.0,23593.51904715748,False,-0.087790545775831,0.6166666666666667,264190,0.0,0.125,12,0,0,6,0,0.0,11,17,7,39.0,30.0,3,5,7,850,0.7822831449448131,66.76293645513942
46,7,0,0,0,9.999999999999998,9,10.0,26.69032900210844,0,,24.972106462753757,4,47.0,37.0,20,37.0,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,0,1.3340000000000003,43003,1,67,1.0,1798.2520431412656,False,0.20587046506360412,0,13.367000000000003,-54908,265,0,0.0,7072.937185558737,True,-1.8984178280381363,0,1.3610000000000002,57977,0,13,0.0,324.63738401579883,False,0.01677717194837185,0,0.29900000000000004,74609,46,11,1.0,1555.7168972866727,False,0.07156667114855782,0,0.30800000000000005,52561,903,32,1.0,23733.812135866643,False,-0.08420647504074767,0.5,264840,0.0,0.125,12,0,0,6,0,0.0,13,19,7,39.0,42.0,3,4,7,1018,0.8613838590099476,67.62432031414937
47,7,2,0,0,9.999999999999998,10,10.0,26.550405096768717,21,25.714285714285715,25.0591532555566,1,47.0,37.0,20,37.0,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,0,1.3340000000000003,43443,1,56,1.0,1496.8226854190482,False,0.21381633594389876,0,13.367000000000004,-54908,265,0,0.0,7035.85735064371,True,-1.8987420658390721,0,1.3610000000000002,57484,11,22,1.0,843.3558276867011,False,0.012691114267984409,0,0.29900000000000004,74895,37,12,1.0,1371.188670455594,False,0.074320478951953,0,0.30800000000000005,52968,893,31,1.0,23524.823857212043,False,-0.07990658504937993,0.6666666666666666,265480,0.0,0.125,14,0,0,6,0,0.0,11,17,11,54.0,42.0,3,4,11,1427,0.8644506470300257,68.4887709611794
48,11,0,0,0,9.999999999999998,12,10.0,26.550405096768717,0,,25.0591532555566,0,,37.0,20,37.0,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,0,1.3340000000000003,43323,3,66,1.0,1782.3267363867353,False,0.21444127140916217,0,13.367000000000003,-54908,265,0,0.0,7035.85735064371,True,-1.8987420658390721,0,1.3610000000000002,57484,1,32,1.0,828.4433092745799,False,0.012560714491732903,0,0.29900000000000004,75228,27,13,1.0,1157.5971379000282,False,0.07753579953590545,0,0.30800000000000005,53375,883,30,1.0,23237.232324656477,False,-0.0761653376971765,0.6666666666666666,266100,0.0,0.125,11,0,0,5,0,0.0,13,18,10,90.0,48.0,5,6,10,860,0.9827754930010997,69.4715464541805
49,10,0,0,0,9.999999999999998,9,10.0,26.550405096768717,0,,25.42058828678207,4,46.0,37.0,0,,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,0,1.3340000000000003,43233,2,76,1.0,2037.8307873544225,False,0.21547821555407512,0,13.367000000000003,-54908,265,0,0.0,7035.85735064371,True,-1.8987420658390721,0,1.3610000000000002,57668,0,29,0.1,737.19706031668,False,0.014980736798851738,0,0.29900000000000004,75228,17,23,1.0,1283.150000875295,False,0.07842811860981416,0,0.30800000000000005,53191,877,40,1.0,23773.855927507877,False,-0.07496690977152126,0.5166666666666667,266010,0.0,0.125,4,0,0,5,0,0.0,13,18,11,54.0,66.0,3,7,11,274,0.9525627609691583,70.42410921514966
50,11,0,0,0,10.0,11,10.0,26.864115846237752,10,31.0,25.925778636475023,5,47.0,37.0,0,,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,0,1.3340000000000003,43433,3,76,1.0,2071.6728043140693,False,0.22143643810687608,0,13.367000000000003,-54908,265,0,0.0,7118.990699253004,True,-1.8980151215525272,0,1.3610000000000002,57593,0,34,1.0,881.4764736401507,False,0.014930714180134275,0,0.29900000000000004,74993,12,33,1.0,1532.1093436377002,False,0.07685715646774585,0,0.30800000000000005,53191,867,50,1.0,24327.650077823844,False,-0.07103102912622355,0.6666666666666666,265900,0.0,0.125,7,0,0,7,0,0.0,12,19,10,72.0,66.0,4,7,10,655,1.0561722239945084,71.48028143914416
51,10,0,0,0,10.0,10,10.0,27.21338724259515,16,30.0,25.925778636475023,0,,37.0,0,,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,0,1.3340000000000003,43813,3,70,1.0,1934.9371069816605,False,0.22999611485403432,0,13.367000000000004,-54908,265,0,0.0,7211.547619287715,True,-1.897205774577757,0,1.3610000000000004,57113,6,44,1.0,1304.0145834604718,False,0.010230977469923725,0,0.29900000000000004,74993,2,43,1.0,1642.85155727295,False,0.07764421450188305,0,0.30800000000000005,53191,857,60,1.0,24438.392291459095,False,-0.07024397109208626,0.6666666666666666,265800,0.0,0.125,4,0,0,7,0,0.0,12,19,6,108.0,12.0,6,4,6,580,0.9274994040024467,72.40778084314661
52,6,0,0,0,10.0,7,10.0,27.3934399384226,12,29.333333333333332,29.642580991531815,46,45.17391304347826,37.0,0,,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,0,1.3340000000000003,44095,0,68,1.0,1862.7539158127368,False,0.2367505413218987,0,13.367000000000003,-54908,265,0,0.0,7259.261583681989,True,-1.8967885485862017,2,1.3810000000000002,58765,8,10,1.0,515.573329422699,False,0.032227818550390835,0,0.29900000000000004,73545,24,53,1.0,2672.4219437967636,False,0.06437927808588789,0,0.30800000000000005,52561,861,70,1.0,28112.262233708894,False,-0.053088311393358414,0.6666666666666666,265656,0.0,0.125,8,0,0,7,1,0.14285714285714285,12,19,9,72.0,6.0,4,2,9,1870,0.7723064359743148,73.18008727912093
53,9,0,0,0,10.0,12,10.0,27.656386292017626,10,31.0,29.642580991531815,0,,37.0,0,,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,0,1.3340000000000003,44285,2,68,1.0,1900.6342678571984,False,0.24248955239180922,0,13.367000000000003,-54908,265,0,0.0,7328.94236738467,True,-1.8961792377808266,0,1.3790000000000002,58455,8,20,1.0,814.1027101667773,False,0.0294167778083838,0,0.29900000000000004,73545,14,63,1.0,2745.9961338814455,False,0.0649021785726166,0,0.30800000000000005,52561,851,80,1.0,28185.836423793575,False,-0.0525654109066297,0.6666666666666666,265536,0.0,0.125,5,0,0,5,0,0.0,11,16,10,57.0,30.0,4,5,10,430,0.883068451017607,74.06315573013853
54,10,0,0,0,10.0,11,10.0,27.940069117628035,17,30.0,29.642580991531815,0,,37.0,0,,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,0,1.3340000000000003,44685,3,61,1.0,1734.34421617531,False,0.2511926856947195,0,13.367000000000003,-54908,265,0,0.0,7404.118316171429,True,-1.8955218755144156,0,1.3790000000000002,57945,15,30,1.0,1308.378466510375,False,0.024819678790751785,0,0.29900000000000004,73545,4,73,1.0,2819.570323966127,False,0.06542507905934532,0,0.30800000000000005,52561,841,90,1.0,28259.410613878255,False,-0.05204251041990098,0.6666666666666666,265426,0.0,0.125,4,0,0,7,0,0.0,11,18,9,72.0,33.0,4,6,9,620,0.8769630019669421,74.94011873210547
55,9,0,0,0,10.0,10,10.0,28.508603765607013,16,33.0,32.48024957621652,45,46.0,37.0,0,,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,0,1.3340000000000003,45113,3,55,1.0,1597.9732071083856,False,0.26107579870778125,0,13.367000000000004,-54908,265,0,0.0,7554.779997885858,True,-1.8942044421311135,15,1.5290000000000004,58932,21,10,1.0,923.4831748399125,False,0.03871531282651203,0,0.29900000000000004,73545,0,77,0.4,2849.0,False,0.06563423925403684,0,0.30800000000000005,50491,876,100,1.0,32152.698628765673,False,-0.053795921730969434,0.5666666666666667,264771,0.0,0.125,7,0,0,9,1,1.0,9,18,9,54.0,33.0,3,6,9,2023,0.8462927450309508,75.78641147713643
56,9,0,0,0,10.0,8,10.0,28.508603765607013,0,,33.28325561001003,16,45.0,37.0,0,,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,0,1.3340000000000003,45033,1,65,1.0,1863.0592447644558,False,0.26251901069525724,0,13.367000000000003,-54908,265,0,0.0,7554.779997885858,True,-1.8942044421311135,6,1.5740000000000003,59430,11,10,1.0,646.4271975217774,False,0.04500198668696896,0,0.29900000000000004,72825,6,87,1.0,3418.6995336600603,False,0.05944891071796148,0,0.30800000000000005,50491,866,110,1.0,32893.29935826869,False,-0.04853238459270045,0.6666666666666666,264469,0.0,0.125,2,0,0,10,1,0.375,10,20,8,63.0,39.0,6,3,8,80,0.8963961509871297,76.68280762812356
57,8,0,0,0,10.0,16,10.0,28.688931558579224,10,31.0,33.28325561001003,0,,37.0,0,,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,0,1.3340000000000003,45183,7,65,1.0,1934.7805513076496,False,0.26762409085213895,0,13.367000000000003,-54908,265,0,0.0,7602.566863023494,True,-1.8937865786724073,0,1.5680000000000003,59120,11,20,1.0,981.2433593445721,False,0.042508249032393974,0,0.29900000000000004,72825,0,93,0.6,3441.0,False,0.05960740277461906,0,0.30800000000000005,50491,856,120,1.0,32930.46680216859,False,-0.04826823116493789,0.6,264309,0.0,0.125,7,0,0,11,0,0.0,7,18,9,57.0,27.0,4,4,9,470,0.9134850329719484,77.5962926610955
58,9,0,0,0,10.0,10,10.0,28.688931558579224,0,,33.28325561001003,0,,37.0,0,,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,0,1.3340000000000003,45083,7,75,1.0,2221.669866893442,False,0.2688173959251441,0,13.367000000000003,-54908,265,0,0.0,7602.566863023494,True,-1.8937865786724073,0,1.5680000000000003,59120,1,30,1.0,1027.18659985888,False,0.042909991254449775,0,0.29900000000000004,72825,0,93,0.0,3441.0,False,0.05960740277461906,0,0.30800000000000005,50491,846,130,1.0,32967.63424606848,False,-0.04800407773717533,0.5,264209,0.0,0.125,3,0,0,7,0,0.0,12,19,10,60.0,27.0,5,4,10,100,0.9779925139737315,78.57428517506924
59,10,0,0,0,10.000000000000002,10,10.0,28.688931558579224,0,,34.33029549385103,24,44.125,37.0,0,,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,0,1.3340000000000003,44983,7,85,1.0,2508.559182479234,False,0.2700107009981492,0,13.367000000000004,-54908,265,0,0.0,7602.566863023494,True,-1.8937865786724073,0,1.5680000000000003,60179,0,7,0.1,240.31206845695723,False,0.05454977324638823,0,0.29900000000000004,72641,0,97,0.4,3589.0,False,0.05804383670684558,0,0.30800000000000005,49616,856,140,1.0,34566.73294273648,False,-0.04907655118023315,0.4166666666666667,264109,0.0,0.125,6,0,0,10,0,0.0,8,18,11,72.0,48.0,4,6,11,1159,0.9699255580198951,79.54421073308913
60,11,0,0,0,10.000000000000002,8,10.0,28.688931558579224,0,,34.654414187342624,13,40.23076923076923,37.0,0,,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,0,1.3340000000000003,44903,5,95,1.0,2775.4484980650263,False,0.271478678524254,0,13.367000000000003,-54908,265,0,0.0,7602.566863023494,True,-1.8937865786724073,6,1.6280000000000003,60470,0,0,0.0,0.0,False,0.057537600559636234,0,0.29900000000000004,72457,0,101,0.4,3737.0,False,0.05648027063907209,0,0.30800000000000005,49277,855,150,1.0,35179.524130177946,False,-0.04953999793767096,0.39999999999999997,263797,0.0,0.125,4,0,0,11,2,1.25,10,21,14,108.0,60.0,6,5,14,264,2.0352987910155207,81.57950952410465
61,14,0,0,0,10.000000000000002,8,10.0,28.95803784668464,11,32.0,34.881988216153594,4,47.0,37.0,0,,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,0,1.3340000000000003,45175,3,94,1.0,2752.0555575883564,False,0.2786284994312682,0,13.367000000000003,-54908,265,0,0.0,7673.880029371429,True,-1.893162993797032,4,1.6620000000000004,60158,1,10,1.0,377.7779200082206,False,0.0553845568381271,0,0.29900000000000004,72457,0,101,0.0,3737.0,False,0.05648027063907209,0,0.30800000000000005,49089,849,160,1.0,35534.807995514406,False,-0.04968722996137693,0.5,263569,0.0,0.125,4,0,0,11,1,1.0,13,24,9,147.0,60.0,9,5,9,432,1.2276100550079718,82.80711957911262
62,9,0,0,0,10.000000000000002,13,10.0,29.11295606878093,10,31.0,35.65289172326403,16,45.0625,37.0,0,,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,0,1.3340000000000003,45355,6,94,1.0,2796.6178704654076,False,0.284184605576749,0,13.367000000000003,-54908,265,0,0.0,7714.933358226946,True,-1.8928040105086834,6,1.7180000000000004,60339,1,10,1.0,385.6418733014212,False,0.05861876419466085,0,0.29900000000000004,72411,0,102,0.1,3774.0,False,0.056089379122128726,0,0.30800000000000005,48414,854,170,1.0,36737.56953166748,False,-0.05073367117020495,0.5166666666666667,263209,0.0,0.125,6,0,0,9,2,1.3333333333333333,9,18,8,75.0,27.0,5,4,8,440,1.0458944999845698,83.85301407909719
63,8,0,0,0,10.000000000000002,7,10.0,29.24093066024744,20,30.0,35.65289172326403,0,,37.0,0,,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,0,1.3340000000000003,45885,3,84,1.0,2486.238175460785,False,0.29447960798006945,0,13.367000000000004,-54908,265,0,0.0,7748.846624965571,True,-1.8925074621811335,0,1.7120000000000002,59739,11,20,1.0,1034.7080717280023,False,0.053801224831479574,0,0.29900000000000004,72411,0,102,0.0,3774.0,False,0.056089379122128726,0,0.30800000000000005,48414,844,180,1.0,36751.04061443484,False,-0.05063793058879038,0.5,263139,0.0,0.125,4,0,0,11,0,0.0,9,20,5,72.0,12.0,4,4,5,670,0.7999634590232745,84.65297753812047
64,5,0,0,0,10.000000000000002,12,10.0,29.46447642953451,11,32.0,35.46505325068515,8,31.0,37.0,0,,0,0.2,36690,0,0,0.0,0.0,False,0.007773230422720905,0,1.3340000000000003,46117,5,83,1.0,2495.551543651364,False,0.30097991517635847,0,13.367000000000003,-54908,265,0,0.0,7808.086253826646,True,-1.891989452135129,0,1.7120000000000002,59635,12,22,1.0,1133.8048886694874,False,0.052848940964231275,0,0.29900000000000004,72351,0,106,0.4,3922.0,False,0.05628837843984535,0,0.30800000000000005,48226,838,190,1.0,36749.71462407416,False,-0.05331963111159476,0.5666666666666667,263019,0.0,0.125,7,0,0,12,0,0.0,3,15,3,3.0,12.0,1,4,3,720,0.6616554849897511,85.31463302311022
