index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,14,0,0,0,10.000000000000002,20,10.0,14.512071212089419,43,14.604651162790697,36.045028206773694,4,21.0,33.99999999999999,20,34.0,19,0.7320000000000002,37475,2,10,1.0,165.12071212089418,False,0.07221538072571801,14,3.3280000000000007,26459,274,0,0.0,2740.0000000000005,False,-0.20552129724791596,0,0.2,53933,0,10,0.0,360.4502820677369,False,0.013033774660386487,0,0.2,51155,382,57,1.0,7598.177810804258,False,0.028775275762437647,10,2.2980000000000005,64944,111,0,0.0,4000.99813095188,False,-0.07095078805007222,10,2.4420000000000006,65375,97,0,0.0,3496.367736057048,False,-0.06847101783270843,0.3333333333333333,299341,0.0,0.0,9,0,0,7,11,11.0,17,24,13,72.0,38.0,8,6,13,544,1.5145528169814497,111.41008745512227
27,13,0,0,0,10.000000000000002,20,10.0,14.23468450219118,13,9.153846153846153,36.037660290898785,20,36.0,33.99999999999999,20,34.0,2,0.7330000000000001,37419,4,10,1.0,182.3468450219118,False,0.07086255060268797,1,3.3240000000000007,26368,282,0,0.0,2820.0000000000005,False,-0.20697727532259907,0,0.2,53933,0,10,0.0,360.3766029089878,False,0.013033085000177747,0,0.2,51756,385,47,1.0,7174.123567015848,False,0.03605709387475756,8,2.3680000000000008,64860,111,0,0.0,4000.180292289765,False,-0.07212220677873238,12,2.5520000000000005,64485,117,0,0.0,4216.406254035158,False,-0.07582603873298112,0.3333333333333333,298821,0.0,0.0,11,0,0,7,9,8.4,18,25,14,96.0,15.0,10,3,14,983,1.2518795729847625,112.66196702810703
28,14,0,0,0,10.000000000000002,20,10.0,14.636906128818826,8,26.0,36.38773844656397,9,40.666666666666664,33.99999999999999,20,34.0,0,0.7310000000000001,37557,1,12,1.0,185.64287354582592,False,0.07484930446422622,0,3.323000000000001,26238,295,0,0.0,2950.0000000000005,False,-0.20883293365307753,0,0.2,53933,0,10,0.0,363.8773844656397,False,0.0130658534218099,0,0.2,51914,383,48,1.0,7352.546492772681,False,0.04068504869959644,9,2.450000000000001,64669,113,0,0.0,4111.814444461729,False,-0.07399826217812482,11,2.650000000000001,64058,124,0,0.0,4512.079567373932,False,-0.07970024031409902,0.3333333333333333,298369,0.0,0.0,11,0,0,9,7,7.0,16,25,16,91.0,22.0,10,4,16,774,1.2959875580272637,113.95795458613429
29,16,0,0,0,10.000000000000002,20,10.0,14.541559589777728,26,13.76923076923077,33.736654585552465,23,21.391304347826086,33.99999999999999,20,34.0,14,0.8710000000000002,37455,1,10,1.0,155.41559589777728,False,0.07150587524120387,0,3.323000000000001,26138,305,0,0.0,3050.0000000000005,False,-0.21026036313806098,0,0.2,53933,0,10,0.0,337.36654585552463,False,0.01281770359488102,0,0.2,52048,399,35,1.0,6982.86518681565,False,0.03973327954411184,8,2.5210000000000004,64289,127,0,0.0,4284.555132365163,False,-0.07807322583256884,12,2.759000000000001,63730,133,0,0.0,4486.975059878478,False,-0.08442639119115083,0.3333333333333333,297593,0.0,0.0,11,0,0,7,10,9.2,17,24,20,88.0,24.0,10,6,20,692,1.3764821789809503,115.33443676511524
30,20,0,0,0,10.000000000000002,20,10.0,13.90320229916573,11,1.5454545454545454,33.074603728218506,7,22.0,33.99999999999999,20,34.0,0,0.8570000000000002,37345,2,20,1.0,298.0640459833146,False,0.07040173641063305,11,3.4330000000000007,25798,314,0,0.0,3140.0000000000005,False,-0.2186821970994633,0,0.2,53933,0,10,0.0,330.74603728218506,False,0.012755733542525606,0,0.2,52185,400,38,1.0,6818.115861338595,False,0.0407559003813261,8,2.593000000000001,64046,134,0,0.0,4431.99689958128,False,-0.0804224648571181,12,2.8670000000000004,63554,133,0,0.0,4398.922295853061,False,-0.08747989580572978,0.3333333333333333,296861,0.0,0.0,7,0,0,8,10,10.0,18,26,18,119.0,37.0,11,9,18,354,1.3301308139925823,116.66456757910782
31,18,0,0,0,10.000000000000002,20,10.0,13.368900332515492,10,2.6,33.074603728218506,0,,33.99999999999999,20,34.0,0,0.8570000000000002,37305,0,26,0.6,347.5914086454028,False,0.06996676100041965,10,3.522000000000001,25424,330,0,0.0,3300.0000000000005,False,-0.22707548247116593,0,0.2,53933,0,10,0.0,330.74603728218506,False,0.012755733542525606,0,0.2,52159,400,48,1.0,6935.1411119606855,False,0.0413645572754057,12,2.7050000000000005,63873,134,0,0.0,4431.99689958128,False,-0.08282334194053817,8,2.9350000000000005,63464,133,0,0.0,4398.922295853061,False,-0.08872890700519687,0.26666666666666666,296158,0.0,0.0,7,0,0,6,10,10.0,20,26,18,100.0,21.0,11,7,18,200,1.2934587329509668,117.95802631205879
32,18,0,0,0,10.000000000000002,20,10.0,13.324576870099328,26,13.0,33.13368912731142,3,35.333333333333336,33.99999999999999,20,34.0,0,0.8570000000000002,37558,0,13,0.8,173.21949931129126,False,0.07470051814707225,5,3.562000000000001,25199,342,0,0.0,3420.0000000000005,False,-0.2317859997716113,0,0.2,53933,0,10,0.0,331.3368912731142,False,0.012761264122593083,0,0.2,51927,416,55,1.0,7365.376879963448,False,0.04104851339427001,8,2.7730000000000006,63760,135,0,0.0,4473.048032187042,False,-0.08410669308889461,12,3.0470000000000006,63219,135,0,0.0,4473.048032187042,False,-0.09161463818791345,0.3,295596,0.0,0.0,11,0,0,8,8,8.0,16,24,15,84.0,40.0,9,9,15,639,1.1271749649895355,119.08520127704833
33,15,0,0,0,10.000000000000002,20,10.0,13.895715709993288,31,17.483870967741936,32.52203866448825,6,22.0,33.99999999999999,20,34.0,0,0.8570000000000002,37539,0,20,1.0,277.91431419986577,False,0.07565253959974684,28,3.8370000000000006,24920,352,0,0.0,3520.0000000000005,False,-0.23832362681283545,0,0.2,53933,0,10,0.0,325.2203866448825,False,0.012704011706431319,0,0.2,51517,437,59,1.0,7991.228046471873,False,0.039231218960928904,9,2.855000000000001,63655,135,0,0.0,4390.475219705913,False,-0.08613684153027534,11,3.145000000000001,62940,141,0,0.0,4585.607451692843,False,-0.09470552859754883,0.3333333333333333,294504,0.0,0.0,9,0,0,6,9,9.0,16,22,13,62.0,34.0,7,8,13,413,1.0971583450445905,120.18235962209292
34,13,0,0,0,10.000000000000002,20,10.0,14.186200188526175,16,17.875,32.03059772710257,10,27.2,33.999999999999986,20,34.0,0,0.8570000000000002,37679,4,20,1.0,323.7240037705235,False,0.08030324317361139,6,3.869000000000001,24726,358,0,0.0,3580.0000000000005,False,-0.24300559552358114,0,0.2,53933,0,10,0.0,320.30597727102565,False,0.012658011281717672,0,0.2,51503,443,59,1.0,8174.291949416147,False,0.040682666093342444,9,2.936000000000001,63284,145,0,0.0,4644.436670429872,False,-0.08952331716259448,11,3.2440000000000007,62793,141,0,0.0,4516.314279521462,False,-0.09722640215717095,0.3333333333333333,293918,0.0,0.0,10,0,0,4,9,9.0,18,22,11,63.0,28.0,7,6,11,752,1.1634702130104415,121.34582983510336
35,11,0,0,0,10.0,20,10.0,13.370930683347426,13,1.0,32.009874929637135,2,31.0,33.999999999999986,20,34.0,0,0.8570000000000002,37579,4,30,1.0,441.12792050042276,False,0.07912424232757258,13,3.993000000000001,24353,368,0,0.0,3680.0,False,-0.25222678999657416,0,0.2,53933,0,10,0.0,320.09874929637135,False,0.012656071562390025,0,0.2,51552,446,67,1.0,8108.0967050586405,False,0.04098036865659479,13,3.057000000000001,63091,145,0,0.0,4641.431864797385,False,-0.0922226024897138,7,3.303000000000001,62660,143,0,0.0,4577.41211493811,False,-0.09864820825916906,0.3333333333333333,293168,0.0,0.0,10,0,0,4,9,9.0,17,21,6,98.0,43.0,6,5,6,262,1.0505722599918954,122.39640209509525
36,6,0,0,0,10.0,20,10.0,13.116812205870831,35,11.742857142857142,32.522719412067914,4,44.0,33.99999999999999,20,34.0,0,0.8570000000000002,37803,8,26,1.0,421.0371173526416,False,0.08523234437239689,21,4.19,23790,374,0,0.0,3740.0,False,-0.26744318830649766,0,0.2,53933,0,10,0.0,325.22719412067914,False,0.012704075426556017,0,0.2,51317,471,73,1.0,8552.177066046119,False,0.04073775264472096,12,3.1640000000000006,62923,145,0,0.0,4715.794314749847,False,-0.09403809265754996,8,3.3760000000000012,62396,147,0,0.0,4780.839753573983,False,-0.10090040000573172,0.3333333333333333,292162,0.0,0.0,9,0,0,2,9,9.0,17,19,6,53.0,21.0,4,2,6,740,1.0228066350100562,123.41920873010531
37,6,0,0,0,10.0,20,10.0,13.116812205870831,0,,32.39925282025662,11,31.454545454545453,33.99999999999999,20,34.0,0,0.8570000000000002,37643,14,36,1.0,612.2052394113499,False,0.08339336016060518,0,4.169000000000001,23750,378,0,0.0,3780.0,False,-0.26801416010049106,0,0.2,53933,0,10,0.0,323.9925282025662,False,0.01269251856340271,0,0.2,51663,461,72,1.0,8379.59662996493,False,0.04559968390180027,11,3.2620000000000005,62657,151,0,0.0,4892.28717585875,False,-0.09650493931291379,9,3.458000000000001,62071,152,0,0.0,4924.686428679006,False,-0.10441257318040574,0.3333333333333333,291717,0.0,0.0,11,0,0,2,7,7.0,15,17,5,48.0,9.0,3,3,5,546,0.837359391967766,124.25656812207308
38,5,0,0,0,10.0,20,10.0,13.967152987169872,49,17.46938775510204,30.770782383490413,11,18.09090909090909,33.99999999999999,20,34.0,0,0.8570000000000002,38323,14,16,1.0,363.47444779471795,False,0.09925594449861146,19,4.359000000000001,23308,388,0,0.0,3880.0,False,-0.2792052072627612,0,0.2,53933,0,10,0.0,307.70782383490416,False,0.012540088584485331,0,0.2,51006,500,71,1.0,9168.302042812755,False,0.0406827605707242,8,3.3310000000000004,62386,161,0,0.0,4954.095963741956,False,-0.09983696265635568,12,3.5690000000000013,61884,153,0,0.0,4707.929704674033,False,-0.10851180520508737,0.3333333333333333,290840,0.0,0.0,13,0,0,3,9,9.0,16,19,4,52.0,3.0,4,1,4,1179,0.8572995599824935,125.11386768205557
39,4,0,0,0,10.0,20,10.0,15.02789240353756,20,27.0,33.0745285187705,35,38.8,33.99999999999999,20,34.0,4,0.8970000000000002,38645,17,10,1.0,320.2789240353756,False,0.10783200473957083,0,4.340000000000001,23238,395,0,0.0,3950.0,False,-0.28020440790224965,0,0.2,53933,0,10,0.0,330.745285187705,False,0.012755726502683626,0,0.2,51824,510,46,1.0,9185.653437667599,False,0.05615865209266337,11,3.4330000000000007,61855,170,0,0.0,5622.669848190985,False,-0.10256692723683344,9,3.6470000000000007,60813,179,0,0.0,5920.340604859919,False,-0.11496217851936721,0.3333333333333333,290308,0.0,0.0,11,0,0,3,8,7.4,16,19,6,65.0,0.0,4,0,6,1838,0.8526399579714052,125.96650764002698
40,6,0,0,0,9.999999999999998,20,10.0,14.98885983110336,33,14.727272727272727,33.729833391834646,22,37.0,33.99999999999999,20,34.0,17,1.0630000000000004,38589,13,10,1.0,279.88859831103355,False,0.10565674029791934,6,4.400000000000001,23014,409,0,0.0,4089.999999999999,False,-0.28460089071599864,0,0.2,53933,0,10,0.0,337.29833391834643,False,0.012817065109593772,0,0.2,52152,533,34,1.0,9135.876625300469,False,0.0618330926980219,9,3.5120000000000013,61752,170,0,0.0,5734.071676611889,False,-0.10322333932434125,11,3.748000000000001,59874,201,0,0.0,6779.696511758764,False,-0.12203050007800235,0.3333333333333333,289314,0.0,0.0,8,0,0,3,9,8.523809523809524,16,19,2,27.0,6.0,4,2,2,1014,1.0189713410218246,126.9854789810488
41,2,0,0,0,9.999999999999998,20,10.0,15.0408683539082,27,15.481481481481483,32.00124024104601,20,21.75,33.99999999999999,20,34.0,3,1.076,38797,12,10,1.0,270.40868353908195,False,0.1114595278568442,14,4.534000000000001,22594,420,0,0.0,4199.999999999999,False,-0.29502112595637775,0,0.2,53933,0,10,0.0,320.01240241046014,False,0.012655263328251856,0,0.2,52169,550,24,1.0,9040.507360434614,False,0.0612586569859278,8,3.583000000000001,61427,181,0,0.0,5792.2244836293285,False,-0.10733013805994335,12,3.8570000000000015,59509,210,0,0.0,6720.260450619663,False,-0.1275083583092575,0.3333333333333333,288429,0.0,0.0,9,0,0,2,12,11.23076923076923,15,17,4,21.0,0.0,2,0,4,635,0.7704040500102565,127.75588303105906
42,4,0,0,0,9.999999999999998,20,10.0,13.674245310857195,29,2.8275862068965516,28.31524931562444,47,18.53191489361702,33.99999999999999,20,34.0,0,1.0730000000000004,38732,12,15,1.0,325.11367966285786,False,0.1103847447707956,24,4.760000000000002,21922,430,0,0.0,4299.999999999999,False,-0.3127783487495718,0,0.2,53933,0,10,0.0,283.15249315624436,False,0.012310242929743764,23,0.43000000000000005,52162,569,10,1.0,8063.798075033988,False,0.05198530500621518,7,3.645000000000001,60821,210,0,0.0,5946.202356281132,False,-0.1146717018729538,13,3.975000000000001,58977,228,0,0.0,6455.876843962372,False,-0.1367259472087211,0.3333333333333333,286547,0.0,0.0,11,0,0,3,13,12.5,14,17,3,30.0,4.0,3,1,3,626,0.8778287090244703,128.63371174008353
43,3,0,0,0,9.999999999999998,20,10.0,13.996041432724446,15,19.0,27.688458350581325,10,18.0,33.99999999999999,20,34.0,0,1.0730000000000002,38882,15,15,1.0,359.94062149086665,False,0.11516416326211698,5,4.786000000000001,21747,437,0,0.0,4369.999999999999,False,-0.3167751513075254,0,0.2,53933,0,10,0.0,276.8845835058132,False,0.012251573314729546,0,0.40700000000000003,52057,574,10,1.0,8310.612365889645,False,0.05232989840209708,11,3.748000000000001,60678,210,0,0.0,5814.576253622078,False,-0.11756958898079249,9,4.052000000000001,58695,238,0,0.0,6589.853087438355,False,-0.13970986103058441,0.3333333333333333,285992,0.0,0.0,10,0,0,2,8,8.0,15,17,6,46.0,0.0,3,0,6,660,0.7306910270126536,129.36440276709618
44,6,0,0,0,9.999999999999998,20,10.0,13.711572295805725,5,1.0,25.914952257687617,39,19.17948717948718,34.0,20,34.0,0,1.0730000000000002,38742,19,25,1.0,532.789307395143,False,0.11363465381116737,5,4.831000000000001,21582,443,0,0.0,4429.999999999999,False,-0.3206292109169807,0,0.2,53933,0,10,0.0,259.14952257687617,False,0.012085567540079693,29,0.6970000000000001,51725,569,10,1.0,8061.034158890334,False,0.04377851768997079,10,3.8370000000000006,59863,246,0,0.0,6375.078255391154,False,-0.12499078330078163,10,4.143000000000002,58512,241,0,0.0,6245.503494102715,False,-0.14463894212843506,0.3333333333333333,284357,0.0,0.0,7,0,0,2,14,13.166666666666668,15,17,10,23.0,18.0,3,3,10,200,0.849872400984168,130.21427516808035
45,10,0,0,0,10.0,20,10.0,13.839601950714853,2,27.0,25.524142139888358,13,20.46153846153846,34.0,20,34.0,0,1.0730000000000002,38726,16,33,1.0,616.7068643735902,False,0.11437574032736074,0,4.826000000000001,21452,456,0,0.0,4560.0,False,-0.32248486924745917,0,0.2,53933,0,10,0.0,255.24142139888357,False,0.012048986478077029,3,0.6980000000000001,51859,561,10,1.0,8019.258115749915,False,0.04589604541391245,8,3.907,59649,252,0,0.0,6432.083819251866,False,-0.12756509555454798,12,4.253000000000002,58198,248,0,0.0,6329.987250692313,False,-0.1484103747679454,0.3333333333333333,283817,0.0,0.0,8,0,0,1,9,8.428571428571429,19,20,15,57.0,39.0,4,6,15,380,2.4242671209503897,132.63854228903074
46,15,0,0,0,10.0,20,10.0,14.98320987552806,39,20.46153846153846,24.641848183700372,25,18.88,34.0,20,34.0,1,1.0830000000000002,39372,18,10,1.0,329.8320987552806,False,0.12872319428393408,5,4.876000000000001,21272,464,0,0.0,4640.0,False,-0.3264816718054128,0,0.2,53933,0,10,0.0,246.41848183700372,False,0.011966400975691238,15,0.8450000000000002,51079,590,10,1.0,9086.512308398558,False,0.04128378894732532,7,3.969000000000001,59401,260,0,0.0,6406.880527762097,False,-0.13118169971160262,13,4.371000000000001,57701,265,0,0.0,6530.089768680598,False,-0.15391919058050849,0.3333333333333333,282758,0.0,0.0,11,0,0,3,12,10.958333333333332,23,26,12,110.0,24.0,10,5,12,916,0.9939701720140874,133.63251246104483
47,12,0,0,0,10.0,20,10.0,15.238121116744654,26,17.23076923076923,24.497360665138373,7,21.0,34.0,20,34.0,9,1.1720000000000002,39456,21,10,1.0,362.3812111674465,False,0.1315858914463779,7,4.941000000000002,21069,471,0,0.0,4710.0,False,-0.33127783487495716,0,0.2,53933,0,10,0.0,244.97360665138373,False,0.011952876487367195,0,0.8300000000000001,50778,606,13,1.0,9552.767085394058,False,0.040013170763933445,9,4.0520000000000005,59146,267,0,0.0,6540.795297591946,False,-0.13379133673625085,11,4.468000000000001,57572,265,0,0.0,6491.8005762616685,False,-0.15597512680057685,0.3333333333333333,281954,0.0,0.0,9,0,0,5,9,8.285714285714285,16,21,9,39.0,29.0,6,6,9,347,0.8369212729739957,134.46943373401882
48,9,0,0,0,10.0,20,10.0,15.522756913828315,56,16.57142857142857,24.497360665138373,0,,34.0,20,34.0,46,1.623,38647,19,10,1.0,345.2275691382831,False,0.10824522623527295,0,4.934000000000001,20949,483,0,0.0,4830.0,False,-0.3329907502569373,0,0.2,53933,0,10,0.0,244.97360665138373,False,0.011952876487367195,0,0.8300000000000001,49850,652,23,1.0,10684.276803114246,False,0.033231712779772805,13,4.173,58947,267,0,0.0,6540.795297591946,False,-0.13655303927729473,7,4.527000000000002,57499,265,0,0.0,6491.8005762616685,False,-0.15698821366236684,0.3333333333333333,279825,0.0,0.0,9,0,0,5,13,12.92,15,20,10,70.0,9.0,6,3,10,424,0.8004761599586345,135.26990989397746
49,10,0,0,0,10.0,20,10.0,16.444702245144637,30,23.7,24.24587630246982,16,21.75,34.0,20,34.0,20,1.7770000000000001,38727,19,10,1.0,354.4470224514464,False,0.11066071460619292,0,4.934000000000001,20849,493,0,0.0,4930.0,False,-0.33441817974192073,0,0.2,53933,0,10,0.0,242.45876302469821,False,0.011929336756320057,0,0.8300000000000001,49487,672,17,1.0,11463.019805879183,False,0.03372540395266663,8,4.240000000000001,58749,271,0,0.0,6570.632477969321,False,-0.13909382518027863,12,4.6400000000000015,57089,277,0,0.0,6716.1077357841405,False,-0.16112169715791566,0.3333333333333333,278834,0.0,0.0,10,0,0,7,10,9.166666666666668,16,23,8,76.0,6.0,8,2,8,548,0.8566689729923382,136.1265788669698
50,8,0,0,0,10.0,20,10.0,16.927728195655757,37,20.054054054054053,26.94433391607326,45,36.37777777777778,34.0,20,34.0,24,1.997,38846,14,10,1.0,309.27728195655754,False,0.1134132305863389,3,4.964000000000001,20636,508,0,0.0,5080.0,False,-0.33835788512047504,0,0.2,53933,0,10,0.0,269.4433391607326,False,0.01218192091619457,28,1.11,49368,699,10,1.0,12101.925347924107,False,0.0374780065140695,10,4.332000000000002,57452,298,0,0.0,8029.411506989831,False,-0.14697106799485252,10,4.7280000000000015,56509,295,0,0.0,7948.578505241611,False,-0.16061882603188019,0.3333333333333333,276744,0.0,0.0,9,0,0,5,12,11.069230769230769,17,22,9,56.0,6.0,6,2,9,897,0.8319549959851429,136.95853386295494
51,9,0,0,0,10.000000000000002,20,10.0,16.04080326423784,17,3.0588235294117645,28.241220862914275,16,43.0,34.0,20,34.0,0,1.9730000000000003,38796,13,15,1.0,370.61204896356764,False,0.11286131165015938,12,5.081,20250,519,0,0.0,5190.000000000001,False,-0.34780746831106546,0,0.2,53933,0,10,0.0,282.41220862914275,False,0.012303313632637047,6,1.1420000000000001,49848,706,10,1.0,11607.219313181058,False,0.041833305063753705,7,4.392000000000001,56694,314,0,0.0,8867.743350955083,False,-0.15167337419712815,13,4.848000000000001,56311,295,0,0.0,8331.160154559711,False,-0.16071193531121397,0.3333333333333333,275832,0.0,0.0,8,0,0,3,11,10.375,17,20,13,89.0,24.0,6,3,13,240,0.8199628189904615,137.7784966819454
52,13,0,0,0,10.000000000000002,20,10.0,16.227362832629954,28,17.821428571428573,29.07823263210595,10,44.0,34.0,20,34.0,8,2.0530000000000004,38934,13,10,1.0,292.27362832629956,False,0.1156827913144669,5,5.1190000000000015,20125,529,0,0.0,5290.000000000001,False,-0.3499486125385406,0,0.2,53933,0,10,0.0,290.7823263210595,False,0.01238166057922627,0,1.1360000000000003,49789,724,10,1.0,12039.393017145147,False,0.044774070213089,12,4.505000000000001,56526,314,0,0.0,9130.565046481268,False,-0.15218115487404926,8,4.915000000000001,55797,305,0,0.0,8868.860952792314,False,-0.16411409750064315,0.3333333333333333,275104,0.0,0.0,8,0,0,7,8,7.3478260869565215,19,26,13,127.0,29.0,10,3,13,640,1.0684807610232383,138.84697744296864
53,13,0,0,0,10.000000000000002,20,10.0,15.641233393880135,14,5.571428571428571,30.6225584607754,23,42.0,34.0,20,34.0,0,2.045,38914,10,15,1.0,334.61850090820207,False,0.11571626271708628,9,5.2040000000000015,19810,542,0,0.0,5420.000000000001,False,-0.3570857599634578,0,0.2,53933,0,10,0.0,306.225584607754,False,0.012526214356925329,13,1.266,50299,728,10,1.0,11693.043495352491,False,0.05107965156553622,9,4.583,56013,324,0,0.0,9921.70894129123,False,-0.15381080990541354,11,5.017000000000001,55099,318,0,0.0,9737.973590526577,False,-0.1677701431469074,0.3333333333333333,274068,0.0,0.0,9,0,0,6,10,9.23076923076923,20,26,14,138.0,15.0,11,2,14,250,0.9370545910205692,139.7840320339892
54,14,0,0,0,10.000000000000002,20,10.0,15.53326702580722,22,14.409090909090908,32.11089958405591,29,41.0,34.0,20,34.0,0,2.0450000000000004,39129,9,10,1.0,245.3326702580722,False,0.12057971722990275,7,5.2650000000000015,19550,553,0,0.0,5530.000000000001,False,-0.3629382208518899,0,0.2,53673,0,20,1.0,642.2179916811182,False,0.010803845139947157,19,1.4430000000000003,50846,730,10,1.0,11660.393924679829,False,0.061014226975305855,10,4.674000000000001,54694,353,0,0.0,11335.147553171735,False,-0.16230798150650366,10,5.106000000000002,54977,318,0,0.0,10211.266067729779,False,-0.1661790938581277,0.5,272869,0.0,0.0,9,0,0,6,12,11.375,18,24,21,114.0,40.0,9,5,21,505,1.125530987046659,140.90956302103586
55,21,0,0,0,10.000000000000002,20,10.0,15.824714056868258,22,18.818181818181817,32.11089958405591,0,,34.0,20,34.0,12,2.1650000000000005,39179,9,10,1.0,248.2471405686826,False,0.12204874872343098,0,5.258000000000001,19450,563,0,0.0,5630.000000000001,False,-0.36436565033687335,0,0.2,53673,0,20,0.0,642.2179916811182,False,0.010803845139947157,0,1.4240000000000002,50432,742,20,1.0,12384.155821877366,False,0.060038525393389476,13,4.794000000000001,54506,353,0,0.0,11335.147553171735,False,-0.16491702712316825,7,5.166000000000001,54913,318,0,0.0,10211.266067729779,False,-0.16706727959997097,0.3333333333333333,272153,0.0,0.0,9,0,0,6,8,7.6,21,27,28,143.0,75.0,12,9,28,254,1.2032501330249943,142.11281315406086
56,28,0,0,0,10.000000000000002,20,10.0,15.012855211154386,14,2.0714285714285716,32.11089958405591,0,,34.0,20,34.0,0,2.1530000000000005,39059,11,20,1.0,410.2571042230877,False,0.12093549594928464,14,5.398000000000001,19036,571,0,0.0,5710.000000000001,False,-0.3750428228845495,0,0.2,53673,0,20,0.0,642.2179916811182,False,0.010803845139947157,0,1.4240000000000002,50403,746,30,1.0,12162.91697504285,False,0.057424761546350934,11,4.891000000000001,54357,353,0,0.0,11335.147553171735,False,-0.1669848345533971,9,5.249000000000001,54810,318,0,0.0,10211.266067729779,False,-0.16849670352824997,0.3333333333333333,271338,0.0,0.0,8,0,0,9,10,10.0,25,34,10,212.0,62.0,19,9,10,200,1.216286665003281,143.32909981906414
57,10,0,0,0,10.000000000000002,20,10.0,14.471536409526745,16,7.25,32.11089958405591,0,,34.0,20,34.0,0,2.1530000000000005,39004,16,20,1.0,449.430728190535,False,0.11992449937465077,6,5.444000000000002,18871,576,0,0.0,5760.000000000001,False,-0.37903962544250314,0,0.2,53673,0,20,0.0,642.2179916811182,False,0.010803845139947157,0,1.4240000000000002,50287,752,40,1.0,12167.031363326349,False,0.055291680207858386,10,4.980000000000001,54236,353,0,0.0,11335.147553171735,False,-0.16866406072156953,10,5.340000000000001,54698,318,0,0.0,10211.266067729779,False,-0.1700510285764757,0.3333333333333333,270769,0.0,0.0,10,0,0,2,9,9.0,20,22,14,85.0,12.0,8,2,14,295,0.8316335530253127,144.16073337208945
58,14,0,0,0,10.000000000000002,20,10.0,15.185980894388235,24,21.333333333333332,32.11089958405591,0,,34.0,20,34.0,4,2.1930000000000005,39328,16,10,1.0,311.8598089438824,False,0.1272105145732541,0,5.438000000000001,18771,586,0,0.0,5860.000000000001,False,-0.38046705492748656,0,0.2,53673,0,20,0.0,642.2179916811182,False,0.010803845139947157,0,1.4240000000000002,49775,766,50,1.0,13238.006344304184,False,0.0557313808741055,14,5.110000000000001,54021,353,0,0.0,11335.147553171735,False,-0.17164780969807422,6,5.3900000000000015,54641,318,0,0.0,10211.266067729779,False,-0.17084206900280485,0.3333333333333333,270209,0.0,0.0,10,0,0,8,8,7.8,16,24,13,136.0,17.0,11,3,13,662,0.9718536739819683,145.13258704607142
59,13,0,0,0,10.000000000000002,20,10.0,14.487852635937086,14,4.142857142857143,32.6260053149505,10,42.0,34.0,20,34.0,0,2.189,39253,18,15,1.0,397.3177895390563,False,0.12628922275806576,9,5.528000000000002,18486,594,0,0.0,5940.000000000001,False,-0.3874614594039055,0,0.2,54093,0,10,0.0,326.260053149505,False,0.01570904443481955,0,1.4240000000000002,49717,770,60,1.0,13113.206848568585,False,0.05347742150035184,10,5.1960000000000015,53899,353,0,0.0,11516.979876177526,False,-0.17207918816924428,10,5.484000000000001,54106,328,0,0.0,10701.329743303762,False,-0.1748662188038375,0.3333333333333333,269554,0.0,0.0,10,0,0,7,9,9.0,19,26,12,96.0,11.0,11,2,12,665,1.0034611420123838,146.1360481880838
