index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
60,12,0,0,0,10.000000000000002,20,10.0,13.668201282671479,20,5.5,32.849419384643085,4,42.5,34.0,20,34.0,0,2.1890000000000005,39248,18,15,1.0,385.02301924007224,False,0.12597098063320883,10,5.619000000000001,18161,604,0,0.0,6040.000000000001,False,-0.39531232157131435,0,0.2,54093,0,10,0.0,328.49419384643085,False,0.015729956697740726,0,1.4240000000000002,49777,780,66,1.0,12829.258679870196,False,0.051942814833013794,9,5.276000000000002,53669,356,0,0.0,11694.393300932938,False,-0.17404004259868622,11,5.584000000000002,53923,329,0,0.0,10807.458977547574,False,-0.1766694493418573,0.3333333333333333,268871,0.0,0.0,11,0,0,6,8,8.0,18,24,16,70.0,22.0,8,4,16,465,0.9502510749734938,147.0862992630573
61,16,0,0,0,10.000000000000002,20,10.0,13.577573921952435,5,10.0,32.17948760223513,20,26.85,34.0,20,34.0,0,2.1890000000000005,39198,18,20,1.0,451.55147843904876,False,0.12549319799073677,0,5.609000000000002,18061,614,0,0.0,6140.000000000001,False,-0.39673975105629783,0,0.2,54093,0,10,0.0,321.7948760223513,False,0.0156672489658943,0,1.4240000000000002,50264,775,56,1.0,12324.671095238304,False,0.056336663377186104,12,5.387000000000001,53291,361,0,0.0,11616.795024406882,False,-0.17982434028333905,8,5.653000000000002,53521,344,0,0.0,11069.743735168884,False,-0.18042838492326294,0.3333333333333333,268428,0.0,0.0,12,0,0,10,7,7.0,16,26,11,125.0,15.0,11,5,11,787,1.062750396959018,148.14904966001632
62,11,0,0,0,10.000000000000002,20,10.0,14.944869656169534,37,21.675675675675677,32.79872485435109,14,39.92857142857143,34.0,20,34.0,17,2.3590000000000004,39536,17,10,1.0,319.44869656169533,False,0.13325694725022405,0,5.609000000000001,17951,625,0,0.0,6250.000000000001,False,-0.3983099234897796,0,0.2,54093,0,10,0.0,327.98724854351093,False,0.015725211529508436,0,1.4240000000000002,50021,802,52,1.0,13691.319156674223,False,0.06457980752077257,4,5.415000000000003,53065,366,0,0.0,12004.3332966925,False,-0.18027163706029606,16,5.805000000000002,52881,353,0,0.0,11577.949873585936,False,-0.18578382479435768,0.3333333333333333,267547,0.0,0.0,10,0,0,2,9,9.0,17,19,13,56.0,18.0,5,6,13,1119,0.8178962380043231,148.96694589802064
63,13,0,0,0,10.0,20,10.0,14.579519756221787,7,4.285714285714286,32.782990417871574,7,32.42857142857143,34.0,20,34.0,0,2.3420000000000005,39466,14,20,1.0,431.59039512443576,False,0.1328592896414931,7,5.679000000000002,17689,638,0,0.0,6380.0,False,-0.4039339956606144,0,0.2,54093,0,10,0.0,327.82990417871576,False,0.015723738736532475,0,1.4240000000000002,50218,799,55,1.0,13452.100758204144,False,0.06602861222273948,4,5.451000000000001,52807,373,0,0.0,12228.055425866098,False,-0.18229973891595475,16,5.949000000000001,52603,353,0,0.0,11572.395617508666,False,-0.1896804223218517,0.3333333333333333,266876,0.0,0.0,9,0,0,2,10,10.0,19,21,11,106.0,18.0,7,6,11,427,0.8994568100315519,149.8664027080522
64,11,0,0,0,10.0,20,10.0,14.431759979579875,5,9.0,33.997798311832106,20,43.0,34.0,20,34.0,0,2.342000000000001,39401,15,25,1.0,510.79399948949685,False,0.1321342069128911,0,5.6720000000000015,17599,647,0,0.0,6470.0,False,-0.40521868219709944,0,0.2,54093,0,10,0.0,339.97798311832105,False,0.01583744859425207,0,1.4240000000000002,51033,794,45,1.0,12988.718347818865,False,0.07694852151767104,10,5.5470000000000015,52677,373,0,0.0,12681.178770313376,False,-0.1809596654709926,10,6.033000000000001,51623,373,0,0.0,12681.178770313376,False,-0.1955869744069738,0.3333333333333333,266426,0.0,0.0,9,0,0,4,7,7.0,16,20,17,50.0,26.0,5,6,17,1105,0.8677595789777115,150.7341622870299
65,17,0,0,0,10.0,20,10.0,14.851976158195422,23,17.956521739130434,34.25364437285518,5,42.0,34.0,20,34.0,0,2.3420000000000005,39710,15,16,1.0,387.6316185311267,False,0.13919766498988137,4,5.7120000000000015,17415,657,0,0.0,6570.0,False,-0.4090441932168551,0,0.2,54093,0,10,0.0,342.5364437285518,False,0.015861396594048206,0,1.4240000000000002,50830,807,50,1.0,13698.226978306466,False,0.0797894582090577,12,5.657000000000002,52515,373,0,0.0,12776.609351074982,False,-0.18254569749590618,8,6.103000000000001,51330,378,0,0.0,12947.877572939256,False,-0.19780258980432677,0.3333333333333333,265893,0.0,0.0,11,0,0,4,8,8.0,23,27,17,97.0,39.0,11,6,17,819,0.9692497779615223,151.70341206499143
66,17,0,0,0,10.0,20,10.0,14.694236650967863,2,1.0,33.997913183848105,3,22.0,34.0,20,34.0,0,2.3420000000000005,39640,12,26,1.0,502.0501529251644,False,0.13883250760713092,2,5.7280000000000015,17243,670,0,0.0,6700.0,False,-0.41209889231471963,0,0.2,54093,0,10,0.0,339.97913183848107,False,0.01583745934663573,0,1.4240000000000002,50894,799,57,1.0,13678.576135602665,False,0.08080364056014624,12,5.7650000000000015,52279,376,0,0.0,12783.215357126888,False,-0.18577504366593886,8,6.175000000000002,51245,378,0,0.0,12851.211183494584,False,-0.19965297484287034,0.3333333333333333,265394,0.0,0.0,9,0,0,6,8,8.0,20,26,9,105.0,29.0,10,7,9,266,0.9794394880300388,152.68285155302146
67,9,0,0,0,10.000000000000002,20,10.0,15.335150318687477,14,22.571428571428573,33.63808419552899,4,22.0,34.0,20,34.0,0,2.3420000000000005,39842,13,24,1.0,498.04360764849946,False,0.1445421321178558,2,5.746000000000001,17113,679,0,0.0,6790.000000000001,False,-0.4145255224391915,0,0.2,54093,0,10,0.0,336.3808419552899,False,0.015803778216254144,0,1.4240000000000002,50666,803,63,1.0,14433.325010224371,False,0.08360002443252501,12,5.873000000000002,52104,376,0,0.0,12647.9196575189,False,-0.1891424867985144,8,6.247000000000002,51071,382,0,0.0,12849.748162692074,False,-0.2020778816583255,0.3333333333333333,264889,0.0,0.0,9,0,0,4,9,9.0,15,19,11,46.0,23.0,6,3,11,600,0.7717024969751947,153.45455404999666
68,11,0,0,0,10.0,20,10.0,15.168282045500485,5,10.0,33.14509575132088,15,29.2,34.0,20,34.0,0,2.342000000000001,39812,11,29,1.0,549.8801793195141,False,0.1444256049349023,0,5.744000000000001,16993,691,0,0.0,6910.0,False,-0.41623843782117165,0,0.2,54093,0,10,0.0,331.4509575132088,False,0.015757632940011704,0,1.4240000000000002,51054,798,58,1.0,14026.704625885997,False,0.0870575343606529,10,5.961000000000001,51904,378,0,0.0,12528.846193999292,False,-0.1927443121834153,10,6.339000000000001,50580,395,0,0.0,13092.312821771748,False,-0.20720878733661027,0.3333333333333333,264436,0.0,0.0,11,0,0,5,8,8.0,9,14,10,52.0,44.0,7,4,10,688,0.8908759109908715,154.34542996098753
69,10,0,0,0,10.0,20,10.0,14.403086101734424,30,10.733333333333333,33.57403302126166,5,44.0,34.0,20,34.0,0,2.3420000000000005,39722,10,39,1.0,661.7203579676425,False,0.14345267154801364,30,6.044,16358,702,0,0.0,7020.0,False,-0.43279661984697954,0,0.2,54093,0,10,0.0,335.74033021261664,False,0.015797782823938247,0,1.4240000000000002,50952,818,63,1.0,13896.888511558242,False,0.08393291004322817,8,6.0310000000000015,51823,378,0,0.0,12690.984482036909,False,-0.19274335260948344,12,6.4490000000000025,50187,400,0,0.0,13429.613208504665,False,-0.21032229201531655,0.3333333333333333,263135,0.0,0.0,8,0,0,2,11,11.0,10,12,16,60.0,49.0,5,5,16,420,0.7568750790087506,155.10230503999628
70,16,0,0,0,10.0,20,10.0,14.403086101734424,0,,33.97889611711347,5,43.2,34.0,20,34.0,0,2.3420000000000005,39632,9,49,1.0,795.7512189849867,False,0.14279649450418208,0,6.014000000000001,16248,713,0,0.0,7130.0,False,-0.4343667922804613,0,0.2,54093,0,10,0.0,339.7889611711347,False,0.015835679289094566,0,1.4240000000000002,51168,808,68,1.0,13948.25850616513,False,0.08845740593973017,9,6.113,51502,383,0,0.0,13013.91721285446,False,-0.19495734479055152,11,6.547000000000003,50041,400,0,0.0,13591.558446845389,False,-0.21122473564785246,0.3333333333333333,262684,0.0,0.0,10,0,0,10,7,7.0,10,20,17,172.0,18.0,14,2,17,416,1.0268817400210537,156.12918678001733
71,17,0,0,0,10.0,20,10.0,14.403086101734424,0,,35.138686799830744,21,41.04761904761905,34.0,20,34.0,0,2.3420000000000005,39512,11,59,1.0,959.782080002331,False,0.14171208861485574,0,6.014000000000002,16168,721,0,0.0,7210.0,False,-0.43550873586844807,0,0.2,54093,0,10,0.0,351.3868679983074,False,0.015944239361985073,0,1.4240000000000002,52030,798,57,1.0,13496.567856774422,False,0.10036662351661847,11,6.214000000000001,51368,383,0,0.0,13458.117044335175,False,-0.1937347027746425,9,6.626000000000001,49079,421,0,0.0,14793.387142728743,False,-0.2162358470188272,0.3333333333333333,262250,0.0,0.0,10,0,0,6,6,6.0,5,11,16,127.0,51.0,11,6,16,1062,1.0473674209788442,157.17655420099618
72,16,0,0,0,10.0,20,10.0,15.16215040200983,26,19.73076923076923,35.138686799830744,0,,34.0,20,34.0,0,2.342000000000001,39935,8,48,1.0,807.7832192964719,False,0.15161846550326125,5,6.064000000000002,15948,734,0,0.0,7340.0,False,-0.43993376727189676,0,0.2,54093,0,10,0.0,351.3868679983074,False,0.015944239361985073,0,1.4240000000000002,51517,814,67,1.0,14696.282442824662,False,0.10199264693659947,9,6.293000000000001,51263,383,0,0.0,13458.117044335175,False,-0.1951918825073541,11,6.727000000000002,48929,421,0,0.0,14793.387142728743,False,-0.21831753235127235,0.3333333333333333,261685,0.0,0.0,10,0,0,7,8,8.0,6,13,11,136.0,15.0,13,3,11,693,0.9710939500364475,158.14764815103263
73,11,0,0,0,10.0,20,10.0,16.170516296672574,14,28.0,35.64681048388671,10,41.5,34.0,20,34.0,0,2.3420000000000005,40257,5,44,1.0,761.5027170535932,False,0.16015048985174132,0,6.059000000000001,15818,747,0,0.0,7470.0,False,-0.4417894256023752,0,0.2,54093,0,10,0.0,356.46810483886713,False,0.01599180134450525,0,1.4240000000000002,51540,818,67,1.0,15615.818633098575,False,0.11103037079112059,14,6.424000000000002,50846,388,0,0.0,13830.962467748044,False,-0.198391811567592,6,6.776000000000002,48655,426,0,0.0,15185.541266135739,False,-0.219398939269358,0.3333333333333333,261209,0.0,0.0,11,0,0,2,7,7.0,6,8,15,77.0,9.0,8,3,15,1007,0.9103844490018673,159.0580326000345
74,15,0,0,0,10.0,20,10.0,16.228424766341046,25,16.6,34.93156047432844,6,21.5,34.00000000000001,20,34.0,0,2.3420000000000005,40559,4,40,1.0,689.1369906536419,False,0.167739194225386,11,6.169000000000002,15454,758,0,0.0,7580.0,False,-0.4506109398195729,0,0.2,54093,0,10,0.0,349.31560474328444,False,0.015924851683389987,0,1.4240000000000002,51254,833,71,1.0,15998.41862403941,False,0.10925752685511546,12,6.530000000000001,50645,389,0,0.0,13588.377024513764,False,-0.20286455844322024,8,6.850000000000001,48468,431,0,0.0,15055.50256443556,False,-0.2228964391770712,0.3333333333333333,260473,0.0,0.0,11,0,0,11,11,11.0,0,11,13,99.0,26.0,11,4,13,721,1.01183839305304,160.06987099308753
75,13,0,0,0,10.0,20,10.0,16.01814136321104,5,9.0,35.83348939854454,14,42.714285714285715,34.00000000000001,20,34.0,0,2.3420000000000005,40514,3,45,1.0,750.8163613444968,False,0.16733493721229434,0,6.158000000000002,15344,769,0,0.0,7690.0,False,-0.4521811122530547,0,0.2,54093,0,10,0.0,358.33489398544543,False,0.01600927508083052,0,1.4240000000000002,51807,828,67,1.0,15663.864838441226,False,0.11647850720221299,10,6.618000000000001,50141,398,0,0.0,14261.728780620728,False,-0.2051866662460224,10,6.942000000000002,48122,436,0,0.0,15623.401377765422,False,-0.22375757124383877,0.3333333333333333,260021,0.0,0.0,11,0,0,6,7,7.0,4,10,12,97.0,19.0,10,3,12,843,0.8488511450123042,160.91872213809984
76,12,0,0,0,10.0,20,10.0,15.798393274580034,5,9.0,35.33625899913481,21,32.76190476190476,34.00000000000001,20,34.0,0,2.342000000000001,40459,3,50,1.0,819.9196637290017,False,0.1667511656921463,0,6.158000000000001,15244,779,0,0.0,7790.0,False,-0.45360854173803816,0,0.2,54093,0,10,0.0,353.36258999134816,False,0.01596273274417644,0,1.4240000000000002,52450,823,56,1.0,14980.908168930917,False,0.12212318333986287,10,6.708000000000001,49326,419,0,0.0,14805.892520637486,False,-0.2127212309655031,10,7.032000000000002,47994,436,0,0.0,15406.608923622778,False,-0.227038254967437,0.3333333333333333,259566,0.0,0.0,12,0,0,4,8,8.0,4,8,13,70.0,24.0,8,4,13,933,0.8460132280015387,161.76473536610138
77,13,0,0,0,10.0,20,10.0,16.645049059569807,16,24.25,36.119827141444105,21,40.476190476190474,34.0,20,34.0,0,2.3420000000000005,40723,3,46,1.0,795.6722567402111,False,0.17394187873615705,2,6.178000000000001,15124,789,0,0.0,7890.0,False,-0.455606943017015,0,0.2,54093,0,10,0.0,361.198271414441,False,0.016036077198405375,0,1.4240000000000002,52912,829,45,1.0,15424.137891748356,False,0.1349208855958623,6,6.758000000000001,48829,430,0,0.0,15531.525670820965,False,-0.21458341541542833,14,7.162000000000002,47369,446,0,0.0,16109.442905084072,False,-0.2308350132181185,0.3333333333333333,259050,0.0,0.0,12,0,0,5,8,8.0,3,8,8,130.0,15.0,8,5,8,1414,1.6010969809722155,163.3658323470736
78,8,0,0,0,10.0,20,10.0,15.846605449110035,8,1.5,37.070649986551004,30,41.0,34.0,20,34.0,0,2.3420000000000005,40603,5,56,1.0,937.409905150162,False,0.1725392529569226,8,6.256,14868,797,0,0.0,7970.0,False,-0.4617734383921434,0,0.2,54093,0,10,0.0,370.70649986551007,False,0.01612507722134818,0,1.4240000000000002,54130,827,25,1.0,14031.908956077774,False,0.1446909125940972,11,6.862000000000001,47900,449,0,0.0,16644.7218439614,False,-0.21975157275517027,9,7.238000000000002,46813,457,0,0.0,16941.28704385381,False,-0.2327790010418571,0.3333333333333333,258407,0.0,0.0,10,0,0,2,9,9.0,3,5,13,38.0,15.0,5,3,13,1430,0.6505267199827358,164.01635906705633
79,13,0,0,0,10.0,20,10.0,15.463525764461975,5,5.0,37.070649986551004,0,,34.0,20,34.0,0,2.3420000000000005,40513,4,66,1.0,1060.5927004544903,False,0.17172822742455313,5,6.298000000000002,14673,808,0,0.0,8080.0,False,-0.46577024095009706,0,0.2,54093,0,10,0.0,370.70649986551007,False,0.01612507722134818,0,1.4240000000000002,54105,822,35,1.0,14008.490927917028,False,0.14400369665010226,9,6.941000000000001,47796,449,0,0.0,16644.7218439614,False,-0.22119487458566556,11,7.339000000000002,46669,457,0,0.0,16941.28704385381,False,-0.23477741896100443,0.3333333333333333,257849,0.0,0.0,7,0,0,4,8,8.0,5,9,16,103.0,21.0,9,4,16,200,0.8773986999876797,164.893757767044
80,16,0,0,0,10.0,20,10.0,15.057811137335783,12,10.75,37.070649986551004,0,,34.0,20,34.0,0,2.342000000000001,40438,6,71,1.0,1129.1045907508405,False,0.1705650421198875,7,6.363000000000001,14523,816,0,0.0,8160.0,False,-0.46891058581706063,0,0.2,54093,0,10,0.0,370.70649986551007,False,0.01612507722134818,0,1.4240000000000002,53976,824,45,1.0,14075.81562655948,False,0.14221891557518662,11,7.042000000000002,47648,449,0,0.0,16644.7218439614,False,-0.22324880411367812,9,7.418000000000001,46564,457,0,0.0,16941.28704385381,False,-0.23623459869371602,0.3333333333333333,257242,0.0,0.0,9,0,0,6,8,8.0,3,9,19,87.0,41.0,9,7,19,245,1.1184294520062394,166.01218721905025
81,19,0,0,0,10.0,20,10.0,16.344571114145616,19,24.842105263157894,37.070649986551004,0,,34.0,20,34.0,0,2.3420000000000005,40814,4,64,1.0,1086.0525513053194,False,0.18068477434203087,2,6.376000000000003,14374,828,0,0.0,8280.0,False,-0.47145141030033116,0,0.2,54093,0,10,0.0,370.70649986551007,False,0.01612507722134818,0,1.4240000000000002,53504,833,55,1.0,15653.913487343603,False,0.14815427192975641,9,7.121000000000001,47543,449,0,0.0,16644.7218439614,False,-0.2247059838463897,11,7.519000000000003,46418,457,0,0.0,16941.28704385381,False,-0.23826077241729596,0.3333333333333333,256746,0.0,0.0,10,0,0,7,9,9.0,5,12,18,111.0,39.0,12,7,18,656,1.1110854590078816,167.12327267805813
82,18,0,0,0,10.0,20,10.0,14.505605876490964,20,2.55,36.07170068157629,20,29.15,34.00000000000001,20,34.0,0,2.3420000000000005,40771,1,73,1.0,1068.9092289838404,False,0.1792124761474227,19,6.564000000000003,13794,841,0,0.0,8410.0,False,-0.4861539339956606,0,0.2,54093,0,10,0.0,360.7170068157629,False,0.01603157240968004,0,1.4240000000000002,54036,843,45,1.0,13851.452284552815,False,0.1412420417147426,11,7.222000000000002,46969,462,0,0.0,16665.125714888247,False,-0.23253031825576806,9,7.598000000000001,46168,464,0,0.0,16737.2691162514,False,-0.24314591839619054,0.3333333333333333,255831,0.0,0.0,11,0,0,8,9,9.0,3,11,16,106.0,32.0,11,7,16,810,0.9437571549788117,168.06702983303694
83,16,0,0,0,10.0,20,10.0,15.307251569287427,22,20.227272727272727,36.391558575634484,6,44.0,34.00000000000001,20,34.0,0,2.3420000000000005,41133,0,63,0.9,964.3568488651078,False,0.188054654117636,3,6.575000000000001,13611,853,0,0.0,8530.0,False,-0.48966541052871987,0,0.2,54093,0,10,0.0,363.91558575634485,False,0.016061512119328544,0,1.4240000000000002,53855,855,49,1.0,14870.886461946839,False,0.14739583336715686,13,7.341000000000001,46506,468,0,0.0,17031.249413396938,False,-0.2364152725384284,7,7.6590000000000025,46103,464,0,0.0,16885.6831790944,False,-0.24301814411442055,0.31666666666666665,255301,0.0,0.0,11,0,0,6,8,8.0,3,9,17,84.0,41.0,9,7,17,906,0.878349592036102,168.94537942507304
84,17,0,0,0,10.0,20,10.0,16.070113557640266,17,22.41176470588235,36.391558575634484,0,,34.00000000000001,20,34.0,0,2.342000000000001,41424,0,55,0.9,883.8562456702147,False,0.1952132043746463,0,6.572000000000002,13501,864,0,0.0,8640.0,False,-0.49123558296220166,0,0.2,54093,0,10,0.0,363.91558575634485,False,0.016061512119328544,0,1.4240000000000002,53474,862,59,1.0,15999.539842648344,False,0.15082782487455626,10,7.428000000000003,46375,468,0,0.0,17031.249413396938,False,-0.23823327772876382,10,7.7520000000000024,45971,464,0,0.0,16885.6831790944,False,-0.24485002720697227,0.31666666666666665,254838,0.0,0.0,9,0,0,7,8,8.0,4,11,11,99.0,28.0,11,6,11,581,0.9707859139889479,169.916165339062
85,11,0,0,0,10.0,20,10.0,15.501559046864902,8,5.375,36.31603729594898,13,35.53846153846154,34.00000000000001,20,34.0,0,2.3420000000000005,41304,2,65,1.0,1027.6013380462186,False,0.1938392334424778,8,6.652000000000001,13278,872,0,0.0,8720.0,False,-0.4964599748772411,0,0.2,54093,0,10,0.0,363.1603729594898,False,0.016054443088899542,0,1.4240000000000002,53893,860,56,1.0,15365.038868876958,False,0.152732640066617,11,7.528000000000001,45917,475,0,0.0,17250.117715575765,False,-0.24307064049588686,9,7.8320000000000025,45707,470,0,0.0,17068.537529096022,False,-0.24724497599750184,0.3333333333333333,254192,0.0,0.0,11,0,0,4,9,9.0,2,6,14,60.0,15.0,6,5,14,662,0.7324862299719825,170.64865156903397
86,14,0,0,0,10.0,20,10.0,15.12767745860155,5,5.0,35.5552457296098,19,30.263157894736842,34.00000000000001,20,34.0,0,2.3420000000000005,41204,2,75,1.0,1154.5758093951163,False,0.19279684551494683,5,6.694000000000001,13093,882,0,0.0,8820.0,False,-0.5003140344866963,0,0.2,54093,0,10,0.0,355.552457296098,False,0.015983230594156357,0,1.4240000000000002,54443,855,47,1.0,14605.260776395986,False,0.15591722463257,7,7.587000000000001,45843,475,0,0.0,16888.741721564656,False,-0.24660517561399548,13,7.953000000000002,44933,489,0,0.0,17386.515161779193,False,-0.25578004106624486,0.3333333333333333,253609,0.0,0.0,10,0,0,5,9,9.0,4,9,11,106.0,15.0,9,5,11,775,0.8137681229854934,171.46241969201947
87,11,0,0,0,10.0,20,10.0,14.894500930547439,5,9.0,36.01576755555829,22,38.86363636363637,34.00000000000001,20,34.0,0,2.3420000000000005,41139,3,80,1.0,1221.5600744437952,False,0.1918973403340727,0,6.689000000000001,13003,891,0,0.0,8910.0,False,-0.5015987210231815,0,0.2,54093,0,10,0.0,360.1576755555829,False,0.01602633689233378,0,1.4240000000000002,55253,850,35,1.0,13920.877655409864,False,0.16467489427906715,10,7.6800000000000015,45659,478,0,0.0,17215.53689155686,False,-0.24689109391483915,10,8.040000000000001,44007,508,0,0.0,18296.00991822361,False,-0.26232003887045247,0.3333333333333333,253154,0.0,0.0,9,0,0,3,8,8.0,4,7,10,64.0,12.0,7,4,10,1100,0.7695855130441487,172.23200520506361
88,10,0,0,0,10.0,20,10.0,15.965773542565502,20,22.3,36.071506522877606,1,44.0,34.00000000000001,20,34.0,0,2.342000000000001,41506,0,71,1.0,1133.5699215221507,False,0.2011186753671656,1,6.699000000000002,12860,904,0,0.0,9040.0,False,-0.5038255110197556,0,0.2,54093,0,10,0.0,360.71506522877604,False,0.0160315542358124,0,1.4240000000000002,54851,860,44,1.0,15317.711533612946,False,0.170224006717084,11,7.780000000000002,45510,478,0,0.0,17242.180117935495,False,-0.24877402529986334,9,8.120000000000001,43858,509,0,0.0,18360.396820144702,False,-0.2639410687362456,0.3333333333333333,252678,0.0,0.0,11,0,0,4,8,8.0,2,6,16,70.0,20.0,6,4,16,681,0.8493675060453825,173.081372711109
89,16,0,0,0,10.0,20,10.0,15.7488227802545,4,9.0,37.33751234101442,29,42.96551724137931,34.00000000000001,20,34.0,0,2.3420000000000005,41423,1,80,1.0,1269.90582242036,False,0.2006952412701319,3,6.728000000000001,12713,913,0,0.0,9130.0,False,-0.5067374671691218,0,0.2,54093,0,10,0.0,373.37512341014417,False,0.016150056381022435,0,1.4240000000000002,56061,854,25,1.0,14382.932462862704,False,0.18412614395101473,10,7.869000000000002,44767,492,0,0.0,18370.056071779094,False,-0.25125903054679566,10,8.211,43105,524,0,0.0,19564.856466691555,False,-0.26603344250599137,0.3333333333333333,252162,0.0,0.0,10,0,0,7,9,9.0,4,11,21,121.0,29.0,11,5,21,1473,1.1044019690016285,174.18577468011063
90,21,0,0,0,10.0,20,10.0,15.637621988165332,28,15.178571428571429,37.33751234101442,0,,34.00000000000001,20,34.0,0,2.3420000000000005,41736,2,64,1.0,1020.8078072425812,False,0.20607525133097215,2,6.745000000000003,12581,922,0,0.0,9220.0,False,-0.5092211944729931,0,0.2,54093,0,10,0.0,373.37512341014417,False,0.016150056381022435,0,1.4240000000000002,55636,872,35,1.0,14942.819305615674,False,0.18141059312218652,8,7.939000000000003,44679,492,0,0.0,18370.056071779094,False,-0.25248028594183014,12,8.321,42930,524,0,0.0,19564.856466691555,False,-0.26846207539384404,0.3333333333333333,251655,0.0,0.0,9,0,0,6,9,9.0,10,16,23,170.0,39.0,16,5,23,623,1.151029881031718,175.33680456114234
91,23,0,0,0,10.0,20,10.0,15.325915620979723,7,9.571428571428571,37.33751234101442,0,,34.00000000000001,20,34.0,0,2.3420000000000005,41671,3,69,1.0,1087.4881778476008,False,0.20517140827120586,2,6.763000000000001,12469,931,0,0.0,9310.0,False,-0.5111339499828709,0,0.2,54093,0,10,0.0,373.37512341014417,False,0.016150056381022435,0,1.4240000000000002,55569,869,45,1.0,14998.408729977027,False,0.18067664535613226,10,8.031000000000002,44548,492,0,0.0,18370.056071779094,False,-0.25429829113216557,10,8.408999999999999,42808,524,0,0.0,19564.856466691555,False,-0.27015517946423273,0.3333333333333333,251158,0.0,0.0,8,0,0,7,9,9.0,6,13,19,114.0,60.0,13,10,19,245,1.093589457042981,176.43039401818532
92,19,0,0,0,10.0,20,10.0,15.504357333591583,28,16.285714285714285,37.33751234101442,0,,34.00000000000001,20,34.0,0,2.342000000000001,41977,4,63,1.0,1016.7745120162698,False,0.21289788900331552,12,6.881000000000002,12117,940,0,0.0,9400.0,False,-0.5198983670206692,0,0.2,54093,0,10,0.0,373.37512341014417,False,0.016150056381022435,0,1.4240000000000002,55113,887,55,1.0,15805.928133651527,False,0.17969867395821112,9,8.111,44443,492,0,0.0,18370.056071779094,False,-0.25575547086487715,11,8.509,42660,524,0,0.0,19564.856466691555,False,-0.27220910899224526,0.3333333333333333,250403,0.0,0.0,8,0,0,8,10,10.0,4,12,17,129.0,35.0,12,7,17,616,0.9444518420496024,177.37484586023493
93,17,0,0,0,10.0,20,10.0,15.290390993661324,31,14.35483870967742,37.346705447119284,2,38.0,34.00000000000001,20,34.0,0,2.3420000000000005,42173,3,62,1.0,978.0042416070021,False,0.21793999431322095,20,7.069,11692,951,0,0.0,9510.0,False,-0.5304613452095467,0,0.2,54093,0,10,0.0,373.46705447119285,False,0.016150916884804453,0,1.4240000000000002,54744,908,63,1.0,16236.517465412997,False,0.17682121296041517,9,8.192000000000002,44336,492,0,0.0,18374.579079982686,False,-0.2572090214692349,11,8.608,42437,526,0,0.0,19644.367065184742,False,-0.2747521610309564,0.3333333333333333,249475,0.0,0.0,9,0,0,6,9,9.0,2,8,8,83.0,39.0,8,9,8,562,0.7830894939834252,178.15793535421835
94,8,0,0,0,10.0,20,10.0,15.11961281997566,5,10.0,36.75664085578521,6,24.0,34.00000000000001,20,34.0,0,2.3420000000000005,42093,6,67,1.0,1073.0140589383693,False,0.21701230528346419,0,7.049000000000001,11622,958,0,0.0,9580.0,False,-0.531460545849035,0,0.2,54093,0,10,0.0,367.56640855785207,False,0.016095684974426178,0,1.4240000000000002,54838,903,67,1.0,16115.70531377563,False,0.1774501124527363,6,8.243000000000002,44194,496,0,0.0,18231.293864469462,False,-0.26017393268891664,14,8.737,42159,528,0,0.0,19407.50637185459,False,-0.2802537826175487,0.3333333333333333,248999,0.0,0.0,10,0,0,2,7,7.0,1,3,9,18.0,24.0,3,5,9,394,0.5547427979763597,178.7126781521947
