index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,50,0,0,0,10.000000000000002,20,10.0,21.723979112767793,66,24.348484848484848,32.54347826086956,0,,41.0,8,41.0,30,0.5,59361,1,10,1.0,227.23979112767793,False,0.02284972131468784,23,1.5550000000000006,55073.0,112,0,0.0,1120.0000000000002,False,-0.0432187940700994,0,0.2,86298,100,49,1.0,3767.028346059388,False,-0.011628530099758021,0,0.29900000000000004,86582,62,50,1.0,2974.0606180350815,False,-0.012889291417550701,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.7760000000000002,123508,0,6,0.4,246.0,False,-0.008174889691135178,0.5666666666666667,535472,0.0,0.0,17,0,0,28,4,3.235294117647059,18,46,51,354.0,366.0,23,27,51,528,4.51269580097869,99.64965981501155
11,51,0,0,0,10.000000000000002,20,10.0,22.194741643010797,18,28.0,37.57817589576547,28,48.0,41.0,12,41.0,8,0.55,59591,0,10,1.0,221.94741643010798,False,0.02675977209464199,0,1.5320000000000005,54963.0,123,0,0.0,1230.0000000000002,False,-0.04416468888659581,0,0.2,87390,99,31,1.0,3362.2028754267985,False,-0.0016577025329425582,0,0.29900000000000004,86330,61,60,1.0,3608.5697939695865,False,-0.012157893531817234,0,0.2,124650,0,0,0.0,0.0,False,0.0,6,0.8360000000000001,122338,18,10,1.0,1086.4071661237786,False,-0.014190103625656765,0.6666666666666666,535262,0.0,0.0,18,0,0,26,4,3.888888888888889,15,41,49,360.0,393.0,20,31,49,2042,4.301738126028795,103.95139794104034
12,49,0,0,0,10.000000000000002,20,10.0,21.771294579269924,33,19.0,40.69462523619568,56,45.0,41.0,7,41.0,0,0.542,59491,0,20,1.0,435.42589158539846,False,0.026875674092675342,33,1.8620000000000005,54475.0,133,0,0.0,1330.0000000000002,False,-0.05169745124342173,0,0.2,87716,105,27,1.0,3384.7408122006254,False,0.0021225345061064143,0,0.29900000000000004,87897,68,28,1.0,2619.8975380038337,False,-0.00013507471500559371,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,120105,64,13,1.0,3137.4560151165233,False,-0.02387703162809252,0.6666666666666666,534334,0.0,0.0,20,0,0,24,2,2.0,18,42,50,378.0,369.0,21,28,50,3007,4.205195287999231,108.15659322903957
13,50,0,0,0,10.000000000000002,20,10.0,21.757743294001365,37,21.675675675675677,40.69462523619568,0,,41.0,8,41.0,0,0.542,59659,4,19,1.0,453.39712258602594,False,0.02991948820715122,26,2.0890000000000004,54311.0,139,0,0.0,1390.0000000000002,False,-0.05400199497815843,0,0.2,87222,121,37,1.0,4138.388072313405,False,0.0008091778226240576,0,0.29900000000000004,87589,69,38,1.0,3047.68004626153,False,-0.0011898808198840996,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,120433,54,15,1.0,2812.5097627545665,False,-0.02254909842457049,0.6666666666666666,533864,0.0,0.0,16,0,0,28,1,1.0,16,44,49,384.0,351.0,23,27,49,836,4.136534988007043,112.29312821704661
14,49,0,0,0,10.000000000000002,20,10.0,21.485053093481323,62,20.451612903225808,40.89797915947741,4,47.0,41.0,11,41.0,17,0.7120000000000002,59912,7,10,1.0,284.85053093481326,False,0.03282126484138901,26,2.323000000000001,54137.0,146,0,0.0,1460.0000000000002,False,-0.05639252915075844,0,0.2,86448,147,47,1.0,5080.507825237192,False,-0.0025862886535535923,0,0.29900000000000004,87283,85,44,1.0,3625.7405959629186,False,-0.0013800838612688417,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,120696,48,14,1.0,2537.1029996549155,False,-0.021543910952046053,0.6666666666666666,533126,0.0,0.0,21,0,0,28,2,1.6538461538461537,19,47,49,390.0,314.0,25,24,49,1119,3.8953330309595913,116.1884612480062
15,49,0,0,0,10.000000000000002,20,10.0,21.896133102612502,18,28.0,38.3351801734694,39,31.0,40.99999999999999,10,41.0,8,0.7750000000000001,60132,7,10,1.0,288.96133102612504,False,0.03664019305735665,0,2.2970000000000006,54037.0,156,0,0.0,1560.0000000000002,False,-0.05725243352939153,0,0.2,86506,146,47,1.0,4998.588901134487,False,-0.002395291915766267,0,0.29900000000000004,87930,84,25,1.0,2797.654684956185,False,0.0012309860285151454,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000003,119897,77,14,1.0,3525.808873357144,False,-0.023987930712566646,0.6666666666666666,533152,0.0,0.0,20,0,0,23,1,0.8888888888888888,19,42,50,378.0,278.0,21,28,50,2071,5.63091493002139,121.8193761780276
16,50,0,0,0,10.000000000000002,20,10.0,21.40835312303446,52,19.0,38.3351801734694,0,,41.0,11,41.0,16,0.9270000000000003,60168,6,10,1.0,274.0835312303446,False,0.03713138935808429,26,2.5570000000000004,53823.0,167,0,0.0,1670.0000000000002,False,-0.059986929453444776,0,0.2,86012,162,57,1.0,5653.258475819339,False,-0.004263338101641238,0,0.29900000000000004,87436,100,35,1.0,3482.566618374875,False,-0.00046757631011965504,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,120348,67,13,1.0,3101.4570716224503,False,-0.022071973238578197,0.6666666666666666,532437,0.0,0.0,16,0,0,24,2,1.6153846153846154,18,42,45,366.0,282.0,21,29,45,651,3.600591321999673,125.41996750002727
17,45,0,0,0,10.000000000000002,20,10.0,21.397830005445083,35,21.314285714285713,39.23986956985353,14,48.0,41.0,9,41.0,0,0.911,60310,7,11,1.0,305.37613005989596,False,0.039842604220925774,26,2.791000000000001,53629.0,176,0,0.0,1760.0000000000002,False,-0.0625494445017714,0,0.2,86432,161,53,1.0,5524.763718078895,False,-0.00027592935317083547,0,0.29900000000000004,86942,116,45,1.0,4247.9424112750385,False,-0.0017152040973613942,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,120045,71,14,1.0,3360.0307394596007,False,-0.02346558066803214,0.6666666666666666,532008,0.0,0.0,19,0,0,26,1,1.0,16,42,42,342.0,258.0,19,26,42,1493,3.2560585149913095,128.67602601501858
18,42,0,0,0,10.000000000000002,20,10.0,21.024047672953238,52,19.0,39.46381726877914,4,47.0,41.0,11,41.0,0,0.911,60220,6,21,1.0,501.505001132018,False,0.039981297089498956,52,3.2850000000000006,52661.0,187,0,0.0,1870.0000000000002,False,-0.07825129845561174,0,0.2,85938,177,63,1.0,6207.476926045809,False,-0.001986813761385958,0,0.29900000000000004,86636,132,51,1.0,4787.828973537564,False,-0.0021193413200239135,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,120308,65,13,1.0,3098.148122470644,False,-0.022406144715320292,0.6666666666666666,530413,0.0,0.0,17,0,0,28,2,2.0,18,46,48,322.0,222.0,23,19,48,839,3.220485814032145,131.89651182905072
19,48,0,0,0,10.000000000000002,20,10.0,20.74504830641064,48,19.0,40.25123298134337,19,45.421052631578945,40.99999999999999,7,41.0,3,0.9410000000000001,60537,3,10,1.0,237.4504830641064,False,0.043162474487188365,24,3.4730000000000003,52435.0,200,0,0.0,2000.0000000000005,False,-0.0810201905548103,0,0.2,86345,191,54,1.0,6135.870807516974,False,0.0021737007112664943,0,0.29900000000000004,86180,146,61,1.0,5484.102264597899,False,-0.0033283142346479137,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,119732,74,16,1.0,3634.5912406194093,False,-0.024875285837868445,0.6666666666666666,529879,0.0,0.0,16,0,0,25,2,1.125,14,39,43,261.0,270.0,17,31,43,1350,3.2962847720482387,135.19279660109896
20,43,0,0,0,10.000000000000002,20,10.0,20.821027977077254,66,21.181818181818183,40.25123298134337,0,,40.99999999999999,13,41.0,31,1.2480000000000002,60487,4,10,1.0,248.21027977077253,False,0.042395094071567926,25,3.6990000000000007,52245.0,209,0,0.0,2090.0000000000005,False,-0.08351391325284628,0,0.2,85674,213,64,1.0,7010.957869923432,False,-0.00044296691330635436,0,0.29900000000000004,85453,170,71,1.0,6397.412297778512,False,-0.006358442160422663,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,120265,64,13,1.0,3109.0789108059757,False,-0.02270726469793027,0.6666666666666666,528774,0.0,0.0,18,0,0,22,3,2.857142857142857,15,37,38,240.0,234.0,15,28,38,985,3.054273368034046,138.247069969133
21,38,0,0,0,10.000000000000002,20,10.0,20.447595153258735,57,18.210526315789473,39.90699070042894,5,31.0,40.99999999999999,9,41.0,16,1.3770000000000004,60483,7,10,1.0,274.4759515325874,False,0.04255216138283447,31,3.984,51881.0,216,0,0.0,2160.0000000000005,False,-0.08917208406425206,0,0.2,85180,229,74,1.0,7635.616601927992,False,-0.0024791994870599775,0,0.29900000000000004,85064,191,76,1.0,6938.421967505018,False,-0.007686580394842961,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,120479,59,14,1.0,2928.5124513253077,False,-0.021714751498895665,0.6666666666666666,527737,0.0,0.0,15,0,0,25,3,2.6153846153846154,14,39,33,240.0,204.0,15,23,33,724,2.679633048013784,140.9267030171468
22,33,0,0,0,10.000000000000002,20,10.0,20.543604029837773,36,21.5,39.55335306178561,5,31.0,41.0,8,41.0,26,1.6210000000000002,60529,10,10,1.0,305.43604029837775,False,0.04360950057010261,0,3.9530000000000003,51811.0,223,0,0.0,2230.0000000000005,False,-0.08977401712929522,0,0.2,84406,255,84,1.0,8561.100684798623,False,-0.005967895376553124,0,0.29900000000000004,85219,181,81,1.0,6922.2139274052715,False,-0.006040115180593398,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,120652,54,16,1.0,2791.8810653364226,False,-0.02087492553013865,0.6666666666666666,527267,0.0,0.0,18,0,0,16,1,1.0,16,32,37,204.0,195.0,13,20,37,963,2.4523071279982105,143.379010145145
23,37,0,0,0,10.000000000000002,20,10.0,20.779306216473106,44,22.681818181818183,37.71634965838566,31,31.0,41.0,8,41.0,8,1.6750000000000003,60749,10,10,1.0,307.79306216473105,False,0.04741334797032233,26,4.213000000000001,51607.0,233,0,0.0,2330.0000000000005,False,-0.09242252261548516,0,0.2,84621,280,63,1.0,8194.335769090765,False,-0.005613514110835291,0,0.29900000000000004,84967,180,91,1.0,7172.462937878254,False,-0.007462183291237062,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000003,120019,75,18,1.0,3566.7262243789246,False,-0.022845061274051684,0.6666666666666666,526613,0.0,0.0,16,0,0,23,2,1.8888888888888888,15,38,40,276.0,195.0,17,20,40,1741,2.7490090529900044,146.128019198135
24,40,0,0,0,10.000000000000002,20,10.0,20.522646471202982,31,17.548387096774192,37.993667199532766,4,47.0,41.0,10,41.0,16,1.8270000000000004,60815,6,10,1.0,265.22646471202984,False,0.04818238971478719,5,4.237000000000001,51402.0,247,0,0.0,2470.0000000000005,False,-0.09474426443779452,0,0.2,84077,301,73,1.0,8950.85429339799,False,-0.007471198436443039,0,0.29900000000000004,85155,170,97,1.0,7174.235618459185,False,-0.005345074376202506,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,120241,69,18,1.0,3359.563036767761,False,-0.02189505400414053,0.6666666666666666,526340,0.0,0.0,17,0,0,21,2,1.6153846153846154,17,38,40,207.0,197.0,14,26,40,798,2.6504064909531735,148.77842568908818
25,40,0,0,0,10.000000000000002,20,10.0,20.424866567911277,62,19.870967741935484,39.18749510662329,22,45.72727272727273,41.0,8,41.0,0,1.8110000000000004,60913,3,14,1.0,315.9481319507579,False,0.0503039601344096,56,4.792000000000002,50292.0,260,0,0.0,2600.0000000000005,False,-0.11271626595122622,0,0.2,83733,319,79,1.0,9611.344548586938,False,-0.007625368203034496,0,0.29900000000000004,85273,194,89,1.0,7450.11117866426,False,-0.0024764277863220966,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,119563,81,20,1.0,3994.1871036364864,False,-0.02478865983298646,0.6666666666666666,524424,0.0,0.0,21,0,0,16,2,2.0,19,35,40,219.0,201.0,13,27,40,1702,2.5981734519591555,151.37659914104734
26,40,0,0,0,10.000000000000002,20,10.0,20.464332299869966,33,20.90909090909091,39.18749510662329,0,,40.99999999999999,12,41.0,19,2.001000000000001,61096,0,10,1.0,204.64332299869966,False,0.05249409523439877,0,4.736000000000001,50162.0,273,0,0.0,2730.0000000000005,False,-0.11383414164344925,0,0.2,83537,316,89,1.0,9954.416071248383,False,-0.007899572561627084,0,0.29900000000000004,84779,210,99,1.0,8177.071798528398,False,-0.003939341404138137,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,120055,71,18,1.0,3520.3121525702536,False,-0.0227424301942629,0.6666666666666666,524279,0.0,0.0,20,0,0,16,1,0.7307692307692307,19,35,34,177.0,184.0,13,27,34,888,2.3797409819671884,153.75634012301452
27,34,0,0,0,10.000000000000002,20,10.0,20.451588896018517,59,20.372881355932204,39.64616316521909,8,47.0,40.999999999999986,8,41.0,0,1.9820000000000002,61248,0,11,1.0,224.9674778562037,False,0.05528297284298321,50,5.236000000000001,49262.0,283,0,0.0,2830.0000000000005,False,-0.12845251608021188,0,0.2,82998,340,95,1.0,10719.92572534211,False,-0.00965082703604544,0,0.29900000000000004,84492,225,105,1.0,8764.454633952171,False,-0.00386434148582602,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,120007,69,20,1.0,3555.585258400117,False,-0.022986019821900818,0.6666666666666666,522657,0.0,0.0,18,0,0,21,2,2.0,11,32,31,156.0,171.0,12,22,31,1156,2.4051762770395726,156.1615164000541
28,31,0,0,0,10.000000000000002,20,10.0,20.362219304646775,25,19.0,39.64616316521909,0,,40.999999999999986,9,41.0,14,2.1220000000000008,61341,0,6,0.6,122.17331582788066,False,0.05599846348698002,0,5.186000000000001,49122.0,297,0,0.0,2970.0000000000005,False,-0.1296563822102982,0,0.2,82523,355,105,1.0,11391.43498549761,False,-0.011211541344906258,0,0.29900000000000004,84492,215,115,1.0,8937.185914499252,False,-0.0028963230113582946,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,120376,59,21,1.0,3200.123626747926,False,-0.021451569888696648,0.6,522504,0.0,0.0,15,0,0,9,1,0.56,20,29,31,162.0,171.0,9,22,31,569,2.3540208940394223,158.51553729409352
29,31,0,0,0,10.000000000000002,20,10.0,20.501603811228595,38,21.842105263157894,37.91803026069776,13,21.615384615384617,40.999999999999986,10,41.0,6,2.1680000000000006,61449,0,9,0.9,184.51443430105735,False,0.05839193095226724,26,5.4460000000000015,48908.0,308,0,0.0,3080.0000000000005,False,-0.13239087813435146,0,0.2,82142,377,102,1.0,11596.743723424352,False,-0.014331343528708261,0,0.29900000000000004,84324,211,125,1.0,9065.592186756454,False,-0.004059717174836856,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,120505,62,21,1.0,3211.9178761632606,False,-0.020369362710937568,0.65,521978,0.0,0.0,22,0,0,20,2,2.0,17,37,25,204.0,159.0,13,18,25,1059,2.241100456973072,160.7566377510666
30,25,0,0,0,10.000000000000002,20,10.0,20.294786740242003,58,19.0,37.91803026069776,0,,40.999999999999986,10,41.0,20,2.362000000000001,61440,0,10,1.0,202.94786740242003,False,0.058395658062484215,29,5.71,48692.0,318,0,0.0,3180.0000000000005,False,-0.13524576067141333,0,0.2,81591,396,112,1.0,12283.554938333982,False,-0.016658139307019905,0,0.29900000000000004,83773,230,135,1.0,9786.73503544986,False,-0.00619411204199863,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,120915,52,21,1.0,2832.737573556283,False,-0.018601132877832806,0.6666666666666666,521061,0.0,0.0,14,0,0,14,2,1.6896551724137931,17,31,28,168.0,147.0,11,14,28,610,4.051506663032342,164.80814441409893
31,28,0,0,0,10.000000000000002,20,10.0,20.150833426920148,70,19.37142857142857,38.06442626945328,2,47.0,40.99999999999999,13,41.0,0,2.3420000000000005,61582,1,11,1.0,231.6591676961216,False,0.06108467622619033,61,6.291000000000003,47282.0,327,0,0.0,3270.0000000000005,False,-0.15872115020809685,0,0.2,80854,423,121,1.0,13129.598118191068,False,-0.020177327036892023,0,0.29900000000000004,83248,253,144,1.0,10579.438239812069,False,-0.007636051514744252,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000003,121354,44,18,1.0,2412.834755855944,False,-0.016763599053927266,0.6666666666666666,518970,0.0,0.0,22,0,0,14,3,3.0,22,36,28,186.0,168.0,12,16,28,1079,2.5332811389816925,167.34142555308063
32,28,0,0,0,10.000000000000002,20,10.0,19.926998199517527,76,18.736842105263158,35.97181181459064,47,31.0,41.0,6,41.0,0,2.3420000000000005,61742,3,11,1.0,249.1969801946928,False,0.06398717865540793,66,6.8900000000000015,45517.0,335,0,0.0,3350.0000000000005,False,-0.18838785127093868,0,0.2,81459,456,84,1.0,12108.343371405606,False,-0.019119563257794778,0,0.29900000000000004,82676,276,154,1.0,11039.510522513796,False,-0.011468910643955907,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,120143,81,22,1.0,3815.7167569818416,False,-0.020851517220289387,0.6666666666666666,516187,0.0,0.0,17,0,0,12,4,4.0,21,33,26,198.0,156.0,11,17,26,2183,2.3883528059814125,169.72977835906204
