index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
33,26,0,0,0,10.000000000000002,20,10.0,19.856364644133397,66,19.393939393939394,35.873896233237986,16,35.0,40.99999999999999,9,41.0,0,2.3420000000000005,61884,4,12,1.0,278.2763757296008,False,0.06667936208621061,57,7.394000000000003,44249.0,344,0,0.0,3440.0000000000005,False,-0.2094211123723042,0,0.2,81113,477,90,1.0,12700.13659624305,False,-0.019681140809451783,0,0.29900000000000004,82302,301,152,1.0,11429.597985336328,False,-0.013474719592596173,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,119952,87,23,1.0,4064.0289722917046,False,-0.021387769866459256,0.6666666666666666,514150,0.0,0.0,17,0,0,9,3,3.0,23,32,28,198.0,149.0,11,15,28,1381,2.3391599970054813,172.06893835606752
34,28,0,0,0,10.000000000000002,20,10.0,19.758258785133147,58,19.0,36.17681230853713,4,47.0,40.99999999999999,10,41.0,0,2.342000000000001,61834,0,21,0.9,414.9234344877961,False,0.06699449174911251,58,7.917000000000001,43084.0,359,0,0.0,3590.0000000000005,False,-0.2281670278265057,0,0.2,80562,496,100,1.0,13417.777588279754,False,-0.021835160737736673,0,0.29900000000000004,81939,320,158,1.0,12038.579155991474,False,-0.01413051504729113,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,120174,81,23,1.0,3873.3217969915077,False,-0.020371753722456826,0.65,512243,0.0,0.0,17,0,0,12,2,2.0,20,32,28,177.0,135.0,13,15,28,798,2.3461072230129503,174.41504557908047
35,28,0,0,0,10.0,20,10.0,20.328115279056934,62,24.516129032258064,37.21303432475094,14,47.0,40.99999999999999,7,41.0,41,2.7520000000000007,61893,0,10,1.0,203.28115279056934,False,0.06618925766854618,0,7.859000000000002,42984.0,369,0,0.0,3690.0,False,-0.22902693220513878,0,0.2,79884,530,103,1.0,14606.843633349523,False,-0.022770689912745497,0,0.29900000000000004,81755,328,161,1.0,12658.920337815576,False,-0.012716347763281559,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,119803,85,26,1.0,4229.10791760383,False,-0.02192094698113184,0.6666666666666666,510969,0.0,0.0,22,0,0,14,3,2.6666666666666665,17,31,30,168.0,186.0,11,17,30,1658,2.135310634970665,176.55035621405113
36,30,0,0,0,10.0,20,10.0,20.585419396239597,60,22.583333333333332,37.21303432475094,0,,40.999999999999986,8,41.0,19,2.901000000000001,62057,2,10,1.0,225.85419396239598,False,0.06920385059988991,31,8.169000000000002,42600.0,377,0,0.0,3770.0,False,-0.23494307433013448,0,0.2,79704,530,113,1.0,15115.345158703843,False,-0.02193845952821788,0,0.29900000000000004,80580,368,171,1.0,13938.863207348582,False,-0.018713148503409625,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,120131,75,28,1.0,3938.9775743563205,False,-0.020453359108077385,0.6666666666666666,509722,0.0,0.0,17,0,0,13,5,4.8,22,35,31,207.0,183.0,14,16,31,789,2.2301061040489003,178.78046231810004
37,31,0,0,0,10.0,20,10.0,20.278520559974805,44,16.977272727272727,36.12049529703942,48,33.125,40.999999999999986,7,41.0,9,2.9720000000000013,62302,1,10,1.0,212.78520559974805,False,0.07330500125201862,25,8.388,41885.0,388,0,0.0,3880.0,False,-0.24629381212809134,0,0.2,79904,530,104,1.0,14504.147407678745,False,-0.023122051313740673,0,0.29900000000000004,81223,392,152,1.0,13439.495344660114,False,-0.014304714552616995,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,118828,113,31,1.0,5352.615968565454,False,-0.025236197478678474,0.6666666666666666,508792,0.0,0.0,16,0,0,16,6,6.0,15,31,32,183.0,180.0,11,20,32,2367,2.273529383004643,181.05399170110468
38,32,0,0,0,10.0,20,10.0,19.930038224860322,68,17.544117647058822,34.363137567149685,47,28.319148936170212,40.999999999999986,12,41.0,8,3.043000000000001,62521,2,10,1.0,219.30038224860323,False,0.07712740671971079,50,8.863000000000001,40495.0,397,0,0.0,3970.0,False,-0.2694252399133216,0,0.2,79241,564,105,1.0,14848.67100337194,False,-0.028622429060110834,0,0.29900000000000004,82024,406,124,1.0,12352.624577619852,False,-0.01141783377072225,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,117989,150,29,1.0,6343.470635072452,False,-0.027992496449769578,0.6666666666666666,506920,0.0,0.0,19,0,0,11,7,6.888888888888889,23,34,31,183.0,198.0,11,21,31,2284,2.4249212599825114,183.4789129610872
39,31,0,0,0,10.0,20,10.0,19.94943524204023,26,20.307692307692307,34.36402680573652,38,34.36842105263158,40.999999999999986,13,41.0,6,3.0950000000000006,62751,0,10,1.0,199.49435242040232,False,0.0809126539436969,10,8.913000000000002,40200.0,409,0,0.0,4090.0,False,-0.2734667904928972,0,0.2,79907,567,85,1.0,14232.272060724415,False,-0.0246120665961039,0,0.29900000000000004,82136,409,126,1.0,12489.186391517256,False,-0.00939717777873963,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000003,117216,178,26,1.0,7182.796771421101,False,-0.030827128875166077,0.6666666666666666,506860,0.0,0.0,20,0,0,13,3,2.75,23,36,30,190.0,181.0,12,19,30,2263,2.257792018004693,185.73670497909188
40,30,0,0,0,9.999999999999998,20,10.0,19.77978222867304,35,17.571428571428573,34.36402680573652,0,,40.999999999999986,7,41.0,0,3.0890000000000004,62611,4,20,1.0,435.5956445734608,False,0.08053516703275773,35,9.253000000000002,39810.0,415,0,0.0,4149.999999999999,False,-0.2796581020190555,0,0.2,79862,562,95,1.0,14380.820159059218,False,-0.024283952078261235,0,0.29900000000000004,81566,429,136,1.0,13159.0342216809,False,-0.012031998667991721,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,117503,168,29,1.0,6962.156503363734,False,-0.0294097212059216,0.6666666666666666,506002,0.0,0.0,16,0,0,14,2,2.0,21,35,25,201.0,143.0,12,18,25,487,2.0977659259806387,187.83447090507252
41,25,0,0,0,9.999999999999998,20,10.0,19.56700439244345,44,17.431818181818183,35.7505183429423,23,48.0,40.99999999999999,8,41.0,0,3.0890000000000004,63053,4,11,1.0,255.23704831687797,False,0.08658581027342274,25,9.468000000000002,39125.0,425,0,0.0,4249.999999999999,False,-0.2905788876276958,0,0.2,79190,586,105,1.0,15220.068999980804,False,-0.027112672188766916,0,0.29900000000000004,82575,429,123,1.0,12791.558640540145,False,-0.0027821504357808265,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,116727,181,31,1.0,7741.843820072556,False,-0.032507646128870575,0.6666666666666666,505320,0.0,0.0,16,0,0,5,5,5.0,25,30,25,147.0,122.0,9,16,25,2174,1.958532505959738,189.79300341103226
42,25,0,0,0,9.999999999999998,20,10.0,19.60231247075729,74,19.810810810810814,35.7505183429423,0,,41.0,9,41.0,18,3.269000000000001,63250,7,10,1.0,266.0231247075729,False,0.09006658346840343,45,9.893000000000002,38050.0,432,0,0.0,4319.999999999999,False,-0.3084648987032642,0,0.2,78004,640,115,1.0,16656.78959072303,False,-0.03235415331530825,0,0.29900000000000004,82295,429,133,1.0,13164.210989566203,False,-0.003832081789942727,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,117096,171,32,1.0,7425.338636643133,False,-0.030816932865450716,0.6666666666666666,503345,0.0,0.0,14,0,0,9,7,6.8,23,32,27,132.0,128.0,9,16,27,830,2.0987304659793153,191.89173387701157
43,27,0,0,0,9.999999999999998,20,10.0,19.363887310859077,43,16.813953488372093,35.96729021311947,4,47.0,41.0,6,41.0,8,3.331000000000001,63489,6,10,1.0,253.63887310859076,False,0.09407043367650905,25,10.098,37340.0,443,0,0.0,4429.999999999999,False,-0.31972964606335774,0,0.2,77554,663,121,1.0,17190.299402887023,False,-0.03440803302610974,0,0.29900000000000004,82210,429,143,1.0,13450.430156834629,False,-0.003180767791419836,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,117154,165,36,1.0,7410.6028851647125,False,-0.030410738527217415,0.6666666666666666,502397,0.0,0.0,16,0,0,18,6,5.888888888888889,15,33,29,132.0,144.0,9,18,29,895,1.9912899130140431,193.88302379002562
44,29,0,0,0,9.999999999999998,20,10.0,18.729985049111665,30,9.166666666666666,37.21908789559335,28,45.57142857142857,41.0,9,41.0,0,3.3230000000000013,63369,8,20,1.0,454.5997009822333,False,0.09373473412601238,30,10.373000000000001,36490.0,451,0,0.0,4509.999999999999,False,-0.3336600969972139,0,0.2,78602,658,107,1.0,16306.772567143962,False,-0.027613106136899344,0,0.29900000000000004,82163,444,149,1.0,13861.757458248987,False,-0.0014024061116522794,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,116247,183,37,1.0,8328.093084893582,False,-0.034006846831553965,0.6666666666666666,501521,0.0,0.0,19,0,0,10,6,6.0,18,28,29,108.0,159.0,6,23,29,1845,1.7909107420127839,195.6739345320384
45,29,0,0,0,10.0,20,10.0,18.51707638711291,57,16.89473684210526,37.70930396000824,13,45.0,41.0,11,41.0,2,3.343000000000001,63871,7,10,1.0,255.17076387112908,False,0.10065327592500879,35,10.693000000000003,35405.0,462,0,0.0,4620.0,False,-0.3513741271970557,0,0.2,78718,674,104,1.0,16402.27709675496,False,-0.02577770936260797,0,0.29900000000000004,81669,465,159,1.0,14606.219849648813,False,-0.00276723652109513,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,116113,186,36,1.0,8489.930536561533,False,-0.034432689384029165,0.6666666666666666,500426,0.0,0.0,17,0,0,10,8,7.181818181818182,22,32,27,183.0,129.0,11,18,27,1555,1.9684869289631024,197.6424214610015
46,27,0,0,0,10.0,20,10.0,18.301206041167784,48,16.312499999999996,36.75946497679399,15,25.0,41.0,11,41.0,8,3.421000000000001,64110,6,10,1.0,243.01206041167785,False,0.10465906563144224,30,10.958000000000004,34520.0,473,0,0.0,4730.0,False,-0.36564853988236506,0,0.2,78963,679,99,1.0,16065.705934655532,False,-0.024917865394952127,0,0.29900000000000004,81016,488,169,1.0,15143.338129168063,False,-0.007076193808672726,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,116189,191,35,1.0,8456.057810567652,False,-0.0339588535476629,0.6666666666666666,499448,0.0,0.0,21,0,0,12,7,6.888888888888889,19,31,26,150.0,126.0,10,17,26,1278,2.125664507970214,199.76808596897172
47,26,0,0,0,10.0,20,10.0,17.661344619501826,70,13.628571428571428,37.81084696952661,26,45.11538461538461,41.0,10,41.0,8,3.4930000000000008,64330,6,10,1.0,236.61344619501824,False,0.1083876229336069,52,11.448000000000004,32509.0,483,0,0.0,4830.0,False,-0.3993739896123551,0,0.2,78584,708,106,1.0,16512.18176937711,False,-0.026663705212022576,0,0.29900000000000004,81614,509,156,1.0,14888.11653857258,False,-0.0018038952545276746,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000003,115426,207,35,1.0,9261.845322692008,False,-0.03684779252831123,0.6666666666666666,497113,0.0,0.0,22,0,0,16,12,11.88888888888889,18,34,21,186.0,117.0,12,14,21,2035,1.7564121700124815,201.5244981389842
48,21,0,0,0,10.0,20,10.0,17.325129056814884,39,13.35897435897436,37.71345934619186,38,37.23684210526316,40.99999999999999,9,41.0,0,3.4850000000000008,64501,5,11,1.0,240.57641962496373,False,0.11136257369058031,30,11.696000000000003,31614.0,494,0,0.0,4940.0,False,-0.4138203831733911,0,0.2,79198,713,92,1.0,15822.455277358664,False,-0.023647119574537506,0,0.29900000000000004,81894,523,152,1.0,14793.488317335348,False,0.0008041354270690358,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,114380,235,36,1.0,10338.662946355087,False,-0.040919924001784624,0.6666666666666666,496237,0.0,0.0,20,0,0,10,6,6.0,20,30,25,147.0,96.0,9,12,25,2245,1.8480327650322579,203.37253090401646
49,25,0,0,0,10.0,20,10.0,17.422478471672623,119,17.789915966386555,37.71345934619186,0,,40.999999999999986,11,41.0,29,3.775000000000001,64594,7,10,1.0,244.22478471672622,False,0.11299336828601048,79,12.456000000000001,28182.0,502,0,0.0,5020.0,False,-0.4721562962198603,0,0.2,78493,738,102,1.0,16704.561965405963,False,-0.026605532647720944,0,0.29900000000000004,80482,597,162,1.0,16510.800061671638,False,-0.005397953005124215,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,114831,225,35,1.0,9920.528352893169,False,-0.03897902786645342,0.6666666666666666,491232,0.0,0.0,18,0,0,12,15,14.9,21,33,28,162.0,108.0,9,16,28,941,1.7839019279927015,205.15643283200916
50,28,0,0,0,10.0,20,10.0,17.642193957271328,96,18.8125,39.25427927817588,37,47.648648648648646,40.99999999999999,7,41.0,26,4.006000000000001,64696,8,10,1.0,256.4219395727133,False,0.11485245708709724,60,12.977000000000004,26167.0,511,0,0.0,5110.0,False,-0.5060365287380043,0,0.2,77415,781,112,1.0,18175.032759784604,False,-0.030447366817692396,0,0.29900000000000004,81517,630,135,1.0,16413.90989563468,False,0.0056597243615972275,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,113355,252,38,1.0,11450.078378100321,False,-0.04468480393862685,0.6666666666666666,487800,0.0,0.0,22,0,0,13,11,10.88888888888889,17,30,29,144.0,135.0,8,20,29,2502,1.7859276929521002,206.94236052496126
51,29,0,0,0,10.000000000000002,20,10.0,17.61571130062768,43,17.27906976744186,38.881823381217444,51,37.31372549019608,40.99999999999999,13,41.0,8,4.0600000000000005,64925,8,10,1.0,256.1571130062768,False,0.11878854188599629,25,13.167000000000005,25487.0,521,0,0.0,5210.000000000001,False,-0.5168713239087813,0,0.2,77802,804,99,1.0,18012.332400445182,False,-0.027021529044008643,0,0.29900000000000004,82290,630,117,1.0,15647.07145499788,False,0.010026291793215979,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,111985,293,35,1.0,12827.374250696712,False,-0.05015092558886197,0.6666666666666666,487139,0.0,0.0,20,0,0,12,6,5.888888888888889,21,33,34,159.0,126.0,12,17,34,2897,1.9443250219919719,208.88668554695323
52,34,0,0,0,10.000000000000002,20,10.0,17.270521488513108,45,13.2,39.86881218692552,46,45.0,40.99999999999999,11,41.0,1,4.062000000000001,65060,13,10,1.0,302.7052148851311,False,0.12151055287453252,34,13.482000000000005,24475.0,526,0,0.0,5260.000000000001,False,-0.5338458363429986,0,0.2,79787,804,63,1.0,16397.234444540845,False,-0.013824216565188816,0,0.29900000000000004,81781,655,127,1.0,16375.530722715626,False,0.008403651255425582,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,110366,329,34,1.0,14510.839209498496,False,-0.05638652543321906,0.6666666666666666,486119,0.0,0.0,16,0,0,17,8,7.090909090909091,19,36,29,192.0,180.0,14,20,29,2721,3.5193421169533394,212.40602766390657
53,29,0,0,0,10.000000000000002,20,10.0,16.97894060639698,92,15.336956521739133,40.116206938379634,13,45.0,40.99999999999999,9,41.0,8,4.141000000000001,65298,13,10,1.0,299.7894060639698,False,0.12557862454910027,74,14.188000000000004,21396.0,536,0,0.0,5360.000000000001,False,-0.5859388436005916,0,0.2,79361,823,73,1.0,16902.151225566427,False,-0.015769335984675757,0,0.29900000000000004,81381,708,124,1.0,16995.499609688137,False,0.007394723151392205,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,110150,332,35,1.0,14753.580703542038,False,-0.05714568510412337,0.6666666666666666,482236,0.0,0.0,19,0,0,14,12,11.88888888888889,17,31,27,168.0,129.0,11,18,27,1415,1.7614264449803159,214.1674541088869
54,27,0,0,0,10.000000000000002,20,10.0,17.10574580190697,13,22.46153846153846,39.12216876982987,10,15.0,40.99999999999999,13,41.0,0,4.133000000000001,65450,13,11,1.0,318.1632038209767,False,0.12835073095157848,4,14.154000000000005,21241.0,546,0,0.0,5460.000000000001,False,-0.5877446427957211,0,0.2,79069,826,83,1.0,17376.486040271036,False,-0.01638392023968531,0,0.29900000000000004,81531,698,124,1.0,16790.95949718997,False,0.007929698254799786,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,110533,332,32,1.0,14300.560031583516,False,-0.05589025258089248,0.6666666666666666,482474,0.0,0.0,19,0,0,12,2,2.0,20,32,20,120.0,107.0,10,17,20,1135,1.7191495950100943,215.88660370389698
55,20,0,0,0,10.000000000000002,20,10.0,16.92909445786105,9,7.0,39.12216876982987,0,,40.99999999999999,8,41.0,0,4.133000000000001,65380,10,21,1.0,455.51098361508207,False,0.1283279243938972,9,14.240000000000002,20947.0,559,0,0.0,5590.000000000001,False,-0.5916830048498607,0,0.2,79069,816,93,1.0,17452.5027732088,False,-0.015957908219051964,0,0.29900000000000004,81468,697,134,1.0,17041.949452286353,False,0.00863016539238477,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000003,110861,322,34,1.0,13991.338343885218,False,-0.054499244509084624,0.6666666666666666,482375,0.0,0.0,18,0,0,10,2,2.0,19,29,22,90.0,89.0,5,15,22,528,1.521563961985521,217.4081676658825
56,22,0,0,0,10.000000000000002,20,10.0,17.094986159146757,54,18.51851851851852,39.46437455872575,37,41.567567567567565,40.99999999999999,7,41.0,6,4.1930000000000005,65907,10,10,1.0,270.9498615914676,False,0.1358042673751546,27,14.501000000000001,20177.0,569,0,0.0,5690.000000000001,False,-0.6040656279021773,0,0.2,79921,815,80,1.0,17089.563684402667,False,-0.008442351492380132,0,0.29900000000000004,81154,732,130,1.0,17643.898561129772,False,0.008484171315133453,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,109610,349,37,1.0,15290.066720995288,False,-0.05932584548337226,0.6666666666666666,481419,0.0,0.0,17,0,0,10,8,7.666666666666666,19,29,22,126.0,120.0,7,15,22,2538,1.505774793040473,218.91394245892297
57,22,0,0,0,10.000000000000002,20,10.0,16.72930280633442,47,13.106382978723405,39.18311140767142,16,35.0,40.99999999999999,9,41.0,1,4.197000000000001,66133,7,10,1.0,237.2930280633442,False,0.13940161858135852,36,14.834000000000003,18986.0,582,0,0.0,5820.000000000001,False,-0.6234306745089946,0,0.2,79357,846,90,1.0,17679.470200849348,False,-0.011457928239224001,0,0.29900000000000004,81662,728,124,1.0,17037.638257562714,False,0.010780429379183283,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,109419,355,38,1.0,15468.004549723353,False,-0.060144386082136576,0.6666666666666666,480207,0.0,0.0,19,0,0,12,9,8.09090909090909,19,31,17,117.0,98.0,9,13,17,1129,1.5132044480415061,220.42714690696448
58,17,0,0,0,10.000000000000002,20,10.0,16.44362333700368,101,15.138613861386139,38.81601807017576,44,36.90909090909091,40.99999999999999,13,41.0,24,4.436000000000001,66267,7,10,1.0,234.4362333700368,False,0.14168159661343893,67,15.468000000000004,15930.0,592,0,0.0,5920.000000000001,False,-0.6751281257524163,0,0.2,79422,884,82,1.0,17719.076511665662,False,-0.0105074226808995,0,0.29900000000000004,81692,771,108,1.0,16870.163544408817,False,0.010178120940656152,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,108328,389,35,1.0,16534.43102929837,False,-0.06461920966988219,0.6666666666666666,476289,0.0,0.0,26,0,0,10,18,17.88888888888889,14,24,17,72.0,69.0,4,13,17,2609,1.3385072379605845,221.76565414492507
59,17,0,0,0,10.000000000000002,20,10.0,16.453862471172947,134,16.49253731343284,38.81601807017576,0,,40.99999999999999,8,41.0,31,4.722000000000001,66274,8,10,1.0,244.53862471172948,False,0.14188885413194152,93,16.331000000000007,11107.0,601,0,0.0,6010.000000000001,False,-0.757300588174595,0,0.2,78672,925,92,1.0,18790.896448291147,False,-0.012907024017915804,0,0.29900000000000004,80232,844,118,1.0,18467.35005795071,False,0.0027648262026626,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,108656,379,37,1.0,16228.270848596612,False,-0.06321592118493136,0.6666666666666666,469591,0.0,0.0,16,0,0,9,20,19.666666666666664,25,34,20,105.0,36.0,10,7,20,731,1.3546632790239528,223.12031742394902
60,20,0,0,0,10.000000000000002,20,10.0,15.56342576389825,71,8.338028169014084,39.476214334930354,19,48.0,40.99999999999999,11,41.0,0,4.691000000000002,66234,2,20,1.0,331.268515277965,False,0.14194672475559775,71,16.948000000000004,7682.0,617,0,0.0,6170.000000000001,False,-0.8148281911051491,0,0.2,78427,945,102,1.0,18734.01120904674,False,-0.015971871411657103,0,0.29900000000000004,80797,875,109,1.0,17920.904905918378,False,0.00603517695736544,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,108195,388,36,1.0,16792.771161952976,False,-0.06464993517066592,0.6666666666666666,465985,0.0,0.0,17,0,0,8,15,15.0,19,27,22,72.0,63.0,4,16,22,1563,1.2468958860263228,224.36721330997534
61,22,0,0,0,10.000000000000002,20,10.0,15.28069502211354,95,13.54736842105263,39.03699353055224,13,31.0,40.99999999999999,11,41.0,5,4.741000000000001,66716,3,10,1.0,182.8069502211354,False,0.14895957546710978,70,17.577000000000005,4407.0,626,0,0.0,6260.000000000001,False,-0.8703780139648472,0,0.2,77862,971,108,1.0,19053.55016777189,False,-0.020513847006960958,0,0.29900000000000004,80478,924,110,1.0,18413.431488793656,False,0.005219916658972099,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,108243,391,35,1.0,16698.464470445924,False,-0.06464314291838774,0.6666666666666666,462356,0.0,0.0,23,0,0,10,15,14.555555555555555,18,28,30,126.0,60.0,7,15,30,1509,1.4737673649797216,225.84098067495506
62,30,0,0,0,10.000000000000002,20,10.0,14.601708367156393,93,10.150537634408604,39.06769595796403,1,46.0,40.99999999999999,0,,0,4.7360000000000015,66830,4,12,1.0,215.22050040587672,False,0.15119888298770232,85,18.357000000000006,-138.0,635,0,0.0,6350.000000000001,False,-0.9477694080418257,0,0.2,77335,1015,118,1.0,19430.722115703495,False,-0.024306918281400212,0,0.29900000000000004,80107,953,119,1.0,18564.483892897762,False,0.0019081355591172011,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,108197,382,45,1.0,16768.859855942257,False,-0.06472980402750801,0.6666666666666666,456981,0.0,0.0,13,0,0,8,17,17.0,27,35,38,208.0,66.0,13,17,38,470,1.7323303680168465,227.5733110429719
63,38,0,0,0,10.0,20,10.0,14.191849079828744,74,10.68918918918919,39.900966267549926,21,48.0,40.99999999999999,0,,0,4.7360000000000015,67011,2,13,1.0,204.49403803777366,False,0.15421949951877842,65,18.922000000000004,-12754.0,647,0,0.0,6470.0,False,-1.1637085956041688,0,0.2,77040,1040,128,1.0,19866.846725268286,False,-0.025169264813165976,0,0.29900000000000004,80619,982,108,1.0,18245.70015328722,False,0.005860299674325027,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000003,107189,393,55,1.0,17936.07974314712,False,-0.0681344575084351,0.6666666666666666,443755,0.0,0.0,6,0,0,12,18,597.8166666666666,21,33,36,201.0,138.0,12,26,36,1349,1.889057053020224,229.46236809599213
64,36,0,0,1,10.0,15,10.0,14.191849079828744,0,,40.72666570907233,23,48.0,40.99999999999999,0,,0,4.7360000000000015,66901,3,23,1.0,356.4125288360611,False,0.15363406364011326,0,18.857000000000003,-71301.83333333333,651,0,0.0,6510.0,True,-2.1702753987089967,0,0.2,78144,1030,115,1.0,19301.171108766925,False,-0.01596537111620325,0,0.29900000000000004,80619,972,118,1.0,18600.22385926407,False,0.007847116977684566,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,106085,406,65,1.0,19200.026277883364,False,-0.07192127445694602,0.6666666666666666,456399,0.0,0.125,7,0,0,11,14,16210.516666666666,21,32,30,150.0,138.0,10,26,30,1214,1.7056217329809442,231.16798982897308
65,30,0,0,0,10.0,11,10.0,14.159139305849086,5,10.0,40.757411322185185,1,47.0,40.99999999999999,0,,0,4.7360000000000015,66841,4,28,1.0,436.45590056377443,False,0.1532904748440458,0,18.857000000000003,-71301.83333333333,651,0,0.0,6510.0,True,-2.1702753987089967,0,0.2,78141,1025,124,1.0,19567.036792446277,False,-0.014509035113337534,0,0.29900000000000004,80619,962,128,1.0,18838.040661466526,False,0.009179886915716052,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,106038,397,75,1.0,19255.692294907516,False,-0.07207504093498787,0.6666666666666666,456289,0.0,0.125,7,0,0,11,11,26749.1875,12,23,26,114.0,96.0,8,22,26,207,1.539518789970316,232.7075086189434
66,26,0,0,0,10.0,7,10.0,14.081290916968323,11,10.0,40.86917216073624,4,46.0,40.99999999999999,0,,0,4.7360000000000015,66881,1,27,1.0,390.1948547581447,False,0.15358059758846831,0,18.857000000000003,-71301.83333333333,651,0,0.0,6510.0,True,-2.1702753987089967,0,0.2,78245,1023,130,1.0,19718.152988954305,False,-0.012496480632184278,0,0.29900000000000004,80589,955,138,1.0,19087.57858388635,False,0.010242092961624498,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,105854,391,85,1.0,19464.84631484787,False,-0.07271220892560018,0.6666666666666666,456219,0.0,0.125,8,0,0,17,13,46953.373611111114,4,21,14,111.0,57.0,7,19,14,364,1.6147219170234166,234.3222305359668
67,14,0,0,0,10.0,16,10.0,14.331524454376632,11,26.363636363636363,40.86917216073624,0,,40.99999999999999,0,,0,4.7360000000000015,67011,7,26,1.0,442.61963581379246,False,0.15626715196070048,0,18.857000000000006,-71301.83333333333,651,0,0.0,6510.0,True,-2.1702753987089967,0,0.2,78235,1014,140,1.0,20253.84989924098,False,-0.00960641848013891,0,0.29900000000000004,80309,955,148,1.0,19735.24333371865,False,0.010733382652342282,0,0.2,124650,0,0,0.0,0.0,False,0.0,0,0.8300000000000001,105854,381,95,1.0,19466.154593240506,False,-0.07270696111816888,0.6666666666666666,456059,0.0,0.125,12,0,0,14,3,7133.1833333333325,5,19,16,32.0,30.0,4,10,16,450,1.381541514012497,235.7037720499793
