index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,18,0,0,0,10.0,11,10.0,2.617129137362087,41,1.3414634146341464,14.464236786201411,17,16.235294117647058,35.00000000000001,20,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,41,9.034000000000002,9613.0,294,0,0.0,2940.0,False,-0.7360876294797,0,0.2,66356,0,100,0.2,1446.4236786201411,False,0.028144196914765846,14,6.514000000000002,40672,849,0,0.0,2221.942637620412,False,-0.35957924499470895,3,0.43700000000000006,93329,0,7,0.7,245.00000000000006,False,0.05429325691851217,9,2.783000000000001,77995,495,0,0.0,7159.797209169698,False,-0.07969518378383281,0.15,330275,0.0,0.0,12,0,0,4,14,13.5,21,25,18,133.0,30.0,8,10,18,463,1.2217430830351077,69.5801151591586
31,18,0,0,0,10.0,10,10.0,2.617129137362087,0,,14.394209255907287,28,13.928571428571429,35.00000000000001,20,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,0,8.993,9513.0,304,0,0.0,3040.0,False,-0.737278247410406,0,0.2,66428,0,98,0.0,1410.6325070789142,False,0.028973472304146826,26,6.760000000000002,39940,849,0,0.0,2221.942637620412,False,-0.37079883943395914,0,0.43400000000000005,93466,0,7,0.7,245.00000000000006,False,0.055838851972607996,13,2.9040000000000012,77505,516,0,0.0,7427.41197604816,False,-0.08371364762661938,0.11666666666666665,329162,0.0,0.0,11,0,0,7,10,10.0,18,25,16,139.0,30.0,8,10,16,417,1.1544200400239788,70.73453519918257
32,16,0,0,0,10.0,8,10.0,2.617129137362087,0,,14.29229338661199,33,13.696969696969697,35.0,20,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,0,8.993,9433.0,312,0,0.0,3120.0,False,-0.7382307417549708,0,0.2,66536,0,95,0.0,1357.767871728139,False,0.030223685849272243,30,7.034000000000002,39023,849,0,0.0,2221.942637620412,False,-0.3848539871126373,4,0.47400000000000003,93503,2,10,1.0,378.584586773224,False,0.05700980712086787,9,2.9810000000000008,77108,537,0,0.0,7674.961548610639,False,-0.08679609681623976,0.16666666666666666,327913,0.0,0.0,10,0,0,4,12,11.5,22,26,17,103.0,30.0,6,10,17,398,1.0744712030282244,71.8090064022108
33,17,0,0,0,10.0,12,10.0,2.5335155905367444,24,1.4583333333333333,14.288593752732979,13,14.23076923076923,35.0,20,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,24,9.233000000000002,8702.0,324,0,0.0,3240.0,False,-0.7542088343850458,0,0.2,66564,0,98,0.4,1400.2821877678318,False,0.030978665816775913,12,7.124000000000002,38757,869,0,0.0,2201.625048176431,False,-0.38908675989626146,3,0.5,93793,0,3,0.3,105.0,False,0.05873825291350308,7,3.042000000000001,76879,549,0,0.0,7844.437970250406,False,-0.08842361731150843,0.11666666666666665,327005,0.0,0.0,10,0,0,4,11,10.5,22,26,15,140.0,27.0,8,9,15,436,1.104557509010192,72.91356391122099
34,15,0,0,0,10.0,8,10.0,2.580422778569211,43,2.9069767441860463,14.476937359771913,28,15.785714285714286,35.0,20,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,43,9.639000000000003,7727.0,332,0,0.0,3320.0,False,-0.7764733896892487,0,0.2,66700,0,98,0.4,1418.7398612576476,False,0.03320463391672391,24,7.352000000000003,37994,908,0,0.0,2343.0238829408436,False,-0.3996978688676115,7,0.5670000000000002,93658,0,10,1.0,350.0,False,0.0585972314669615,10,3.1350000000000007,76480,567,0,0.0,8208.423482990675,False,-0.09087183134404338,0.2333333333333333,324869,0.0,0.0,8,0,0,6,12,12.0,20,26,16,98.0,27.0,6,9,16,329,1.0266354259802029,73.9401993372012
35,16,0,0,0,10.0,8,10.0,2.6789179587756826,26,3.8461538461538463,14.38874983193945,12,12.916666666666666,35.0,20,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,26,9.856000000000002,7061.0,340,0,0.0,3400.0,False,-0.7913799261816883,0,0.2,66736,0,97,0.0,1395.7087336981267,False,0.033579914578561076,11,7.438000000000003,37667,934,0,0.0,2502.1093734964875,False,-0.4034907241121923,4,0.6000000000000001,93819,2,10,1.0,378.77749966387887,False,0.060575917483635174,6,3.185000000000001,76418,567,0,0.0,8158.4211547096675,False,-0.09185335374547503,0.16666666666666666,324011,0.0,0.0,10,0,0,6,9,8.5,20,26,16,137.0,24.0,8,8,16,431,1.0570117909810506,74.99721112818224
36,16,0,0,0,10.0,11,10.0,2.998302014828522,24,7.0,14.009547163101448,48,12.500000000000002,35.0,20,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,24,10.070000000000002,6555.0,351,0,0.0,3510.0,False,-0.8021192999166568,0,0.2,66836,0,98,0.4,1372.935621983942,False,0.03493812073313577,45,7.8770000000000024,35714,954,0,0.0,2860.38012214641,False,-0.4306793056561899,1,0.6060000000000001,93994,4,10,1.0,406.0381886524058,False,0.0627039914070127,9,3.269000000000001,75882,603,0,0.0,8447.756939350173,False,-0.09626825133772852,0.2333333333333333,321291,0.0,0.0,12,0,0,6,12,11.333333333333334,19,25,16,134.0,24.0,8,8,16,498,1.0438240590156056,76.04103518719785
37,16,0,0,0,10.0,14,10.0,2.998302014828522,0,,13.621026349982323,38,11.421052631578947,35.0,20,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,0,10.046000000000003,6415.0,365,0,0.0,3650.0,False,-0.8037861650196452,0,0.2,66896,0,92,0.0,1253.1344241983736,False,0.03493964428519811,32,8.152000000000001,34682,954,0,0.0,2860.38012214641,False,-0.4464970945377557,3,0.6350000000000001,94107,12,10,1.0,513.4523161997879,False,0.06458473310957806,7,3.3300000000000014,75586,623,0,0.0,8485.899416038987,False,-0.09939248290233983,0.16666666666666666,319996,0.0,0.0,13,0,0,5,10,10.0,21,26,14,124.0,24.0,8,8,14,550,1.0055282009998336,77.04656338819768
38,14,0,0,0,10.0,7,10.0,2.8543513932928866,27,1.2962962962962963,13.750417537706063,42,14.452380952380953,35.0,20,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,27,10.316000000000003,5591.0,372,0,0.0,3720.0,False,-0.8225741159661865,0,0.2,67032,0,94,0.6,1292.53924854437,False,0.037326144172894975,38,8.500000000000002,33347,975,0,0.0,2782.9926084605645,False,-0.4675521311982851,0,0.6320000000000001,94244,7,13,1.0,551.2529227639425,False,0.06634355601238694,13,3.4530000000000016,74882,660,0,0.0,9075.275574886002,False,-0.10401022363245294,0.26666666666666666,317406,0.0,0.0,11,0,0,7,16,16.0,21,28,18,151.0,15.0,9,5,18,459,1.9916259820456617,79.03818937024334
39,18,0,0,0,10.0,9,10.0,2.8060869386226406,11,1.5454545454545454,13.414262756079152,45,11.6,35.0,20,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,11,10.399000000000003,5271.0,381,0,0.0,3810.0,False,-0.8291225145850697,0,0.2,67131,0,88,0.3,1180.4551225349653,False,0.037984573996712075,36,8.822000000000001,32104,983,0,0.0,2758.3834606660557,False,-0.48679257958197775,0,0.6320000000000001,94589,1,12,1.0,433.41426275607915,False,0.06957103680522154,9,3.5300000000000007,74288,701,0,0.0,9403.398192011486,False,-0.10886066972770739,0.21666666666666667,315693,0.0,0.0,12,0,0,6,12,12.0,20,26,16,135.0,30.0,8,10,16,583,1.1934808109654114,80.23167018120876
40,16,0,0,0,10.0,8,10.0,2.898868921090876,9,5.666666666666667,13.455922764749872,18,14.055555555555555,35.0,20,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,9,10.478000000000003,5047.0,389,0,0.0,3890.0,False,-0.8335039885700679,0,0.2,67200,0,87,0.1,1170.6652805332387,False,0.03896713272330539,16,8.946000000000002,31672,991,0,0.0,2872.779100801058,False,-0.4925372905844224,0,0.6320000000000001,94744,0,15,1.0,525.0,False,0.07183632486828596,13,3.651000000000001,73919,710,0,0.0,9553.705162972408,False,-0.11217576257080734,0.18333333333333335,314892,0.0,0.0,8,0,0,7,12,12.0,18,25,17,110.0,27.0,7,9,17,397,1.126851732027717,81.35852191323647
41,17,0,0,0,10.0,12,10.0,2.748003153869279,37,1.7297297297297298,13.337995964711356,16,11.5,35.0,20,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,37,10.839000000000002,3906.0,401,0,0.0,4010.0,False,-0.8592451482319323,0,0.2,67199,0,88,0.1,1173.7436448945994,False,0.038975396938327446,16,9.090000000000002,31242,1027,0,0.0,2822.199239023749,False,-0.4995156626839374,0,0.6320000000000001,95079,0,9,0.5,315.0,False,0.07443111948465123,9,3.728000000000001,73670,721,0,0.0,9616.695090556886,False,-0.11462959255769528,0.09999999999999999,313406,0.0,0.0,10,0,0,8,12,12.0,19,27,16,123.0,27.0,8,9,16,505,1.1005121269845404,82.45903404022101
42,16,0,0,0,10.0,8,10.0,2.664168991204381,13,1.0,13.23600166480149,10,10.8,35.0,20,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,13,10.932000000000002,3536.0,409,0,0.0,4090.0,False,-0.8671032265745923,0,0.2,67194,0,93,0.5,1230.9481548265385,False,0.03933715613036289,10,9.174000000000001,31021,1035,0,0.0,2757.414905896534,False,-0.5033994841906677,3,0.6620000000000001,95297,0,7,0.7,245.0,False,0.0764956734620201,8,3.7990000000000013,73543,724,0,0.0,9582.865205316279,False,-0.11625320002867653,0.19999999999999998,312901,0.0,0.0,8,0,0,7,10,10.0,17,24,16,104.0,30.0,6,10,16,395,1.0241222549811937,83.4831562952022
43,16,0,0,0,10.0,8,10.0,2.664168991204381,0,,13.202750295693388,17,12.764705882352942,35.0,20,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,0,10.919,3456.0,417,0,0.0,4170.0,False,-0.8680557209191571,0,0.2,67230,0,92,0.0,1214.6530272037917,False,0.03976405918798782,16,9.324000000000003,30636,1035,0,0.0,2757.414905896534,False,-0.5093005003916395,1,0.669,95445,0,9,0.9,315.0,False,0.07856022743938898,12,3.911000000000001,73240,732,0,0.0,9664.41321644756,False,-0.1192115591531517,0.15,312317,0.0,0.0,7,0,0,2,9,8.5,26,28,14,136.0,24.0,8,8,14,326,1.022289833985269,84.50544612918748
44,14,0,0,0,10.0,11,10.0,2.630745700686585,5,1.0,13.188819038437849,16,13.0,35.0,20,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,5,10.969000000000003,3246.0,428,0,0.0,4280.0,False,-0.8717466365043458,0,0.2,67329,0,89,0.5,1173.8048944209686,False,0.040968417258717096,8,9.388000000000003,30508,1035,0,0.0,2722.8218002106155,False,-0.5115275063975399,0,0.6680000000000001,95690,0,2,0.0,70.0,False,0.07994223761549657,13,4.029000000000001,72821,748,0,0.0,9865.236640751511,False,-0.12280578164943474,0.08333333333333333,311904,0.0,0.0,9,0,0,5,9,9.0,21,26,14,120.0,21.0,7,7,14,459,0.9669612809666432,85.47240741015412
45,14,0,0,0,10.0,9,10.0,2.423329989114631,46,1.4130434782608696,12.96462955142559,57,12.140350877192983,35.0,20,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,46,11.424,1823.0,437,0,0.0,4370.0,False,-0.9045600666746041,0,0.2,67413,0,84,0.0,1089.0288823197495,False,0.04160621738975635,52,9.900000000000004,28198,1081,0,0.0,2619.619718232916,False,-0.5477245090030124,7,0.738,95484,4,10,1.0,401.85851820570235,False,0.07949017090787182,11,4.126000000000001,72175,791,0,0.0,10255.021975177642,False,-0.12789504633864535,0.16666666666666666,307403,0.0,0.0,7,0,0,2,19,19.0,24,26,14,117.0,21.0,7,7,14,244,0.972032918012701,86.44444032816682
46,14,0,0,0,10.0,8,10.0,2.417497920278379,1,1.0,13.046383523727222,73,13.315068493150685,35.0,20,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,1,11.387999999999998,1723.0,445,0,0.0,4450.0,False,-0.9059888081914513,0,0.2,67520,0,82,0.1,1069.8034489456322,False,0.04309890293936233,70,10.548,24459,1081,0,0.0,2613.3152518209276,False,-0.6050816543397688,0,0.7310000000000001,95416,15,13,1.0,650.6957528559083,False,0.08012666971003686,13,4.245000000000001,71302,843,0,0.0,10998.101310502048,False,-0.13355237925460553,0.18333333333333335,302730,0.0,0.0,11,0,0,7,18,18.0,23,30,18,158.0,15.0,9,5,18,433,1.02166181395296,87.46610214211978
47,18,0,0,0,10.0,11,10.0,2.417497920278379,0,,12.885994070076563,95,12.410526315789474,35.0,20,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,0,11.387,1613.0,456,0,0.0,4560.0,False,-0.907298487915228,0,0.2,67644,0,76,0.0,979.3355493258189,False,0.04430617498678653,89,11.368,18645,1081,0,0.0,2613.3152518209276,False,-0.6941946626318461,3,0.7610000000000001,95611,23,10,1.0,646.377863611761,False,0.08230224767659701,4,4.272000000000001,70325,920,0,0.0,11855.114544470438,False,-0.13974032567791578,0.16666666666666666,296148,0.0,0.0,14,0,0,7,16,15.5,23,30,15,141.0,27.0,9,9,15,654,1.027062454028055,88.49316459614784
48,15,0,0,0,10.0,11,10.0,2.430462745712084,5,3.0,12.862084988518145,50,12.7,35.0,20,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,5,11.437000000000001,1413.0,467,0,0.0,4670.0,False,-0.9107512799142755,0,0.2,67701,0,79,0.5,1016.1047140929335,False,0.045461618212627744,48,11.759000000000002,16674,1081,0,0.0,2627.3302281147626,False,-0.7242973941410208,0,0.758,95763,22,11,1.0,667.9658697473992,False,0.08413884334067055,11,4.378000000000001,69693,961,0,0.0,12360.463673965938,False,-0.144019767405059,0.25,293554,0.0,0.0,13,0,0,5,13,13.0,20,25,16,130.0,21.0,8,7,16,497,0.905153435014654,89.39831803116249
49,16,0,0,0,10.0,12,10.0,2.3504703754436265,49,2.020408163265306,12.761333976144353,112,12.446428571428571,35.0,20,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,49,11.922,323.0,479,0,0.0,4790.0,False,-0.9352780092868198,0,0.2,67806,0,77,0.1,982.6227161631152,False,0.046814391706107246,109,12.801000000000004,8200,1129,0,0.0,2653.681053875854,False,-0.8539791161206883,0,0.758,95793,37,10,1.0,822.1693571173411,False,0.08534713476639715,9,4.457000000000002,68541,1048,0,0.0,13373.878006999283,False,-0.15129977771071823,0.18333333333333335,282973,0.0,0.0,15,0,0,5,20,20.0,17,22,17,87.0,33.0,5,11,17,613,0.8515309270005673,90.24984895816306
50,17,0,0,0,10.0,12,10.0,3.4316556095689226,50,8.32,12.67688232416439,77,12.220779220779221,35.0,20,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,50,12.373000000000001,-625.0,491,0,0.0,4910.0,False,-0.9564233837361591,0,0.2,67867,0,80,0.5,1014.1505859331512,False,0.04799097670196919,75,13.442000000000004,3474,1174,0,0.0,4028.763685633915,False,-0.9158778437101764,0,0.758,95877,45,11,1.0,955.4597045873976,False,0.08704667079156697,11,4.558000000000002,67676,1107,0,0.0,14033.30873284998,False,-0.15733870681725887,0.25,276579,0.0,0.0,13,0,0,7,19,19.0,19,26,17,119.0,30.0,7,10,17,507,0.9091255030361935,91.15897446119925
51,17,0,0,0,10.0,10,10.0,3.4316556095689226,0,,12.673068244097536,56,12.642857142857142,35.0,20,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,0,12.323,-36960.0,501,0,0.0,5010.0,False,-1.8204548160495297,0,0.2,67939,0,78,0.0,988.4993230396078,False,0.04889796087733249,54,13.907000000000002,1078,1174,0,0.0,4028.763685633915,False,-0.9526020899894708,0,0.758,95897,54,13,1.0,1139.345685181267,False,0.08830957978531609,12,4.667000000000002,67066,1144,0,0.0,14497.990071247581,False,-0.16159935202761994,0.16666666666666666,237330,0.0,0.0,5,0,0,8,17,2034.875,19,27,16,120.0,27.0,8,9,16,352,0.8391298369970173,91.99810429819627
52,16,0,0,1,10.0,0,,3.4316556095689226,0,,12.521985638043068,65,11.476923076923077,35.0,20,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,0,12.323,-43395.166666666664,501,0,0.0,5010.0,True,-1.9736913124578321,0,0.2,67975,0,77,0.0,964.1928941293162,False,0.049263468066530626,64,14.493000000000004,-2151,1174,0,0.0,4028.763685633915,False,-1.002093989503595,0,0.758,96317,44,11,1.0,935.967368073895,False,0.09190067221016655,8,4.735000000000001,66223,1209,0,0.0,15139.08063639407,False,-0.16749353762793992,0.16666666666666666,270674,0.0,0.125,5,0,0,3,16,12137.338888888888,23,26,15,123.0,27.0,7,9,15,456,0.7917631900054403,92.78986748820171
53,15,0,0,0,10.0,0,,3.4316556095689226,0,,12.329182998485964,89,11.325842696629215,35.0,20,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,0,12.322999999999999,-43395.166666666664,501,0,0.0,5010.0,True,-1.9736913124578321,0,0.2,68011,0,76,0.0,937.0179078849333,False,0.049606991615076965,88,15.309000000000003,-8105,1174,0,0.0,4028.763685633915,False,-1.0933528218687527,0,0.758,96323,64,11,1.0,1174.0677119031016,False,0.09331145270086025,10,4.827000000000002,65427,1268,0,0.0,15633.404042080201,False,-0.17368537527453948,0.16666666666666666,263966,0.0,0.125,5,0,0,5,23,16657.813888888886,17,22,13,108.0,27.0,6,9,13,386,0.7679155149962753,93.55778300319798
54,13,0,0,0,10.0,0,,3.4316556095689226,0,,12.39072593150729,106,12.679245283018869,35.0,20,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,0,12.322999999999999,-43395.166666666664,501,0,0.0,5010.0,True,-1.9736913124578321,0,0.2,68151,0,67,0.0,830.1786374109885,False,0.05093403612196695,97,16.191000000000006,-15502,1174,0,0.0,4028.763685633915,False,-1.206728969501449,0,0.758,96399,76,11,1.0,1326.695170794554,False,0.0950298128972267,10,4.917000000000002,64232,1352,0,0.0,16752.261459397858,False,-0.18085570990535854,0.16666666666666666,255590,0.0,0.125,7,0,0,6,21,10146.538888888888,15,21,11,108.0,21.0,6,7,11,490,0.7342834569863044,94.29206646018429
55,11,0,0,0,10.0,0,,3.4316556095689226,0,,12.43826431677103,21,13.666666666666666,35.00000000000001,20,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,0,12.323,-43395.166666666664,501,0,0.0,5010.0,True,-1.9736913124578321,0,0.2,68187,0,66,0.0,820.925444906888,False,0.05141490615780159,20,16.294,-17220,1174,0,0.0,4028.763685633915,False,-1.23306129634111,0,0.758,96697,70,11,1.0,1255.678502173972,False,0.09799116924928067,10,5.0070000000000014,63871,1369,0,0.0,17027.98384965954,False,-0.18337309846873537,0.16666666666666666,253845,0.0,0.125,5,0,0,8,14,15925.56111111111,12,20,12,108.0,15.0,6,5,12,386,0.7446966309798881,95.03676309116418
56,12,0,0,0,10.0,0,,3.4316556095689226,0,,12.575776382283076,23,15.608695652173912,35.00000000000001,20,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,0,12.323000000000004,-43395.166666666664,501,0,0.0,5010.0,True,-1.9736913124578321,0,0.2,68295,0,63,0.0,792.2739120838338,False,0.05285068062538374,20,16.474000000000004,-19075,1174,0,0.0,4028.763685633915,False,-1.2614934653094285,0,0.758,96924,65,12,1.0,1237.4254648484,False,0.10044915592937875,11,5.107000000000002,63442,1387,0,0.0,17442.601842226624,False,-0.1858741533510834,0.16666666666666666,251896,0.0,0.125,8,0,0,7,12,8691.033333333333,13,20,12,72.0,24.0,4,8,12,423,0.7192160639679059,95.75597915513208
57,12,0,0,0,10.0,0,,3.4316556095689226,0,,12.678889803911737,10,17.6,35.00000000000001,20,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,0,12.323,-43395.166666666664,501,0,0.0,5010.0,True,-1.9736913124578321,0,0.2,68367,0,61,0.0,773.4122780386159,False,0.05380969819014012,8,16.534000000000002,-20729,1174,0,0.0,4028.763685633915,False,-1.2868448440013953,0,0.758,97167,57,13,1.0,1177.6967188229692,False,0.10285369148356233,11,5.206000000000001,63175,1395,0,0.0,17687.051276456874,False,-0.18750746693635484,0.16666666666666666,250290,0.0,0.125,6,0,0,3,12,16068.211666666666,11,14,12,72.0,24.0,4,8,12,387,0.6999149490147829,96.45589410414686
58,12,0,0,0,10.0,0,,3.4316556095689226,0,,12.792311334522593,18,15.555555555555555,35.00000000000001,10,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,0,12.323,-43395.166666666664,501,0,0.0,5010.0,True,-1.9736913124578321,0,0.2,68439,0,59,0.0,754.746368736833,False,0.05477021572227552,16,16.686000000000003,-22739,1174,0,0.0,4028.763685633915,False,-1.3176527467649102,0,0.758,97014,57,23,1.0,1534.161746067788,False,0.10313835752923534,10,5.295000000000001,62911,1403,0,0.0,17947.612802335196,False,-0.18901604935561545,0.16666666666666666,247935,0.0,0.125,2,0,0,6,12,12307.297222222222,13,19,12,72.0,24.0,4,8,12,72,0.6783390420023352,97.1342331461492
59,12,0,0,0,10.0,0,,3.4316556095689226,0,,12.904731468419987,2,36.0,35.00000000000001,10,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,0,12.323,-43395.166666666664,501,0,0.0,5010.0,True,-1.9736913124578321,0,0.2,68511,0,57,0.0,735.5696936999393,False,0.05572681892080334,0,16.67,-24558,1174,0,0.0,4028.763685633915,False,-1.3455331324001507,0,0.758,96978,48,33,1.0,1774.4271104841596,False,0.10408751853294916,10,5.385000000000002,62737,1404,0,0.0,18118.24298166166,False,-0.19001656730298366,0.16666666666666666,245978,0.0,0.125,2,0,0,5,10,13751.802777777777,13,18,12,72.0,24.0,4,8,12,72,0.6900295390514657,97.82426268520067
60,12,0,0,0,10.0,0,,3.4316556095689226,0,,13.009335043488013,14,15.785714285714286,35.00000000000001,10,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,0,12.323,-43395.166666666664,501,0,0.0,5010.0,True,-1.9736913124578321,0,0.2,68583,0,55,0.0,715.5134273918408,False,0.05667668123317331,12,16.790000000000006,-26763,1174,0,0.0,4028.763685633915,False,-1.3793298615511709,0,0.758,96877,44,43,1.0,2077.410741913473,False,0.10465715284419658,10,5.475000000000002,62492,1412,0,0.0,18369.181081405073,False,-0.19136508150247022,0.16666666666666666,243499,0.0,0.125,2,0,0,3,9,5433.395833333333,13,16,12,72.0,24.0,4,8,12,72,0.6915776820387691,98.51584036723943
61,12,0,0,0,10.0,0,,3.4316556095689226,0,,13.07208102960269,17,14.352941176470589,35.00000000000001,14,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,0,12.322999999999999,-43395.166666666664,501,0,0.0,5010.0,True,-1.9736913124578321,0,0.2,68619,0,54,0.0,705.8923755985453,False,0.057154732121442495,16,16.938000000000006,-29258,1174,0,0.0,4028.763685633915,False,-1.4175715119964294,0,0.758,96724,44,53,1.0,2430.171565302519,False,0.10492092400242857,14,5.605000000000001,62165,1419,0,0.0,18549.282981006218,False,-0.19403827332773257,0.16666666666666666,240560,0.0,0.125,1,0,0,9,13,9559.936666666666,9,18,12,72.0,24.0,4,8,12,36,0.6955596160260029,99.21139998326544
62,12,0,0,0,10.0,0,,3.4316556095689226,0,,13.252799677008175,15,17.2,35.00000000000001,13,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,0,12.322999999999999,-43395.166666666664,501,0,0.0,5010.0,True,-1.9736913124578321,0,0.2,68727,0,51,0.0,675.8927835274169,False,0.05858017552478739,12,17.042000000000005,-31838,1174,0,0.0,4028.763685633915,False,-1.4571159842003438,0,0.758,96688,35,63,1.0,2668.8479886952864,False,0.10586112201567754,13,5.721000000000003,61731,1433,0,0.0,18991.261937152714,False,-0.1964413974821878,0.16666666666666666,237618,0.0,0.125,3,0,0,10,12,10137.538888888888,8,18,12,72.0,24.0,4,8,12,108,0.6919929269934073,99.90339291025884
63,12,0,0,0,10.0,0,,3.4316556095689226,0,,13.352055597517285,21,14.80952380952381,35.0,10,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,0,12.323,-43395.166666666664,501,0,0.0,5010.0,True,-1.9736913124578321,0,0.2,68799,0,49,0.0,654.250724278347,False,0.05951788486334443,19,17.220000000000002,-34833,1174,0,0.0,4028.763685633915,False,-1.503021292049462,0,0.758,96600,30,73,1.0,2955.5616679255186,False,0.1064856421435572,10,5.808000000000001,61386,1449,0,0.0,19347.128560802546,False,-0.1983261963650168,0.16666666666666666,234262,0.0,0.125,2,0,0,11,10,9412.28611111111,7,18,12,72.0,24.0,4,8,12,72,0.6873513890313916,100.59074429929024
64,12,0,0,0,10.0,0,,3.4316556095689226,0,,13.409249379237046,5,16.8,35.0,8,35.0,0,0.2,42310,0,0,0.0,0.0,False,0.007500892963448029,0,12.323000000000004,-43395.166666666664,501,0,0.0,5010.0,True,-1.9736913124578321,0,0.2,68835,0,48,0.0,643.6439702033782,False,0.05998838166702468,4,17.241000000000003,-37687,1174,0,0.0,4028.763685633915,False,-1.5467654485106916,0,0.758,96552,24,83,1.0,3226.8219851016893,False,0.1074742606815379,8,5.878000000000001,61255,1450,0,0.0,19443.411599893716,False,-0.19926098218677046,0.16666666666666666,231265,0.0,0.125,1,0,0,9,12,20986.330555555553,11,20,12,72.0,24.0,4,8,12,36,0.6838529949891381,101.27459729427937
