index,id,seller_name,buyer_name,seller_type,buyer_type,delivery_time,quantity,unit_price,signed_at,nullified_at,concluded_at,signatures,issues,seller,buyer,product_name,caller,is_buy,product,n_neg_steps,executed_at,breaches,erred_at,dropped_at
0,631189ad-4c7a-4e0c-9378-445a458f7a41,SELLER,01Ran@0,_SystemAgent,RandomAgent,30,4,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,30,,-1,-1
1,ae77d116-8c12-4a54-8254-caf4e6caebfa,SELLER,01Ran@0,_SystemAgent,RandomAgent,38,1,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,38,,-1,-1
2,ccd0c344-fcdf-490e-8c1f-8893e48fa3fd,04Ind@2,BUYER,IndDecentralizingAgent,_SystemAgent,29,2,35,0,-1,-1,BUYER|04Ind@2,[],04Ind@2,BUYER,p3,BUYER,True,3,0,29,,-1,-1
3,05ebe965-e250-4d8b-ba6f-419a0dd7666c,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,15,2,35,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,True,3,0,-1,05Buy@2:product(1.0),-1,-1
4,4354825d-c63f-434d-8287-dd5aef08e040,04Ind@2,BUYER,IndDecentralizingAgent,_SystemAgent,55,3,35,0,-1,-1,BUYER|04Ind@2,[],04Ind@2,BUYER,p3,BUYER,True,3,0,55,,-1,-1
5,699b6f75-e1cf-440c-b303-55e2d7c7745e,04Ind@2,BUYER,IndDecentralizingAgent,_SystemAgent,47,2,35,0,-1,-1,BUYER|04Ind@2,[],04Ind@2,BUYER,p3,BUYER,True,3,0,47,,-1,-1
6,14496b43-262d-4496-8135-af15bc18f787,04Ind@2,BUYER,IndDecentralizingAgent,_SystemAgent,30,2,35,0,-1,-1,BUYER|04Ind@2,[],04Ind@2,BUYER,p3,BUYER,False,3,0,30,,-1,-1
7,25be98a2-ac69-4f54-b150-6bc3480ed1fd,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,57,1,35,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,True,3,0,-1,05Buy@2:product(1.0),-1,-1
8,6ca2128f-b666-445e-84e5-f5ca10df375a,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,6,2,35,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,True,3,0,-1,05Buy@2:product(1.0),-1,-1
9,9e259a3a-d9e8-470c-98ed-02cd7fa3f45d,04Ind@2,BUYER,IndDecentralizingAgent,_SystemAgent,36,1,35,0,-1,-1,BUYER|04Ind@2,[],04Ind@2,BUYER,p3,BUYER,True,3,0,36,,-1,-1
10,736e2070-1ac4-42f0-b61f-7dc186094199,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,29,2,35,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,True,3,0,-1,05Buy@2:product(1.0),-1,-1
11,8f803391-47d0-4bde-bae7-19f37df0de58,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,45,4,35,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,False,3,0,-1,05Buy@2:product(1.0),-1,-1
12,ed611881-667c-4d0a-a60b-702a75d85188,SELLER,01Ran@0,_SystemAgent,RandomAgent,5,2,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,5,,-1,-1
13,e4f255ed-e137-47ed-976a-6b3932b0124b,04Ind@2,BUYER,IndDecentralizingAgent,_SystemAgent,37,3,35,0,-1,-1,BUYER|04Ind@2,[],04Ind@2,BUYER,p3,BUYER,True,3,0,37,,-1,-1
14,37534cea-378d-4255-90a7-a47b98686122,SELLER,01Ran@0,_SystemAgent,RandomAgent,23,3,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,23,,-1,-1
