index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
60,18,0,0,0,10.000000000000002,11,10.0,15.35097954590676,13,20.0,24.319117610792922,21,30.904761904761905,26.0,13,26.0,3,1.8950000000000002,19956,22,10,1.0,373.5097954590676,False,0.2771211576039522,0,7.643000000000002,-16856.722222222223,491,0,0.0,4910.000000000001,True,-1.9131195930904275,0,0.2,21444,397,217,1.0,11371.587401267047,False,0.09372278575422388,0,0.2,22327,68,166,1.0,5080.8401325132845,False,0.002516430810588334,0,0.2,33480,0,0,0.0,0.0,False,0.0,13,5.388000000000001,12533,767,0,0.0,18652.763207478172,False,-0.34709134994805596,0.5,109740,0.0,0.125,6,0,0,8,10,4363.884009971511,4,12,12,156.0,18.0,12,6,12,759,0.929070282028988,79.74618161685066
61,12,0,0,0,10.000000000000002,10,10.0,15.043761750689006,8,7.0,24.874322406091448,19,29.0,26.000000000000004,7,26.0,0,1.8920000000000003,19912,22,12,1.0,400.52514100826806,False,0.27518783733858326,0,7.643,-16856.722222222223,491,0,0.0,4910.000000000001,True,-1.9131195930904275,0,0.2,21995,387,208,1.0,10995.794857983667,False,0.10836111384768528,0,0.2,22271,66,176,1.0,5370.769019017569,False,0.006102983652843596,0,0.2,33480,0,0,0.0,0.0,False,0.0,7,5.445000000000001,11925,786,0,0.0,19551.217411187878,False,-0.35183367068118465,0.5,109583,0.0,0.125,6,0,0,3,7,2816.453703703704,3,6,13,78.0,18.0,6,6,13,707,0.7878516259952448,80.53403324284591
62,13,0,0,0,10.000000000000004,9,10.0,15.13368318387692,3,21.0,25.614497836337744,20,30.95,26.000000000000004,13,26.0,0,1.8920000000000003,19885,21,19,1.0,497.5399804936616,False,0.27655148302351196,0,7.643000000000002,-16856.722222222223,491,0,0.0,4910.000000000002,True,-1.9131195930904275,0,0.2,22563,378,199,1.0,10817.817312936688,False,0.12767218933555113,0,0.2,22259,58,185,1.0,5616.435724387344,False,0.010571169610710453,0,0.2,33480,0,0,0.0,0.0,False,0.0,13,5.5680000000000005,11161,806,0,0.0,20645.28525608822,False,-0.35831413894730857,0.5,109348,0.0,0.125,8,0,0,2,8,4137.896944444445,2,4,14,57.0,42.0,4,9,14,772,0.8309718280215748,81.36500507086748
63,14,0,0,0,10.000000000000002,10,10.0,15.52546271940455,17,19.647058823529413,25.614497836337744,0,,26.000000000000004,11,26.0,0,1.8920000000000001,20119,21,12,1.0,396.30555263285464,False,0.2881785934768214,0,7.643000000000002,-16856.722222222223,491,0,0.0,4910.000000000001,True,-1.9131195930904275,0,0.2,22493,373,209,1.0,11144.427642132485,False,0.13143373598331956,0,0.2,21995,60,195,1.0,5926.354841250133,False,0.006175263883292344,0,0.2,33480,0,0,0.0,0.0,False,0.0,11,5.665000000000001,11054,806,0,0.0,20645.28525608822,False,-0.3615100768206658,0.5,109141,0.0,0.125,6,0,0,3,6,1551.199537037037,3,6,18,93.0,54.0,6,8,18,434,0.9224482210120186,82.2874532918795
64,18,0,0,0,10.000000000000002,7,10.0,15.52546271940455,0,,25.614497836337744,0,,26.000000000000004,12,26.0,0,1.8920000000000001,20049,18,22,1.0,521.5601798269001,False,0.2877111393554051,0,7.643000000000002,-16856.722222222223,491,0,0.0,4910.000000000001,True,-1.9131195930904275,0,0.2,22493,363,219,1.0,11245.317993301818,False,0.13346740562994996,0,0.2,21995,50,205,1.0,6027.245192419465,False,0.008208933529922618,0,0.2,33480,0,0,0.0,0.0,False,0.0,12,5.774000000000002,10922,806,0,0.0,20645.28525608822,False,-0.36545272915041493,0.5,108939,0.0,0.125,3,0,0,6,9,3717.478888888889,1,7,23,111.0,48.0,7,11,23,70,1.0488265260355547,83.33627981791506
65,23,0,0,0,10.0,11,10.0,15.763151578622185,8,21.0,24.896607934582175,9,13.11111111111111,26.000000000000007,12,26.0,0,1.8920000000000003,20107,19,24,1.0,568.3156378869324,False,0.2928707721876405,0,7.643000000000002,-16856.722222222223,491,0,0.0,4910.0,True,-1.9131195930904275,0,0.2,22502,354,228,1.0,11256.58226791699,False,0.1340572922377947,0,0.2,21936,47,207,1.0,5894.465966653753,False,0.0031539199083603195,0,0.2,33480,0,0,0.0,0.0,False,0.0,12,5.8820000000000014,10675,815,0,0.0,20290.735466684473,False,-0.378125217044736,0.5,108700,0.0,0.125,11,0,0,8,8,3660.289814814815,1,9,19,132.0,57.0,9,14,19,396,1.013736650987994,84.35001646890305
66,19,0,0,0,10.000000000000002,5,10.0,16.247949785754106,71,17.380281690140844,24.0632367699462,9,11.0,26.000000000000004,12,26.0,47,2.362000000000001,20099,14,10,1.0,302.4794978575411,False,0.28393607335333326,0,7.643000000000002,-16856.722222222223,491,0,0.0,4910.000000000001,True,-1.9131195930904275,0,0.2,21588,399,238,1.0,12209.982315763085,False,0.11642778302283993,0,0.2,21715,53,208,1.0,5866.294586793778,False,-0.00632343102612817,0,0.2,33480,0,0,0.0,0.0,False,0.0,12,5.990000000000001,10445,824,0,0.0,19828.10709843567,False,-0.39190401585370865,0.5,107327,0.0,0.125,4,0,0,5,14,4929.877314814815,2,7,25,126.0,66.0,7,12,25,469,0.796087367052678,85.14610383595573
67,25,0,0,0,10.0,11,10.0,16.47920121439833,14,20.0,23.209560136845642,11,12.727272727272727,26.000000000000004,10,26.0,4,2.3550000000000004,20201,15,10,1.0,314.7920121439833,False,0.29079355858939837,0,7.643000000000002,-16856.722222222223,491,0,0.0,4910.0,True,-1.9131195930904275,0,0.2,21588,389,248,1.0,12166.380186338669,False,0.11554888503000743,0,0.2,21575,57,207,1.0,5743.693417547753,False,-0.014438753929696617,0,0.2,33480,0,0,0.0,0.0,False,0.0,10,6.078000000000002,10212,835,0,0.0,19379.982714266112,False,-0.40555581370570326,0.5,107056,0.0,0.125,7,0,0,7,9,3801.0482142857145,5,12,22,186.0,54.0,12,13,22,250,0.9497029340127483,86.09580676996848
68,22,0,0,0,10.000000000000002,8,10.0,16.47920121439833,0,,23.974166384337288,20,29.0,26.000000000000004,12,26.0,0,2.3510000000000004,20121,13,20,1.0,459.5840242879666,False,0.2903114387613481,0,7.643000000000002,-16856.722222222223,491,0,0.0,4910.000000000001,True,-1.9131195930904275,0,0.2,21588,379,258,1.0,12430.952187415987,False,0.12088192274573642,0,0.2,22155,47,197,1.0,5497.433234791167,False,0.003979706405788541,0,0.2,33480,0,0,0.0,0.0,False,0.0,12,6.188000000000002,9497,855,0,0.0,20497.91225860838,False,-0.41021636411875173,0.5,106841,0.0,0.125,4,0,0,11,10,4364.65324074074,2,13,18,159.0,27.0,13,9,18,660,1.0849293259670958,87.18073609593557
69,18,0,0,0,10.0,9,10.0,16.339815059822488,25,15.2,24.455563997426765,14,29.142857142857142,26.000000000000004,13,26.0,5,2.4010000000000007,20326,12,10,1.0,283.3981505982249,False,0.2977237557252797,0,7.643,-16856.722222222223,491,0,0.0,4910.0,True,-1.9131195930904275,0,0.2,21578,374,267,1.0,12640.726419686556,False,0.12470724490398222,0,0.2,22193,57,194,1.0,5675.748873910675,False,0.00910600431184595,0,0.2,33480,0,0,0.0,0.0,False,0.0,13,6.306000000000002,8936,869,0,0.0,21251.88511376386,False,-0.4157125879067525,0.5,106513,0.0,0.125,9,0,0,6,11,5208.489351851851,3,9,23,162.0,27.0,9,9,23,838,0.7851361209759489,87.96587221691152
70,23,0,0,0,10.0,10,10.0,16.191249507188047,14,14.0,24.496246886116054,1,30.0,26.0,8,26.0,4,2.436000000000001,20354,12,10,1.0,281.91249507188047,False,0.29945195584174117,0,7.643000000000002,-16856.722222222223,491,0,0.0,4910.0,True,-1.9131195930904275,0,0.2,21382,378,277,1.0,12905.75270117123,False,0.12214780691738017,0,0.2,22223,47,203,1.0,5733.726844719397,False,0.011484112975597665,0,0.2,33480,0,0,0.0,0.0,False,0.0,8,6.373000000000001,8840,870,0,0.0,21311.734790920967,False,-0.41768615903642525,0.5,106279,0.0,0.125,5,0,0,8,8,3378.6301587301587,3,11,21,138.0,36.0,11,12,21,130,0.9254341199994087,88.89130633691093
71,21,0,0,0,10.0,8,10.0,16.59946902566641,15,22.0,23.71681547745797,12,15.75,26.000000000000004,12,26.0,5,2.4820000000000007,20519,10,10,1.0,265.99469025666406,False,0.3094089110530264,0,7.643000000000002,-16856.722222222223,491,0,0.0,4910.0,True,-1.9131195930904275,0,0.2,21442,368,285,1.0,12867.89701252076,False,0.12380360839590317,0,0.2,22022,52,203,1.0,5677.685931258621,False,0.00225127859823874,0,0.2,33480,0,0,0.0,0.0,False,0.0,12,6.485000000000001,8519,882,0,0.0,20918.23125111793,False,-0.43315066829274296,0.5,105982,0.0,0.125,6,0,0,7,11,4224.513888888889,4,11,22,183.0,30.0,11,10,22,269,0.7847034170408733,89.6760097539518
72,22,0,0,0,10.0,11,10.0,16.38131685482456,5,8.0,24.736937479463542,29,29.0,26.000000000000004,8,26.0,0,2.4770000000000003,20449,11,15,1.0,355.71975282236843,False,0.30781510755840635,0,7.643000000000002,-16856.722222222223,491,0,0.0,4910.0,True,-1.9131195930904275,0,0.2,22283,358,266,1.0,12444.536803564495,False,0.14917429557678882,0,0.2,21982,47,213,1.0,6038.889575302489,False,0.007919564106077238,0,0.2,33480,0,0,0.0,0.0,False,0.0,8,6.553000000000002,7610,911,0,0.0,22535.350043791288,False,-0.4361506863233081,0.5,105804,0.0,0.125,5,0,0,8,7,3097.399074074074,3,11,23,168.0,33.0,11,11,23,991,0.6708336629671976,90.346843416919
73,23,0,0,0,10.0,8,10.0,16.598025087858396,21,18.428571428571427,24.775587814388714,1,30.0,26.0,11,26.0,6,2.5370000000000004,20649,9,10,1.0,255.98025087858394,False,0.31733389078362245,0,7.643000000000002,-16856.722222222223,491,0,0.0,4910.0,True,-1.9131195930904275,0,0.2,22313,348,275,1.0,12589.399379531618,False,0.15330375689440878,0,0.2,21595,58,223,1.0,6487.6415377044705,False,0.001363465787229765,0,0.2,33480,0,0,0.0,0.0,False,0.0,11,6.655000000000001,7467,912,0,0.0,22595.33608672251,False,-0.4395260441050999,0.5,105504,0.0,0.125,4,0,0,6,10,2256.625462962963,4,10,21,165.0,39.0,10,13,21,110,0.6510225019883364,90.99786591890734
74,21,0,0,0,9.999999999999998,7,10.0,16.142015790724574,10,8.0,23.879682705714174,10,12.9,25.999999999999996,14,26.0,0,2.5310000000000006,20659,6,10,1.0,221.4201579072457,False,0.31687231035719143,0,7.643000000000002,-16856.722222222223,491,0,0.0,4909.999999999999,True,-1.9131195930904275,0,0.2,22303,343,284,1.0,12318.541304641354,False,0.1474408648385679,0,0.2,21654,53,224,1.0,6204.575762988377,False,-0.0019638023989442905,0,0.2,33480,0,0,0.0,0.0,False,0.0,14,6.7840000000000025,7165,922,0,0.0,22017.067454668468,False,-0.45718238568296793,0.5,105261,0.0,0.125,7,0,0,5,10,2257.562962962963,2,7,15,111.0,42.0,7,14,15,279,0.4137887380202301,91.41165465692757
75,15,0,0,0,9.999999999999998,9,10.0,15.908979825776274,5,8.0,23.177457190466853,10,14.8,25.999999999999996,9,26.0,0,2.5310000000000006,20609,5,15,1.0,288.6346973866441,False,0.3158329538862112,0,7.643000000000002,-16856.722222222223,491,0,0.0,4909.999999999999,True,-1.9131195930904275,0,0.2,22333,333,293,1.0,12088.685238790287,False,0.14401703766962892,0,0.2,21732,48,225,1.0,5978.558899492303,False,-0.0033751481658475736,0,0.2,33480,0,0,0.0,0.0,False,0.0,9,6.860000000000001,6938,932,0,0.0,21601.390101515106,False,-0.4701703987228927,0.5,105092,0.0,0.125,7,0,0,4,8,3435.5335185185186,0,4,12,42.0,33.0,4,11,12,278,0.3388408410246484,91.75049549795222
76,12,0,0,0,9.999999999999998,0,,15.908979825776274,0,,23.292733217537993,2,30.0,25.999999999999996,12,26.0,0,2.531000000000001,20609,0,20,0.5,318.1795965155255,False,0.3167695788902969,0,7.643000000000002,-16856.722222222223,491,0,0.0,4909.999999999999,True,-1.9131195930904275,0,0.2,22363,323,302,1.0,12173.00591542221,False,0.1469261422177426,0,0.2,21762,38,234,1.0,6055.0408062833885,False,-0.0006240514758438113,0,0.2,33480,0,0,0.0,0.0,False,0.0,12,6.971000000000002,6751,934,0,0.0,21755.412825180487,False,-0.4734556029692281,0.4166666666666667,104965,0.0,0.125,2,0,0,1,9,4223.180555555556,0,1,10,18.0,33.0,1,11,10,60,0.2374585079960525,91.98795400594827
77,10,0,0,0,9.999999999999998,0,,15.908979825776274,0,,22.499579298845443,9,13.11111111111111,26.0,10,26.0,0,2.5310000000000006,20609,0,20,0.0,318.1795965155255,False,0.3167695788902969,0,7.643,-16856.722222222223,491,0,0.0,4909.999999999999,True,-1.9131195930904275,0,0.2,22363,313,312,1.0,11999.379426707754,False,0.14342631378165197,0,0.2,21880,28,235,1.0,5732.852570350415,False,-0.002361367257601031,0,0.2,33480,0,0,0.0,0.0,False,0.0,10,7.059000000000001,6537,943,0,0.0,21217.103278811253,False,-0.4878867491216958,0.3333333333333333,104869,0.0,0.125,2,0,0,0,4,4.0,0,0,8,0.0,30.0,0,10,8,118,0.13954159303102642,92.1274955989793
78,8,0,0,0,9.999999999999998,0,,15.908979825776274,0,,22.709913274572298,3,30.0,26.0,8,26.0,0,2.5310000000000006,20609,0,20,0.0,318.1795965155255,False,0.3167695788902969,0,7.643000000000002,-16856.722222222223,491,0,0.0,4909.999999999999,True,-1.9131195930904275,0,0.2,22393,303,321,1.0,12110.30304834792,False,0.14687165991428994,0,0.2,21940,18,243,1.0,5804.870562585042,False,0.0015091828781504057,0,0.2,33480,0,0,0.0,0.0,False,0.0,8,7.129000000000002,6381,946,0,0.0,21483.577957745394,False,-0.4885666374291309,0.3333333333333333,104803,0.0,0.125,3,0,0,0,3,3.0,0,0,4,0.0,24.0,0,8,4,90,0.12771327601512894,92.25520887499442
79,4,0,0,0,9.999999999999998,0,,15.908979825776274,0,,23.13756435917025,6,30.0,26.0,10,26.0,0,2.5310000000000006,20609,0,20,0.0,318.1795965155255,False,0.3167695788902969,0,7.643000000000002,-16856.722222222223,491,0,0.0,4909.999999999999,True,-1.9131195930904275,0,0.2,22483,293,328,1.0,12250.45219876029,False,0.15332497880992327,0,0.2,22030,8,250,1.0,5911.662928398773,False,0.0072901215157986565,0,0.2,33480,0,0,0.0,0.0,False,0.0,10,7.221000000000002,6107,952,0,0.0,22026.961269930078,False,-0.48863558437977783,0.3333333333333333,104709,0.0,0.125,6,0,0,0,4,4.0,0,0,0,0.0,12.0,0,4,0,180,0.10083487600786611,92.35604375100229
