index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,23,0,0,0,10.000000000000002,20,10.0,24.715913027210586,14,31.428571428571427,22.617742523284686,13,12.307692307692308,47.00000000000001,9,47.0,0,0.7940000000000003,37731,3,20,1.0,524.3182605442117,False,0.26365858878042,4,2.769000000000001,20997,310,0,0.0,3100.0000000000005,False,-0.25008315040244794,4,2.184,31811,300,0,0.0,7414.773908163176,False,-0.288807277360106,0,0.2,51618,67,86,1.0,3601.0920298255924,False,0.06961166983526486,0,0.2,63130,0,8,0.0,376.00000000000006,False,0.0028508980328803574,0,0.35300000000000004,67525,107,11,1.0,2937.0984499914616,False,0.09274207648319129,0.5,272812,0.0,0.0,16,0,0,12,4,4.0,16,28,27,108.0,78.0,12,11,27,1199,1.4777026439551264,48.592342903022654
31,27,0,0,0,10.000000000000002,20,10.0,24.083496125681144,22,19.181818181818183,21.864300462254302,6,3.0,47.000000000000014,8,47.0,0,0.794,38011,2,20,1.0,501.66992251362285,False,0.272594790170186,12,2.8850000000000007,20587,321,0,0.0,3210.0000000000005,False,-0.26189050755005655,6,2.2400000000000007,31180,315,0,0.0,7586.30127958956,False,-0.29972466781877416,0,0.2,51611,64,96,1.0,3640.316596420006,False,0.06986420844599738,0,0.2,63130,0,8,0.0,376.0000000000001,False,0.0028508980328803574,0,0.35300000000000004,67883,103,13,1.0,2863.022947612193,False,0.09782558005964863,0.5,272402,0.0,0.0,13,0,0,13,4,4.0,18,31,21,185.0,84.0,14,13,21,946,1.4606589680188335,50.05300187104149
32,21,0,0,0,10.000000000000002,20,10.0,24.501706249863712,23,27.652173913043477,20.852707317850918,12,9.0,47.00000000000001,7,47.0,3,0.8240000000000003,38472,2,10,1.0,265.01706249863713,False,0.28399216827144674,0,2.8730000000000007,20487,331,0,0.0,3310.0000000000005,False,-0.2635535155990155,6,2.2940000000000005,30958,315,0,0.0,7718.03746870707,False,-0.3028509323945069,0,0.2,51071,77,100,1.0,3971.9021130245974,False,0.062371371921675106,0,0.2,63130,0,8,0.0,376.00000000000006,False,0.0028508980328803574,0,0.35300000000000004,68104,105,16,1.0,2941.5342683743465,False,0.10194759311646197,0.5,272222,0.0,0.0,14,0,0,14,2,1.5,14,28,18,128.0,75.0,11,10,18,1135,1.407890173024498,51.460892044065986
33,18,0,0,0,10.000000000000002,20,10.0,24.262774175399578,16,21.625,19.58988928198108,16,8.75,47.0,11,47.0,1,0.8310000000000002,38658,5,10,1.0,292.6277417539958,False,0.290637726031963,5,2.923,20297,338,0,0.0,3380.0000000000005,False,-0.26870884055078825,10,2.3880000000000003,30572,315,0,0.0,7642.773865250867,False,-0.31133340810088833,0,0.2,50821,83,104,1.0,4051.1587418841973,False,0.058159051919068075,0,0.2,63130,0,8,0.0,376.0,False,0.0028508980328803574,0,0.35300000000000004,68481,111,15,1.0,2879.4777102998996,False,0.10742720477604527,0.5,271959,0.0,0.0,15,0,0,6,4,3.090909090909091,17,23,18,82.0,76.0,6,12,18,813,1.0858335599768907,52.54672560404288
34,18,0,0,0,10.000000000000002,20,10.0,25.192087886022065,15,35.93333333333333,17.5547300142879,25,6.32,47.0,13,47.0,5,0.8800000000000001,38968,5,10,1.0,301.9208788602207,False,0.30110292155358587,0,2.918000000000001,20197,348,0,0.0,3480.0000000000005,False,-0.2703718485997472,25,2.6280000000000006,29108,321,0,0.0,8086.660211413083,False,-0.33620339382270353,0,0.2,50533,82,114,1.0,4066.99042828263,False,0.052550863284236034,0,0.2,63130,0,8,0.0,376.0,False,0.0028508980328803574,0,0.35300000000000004,68934,126,12,1.0,2775.8959818002754,False,0.11378168441984444,0.5,270870,0.0,0.0,14,0,0,8,7,6.444444444444445,19,27,23,129.0,47.0,10,8,23,1021,0.9578441259800456,53.50456973002292
35,23,0,0,0,10.0,20,10.0,25.731077835371682,20,30.3,16.75357152485211,10,5.0,46.99999999999999,10,47.0,6,0.935,39305,6,10,1.0,317.31077835371684,False,0.3125675310708726,4,2.958,20011,357,0,0.0,3570.0,False,-0.27506153129781147,10,2.7030000000000003,28309,331,0,0.0,8516.986763508026,False,-0.347893689044211,0,0.2,50337,82,124,1.0,4187.391251582139,False,0.04983171730789859,0,0.2,63130,0,8,0.0,375.99999999999994,False,0.0028508980328803574,0,0.35300000000000004,69354,126,12,1.0,2674.950012131366,False,0.1196343724233533,0.5,270446,0.0,0.0,13,0,0,11,7,6.166666666666667,19,30,23,169.0,42.0,14,9,23,880,1.075962121016346,54.58053185103927
36,23,0,0,0,10.0,20,10.0,25.74578291744641,2,27.0,23.337154167088368,37,48.432432432432435,47.0,11,47.0,0,0.9290000000000003,39287,2,19,1.0,509.1698754314818,False,0.3151594804003107,1,2.9640000000000004,19858,371,0,0.0,3710.0,False,-0.27782212465908335,1,2.7030000000000003,28236,332,0,0.0,8547.599928592208,False,-0.34904889743510265,0,0.2,52109,73,98,1.0,4166.483261348248,False,0.08510355273465463,0,0.2,63130,0,8,0.0,376.0,False,0.0028508980328803574,0,0.35300000000000004,68079,153,11,1.0,4087.5845875645205,False,0.11062739228012067,0.5,270699,0.0,0.0,17,0,0,10,2,2.0,20,30,23,107.0,45.0,13,10,23,2543,1.113268078013789,55.69379992905306
37,23,0,0,0,10.0,20,10.0,25.559396720969858,16,23.75,23.823221190868757,5,39.4,47.0,11,47.0,0,0.9290000000000003,39587,0,13,1.0,332.27215737260815,False,0.3221957054043205,0,2.963,19738,383,0,0.0,3830.0,False,-0.2798177343178341,1,2.712,28198,332,0,0.0,8485.719711361993,False,-0.35042930087539553,0,0.2,51925,79,104,1.0,4496.80734480697,False,0.08472635602105405,0,0.2,63130,0,8,0.0,376.0,False,0.0028508980328803574,0,0.35300000000000004,68399,148,10,1.0,3995.836736248576,False,0.11496908942513678,0.5,270977,0.0,0.0,14,0,0,13,1,1.0,17,30,21,130.0,42.0,14,9,21,1293,1.1758600380271673,56.869659967080224
38,21,0,0,0,10.0,20,10.0,24.951345190592328,5,6.2,28.095485057539687,28,50.785714285714285,47.00000000000001,11,47.0,0,0.9290000000000003,39508,0,21,0.9,523.9782490024389,False,0.32275624042111417,4,3.003,19543,394,0,0.0,3940.0,False,-0.28447415685491917,0,2.7110000000000007,28198,332,0,0.0,8283.846603276652,False,-0.35245037640386195,0,0.2,53316,74,86,1.0,4262.611259052245,False,0.11023398401197629,0,0.2,63130,0,8,0.0,376.00000000000006,False,0.0028508980328803574,1,0.363,67438,166,10,1.0,5133.850519551588,False,0.10876057619461794,0.48333333333333334,271133,0.0,0.0,15,0,0,12,4,3.5,14,26,23,121.0,63.0,10,11,23,2056,1.0513277300051413,57.920987697085366
39,23,0,0,0,10.0,20,10.0,25.38977274644616,21,28.38095238095238,29.705895819024057,14,48.0,47.00000000000001,0,,0,0.9290000000000003,40004,0,15,0.9,380.8465911966924,False,0.3368729892768691,6,3.0590000000000006,19285,405,0,0.0,4050.0,False,-0.29122596953369256,0,2.7110000000000007,27623,346,0,0.0,8784.861370270371,False,-0.3589477657055147,0,0.2,53967,71,82,1.0,4238.557322157651,False,0.1230282860333752,0,0.2,63130,0,8,0.0,376.00000000000006,False,0.0028508980328803574,0,0.3620000000000001,66766,170,20,1.0,5990.002289234089,False,0.10489722741640596,0.48333333333333334,270775,0.0,0.0,13,0,0,11,2,2.0,16,27,29,152.0,81.0,11,12,29,1458,1.3679831689805724,59.28897086606594
40,29,0,0,0,9.999999999999998,20,10.0,26.594478560743077,20,35.5,29.705895819024057,0,,47.0,6,47.0,5,0.9790000000000003,40509,0,8,0.8,212.75582848594462,False,0.35087400765791826,0,3.053000000000001,19165,417,0,0.0,4169.999999999999,False,-0.2932215791924433,0,2.7110000000000007,27223,356,0,0.0,9467.634367624536,False,-0.3601213971444422,0,0.2,53657,71,92,1.0,4621.150393162972,False,0.12065145962479447,0,0.2,63412,0,2,0.0,94.0,False,0.0050841014919699706,0,0.36200000000000004,66766,160,30,1.0,6162.943331043849,False,0.10626677540501638,0.4666666666666666,270732,0.0,0.0,11,0,0,20,1,0.5,7,27,31,179.0,78.0,18,11,31,882,1.5061363989952952,60.79510726506123
41,31,0,0,0,9.999999999999998,20,10.0,25.847257634811267,27,21.666666666666668,29.32738995306757,9,22.77777777777778,47.0,0,,6,1.034,40743,0,6,0.6,155.0835458088676,False,0.3576977906241081,13,3.1830000000000003,18783,431,0,0.0,4309.999999999999,False,-0.3035987494179472,5,2.761000000000001,26910,359,0,0.0,9279.165490897245,False,-0.36827554472290613,0,0.2,53395,85,98,1.0,5071.10111435958,False,0.11991010686756219,0,0.2,63412,0,2,0.0,94.0,False,0.0050841014919699706,0,0.3620000000000001,66561,159,40,1.0,6543.055002537743,False,0.10603008491350478,0.43333333333333335,269804,0.0,0.0,12,0,0,16,5,4.666666666666666,8,24,28,154.0,101.0,15,16,28,565,1.6253567160456441,62.42046398110688
42,28,0,0,0,9.999999999999998,20,10.0,26.335979618227324,5,42.0,29.32738995306757,0,,47.00000000000001,2,47.0,0,1.0280000000000002,40873,0,9,0.8,237.02381656404592,False,0.3633842848493988,0,3.170000000000001,18663,443,0,0.0,4429.999999999999,False,-0.3055943590766979,0,2.7560000000000007,26700,364,0,0.0,9586.296581034745,False,-0.3694055446214134,0,0.2,53395,75,108,1.0,5142.556586298347,False,0.12062549143304582,0,0.2,63506,0,0,0.0,0.0,False,0.005828502644999842,0,0.36200000000000004,66561,149,50,1.0,6719.781103007068,False,0.10742960739180096,0.4666666666666666,269698,0.0,0.0,9,0,0,11,0,0.0,11,22,22,183.0,72.0,14,14,22,504,1.3252234529936686,63.745687434100546
43,22,0,0,0,9.999999999999998,20,10.0,27.510736115972726,26,34.23076923076923,29.32738995306757,0,,47.00000000000001,0,,15,1.1780000000000004,41242,1,10,1.0,285.10736115972725,False,0.37645691746756677,2,3.190000000000001,18531,452,0,0.0,4519.999999999999,False,-0.3084879930818865,0,2.7560000000000007,26138,378,0,0.0,10399.05825183769,False,-0.3725215424708893,0,0.2,53067,77,118,1.0,5578.958695391873,False,0.1184269622301057,0,0.2,63506,0,0,0.0,0.0,False,0.005828502644999842,0,0.3620000000000001,66561,139,60,1.0,6896.5072034763925,False,0.10882912987009714,0.5,269045,0.0,0.0,8,0,0,5,4,3.1,5,10,27,69.0,51.0,10,12,27,200,1.0037656259955838,64.74945306009613
44,27,0,0,0,9.999999999999998,20,10.0,26.347858656178488,14,13.285714285714286,27.769813017007714,9,2.111111111111111,47.00000000000001,0,,0,1.1630000000000003,41238,1,16,1.0,431.5657384988558,False,0.3787594914271745,10,3.2880000000000003,18241,462,0,0.0,4619.999999999999,False,-0.3164704317168895,9,2.846000000000001,25669,382,0,0.0,10064.882006660182,False,-0.3852580793053924,0,0.2,52977,77,128,1.0,5583.321182702731,False,0.11666854734194392,0,0.2,63506,0,0,0.0,0.0,False,0.005828502644999842,0,0.36200000000000004,66542,138,70,1.0,7122.234196347064,False,0.11031577018869039,0.5,268173,0.0,0.0,7,0,0,10,6,6.0,5,15,18,193.0,36.0,15,12,18,296,2.3390794830047525,67.08853254310088
45,18,0,0,0,10.0,20,10.0,25.575264663832986,21,19.904761904761905,27.769813017007714,0,,47.00000000000001,0,,0,1.1630000000000003,41497,2,14,1.0,378.0537052936618,False,0.3864839637014178,9,3.3680000000000003,17951,471,0,0.0,4710.0,False,-0.3246191711567884,0,2.8370000000000006,25641,383,0,0.0,9795.326366248033,False,-0.38851741654070693,0,0.2,52587,87,138,1.0,6057.2822221005335,False,0.11360460356113625,0,0.2,63506,0,0,0.0,0.0,False,0.005828502644999842,0,0.3620000000000001,66542,128,80,1.0,7314.536066176988,False,0.11183863969540515,0.5,267724,0.0,0.0,10,0,0,4,2,2.0,3,7,20,48.0,48.0,7,11,20,569,0.8846683320007287,67.97320087510161
46,20,0,0,0,10.0,20,10.0,26.1192075578756,19,30.63157894736842,30.348841691612193,20,48.6,47.00000000000001,0,,2,1.1830000000000003,41899,2,10,1.0,281.19207557875603,False,0.39824373171653626,3,3.389,17804,481,0,0.0,4810.0,False,-0.32784540677176877,0,2.8370000000000006,25337,391,0,0.0,10212.61015512936,False,-0.39042679352920023,0,0.2,53281,88,128,1.0,6183.142001619413,False,0.12876078252392192,0,0.2,63506,0,0,0.0,0.0,False,0.005828502644999842,0,0.36200000000000004,65570,138,90,1.0,8418.140153442484,False,0.10518340898858437,0.5,267397,0.0,0.0,11,0,0,5,3,2.25,5,10,20,122.0,60.0,10,10,20,1476,1.0029099879902788,68.97611086309189
47,20,0,0,0,10.0,20,10.0,26.08207274660483,11,25.545454545454547,29.720673949685608,6,14.5,47.00000000000001,0,,0,1.1810000000000003,42014,1,15,1.0,401.23109119907247,False,0.40406490872079887,6,3.446000000000001,17614,492,0,0.0,4920.0,False,-0.332335528503958,1,2.8470000000000004,25100,396,0,0.0,10328.500807655513,False,-0.39401204589668504,0,0.2,53285,84,133,1.0,6143.743746022992,False,0.12844643532520708,0,0.2,63506,0,0,0.0,0.0,False,0.005828502644999842,0,0.3620000000000001,65483,134,100,1.0,8682.570309257873,False,0.10589953997004864,0.5,267002,0.0,0.0,11,0,0,9,3,3.0,0,9,19,96.0,48.0,9,11,19,485,1.250250559009146,70.22636142210104
48,19,0,0,0,10.0,20,10.0,26.494881137701427,28,28.75,31.164488138268197,20,41.0,47.00000000000001,0,,1,1.1910000000000003,42505,2,10,1.0,284.9488113770143,False,0.418461864088622,12,3.560000000000001,17392,501,0,0.0,5010.0,False,-0.33822257699727265,4,2.886000000000001,24333,411,0,0.0,10889.396147595286,False,-0.40375439362064713,0,0.2,53911,87,127,1.0,6262.944652540085,False,0.14217436879320097,0,0.2,63506,0,0,0.0,0.0,False,0.005828502644999842,0,0.36200000000000004,64663,144,110,1.0,9657.68629191062,False,0.10063421625574631,0.5,266310,0.0,0.0,12,0,0,5,4,4.0,6,11,19,114.0,54.0,11,8,19,1631,1.3761317129828967,71.60249313508393
49,19,0,0,0,10.0,20,10.0,26.19653706348546,3,10.0,31.164488138268197,0,,47.00000000000001,0,,0,1.1900000000000004,42445,0,18,0.8,471.5376671427383,False,0.4195692421197156,3,3.5780000000000007,17207,515,0,0.0,5150.0,False,-0.3420474955098783,0,2.8820000000000006,24333,411,0,0.0,10766.776733092525,False,-0.40498201180276594,0,0.2,53881,80,137,1.0,6365.25784002158,False,0.14259799207101825,0,0.2,63506,0,0,0.0,0.0,False,0.005828502644999842,0,0.3620000000000001,64663,134,120,1.0,9816.04141052794,False,0.1018882559673093,0.4666666666666666,266035,0.0,0.0,7,0,0,8,1,1.0,1,9,25,98.0,76.0,9,10,25,200,1.3643596899928525,72.96685282507678
50,25,0,0,0,10.0,20,10.0,25.905242275299923,16,23.1875,30.994147293222177,8,28.0,47.00000000000001,0,,0,1.1900000000000002,42707,0,16,0.9,414.48387640479876,False,0.4273345951640525,5,3.625000000000001,16987,526,0,0.0,5260.0,False,-0.34753542207144283,4,2.922000000000001,24201,411,0,0.0,10647.054575148268,False,-0.40882368972860245,0,0.2,53710,86,143,1.0,6660.013898606565,False,0.14212500399069478,0,0.2,63506,0,0,0.0,0.0,False,0.005828502644999842,0,0.36200000000000004,64439,132,130,1.0,10201.227442705329,False,0.10139082203035679,0.48333333333333334,265550,0.0,0.0,11,0,0,7,3,3.0,6,13,25,161.0,124.0,13,12,25,752,1.5441634450107813,74.51101627008757
51,25,0,0,0,10.000000000000002,20,10.0,26.541412160583196,21,31.047619047619047,31.127764291908413,1,49.0,47.00000000000001,0,,1,1.2000000000000004,43154,0,10,1.0,265.41412160583195,False,0.43972284510087534,4,3.660000000000001,16867,536,0,0.0,5360.000000000001,False,-0.3498636333399854,0,2.918000000000001,23846,421,0,0.0,11173.934519605526,False,-0.41065701694359935,0,0.2,53462,87,152,1.0,7040.523030340817,False,0.1409687540581156,0,0.2,63506,0,0,0.0,0.0,False,0.005828502644999842,0,0.3620000000000001,64390,123,140,1.0,10408.715007904735,False,0.10225787170883416,0.5,265225,0.0,0.0,10,0,0,8,2,1.3333333333333333,5,13,22,154.0,97.0,13,12,22,704,1.4195906780078076,75.93060694809537
52,22,0,0,0,10.000000000000002,20,10.0,27.725293874686184,25,34.96,31.542402909424965,5,41.6,47.00000000000001,0,,14,1.3390000000000002,43597,0,8,0.8,221.80235099748947,False,0.45373182915914134,1,3.6660000000000004,16723,548,0,0.0,5480.000000000001,False,-0.3526574868622364,1,2.928000000000001,23230,436,0,0.0,12088.228129363177,False,-0.4138377705201717,0,0.2,53373,87,158,1.0,7395.800226786841,False,0.1427435848262669,0,0.2,63506,0,0,0.0,0.0,False,0.005828502644999842,0,0.36200000000000004,64182,118,150,1.0,10772.003543312147,False,0.10184044112350833,0.4666666666666666,264611,0.0,0.0,9,0,0,5,3,2.9333333333333336,5,10,26,124.0,79.0,10,12,26,688,1.2453578290296718,77.17596477712505
53,26,0,0,0,10.000000000000002,20,10.0,27.917926372553644,10,31.0,31.542402909424965,0,,47.00000000000001,0,,2,1.3450000000000002,43757,0,10,1.0,279.17926372553643,False,0.46000763759272173,0,3.6650000000000005,16623,558,0,0.0,5580.000000000001,False,-0.3543204949111954,0,2.9270000000000005,23230,436,0,0.0,12172.21589843339,False,-0.4129969174398964,0,0.2,53063,87,168,1.0,7727.983283195561,False,0.13986207283644586,0,0.2,63506,0,0,0.0,0.0,False,0.005828502644999842,0,0.3620000000000001,64182,108,160,1.0,10926.579514217898,False,0.10306455315513567,0.5,264361,0.0,0.0,8,0,0,9,1,0.2,5,14,20,159.0,58.0,14,12,20,200,0.9797568640206009,78.15572164114565
54,20,0,0,0,10.000000000000002,20,10.0,28.115048294474125,16,30.0,30.644985007604024,31,27.35483870967742,47.00000000000001,0,,6,1.4030000000000002,43977,1,10,1.0,291.15048294474127,False,0.46752395534731483,0,3.6650000000000005,16533,567,0,0.0,5670.000000000001,False,-0.3558172021552584,15,3.0770000000000013,22651,436,0,0.0,12258.161056390718,False,-0.4237299161388139,0,0.2,53397,93,162,1.0,7579.187062617945,False,0.14506014038903073,0,0.2,63506,0,0,0.0,0.0,False,0.005828502644999842,0,0.36200000000000004,63334,129,170,1.0,11943.20306598092,False,0.09768446154440213,0.5,263398,0.0,0.0,12,0,0,5,3,2.375,5,10,18,125.0,57.0,10,10,18,1014,0.7884059030329809,78.94412754417863
55,18,0,0,0,10.000000000000002,20,10.0,25.818637768227035,15,2.533333333333333,32.62136453488414,14,51.0,47.00000000000001,0,,0,1.3970000000000005,43867,2,20,1.0,536.3727553645407,False,0.4679434037677866,15,3.815000000000001,16015,576,0,0.0,5760.000000000001,False,-0.3715492582984102,0,3.062000000000001,22651,436,0,0.0,11256.926066946988,False,-0.4337538938473931,0,0.2,54073,98,158,1.0,7684.4020977979435,False,0.15964921406629629,0,0.2,63506,0,0,0.0,0.0,False,0.005828502644999842,0,0.3620000000000001,62620,133,180,1.0,12798.641483139592,False,0.09315025407155435,0.5,262732,0.0,0.0,10,0,0,3,4,4.0,3,6,18,52.0,60.0,6,12,18,914,0.9045919560012408,79.84871950017987
56,18,0,0,0,10.000000000000002,20,10.0,26.83953085583833,22,33.81818181818182,33.111122582099476,4,49.0,47.00000000000001,0,,0,1.3970000000000002,44517,1,12,1.0,332.07437027005994,False,0.48616500981623856,4,3.8400000000000007,15809,587,0,0.0,5870.000000000001,False,-0.37657154260626624,0,3.062000000000001,21911,454,0,0.0,12185.147008550603,False,-0.43927809250179606,0,0.2,54265,92,164,1.0,7899.46094220144,False,0.16564675966322367,0,0.2,63506,0,0,0.0,0.0,False,0.005828502644999842,0,0.36200000000000004,62424,127,190,1.0,13135.112567926635,False,0.09271051164058602,0.5,262432,0.0,0.0,10,0,0,4,1,1.0,4,8,17,108.0,60.0,8,10,17,1136,0.7537369700148702,80.60245647019474
57,17,0,0,0,10.000000000000002,20,10.0,25.97976081610835,30,21.533333333333335,34.392464939353836,35,38.8,47.00000000000001,15,47.0,12,1.5170000000000001,44761,0,7,0.7,181.85832571275844,False,0.4917823841833427,6,3.8960000000000012,15556,601,0,0.0,6010.000000000001,False,-0.382658152065456,7,3.1320000000000006,21652,454,0,0.0,11794.81141051319,False,-0.44837199741186584,0,0.2,54963,112,146,1.0,7931.033092549795,False,0.179939060235371,0,0.2,63506,0,0,0.0,0.0,False,0.005828502644999842,0,0.3620000000000001,61771,152,185,1.0,13922.654670781785,False,0.08860475997641497,0.45,262209,0.0,0.0,17,0,0,5,4,3.857142857142857,3,8,22,103.0,58.0,8,9,22,2559,1.0829390669823624,81.6853955371771
58,22,0,0,0,10.000000000000002,20,10.0,25.076068349342084,34,20.647058823529413,35.6306951142225,14,48.0,47.00000000000001,11,47.0,6,1.5650000000000002,45028,0,8,0.8,200.60854679473667,False,0.5009746648505744,21,4.1000000000000005,14979,613,0,0.0,6130.000000000001,False,-0.3998536552916916,0,3.125000000000001,21160,466,0,0.0,11685.44785079341,False,-0.4593183307557426,0,0.2,55425,124,142,1.0,8168.991181538013,False,0.19157213549255153,0,0.2,63506,0,0,0.0,0.0,False,0.005828502644999842,0,0.36200000000000004,61616,156,184,1.0,14206.38843781871,False,0.08839675344339944,0.4666666666666666,261714,0.0,0.0,14,0,0,9,5,4.416666666666667,8,17,19,232.0,30.0,17,5,19,1389,1.181459448998794,82.8668549861759
59,19,0,0,0,10.000000000000002,20,10.0,26.290809425212895,16,40.0,35.6306951142225,0,,47.00000000000001,0,,8,1.6390000000000002,45388,0,8,0.8,210.32647540170316,False,0.5131099327380048,0,4.079000000000001,14859,625,0,0.0,6250.000000000001,False,-0.4018492649504424,0,3.1250000000000013,20520,482,0,0.0,12672.170142952615,False,-0.46225451380648935,0,0.2,55425,114,152,1.0,8413.01793183609,False,0.19401523699327308,0,0.2,63506,0,0,0.0,0.0,False,0.005828502644999842,0,0.3620000000000001,61616,146,194,1.0,14320.081486676487,False,0.0892971070249018,0.4666666666666666,261314,0.0,0.0,8,0,0,9,1,0.5,4,13,24,117.0,47.0,13,6,24,200,1.1838404739974067,84.0506954601733
60,24,0,0,0,10.000000000000002,20,10.0,26.88576849637342,11,36.45454545454545,34.36259158313813,43,30.27906976744186,47.00000000000001,9,47.0,2,1.6510000000000005,45618,2,10,1.0,288.8576849637342,False,0.5220657500991773,1,4.089,14755,633,0,0.0,6330.000000000001,False,-0.40397791525310983,22,3.3450000000000015,19284,492,0,0.0,13227.798100215723,False,-0.48144048996620353,0,0.2,56495,105,141,1.0,7668.131105341686,False,0.20798257083558613,0,0.2,63506,0,0,0.0,0.0,False,0.005828502644999842,0,0.36200000000000004,60737,179,195,1.0,15315.903893381728,False,0.08326129979870867,0.5,260395,0.0,0.0,13,0,0,10,4,3.2,5,15,25,158.0,64.0,15,9,25,1694,1.2646415999624878,85.31533706013579
61,25,0,0,0,10.000000000000002,20,10.0,26.919846597417237,22,27.181818181818183,32.72458245718018,9,3.0,47.00000000000001,12,47.0,3,1.6790000000000003,45986,1,10,1.0,279.1984659741724,False,0.5341448557502523,9,4.178000000000001,14471,644,0,0.0,6440.000000000001,False,-0.41159449211734184,9,3.4130000000000007,18427,505,0,0.0,13594.522531695704,False,-0.4949288921979926,0,0.2,56430,104,151,1.0,7741.075997165601,False,0.20741135714594539,0,0.2,63506,0,0,0.0,0.0,False,0.005828502644999842,0,0.3620000000000001,61274,178,193,1.0,14895.975677378075,False,0.08844099969414669,0.5,260094,0.0,0.0,12,0,0,7,4,3.230769230769231,10,17,26,209.0,50.0,17,8,26,764,1.3637238430092111,86.679060903145
62,26,0,0,0,10.000000000000002,20,10.0,26.93162296080626,15,27.066666666666666,32.52774214714113,1,2.0,47.00000000000001,14,47.0,0,1.6760000000000002,46224,0,12,1.0,323.1794755296751,False,0.5427921817922183,7,4.239,14257,655,0,0.0,6550.000000000001,False,-0.41688285771303135,1,3.414000000000001,18062,513,0,0.0,13815.922578893611,False,-0.500020798337135,0,0.2,56352,101,161,1.0,7957.060404731154,False,0.20801189784881613,0,0.2,63506,0,0,0.0,0.0,False,0.005828502644999842,0,0.36200000000000004,61930,169,189,1.0,14380.188422866853,False,0.09474633677711414,0.5,260331,0.0,0.0,16,0,0,8,3,3.0,7,15,16,149.0,48.0,15,11,16,1186,1.1649007630185224,87.84396166616352
63,16,0,0,0,10.0,20,10.0,26.400386654669052,31,23.516129032258064,32.52774214714113,0,,47.00000000000001,9,47.0,7,1.7460000000000002,46582,0,10,1.0,264.0038665466905,False,0.5537152242823569,12,4.352000000000001,13953,665,0,0.0,6650.0,False,-0.4253309386017428,0,3.4130000000000007,17894,517,0,0.0,13648.9999004639,False,-0.5050558657996886,0,0.2,55791,118,171,1.0,8677.48953241208,False,0.20399152549369357,0,0.2,63506,0,0,0.0,0.0,False,0.005828502644999842,0,0.3620000000000001,62353,159,190,1.0,14101.911001395441,False,0.09924222339474986,0.5,260079,0.0,0.0,14,0,0,4,2,1.7777777777777777,2,6,20,33.0,45.0,6,10,20,977,1.1252430050517432,88.96920467121527
64,20,0,0,0,10.0,20,10.0,27.08372797817585,17,34.294117647058826,32.52774214714113,0,,47.00000000000001,10,47.0,5,1.7890000000000004,46934,0,10,1.0,270.8372797817585,False,0.5655364411591458,2,4.360000000000001,13805,675,0,0.0,6750.0,False,-0.4285904343777024,0,3.4130000000000003,17441,528,0,0.0,14300.208372476849,False,-0.5076067400937403,0,0.2,55661,114,181,1.0,8975.066318144593,False,0.20436772974795347,0,0.2,63506,0,0,0.0,0.0,False,0.005828502644999842,0,0.36200000000000004,62823,149,190,1.0,13776.63357992403,False,0.10411031058890077,0.5,260170,0.0,0.0,14,0,0,5,3,3.0,5,10,21,112.0,43.0,10,10,21,1084,1.0429399749846198,90.01214464619989
