index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,17,0,0,0,10.000000000000002,20,10.0,8.98031433444505,12,3.25,35.354235146738205,4,44.0,42.0,20,42.0,1,0.29100000000000004,30284,103,0,0.0,1030.0000000000002,False,-0.0208551899539024,11,0.6520000000000001,29054,117,0,0.0,1170.0000000000002,False,-0.05773326975043713,0,0.2,44877,0,1,0.0,35.354235146738205,False,0.011437518137593587,0,0.44300000000000006,45096,2,20,1.0,725.0453316036542,False,0.024140461527064887,14,0.8170000000000002,58378,0,4,0.4,168.0,False,-0.018929350562174863,6,0.8630000000000002,57107,39,0,0.0,1378.81517072279,False,-0.0300988826084679,0.2333333333333333,264796,0.0,0.0,7,0,0,7,11,11.0,14,21,11,121.0,75.0,7,10,11,376,0.7540230313315988,13.736581954173744
11,11,0,0,0,10.000000000000002,20,10.0,8.75697138538648,2,3.0,35.96537965625286,5,43.8,42.0,20,42.0,0,0.29000000000000004,30174,114,0,0.0,1140.0000000000002,False,-0.022603719599427755,2,0.661,28920,126,0,0.0,1260.0000000000002,False,-0.06056270863137816,0,0.2,44920,0,0,0.0,0.0,False,0.012008020366323473,0,0.44300000000000006,45266,0,20,0.4,719.3075931250571,False,0.027905778641551176,7,0.8730000000000002,58456,0,0,0.0,0.0,False,-0.019030038597080048,9,0.9470000000000003,56759,44,0,0.0,1582.4767048751257,False,-0.034229931994670885,0.06666666666666667,264495,0.0,0.0,9,0,0,8,7,6.5,10,18,5,70.0,51.0,4,7,5,503,0.6099614081904292,14.346543362364173
12,5,0,0,0,10.000000000000002,20,10.0,8.440537878785086,21,7.714285714285714,36.07670782743403,1,43.0,42.0,20,42.0,12,0.41000000000000003,29898,126,0,0.0,1260.0000000000002,False,-0.029470672389127324,9,0.7490000000000001,28633,134,0,0.0,1340.0000000000002,False,-0.06841519631219202,0,0.2,44920,0,0,0.0,0.0,False,0.012008020366323473,0,0.44300000000000006,45147,11,29,1.0,1139.0704436622227,False,0.029953257075970647,11,0.9760000000000002,58284,0,0,0.0,0.0,False,-0.021916428931028697,9,1.0280000000000002,56602,45,0,0.0,1623.4518522345313,False,-0.03652079331905914,0.16666666666666666,263484,0.0,0.0,8,0,0,5,9,9.0,12,17,7,33.0,9.0,2,3,7,243,0.48397459648549557,14.830517958849669
13,7,0,0,0,10.000000000000002,20,10.0,8.426830552561439,2,8.0,36.63621706807081,5,43.0,42.0,20,42.0,1,0.40800000000000003,29774,137,0,0.0,1370.0000000000002,False,-0.03166428230805913,1,0.7500000000000002,28523,143,0,0.0,1430.0000000000002,False,-0.07048164043872199,0,0.2,44920,0,0,0.0,0.0,False,0.012008020366323473,0,0.44300000000000006,45346,3,34,1.0,1270.9118719720918,False,0.03592168734057366,7,1.0350000000000004,58194,0,0,0.0,0.0,False,-0.023426749454606478,13,1.149,56146,50,0,0.0,1831.8108534035407,False,-0.04242481243997699,0.16666666666666666,262903,0.0,0.0,9,0,0,6,10,10.0,12,18,9,64.0,34.0,4,3,9,415,0.5443875743076205,15.374905533157289
14,9,0,0,0,10.000000000000002,20,10.0,7.7331089447060934,7,2.0,37.17704797024884,5,43.2,42.0,20,42.0,0,0.4070000000000001,29634,151,0,0.0,1510.0000000000002,False,-0.0338896836750914,7,0.8190000000000002,28302,149,0,0.0,1490.0000000000002,False,-0.07655380702591003,0,0.2,44920,0,0,0.0,0.0,False,0.012008020366323473,0,0.44300000000000006,45548,0,39,1.0,1449.904870839705,False,0.0424888466312175,9,1.1180000000000003,57850,0,5,0.5,210.0,False,-0.02743748951166303,11,1.246,55967,50,0,0.0,1858.852398512442,False,-0.04520177547816372,0.25,262221,0.0,0.0,9,0,0,5,8,8.0,13,18,13,80.0,51.0,5,4,13,416,0.5934298112988472,15.968335344456136
15,13,0,0,0,10.000000000000002,20,10.0,7.1022809770245345,8,2.5,37.17704797024884,0,,42.0,20,42.0,0,0.4070000000000001,29514,163,0,0.0,1630.0000000000002,False,-0.03579717056111906,8,0.8920000000000001,28026,157,0,0.0,1570.0000000000002,False,-0.08405658877761882,0,0.2,44920,0,0,0.0,0.0,False,0.012008020366323473,0,0.44300000000000006,45528,0,47,0.8,1747.3212546016957,False,0.045388528787727284,3,1.1390000000000002,58032,0,0,0.0,0.0,False,-0.026145326397046486,12,1.3550000000000002,55764,50,0,0.0,1858.852398512442,False,-0.048608387325789155,0.13333333333333333,261784,0.0,0.0,8,0,0,6,8,7.25,17,23,13,153.0,55.0,9,4,13,284,0.6847359025850892,16.653071247041225
16,13,0,0,0,10.000000000000002,20,10.0,6.435999125234066,11,2.8181818181818183,34.215794541686684,8,14.0,42.0,20,42.0,1,0.41700000000000004,29430,170,0,0.0,1700.0000000000002,False,-0.03735495151804165,10,0.9840000000000002,27636,170,0,0.0,1700.0000000000002,False,-0.09438880941026864,0,0.2,44920,0,0,0.0,0.0,False,0.012008020366323473,0,0.44300000000000006,45609,1,49,1.0,1683.0099316678816,False,0.04648894869745514,6,1.1960000000000002,57966,0,0,0.0,0.0,False,-0.027252894781003525,14,1.4830000000000003,55381,58,0,0.0,1984.5160834178278,False,-0.053981237762897934,0.16666666666666666,260942,0.0,0.0,9,0,0,6,10,10.0,14,20,15,136.0,45.0,8,5,15,312,0.6649887505918741,17.3180599976331
17,15,0,0,0,10.000000000000002,20,10.0,6.367389476095287,1,2.0,29.38385220087797,19,15.052631578947368,42.0,20,42.0,0,0.4160000000000001,29340,179,0,0.0,1790.0000000000002,False,-0.03878556668256239,1,0.9840000000000002,27503,181,0,0.0,1810.0000000000002,False,-0.0968685423621046,0,0.2,44920,0,0,0.0,0.0,False,0.012008020366323473,0,0.44300000000000006,45893,0,32,0.2,940.2832704280951,False,0.04452072983562854,12,1.3100000000000003,57761,0,0,0.0,0.0,False,-0.030693069306930693,8,1.549,54996,77,0,0.0,2262.556619467604,False,-0.05810910706941092,0.03333333333333333,260413,0.0,0.0,8,0,0,11,8,8.0,12,23,12,155.0,63.0,9,6,12,486,0.7492227423936129,18.067282740026712
18,12,0,0,0,10.000000000000002,20,10.0,5.49326564941287,20,2.95,30.197924239923573,4,44.0,42.0,20,42.0,1,0.42600000000000005,29246,187,0,0.0,1870.0000000000002,False,-0.04050230487998728,19,1.1730000000000003,26872,193,0,0.0,1930.0000000000005,False,-0.11502145922746781,0,0.2,44920,0,0,0.0,0.0,False,0.012008020366323473,0,0.44300000000000006,46010,10,38,1.0,1202.4537776112245,False,0.050109872007696246,8,1.3780000000000003,57482,0,4,0.4,168.0,False,-0.03396543044134922,12,1.6610000000000003,54794,77,0,0.0,2325.240166474115,False,-0.060972980647137784,0.2333333333333333,259324,0.0,0.0,8,0,0,6,10,10.0,15,21,6,116.0,45.0,7,5,6,376,0.6814239732921124,18.748706713318825
19,6,0,0,0,10.000000000000002,20,10.0,5.645446236339692,2,11.0,31.00229116920596,4,44.0,42.0,20,42.0,1,0.43500000000000005,29102,200,0,0.0,2000.0000000000005,False,-0.0430138292799237,1,1.1640000000000001,26788,200,0,0.0,2000.0000000000005,False,-0.11657924018439039,0,0.2,44920,0,0,0.0,0.0,False,0.012008020366323473,0,0.44300000000000006,46164,2,44,1.0,1375.3917039177418,False,0.055527425867007756,6,1.4300000000000004,57580,0,0,0.0,0.0,False,-0.03373049169323712,10,1.7490000000000006,54464,81,0,0.0,2511.1855847056827,False,-0.06495061600347636,0.16666666666666666,259018,0.0,0.0,9,0,0,1,9,9.0,16,17,3,49.0,24.0,3,3,3,544,0.5149932038038969,19.26369991712272
20,3,0,0,0,10.000000000000002,20,10.0,5.213491508244309,10,2.4,31.00229116920596,0,,42.0,20,42.0,1,0.44400000000000006,28998,209,0,0.0,2090.0000000000005,False,-0.0448895247178509,9,1.2530000000000001,26446,211,0,0.0,2110.0000000000005,False,-0.1257033857892227,0,0.2,44920,0,0,0.0,0.0,False,0.012008020366323473,0,0.44300000000000006,46140,2,54,1.0,1684.5507061536105,False,0.058469266971789086,11,1.5340000000000003,57404,0,0,0.0,0.0,False,-0.03668400738378923,9,1.8290000000000004,54349,81,0,0.0,2511.1855847056827,False,-0.06688047000582575,0.16666666666666666,258257,0.0,0.0,7,0,0,1,10,10.0,15,16,6,29.0,3.0,2,1,6,200,0.47182948142290115,19.735529398545623
21,6,0,0,0,10.000000000000002,20,10.0,6.307810646514441,13,12.0,31.00229116920596,0,,42.0,20,42.0,13,0.5730000000000001,28749,217,0,0.0,2170.0000000000005,False,-0.051533937370847244,0,1.2440000000000002,26326,223,0,0.0,2230.0000000000005,False,-0.12761087267525037,0,0.2,44920,0,0,0.0,0.0,False,0.012008020366323473,0,0.44300000000000006,45984,5,64,1.0,2015.6856880617538,False,0.058684814112935725,12,1.643,57208,0,0,0.0,0.0,False,-0.039973149857358614,8,1.9000000000000006,54248,81,0,0.0,2511.1855847056827,False,-0.06857538526006304,0.16666666666666666,257435,0.0,0.0,6,0,0,2,8,8.0,18,20,8,104.0,0.0,6,0,8,200,0.5616181269288063,20.29714752547443
22,8,0,0,0,10.000000000000002,20,10.0,7.284776311915411,32,9.5,31.00229116920596,0,,41.99999999999999,20,42.0,28,0.8400000000000001,28229,227,0,0.0,2270.0000000000005,False,-0.0664759179780639,4,1.2840000000000003,26150,233,0,0.0,2330.0000000000005,False,-0.13161659513590845,0,0.2,44920,0,0,0.0,0.0,False,0.012008020366323473,0,0.44300000000000006,45680,27,74,1.0,2490.8585069429573,False,0.0571885744355662,9,1.7210000000000005,57090,0,0,0.0,0.0,False,-0.041953347877160596,11,2.0020000000000002,54066,81,0,0.0,2511.1855847056827,False,-0.07162958898552033,0.16666666666666666,256135,0.0,0.0,8,0,0,4,9,9.0,17,21,8,110.0,9.0,7,1,8,200,0.569098281674087,20.866245807148516
23,8,0,0,0,10.000000000000002,20,10.0,7.284776311915411,0,,27.484943071823288,15,13.0,42.0,20,42.0,0,0.812,28119,238,0,0.0,2380.0000000000005,False,-0.06822444762358926,0,1.2800000000000002,26060,242,0,0.0,2420.0000000000005,False,-0.13304721030042918,0,0.2,44920,0,0,0.0,0.0,False,0.012008020366323473,0,0.44300000000000006,45875,17,69,1.0,2020.3022692583688,False,0.05628114390765722,11,1.822,56918,0,0,0.0,0.0,False,-0.044839738211109245,9,2.081000000000001,53745,96,0,0.0,2638.5545348950354,False,-0.07594768807773922,0.16666666666666666,255637,0.0,0.0,8,0,0,4,7,7.0,16,20,8,98.0,6.0,6,2,8,395,0.5450702700763941,21.41131607722491
24,8,0,0,0,10.000000000000002,20,10.0,7.126586245252719,7,5.0,23.415077459502065,27,13.0,42.0,20,42.0,2,0.8320000000000001,27990,248,0,0.0,2480.0000000000005,False,-0.07073597202352568,5,1.33,25844,252,0,0.0,2520.0000000000005,False,-0.13832459068510572,0,0.2,44920,0,0,0.0,0.0,False,0.012008020366323473,0,0.44300000000000006,46191,14,52,1.0,1317.3562353276454,False,0.055481968091193934,14,1.9510000000000003,56660,0,0,0.0,0.0,False,-0.04916932371203222,6,2.132,53328,123,0,0.0,2880.054527518754,False,-0.08091915986307478,0.16666666666666666,254933,0.0,0.0,11,0,0,1,11,11.0,17,18,12,68.0,12.0,4,4,12,551,0.529491625726223,21.940807702951133
25,12,0,0,0,10.000000000000002,20,10.0,6.833506214611451,8,3.5,22.43340216412782,9,13.0,42.0,20,42.0,2,0.8500000000000001,27861,258,0,0.0,2580.0000000000005,False,-0.0732474964234621,6,1.3850000000000002,25594,262,0,0.0,2620.0000000000005,False,-0.1446828803051979,0,0.2,44920,0,0,0.0,0.0,False,0.012008020366323473,0,0.44300000000000006,46280,12,53,1.0,1270.972389274112,False,0.0569645660809935,9,2.0270000000000006,56542,0,0,0.0,0.0,False,-0.0511495217318342,11,2.2360000000000007,53042,132,0,0.0,2961.2090856648724,False,-0.08503768177827763,0.16666666666666666,254239,0.0,0.0,9,0,0,2,10,10.0,17,19,10,84.0,21.0,5,7,10,317,0.5719733973965049,22.512781100347638
26,10,0,0,0,10.000000000000002,20,10.0,6.719485579129413,3,3.3333333333333335,22.43340216412782,0,,42.0,20,42.0,0,0.8480000000000003,27771,267,0,0.0,2670.0000000000005,False,-0.07467811158798283,3,1.4090000000000003,25417,273,0,0.0,2730.0000000000005,False,-0.14856143697345414,0,0.2,44920,0,0,0.0,0.0,False,0.012008020366323473,0,0.44300000000000006,46270,5,63,1.0,1446.9017642356998,False,0.05872104179417067,9,2.1080000000000005,56429,0,0,0.0,0.0,False,-0.05304581305588186,11,2.3350000000000004,52866,132,0,0.0,2961.2090856648724,False,-0.08799119746882973,0.16666666666666666,253673,0.0,0.0,7,0,0,0,9,9.0,20,20,11,83.0,15.0,5,5,11,200,0.5700162667781115,23.08279736712575
27,11,0,0,0,10.000000000000002,20,10.0,6.719485579129413,0,,22.43340216412782,0,,42.0,20,42.0,0,0.8480000000000001,27681,276,0,0.0,2760.0000000000005,False,-0.07610872675250357,0,1.4060000000000004,25307,284,0,0.0,2840.0000000000005,False,-0.1503099666189795,0,0.2,44920,0,0,0.0,0.0,False,0.012008020366323473,0,0.44300000000000006,46270,0,68,0.5,1525.4713471606917,False,0.05960609353144722,15,2.2490000000000006,56147,0,0,0.0,0.0,False,-0.05777815069642558,5,2.3740000000000006,52814,132,0,0.0,2961.2090856648724,False,-0.08886382710467468,0.08333333333333333,253139,0.0,0.0,7,0,0,4,8,8.0,16,20,10,109.0,12.0,7,4,10,200,0.5906197484582663,23.673417115584016
28,10,0,0,0,10.000000000000002,20,10.0,6.719485579129413,0,,21.823516838933912,9,16.0,42.0,20,42.0,0,0.8480000000000001,27571,287,0,0.0,2870.0000000000005,False,-0.07785725639802893,0,1.4060000000000004,25217,293,0,0.0,2930.0000000000005,False,-0.15174058178350025,0,0.2,44920,0,0,0.0,0.0,False,0.012008020366323473,0,0.44300000000000006,46414,0,59,0.0,1287.587493497101,False,0.06017062984091183,8,2.3140000000000005,56039,0,0,0.0,0.0,False,-0.05959053532471891,12,2.4890000000000008,52486,141,0,0.0,3077.1158742896814,False,-0.09339557078125793,0.0,252647,0.0,0.0,8,0,0,2,7,7.0,17,19,9,65.0,26.0,4,6,9,344,0.5629026042297482,24.236319719813764
29,9,0,0,0,10.000000000000002,20,10.0,6.344648962683934,6,1.1666666666666667,21.823516838933912,0,,42.0,8,42.0,0,0.8480000000000001,27481,296,0,0.0,2960.0000000000005,False,-0.07928787156254967,6,1.4660000000000002,24959,304,0,0.0,3040.0000000000005,False,-0.1581942457478938,0,0.2,44920,0,0,0.0,0.0,False,0.012008020366323473,0,0.44300000000000006,46407,0,65,0.6,1418.5285945307044,False,0.06148791982484411,0,2.3060000000000005,56039,0,0,0.0,0.0,False,-0.05959053532471891,8,2.557000000000001,52378,141,0,0.0,3077.1158742896814,False,-0.09520795540955126,0.09999999999999999,252184,0.0,0.0,7,0,0,2,5,5.0,17,19,10,84.0,27.0,5,4,10,200,0.5170421246439219,24.753361844457686
30,10,0,0,0,10.000000000000002,20,10.0,6.336242423502986,2,6.0,22.77055280008582,4,43.0,41.99999999999999,9,42.0,1,0.8580000000000001,27347,308,0,0.0,3080.0000000000005,False,-0.08164043872198379,1,1.4700000000000002,24855,312,0,0.0,3120.0000000000005,False,-0.16022889842632332,0,0.2,44920,0,0,0.0,0.0,False,0.012008020366323473,0,0.44300000000000006,46567,0,63,0.2,1434.5448264054066,False,0.06527299464263651,0,2.3060000000000005,56039,0,0,0.0,0.0,False,-0.05959053532471891,9,2.6390000000000007,52094,145,0,0.0,3301.730156012444,False,-0.09808919150853795,0.03333333333333333,251822,0.0,0.0,8,0,0,1,4,4.0,18,19,12,64.0,48.0,4,6,12,372,0.5233323983848095,25.276694242842495
31,12,0,0,0,10.000000000000002,20,10.0,6.336242423502986,0,,23.18469231256665,9,26.88888888888889,41.99999999999999,11,42.0,0,0.857,27197,323,0,0.0,3230.0000000000005,False,-0.08402479732951836,0,1.4690000000000003,24805,317,0,0.0,3170.0000000000005,False,-0.16102368462883485,0,0.2,44920,0,0,0.0,0.0,False,0.012008020366323473,0,0.44300000000000006,46809,0,54,0.0,1251.973384878599,False,0.06866845455739967,0,2.306000000000001,55969,0,5,0.5,209.99999999999997,False,-0.059003188454438665,11,2.7400000000000007,51745,149,0,0.0,3454.519154572431,False,-0.10266387687051151,0.08333333333333333,251445,0.0,0.0,10,0,0,3,4,4.0,16,19,14,88.0,51.0,5,7,14,442,0.5775127364322543,25.85420697927475
32,14,0,0,0,10.000000000000002,20,10.0,6.257603570679214,7,5.428571428571429,24.12215146202993,4,43.0,41.999999999999986,9,42.0,1,0.867,27113,330,0,0.0,3300.0000000000005,False,-0.08558257828644095,6,1.5290000000000004,24543,330,0,0.0,3300.0000000000005,False,-0.16728659990462566,0,0.2,44920,0,0,0.0,0.0,False,0.012008020366323473,0,0.44300000000000006,46943,0,57,0.7,1374.962633335706,False,0.07307277618824995,0,2.3060000000000005,55797,0,9,0.4,377.9999999999999,False,-0.06047994629971472,9,2.8190000000000004,51616,149,0,0.0,3594.2005678424593,False,-0.10365664903639485,0.18333333333333335,250932,0.0,0.0,8,0,0,5,6,6.0,15,20,14,101.0,69.0,6,8,14,372,0.6091762967407703,26.46338327601552
