index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
20,20,0,0,0,10.000000000000002,20,10.0,4.1591977548944525,21,5.428571428571429,12.463145629747757,16,10.3125,29.999999999999996,10,30.0,5,3.3280000000000007,28276.0,202,0,0.0,2020.0000000000005,False,-0.23069244509824524,16,1.7730000000000004,33736,218,0,0.0,2180.0000000000005,False,-0.08516339182515499,0,0.2,56042,0,96,0.5,1196.4619804557847,False,0.013405217123112736,15,2.1770000000000005,50407,405,0,0.0,1684.4750907322532,False,-0.08305026667323666,0,0.35300000000000004,90939,38,12,1.0,833.5995339304147,False,0.033179522821981076,0,0.2,88292,0,9,0.0,269.99999999999994,False,5.6547013186763475e-05,0.25,347692,0.0,0.0,17,0,0,13,6,6.0,14,27,19,97.0,59.0,7,13,19,530,1.0637446949258447,52.758751375600696
21,19,0,0,0,10.000000000000002,20,10.0,4.088658291061481,15,3.0,12.830477003734307,2,30.0,29.999999999999996,9,30.0,11,3.4330000000000007,27999.0,212,0,0.0,2120.0000000000005,False,-0.23665545865293686,4,1.7970000000000004,33596,228,0,0.0,2280.0000000000005,False,-0.08752758222128822,0,0.2,56083,0,103,0.9,1321.5391313846337,False,0.015257726032676406,0,2.1620000000000004,50381,411,0,0.0,1680.438557626269,False,-0.08355156861009579,0,0.35300000000000004,91149,30,13,1.0,774.9143101120292,False,0.035222649963312536,0,0.2,88292,0,9,0.0,269.99999999999994,False,5.6547013186763475e-05,0.31666666666666665,347500,0.0,0.0,18,0,0,14,5,5.0,19,33,22,117.0,49.0,8,11,22,530,1.02749262470752,53.786244000308216
22,22,0,0,0,10.000000000000002,20,10.0,4.067253737051687,26,3.8846153846153846,12.405814619822653,16,10.125,29.999999999999993,6,30.0,23,3.6520000000000006,27501.0,223,0,0.0,2230.0000000000005,False,-0.2482925291583482,3,1.8230000000000006,33479,237,0,0.0,2370.0000000000005,False,-0.08941893453819481,0,0.2,56047,3,113,1.0,1414.058813251115,False,0.015441294781370152,16,2.322000000000001,50019,424,0,0.0,1724.5155845099155,False,-0.08963414874926266,0,0.35300000000000004,91167,36,17,1.0,956.6093263136154,False,0.036453650258496915,0,0.2,88292,0,9,0.0,269.99999999999994,False,5.6547013186763475e-05,0.3333333333333333,346505,0.0,0.0,16,0,0,13,7,7.0,21,34,23,194.0,45.0,12,10,23,380,1.8173826774582267,55.60362667776644
23,23,0,0,0,10.000000000000002,20,10.0,4.1024397578779865,21,4.476190476190476,12.28022170235658,9,11.0,29.999999999999996,10,30.0,7,3.6990000000000007,27292.0,233,0,0.0,2330.0000000000005,False,-0.2524692655248503,14,1.9600000000000002,33232,247,0,0.0,2470.0000000000005,False,-0.09459388462750867,0,0.2,56031,1,123,1.0,1514.5697091477373,False,0.016054192170007104,9,2.3960000000000004,49824,437,0,0.0,1792.7661741926802,False,-0.09251251387349765,0,0.35300000000000004,91368,35,17,1.0,939.8077595824802,False,0.038631832347054314,0,0.2,88292,0,9,0.0,269.99999999999994,False,5.6547013186763475e-05,0.3333333333333333,346039,0.0,0.0,16,0,0,16,5,5.0,16,32,27,120.0,55.0,9,14,27,500,1.4927268670871854,57.09635354485363
24,27,0,0,0,10.000000000000002,20,10.0,4.099013344049279,48,4.083333333333333,12.28022170235658,0,,29.999999999999993,10,30.0,27,3.9620000000000015,26640.0,242,0,0.0,2420.0000000000005,False,-0.26841441630766,21,2.1560000000000006,32845,258,0,0.0,2580.0000000000005,False,-0.10331512031102238,0,0.2,55945,11,133,1.0,1678.358633197967,False,0.015980736014724738,0,2.3870000000000005,49714,465,0,0.0,1906.0412049829147,False,-0.09346727375621372,0,0.35300000000000004,91668,25,17,1.0,817.0055425589144,False,0.041330243279720597,0,0.2,88292,0,9,0.0,269.99999999999994,False,5.6547013186763475e-05,0.3333333333333333,345104,0.0,0.0,17,0,0,18,11,11.0,17,35,22,186.0,39.0,14,13,22,500,1.5835540741682053,58.67990761902183
25,22,0,0,0,10.000000000000002,20,10.0,4.117114356853609,14,4.428571428571429,12.049301954284136,19,10.947368421052632,29.999999999999993,13,30.0,6,3.995000000000001,26440.0,253,0,0.0,2530.0000000000005,False,-0.2722233897236524,8,2.2150000000000007,32670,267,0,0.0,2670.0000000000005,False,-0.10673006199432594,0,0.2,55961,3,142,1.0,1723.3522205789081,False,0.01666951942691046,18,2.5670000000000006,49295,477,0,0.0,1963.8635482191714,False,-0.10044673070602445,0,0.3530000000000001,91850,34,14,1.0,829.6762664456605,False,0.043460203718789794,0,0.2,88292,0,9,0.0,269.99999999999994,False,5.6547013186763475e-05,0.3333333333333333,344508,0.0,0.0,18,0,0,16,8,8.0,19,35,21,151.0,36.0,10,12,21,620,1.289287468418479,59.96919508744031
26,21,0,0,0,10.000000000000002,20,10.0,4.12284508333052,30,4.166666666666667,11.877840205530573,17,10.882352941176471,29.999999999999993,8,30.0,14,4.1290000000000004,26175.0,259,0,0.0,2590.0000000000005,False,-0.2783965535357781,16,2.3670000000000004,32354,281,0,0.0,2810.0000000000005,False,-0.11319218241042345,0,0.2,55990,0,145,0.4,1722.286829801933,False,0.017178855538476062,16,2.709000000000001,48857,506,0,0.0,2086.1596121652433,False,-0.10718935417003417,0,0.35300000000000004,91905,41,16,1.0,966.9914484267533,False,0.044858697204467016,0,0.2,88292,0,9,0.0,269.99999999999994,False,5.6547013186763475e-05,0.2333333333333333,343573,0.0,0.0,13,0,0,14,7,7.0,16,30,19,126.0,38.0,8,13,19,470,1.2294388636946678,61.19863395113498
27,19,0,0,0,10.000000000000002,20,10.0,3.995063902481513,34,3.1176470588235294,12.04625858881194,10,13.8,29.999999999999993,7,30.0,22,4.335000000000001,25689.0,271,0,0.0,2710.0000000000005,False,-0.28958705474414204,12,2.471000000000001,32166,289,0,0.0,2890.0000000000005,False,-0.11707996217295366,0,0.2,56047,0,146,0.3,1758.7537539665432,False,0.01852493025680834,8,2.7730000000000006,48625,537,0,0.0,2145.3493156325726,False,-0.11081078066564767,0,0.35300000000000004,91977,41,19,1.0,1063.8966021412893,False,0.046220943894852484,0,0.2,88292,0,9,0.0,269.99999999999994,False,5.6547013186763475e-05,0.21666666666666667,342796,0.0,0.0,18,0,0,17,5,5.0,14,31,18,86.0,39.0,6,13,18,470,1.0526902163401246,62.251324167475104
28,18,0,0,0,10.000000000000002,20,10.0,4.003187066998595,14,4.142857142857143,11.788744544705088,31,10.935483870967742,29.999999999999996,12,30.0,10,4.413000000000001,25409.0,284,0,0.0,2840.0000000000005,False,-0.2952348429126826,4,2.4990000000000006,32060,296,0,0.0,2960.0000000000005,False,-0.118945045707681,0,0.2,56072,0,150,0.5,1768.3116817057632,False,0.019057734534234132,30,3.065000000000001,47810,546,0,0.0,2185.7401385812327,False,-0.12503139916461303,0,0.35300000000000004,91998,62,17,1.0,1240.9021617717153,False,0.04745935492169213,0,0.2,88292,0,9,0.0,269.99999999999994,False,5.6547013186763475e-05,0.25,341641,0.0,0.0,18,0,0,18,10,10.0,15,33,19,129.0,24.0,10,8,19,590,1.4362860759720206,63.687610243447125
29,19,0,0,0,10.000000000000002,20,10.0,3.7511663310876187,21,1.0,12.086447028213822,2,30.0,30.0,15,30.0,21,4.613000000000001,24885.0,296,0,0.0,2960.0000000000005,False,-0.3074235578438584,0,2.4950000000000006,31980,304,0,0.0,3040.0000000000005,False,-0.11999579699485131,0,0.2,56128,0,152,0.4,1837.139948288501,False,0.02067542134054233,0,3.0350000000000006,47793,563,0,0.0,2111.906644402329,False,-0.12599607589413023,0,0.35300000000000004,92388,54,12,1.0,1012.6681395235464,False,0.050579426723686045,0,0.2,88292,0,9,0.0,270.0,False,5.6547013186763475e-05,0.2333333333333333,341466,0.0,0.0,21,0,0,15,3,3.0,14,29,16,81.0,47.0,8,11,16,710,1.3947005569934845,65.08231080044061
30,16,0,0,0,10.000000000000002,20,10.0,3.608868777764312,28,2.4642857142857144,12.343310535590456,5,18.0,29.999999999999996,12,30.0,20,4.792000000000001,24410.0,306,0,0.0,3060.0000000000005,False,-0.3185877902700431,8,2.575000000000001,31792,314,0,0.0,3140.0000000000005,False,-0.12362088893558895,0,0.2,56159,10,160,1.0,2011.018373472116,False,0.022785585993023216,3,3.065000000000001,47711,571,0,0.0,2060.664072103422,False,-0.12792163253382996,0,0.35300000000000004,92658,49,10,1.0,904.8222162439322,False,0.053023128951188166,0,0.2,88292,0,9,0.0,269.99999999999994,False,5.6547013186763475e-05,0.3333333333333333,341022,0.0,0.0,17,0,0,14,6,6.0,15,29,22,37.0,68.0,3,13,22,620,0.9350270442664623,66.01733784470707
31,22,0,0,0,10.000000000000002,20,10.0,3.617894058756075,8,3.875,12.215026788617575,6,10.0,30.0,4,30.0,5,4.822000000000002,24200.0,320,0,0.0,3200.0000000000005,False,-0.32226541977513923,3,2.5970000000000004,31705,320,0,0.0,3200.0000000000005,False,-0.12511820951980665,0,0.2,56128,8,170,1.0,2105.4977065350363,False,0.023076145591732475,6,3.122000000000001,47627,571,0,0.0,2065.817507549719,False,-0.12937845531883743,0,0.35300000000000004,92718,45,16,1.0,1029.6762054877909,False,0.054407705127048726,0,0.2,88292,0,9,0.0,270.0,False,5.6547013186763475e-05,0.3333333333333333,340670,0.0,0.0,13,0,0,18,3,3.0,17,35,21,180.0,33.0,11,11,21,320,1.268172916956246,67.28551076166332
32,21,0,0,0,10.000000000000002,20,10.0,3.524327820656313,15,2.2,12.257575284103776,7,12.857142857142858,30.0,9,30.0,12,4.937000000000001,23910.0,328,0,0.0,3280.0000000000005,False,-0.3288326153199538,3,2.6240000000000006,31558,332,0,0.0,3320.0000000000005,False,-0.12740359356940212,0,0.2,56152,4,179,1.0,2208.203287137201,False,0.024424355326771813,6,3.176000000000001,47508,580,0,0.0,2044.1101359806617,False,-0.13170179334793916,0,0.35300000000000004,92898,42,17,1.0,1024.8181619323586,False,0.05641592681647296,0,0.2,88292,0,9,0.0,270.0,False,5.6547013186763475e-05,0.3333333333333333,340318,0.0,0.0,19,0,0,16,7,7.0,15,31,25,96.0,50.0,7,14,25,500,1.2155323047190905,68.50104306638241
33,25,0,0,0,10.000000000000002,20,10.0,3.4585191959533574,25,2.92,12.623112917123558,2,30.0,30.000000000000004,12,30.0,19,5.115000000000001,23519.0,335,0,0.0,3350.0000000000005,False,-0.3381843017757697,6,2.681000000000001,31368,345,0,0.0,3450.0000000000005,False,-0.1306871913418094,0,0.2,56175,13,187,1.0,2405.482865049499,False,0.02660073057423828,0,3.170000000000001,47472,586,0,0.0,2026.6922488286675,False,-0.1325017243489232,0,0.3530000000000001,93198,34,15,1.0,879.1858391822011,False,0.058985240320181646,0,0.2,88292,0,9,0.0,270.00000000000006,False,5.6547013186763475e-05,0.3333333333333333,340024,0.0,0.0,20,0,0,19,3,3.0,16,35,18,148.0,54.0,12,13,18,620,1.3384278127923608,69.83947087917477
34,18,0,0,0,10.000000000000002,20,10.0,3.499674834864792,11,4.2727272727272725,12.419643136064877,9,10.444444444444445,30.000000000000004,10,30.0,3,5.126000000000001,23364.0,346,0,0.0,3460.0000000000005,False,-0.3408111799936955,8,2.755000000000001,31186,354,0,0.0,3540.0000000000005,False,-0.13428601450036776,0,0.2,56191,5,196,1.0,2451.74842884304,False,0.027300893067247343,8,3.250000000000001,47311,595,0,0.0,2082.3065267445513,False,-0.13488480679586562,0,0.35300000000000004,93404,33,15,1.0,859.848223490141,False,0.06120562882252237,0,0.2,88292,0,9,0.0,270.00000000000006,False,5.6547013186763475e-05,0.3333333333333333,339748,0.0,0.0,17,0,0,15,4,4.0,15,30,24,81.0,53.0,5,13,24,530,1.1190901529043913,70.95856103207916
35,24,0,0,0,10.0,20,10.0,3.398753066742248,27,2.6666666666666665,12.06619651370994,25,10.84,30.000000000000004,8,30.0,22,5.343000000000001,22894.0,357,0,0.0,3570.0,False,-0.3517127245980876,5,2.797000000000001,31041,363,0,0.0,3630.0,False,-0.13691289271829357,0,0.2,56293,0,194,1.0,2340.8421236597283,False,0.028133707785329795,13,3.3720000000000008,47060,617,0,0.0,2097.030642179967,False,-0.13924396913474477,0,0.35300000000000004,93373,48,17,1.0,1089.1774326580771,False,0.062151825522257266,0,0.2,88292,0,9,0.0,270.00000000000006,False,5.6547013186763475e-05,0.3333333333333333,338953,0.0,0.0,20,0,0,17,5,5.0,18,35,20,144.0,49.0,11,13,20,572,1.2425427585840225,72.20110379066318
36,20,0,0,0,10.0,20,10.0,3.45368999926255,22,3.9545454545454546,12.24278290733638,1,30.0,30.0,8,30.0,14,5.461000000000001,22551.0,369,0,0.0,3690.0,False,-0.3591467899548177,8,2.872000000000001,30870,371,0,0.0,3710.0,False,-0.1403541031837764,0,0.2,56306,0,201,0.8,2460.7993643746127,False,0.0294394389470095,0,3.3590000000000013,46990,631,0,0.0,2179.278389534669,False,-0.13976061987140448,0,0.35300000000000004,93583,39,19,1.0,1047.468533386119,False,0.06429094870838777,0,0.2,88292,0,9,0.0,270.0,False,5.6547013186763475e-05,0.3,338592,0.0,0.0,16,0,0,17,6,6.0,15,32,21,137.0,30.0,10,10,21,470,1.2921236483380198,73.4932274390012
37,21,0,0,0,10.0,20,10.0,3.95945022218862,57,5.7368421052631575,12.24278290733638,0,,30.000000000000004,11,30.0,15,5.597000000000001,22223.0,382,0,0.0,3820.0,False,-0.3660554796679626,42,3.284000000000001,29998,378,0,0.0,3780.0,False,-0.1623410738678155,0,0.2,56288,0,207,0.6,2534.2560618186308,False,0.029774525968569405,0,3.3590000000000004,46681,682,0,0.0,2700.3450515326385,False,-0.1406277839765558,0,0.35300000000000004,93913,29,18,1.0,895.0407043127552,False,0.06716111773265004,0,0.2,88292,0,9,0.0,270.00000000000006,False,5.6547013186763475e-05,0.26666666666666666,337395,0.0,0.0,18,0,0,14,7,7.0,18,32,24,129.0,48.0,9,12,24,530,1.214557840488851,74.70778527949005
38,24,0,0,0,10.0,20,10.0,4.01463740543573,15,4.866666666666666,12.141340666217436,9,11.11111111111111,30.000000000000004,7,30.0,8,5.662000000000001,22031.0,391,0,0.0,3910.0,False,-0.36991699064831357,7,3.312000000000001,29811,389,0,0.0,3890.0,False,-0.16580855311547757,0,0.2,56295,0,211,0.5,2561.822880571879,False,0.030146382070207034,8,3.439000000000001,46497,692,0,0.0,2778.129084561525,False,-0.14322405141649344,0,0.35300000000000004,94023,28,21,1.0,969.9575386540884,False,0.06882878434469983,0,0.2,88292,0,9,0.0,270.00000000000006,False,5.6547013186763475e-05,0.25,336949,0.0,0.0,17,0,0,17,6,6.0,20,37,20,165.0,55.0,14,10,20,440,1.47387526743114,76.1816605469212
39,20,0,0,0,10.0,20,10.0,3.9737215565453137,35,3.7142857142857144,11.60830646951143,20,9.2,30.000000000000004,9,30.0,15,5.804000000000002,21718.0,397,0,0.0,3970.0,False,-0.3773510560050436,20,3.505000000000001,29421,403,0,0.0,4030.0,False,-0.17421456341284017,0,0.2,56291,0,215,0.4,2495.7858909449574,False,0.029484048334659934,20,3.631000000000001,45943,723,0,0.0,2873.000685382262,False,-0.15228748201515221,0,0.35300000000000004,94109,38,22,1.0,1101.1156458414343,False,0.07054305289317948,0,0.2,88292,0,9,0.0,270.00000000000006,False,5.6547013186763475e-05,0.2333333333333333,335774,0.0,0.0,16,0,0,10,7,7.0,24,34,22,175.0,37.0,11,9,22,470,1.1265980154275894,77.30825856234878
40,22,0,0,0,9.999999999999998,20,10.0,4.029105871198031,41,4.341463414634147,11.791625861427399,1,30.0,30.0,9,30.0,14,5.929000000000002,21378.0,406,0,0.0,4059.999999999999,False,-0.38510034674792476,27,3.755000000000001,28941,414,0,0.0,4139.999999999999,False,-0.1853787958390249,0,0.2,56294,0,224,1.0,2641.324192959737,False,0.030839707582256022,0,3.611000000000001,45792,754,0,0.0,3037.9458268833155,False,-0.15351357260665124,0,0.35300000000000004,94349,29,23,1.0,1031.9571499813947,False,0.07286623888840675,0,0.2,88292,0,9,0.0,270.0,False,5.6547013186763475e-05,0.3333333333333333,335046,0.0,0.0,18,0,0,8,7,7.0,22,30,27,144.0,46.0,9,13,27,500,1.2999063832685351,78.60816494561732
41,27,0,0,0,9.999999999999998,20,10.0,4.0567497195104565,4,5.75,11.24505558635721,30,9.6,30.0,5,30.0,1,5.925000000000002,21254.0,417,0,0.0,4169.999999999999,False,-0.3869128927182936,3,3.758000000000001,28824,423,0,0.0,4229.999999999999,False,-0.1872701481559315,0,0.2,56315,0,225,0.2,2530.137506930372,False,0.030220764585804295,29,3.901000000000001,45008,756,0,0.0,3066.902787949905,False,-0.16728182723560228,0,0.3530000000000001,94211,49,28,1.0,1391.0077237315033,False,0.07333586507730833,0,0.2,88292,0,9,0.0,270.0,False,5.6547013186763475e-05,0.19999999999999998,333904,0.0,0.0,15,0,0,15,8,8.0,17,32,25,147.0,69.0,12,15,25,380,1.7954397443681955,80.40360468998551
42,25,0,0,0,9.999999999999998,20,10.0,4.003067336851637,10,2.8,11.390148697724065,11,12.818181818181818,30.000000000000004,12,30.0,7,5.994000000000001,21054.0,426,0,0.0,4259.999999999999,False,-0.3909845539560786,3,3.785000000000001,28687,434,0,0.0,4339.999999999999,False,-0.18942418829463067,0,0.2,56368,0,230,0.7,2619.734200476535,False,0.031970569505613944,9,3.9620000000000015,44834,759,0,0.0,3038.3281086703923,False,-0.17065065834686807,0,0.35300000000000004,94430,50,26,1.0,1349.5074348862033,False,0.07557795251682958,0,0.2,88292,0,9,0.0,270.00000000000006,False,5.6547013186763475e-05,0.2833333333333333,333665,0.0,0.0,21,0,0,12,5,5.0,23,35,20,175.0,46.0,12,13,20,620,1.2847483111545444,81.68835300114006
43,20,0,0,0,9.999999999999998,20,10.0,4.098164365591119,20,5.1,11.265962845203427,5,8.6,30.000000000000004,8,30.0,7,6.057000000000002,20846.0,437,0,0.0,4369.999999999999,False,-0.3950036776295051,13,3.9120000000000013,28443,443,0,0.0,4429.999999999999,False,-0.19465167594830304,0,0.2,56335,0,239,0.9,2692.565120003619,False,0.03203167880341757,5,4.003000000000001,44682,770,0,0.0,3155.5865615051616,False,-0.17232124526752823,0,0.35300000000000004,94627,45,28,1.0,1346.9683280341544,False,0.0777915469455235,0,0.2,88292,0,9,0.0,270.00000000000006,False,5.6547013186763475e-05,0.31666666666666665,333225,0.0,0.0,16,0,0,10,7,7.0,24,34,23,137.0,46.0,9,11,23,440,1.2985577089712024,82.98691071011126
44,23,0,0,0,9.999999999999998,20,10.0,4.202076650103785,12,6.0,11.429772788465906,8,13.5,30.0,11,30.0,0,6.0500000000000025,20716.0,450,0,0.0,4499.999999999999,False,-0.3967111484711569,12,4.019000000000001,28253,450,0,0.0,4499.999999999999,False,-0.19872333718608806,0,0.2,56395,0,237,0.0,2708.8561508664197,False,0.03325093620499198,6,4.058000000000001,44514,782,0,0.0,3286.0239403811597,False,-0.17416020521746653,0,0.35300000000000004,94849,43,27,1.0,1301.4802299040339,False,0.0800450127225353,0,0.2,88292,0,9,0.0,270.0,False,5.6547013186763475e-05,0.16666666666666666,333019,0.0,0.0,18,0,0,15,2,2.0,20,35,26,125.0,82.0,9,14,26,590,2.136309557594359,85.12322026770562
45,26,0,0,0,10.0,20,10.0,3.851244315540819,38,2.026315789473684,11.41179652875522,14,11.285714285714286,30.0,11,30.0,35,6.400000000000001,19872.0,461,0,0.0,4610.0,False,-0.41743721761059155,3,4.037000000000001,28136,459,0,0.0,4590.0,False,-0.20061468950299463,0,0.2,56412,0,245,0.9,2795.890149545029,False,0.034333704438505544,13,4.182,44226,811,0,0.0,3123.3591399036045,False,-0.18076828881301454,0,0.35300000000000004,95021,47,26,1.0,1316.3544368514954,False,0.08207433917379998,0,0.2,88292,0,9,0.0,270.0,False,5.6547013186763475e-05,0.31666666666666665,331959,0.0,0.0,20,0,0,16,9,9.0,21,37,24,198.0,46.0,15,11,24,560,1.6808382403105497,86.80405850801617
46,24,0,0,0,10.0,20,10.0,4.017932949759745,36,5.0,11.72363197690326,9,15.222222222222221,30.0,6,30.0,16,6.525000000000002,19505.0,472,0,0.0,4720.0,False,-0.4256330776505201,20,4.234000000000001,27816,468,0,0.0,4680.0,False,-0.20783860460229064,0,0.2,56394,9,253,1.0,3002.2402867043625,False,0.03585765406509417,7,4.239000000000001,44033,828,0,0.0,3326.8484824010684,False,-0.18240102626182153,0,0.35300000000000004,95064,46,30,1.0,1439.28707093755,False,0.08325579081528094,0,0.2,88292,0,9,0.0,270.0,False,5.6547013186763475e-05,0.3333333333333333,331104,0.0,0.0,16,0,0,12,7,7.0,24,36,24,161.0,59.0,12,12,24,440,1.3124937750399113,88.11655228305608
47,24,0,0,0,10.0,20,10.0,4.03460707533683,8,4.5,11.57899221069625,4,8.0,29.999999999999996,10,30.0,5,6.559000000000002,19340.0,482,0,0.0,4820.0,False,-0.4286539876011348,3,4.244000000000001,27689,478,0,0.0,4780.0,False,-0.20986130083009352,0,0.2,56358,7,263,1.0,3073.5172009404714,False,0.03585118535131307,4,4.272000000000001,43969,828,0,0.0,3340.6546583788954,False,-0.18342260240129088,0,0.35300000000000004,95332,40,30,1.0,1363.15968842785,False,0.08585623311182647,0,0.2,88292,0,9,0.0,269.99999999999994,False,5.6547013186763475e-05,0.3333333333333333,330980,0.0,0.0,18,0,0,10,3,3.0,25,35,22,177.0,48.0,12,12,22,500,1.457154038362205,89.57370632141829
48,22,0,0,0,10.0,20,10.0,4.124726735203074,34,4.676470588235294,11.216640439609302,35,10.257142857142858,29.999999999999996,10,30.0,14,6.694000000000003,19009.0,492,0,0.0,4920.0,False,-0.4360355153935064,20,4.441000000000002,27378,488,0,0.0,4880.0,False,-0.2167174529788799,0,0.2,56343,12,272,1.0,3100.4229203961672,False,0.035823503966615135,34,4.608000000000001,42911,847,0,0.0,3493.643544717004,False,-0.2009836687059007,0,0.35300000000000004,95273,65,30,1.0,1629.0816285746046,False,0.08669268750183558,0,0.2,88292,0,9,0.0,269.99999999999994,False,5.6547013186763475e-05,0.3333333333333333,329206,0.0,0.0,20,0,0,13,11,11.0,19,32,23,154.0,59.0,11,11,23,530,1.4835835341364145,91.0572898555547
49,23,0,0,0,10.0,20,10.0,3.940940616773985,16,1.4375,11.216640439609302,0,,29.999999999999996,5,30.0,16,6.8400000000000025,18602.0,503,0,0.0,5030.0,False,-0.44528212672060524,0,4.421000000000001,27288,497,0,0.0,4970.0,False,-0.2178995481769465,0,0.2,56331,10,282,1.0,3202.5020101375626,False,0.03652199826570965,0,4.574000000000002,42900,855,0,0.0,3369.504227341757,False,-0.20229102872249768,0,0.3530000000000001,95423,55,35,1.0,1666.9152241785114,False,0.08860303558039018,0,0.2,88292,0,9,0.0,269.99999999999994,False,5.6547013186763475e-05,0.3333333333333333,328836,0.0,0.0,15,0,0,13,5,5.0,20,33,25,129.0,53.0,10,13,25,350,1.56584376655519,92.62313362210989
50,25,0,0,0,10.0,20,10.0,3.984703055928465,14,4.642857142857143,11.354240950895694,9,13.11111111111111,30.0,9,30.0,0,6.8240000000000025,18462.0,517,0,0.0,5170.0,False,-0.4471209414731533,14,4.561000000000001,27048,503,0,0.0,5030.0,False,-0.22341599243459073,0,0.2,56361,0,291,1.0,3304.084116710647,False,0.03796750922966704,8,4.654000000000001,42731,869,0,0.0,3462.706955601836,False,-0.2044809812348872,0,0.35300000000000004,95575,54,36,1.0,1693.1290113483674,False,0.09047029591814455,0,0.2,88292,0,9,0.0,270.0,False,5.6547013186763475e-05,0.3333333333333333,328469,0.0,0.0,20,0,0,8,3,3.0,26,34,24,131.0,71.0,8,17,24,500,1.316702000796795,93.93983562290668
51,24,0,0,0,10.000000000000002,20,10.0,3.9291421487394222,25,3.48,11.253217931300567,5,9.0,30.0,13,30.0,13,6.954000000000002,18155.0,527,0,0.0,5270.000000000001,False,-0.4538720184932227,12,4.667000000000001,26828,513,0,0.0,5130.000000000001,False,-0.22788168540506462,0,0.2,56357,0,293,0.2,3297.192853871066,False,0.03783429222836471,5,4.696000000000001,42573,892,0,0.0,3504.7947966755646,False,-0.20693139506650837,0,0.35300000000000004,95920,49,33,1.0,1541.4076786337278,False,0.09351410100785848,0,0.2,88292,0,9,0.0,270.0,False,5.6547013186763475e-05,0.19999999999999998,328125,0.0,0.0,21,0,0,6,4,4.0,28,34,17,151.0,39.0,11,13,17,590,1.4957759631797671,95.43561158608645
52,17,0,0,0,10.000000000000002,20,10.0,3.8382647973012283,15,2.6,11.461538389705591,9,13.88888888888889,29.999999999999996,15,30.0,11,7.051000000000003,17861.0,539,0,0.0,5390.000000000001,False,-0.4600189135231691,4,4.695000000000001,26712,521,0,0.0,5210.000000000001,False,-0.22987811285068824,0,0.2,56406,1,301,1.0,3453.7613200986843,False,0.04011165769174538,7,4.761000000000001,42432,896,0,0.0,3439.0852583819005,False,-0.21004199908409307,0,0.35300000000000004,96245,48,28,1.0,1390.153842705868,False,0.09633436159952193,0,0.2,88292,0,9,0.0,269.99999999999994,False,5.6547013186763475e-05,0.3333333333333333,327948,0.0,0.0,22,0,0,4,5,5.0,23,27,24,51.0,39.0,4,13,24,710,1.2376882256940007,96.67329981178045
53,24,0,0,0,10.000000000000002,20,10.0,3.6457199337883197,31,2.4193548387096775,11.366284814680172,13,10.615384615384615,29.999999999999996,10,30.0,22,7.260000000000002,17427.0,546,0,0.0,5460.000000000001,False,-0.4705001576126931,9,4.7810000000000015,26474,534,0,0.0,5340.000000000001,False,-0.2344226121676999,0,0.2,56431,0,306,0.6,3478.083153292133,False,0.04077653963332316,12,4.8740000000000006,42147,922,0,0.0,3361.353778952831,False,-0.21583659463104227,0,0.35300000000000004,96407,51,28,1.0,1419.6805255486888,False,0.09833344939918062,0,0.2,88292,0,9,0.0,269.99999999999994,False,5.6547013186763475e-05,0.26666666666666666,327178,0.0,0.0,19,0,0,10,5,5.0,22,32,19,141.0,45.0,9,15,19,530,1.1740074642002583,97.84730727598071
