index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
37,29,0,0,0,10.0,20,10.0,19.28576110058975,43,19.488372093023255,36.855389559153544,8,38.0,35.0,20,35.0,20,2.218000000000001,35577,19,10,1.0,382.8576110058975,False,0.09343448292684478,0,0.2,30197,4,298,1.0,5787.156807975745,False,0.011573074223155748,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,42336,283,152,1.0,11059.889604458236,False,0.01147316954185318,7,2.0610000000000004,61835,0,8,0.8,280.0,False,-0.051136798591441476,13,2.7870000000000013,61220,0,0,0.0,0.0,False,-0.06269616474010564,0.6333333333333333,278696,0.0,0.0,16,0,0,12,14,13.782608695652174,25,37,30,207.0,89.0,14,15,30,910,2.021645136002917,157.07690694590565
38,30,0,0,0,10.0,20,10.0,19.63408702298867,11,26.0,36.855389559153544,0,,35.0,20,35.0,1,2.2080000000000006,35741,19,10,1.0,386.3408702298867,False,0.09850117495460216,0,0.2,30097,4,308,1.0,6087.29880308051,False,0.013103735679269283,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,42050,284,162,1.0,11546.653823111656,False,0.010572594965573372,0,2.0540000000000003,62045,0,2,0.0,70.0,False,-0.04952920462374646,14,2.914000000000001,60981,0,0,0.0,0.0,False,-0.0663553548189543,0.5,278445,0.0,0.0,14,0,0,15,9,8.09090909090909,23,38,34,228.0,87.0,16,14,34,410,2.0150507769430988,159.09195772284875
39,34,0,0,0,10.0,20,10.0,18.897987063398794,15,9.533333333333333,36.96489086110772,10,38.0,35.0,20,35.0,5,2.2570000000000006,35670,19,10,1.0,378.97987063398796,False,0.096218205408321,0,0.2,29997,4,318,1.0,6049.559886160817,False,0.009469917555649547,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,42287,289,162,1.0,11449.830580821701,False,0.014557726484179969,7,2.1240000000000006,61655,0,10,1.0,350.0,False,-0.05335680930873459,11,3.0100000000000007,60822,0,0,0.0,0.0,False,-0.06878971139860675,0.6666666666666666,277962,0.0,0.0,16,0,0,12,13,12.6,25,37,25,204.0,124.0,13,21,25,730,2.0855502140475437,161.1775079368963
40,25,0,0,0,9.999999999999998,20,10.0,19.214837454500405,34,20.941176470588236,36.96489086110772,0,,35.0,20,35.0,24,2.4920000000000004,35724,22,10,1.0,412.148374545004,False,0.09837595338935268,0,0.2,29927,1,328,1.0,6312.466685076132,False,0.011348537005932498,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41575,313,172,1.0,12372.205351369154,False,0.009257711381031949,3,2.1470000000000007,61980,0,0,0.0,0.0,False,-0.05106024649774171,7,3.0690000000000013,60749,0,0,0.0,0.0,False,-0.06990737196662329,0.5,277486,0.0,0.0,18,0,0,14,6,6.0,21,35,31,207.0,49.0,14,11,31,830,1.8971239370293915,163.07463187392568
41,31,0,0,0,9.999999999999998,20,10.0,18.913399421080754,6,9.0,35.91541261983951,15,29.333333333333332,35.0,20,35.0,0,2.468000000000001,35678,22,14,1.0,484.7875918951305,False,0.09808002555476786,0,0.2,29827,1,338,1.0,6402.729004325295,False,0.009671206351267142,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41961,309,167,1.0,11842.11432862715,False,0.011813645887065006,8,2.2240000000000006,61694,0,5,0.5,175.0,False,-0.05409936461762229,12,3.1820000000000013,60307,0,10,1.0,350.0,False,-0.07399525377019062,0.75,276998,0.0,0.0,15,0,0,12,12,12.0,23,35,28,204.0,83.0,13,18,28,694,2.0012257340131328,165.07585760793881
42,28,0,0,0,9.999999999999998,20,10.0,19.13373538798619,35,20.285714285714285,35.92851917473892,18,36.0,35.0,20,35.0,21,2.678000000000001,35796,25,10,1.0,441.33735387986184,False,0.10102313147896586,0,0.2,29757,0,346,0.8,6620.272444243221,False,0.010856450908584354,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41899,334,159,1.0,12103.302168370876,False,0.013263129644896555,3,2.246000000000001,61197,8,10,1.0,637.4281533979114,False,-0.058168658398546215,2,3.190000000000001,60641,0,0,0.0,0.0,False,-0.07156089719053817,0.6333333333333333,276821,0.0,0.0,22,0,0,12,5,4.34,24,36,29,219.0,61.0,13,15,29,1598,1.8306288680178113,166.90648647595663
43,29,0,0,0,9.999999999999998,20,10.0,19.353403298235627,45,20.31111111111111,35.92851917473892,0,,35.0,20,35.0,35,3.007000000000001,35766,26,10,1.0,453.5340329823562,False,0.10029246198615725,0,0.2,29667,0,355,0.9,6870.458170873648,False,0.011929233475080268,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,40985,369,169,1.0,13213.325557579825,False,0.005677213591486431,0,2.2430000000000008,61407,0,12,0.8,420.0,False,-0.056617928500344486,14,3.3280000000000007,60393,0,0,0.0,0.0,False,-0.07535788103804639,0.6166666666666667,275749,0.0,0.0,15,0,0,19,11,10.23076923076923,17,36,31,222.0,45.0,14,15,31,410,2.0074605040135793,168.9139469799702
44,31,0,0,0,9.999999999999998,20,10.0,19.353403298235627,0,,36.232771062545424,18,38.0,35.0,20,35.0,0,2.9720000000000013,35666,26,20,1.0,647.0680659647126,False,0.10019363025747002,0,0.2,29567,0,365,1.0,7063.9922038560035,False,0.011830401746392815,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41669,359,161,1.0,12781.347925136402,False,0.015566932835369737,0,2.2430000000000003,61424,0,11,0.6,385.0,False,-0.05662558370971446,13,3.4440000000000013,59730,2,10,1.0,422.46554212509085,False,-0.0822746264860668,0.7666666666666666,275587,0.0,0.0,18,0,0,10,7,7.0,27,37,27,168.0,96.0,11,20,27,1129,1.8660484650172293,170.77999544498743
45,27,0,0,0,10.0,20,10.0,20.310479049435692,33,26.606060606060606,36.4443363071706,15,38.0,35.0,20,35.0,13,3.102000000000001,36118,30,10,1.0,503.1047904943569,False,0.11181072374807953,0,0.2,29507,0,371,0.6,7535.187727340642,False,0.017198393973780916,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41361,382,156,1.0,13443.919460803048,False,0.01605899309852558,4,2.2830000000000004,61585,0,5,0.5,175.0,False,-0.055768200260277116,0,3.4310000000000005,59525,2,15,1.0,597.8886726143412,False,-0.08407036153552523,0.6833333333333332,275627,0.0,0.0,28,0,0,10,3,3.0,26,36,27,201.0,60.0,12,15,27,1870,1.648998462012969,172.4289939070004
46,27,0,0,0,10.0,20,10.0,20.310479049435692,0,,36.6376358906667,16,38.0,35.0,20,35.0,0,3.0890000000000017,36018,30,20,1.0,706.2095809887138,False,0.1118581801936401,0,0.2,29407,0,381,1.0,7738.292517834999,False,0.017245850419341492,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41969,372,150,1.0,13051.143589990083,False,0.024756921475710358,4,2.319000000000001,61419,0,8,0.8,280.0,False,-0.05750593278726173,0,3.4310000000000005,59606,0,14,1.0,490.0,False,-0.08365612799510067,0.7999999999999999,275950,0.0,0.0,20,0,0,11,3,3.0,27,38,25,204.0,57.0,13,14,25,1368,1.7784852180047892,174.2074791250052
47,25,0,0,0,10.0,20,10.0,21.153089648617293,35,26.571428571428573,36.6376358906667,0,,35.0,20,35.0,15,3.239000000000001,36495,29,10,1.0,501.53089648617294,False,0.12331148961369186,0,0.2,29297,1,391,1.0,8280.858052609361,False,0.02217623582491681,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41039,397,160,1.0,14259.798333007737,False,0.01787501144272067,2,2.3350000000000004,61683,0,0,0.0,0.0,False,-0.055607440863507614,0,3.431000000000001,59956,0,4,0.0,140.0,False,-0.08097680471560897,0.5,276001,0.0,0.0,22,0,0,14,4,3.2857142857142856,21,35,19,196.0,33.0,14,11,19,1110,1.7706378469592892,175.97811697196448
48,19,0,0,0,10.0,20,10.0,20.88218258315402,22,18.0,36.50651634654491,30,36.0,35.0,20,35.0,12,3.344000000000001,36497,32,10,1.0,528.8218258315402,False,0.12378976867558612,0,0.2,29227,0,399,0.8,8331.990850678454,False,0.020817908576034116,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41723,409,140,1.0,13651.724965026282,False,0.025904158284832765,12,2.4530000000000007,60959,5,10,1.0,532.5325817327246,False,-0.06261553562173525,4,3.471000000000001,59522,5,10,1.0,532.5325817327246,False,-0.08461660735104705,0.7999999999999999,275459,0.0,0.0,15,0,0,9,11,10.545454545454545,21,30,20,148.0,30.0,9,10,20,1420,1.5646315710037015,177.54274854296818
49,20,0,0,0,10.0,20,10.0,20.934819753000614,2,27.0,35.73688729457493,15,29.0,35.0,20,35.0,0,3.332000000000001,36491,28,18,1.0,656.826755554011,False,0.12556289367134396,0,0.2,29087,4,409,1.0,8602.341278977252,False,0.020670415733939466,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,42104,401,135,1.0,13219.342505720862,False,0.029386794008419436,0,2.4410000000000007,61019,0,13,1.0,455.0,False,-0.0622904386434969,3,3.497000000000001,59597,5,10,1.0,528.6844364728746,False,-0.08349778430320083,0.8333333333333334,275829,0.0,0.0,23,0,0,9,2,2.0,21,30,20,132.0,48.0,9,11,20,1284,1.6333140279748477,179.17606257094303
50,20,0,0,0,10.0,20,10.0,20.621547936133897,25,18.0,35.791936404036484,6,37.0,35.0,20,35.0,7,3.4020000000000015,36667,30,10,1.0,506.21547936133896,False,0.1286411023380005,0,0.2,29007,2,419,1.0,8660.428585240103,False,0.019112689307289498,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41876,416,139,1.0,13553.643101592772,False,0.028100956211490887,0,2.4410000000000007,61112,0,10,0.6,350.0,False,-0.06167036668452882,1,3.5040000000000004,59940,0,5,0.5,175.0,False,-0.08095383908749905,0.6833333333333332,276133,0.0,0.0,22,0,0,10,2,0.78,22,32,29,147.0,48.0,9,11,29,1052,1.5283474000170827,180.7044099709601
51,29,0,0,0,10.000000000000002,20,10.0,20.93398815100986,13,26.0,35.838795421501025,5,37.0,35.0,20,35.0,3,3.425000000000001,36829,31,10,1.0,519.3398815100986,False,0.1337940187318124,0,0.2,28917,1,429,1.0,8990.68091678323,False,0.021409282782820147,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41723,419,144,1.0,13932.12757596928,False,0.028866804471074106,1,2.4510000000000005,61455,0,0,0.0,0.0,False,-0.05909821633621679,4,3.543000000000001,59897,0,5,0.5,175.0,False,-0.081612187093317,0.5833333333333334,276352,0.0,0.0,22,0,0,15,4,2.480769230769231,19,34,31,186.0,96.0,12,17,31,840,2.6434422959573567,183.34785226691747
52,31,0,0,0,10.000000000000002,20,10.0,20.816083817180626,34,20.11764705882353,36.010300999220995,10,38.0,35.0,20,35.0,24,3.6620000000000013,36935,26,10,1.0,468.1608381718063,False,0.13625215269888435,0,0.2,28767,6,439,1.0,9198.260795742295,False,0.019996649482488114,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41419,443,144,1.0,14407.008474898841,False,0.027460309732041974,10,2.5500000000000003,61133,0,5,0.5,175.0,False,-0.06268850953073567,5,3.5890000000000004,59837,0,5,0.5,175.0,False,-0.08253081221771416,0.6666666666666666,275622,0.0,0.0,17,0,0,14,8,7.96,27,41,26,273.0,89.0,16,15,26,989,1.9517546519637108,185.29960691888118
53,26,0,0,0,10.000000000000002,20,10.0,20.772015632583592,38,20.526315789473685,32.71156608821131,62,26.677419354838708,35.0,20,35.0,28,3.9180000000000015,36967,24,10,1.0,447.720156325836,False,0.13691795298859505,0,0.2,28647,8,449,1.0,9406.635019030033,False,0.019513252308480514,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,42293,471,92,1.0,12793.083443062314,False,0.028876903863473594,4,2.5800000000000005,59921,44,10,1.0,1789.3089078812977,False,-0.06888686436590911,6,3.6440000000000006,59647,0,8,0.8,280.0,False,-0.08463599479445763,0.7999999999999999,275006,0.0,0.0,18,0,0,12,8,7.166666666666667,24,36,23,204.0,67.0,13,13,23,2204,1.7972227580030449,187.09682967688423
54,23,0,0,0,10.000000000000002,20,10.0,20.472468092697586,5,7.0,32.71156608821131,0,,35.0,20,35.0,0,3.8900000000000015,36857,25,20,1.0,659.4493618539518,False,0.13679153463337546,0,0.2,28592,7,454,1.0,9364.500514084704,False,0.017187889980507246,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,42258,466,102,1.0,12876.749872194629,False,0.029021299074389117,0,2.5760000000000005,60236,34,11,1.0,1497.1932469991846,False,-0.06630028900712556,3,3.6680000000000006,59902,0,0,0.0,0.0,False,-0.08287529663936309,0.6666666666666666,275376,0.0,0.0,17,0,0,5,2,1.3333333333333333,32,37,25,201.0,63.0,12,11,25,760,1.6923719280166551,188.78920160490088
55,25,0,0,0,10.000000000000002,20,10.0,21.099862378584767,22,27.0,32.71156608821131,0,,35.00000000000001,20,35.0,2,3.910000000000001,37307,25,10,1.0,460.9986237858477,False,0.1475146524789963,0,0.2,28492,7,464,1.0,9860.336143663331,False,0.021709711171180725,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41664,478,112,1.0,13749.429618843187,False,0.025689724012036334,0,2.576000000000001,60621,24,10,1.0,1135.0775861170716,False,-0.06317784899244377,9,3.755000000000001,59790,0,0,0.0,0.0,False,-0.08459006353823777,0.6666666666666666,275405,0.0,0.0,21,0,0,11,6,5.181818181818182,24,35,20,189.0,80.0,13,12,20,893,1.7548180220182985,190.54401962691918
56,20,0,0,0,10.000000000000002,20,10.0,20.975767980136418,18,19.555555555555557,32.71156608821131,0,,35.00000000000001,0,,8,3.988000000000001,37413,21,10,1.0,419.75767980136425,False,0.15012468940757767,0,0.2,28352,11,474,1.0,10052.514022584663,False,0.02036735788983638,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41312,486,122,1.0,14185.03430110808,False,0.022853943126049533,0,2.5760000000000005,60621,14,20,1.0,1157.9619252349585,False,-0.06300266458520275,0,3.746000000000001,59790,0,0,0.0,0.0,False,-0.08459006353823777,0.6666666666666666,275019,0.0,0.0,13,0,0,6,2,2.0,25,31,16,144.0,81.0,8,12,16,480,1.4210501479683444,191.96506977488752
57,16,0,0,0,10.000000000000002,20,10.0,20.494925755986745,12,12.416666666666666,32.71156608821131,0,,35.00000000000001,0,,2,4.000000000000001,37428,20,10,1.0,404.9492575598675,False,0.15035689131755733,0,0.2,28242,12,484,1.0,10039.544065897584,False,0.016806432897676478,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41163,488,132,1.0,14319.450492565426,False,0.02112556782711824,0,2.576000000000001,60621,4,30,1.0,1180.8462643528455,False,-0.06282748017796182,0,3.746000000000001,59790,0,0,0.0,0.0,False,-0.08459006353823777,0.6666666666666666,274775,0.0,0.0,14,0,0,4,1,0.4,27,31,18,114.0,39.0,8,8,18,299,1.4069151249714196,193.37198489985894
58,18,0,0,0,10.000000000000002,20,10.0,20.429471295266953,13,19.46153846153846,33.031249486301995,17,36.0,35.00000000000001,0,,3,4.0280000000000005,37525,19,10,1.0,394.29471295266956,False,0.15315931023710982,0,0.2,28132,13,494,1.0,10222.158819861876,False,0.01623500274917263,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41522,491,125,1.0,14159.776591763824,False,0.027024666565558308,0,2.5760000000000005,60009,11,40,1.0,1763.3437443493222,False,-0.06773831627995623,0,3.746000000000001,59790,0,0,0.0,0.0,False,-0.08459006353823777,0.6666666666666666,274509,0.0,0.0,14,0,0,6,1,0.6,26,32,20,98.0,81.0,6,12,20,1020,1.4772061869734898,194.84919108683243
59,20,0,0,0,10.000000000000002,20,10.0,21.21004935960877,61,23.57377049180328,33.031249486301995,0,,35.00000000000001,0,,17,4.195000000000001,37567,16,10,1.0,372.10049359608774,False,0.1541040060772206,0,0.2,28954,16,470,1.0,10128.723199016122,False,0.03993524087515474,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,40084,542,135,1.0,15955.065433558722,False,0.015606210865316198,0,2.5760000000000005,60009,1,50,1.0,1783.0312494863024,False,-0.06758760430616012,0,3.746000000000001,59790,0,0,0.0,0.0,False,-0.08459006353823777,0.6666666666666666,273935,0.0,0.0,14,0,0,8,1,0.6296296296296297,27,35,25,158.0,72.0,11,9,25,1152,1.6432448639534414,196.49243595078588
60,25,0,0,0,10.000000000000002,20,10.0,21.21004935960877,0,,32.46729592027497,38,30.13157894736842,35.00000000000001,0,,0,4.178000000000002,37467,16,20,1.0,584.2009871921755,False,0.15428896104169992,0,0.2,28854,16,480,1.0,10340.82369261221,False,0.04012019583963384,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41229,532,107,1.0,14757.746922781287,False,0.02715114133488244,0,2.5760000000000005,59439,6,60,1.0,2294.80377552165,False,-0.07239681715133085,0,3.7460000000000004,59215,13,10,1.0,772.0748469635746,False,-0.08748315971091195,0.8333333333333334,273735,0.0,0.0,17,0,0,16,0,0.0,20,36,21,189.0,96.0,13,12,21,1345,1.660790244990494,198.15322619577637
61,21,0,0,0,10.000000000000002,20,10.0,21.21004935960877,0,,32.592615668234195,5,37.0,35.00000000000001,0,,0,4.178000000000002,37357,17,30,1.0,806.3014807882631,False,0.15432106689881783,0,0.2,28764,15,490,1.0,10542.924186208298,False,0.040457999911474384,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41414,522,112,1.0,14722.018720558008,False,0.030682952481436092,0,2.5760000000000005,59439,0,66,0.6,2310.0000000000005,False,-0.07228048687131593,0,3.7460000000000004,59030,8,20,1.0,960.7409253458736,False,-0.08887130884677429,0.7666666666666666,273535,0.0,0.0,14,0,0,11,0,0.0,22,33,16,132.0,51.0,9,12,16,385,1.5532719169859774,199.70649811276235
62,16,0,0,0,10.000000000000002,20,10.0,21.086100618873203,28,20.107142857142858,32.88014084530157,15,36.0,35.00000000000001,0,,0,4.178000000000002,37332,19,30,1.0,822.5830185661961,False,0.15380568321359425,0,0.2,29152,13,482,1.0,10293.500498296884,False,0.04850667183750431,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41391,540,107,1.0,14904.669404638797,False,0.03212676082072988,0,2.5760000000000005,58899,5,76,1.0,2824.4007042265084,False,-0.07661026789997309,0,3.7460000000000004,59030,0,28,0.8,980.0000000000002,False,-0.08872387659802496,0.7999999999999999,273335,0.0,0.0,17,0,0,9,0,0.0,18,27,22,45.0,63.0,5,11,22,1303,1.5807591860066168,201.28725729876896
63,22,0,0,0,10.0,20,10.0,21.39420557854838,15,26.0,33.06521282343688,6,38.0,35.00000000000001,0,,0,4.178000000000001,37622,19,25,1.0,724.8551394637095,False,0.16117716953203265,0,0.2,29052,13,492,1.0,10655.949144645803,False,0.05098968489615122,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41229,545,111,1.0,15330.080663710361,False,0.03319824042971036,0,2.576000000000001,58899,0,81,0.5,2835.0000000000005,False,-0.07652912807165275,0,3.746000000000001,58802,0,34,0.6,1190.0000000000002,False,-0.09060705810303912,0.6833333333333332,273135,0.0,0.0,13,0,0,15,0,0.0,16,31,15,116.0,75.0,7,15,15,818,1.5832700769533403,202.8705273757223
64,15,0,0,0,10.0,20,10.0,21.82444103013937,15,28.0,33.346558107528246,23,35.17391304347826,35.00000000000001,0,,0,4.178000000000001,37502,21,35,1.0,973.8554360548779,False,0.16131473826202727,0,0.2,29392,11,487,1.0,10738.502781677873,False,0.06264524916969116,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41618,550,98,1.0,15271.40526111442,False,0.04079839888758547,0,2.5760000000000005,58557,0,90,0.9,3150.0000000000005,False,-0.079353900329174,0,3.746000000000001,58335,4,44,1.0,1673.3862324301133,False,-0.09405660083878041,0.8166666666666668,272935,0.0,0.0,16,0,0,15,0,0.0,10,25,18,60.0,60.0,5,10,18,1429,1.5686245230026543,204.43915189872496
65,18,0,0,0,10.0,20,10.0,22.188900338934463,13,28.0,33.03579149003712,6,25.0,35.00000000000001,0,,0,4.178,37432,18,45,1.0,1178.5005152520507,False,0.16230283252708558,0,0.2,29626,14,484,1.0,10879.42776404428,False,0.07195261317015582,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41404,553,102,1.0,15640.112619414544,False,0.040171931401375094,0,2.576000000000001,58407,0,96,0.6,3360.000000000001,False,-0.08004286917247187,0,3.746000000000001,58335,0,48,0.4,1680.0000000000005,False,-0.09400597106330859,0.6666666666666666,272735,0.0,0.0,15,0,0,15,0,0.0,17,32,17,125.0,39.0,10,8,17,714,1.5809261879767291,206.0200780867017
66,17,0,0,0,10.0,20,10.0,22.81605950805113,29,27.103448275862068,33.0897141958433,2,37.0,35.00000000000001,0,,0,4.178000000000001,37810,15,39,1.0,1039.826320813994,False,0.17173860236020416,0,0.2,29834,17,481,1.0,11144.524623372594,False,0.08236311786764172,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,40692,572,110,1.0,16690.65460014801,False,0.03622609090873362,0,2.5760000000000005,58333,0,98,0.2,3430.000000000001,False,-0.08063997550333002,0,3.746000000000001,58335,0,48,0.0,1680.0000000000005,False,-0.09400597106330859,0.5333333333333333,272535,0.0,0.0,15,0,0,15,0,0.0,14,29,24,108.0,47.0,6,11,24,1060,1.3405867550172843,207.36066484171897
67,24,0,0,0,10.000000000000002,20,10.0,22.772120379334655,22,22.363636363636363,32.96620439037124,49,32.63265306122449,35.00000000000001,0,,0,4.178000000000002,38222,13,27,1.0,744.8472502420357,False,0.17982464004405163,0,0.2,29714,19,491,1.0,11371.111106253316,False,0.08215809345581616,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41799,584,71,1.0,15639.518813247798,False,0.04851255006284251,0,2.5760000000000005,57721,7,108,1.0,4010.7634307325998,False,-0.08556408611549726,0,3.746000000000001,57348,22,58,1.0,2755.2564965881675,False,-0.10088604075183219,0.8333333333333334,272335,0.0,0.0,16,0,0,17,0,0.0,15,32,24,147.0,90.0,9,15,24,2291,1.7473160770023242,209.1079809187213
68,24,0,0,0,10.0,20,10.0,22.772120379334655,0,,32.96620439037124,0,,35.00000000000001,0,,0,4.178000000000002,38122,13,37,1.0,972.5684540353823,False,0.1802483561695308,0,0.2,29614,19,501,1.0,11598.832310046662,False,0.08258180958129534,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41799,574,81,1.0,15741.459653358163,False,0.04958962505925411,0,2.5760000000000005,57721,0,115,0.7,4025.000000000001,False,-0.0854551021970451,0,3.7460000000000004,57348,12,68,1.0,2775.594452684455,False,-0.10073034943975769,0.7833333333333333,272135,0.0,0.0,11,0,0,15,0,0.0,15,30,27,170.0,93.0,10,14,27,200,1.521685070998501,210.6296659897198
69,27,0,0,0,10.0,20,10.0,22.706016505971366,46,22.41304347826087,32.34294005185531,5,12.0,35.00000000000001,0,,0,4.178000000000002,38087,16,37,1.0,1000.1226107209405,False,0.1795995752433501,0,0.2,30480,16,475,1.0,10945.357840336399,False,0.09906697603840171,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,40828,610,86,1.0,16632.16291310209,False,0.038481952888680865,0,2.5760000000000005,57661,0,120,0.5,4200.000000000001,False,-0.0850340656816964,0,3.7460000000000004,57348,2,78,1.0,2794.685880103711,False,-0.10058420056569152,0.75,271935,0.0,0.0,17,0,0,19,0,0.0,16,35,25,175.0,153.0,12,15,25,1291,1.6898461239761673,212.31951211369596
70,25,0,0,0,10.0,20,10.0,22.143783733473903,10,9.5,32.19208542259458,46,31.695652173913043,35.00000000000001,0,,0,4.178000000000002,38072,17,37,1.0,989.3199981385344,False,0.17897591095222762,0,0.2,30390,15,485,1.0,10889.735110734842,False,0.09546550364904068,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,42191,610,50,1.0,15117.312348548809,False,0.051278578582811776,0,2.5760000000000005,57061,14,130,1.0,5000.689195916325,False,-0.08809087349065055,0,3.7460000000000004,56490,14,88,1.0,3530.6891959163245,False,-0.10808628036502857,0.8333333333333334,271735,0.0,0.0,18,0,0,20,0,0.0,14,34,21,138.0,87.0,11,14,21,1753,1.7089441529824398,214.0284562666784
71,21,0,0,0,10.0,20,10.0,22.53888206905039,38,24.736842105263158,32.19208542259458,0,,35.00000000000001,0,,0,4.178000000000001,38392,16,28,1.0,791.0886979334109,False,0.1857283060946047,0,0.2,30810,16,476,1.0,10888.507864867986,False,0.10828607032385656,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41251,638,60,1.0,16311.331885409823,False,0.0440307238067094,0,2.576000000000001,57061,4,140,1.0,5028.768341690379,False,-0.08787592175082007,0,3.746000000000001,56490,4,98,1.0,3558.768341690379,False,-0.10787132862519808,0.8333333333333334,271535,0.0,0.0,17,0,0,15,0,0.0,18,33,22,120.0,81.0,9,12,22,1140,1.5362404939951375,215.56469676067354
72,22,0,0,0,10.0,20,10.0,22.2656526448952,5,10.0,32.19208542259458,0,,35.00000000000001,0,,0,4.178000000000001,38342,16,33,1.0,894.7665372815417,False,0.18578452154074251,0,0.2,30710,16,486,1.0,10981.107185419069,False,0.10664446052548096,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41201,633,70,1.0,16347.604103800282,False,0.04335739602096536,0,2.5760000000000005,57061,0,144,0.4,5040.000000000001,False,-0.08778994105488785,0,3.746000000000001,56490,0,102,0.4,3570.000000000001,False,-0.10778534792926586,0.6333333333333333,271335,0.0,0.0,10,0,0,11,0,0.0,10,21,14,147.0,53.0,9,13,14,250,1.4415093809948303,217.00620614166837
