index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
73,14,0,0,0,10.0,20,10.0,21.903113240565997,22,18.5,32.25499426608517,15,33.0,35.00000000000001,0,,0,4.178,38367,13,33,1.0,852.8027369386779,False,0.18590735413515963,0,0.2,30892,19,484,1.0,10791.106808433942,False,0.1093040292313822,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41289,645,65,1.0,16224.082667460605,False,0.04391186809226599,0,2.576000000000001,56876,0,149,0.5,5215.000000000001,False,-0.08928270688203323,0,3.746000000000001,56180,0,112,1.0,3920.000000000001,False,-0.10985225445915946,0.75,271135,0.0,0.0,19,0,0,17,0,0.0,2,19,9,96.0,51.0,7,7,9,1102,1.291466242983006,218.29767238465138
74,9,0,0,0,10.0,20,10.0,21.903113240565997,0,,32.25499426608517,0,,35.00000000000001,0,,0,4.178000000000001,38217,18,43,1.0,1121.833869344338,False,0.18543399775838126,0,0.2,30842,14,494,1.0,10960.137940839602,False,0.11035916392821599,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41289,635,75,1.0,16327.601477715796,False,0.045005615427126326,0,2.5760000000000005,56876,0,149,0.0,5215.000000000001,False,-0.08928270688203323,0,3.746000000000001,56180,0,112,0.0,3920.000000000001,False,-0.10985225445915946,0.5,270935,0.0,0.0,13,0,0,15,0,0.0,2,17,10,75.0,12.0,5,4,10,200,1.192571678024251,219.49024406267563
75,10,0,0,0,10.0,20,10.0,21.523228491384355,27,18.629629629629626,32.963323544545716,22,38.54545454545455,35.00000000000001,0,,0,4.178000000000002,38612,17,28,1.0,772.650397758762,False,0.19217183904620255,0,0.2,30750,15,502,1.0,10954.660702674946,False,0.10746302125634233,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41634,652,63,1.0,16109.83435968898,False,0.049995080190277194,0,2.5760000000000005,56691,0,154,0.5,5390.000000000001,False,-0.0907754727091786,0,3.746000000000001,55517,7,122,1.0,4500.743264811821,False,-0.11555735080140989,0.75,270735,0.0,0.0,17,0,0,4,0,0.0,1,5,12,75.0,14.0,5,5,12,1551,2.140381352044642,221.63062541472027
76,12,0,0,0,10.0,20,10.0,21.67334255835838,35,22.571428571428573,33.266637409366346,25,35.4,35.00000000000001,0,,0,4.178000000000002,38864,16,19,1.0,571.7935086088092,False,0.19680535443581576,0,0.2,31088,16,496,1.0,10909.977908945757,False,0.11711264840036927,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41729,677,48,1.0,16269.651507658209,False,0.05369113863933198,0,2.5760000000000005,56121,5,164,1.0,5906.333187046833,False,-0.09554977273944087,0,3.7460000000000004,55202,7,132,1.0,4852.866461865566,False,-0.11768455590702319,0.8333333333333334,270535,0.0,0.0,20,0,0,3,0,0.0,2,5,16,90.0,21.0,5,7,16,1875,1.293641729047522,222.9242671437678
77,16,0,0,0,10.0,20,10.0,21.67334255835838,0,,33.266637409366346,0,,35.00000000000001,0,,0,4.178000000000002,38754,17,29,1.0,798.526934192393,False,0.19690827424480925,0,0.2,30998,15,506,1.0,11116.711334529342,False,0.11752126642408516,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41729,667,58,1.0,16385.58445616829,False,0.054916049871820145,0,2.5760000000000005,56121,0,169,0.5,5915.000000000001,False,-0.095483426471714,0,3.7460000000000004,55202,0,139,0.7,4865.000000000001,False,-0.11759167113220546,0.7000000000000001,270335,0.0,0.0,14,0,0,7,0,0.0,2,9,15,102.0,21.0,9,7,15,200,1.6882282149745151,224.6124953587423
78,15,0,0,0,10.0,20,10.0,21.67334255835838,0,,33.69938506990901,34,36.0,35.00000000000001,0,,0,4.178000000000002,38704,12,39,1.0,965.2603597759769,False,0.19792828869796975,0,0.2,30848,20,516,1.0,11383.444760112925,False,0.11701278980363355,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,42953,657,34,1.0,15385.165153218362,False,0.07021073424358515,0,2.5760000000000005,54897,24,179,1.0,7073.785241677817,False,-0.10535263536953365,0,3.7460000000000004,55202,0,139,0.0,4865.000000000001,False,-0.11759167113220546,0.6666666666666666,270135,0.0,0.0,17,0,0,2,0,0.0,3,5,17,90.0,75.0,5,10,17,1424,1.1126136819948442,225.72510904073715
79,17,0,0,0,10.0,20,10.0,21.933910402961057,35,23.571428571428573,32.463669706017676,32,25.0,35.00000000000001,0,,0,4.178000000000001,39429,12,14,1.0,427.0747456414548,False,0.21186529019383488,0,0.2,30748,20,526,1.0,11737.236871957517,False,0.11936348850509777,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,42928,682,12,1.0,15348.490931291653,False,0.06929496155454702,0,2.576000000000001,54097,46,189,1.0,8108.328806476814,False,-0.10968132277059778,0,3.746000000000001,55202,0,139,0.0,4865.000000000001,False,-0.11759167113220546,0.6666666666666666,269935,0.0,0.0,15,0,0,4,0,0.0,4,8,18,144.0,57.0,8,9,18,1825,1.3123170500039123,227.03742609074106
80,18,0,0,0,10.0,20,10.0,21.902741119494294,19,21.526315789473685,32.463669706017676,0,,35.00000000000001,4,35.0,0,4.178000000000001,39394,10,19,1.0,516.1520812703916,False,0.21215688556600631,0,0.2,30992,22,522,1.0,11653.230864376023,False,0.12553850061714383,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,42519,691,22,1.0,15848.994847102946,False,0.06594039734487404,0,2.5760000000000005,54237,36,195,1.0,7993.692109416638,False,-0.10841543206448265,0,3.746000000000001,55202,0,139,0.0,4865.000000000001,False,-0.11759167113220546,0.6666666666666666,269875,0.0,0.0,15,0,0,5,0,0.0,6,11,24,138.0,51.0,11,7,24,749,1.5544343030196615,228.59186039376073
81,24,0,0,0,10.0,20,10.0,22.17036649676707,42,23.595238095238095,31.65102039274186,15,20.666666666666668,35.00000000000001,19,35.0,0,4.178,39369,12,19,1.0,541.2369634385743,False,0.21177606021396686,0,0.2,31808,20,500,1.0,11285.183248383535,False,0.14485789998140639,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41838,723,17,1.0,16567.242323839204,False,0.059138709758882656,0,2.576000000000001,54292,36,200,1.0,8139.436734138709,False,-0.10645765341698912,0,3.746000000000001,55502,0,130,0.5,4550.000000000001,False,-0.11540993646176223,0.75,270340,0.0,0.0,30,0,0,8,0,0.0,4,12,25,171.0,96.0,12,12,25,2166,1.7172044269973412,230.30906482075807
82,25,0,0,0,10.0,20,10.0,22.17036649676707,0,,31.65102039274186,0,,35.00000000000001,20,35.0,0,4.178000000000001,39289,10,29,1.0,742.940628406245,False,0.21241349701036688,0,0.2,31688,22,510,1.0,11526.886913351205,False,0.14488394034836155,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41838,713,27,1.0,16662.04886279895,False,0.06014040596326262,0,2.5760000000000005,54782,26,196,1.0,7682.92653021129,False,-0.10245022942500734,0,3.746000000000001,55712,0,124,0.0,4340.000000000001,False,-0.11380234249406722,0.6666666666666666,270840,0.0,0.0,22,0,0,9,0,0.0,4,13,24,219.0,96.0,13,12,24,900,1.6278708190075122,231.93693563976558
83,24,0,0,0,10.0,20,10.0,21.900539458039,5,9.0,31.784095656411562,5,37.0,35.00000000000001,20,35.0,0,4.178000000000002,39244,9,34,1.0,834.618341573326,False,0.21243914070636655,0,0.2,31578,23,520,1.0,11618.28051818028,False,0.14291820307807965,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41978,708,32,1.0,16522.67299729678,False,0.06162619653547734,0,2.5760000000000005,54947,21,196,1.0,7527.466008784644,False,-0.10111409317320184,0,3.746000000000001,56062,0,114,0.0,3990.000000000001,False,-0.11112301921457551,0.6666666666666666,271340,0.0,0.0,23,0,0,8,0,0.0,5,13,20,219.0,63.0,13,11,20,1130,1.4603681929875165,233.3973038327531
84,20,0,0,0,10.0,20,10.0,22.14983030174566,35,23.714285714285715,31.53133253196307,7,25.0,35.00000000000001,12,35.0,0,4.178000000000002,39482,14,26,1.0,715.8955878453871,False,0.21790009152368223,0,0.2,31970,18,513,1.0,11542.862944795523,False,0.15374882221807773,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.2,41323,733,35,1.0,17339.422249798277,False,0.05641466358639863,0,2.5760000000000005,55227,11,198,1.0,7276.844657851596,False,-0.09874573483999387,0,3.7460000000000004,56027,0,117,0.7,4095.000000000001,False,-0.11085508688662635,0.7833333333333333,271560,0.0,0.0,22,0,0,7,0,0.0,2,9,25,132.0,78.0,9,11,25,1625,1.3412050259648822,234.73850885871798
85,25,0,0,0,10.0,20,10.0,22.77641451713167,34,27.0,31.460959787479734,41,31.170731707317074,35.00000000000001,20,35.0,0,4.178000000000002,39858,14,19,1.0,572.7518758255017,False,0.22720640553658447,0,0.2,32312,18,506,1.0,11704.865745668625,False,0.1666798995119317,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,6,0.26,41503,757,10,1.0,17556.355387343472,False,0.06251035846568764,0,2.5760000000000005,54390,33,199,1.0,8003.211672986833,False,-0.10600006374502925,0,3.7460000000000004,56286,0,115,0.9,4025.000000000001,False,-0.10742555308887698,0.8166666666666668,271880,0.0,0.0,24,0,0,8,1,0.6666666666666666,5,13,22,163.0,70.0,13,12,22,2970,1.5275870290352032,236.26609588775318
86,22,0,0,0,10.0,20,10.0,22.77641451713167,0,,31.789420572969863,10,38.0,35.0,3,35.0,0,4.178000000000002,39708,19,29,1.0,850.5160209968184,False,0.22686653248038666,0,0.2,32262,13,516,1.0,11882.629890839942,False,0.16786851752934623,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.254,41883,747,10,1.0,17331.875850027056,False,0.0681684999897201,0,2.5760000000000005,54010,33,209,1.0,8364.050878908005,False,-0.10905572319598864,0,3.7460000000000004,56391,0,112,0.0,3920.0,False,-0.10662175610502947,0.6666666666666666,271785,0.0,0.0,14,0,0,6,0,0.0,5,11,22,138.0,94.0,11,11,22,685,1.6287902220501564,237.89488610980334
87,22,0,0,0,10.0,20,10.0,21.874068424690424,18,10.0,31.789420572969863,0,,35.00000000000001,20,35.0,0,4.178000000000001,39808,17,21,1.0,629.355436918499,False,0.2265430948416254,0,0.2,32142,15,526,1.0,11655.759991387164,False,0.16073245279082854,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.254,41703,755,20,1.0,17150.71007210067,False,0.06245071183251983,0,2.576000000000001,54465,23,206,1.0,7941.156673178309,False,-0.10532682635552086,0,3.746000000000001,56636,0,105,0.0,3675.000000000001,False,-0.10474622980938529,0.6666666666666666,272285,0.0,0.0,27,0,0,9,0,0.0,2,11,20,168.0,61.0,11,11,20,1080,1.7228209279710427,239.61770703777438
88,20,0,0,0,10.0,20,10.0,21.194031703674337,36,16.86111111111111,31.033181672651075,15,22.0,35.00000000000001,15,35.0,0,4.178000000000001,39898,12,16,1.0,459.1045072587894,False,0.22669210851153687,0,0.2,32459,20,515,1.0,11114.926327392284,False,0.16215649192027826,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.254,41426,781,15,1.0,17018.03648565942,False,0.05519553373263977,0,2.5760000000000005,54485,18,210,1.0,7908.597270107721,False,-0.10526986702818858,0,3.746000000000001,56811,0,106,1.0,3710.000000000001,False,-0.10179897420194442,0.8333333333333334,272610,0.0,0.0,28,0,0,6,0,0.0,1,7,22,111.0,79.0,7,13,22,1662,1.2596258519915864,240.87733288976597
89,22,0,0,0,10.0,20,10.0,21.194031703674337,0,,30.060203502865722,67,27.52238805970149,35.00000000000001,17,35.0,0,4.178,39808,11,26,1.0,661.0448242955327,False,0.2270274642989657,0,0.2,32349,21,525,1.0,11336.866644429027,False,0.16218614949298465,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,52,0.774,41710,771,10,1.0,16641.20047856157,False,0.057215312623476657,0,2.576000000000001,54680,13,209,1.0,7705.782645537256,False,-0.10383692378827791,0,3.746000000000001,55367,52,110,1.0,5413.130582149019,False,-0.11086939767167554,0.8333333333333334,271445,0.0,0.0,23,0,0,6,1,0.9629629629629629,3,9,25,117.0,99.0,9,13,25,1289,1.519025350047741,242.3963582398137
90,25,0,0,0,10.0,20,10.0,20.968724396555512,6,12.0,30.060203502865722,0,,35.00000000000001,10,35.0,0,4.178000000000001,39780,11,30,1.0,739.0617318966654,False,0.2273639907663345,0,0.2,32249,21,535,1.0,11428.267552157198,False,0.16052622206158587,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.7220000000000002,41638,767,20,1.0,16684.215682215392,False,0.0561483388861166,0,2.5760000000000005,54960,3,211,1.0,7475.180610508599,False,-0.10131531340037817,0,3.746000000000001,55437,42,118,1.0,5392.5285471203615,False,-0.10995538125147081,0.8333333333333334,271595,0.0,0.0,19,0,0,7,0,0.0,4,11,23,168.0,117.0,11,14,23,622,1.4792863230104558,243.87564456282416
91,23,0,0,0,10.0,20,10.0,21.10396758570149,50,21.7,30.060203502865722,0,,35.00000000000001,15,35.0,0,4.178000000000002,40215,9,15,1.0,406.55951378552237,False,0.2355795963833689,0,0.2,32699,23,520,1.0,11204.063144564774,False,0.17085569736739994,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.7220000000000002,40553,807,30,1.0,17932.707946747076,False,0.046411976699988124,0,2.5760000000000005,55345,0,203,0.3,7105.000000000002,False,-0.09825461226364542,0,3.746000000000001,55577,32,124,1.0,5301.926512091704,False,-0.10850550017536774,0.7166666666666667,271920,0.0,0.0,27,0,0,7,0,0.0,1,8,20,99.0,89.0,8,15,20,1810,1.428051939001307,245.30369650182547
92,20,0,0,0,10.0,20,10.0,20.557420803370775,52,18.0,30.060203502865722,0,,35.0,20,35.0,37,4.548000000000001,40277,5,10,1.0,255.57420803370775,False,0.2351671283937654,0,0.2,32559,27,530,1.0,11165.433025786511,False,0.16598546444403442,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.7220000000000002,39617,849,40,1.0,18655.658402176417,False,0.034271479007844115,0,2.5760000000000005,55625,0,195,0.0,6825.0,False,-0.09611115364005206,0,3.7460000000000004,55997,22,122,1.0,4931.324477063046,False,-0.10491216047567144,0.6666666666666666,271606,0.0,0.0,23,0,0,6,1,0.7115384615384616,2,8,21,129.0,79.0,8,12,21,900,1.276565850013867,246.58026235183934
93,21,0,0,0,10.0,20,10.0,20.648073128964135,23,21.695652173913043,30.10149866824858,10,31.0,34.99999999999999,20,35.0,8,4.591000000000001,40445,5,10,1.0,256.48073128964137,False,0.24031671452814937,0,0.2,32504,27,535,1.0,11316.719123995812,False,0.16661651876980627,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.7220000000000002,39428,862,40,1.0,19002.69898389703,False,0.03394437148846262,0,2.5760000000000005,56080,0,182,0.0,6369.999999999999,False,-0.09262803337671285,0,3.7460000000000004,55932,22,125,1.0,5037.232970701468,False,-0.10509658600090735,0.6666666666666666,271920,0.0,0.0,25,0,0,9,2,1.2307692307692308,2,11,21,168.0,60.0,11,10,21,1255,1.4410898300120607,248.0213521818514
94,21,0,0,0,10.0,20,10.0,20.27216154088122,43,18.0,30.01840998809817,1,13.0,34.999999999999986,20,35.0,33,4.913000000000002,40403,4,10,1.0,242.72161540881223,False,0.23882247516826866,0,0.2,32394,28,545,1.0,11328.328039780266,False,0.1634312796493681,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.7220000000000002,38667,895,49,1.0,19614.486668505502,False,0.02432735317399047,0,2.5760000000000005,56535,0,169,0.0,5914.999999999997,False,-0.08914491311337365,0,3.7460000000000004,56164,13,128,1.0,4870.239329845274,False,-0.10282294013744714,0.6666666666666666,271694,0.0,0.0,25,0,0,9,1,0.7674418604651163,1,10,19,135.0,78.0,10,11,19,913,1.2859137569903396,249.30726593884174
95,19,0,0,0,10.0,20,10.0,20.27216154088122,0,,31.15086401780432,28,38.642857142857146,34.999999999999986,20,35.0,0,4.880000000000001,40313,3,20,1.0,435.44323081762445,False,0.2390169239242116,0,0.2,32284,29,555,1.0,11541.049655189077,False,0.16332003019058883,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.7220000000000002,39749,885,31,1.0,18906.539748231815,False,0.03971155408820048,0,2.576000000000001,56218,8,168,1.0,6129.206912142432,False,-0.0923585170929922,0,3.746000000000001,56099,13,129,1.0,4919.961232231454,False,-0.1034374857825044,0.8333333333333334,272194,0.0,0.0,24,0,0,5,0,0.0,2,7,26,126.0,81.0,7,12,26,1982,1.2835845479858108,250.59085048682755
96,26,0,0,0,10.0,20,10.0,20.069146179060372,5,9.0,31.553920297873205,12,38.0,34.99999999999999,20,35.0,0,4.880000000000001,40248,4,25,1.0,541.7286544765093,False,0.23865444874169278,0,0.2,32194,28,565,1.0,11619.06759116911,False,0.16176124344535808,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.7220000000000002,40160,880,29,1.0,18575.912326211448,False,0.04490324288624394,0,2.5760000000000005,56813,0,159,0.8,5564.999999999999,False,-0.08756793998315854,0,3.746000000000001,55748,15,136,1.0,5233.308804468097,False,-0.10641270148918248,0.7999999999999999,272694,0.0,0.0,25,0,0,10,0,0.0,4,14,28,177.0,97.0,14,12,28,1401,1.8237833239836618,252.4146338108112
97,28,0,0,0,10.0,20,10.0,20.23361671862175,21,22.19047619047619,31.553920297873205,0,,34.99999999999999,20,35.0,0,4.880000000000001,40158,8,30,1.0,687.0085015586525,False,0.23812375430359886,0,0.2,32550,24,559,1.0,11550.591745709558,False,0.1715974527040469,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.7220000000000002,39694,891,39,1.0,19258.755387909034,False,0.04227072869333137,0,2.576000000000001,57268,0,146,0.0,5109.999999999999,False,-0.08408481971981933,0,3.746000000000001,55993,5,139,1.0,5022.769601489365,False,-0.10427337057728424,0.6666666666666666,273194,0.0,0.0,25,0,0,7,0,0.0,5,12,26,186.0,123.0,12,16,26,1366,1.6954019700060599,254.11003578081727
98,26,0,0,0,10.0,20,10.0,20.02793319058241,5,10.0,31.553920297873205,0,,34.99999999999999,8,35.0,0,4.880000000000001,40108,8,35,1.0,780.9776616703844,False,0.23803157345424292,0,0.2,32450,24,569,1.0,11635.893985441391,False,0.16984430767671482,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.7220000000000002,39644,886,49,1.0,19290.890901451803,False,0.041553693779470866,0,2.5760000000000005,57268,0,146,0.0,5109.999999999999,False,-0.08408481971981933,0,3.746000000000001,56273,0,136,0.5,4759.999999999999,False,-0.10199800964556381,0.5833333333333334,273274,0.0,0.0,16,0,0,9,0,0.0,3,12,24,171.0,71.0,12,14,24,530,1.530925474013202,255.64096125483047
99,24,0,0,0,10.0,20,10.0,20.117065987564438,26,20.884615384615383,31.553920297873205,0,,34.99999999999999,20,35.0,0,4.880000000000001,40083,5,40,1.0,854.6826395025776,False,0.23839390192440957,0,0.2,32818,27,558,1.0,11495.322821060956,False,0.17894538427887247,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.7220000000000002,39101,902,59,1.0,20007.274818357644,False,0.0376484459814218,0,2.5760000000000005,57513,0,139,0.0,4864.999999999999,False,-0.08220929342417516,0,3.746000000000001,56728,0,123,0.0,4304.999999999999,False,-0.09851488938222461,0.5,273774,0.0,0.0,29,0,0,7,0,0.0,3,10,24,165.0,73.0,10,14,24,1443,2.277479853015393,257.91844110784587
100,24,0,0,0,10.0,20,10.0,20.948752108187,40,25.625,31.553920297873205,0,,34.99999999999999,20,35.0,0,4.880000000000001,40560,5,26,1.0,594.667554812862,False,0.24900139940714194,0,0.2,33166,27,552,1.0,11833.711163719225,False,0.19475591776288867,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.7220000000000002,38076,932,69,1.0,21701.457465383537,False,0.03388899124509799,0,2.5760000000000005,57828,0,130,0.0,4549.999999999999,False,-0.07979790247263263,0,3.7460000000000004,57113,0,112,0.0,3919.999999999999,False,-0.09556763377478374,0.5,274274,0.0,0.0,27,0,0,7,0,0.0,4,11,28,168.0,84.0,11,13,28,1925,1.5459413059870712,259.46438241383294
101,28,0,0,0,10.0,20,10.0,20.948752108187,0,,32.31846311597217,21,39.0,34.99999999999999,20,35.0,0,4.880000000000001,40480,3,36,1.0,784.155075894732,False,0.24945211353470786,0,0.2,33046,29,562,1.0,12063.198684801095,False,0.19459523546100974,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.7220000000000002,38895,922,58,1.0,21189.220304474802,False,0.04578344889878919,0,2.5760000000000005,57534,11,125,1.0,4730.503094275693,False,-0.08291737660356974,0,3.7460000000000004,57288,0,107,0.0,3744.999999999999,False,-0.09422797213503789,0.6666666666666666,274774,0.0,0.0,26,0,0,8,0,0.0,3,11,17,138.0,66.0,11,17,17,1719,1.4142651199945249,260.87864753382746
102,17,0,0,0,10.0,20,10.0,20.95197506852517,16,21.0,32.4687111072229,5,38.0,34.99999999999999,20,35.0,0,4.880000000000002,40430,3,41,1.0,889.0309778095319,False,0.24952664126023363,0,0.2,33232,29,561,1.0,12044.05801344262,False,0.19998865880170294,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.7220000000000002,38749,928,63,1.0,21488.9616633464,False,0.04586524167261588,0,2.5760000000000005,57744,1,129,1.0,4547.468711107222,False,-0.0811033551932387,0,3.7460000000000004,57588,0,98,0.5,3429.999999999999,False,-0.09204623746459466,0.75,275274,0.0,0.0,24,0,0,6,0,0.0,3,9,20,102.0,24.0,9,8,20,1426,1.1304398759966716,262.00908740982413
103,20,0,0,0,10.0,20,10.0,21.016080508069916,20,21.75,33.18619195621227,21,39.0,34.99999999999999,20,35.0,0,4.880000000000001,40365,4,46,1.0,1006.7397033712161,False,0.24933877022761095,0,0.2,33532,28,556,1.0,11964.940762486873,False,0.20795030512482998,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.7220000000000002,39133,938,52,1.0,21438.76549829262,False,0.05344933223054982,0,2.576000000000001,58059,0,121,0.1,4234.999999999999,False,-0.07867258669524611,0,3.746000000000001,57154,11,97,1.0,3760.048111518334,False,-0.09616437180189592,0.6833333333333332,275774,0.0,0.0,24,0,0,6,0,0.0,3,9,25,117.0,54.0,9,11,25,2154,1.2866863230010495,263.2957737328252
104,25,0,0,0,10.0,20,10.0,21.162048458012617,45,21.88888888888889,33.32213813740437,5,38.0,34.99999999999999,20,35.0,0,4.880000000000001,40410,4,41,1.0,907.6439867785173,False,0.24919974301141054,0,0.2,34272,28,536,1.0,11622.857973494763,False,0.22534326812018174,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.7220000000000002,38338,973,57,1.0,22490.035023478325,False,0.04775727472347828,0,2.5760000000000005,58254,0,115,0.5,4024.999999999999,False,-0.07729464900865039,0,3.746000000000001,57469,1,98,1.0,3463.3221381374033,False,-0.09361308935055192,0.75,276274,0.0,0.0,27,0,0,13,0,0.0,1,14,22,192.0,138.0,14,11,22,2075,1.4858159819850698,264.78158971481025
105,22,0,0,0,10.0,20,10.0,21.01487868091263,43,20.186046511627907,33.32213813740437,0,,34.99999999999999,15,35.0,0,4.880000000000001,40808,2,23,1.0,503.34220966099053,False,0.25518681538366633,0,0.2,34542,30,531,1.0,11458.900579564606,False,0.23109104578693765,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.7220000000000002,37470,1006,67,1.0,23373.5512082042,False,0.03875019766502754,0,2.576000000000001,58464,0,109,0.0,3814.999999999999,False,-0.07568705504095537,0,3.746000000000001,57784,0,90,0.1,3149.9999999999995,False,-0.09118885401515732,0.5166666666666667,276599,0.0,0.0,25,0,0,9,0,0.0,2,11,29,168.0,112.0,11,11,29,1593,1.366877091000788,266.14846680581104
106,29,0,0,0,10.0,20,10.0,20.804390716219647,5,10.0,31.2745178165197,52,25.0,34.999999999999986,13,35.0,0,4.880000000000001,40748,3,28,1.0,612.5229400541501,False,0.25502144381349573,0,0.2,34452,29,541,1.0,11545.175377474829,False,0.22965846443927054,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.7220000000000002,38720,1001,25,1.0,21607.058052348857,False,0.0465002013011523,0,2.5760000000000005,58604,0,105,0.0,3674.9999999999986,False,-0.07461532572915869,0,3.746000000000001,56799,42,91,1.0,4498.529748293826,False,-0.09594633890917988,0.6666666666666666,276854,0.0,0.0,21,0,0,11,0,0.0,2,13,32,219.0,214.0,13,16,32,2005,1.6846182810259052,267.83308508683695
107,32,0,0,0,10.0,20,10.0,20.13742366973155,15,9.666666666666666,30.323023946843563,34,25.0,34.99999999999999,20,35.0,0,4.880000000000001,40783,4,23,1.0,503.1607444038257,False,0.2544197961666028,0,0.2,34362,28,551,1.0,11375.720442022084,False,0.22431707694457814,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,9,0.812,39155,1006,10,1.0,20561.478451218372,False,0.04464508221391679,0,2.5760000000000005,58954,0,95,0.0,3324.9999999999995,False,-0.071936002449667,0,3.746000000000001,56299,66,91,1.0,5186.319580491675,False,-0.09833637311114081,0.6666666666666666,277084,0.0,0.0,28,0,0,12,1,0.2647058823529412,3,15,33,240.0,140.0,15,17,33,1045,1.5422666299855337,269.3753517168225
