index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,42,0,0,0,10.000000000000002,20,10.0,24.849515351347204,28,27.964285714285715,6.007336545485969,23,1.4782608695652173,33.0,11,33.0,6,0.269,23937,4,10,1.0,288.4951535134721,False,0.05066525203999728,0,0.47900000000000004,24516,6,19,1.0,532.1407916755969,False,0.08124216386726875,0,0.2,28349,44,70,1.0,1513.8922336432947,False,-0.07161027983727321,23,2.0320000000000005,21564.0,85,0,0.0,2112.2088048645123,False,-0.2784885840186197,0,0.2,49103,0,10,0.0,330.0,False,0.003155987213161485,11,0.8950000000000002,47570,211,0,0.0,1267.5480110975395,False,-0.018512939434594373,0.5,195039,0.0,0.0,7,0,0,22,8,7.75,12,34,38,365.0,84.0,24,18,38,711,2.6281645810231566,40.08478467504028
11,38,0,0,0,10.000000000000002,20,10.0,24.857836225434916,9,25.0,5.931466657105819,31,5.580645161290323,33.0,10,33.0,0,0.263,24062,4,11,1.0,313.4361984797841,False,0.05666309333507389,0,0.4790000000000001,24416,6,29,1.0,780.8772505376126,False,0.08230535014261804,0,0.2,28124,43,80,1.0,1543.4042902621668,False,-0.07831641270992686,31,2.319000000000001,20541.0,85,0,0.0,2112.916079161968,False,-0.3111078421874587,0,0.2,49103,0,10,0.0,330.0,False,0.003155987213161485,10,0.9840000000000002,47302,242,0,0.0,1435.4149310196083,False,-0.022260756510296582,0.5,193548,0.0,0.0,5,0,0,17,6,6.0,11,28,34,281.0,83.0,19,19,34,425,1.9432834039907902,42.02806807903107
12,34,0,0,0,10.000000000000002,20,10.0,24.17446964076684,35,21.314285714285713,5.375362099426538,22,1.4090909090909092,33.0,12,33.0,15,0.41300000000000003,24200,2,10,1.0,261.7446964076684,False,0.06155638517468731,0,0.47900000000000004,24464,8,30,1.0,805.2340892230052,False,0.08493093562877413,0,0.2,27554,58,90,1.0,1885.9018281128651,False,-0.0910353445167161,22,2.508000000000001,19689.0,95,0,0.0,2296.57461587285,False,-0.33535493898324054,0,0.2,49103,0,10,0.0,330.0,False,0.003155987213161485,12,1.0940000000000003,47127,264,0,0.0,1419.095594248606,False,-0.025990108583790406,0.5,192137,0.0,0.0,8,0,0,17,7,6.75,10,27,36,296.0,81.0,17,17,36,602,1.7824101590085775,43.81047823803965
13,36,0,0,0,10.000000000000002,20,10.0,23.417603376510943,47,20.78723404255319,5.621153519721604,20,7.6,33.00000000000001,9,33.0,37,0.768,24036,5,10,1.0,284.1760337651094,False,0.05489040213274666,0,0.4790000000000001,24394,5,40,1.0,986.7041350604377,False,0.08583560504058554,0,0.2,26721,95,88,1.0,2719.3338305040406,False,-0.10431351742362224,8,2.5660000000000007,19489.0,95,0,0.0,2224.6723207685395,False,-0.34288105130986984,0,0.2,49103,0,10,0.0,330.00000000000006,False,0.003155987213161485,9,1.1720000000000002,46893,284,0,0.0,1596.4075996009356,False,-0.028949487919685886,0.5,190636,0.0,0.0,6,0,0,14,6,5.090909090909091,10,24,32,226.0,75.0,15,21,32,344,1.6550951569806784,45.46557339502033
14,32,0,0,0,10.000000000000002,20,10.0,22.244263641279858,66,18.87878787878788,5.605313204693001,34,5.529411764705882,33.00000000000001,9,33.0,37,1.1010000000000002,23582,3,10,1.0,252.44263641279858,False,0.03439010986938921,0,0.47900000000000004,24853,7,31,1.0,759.5721728796756,False,0.10090689731412911,0,0.2,26362,110,96,1.0,2984.9790681913123,False,-0.11152787681108554,32,2.878000000000001,17568.0,136,0,0.0,3025.2198552140608,False,-0.39138751785885517,0,0.2,49070,0,11,0.1,363.00000000000006,False,0.002820027284018488,9,1.2530000000000003,46649,317,0,0.0,1776.8842858876812,False,-0.03208026097074426,0.5166666666666667,188084,0.0,0.0,9,0,0,13,7,6.6,8,21,35,199.0,53.0,13,19,35,845,1.6730518770054914,47.13862527202582
15,35,0,0,0,10.000000000000002,20,10.0,22.149836743513962,18,20.944444444444443,6.837693521093948,21,17.238095238095237,33.00000000000001,10,33.0,7,1.1340000000000003,23615,9,10,1.0,311.49836743513964,False,0.03711820173287825,0,0.4790000000000001,24845,1,40,1.0,895.9934697405585,False,0.1035338889559458,0,0.2,26357,117,96,1.0,3247.9494770161527,False,-0.1074933897321273,11,2.956000000000001,17272.0,137,0,0.0,3034.5276338614126,False,-0.4006805582938118,0,0.2,49070,0,11,0.0,363.00000000000006,False,0.002820027284018488,10,1.3440000000000003,46185,338,0,0.0,2311.1404101297544,False,-0.036088811413172155,0.5,187344,0.0,0.0,7,0,0,17,5,4.166666666666667,13,30,32,277.0,102.0,21,14,32,572,2.8838621819741093,50.02248745399993
16,32,0,0,0,10.000000000000002,20,10.0,21.612099876939713,26,17.0,9.884056029220416,30,27.999999999999996,33.00000000000001,12,33.0,16,1.2870000000000004,23651,6,10,1.0,276.12099876939715,False,0.03791712475500424,0,0.47900000000000004,24715,4,50,1.0,1120.6049938469857,False,0.10276188904552766,0,0.2,26744,133,81,1.0,3675.0178219998356,False,-0.08833820576696383,5,2.9950000000000006,17145.0,137,0,0.0,2960.857683140741,False,-0.40590638762494435,0,0.2,49070,0,11,0.0,363.00000000000006,False,0.002820027284018488,12,1.4540000000000002,45197,368,0,0.0,3637.332618753113,False,-0.04270424715703474,0.5,186522,0.0,0.0,8,0,0,15,6,5.615384615384615,9,24,34,183.0,63.0,16,16,34,1029,1.4692605279851705,51.4917479819851
17,34,0,0,0,10.000000000000002,20,10.0,21.237396197284422,42,19.238095238095237,9.384155900634168,15,3.1333333333333333,33.00000000000001,9,33.0,0,1.2710000000000004,23694,3,11,1.0,263.61135817012865,False,0.039520317586608386,0,0.4790000000000001,25280,7,27,1.0,643.4096973266794,False,0.11700282934831324,0,0.2,26533,145,90,1.0,3923.996479663316,False,-0.09109762878914048,14,3.130000000000001,16231.0,157,0,0.0,3334.2712029736545,False,-0.42910479405802593,0,0.2,49070,0,11,0.0,363.00000000000006,False,0.002820027284018488,9,1.532,45061,383,0,0.0,3594.131709942886,False,-0.04591318276278292,0.5,185869,0.0,0.0,12,0,0,11,3,3.0,12,23,34,193.0,75.0,14,20,34,1041,1.3933102589799091,52.88505824096501
18,34,0,0,0,10.000000000000002,20,10.0,21.89164038621618,34,26.5,12.247768530271312,24,34.0,33.00000000000001,12,33.0,6,1.3310000000000002,23883,4,10,1.0,258.9164038621618,False,0.047663970415841195,0,0.47900000000000004,25666,6,20,1.0,497.83280772432363,False,0.13066825496780804,0,0.2,26924,152,76,1.0,4258.359747005479,False,-0.07329335990868742,0,3.116000000000001,15755.0,174,0,0.0,3809.1454272016153,False,-0.43671421282891115,0,0.2,49070,0,11,0.0,363.00000000000006,False,0.002820027284018488,12,1.643,44093,407,0,0.0,4984.841791820424,False,-0.05146456343717121,0.5,185391,0.0,0.0,8,0,0,13,4,3.857142857142857,14,27,27,239.0,111.0,17,17,27,1742,1.491137103002984,54.37619534396799
19,27,0,0,0,10.000000000000002,20,10.0,21.71086724671407,64,21.015625,11.501688275975765,17,3.3529411764705883,33.00000000000001,8,33.0,31,1.6350000000000002,23839,3,10,1.0,247.1086724671407,False,0.04548666388453622,3,0.5090000000000001,25997,7,10,1.0,287.1086724671407,False,0.14051284189500743,0,0.2,25885,197,86,1.0,5266.186039336587,False,-0.09036097669393982,17,3.2860000000000014,14987.0,183,0,0.0,3973.0887061486746,False,-0.4585963971460452,0,0.2,49070,0,11,0.0,363.00000000000006,False,0.002820027284018488,8,1.7110000000000003,43963,424,0,0.0,4876.715829013724,False,-0.05521230805475403,0.5,183741,0.0,0.0,8,0,0,10,7,6.208333333333334,12,22,29,183.0,60.0,12,15,29,623,1.4215288650011644,55.79772420896916
20,29,0,0,0,10.000000000000002,20,10.0,21.400546540691774,34,18.852941176470587,10.853003866384649,25,6.12,33.00000000000001,15,33.0,24,1.8440000000000005,23896,1,10,1.0,224.00546540691775,False,0.047469578215683185,0,0.506,25877,9,20,1.0,518.0109308138356,False,0.14031437458145363,0,0.2,25277,221,95,1.0,5760.556152799424,False,-0.1018698581735922,24,3.5090000000000012,14315.0,183,0,0.0,3916.3000169465945,False,-0.4809368119526236,0,0.2,49070,0,11,0.0,363.00000000000006,False,0.002820027284018488,15,1.8530000000000004,43600,449,0,0.0,4872.998736006707,False,-0.06264126874751387,0.5,182035,0.0,0.0,7,0,0,17,6,5.888888888888889,10,27,25,185.0,66.0,17,12,25,415,1.3474405799643137,57.14516478893347
21,25,0,0,0,10.000000000000002,20,10.0,21.30114924102296,10,18.5,9.801714054145089,24,1.625,33.00000000000001,11,33.0,0,1.8200000000000003,23806,0,20,1.0,426.02298482045916,False,0.04794989059381461,0,0.506,25952,10,20,1.0,526.0229848204592,False,0.14376140891842193,0,0.2,25124,220,105,1.0,5715.432808710285,False,-0.10746973288395452,24,3.7250000000000014,13490.0,184,0,0.0,3919.4114603482244,False,-0.5072021393201457,0,0.2,49070,0,11,0.0,363.00000000000006,False,0.002820027284018488,11,1.9480000000000004,43428,473,0,0.0,4636.210747610627,False,-0.06855404121504864,0.5,180870,0.0,0.0,7,0,0,13,6,6.0,10,23,25,181.0,48.0,14,11,25,385,1.1919151510228403,58.33707993995631
22,25,0,0,0,10.000000000000002,20,10.0,21.58785142381053,8,31.0,9.264957397709914,18,3.611111111111111,33.00000000000001,6,33.0,0,1.8200000000000005,23954,0,22,1.0,474.93273132383166,False,0.05547409972346928,0,0.506,25852,10,30,1.0,747.6355427143159,False,0.14423288705746756,0,0.2,25157,210,114,1.0,5589.653942339142,False,-0.10842311342000026,17,3.8710000000000013,12734.0,192,0,0.0,4144.867473371622,False,-0.5277205276805904,0,0.2,49070,0,11,0.0,363.00000000000006,False,0.002820027284018488,6,1.9970000000000006,43311,491,0,0.0,4549.094082275567,False,-0.07182320279482453,0.5,180078,0.0,0.0,6,0,0,12,5,5.0,11,23,21,181.0,35.0,13,12,21,481,1.1163866759743541,59.453466615930665
23,21,0,0,0,10.000000000000002,20,10.0,20.48372659986631,35,12.8,9.193482566515474,7,7.285714285714286,33.00000000000001,11,33.0,0,1.8200000000000003,23992,0,15,0.9,307.2558989979946,False,0.053474168826308795,0,0.506,26062,11,21,1.0,540.1582585971925,False,0.1488690719589265,0,0.2,24966,228,123,1.0,5801.088020450921,False,-0.11114337628064619,6,3.914000000000001,12372.0,199,0,0.0,4076.2615933733955,False,-0.5403613665692738,0,0.2,49070,0,11,0.0,363.00000000000006,False,0.002820027284018488,11,2.101000000000001,43127,498,0,0.0,4578.354318124706,False,-0.07527177816337112,0.48333333333333334,179589,0.0,0.0,9,0,0,9,4,4.0,10,19,26,132.0,51.0,9,12,26,681,1.118261661962606,60.57172827789327
24,26,0,0,0,10.000000000000002,20,10.0,21.446927593284148,28,30.071428571428573,10.5089815624838,56,14.607142857142856,33.00000000000001,10,33.0,4,1.8600000000000003,24421,0,5,0.5,107.23463796642073,False,0.06782798075842983,0,0.506,26191,16,22,1.0,631.8324070522513,False,0.15649721655873147,0,0.2,25714,218,111,1.0,5841.927168771646,False,-0.08663316690421922,34,4.248000000000001,10282.0,227,0,0.0,4868.452563675502,False,-0.594391685055094,0,0.2,49070,0,11,0.0,363.00000000000006,False,0.002820027284018488,10,2.1900000000000004,42209,554,0,0.0,5821.975785616025,False,-0.08130254936965743,0.4166666666666667,177887,0.0,0.0,7,0,0,9,7,6.444444444444445,11,20,19,129.0,78.0,10,16,19,1547,1.2456720210029744,61.817400298896246
25,19,0,0,0,10.000000000000002,20,10.0,22.446042362012374,30,30.8,8.906871189347505,72,4.291666666666666,33.00000000000001,11,33.0,3,1.8860000000000006,24446,2,10,1.0,244.46042362012375,False,0.07191231290619822,0,0.506,26827,14,10,1.0,364.4604236201238,False,0.17841318550654728,0,0.2,25626,216,109,1.0,5819.194109833551,False,-0.08980265207116915,60,4.814000000000002,6510.0,249,0,0.0,5589.064548141081,False,-0.7032141790032043,0,0.2,49070,0,11,0.0,363.00000000000006,False,0.002820027284018488,11,2.2900000000000005,41764,626,0,0.0,5575.701364531538,False,-0.09287050918767403,0.5,174243,0.0,0.0,8,0,0,9,12,11.375,11,20,21,122.0,57.0,10,9,21,1036,1.1457857330096886,62.963186031905934
26,21,0,0,0,10.000000000000002,20,10.0,22.853824561044707,21,27.761904761904763,8.385468131919557,47,5.595744680851064,33.00000000000001,9,33.0,4,1.9230000000000005,24641,0,10,1.0,228.53824561044706,False,0.08007282385712149,0,0.506,26931,16,13,1.0,457.0997192935812,False,0.18497163436504327,0,0.2,25427,220,103,1.0,5891.5446210175505,False,-0.09499625815735462,31,5.064000000000002,5213.0,256,0,0.0,5850.579087627445,False,-0.7404137174631201,0,0.2,49070,0,11,0.0,363.00000000000006,False,0.002820027284018488,9,2.3690000000000007,41412,673,0,0.0,5643.420052781862,False,-0.09934823720011136,0.5,172694,0.0,0.0,8,0,0,8,7,6.444444444444445,15,23,18,196.0,54.0,13,8,18,709,1.2086963560432196,64.17188238794915
27,18,0,0,0,10.000000000000002,20,10.0,22.578317848566844,24,19.75,7.945265117112626,32,4.25,33.0,12,33.0,4,1.9590000000000003,24831,1,10,1.0,235.78317848566843,False,0.08852057544689503,0,0.506,26931,15,13,1.0,443.51813203136896,False,0.18467535192040513,0,0.2,25136,229,112,1.0,6060.304480438422,False,-0.10158679977610892,31,5.343000000000001,3955.0,261,0,0.0,5892.940958475946,False,-0.7798644228497346,0,0.2,49037,0,12,0.1,396.0,False,0.0024840673548754914,12,2.480000000000001,41162,704,0,0.0,5593.466642447289,False,-0.10494709504156453,0.5166666666666667,171052,0.0,0.0,9,0,0,10,9,8.8,11,21,19,110.0,51.0,11,7,19,557,1.0485165059799328,65.22039889392909
28,19,0,0,0,10.000000000000002,20,10.0,22.52051206952602,52,22.25,7.679482744083193,19,3.8947368421052633,33.0,10,33.0,42,2.3750000000000004,24599,3,10,1.0,255.2051206952602,False,0.07882210123680759,0,0.506,26851,13,23,1.0,647.9717775990985,False,0.18564510858636782,0,0.2,24254,264,118,1.0,6851.594150156687,False,-0.1171000263124512,15,5.4620000000000015,3301.0,268,0,0.0,6035.497234632973,False,-0.7984514491621802,0,0.2,49037,0,12,0.0,396.0,False,0.0024840673548754914,10,2.568000000000001,40996,723,0,0.0,5552.266023972149,False,-0.10874650271850483,0.5,169038,0.0,0.0,8,0,0,9,7,6.9,11,20,13,144.0,39.0,11,8,13,478,0.9461886530043557,66.16658754693344
29,13,0,0,0,10.000000000000002,20,10.0,23.073435785252087,14,33.57142857142857,8.826756881464258,23,21.82608695652174,33.0,10,33.0,0,2.3330000000000006,24517,4,19,1.0,478.3952799197897,False,0.08011333507678418,0,0.506,27203,12,20,1.0,581.4687157050417,False,0.19955210985394944,0,0.2,24702,254,114,1.0,6866.902973940955,False,-0.10256605891453299,9,5.537000000000002,2651.0,282,0,0.0,6506.708891441089,False,-0.811669342422234,0,0.2,49037,0,12,0.0,396.0,False,0.0024840673548754914,10,2.658000000000001,40394,746,0,0.0,6584.760633572336,False,-0.11049253116718243,0.5,168504,0.0,0.0,8,0,0,10,3,3.0,12,22,11,142.0,3.0,12,1,11,1118,0.8611493019852787,67.02773684891872
30,11,0,0,0,10.000000000000002,20,10.0,23.118713974728,64,23.296875,10.501381966614158,45,20.0,33.0,14,33.0,30,2.633000000000001,24782,4,10,1.0,271.18713974728,False,0.08715504231560381,0,0.506,27599,12,15,1.0,466.78070962092,False,0.21432767691145116,0,0.2,24583,293,91,1.0,7729.408953557192,False,-0.09260615365447368,12,5.648000000000001,1831.0,297,0,0.0,6866.258050494216,False,-0.8320905545198842,0,0.2,49037,0,12,0.0,396.0,False,0.0024840673548754914,14,2.7880000000000007,39302,791,0,0.0,8306.593135591798,False,-0.11519767540578055,0.5,167134,0.0,0.0,11,0,0,8,6,6.0,9,17,16,82.0,9.0,8,3,16,2057,0.9495031459955499,67.97723999491427
31,16,0,0,0,10.000000000000002,20,10.0,23.405305017004167,26,26.53846153846154,10.172403346755074,11,2.090909090909091,33.0,12,33.0,9,2.693000000000001,25094,1,10,1.0,244.05305017004167,False,0.1001756773597304,0,0.506,27588,15,18,1.0,571.2954903060751,False,0.21612773757212203,0,0.2,24256,298,101,1.0,8002.193633089504,False,-0.09868594888377558,11,5.746000000000001,1178.0,308,0,0.0,7208.833945237284,False,-0.8474556801180619,0,0.2,49037,0,12,0.0,396.0,False,0.0024840673548754914,12,2.8940000000000006,39132,802,0,0.0,8158.267484097569,False,-0.12016912544440814,0.5,166285,0.0,0.0,7,0,0,11,6,5.818181818181818,9,20,15,147.0,45.0,11,5,15,527,0.9595779390074313,68.9368179339217
