index,contract,contract_id,type,level,id,perpetrator,perpetrator_type,victims,step,resolved
0,"03Dec@1, 01Ran@0 agreed on {'quantity': 1, 'time': 2, 'unit_price': 1} [id 7d6852ce-fafc-4da4-a824-5bcc46bdcefa]",7d6852ce-fafc-4da4-a824-5bcc46bdcefa,product,1.0,5d816827-2232-4fc2-898b-d9ef419af127,01Ran@0,str,['03Dec@1'],-1,False
1,"02MyA@1, 01Ran@0 agreed on {'quantity': 8, 'time': 2, 'unit_price': 4} [id 6d68f6d0-5250-4e7c-9c3b-a3af0952c817]",6d68f6d0-5250-4e7c-9c3b-a3af0952c817,product,1.0,fae348f2-f4a4-48a1-833e-da6d926c1d7f,01Ran@0,str,['02MyA@1'],-1,False
2,"03Dec@1, 01Ran@0 agreed on {'quantity': 5, 'time': 3, 'unit_price': 2} [id a7f27d82-cbec-4b2b-8a0d-6e14b2271d81]",a7f27d82-cbec-4b2b-8a0d-6e14b2271d81,product,1.0,0ba85143-cbd9-47a3-9a1c-f71f79db20ea,01Ran@0,str,['03Dec@1'],-1,False
3,"03Dec@1, 01Ran@0 agreed on {'quantity': 4, 'time': 3, 'unit_price': 4} [id 31f5f47c-027a-4b54-b3fe-62c48b3222e2]",31f5f47c-027a-4b54-b3fe-62c48b3222e2,product,1.0,11d1e4dc-0054-4ebb-8ef4-55e317fcefc1,01Ran@0,str,['03Dec@1'],-1,False
4,"BUYER, 04Ran@2 agreed on {'time': 3, 'quantity': 6, 'unit_price': 30} [id 0fd09972-0cac-48c4-a561-2efc817c1ae8]",0fd09972-0cac-48c4-a561-2efc817c1ae8,product,1.0,e563f8da-cbd2-4d9e-90f4-0e9375b6c610,04Ran@2,str,['BUYER'],-1,False
5,"BUYER, 04Ran@2 agreed on {'time': 3, 'quantity': 2, 'unit_price': 30} [id bb17b183-f264-47da-a91c-ff2970e85f52]",bb17b183-f264-47da-a91c-ff2970e85f52,product,1.0,4994a4e2-9c19-4f51-a221-51d48916c899,04Ran@2,str,['BUYER'],-1,False
6,"BUYER, 05Buy@2 agreed on {'time': 3, 'quantity': 4, 'unit_price': 30} [id 94260ed6-e689-4c15-8bcc-7e1c13b59d3a]",94260ed6-e689-4c15-8bcc-7e1c13b59d3a,product,1.0,e4adcb65-8708-4c86-9e4e-0b67c1097e87,05Buy@2,str,['BUYER'],-1,False
7,"BUYER, 05Buy@2 agreed on {'time': 3, 'quantity': 2, 'unit_price': 30} [id fa42c261-26e3-42d8-8e1e-78b6fdf63867]",fa42c261-26e3-42d8-8e1e-78b6fdf63867,product,1.0,cdb9fe4d-e25d-4c48-bbfe-d848b160c015,05Buy@2,str,['BUYER'],-1,False
8,"BUYER, 05Buy@2 agreed on {'time': 3, 'quantity': 3, 'unit_price': 30} [id 79416c27-d0a6-4136-b328-3f8caaedb3c5]",79416c27-d0a6-4136-b328-3f8caaedb3c5,product,1.0,f5f51ff1-1c76-43d6-9f3e-267fd7eb6f34,05Buy@2,str,['BUYER'],-1,False
9,"BUYER, 04Ran@2 agreed on {'time': 3, 'quantity': 3, 'unit_price': 30} [id d7d85200-ed25-4239-8dbe-90fdd3885450]",d7d85200-ed25-4239-8dbe-90fdd3885450,product,1.0,be7c4766-ab88-408e-8595-0396898116a1,04Ran@2,str,['BUYER'],-1,False
10,"03Dec@1, 01Ran@0 agreed on {'quantity': 3, 'time': 4, 'unit_price': 3} [id fbcc2620-dc16-4278-81c3-4fdf76caf29e]",fbcc2620-dc16-4278-81c3-4fdf76caf29e,product,1.0,05ad7925-1a4c-4da9-a0b8-7d489a571236,01Ran@0,str,['03Dec@1'],-1,False
11,"BUYER, 05Buy@2 agreed on {'time': 4, 'quantity': 8, 'unit_price': 30} [id 71d4541b-1c96-4349-a20e-bd6e6fa9c516]",71d4541b-1c96-4349-a20e-bd6e6fa9c516,product,1.0,4b2b2324-22d6-4f01-8836-c3b3ba2de4ff,05Buy@2,str,['BUYER'],-1,False
12,"BUYER, 05Buy@2 agreed on {'time': 4, 'quantity': 2, 'unit_price': 30} [id 8fcbbc26-4488-40f3-bbf4-3892f67b83b9]",8fcbbc26-4488-40f3-bbf4-3892f67b83b9,product,1.0,1de418d8-854f-4bb0-b5af-c8d76cec2880,05Buy@2,str,['BUYER'],-1,False
13,"BUYER, 04Ran@2 agreed on {'time': 4, 'quantity': 1, 'unit_price': 30} [id 0c882642-f644-4662-8bbf-f5a1c230cd79]",0c882642-f644-4662-8bbf-f5a1c230cd79,product,1.0,2cc99797-b2b6-40e7-8bd1-9826aa37ee7c,04Ran@2,str,['BUYER'],-1,False
14,"BUYER, 04Ran@2 agreed on {'time': 4, 'quantity': 5, 'unit_price': 30} [id 48458900-0ddf-406f-8d2b-6c667e142aff]",48458900-0ddf-406f-8d2b-6c667e142aff,product,1.0,a7a37e2a-b863-401c-88f6-2f1d04e709e9,04Ran@2,str,['BUYER'],-1,False
15,"BUYER, 05Buy@2 agreed on {'time': 4, 'quantity': 2, 'unit_price': 30} [id 7ee3d560-ebf3-47e9-8d06-368358be5181]",7ee3d560-ebf3-47e9-8d06-368358be5181,product,1.0,727e0798-cfb7-4ce6-b28d-f05e6ef7cdd1,05Buy@2,str,['BUYER'],-1,False
16,"BUYER, 05Buy@2 agreed on {'time': 4, 'quantity': 2, 'unit_price': 30} [id 8efd2510-86e4-4766-9b38-9ce697ae86fb]",8efd2510-86e4-4766-9b38-9ce697ae86fb,product,1.0,3bccd011-b040-416f-b065-e6c90f539e99,05Buy@2,str,['BUYER'],-1,False
17,"00Ind@0, 03Dec@1 agreed on {'quantity': 16, 'time': 5, 'unit_price': 20} [id 37e3dc47-e97b-4109-9c75-a7e8e3fc2a9d]",37e3dc47-e97b-4109-9c75-a7e8e3fc2a9d,product,0.6875,ffd69a44-3835-4e38-99f0-cf5dfd78be6d,00Ind@0,str,['03Dec@1'],-1,False
18,"03Dec@1, 01Ran@0 agreed on {'quantity': 2, 'time': 5, 'unit_price': 13} [id c1296027-0e13-4f0e-8d74-02764d7d0dbe]",c1296027-0e13-4f0e-8d74-02764d7d0dbe,product,1.0,fdc5f75f-c295-4313-a5e5-a60f526f1de1,01Ran@0,str,['03Dec@1'],-1,False
19,"BUYER, 05Buy@2 agreed on {'time': 5, 'quantity': 2, 'unit_price': 30} [id 0c7c8117-cda3-420a-84d3-704404530bb9]",0c7c8117-cda3-420a-84d3-704404530bb9,product,1.0,2d4f95d1-acd7-46f4-9e78-93ab32e01022,05Buy@2,str,['BUYER'],-1,False
20,"BUYER, 05Buy@2 agreed on {'time': 5, 'quantity': 2, 'unit_price': 30} [id 9874813b-dc07-4f47-a7dc-a3bb76bb9b45]",9874813b-dc07-4f47-a7dc-a3bb76bb9b45,product,1.0,c24d5cb9-9942-4a0b-9424-62c74d37a719,05Buy@2,str,['BUYER'],-1,False
21,"BUYER, 04Ran@2 agreed on {'time': 5, 'quantity': 4, 'unit_price': 30} [id 291e32ae-82f9-44c2-b937-e200d082440e]",291e32ae-82f9-44c2-b937-e200d082440e,product,1.0,bed07831-2385-4c23-9cfa-2c6c989ca994,04Ran@2,str,['BUYER'],-1,False
