index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
33,17,0,0,0,10.000000000000002,20,10.0,11.46635011719599,10,3.5,28.47902704187653,20,29.05,30.0,20,30.0,0,1.2620000000000002,14144,3,34,1.0,419.85590398466366,False,0.0997493067723208,10,1.8930000000000005,7008,348,0,0.0,3480.0000000000005,False,-0.3297578915108796,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,18926,268,61,1.0,4810.202480962994,False,0.1271387709633552,9,2.729000000000001,22253,115,0,0.0,3275.088109815801,False,-0.17110040750440986,11,3.2710000000000004,21030,156,0,0.0,4442.7282185327385,False,-0.19327721500012604,0.3333333333333333,102717,0.0,0.0,8,0,0,5,7,7.0,15,20,16,117.0,87.0,9,8,16,781,0.7389445994049311,32.96121392585337
34,16,0,0,0,10.000000000000002,20,10.0,11.058599854607486,11,4.7272727272727275,28.507694863485547,2,30.0,30.0,20,30.0,0,1.2620000000000002,14104,1,39,1.0,441.28539432969194,False,0.09750556981036203,6,1.943,6793,360,0,0.0,3600.0000000000005,False,-0.34163346613545814,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,18934,269,69,1.0,4941.794306469917,False,0.1310381586914112,9,2.8100000000000005,22163,115,0,0.0,3278.384909300838,False,-0.17416582976023803,11,3.370000000000001,20847,158,0,0.0,4504.215788430716,False,-0.19855985378477004,0.3333333333333333,102197,0.0,0.0,9,0,0,4,8,8.0,20,24,14,171.0,12.0,12,4,14,300,0.7469456549733877,33.70815958082676
35,14,0,0,0,10.0,20,10.0,10.849297251416848,5,4.0,28.9029534181672,18,31.0,30.000000000000004,20,30.0,0,1.2620000000000002,14004,1,49,1.0,541.6155653194255,False,0.09368738757736077,5,1.987,6628,370,0,0.0,3700.0,False,-0.3504443763407907,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,19472,264,61,1.0,4627.294632882247,False,0.1511570576719219,7,2.871000000000001,22103,115,0,0.0,3323.839643089228,False,-0.1754590305480322,13,3.489000000000001,20131,176,0,0.0,5086.919801597427,False,-0.21329332104646753,0.3333333333333333,101694,0.0,0.0,7,0,0,4,6,6.0,17,21,15,117.0,27.0,9,5,15,758,0.6109302062541246,34.319089787080884
36,15,0,0,0,10.0,20,10.0,11.342111406999091,24,14.458333333333334,28.9029534181672,0,,30.000000000000007,20,30.0,0,1.2620000000000002,14235,0,41,1.0,465.0265676869627,False,0.10845182989913285,6,2.0420000000000003,6438,381,0,0.0,3810.0,False,-0.3607876187557462,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,19125,278,71,1.0,5205.216663835619,False,0.1480902685293427,12,2.9840000000000004,21958,115,0,0.0,3323.839643089228,False,-0.18048990973754023,8,3.556000000000001,20065,176,0,0.0,5086.919801597427,False,-0.21558323847065738,0.3333333333333333,101177,0.0,0.0,8,0,0,7,8,8.0,16,23,16,132.0,40.0,11,4,16,521,0.7196408435702324,35.038730630651116
37,16,0,0,0,10.0,20,10.0,11.448273756934253,25,12.12,28.9029534181672,0,,30.000000000000007,20,30.0,0,1.2620000000000002,14406,3,27,1.0,339.10339143722484,False,0.11672936681877198,1,2.0460000000000003,6353,388,0,0.0,3880.0,False,-0.36461844927980386,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,18822,293,81,1.0,5695.483437653279,False,0.14503258752056228,13,3.1020000000000008,21794,115,0,0.0,3323.839643089228,False,-0.1861800075794665,7,3.6180000000000017,20005,176,0,0.0,5086.919801597427,False,-0.21766498158355727,0.3333333333333333,100736,0.0,0.0,8,0,0,5,7,7.0,15,20,14,87.0,49.0,8,8,14,501,0.6784390509128571,35.71716968156397
38,14,0,0,0,10.0,20,10.0,12.095514913750913,24,16.541666666666668,28.913588950329324,1,30.0,30.000000000000004,20,30.0,0,1.2620000000000002,14700,1,20,1.0,251.91029827501825,False,0.13591443067250303,7,2.1150000000000007,6129,400,0,0.0,4000.0,False,-0.37718357339871283,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,18455,307,90,1.0,6315.54608405117,False,0.14202235360769264,12,3.2090000000000005,21656,115,0,0.0,3325.062729287872,False,-0.19094679881188206,8,3.691000000000001,19903,177,0,0.0,5117.70524420829,False,-0.2206698833493808,0.3333333333333333,100199,0.0,0.0,8,0,0,3,7,7.0,10,13,10,92.0,37.0,8,6,10,604,0.6303261239081621,36.347495805472136
39,10,0,0,0,10.0,20,10.0,11.738762270458876,32,9.84375,28.12581587394421,9,20.0,30.000000000000007,20,30.0,0,1.2620000000000002,14890,0,10,1.0,117.38762270458876,False,0.1453182509463909,12,2.2280000000000006,5812,411,0,0.0,4110.0,False,-0.39725712534477475,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,18320,329,91,1.0,6421.502031509894,False,0.13768829673738164,11,3.3070000000000013,21534,115,0,0.0,3234.468825503584,False,-0.1967512867687255,9,3.7730000000000015,19633,186,0,0.0,5231.401752553623,False,-0.2280653363306914,0.3333333333333333,99545,0.0,0.0,8,0,0,3,10,10.0,10,13,11,97.0,9.0,7,3,11,660,0.519773855805397,36.86726966127753
40,11,0,0,0,9.999999999999998,20,10.0,11.072266303707085,16,3.5,28.02373287778119,15,27.4,30.000000000000004,20,30.0,0,1.2620000000000002,14840,0,14,0.9,155.0117282518992,False,0.14292873614204332,11,2.326000000000001,5506,422,0,0.0,4219.999999999999,False,-0.41648789457554397,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,18675,335,86,1.0,6119.250239231056,False,0.14846103670359462,14,3.436000000000001,20933,130,0,0.0,3643.0852741115546,False,-0.21051479296871223,6,3.8240000000000007,19585,186,0,0.0,5212.414315267301,False,-0.23006012221103153,0.31666666666666665,98895,0.0,0.0,11,0,0,3,9,9.0,10,13,12,87.0,22.0,7,4,12,651,0.5955245811492205,37.46279424242675
41,12,0,0,0,9.999999999999998,20,10.0,10.921899610493353,3,2.0,28.478067569615245,5,37.2,30.000000000000007,20,30.0,0,1.2620000000000002,14740,0,24,1.0,262.12559065184047,False,0.13937042563024218,3,2.3450000000000006,5359,432,0,0.0,4319.999999999999,False,-0.4239197057922158,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,18855,328,91,1.0,6173.887221076808,False,0.15941577862818518,10,3.5220000000000007,20673,134,0,0.0,3816.061054328443,False,-0.21653492029823673,10,3.918000000000001,19447,187,0,0.0,5325.3986355180505,False,-0.23288809528280388,0.3333333333333333,98430,0.0,0.0,9,0,0,4,8,8.0,2,6,15,79.0,32.0,6,6,15,386,0.6593664474785328,38.122160689905286
42,15,0,0,0,9.999999999999998,20,10.0,10.581818956904572,11,5.545454545454546,29.19358163935643,36,31.0,30.000000000000004,20,30.0,0,1.2620000000000002,14700,0,27,0.8,285.70911183642346,False,0.1372092059391826,6,2.4020000000000006,5154,444,0,0.0,4439.999999999999,False,-0.4350291143119828,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,19910,329,65,1.0,5379.001243379772,False,0.19416119533367965,9,3.602000000000001,20585,134,0,0.0,3911.9399396737617,False,-0.21792485012015536,11,4.018000000000002,18207,223,0,0.0,6510.168705576484,False,-0.25535756183511754,0.3,97912,0.0,0.0,9,0,0,4,8,8.0,3,7,19,122.0,51.0,7,8,19,1356,0.6880030483007431,38.81016373820603
43,19,0,0,0,9.999999999999998,20,10.0,10.492559282720523,4,7.0,29.19358163935643,0,,30.0,20,30.0,0,1.2620000000000002,14658,0,30,0.7,314.7767784816157,False,0.13510484134544962,0,2.396000000000001,5024,457,0,0.0,4569.999999999999,False,-0.4400091939932577,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,19882,323,75,1.0,5578.615271270461,False,0.19795548933343365,5,3.6430000000000002,20547,134,0,0.0,3911.9399396737617,False,-0.21924328742499194,15,4.157000000000001,17998,223,0,0.0,6510.168705576484,False,-0.26260896701171876,0.2833333333333333,97465,0.0,0.0,7,0,0,7,6,6.0,6,13,17,161.0,18.0,13,6,17,228,0.7745357993990183,39.58469953760505
44,17,0,0,0,9.999999999999998,20,10.0,11.198798228682131,20,16.3,29.19358163935643,0,,30.000000000000004,20,30.0,0,1.2620000000000002,14863,1,21,1.0,245.17476280232475,False,0.1481449112320842,1,2.406,4928,466,0,0.0,4659.999999999999,False,-0.4439166411277965,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,19556,333,85,1.0,6210.654249496446,False,0.19742811755604875,7,3.708,20487,134,0,0.0,3911.9399396737617,False,-0.22132503053789182,13,4.272000000000001,17836,223,0,0.0,6510.168705576484,False,-0.2682296734165484,0.3333333333333333,97026,0.0,0.0,8,0,0,4,7,7.0,4,8,14,104.0,27.0,8,9,14,515,0.6178413666784763,40.202540904283524
45,14,0,0,0,10.0,20,10.0,11.984585586246624,20,17.8,29.19358163935643,0,,30.0,20,30.0,0,1.2620000000000002,15175,0,10,0.5,119.84585586246624,False,0.16724815567968382,4,2.4450000000000007,4701,482,0,0.0,4820.0,False,-0.4551792828685259,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,19200,343,95,1.0,6884.103111821453,False,0.1964095934431031,13,3.8310000000000004,20320,134,0,0.0,3911.9399396737617,False,-0.2271192155354631,7,4.3290000000000015,17778,223,0,0.0,6510.168705576484,False,-0.27024202509235157,0.25,96530,0.0,0.0,7,0,0,3,8,8.0,3,6,12,62.0,35.0,6,8,12,552,0.5868505202233791,40.7893914245069
46,12,0,0,0,10.0,20,10.0,12.077133714170264,26,12.615384615384615,29.19358163935643,0,,30.0,20,30.0,11,1.3720000000000003,15162,2,10,1.0,140.77133714170265,False,0.16705375946757972,5,2.4910000000000005,4566,490,0,0.0,4900.0,False,-0.46245786086423535,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,18872,359,105,1.0,7401.01707551955,False,0.19273492934001454,11,3.928000000000001,20201,134,0,0.0,3911.9399396737617,False,-0.2312480060427145,9,4.412000000000002,17696,223,0,0.0,6510.168705576484,False,-0.2730870740133147,0.3333333333333333,95853,0.0,0.0,6,0,0,5,8,7.523809523809524,3,8,10,107.0,12.0,8,4,10,200,0.6415400169789791,41.43093144148588
47,10,0,0,0,10.0,20,10.0,12.077133714170264,0,,27.746843507269023,11,12.727272727272727,30.0,20,30.0,0,1.3610000000000002,15072,1,20,1.0,251.5426742834053,False,0.16440172671940723,0,2.4860000000000007,4456,501,0,0.0,5010.0,False,-0.46667177444069874,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,19012,349,104,1.0,7100.591391001401,False,0.19219528113610038,10,4.017000000000001,20099,134,0,0.0,3718.0770299740493,False,-0.23815007581059525,10,4.503000000000001,17452,234,0,0.0,6492.761380700951,False,-0.28185480916138805,0.3333333333333333,95447,0.0,0.0,8,0,0,3,6,6.0,2,5,18,48.0,25.0,5,5,18,340,0.5088156163692474,41.93974705785513
48,18,0,0,0,10.0,20,10.0,12.077133714170264,0,,28.072015420511104,5,35.4,30.0,20,30.0,0,1.3610000000000004,14992,0,29,0.9,350.2368777109377,False,0.1620532055512924,0,2.4860000000000007,4336,513,0,0.0,5130.0,False,-0.4712687710695679,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,19189,339,109,1.0,7153.99800993943,False,0.20295899629958866,8,4.0870000000000015,19910,137,0,0.0,3845.866112610021,False,-0.24249069959388628,12,4.613000000000001,17249,236,0,0.0,6624.99563924062,False,-0.28660405871832945,0.31666666666666665,95032,0.0,0.0,10,0,0,8,6,6.0,4,12,13,168.0,18.0,12,6,13,377,0.7210787758231163,42.660825833678246
49,13,0,0,0,10.0,20,10.0,12.077133714170264,0,,28.567795924997558,22,30.954545454545453,30.000000000000004,20,30.0,0,1.3610000000000004,14892,0,39,1.0,471.0082148526403,False,0.15901808975071413,0,2.4860000000000007,4236,523,0,0.0,5230.0,False,-0.4750996015936255,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,19870,329,97,1.0,6744.45319668678,False,0.2281229378252782,4,4.119000000000001,19886,137,0,0.0,3913.7880417246656,False,-0.24214509677113552,16,4.761000000000001,16339,258,0,0.0,7370.49134864937,False,-0.30524440794099356,0.3333333333333333,94579,0.0,0.0,8,0,0,5,6,6.0,1,6,12,38.0,21.0,6,7,12,881,0.4865025859326124,43.14732841961086
50,12,0,0,0,10.0,20,10.0,12.824978082046657,13,22.0,29.374602936754364,11,37.81818181818182,30.000000000000004,20,30.0,0,1.3610000000000002,15088,0,35,0.9,448.874232871633,False,0.17318703006710207,0,2.4860000000000007,4126,534,0,0.0,5340.0,False,-0.47931351517008886,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,20000,332,96,1.0,7077.854605167909,False,0.24380065007048635,9,4.205000000000001,19380,148,0,0.0,4347.441234639646,False,-0.25217817579210944,11,4.855000000000001,16217,258,0,0.0,7578.647557682626,False,-0.3058662209825372,0.31666666666666665,94167,0.0,0.0,8,0,0,3,6,6.0,4,7,11,95.0,15.0,7,5,11,902,0.4791219364851713,43.62645035609603
51,11,0,0,0,10.000000000000002,20,10.0,12.490508273747976,8,6.0,29.374602936754364,0,,30.0,20,30.0,0,1.3610000000000002,15058,0,38,0.3,474.63931440242305,False,0.17187554836049734,8,2.5660000000000007,3868,551,0,0.0,5510.000000000001,False,-0.4925681887833282,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,19952,330,106,1.0,7235.575641632795,False,0.24543132474591264,9,4.286000000000001,19288,148,0,0.0,4347.441234639646,False,-0.2553701818985559,11,4.9540000000000015,16095,258,0,0.0,7578.647557682626,False,-0.31009909864543356,0.21666666666666667,93617,0.0,0.0,6,0,0,4,7,7.0,0,4,10,40.0,21.0,4,7,10,200,0.44953447207808495,44.075984828174114
52,10,0,0,0,10.000000000000002,20,10.0,13.793501397138531,36,19.11111111111111,29.541265346517534,2,39.0,30.000000000000004,20,30.0,0,1.3610000000000004,15656,0,11,0.9,151.72851536852383,False,0.20532211597335742,0,2.5580000000000007,3758,562,0,0.0,5620.000000000001,False,-0.4967821023597916,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,19342,356,114,1.0,8278.190746884316,False,0.24074480176708885,8,4.357,19142,150,0,0.0,4431.18980197763,False,-0.2589828984460199,12,5.0630000000000015,15947,258,0,0.0,7621.646459401523,False,-0.31448812609462345,0.31666666666666665,93201,0.0,0.0,10,0,0,2,6,6.0,1,3,15,43.0,40.0,3,7,15,966,0.41095910035073757,44.48694392852485
53,15,0,0,0,10.000000000000002,20,10.0,13.793501397138531,0,,28.14114184006628,11,14.909090909090908,30.0,20,30.0,0,1.3610000000000004,15576,0,19,0.8,262.0765265456321,False,0.20342003242972848,0,2.5580000000000003,3638,574,0,0.0,5740.000000000001,False,-0.5013790989886607,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,19506,346,113,1.0,7952.500511337421,False,0.24080582592701244,10,4.449000000000001,19002,151,0,0.0,4249.312417850008,False,-0.2669954823077856,10,5.151000000000002,15716,268,0,0.0,7541.826013137763,False,-0.3238875509482728,0.3,92794,0.0,0.0,9,0,0,5,6,6.0,4,9,12,113.0,30.0,9,6,12,364,0.4040180202573538,44.890961948782206
54,12,0,0,0,10.000000000000002,20,10.0,13.085592942368002,18,6.611111111111111,28.75005153018857,28,31.0,30.000000000000004,20,30.0,0,1.3610000000000004,15572,0,20,1.0,261.7118588473601,False,0.2030995961863071,9,2.6480000000000006,3393,584,0,0.0,5840.000000000001,False,-0.5163193380324854,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,20255,354,95,1.0,7363.5547969661875,False,0.26482311220518323,13,4.569000000000001,18054,171,0,0.0,4916.2588116622455,False,-0.28831693130833663,7,5.211000000000002,15572,276,0,0.0,7935.014222332045,False,-0.32206276069786893,0.3333333333333333,92202,0.0,0.0,10,0,0,6,9,9.0,1,7,7,72.0,43.0,7,5,7,1164,0.26925963163375854,45.160221580415964
55,7,0,0,0,10.000000000000002,20,10.0,12.883688608710592,7,8.142857142857142,28.820698483297555,2,33.0,30.0,20,30.0,0,1.3610000000000002,15498,3,24,1.0,339.2085266090542,False,0.2003987330144443,1,2.6490000000000005,3307,591,0,0.0,5910.000000000001,False,-0.5202267851670243,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,20264,351,103,1.0,7490.706645437067,False,0.2686580355465539,10,4.6560000000000015,17913,172,0,0.0,4957.16013912718,False,-0.292499477150663,10,5.304000000000001,15438,277,0,0.0,7983.333479873423,False,-0.32587375130328533,0.3333333333333333,91776,0.0,0.0,10,0,0,3,7,7.0,2,5,7,73.0,14.0,5,2,7,322,0.7334205228835344,45.8936421032995
56,7,0,0,0,10.000000000000002,20,10.0,12.883688608710592,0,,29.131328079172675,18,31.0,30.0,20,30.0,0,1.3610000000000004,15408,2,34,1.0,458.04541269616016,False,0.198055677777205,0,2.6480000000000006,3197,602,0,0.0,6020.000000000001,False,-0.5244406987434876,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,20822,341,95,1.0,7160.813983091716,False,0.2894270537144442,11,4.756000000000001,17802,172,0,0.0,5010.5884296177,False,-0.29542383544483897,9,5.384000000000001,14790,295,0,0.0,8593.74178335594,False,-0.33776729957400703,0.3333333333333333,91375,0.0,0.0,7,0,0,4,6,6.0,0,4,5,54.0,29.0,4,3,5,758,0.18836230970919132,46.08200441300869
57,5,0,0,0,10.000000000000002,0,,12.714182405843001,3,4.0,29.330849031775344,4,35.0,30.000000000000004,20,30.0,0,1.3610000000000004,15408,0,36,0.2,457.71056661034805,False,0.19804285039114117,3,2.678000000000001,3158,602,0,0.0,6020.000000000001,False,-0.5274287465522526,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,20950,334,101,1.0,7208.952675760873,False,0.2974624220808684,11,4.855000000000001,17620,174,0,0.0,5103.5677315289095,False,-0.3001254643756695,9,5.465000000000002,14650,297,0,0.0,8711.262162437277,False,-0.34058597317262373,0.19999999999999998,91142,0.0,0.0,3,0,0,2,6,6.0,1,3,2,45.0,14.0,3,2,2,140,0.1554749831557274,46.23747939616442
58,2,0,0,0,10.000000000000002,0,,12.714182405843001,0,,29.330849031775344,0,,30.000000000000004,20,30.0,0,1.3610000000000002,15408,0,36,0.0,457.71056661034805,False,0.19804285039114117,0,2.6750000000000007,3158,602,0,0.0,6020.000000000001,False,-0.5274287465522526,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,20950,324,111,1.0,7375.119342020195,False,0.3018525585738493,10,4.944000000000002,17512,174,0,0.0,5103.5677315289095,False,-0.30387260197888927,10,5.556000000000002,14542,297,0,0.0,8711.262162437277,False,-0.3443331107758435,0.16666666666666666,90926,0.0,0.0,0,0,0,0,6,6.0,0,0,2,0.0,6.0,0,2,2,0,0.08448106795549393,46.32196046411991
59,2,0,0,0,10.000000000000002,0,,12.714182405843001,0,,29.43193710824772,3,33.0,30.0,20,30.0,0,1.3610000000000002,15408,0,36,0.0,457.71056661034805,False,0.19804285039114117,0,2.6750000000000003,3158,602,0,0.0,6020.000000000001,False,-0.5274287465522526,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,21049,314,118,1.0,7465.221854207934,False,0.309464249780923,13,5.064000000000002,17306,175,0,0.0,5150.588993943351,False,-0.31020420175658603,7,5.616000000000001,14422,299,0,0.0,8800.149195366068,False,-0.34695459726309646,0.16666666666666666,90699,0.0,0.0,3,0,0,0,6,6.0,0,0,0,0.0,6.0,0,2,0,99,0.0792820043861866,46.4012424685061
