index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,17,0,0,0,10.000000000000002,20,10.0,23.828067718307572,23,24.434782608695652,26.210827585785584,61,29.081967213114755,47.0,20,47.0,0,0.24500000000000002,52200,0,17,0.5,405.07715121122874,False,0.026293352440376283,0,0.2,51936,11,23,1.0,658.0455575210742,False,0.023600132760684293,0,0.2,75286,0,3,0.0,78.63248275735675,False,0.0001635340695321878,61,1.1250000000000002,68797.0,171,0,0.0,4074.599579830595,False,-0.059467823750012645,2,0.6880000000000001,115653,51,10,1.0,1806.7522068750648,False,-0.008857496696903564,5,0.8440000000000001,116726,0,0,0.0,0.0,False,-0.007415092093402949,0.4166666666666667,480598,0.0,0.0,17,0,0,18,6,5.166666666666666,10,28,14,138.0,34.0,11,6,14,1232,2.0553295490099117,63.48274356900947
11,14,0,0,0,10.000000000000002,20,10.0,24.069634002138788,20,25.6,27.280156495977746,24,31.875,46.99999999999999,20,47.0,0,0.24500000000000002,52130,0,24,0.7,577.6712160513309,False,0.026612526596663993,0,0.2,52318,14,13,1.0,452.9052420278043,False,0.029072710948176678,0,0.2,75421,0,0,0.0,0.0,False,0.0014340153758315298,21,1.2740000000000002,67994.0,191,0,0.0,4597.300094408509,False,-0.06665980578114995,0,0.6860000000000002,115641,54,11,1.0,1990.1284507827982,False,-0.008179865087914781,11,0.9490000000000003,116181,1,10,1.0,497.2801564959777,False,-0.009935202314257126,0.6166666666666667,479685,0.0,0.0,18,0,0,18,8,8.0,14,32,13,204.0,18.0,13,1,13,1270,1.7222305029863492,65.20497407199582
12,13,0,0,0,10.000000000000002,20,10.0,24.069634002138788,0,,28.163149953707176,55,30.0,47.0,20,47.0,0,0.24500000000000002,52050,0,32,0.8,770.2282880684412,False,0.026931338504391267,0,0.2,52198,16,23,1.0,713.6015820491921,False,0.02927537781090079,0,0.2,75421,0,0,0.0,0.0,False,0.0014340153758315298,55,1.8030000000000004,66960.0,191,0,0.0,4597.300094408509,False,-0.0803891752127222,0,0.6860000000000002,114791,88,11,1.0,2995.3571959262317,False,-0.011133874743081433,0,0.9380000000000002,116321,2,10,1.0,526.3262999074143,False,-0.008621208269241796,0.6333333333333333,477741,0.0,0.0,19,0,0,16,2,2.0,12,28,10,135.0,9.0,10,3,10,1140,2.03010950301541,67.23508357501123
13,10,0,0,0,10.000000000000002,20,10.0,24.153027004335847,13,25.0,28.163149953707176,0,,47.0,20,47.0,0,0.24500000000000002,51980,0,39,0.7,941.9680531690981,False,0.027242147014973534,0,0.2,52393,19,20,1.0,673.060540086717,False,0.03269742009485625,0,0.2,75421,0,0,0.0,0.0,False,0.0014340153758315298,0,1.7480000000000004,66635.0,204,0,0.0,4927.217508884512,False,-0.08251419071817266,0,0.6860000000000002,115214,78,12,1.0,2760.7256963891596,False,-0.008534474666281927,1,0.9480000000000002,116782,0,2,0.2,94.0,False,-0.006539226857599619,0.4833333333333334,478425,0.0,0.0,20,0,0,14,1,0.25,13,27,11,117.0,3.0,9,1,11,1277,1.6359325539669953,68.87101612897823
14,11,0,0,0,10.000000000000002,20,10.0,24.289170097905316,25,25.0,28.163149953707176,0,,46.99999999999999,20,47.0,0,0.24500000000000002,52160,0,36,0.7,874.4101235245914,False,0.030105857065458194,0,0.2,52638,22,15,1.0,584.3375514685798,False,0.03662688554121206,0,0.2,75421,0,0,0.0,0.0,False,0.0014340153758315298,0,1.7480000000000004,66010.0,229,0,0.0,5562.219952420317,False,-0.08659713494071189,0,0.6860000000000002,115637,68,13,1.0,2526.094196852088,False,-0.00593507458948242,9,1.0370000000000004,116719,0,0,0.0,0.0,False,-0.007474616915253661,0.45,478585,0.0,0.0,17,0,0,14,6,5.333333333333333,12,26,9,114.0,9.0,8,3,9,1248,1.9529827090445906,70.82399883802282
15,9,0,0,0,10.000000000000002,20,10.0,24.32302445371378,7,25.0,27.629252075131117,7,16.0,46.99999999999999,20,47.0,0,0.24500000000000002,52225,1,39,1.0,958.5979536948374,False,0.032203270208527646,0,0.2,52548,21,25,1.0,818.0756113428446,False,0.03715311017766207,0,0.2,75421,0,0,0.0,0.0,False,0.0014340153758315298,7,1.8180000000000003,65695.0,236,0,0.0,5740.233771076452,False,-0.08959785315233455,0,0.686,116042,65,12,1.0,2359.9013848835225,False,-0.0031977525770696307,9,1.118,116568,0,0,0.0,0.0,False,-0.0087586523580333,0.5,478499,0.0,0.0,16,0,0,13,6,6.0,11,24,12,114.0,3.0,8,1,12,892,1.575200802006293,72.39919964002911
16,12,0,0,0,10.000000000000002,20,10.0,24.37060522211427,10,25.0,27.088447485342538,7,16.0,46.99999999999999,20,47.0,0,0.24500000000000002,52365,2,39,1.0,970.4536036624565,False,0.03506123779536294,0,0.2,52458,20,35,1.0,1052.9711827739995,False,0.03769066963155107,0,0.2,75421,0,0,0.0,0.0,False,0.0014340153758315298,7,1.881,65305.0,246,0,0.0,5995.168884640111,False,-0.09308373796927408,0,0.6860000000000002,116400,62,12,1.0,2243.4837440912374,False,-0.0006484644973076163,10,1.2090000000000003,116394,0,0,0.0,0.0,False,-0.01023826935832242,0.5,478343,0.0,0.0,15,0,0,13,5,5.0,12,25,13,117.0,10.0,9,3,13,920,2.0066030569723807,74.40580269700149
17,13,0,0,0,10.000000000000002,20,10.0,24.48863341976316,10,26.0,26.543647660164854,7,16.0,47.0,20,47.0,0,0.24500000000000002,52525,2,39,1.0,975.0567033707633,False,0.03823988154495459,0,0.2,52358,20,45,1.0,1301.9885038893422,False,0.038170666900600676,0,0.2,75421,0,0,0.0,0.0,False,0.0014340153758315298,7,1.9440000000000002,64905.0,256,0,0.0,6269.090155459369,False,-0.09657635364771448,1,0.6960000000000001,116843,59,10,1.0,2036.0752119497265,False,0.0022367523765273803,7,1.2690000000000001,116293,0,0,0.0,0.0,False,-0.011097127502168404,0.5,478345,0.0,0.0,16,0,0,16,5,5.0,13,29,15,150.0,24.0,10,3,15,1024,1.6337596619850956,76.03956235898659
18,15,0,0,0,10.000000000000002,20,10.0,24.65718333326191,29,25.379310344827587,26.072337101989586,6,16.0,47.0,20,47.0,0,0.24500000000000002,52871,1,32,1.0,799.0298666643811,False,0.04329249771508401,0,0.2,52548,21,43,1.0,1270.258883330262,False,0.041581070146203075,0,0.2,75421,0,0,0.0,0.0,False,0.0014340153758315298,6,1.997,64049.0,285,0,0.0,7027.297249979644,False,-0.10290854666538558,2,0.7150000000000001,117197,55,10,1.0,1903.9785406094272,False,0.00468536259379163,8,1.3420000000000003,116170,0,0,0.0,0.0,False,-0.012143063657545196,0.5,478256,0.0,0.0,18,0,0,13,6,5.5,12,25,13,132.0,49.0,9,6,13,1359,1.9187413599574938,77.95830371894408
19,13,0,0,0,10.000000000000002,20,10.0,24.65718333326191,0,,25.162206253988977,12,16.0,47.00000000000001,20,47.0,0,0.24500000000000002,52781,0,42,1.0,1035.6016999970002,False,0.04384647179785548,0,0.2,52438,22,53,1.0,1526.830716662881,False,0.041939196207039564,0,0.2,75421,0,0,0.0,0.0,False,0.0014340153758315298,12,2.111,63755.0,285,0,0.0,7027.297249979644,False,-0.10681225518848253,3,0.7430000000000001,117540,51,10,1.0,1753.2725189534378,False,0.006961311072269192,7,1.4040000000000001,115968,0,6,0.6,282.00000000000006,False,-0.012661779962244256,0.6,477903,0.0,0.0,14,0,0,18,8,8.0,12,30,14,165.0,40.0,10,3,14,670,1.6290318030514754,79.58733552199556
20,14,0,0,0,10.000000000000002,20,10.0,24.581316341761998,18,24.0,24.65529741669942,7,16.0,47.0,20,47.0,0,0.24500000000000002,52651,3,52,1.0,1308.228449771624,False,0.0439701179961968,0,0.2,52800,19,45,1.0,1296.1592353792898,False,0.0467700669347757,0,0.2,75421,0,0,0.0,0.0,False,0.0014340153758315298,7,2.1690000000000005,63183.0,303,0,0.0,7448.138851553886,False,-0.11161327492229828,2,0.76,117992,41,10,1.0,1480.8671940846762,False,0.009646708252201073,2,1.4170000000000003,116120,0,7,0.7,329.0,False,-0.011169407642987126,0.6166666666666667,478167,0.0,0.0,17,0,0,17,3,2.5,12,29,16,135.0,43.0,10,4,16,1290,2.3143814060022123,81.90171692799777
21,16,0,0,0,10.000000000000002,20,10.0,24.684439194443243,11,26.0,24.222064564177835,6,16.0,47.0,20,47.0,0,0.24500000000000002,52591,0,61,0.9,1505.7507908610378,False,0.044729247854103434,0,0.2,52946,23,44,1.0,1316.1153245555026,False,0.04982486608456231,0,0.2,75421,0,0,0.0,0.0,False,0.0014340153758315298,6,2.222000000000001,62777.0,314,0,0.0,7750.913907055178,False,-0.11499399899715063,2,0.7780000000000002,118348,37,10,1.0,1366.21638887458,False,0.012186501423810656,1,1.4250000000000003,116440,0,0,0.0,0.0,False,-0.009847106243303457,0.48333333333333334,478523,0.0,0.0,17,0,0,21,3,2.1666666666666665,11,32,12,192.0,22.0,14,2,12,1191,2.2747593650128692,84.17647629301064
22,12,0,0,0,10.000000000000002,20,10.0,24.801671142428052,20,25.6,23.721082844849903,7,16.0,46.99999999999999,20,47.0,0,0.24500000000000002,52541,0,66,0.5,1636.9102954002515,False,0.045034374220527265,0,0.2,53308,28,34,1.0,1123.256818842554,False,0.05502601663574765,0,0.2,75421,0,0,0.0,0.0,False,0.0014340153758315298,7,2.2860000000000005,62125.0,334,0,0.0,8283.75816157097,False,-0.12011367120171176,0,0.7760000000000002,118565,34,13,1.0,1417.5168167248967,False,0.014249888674658186,13,1.5540000000000003,116174,0,0,0.0,0.0,False,-0.012109049473630503,0.4166666666666667,478134,0.0,0.0,17,0,0,14,6,6.0,12,26,15,111.0,31.0,7,5,15,1041,1.9341727410210297,86.11064903403167
23,15,0,0,0,10.000000000000002,20,10.0,24.813604540350717,9,25.0,23.364927921794436,5,16.0,46.99999999999999,20,47.0,0,0.24500000000000002,52666,0,67,1.0,1662.5115042034981,False,0.04773317179987763,0,0.2,53208,28,44,1.0,1371.7985997754315,False,0.05550135722459292,0,0.2,75421,0,0,0.0,0.0,False,0.0014340153758315298,5,2.329,61800.0,343,0,0.0,8511.066357340296,False,-0.1229199052133079,0,0.7760000000000002,118894,24,16,1.0,1312.7582701230663,False,0.0166021457427978,13,1.6710000000000005,115828,0,5,0.5,234.99999999999997,False,-0.014052109729757309,0.5833333333333334,477817,0.0,0.0,14,0,0,19,6,6.0,14,33,13,171.0,9.0,12,3,13,754,1.8029340519569814,87.91358308598865
24,13,0,0,0,10.000000000000002,20,10.0,24.906436882272743,16,25.6875,22.93820441520923,6,16.0,46.99999999999999,20,47.0,0,0.24500000000000002,52997,0,59,0.8,1469.4797760540919,False,0.05232549721948783,0,0.2,53088,30,54,1.0,1644.9475916427282,False,0.05582596544891043,0,0.2,75421,0,0,0.0,0.0,False,0.0014340153758315298,6,2.3840000000000003,61269.0,359,0,0.0,8941.410840735914,False,-0.12711344096812027,0,0.7760000000000002,119362,20,14,1.0,1116.7640883041845,False,0.019748482492492173,3,1.6880000000000004,116031,0,0,0.0,0.0,False,-0.013325056548580759,0.4666666666666666,478168,0.0,0.0,18,0,0,12,3,3.0,14,26,14,129.0,15.0,8,5,14,1410,1.537103159003891,89.45068624499254
25,14,0,0,0,10.000000000000002,20,10.0,24.989248937161708,21,25.523809523809526,22.93820441520923,0,,46.99999999999999,20,47.0,0,0.24500000000000002,53403,0,48,0.8,1199.483948983762,False,0.05763301947692677,0,0.2,53018,32,62,1.0,1869.3334341040259,False,0.056652305465178535,0,0.2,75421,0,0,0.0,0.0,False,0.0014340153758315298,0,2.3780000000000006,60733.0,380,0,0.0,9495.914596121449,False,-0.13054907787419534,0,0.7760000000000002,120020,10,10,1.0,699.3820441520922,False,0.023569202044899127,6,1.7450000000000003,115951,0,0,0.0,0.0,False,-0.014005340226874607,0.4666666666666666,478546,0.0,0.0,18,0,0,16,3,3.0,10,26,12,114.0,19.0,8,6,12,1394,1.7222879889886826,91.17297423398122
26,12,0,0,0,10.000000000000002,20,10.0,24.989248937161708,0,,22.51855475598376,6,16.0,46.99999999999999,20,47.0,0,0.24500000000000002,53313,0,57,0.9,1424.3871894182173,False,0.05807273001780477,0,0.2,52908,33,72,1.0,2129.225923475643,False,0.057042948721853205,0,0.2,75421,0,0,0.0,0.0,False,0.0014340153758315298,6,2.4380000000000006,60613.0,380,0,0.0,9495.914596121449,False,-0.13214242829178593,2,0.7960000000000003,120376,6,10,1.0,605.1113285359025,False,0.02619564673096446,8,1.8190000000000004,115831,0,0,0.0,0.0,False,-0.01502576574431538,0.48333333333333334,478462,0.0,0.0,12,0,0,15,5,5.0,11,26,16,96.0,30.0,7,5,16,670,1.606334649026394,92.77930888300762
27,16,0,0,0,10.000000000000002,20,10.0,24.874842042440836,31,24.35483870967742,22.108066239167094,6,16.0,47.0,20,47.0,0,0.24500000000000002,53458,3,56,1.0,1422.9911543766868,False,0.060898855800790186,0,0.2,53318,30,62,1.0,1842.2402066313318,False,0.0622624383728098,0,0.2,75421,0,0,0.0,0.0,False,0.0014340153758315298,6,2.492000000000001,59738.0,411,0,0.0,10223.560079443183,False,-0.13892979910876488,0,0.7940000000000003,120799,0,7,0.6,329.0,False,0.02861868399122434,11,1.9210000000000003,115536,0,6,0.6,282.0,False,-0.016335311825031038,0.5333333333333333,478270,0.0,0.0,15,0,0,16,6,6.0,13,29,15,153.0,30.0,11,5,15,1378,1.9271193569875322,94.70642823999515
28,15,0,0,0,10.000000000000002,20,10.0,24.874842042440836,0,,21.303982355395718,13,16.0,46.99999999999999,20,47.0,0,0.24500000000000002,53348,4,66,1.0,1681.7395748010952,False,0.061278295875451326,0,0.2,53228,29,72,1.0,2080.9886270557404,False,0.06283772646940607,0,0.2,75421,0,0,0.0,0.0,False,0.0014340153758315298,13,2.616000000000001,59415.0,411,0,0.0,10223.560079443183,False,-0.14321856731611288,1,0.8040000000000003,121007,0,7,0.7,328.99999999999994,False,0.03038742155478835,6,1.9700000000000006,115640,0,6,0.6,281.99999999999994,False,-0.015450943043249035,0.55,478059,0.0,0.0,14,0,0,13,6,4.833333333333334,15,28,16,150.0,30.0,10,5,16,623,1.562943095981609,96.26937133597676
29,16,0,0,0,10.000000000000002,20,10.0,24.891040405648283,23,25.0,20.91673653844341,7,16.0,46.999999999999986,20,47.0,0,0.24500000000000002,53548,4,64,1.0,1633.0265859614901,False,0.06471823918881207,0,0.2,53403,29,71,1.0,2057.2638688010284,False,0.06603274450451463,0,0.2,75421,0,0,0.0,0.0,False,0.0014340153758315298,7,2.673000000000001,58700.0,434,0,0.0,10802.711536051354,False,-0.14886731682411167,5,0.8530000000000002,121277,0,0,0.0,0.0,False,0.03128454565553836,2,1.9840000000000004,115790,0,7,0.7,328.9999999999999,False,-0.01397557781594925,0.45,478139,0.0,0.0,15,0,0,19,5,5.0,14,33,19,153.0,45.0,11,5,19,1386,1.5143248660024256,97.78369620197918
30,19,0,0,0,10.000000000000002,20,10.0,24.900382991053572,15,25.0,20.59708424272452,6,16.0,46.99999999999999,20,47.0,0,0.24500000000000002,53553,1,71,1.0,1777.9271923648037,False,0.06623508805684297,0,0.2,53573,32,69,1.0,2038.1264263826965,False,0.06917475936528303,0,0.2,75421,0,0,0.0,0.0,False,0.0014340153758315298,6,2.726000000000001,58205.0,449,0,0.0,11180.271962983054,False,-0.15293327869701742,11,0.9580000000000002,120967,0,6,0.6,281.99999999999994,False,0.029847446385142605,2,2.0020000000000007,116101,0,0,0.0,0.0,False,-0.01272980833007364,0.43333333333333335,477820,0.0,0.0,14,0,0,19,8,8.0,14,33,12,189.0,34.0,13,6,12,904,1.5543174759950489,99.33801367797423
31,12,0,0,0,10.000000000000002,20,10.0,24.974875759638458,29,25.379310344827587,20.239772169831035,7,16.0,46.99999999999999,20,47.0,0,0.24500000000000002,54159,4,52,1.0,1338.6935395012,False,0.07380232608207205,0,0.2,53503,29,79,1.0,2263.0151850114385,False,0.07000602413838067,0,0.2,75421,0,0,0.0,0.0,False,0.0014340153758315298,7,2.7900000000000005,57329.0,478,0,0.0,11937.990613107182,False,-0.15953427288046435,3,0.9770000000000001,121217,0,0,0.0,0.0,False,0.030774332896817972,11,2.1100000000000003,115778,0,7,0.7,328.99999999999994,False,-0.014077620367693328,0.45,477407,0.0,0.0,16,0,0,9,9,9.0,15,24,13,147.0,24.0,9,3,13,1218,1.4872762500308454,100.82528992800508
32,13,0,0,0,10.000000000000002,20,10.0,24.976288809004746,10,25.0,19.653758357247327,13,16.0,46.999999999999986,20,47.0,0,0.24500000000000002,54069,3,62,1.0,1578.5299061582944,False,0.07438826778455045,0,0.2,53643,30,79,1.0,2273.126815911375,False,0.07284691359098494,0,0.2,75421,0,0,0.0,0.0,False,0.0014340153758315298,13,2.9130000000000007,56756.0,488,0,0.0,12188.428938794315,False,-0.16547987107939988,8,1.0540000000000003,120985,0,7,0.7,328.9999999999999,False,0.030200343543257537,5,2.149,115952,0,6,0.6,281.9999999999999,False,-0.012797836697903025,0.55,476826,0.0,0.0,13,0,0,7,8,7.75,20,27,15,129.0,30.0,8,5,15,732,1.4276676719891839,102.25295759999426
