index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,14,0,0,0,10.000000000000002,20,10.0,14.997914526710941,1,3.0,22.012438345371567,19,13.68421052631579,22.999999999999993,8,23.0,0,1.3070000000000002,14800,3,30,1.0,479.93743580132826,False,0.21860060913147492,1,2.451000000000001,5162,307,0,0.0,3070.0000000000005,False,-0.4573812996272889,0,0.6770000000000002,15394,290,100,1.0,6550.639047283329,False,0.1732118094414419,14,2.5630000000000006,8578,87,0,0.0,1304.818563823852,False,-0.4199453728453513,0,0.2,18784,0,0,0.0,0.0,False,0.00508320402375729,8,2.656,5535,485,0,0.0,10676.032597505211,False,-0.4182130505242332,0.3333333333333333,68253,0.0,0.0,10,0,0,13,7,7.0,16,29,11,91.0,12.0,10,4,11,385,0.6084585357457399,28.4047854244709
31,11,0,0,0,10.000000000000002,20,10.0,14.598799758843757,5,1.0,21.860015292545377,5,18.0,22.999999999999993,12,23.0,0,1.3070000000000002,14700,3,40,1.0,613.9519903537503,False,0.2159274019751155,5,2.5000000000000004,4972,317,0,0.0,3170.0000000000005,False,-0.46872467995462647,0,0.6770000000000002,15389,285,110,1.0,6565.259613450462,False,0.17335699156194506,5,2.5990000000000006,8548,87,0,0.0,1270.0955790194068,False,-0.4229216496254821,0,0.2,18784,0,0,0.0,0.0,False,0.00508320402375729,12,2.7680000000000007,5321,490,0,0.0,10711.407493347235,False,-0.4287172268888855,0.3333333333333333,67714,0.0,0.0,9,0,0,6,8,8.0,14,20,17,28.0,27.0,4,7,17,200,0.4518023766577244,28.856587801128626
32,17,0,0,0,10.000000000000002,20,10.0,14.284764449790545,9,8.777777777777779,21.651637217888844,21,20.476190476190474,22.99999999999999,6,23.0,0,1.3070000000000002,14570,6,50,1.0,774.2382224895273,False,0.21188779057241638,9,2.585000000000001,4798,324,0,0.0,3240.0000000000005,False,-0.47998703613676874,0,0.6770000000000002,15652,284,107,1.0,6373.598286054621,False,0.18386219713613464,8,2.674000000000001,8444,87,0,0.0,1242.7745071317775,False,-0.43031563793339483,0,0.2,18784,0,0,0.0,0.0,False,0.00508320402375729,6,2.8160000000000007,4850,511,0,0.0,11063.9866183412,False,-0.44448641932844984,0.3333333333333333,67098,0.0,0.0,11,0,0,10,6,6.0,15,25,17,125.0,30.0,9,8,17,542,0.5698119578883052,29.42639975901693
33,17,0,0,0,10.000000000000002,20,10.0,15.103689769877375,39,18.256410256410255,22.056101404017657,22,24.363636363636363,22.999999999999993,9,23.0,0,1.3070000000000002,15187,3,31,1.0,498.21438286619866,False,0.2506973903283989,10,2.676000000000001,4483,337,0,0.0,3370.0000000000005,False,-0.5002430724355859,0,0.6770000000000002,15610,303,107,1.0,6936.420850502734,False,0.19890720953003,12,2.7860000000000005,7986,97,0,0.0,1465.0579076781055,False,-0.4521128037554796,0,0.2,18784,0,0,0.0,0.0,False,0.00508320402375729,9,2.900000000000001,4243,533,0,0.0,11755.902048341412,False,-0.4584541161019473,0.3333333333333333,66293,0.0,0.0,12,0,0,11,7,7.0,8,19,18,115.0,35.0,10,7,18,1237,0.579735666513443,30.006135425530374
34,18,0,0,0,10.000000000000002,20,10.0,16.530055678139934,23,27.08695652173913,22.01082629431288,1,16.0,22.99999999999999,9,23.0,0,1.3070000000000002,15720,2,18,1.0,317.54100220651884,False,0.28656380660373193,0,2.666000000000001,4373,348,0,0.0,3480.0000000000005,False,-0.5046994004213256,0,0.6770000000000002,15610,293,117,1.0,7418.572990129607,False,0.2140568400090997,1,2.7840000000000003,7355,120,0,0.0,1983.606681376792,False,-0.47547267387114966,0,0.2,18784,0,0,0.0,0.0,False,0.00508320402375729,9,2.9810000000000008,4150,534,0,0.0,11753.781241163078,False,-0.46348704475458613,0.3333333333333333,65992,0.0,0.0,11,0,0,8,5,5.0,9,17,17,147.0,35.0,10,8,17,823,0.6139223733916879,30.620057798922062
35,17,0,0,0,10.0,20,10.0,15.896541004187261,37,12.91891891891892,22.37527206424582,3,37.0,22.999999999999993,11,23.0,5,1.3570000000000002,15903,1,10,1.0,168.96541004187262,False,0.2953721199984554,14,2.806000000000001,4087,359,0,0.0,3590.0,False,-0.5234159779614325,0,0.6770000000000002,15243,320,124,1.0,7861.4268573064055,False,0.20490878078635089,0,2.7830000000000004,7355,120,0,0.0,1907.5849205024713,False,-0.47786134228296134,0,0.2,18784,0,0,0.0,0.0,False,0.00508320402375729,11,3.082000000000001,3934,537,0,0.0,12015.521098500005,False,-0.46804213445074627,0.3333333333333333,65306,0.0,0.0,9,0,0,10,8,7.217391304347826,10,20,18,117.0,18.0,11,6,18,311,0.6774980900809169,31.29755588900298
36,18,0,0,0,10.0,20,10.0,15.597031280712454,50,14.459999999999997,22.16090834565869,5,17.4,22.999999999999996,9,23.0,20,1.552,15949,0,10,1.0,155.97031280712454,False,0.29857277235485025,20,2.9920000000000004,3606,370,0,0.0,3700.0,False,-0.5579322638146168,0,0.6770000000000002,14859,351,132,1.0,8399.797881157017,False,0.1976936429698052,3,2.813,7031,129,0,0.0,2012.0170352119064,False,-0.49494070774800775,0,0.2,18784,0,0,0.0,0.0,False,0.00508320402375729,9,3.161000000000001,3773,542,0,0.0,12011.21232334701,False,-0.47677210328677266,0.3333333333333333,64002,0.0,0.0,9,0,0,3,11,10.523809523809524,2,5,22,61.0,39.0,5,13,22,278,0.7564853960648179,32.0540412850678
37,22,0,0,0,10.0,20,10.0,15.463011435878494,2,1.0,20.62643657514332,10,4.6,22.999999999999996,7,23.0,0,1.532,15839,1,20,1.0,319.2602287175699,False,0.29627532931119627,2,2.9920000000000004,3480,379,0,0.0,3790.0,False,-0.5644952195754335,0,0.6770000000000002,14876,343,141,1.0,8212.14047960153,False,0.19286559666943778,9,2.900000000000001,6842,129,0,0.0,1994.7284752283258,False,-0.5073610106444942,0,0.2,18784,0,0,0.0,0.0,False,0.00508320402375729,7,3.222000000000001,3685,552,0,0.0,11385.792989479112,False,-0.49821304003747896,0.3333333333333333,63506,0.0,0.0,10,0,0,5,4,4.0,6,11,22,124.0,42.0,11,11,22,219,0.8764664689078927,32.93050775397569
38,22,0,0,0,10.0,20,10.0,15.463011435878494,0,,21.523373890596286,5,40.0,22.999999999999996,7,23.0,0,1.532,15739,1,30,1.0,473.89034307635484,False,0.294437301210353,0,2.9900000000000007,3380,389,0,0.0,3890.0,False,-0.5685464268351968,0,0.6770000000000002,15076,333,146,1.0,8291.595396174596,False,0.20793047810515297,0,2.8910000000000005,6842,129,0,0.0,1994.7284752283258,False,-0.5073610106444942,0,0.2,18784,0,0,0.0,0.0,False,0.00508320402375729,7,3.2850000000000006,3434,557,0,0.0,11988.519257062131,False,-0.49551823914971027,0.3333333333333333,63255,0.0,0.0,9,0,0,5,3,3.0,5,10,18,100.0,49.0,10,12,18,400,0.7292216531932354,33.659729407168925
39,18,0,0,0,10.0,20,10.0,15.277411007339213,5,8.0,23.39995355183267,19,33.0,23.0,13,23.0,0,1.532,15679,1,35,1.0,544.7093852568725,False,0.292444878676749,0,2.9900000000000007,3280,399,0,0.0,3990.0,False,-0.5725976340949603,0,0.6770000000000002,15663,328,137,1.0,8216.784447008338,False,0.24246793335663722,0,2.891000000000001,6842,129,0,0.0,1970.7860199467584,False,-0.508113302961517,0,0.2,18784,0,0,0.0,0.0,False,0.00508320402375729,13,3.408000000000001,2671,576,0,0.0,13478.373245855619,False,-0.4964852788844877,0.3333333333333333,62919,0.0,0.0,10,0,0,4,5,5.0,4,8,17,84.0,30.0,8,10,17,867,0.5292015643790364,34.18893097154796
40,17,0,0,0,9.999999999999998,20,10.0,15.661161646177732,19,19.31578947368421,21.094220280945603,12,1.0,22.999999999999996,10,23.0,0,1.532,15936,2,26,1.0,427.190202800621,False,0.30850713834065074,0,2.9900000000000007,3190,408,0,0.0,4079.999999999999,False,-0.5762437206287474,0,0.6770000000000002,15296,337,147,1.0,8378.661856060899,False,0.22449135474331988,12,3.0110000000000006,6566,129,0,0.0,2020.2898523569274,False,-0.5239021601094411,0,0.2,18784,0,0,0.0,0.0,False,0.00508320402375729,10,3.495000000000001,2573,588,0,0.0,12403.401525196014,False,-0.5304884818557436,0.3333333333333333,62345,0.0,0.0,11,0,0,3,4,4.0,4,7,15,81.0,30.0,7,10,15,567,1.2634255941957235,35.452356565743685
41,15,0,0,0,9.999999999999998,20,10.0,16.446942539718243,17,24.764705882352942,20.907985357312185,5,17.0,22.999999999999996,13,23.0,0,1.532,16273,0,19,0.9,312.4919082546466,False,0.33116560963598474,1,3.0000000000000013,3055,421,0,0.0,4209.999999999999,False,-0.5819154107924162,0,0.6770000000000002,14907,343,157,1.0,8923.85499222137,False,0.21717636499155946,5,3.0490000000000013,6499,130,0,0.0,2138.1025301633717,False,-0.524410779546177,0,0.2,18784,0,0,0.0,0.0,False,0.00508320402375729,13,3.6150000000000007,2350,593,0,0.0,12398.435316886125,False,-0.5425534989328983,0.31666666666666665,61868,0.0,0.0,10,0,0,1,8,8.0,4,5,13,46.0,30.0,5,10,13,607,0.4353448925539851,35.88770145829767
42,13,0,0,0,9.999999999999998,20,10.0,17.062247031343038,15,24.333333333333332,19.33143801114269,18,10.666666666666666,23.0,14,23.0,0,1.532,16518,2,14,1.0,258.8714584388025,False,0.348844249653168,0,2.9990000000000006,2975,429,0,0.0,4289.999999999999,False,-0.5851563766002269,0,0.6770000000000002,14862,338,167,1.0,8995.389644454775,False,0.2165961680529998,18,3.224000000000001,5838,140,0,0.0,2388.7145843880253,False,-0.5580747004214157,0,0.2,18784,0,0,0.0,0.0,False,0.00508320402375729,14,3.7420000000000013,2006,611,0,0.0,11811.508624808184,False,-0.5766625120442992,0.3333333333333333,60983,0.0,0.0,11,0,0,0,8,8.0,4,4,12,63.0,27.0,4,9,12,565,0.38778619561344385,36.275487653911114
43,12,0,0,0,9.999999999999998,20,10.0,16.969951300134998,1,1.0,19.859279988196146,11,24.90909090909091,23.0,10,23.0,0,1.532,16428,1,24,1.0,417.27883120324,False,0.34796948757102747,1,3.0090000000000012,2847,440,0,0.0,4399.999999999999,False,-0.5910711391994814,0,0.6770000000000002,15135,329,166,1.0,8879.754455784974,False,0.2301185966123602,0,3.2060000000000004,5838,140,0,0.0,2375.7931820188996,False,-0.5584807018783731,0,0.2,18784,0,0,0.0,0.0,False,0.00508320402375729,10,3.828000000000001,1645,622,0,0.0,12352.472152658003,False,-0.5815059084847235,0.3333333333333333,60677,0.0,0.0,10,0,0,2,4,4.0,3,5,8,73.0,21.0,5,7,8,474,0.3442356549203396,36.61972330883145
44,8,0,0,0,9.999999999999998,20,10.0,17.345068518468413,21,20.142857142857142,22.000429295971994,22,32.18181818181818,23.000000000000004,9,23.0,0,1.532,16686,3,18,1.0,342.21123333243145,False,0.36583257305673444,5,3.0580000000000007,2717,448,0,0.0,4479.999999999999,False,-0.5983633122670556,0,0.6770000000000002,15750,329,156,1.0,9138.594512747739,False,0.276899218021358,2,3.2260000000000004,5460,151,0,0.0,2619.1053462887303,False,-0.574589789911119,0,0.2,18784,0,0,0.0,0.0,False,0.00508320402375729,9,3.9080000000000017,860,644,0,0.0,14168.276466605965,False,-0.574929732286212,0.3333333333333333,60257,0.0,0.0,14,0,0,2,6,6.0,0,2,5,19.0,18.0,2,6,5,1278,0.1774228010326624,36.797146109864116
45,5,0,0,0,10.0,20,10.0,16.88525231418475,13,11.23076923076923,21.19015945319349,7,8.0,23.000000000000004,11,23.0,0,1.532,16780,0,15,0.8,253.27878471277126,False,0.3698460048903245,2,3.0730000000000004,2531,463,0,0.0,4630.0,False,-0.6073569923837303,0,0.6770000000000002,15604,332,166,1.0,9123.470237539457,False,0.26724911196944184,7,3.294000000000001,5348,151,0,0.0,2549.673099441897,False,-0.5838096807816912,0,0.2,18784,0,0,0.0,0.0,False,0.00508320402375729,11,4.009000000000001,702,651,0,0.0,13794.793804028963,False,-0.5933759483110663,0.3,59749,0.0,0.0,10,0,0,0,7,7.0,1,1,5,3.0,12.0,1,4,5,344,0.1369349118322134,36.93408102169633
46,5,0,0,0,10.0,20,10.0,17.314943829276213,10,24.0,21.204564269094607,7,21.428571428571427,23.000000000000007,11,23.0,0,1.532,16932,0,15,0.8,259.7241574391432,False,0.38242279036781496,2,3.091,2381,475,0,0.0,4750.0,False,-0.6146491654513044,0,0.6770000000000002,15731,324,172,1.0,9257.226854969766,False,0.2794327548221505,3,3.317000000000001,5059,159,0,0.0,2753.076068854918,False,-0.5955798382185974,0,0.2,18784,0,0,0.0,0.0,False,0.00508320402375729,11,4.108000000000001,447,658,0,0.0,13952.603289064251,False,-0.6027983495889493,0.3,59334,0.0,0.0,11,0,0,0,6,6.0,0,0,3,0.0,15.0,0,5,3,567,0.09692746959626675,37.031008491292596
47,3,0,0,0,10.0,0,,17.38616793047927,1,28.0,23.907611841251548,20,38.0,23.000000000000007,11,23.0,0,1.532,16960,0,14,0.0,243.40635102670979,False,0.3840303982752677,0,3.0890000000000013,2381,475,0,0.0,4750.0,False,-0.6146491654513044,0,0.6770000000000002,16491,314,162,1.0,9332.289848453242,False,0.3295509912792447,0,3.314000000000001,5031,160,0,0.0,2781.7868688766835,False,-0.5964372881016564,0,0.2,18784,0,0,0.0,0.0,False,0.00508320402375729,11,4.207000000000002,-796,678,0,0.0,16209.36082836855,False,-0.6089314348448673,0.16666666666666666,58851,0.0,0.0,1,0,0,0,6,5.411842105263158,0,0,3,0.0,9.0,0,3,3,28,0.08671544585376978,37.117723937146366
48,3,0,0,0,10.0,0,,17.682081756796496,3,31.0,23.907611841251548,0,,23.000000000000007,9,23.0,0,1.532,17053,0,11,0.0,194.50289932476144,False,0.3895844635928035,0,3.0890000000000013,2381,475,0,0.0,4750.0,False,-0.6146491654513044,0,0.6770000000000002,16491,304,172,1.0,9487.4620907614,False,0.3344266351650035,0,3.3140000000000005,4938,163,0,0.0,2882.179326357829,False,-0.5991271499290571,0,0.2,18784,0,0,0.0,0.0,False,0.00508320402375729,9,4.286000000000001,-933,678,0,0.0,16209.36082836855,False,-0.6162619501212331,0.16666666666666666,58714,0.0,0.0,1,0,0,1,3,3.0,0,1,2,3.0,6.0,1,2,2,93,0.11089089140295982,37.228614828549325
49,2,0,0,0,10.0,0,,18.761638940894564,13,29.076923076923077,24.041358231779512,1,39.0,23.000000000000007,9,23.0,2,1.552,17392,0,0,0.0,0.0,False,0.40917193323610435,0,3.0890000000000004,2381,475,0,0.0,4750.0,False,-0.6146491654513044,0,0.6770000000000002,16530,294,181,1.0,9867.407688575095,False,0.3488156755035222,0,3.314000000000001,4560,176,0,0.0,3302.0484535974433,False,-0.6096886679570966,0,0.2,18784,0,0,0.0,0.0,False,0.00508320402375729,9,4.367000000000002,-2377,679,0,0.0,16324.08223937829,False,-0.6904574284504712,0.16666666666666666,57270,0.0,0.0,0,0,0,0,7,31.903846153846153,0,0,0,0.0,6.0,0,2,0,0,0.07274466939270496,37.30135949794203
