index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,26,0,0,0,10.000000000000002,20,10.0,19.535072295562717,15,19.0,25.258893387779388,7,41.0,35.99999999999999,12,36.0,0,1.3790000000000002,21493,7,16,1.0,382.56115672900347,False,0.15115361142243997,0,0.7130000000000001,21364,10,19,1.0,471.1663736156916,False,0.1466572801830358,0,0.2,39937,89,63,1.0,3329.931717735183,False,0.07738037651803979,0,3.773000000000001,19047,398,0,0.0,7774.958773633962,False,-0.40605792233860827,0,0.2,48508,0,5,0.0,179.99999999999997,False,0.0019586417335010205,12,2.7590000000000012,31599,588,0,0.0,14852.22931201428,False,-0.19540822926402196,0.5,181948,0.0,0.0,14,0,0,17,7,7.0,21,38,23,235.0,88.0,17,9,23,772,1.2673840479692444,45.84281209605979
31,23,0,0,0,10.000000000000002,20,10.0,19.437109868314113,31,18.741935483870968,25.297823038840672,12,25.833333333333332,36.0,9,36.0,5,1.4290000000000003,21762,5,10,1.0,244.37109868314113,False,0.1617659685375363,0,0.7130000000000001,21380,12,19,1.0,489.3050874979682,False,0.14798813737585514,0,0.2,39990,91,68,1.0,3489.02896465775,False,0.08081303367506272,7,3.843000000000001,18499,417,0,0.0,8105.274815086986,False,-0.4159725123648549,0,0.2,48508,0,5,0.0,180.0,False,0.0019586417335010205,9,2.8370000000000006,31174,600,0,0.0,15178.693823304404,False,-0.20080516851221156,0.5,181313,0.0,0.0,17,0,0,8,8,7.25,24,32,18,168.0,97.0,10,13,18,771,0.9749476689612493,46.81775976502104
32,18,0,0,0,10.000000000000002,20,10.0,19.753315761904332,22,23.0,24.162520544254548,18,14.11111111111111,35.99999999999999,10,36.0,1,1.4340000000000002,21917,3,10,1.0,227.53315761904332,False,0.16954751705736168,0,0.7130000000000001,21513,14,18,1.0,495.559683714278,False,0.15521472855853588,0,0.2,39990,81,78,1.0,3484.695179166106,False,0.08075691691052614,18,4.016000000000001,17561,439,0,0.0,8671.705619476003,False,-0.4329296936412182,0,0.2,48508,0,5,0.0,179.99999999999997,False,0.0019586417335010205,10,2.9280000000000004,30779,618,0,0.0,14932.43769634931,False,-0.21148756060089777,0.5,180268,0.0,0.0,12,0,0,9,9,8.09090909090909,18,27,22,129.0,90.0,8,10,22,453,0.9713022699579597,47.789062034979
33,22,0,0,0,10.000000000000002,20,10.0,19.94502292104045,14,23.0,24.162520544254548,0,,36.0,12,36.0,0,1.4330000000000003,21949,0,15,0.9,299.17534381560677,False,0.17314793607834603,0,0.7130000000000001,21603,18,18,1.0,539.0104125787282,False,0.16114589405369023,0,0.2,39944,73,88,1.0,3582.288481130353,False,0.08082934274007293,0,3.998000000000001,17285,451,0,0.0,8995.205337389243,False,-0.43588846872391823,0,0.2,48508,0,5,0.0,180.0,False,0.0019586417335010205,12,3.0380000000000007,30589,618,0,0.0,14932.43769634931,False,-0.2154048440678998,0.48333333333333334,179878,0.0,0.0,15,0,0,11,7,7.0,21,32,25,132.0,99.0,9,13,25,522,1.281046515039634,49.07010855001863
34,25,0,0,0,10.000000000000002,20,10.0,20.50403143795315,53,22.754716981132077,24.162520544254548,0,,36.0,12,36.0,0,1.4330000000000003,22040,0,15,0.7,307.56047156929725,False,0.1782014246315575,28,0.9930000000000001,21787,21,10,1.0,415.04031437953154,False,0.167623302924551,0,0.2,39468,84,98,1.0,4090.26565412501,False,0.07507983702963955,0,3.998000000000001,16555,483,0,0.0,9903.447184531371,False,-0.4430330037741316,0,0.2,48508,0,5,0.0,180.0,False,0.0019586417335010205,12,3.146000000000001,30401,618,0,0.0,14932.43769634931,False,-0.2192808929720913,0.45,178759,0.0,0.0,11,0,0,9,11,10.142857142857142,21,30,23,147.0,93.0,9,16,23,637,1.1909710170002654,50.261079567018896
35,23,0,0,0,10.0,20,10.0,20.626451848578252,17,22.352941176470587,23.82994085701003,23,21.52173913043478,36.0,11,36.0,0,1.4330000000000003,22222,0,10,0.6,206.26451848578253,False,0.18517451076301383,0,0.9650000000000001,21785,25,14,1.0,538.7703258800955,False,0.17080135706004398,0,0.2,39859,74,93,1.0,3742.541936496724,False,0.08070313793568037,8,4.078000000000001,16023,500,0,0.0,10313.225924289127,False,-0.451504299939282,0,0.2,48508,0,5,0.0,180.0,False,0.0019586417335010205,11,3.2440000000000007,29742,641,0,0.0,15274.992089343428,False,-0.22933641125968052,0.43333333333333335,178139,0.0,0.0,16,0,0,10,7,7.0,20,30,22,135.0,69.0,10,13,22,971,1.2871479919995181,51.548227559018414
36,22,0,0,0,10.0,20,10.0,20.688866464445624,11,22.0,23.788410187995353,15,23.333333333333332,35.99999999999999,11,36.0,1,1.443,22356,0,9,0.9,186.19979818001062,False,0.1917555820507514,0,0.9650000000000001,21675,26,24,1.0,756.532795146695,False,0.17074196515227205,0,0.2,40037,65,98,1.0,3676.0405186125104,False,0.08445175996545959,10,4.170000000000002,15633,510,0,0.0,10551.321896867268,False,-0.4585212371566366,0,0.2,48508,0,5,0.0,179.99999999999997,False,0.0019586417335010205,11,3.3430000000000004,29231,656,0,0.0,15605.197083324952,False,-0.2364678774166036,0.48333333333333334,177440,0.0,0.0,13,0,0,10,7,6.1,21,31,21,183.0,63.0,11,11,21,422,1.0312209240510128,52.57944848306943
37,21,0,0,0,10.0,20,10.0,20.205256591736546,31,16.806451612903224,24.02095395970788,22,25.727272727272727,35.99999999999999,10,36.0,22,1.6620000000000001,22231,5,10,1.0,252.05256591736546,False,0.1868676691064757,0,0.9650000000000001,21625,21,34,1.0,896.9787241190426,False,0.17181554186226689,0,0.2,40092,82,92,1.0,3866.758804815522,False,0.08834566225741332,6,4.220000000000001,15431,514,0,0.0,10385.501888152585,False,-0.4658996492444116,0,0.2,48508,0,5,0.0,179.99999999999997,False,0.0019586417335010205,10,3.432,28523,678,0,0.0,16286.206784681945,False,-0.2440446283252382,0.5,176410,0.0,0.0,15,0,0,12,10,9.875,21,33,20,165.0,78.0,10,11,20,849,1.162030951003544,53.74147943407297
38,20,0,0,0,10.0,20,10.0,20.182093255549123,23,19.956521739130434,26.36215723981614,29,39.689655172413794,35.99999999999999,13,36.0,3,1.6700000000000002,22306,6,10,1.0,261.82093255549125,False,0.19110848151392187,0,0.9650000000000003,21755,20,34,1.0,886.1911706886702,False,0.17843051363509763,0,0.2,40991,86,73,1.0,3660.097498483803,False,0.1089513841933471,0,4.214,15224,523,0,0.0,10555.234772652191,False,-0.4690625838730487,0,0.2,48508,0,5,0.0,179.99999999999997,False,0.0019586417335010205,13,3.552000000000001,27155,707,0,0.0,18638.04516855001,False,-0.24800481239768657,0.5,175939,0.0,0.0,15,0,0,13,9,8.75,16,29,24,132.0,65.0,9,11,24,1778,1.2331920940196142,54.974671528092586
39,24,0,0,0,10.0,20,10.0,20.325245717146288,19,22.0,26.29178835132916,1,14.0,36.0,8,36.0,0,1.667,22360,6,13,1.0,324.22819432290174,False,0.1956316874853454,0,0.9650000000000001,21919,20,32,1.0,850.4078629486812,False,0.18618696881001973,0,0.2,40991,76,83,1.0,3726.937107663438,False,0.10981686833355055,1,4.224000000000001,14788,542,0,0.0,11016.283178693287,False,-0.474383861051778,0,0.2,48508,0,5,0.0,180.0,False,0.0019586417335010205,8,3.6190000000000007,27045,708,0,0.0,18614.586152741045,False,-0.25051454391747885,0.5,175611,0.0,0.0,12,0,0,10,5,5.0,24,34,28,186.0,96.0,12,12,28,618,1.1595976399839856,56.13426916807657
40,28,0,0,0,9.999999999999998,20,10.0,20.46703904349635,24,21.75,24.174518055502922,33,14.030303030303031,36.0,14,36.0,0,1.667,22529,6,10,1.0,264.6703904349635,False,0.20302251925558643,0,0.9650000000000001,22072,20,31,1.0,834.4782103483868,False,0.19388645246983036,0,0.2,40722,79,93,1.0,3865.126263597984,False,0.10463984906507977,33,4.553000000000002,13387,553,0,0.0,11318.272591053481,False,-0.5067556768134164,0,0.2,48508,0,5,0.0,180.0,False,0.0019586417335010205,14,3.7510000000000012,26334,741,0,0.0,17913.317879127666,False,-0.2724025536654675,0.5,173552,0.0,0.0,16,0,0,10,12,12.0,25,35,24,201.0,106.0,12,16,24,722,1.3269918209989555,57.46126098907553
41,24,0,0,0,9.999999999999998,20,10.0,20.67093010689203,19,23.0,25.09900558603675,10,41.0,36.0,6,36.0,0,1.667,22439,5,20,1.0,463.4186021378406,False,0.2035201625029952,0,0.9650000000000001,22399,21,22,1.0,664.7604623516246,False,0.20674100075255145,0,0.2,41132,69,93,1.0,3760.501696876968,False,0.11390301052567674,0,4.520000000000001,12950,572,0,0.0,11823.77202114224,False,-0.511527269628344,0,0.2,48508,0,5,0.0,180.0,False,0.0019586417335010205,6,3.7970000000000006,25861,751,0,0.0,18849.3531951136,False,-0.2725052760126838,0.5,173289,0.0,0.0,12,0,0,13,4,4.0,26,39,17,218.0,55.0,16,8,17,1047,1.6119671569904312,59.07322814606596
42,17,0,0,0,9.999999999999998,20,10.0,20.95996519744078,35,22.714285714285715,25.09900558603675,0,,35.99999999999999,9,36.0,0,1.667,22661,4,16,1.0,375.3594431590525,False,0.2129680799267148,0,0.9650000000000003,22772,22,11,1.0,450.5596171718486,False,0.22085681417348435,0,0.2,41132,59,103,1.0,3821.8355220107915,False,0.11469720207710664,0,4.520000000000001,12155,607,0,0.0,12722.698874846554,False,-0.5204757487589144,0,0.2,48508,0,5,0.0,179.99999999999997,False,0.0019586417335010205,9,3.881000000000001,25742,751,0,0.0,18849.3531951136,False,-0.2749587324999114,0.5,172970,0.0,0.0,17,0,0,12,5,5.0,23,35,11,186.0,60.0,12,5,11,995,0.9326632400043309,60.00589138607029
43,11,0,0,0,9.999999999999998,20,10.0,21.079290592719396,18,22.555555555555557,24.720662327219443,18,21.27777777777778,35.99999999999999,11,36.0,0,1.667,22639,5,22,1.0,513.7443930398267,False,0.2154733872973358,3,0.9950000000000001,22946,21,10,1.0,420.79290592719394,False,0.22930384100247364,0,0.2,41014,63,108,1.0,3997.8268386810214,False,0.11392016935154378,13,4.650000000000001,11778,611,0,0.0,12879.44655215155,False,-0.5282093728679812,0,0.2,48508,0,5,0.0,179.99999999999997,False,0.0019586417335010205,11,3.9820000000000007,25199,769,0,0.0,19010.18932963175,False,-0.28449591438022653,0.5,172084,0.0,0.0,14,0,0,7,8,7.75,18,25,15,57.0,35.0,4,7,15,718,0.9506653970456682,60.95655678311596
44,15,0,0,0,9.999999999999998,20,10.0,21.02969974129443,25,20.6,24.80214142936145,32,25.21875,35.99999999999999,10,36.0,0,1.667,22798,3,19,1.0,429.56429508459416,False,0.22167978699061935,2,1.0120000000000002,23066,23,10,1.0,440.2969974129443,False,0.2361919891015805,0,0.2,41395,69,95,1.0,3807.2527179386534,False,0.12131937532939675,9,4.727000000000001,11390,620,0,0.0,13038.413839602546,False,-0.5361991267467429,0,0.2,48508,0,5,0.0,179.99999999999997,False,0.0019586417335010205,10,4.071000000000001,24256,801,0,0.0,19866.51528491852,False,-0.2951104541480061,0.5,171413,0.0,0.0,15,0,0,9,7,6.166666666666667,21,30,11,132.0,48.0,9,6,11,1128,1.0570197679917328,62.01357655110769
45,11,0,0,0,10.0,20,10.0,21.134984948518493,23,22.130434782608695,25.672729620575893,10,41.0,35.99999999999999,9,36.0,4,1.707,23175,0,9,0.9,190.21486453666643,False,0.2353404168534445,0,1.0100000000000002,22926,27,20,1.0,692.6996989703698,False,0.23545946007778226,0,0.2,41585,69,95,1.0,3897.2232754024863,False,0.12740486967683337,0,4.718000000000001,11101,633,0,0.0,13378.445472412206,False,-0.5392805009528642,0,0.2,48508,0,5,0.0,179.99999999999997,False,0.0019586417335010205,9,4.151000000000001,23732,811,0,0.0,20820.58372228705,False,-0.2960787608778112,0.48333333333333334,171027,0.0,0.0,15,0,0,8,6,5.4,21,29,16,81.0,27.0,7,4,16,899,0.9676151269814,62.98119167808909
46,16,0,0,0,10.0,20,10.0,21.204799280061433,19,22.0,25.605453506416367,12,24.666666666666668,36.0,9,36.0,0,1.7030000000000003,23045,3,19,1.0,432.89118632116725,False,0.23488058571750195,0,1.0100000000000002,23274,24,11,1.0,473.25279208067576,False,0.24810884939429514,0,0.2,41790,59,100,1.0,3811.6285081652613,False,0.13160548645782955,7,4.788000000000001,10550,652,0,0.0,13825.529130600054,False,-0.5477607975009057,0,0.2,48508,0,5,0.0,180.0,False,0.0019586417335010205,9,4.232000000000001,23317,823,0,0.0,21073.28823578067,False,-0.3020298926274595,0.5,170484,0.0,0.0,12,0,0,12,6,6.0,19,31,20,187.0,30.0,11,5,20,823,1.0286286639748141,64.0098203420639
47,20,0,0,0,10.0,20,10.0,21.32236069259286,22,22.454545454545453,24.22142563867927,34,17.647058823529413,36.0,9,36.0,0,1.7030000000000003,23175,3,19,1.0,435.1248531592643,False,0.24184118631308765,1,1.0200000000000002,23420,24,10,1.0,453.2236069259286,False,0.2553279080247898,0,0.2,41895,59,95,1.0,3559.054716537509,False,0.1310542124169667,19,4.971000000000001,9817,664,0,0.0,14158.047499881659,False,-0.5624378787501728,0,0.2,48508,0,5,0.0,180.0,False,0.0019586417335010205,9,4.313000000000001,22596,857,0,0.0,20757.761772348134,False,-0.3201476014643616,0.5,169411,0.0,0.0,16,0,0,10,8,7.1,24,34,21,135.0,60.0,10,10,21,809,1.9043120120186359,65.91413235408254
48,21,0,0,0,10.0,20,10.0,21.288620924688928,35,21.085714285714285,25.557452023800117,16,40.25,36.0,8,36.0,8,1.7830000000000004,23493,3,10,1.0,242.88620924688928,False,0.2536201680003953,0,1.0190000000000001,23496,24,12,1.0,495.46345109626714,False,0.26048371426172595,0,0.2,42369,58,90,1.0,3534.9106957739687,False,0.14301691997428356,1,4.9620000000000015,9217,690,0,0.0,14689.14843803536,False,-0.5710992329461418,0,0.2,48508,0,5,0.0,180.0,False,0.0019586417335010205,8,4.384,21855,873,0,0.0,22311.6556167775,False,-0.3194064736534081,0.5,168938,0.0,0.0,17,0,0,8,6,6.0,18,26,17,129.0,84.0,8,13,17,1392,0.9735192430089228,66.88765159709146
49,17,0,0,0,10.0,20,10.0,21.31046755055062,7,22.0,26.218774248372743,8,40.5,36.0,8,36.0,0,1.7750000000000004,23373,5,20,1.0,476.20935101101236,False,0.25344294078173313,0,1.0190000000000001,23570,22,15,1.0,539.6570132582592,False,0.2655852050023426,0,0.2,42693,48,92,1.0,3435.029673276722,False,0.15011433253841502,0,4.961000000000001,9063,697,0,0.0,14853.395882733781,False,-0.5729606375571842,0,0.2,48508,0,5,0.0,180.0,False,0.0019586417335010205,8,4.456000000000001,21434,881,0,0.0,23098.740112816387,False,-0.31997257785274735,0.5,168641,0.0,0.0,15,0,0,7,4,4.0,23,30,19,132.0,55.0,9,8,19,678,1.212402731005568,68.10005432809703
50,19,0,0,0,10.0,20,10.0,21.219016121300797,40,20.75,25.583113667328195,23,21.08695652173913,36.00000000000001,8,36.0,0,1.7750000000000004,23279,6,28,1.0,654.1324513964223,False,0.2531754645484,23,1.249,23790,21,10,1.0,422.19016121300797,False,0.27414636516464963,0,0.2,42109,78,96,1.0,4111.062169524969,False,0.14374400696023426,17,5.131000000000002,8659,697,0,0.0,14789.654236546656,False,-0.5842485337371593,0,0.2,48508,0,5,0.0,180.00000000000003,False,0.0019586417335010205,8,4.5280000000000005,20849,904,0,0.0,23127.134755264688,False,-0.3317409773079532,0.5,167194,0.0,0.0,13,0,0,11,10,9.117647058823529,22,33,21,129.0,62.0,8,11,21,462,1.0222240349976346,69.12227836309467
51,21,0,0,0,10.000000000000002,20,10.0,21.29623903552854,10,23.0,25.583113667328195,0,,36.00000000000001,10,36.0,0,1.7750000000000004,23399,7,28,1.0,666.2946929947991,False,0.2598687342197484,0,1.2260000000000002,23700,20,20,1.0,625.9247807105709,False,0.27477636515131315,0,0.2,42109,68,106,1.0,4159.954303152729,False,0.14437709513586688,0,5.114000000000002,8429,707,0,0.0,15056.440998118678,False,-0.5867503884845047,0,0.2,48508,0,5,0.0,180.00000000000003,False,0.0019586417335010205,10,4.62,20714,904,0,0.0,23127.134755264688,False,-0.33452431029766516,0.5,166859,0.0,0.0,12,0,0,10,4,4.0,11,21,20,171.0,75.0,11,10,20,430,1.1274958259891719,70.24977418908384
52,20,0,0,0,10.000000000000002,20,10.0,21.29623903552854,0,,26.001928378422534,5,40.0,36.00000000000001,11,36.0,0,1.7750000000000004,23279,9,38,1.0,899.2570833500845,False,0.2596819313943326,0,1.2260000000000002,23620,18,30,1.0,818.8871710658563,False,0.27565130251807235,0,0.2,42309,58,111,1.0,4121.395914065557,False,0.14905728380983016,0,5.114000000000002,8429,707,0,0.0,15056.440998118678,False,-0.5867503884845047,0,0.2,48508,0,5,0.0,180.00000000000003,False,0.0019586417335010205,11,4.720000000000001,20362,909,0,0.0,23635.752895986083,False,-0.3365384316847816,0.5,166507,0.0,0.0,11,0,0,15,5,5.0,6,21,21,87.0,48.0,9,11,21,400,0.9788139589945786,71.22858814807842
53,21,0,0,0,10.000000000000002,20,10.0,21.291982434969658,27,21.25925925925926,24.848847649339312,29,18.689655172413794,36.00000000000001,9,36.0,0,1.7750000000000004,23579,8,29,1.0,697.46749061412,False,0.2702518312526974,0,1.2260000000000002,23694,19,32,1.0,871.343437919029,False,0.28097211440035647,0,0.2,42493,50,116,1.0,3947.065449071843,False,0.15156504699165904,24,5.354000000000001,7178,732,0,0.0,15585.73114239779,False,-0.6122943603045814,0,0.2,48508,0,5,0.0,180.00000000000003,False,0.0019586417335010205,9,4.799000000000001,19698,938,0,0.0,23308.219095080276,False,-0.35360473480939036,0.5,165150,0.0,0.0,16,0,0,11,8,8.0,11,22,24,153.0,60.0,11,10,24,974,1.0178543910151348,72.24644253909355
54,24,0,0,0,10.000000000000002,20,10.0,21.45698444562048,31,22.580645161290324,25.593511788871034,8,41.0,36.00000000000001,5,36.0,0,1.7750000000000004,23913,6,21,1.0,510.5966733580301,False,0.283022686026385,0,1.2260000000000002,23860,21,29,1.0,832.2525489229939,False,0.28874694879553525,0,0.2,42821,40,118,1.0,3878.313768911601,False,0.1591691325544051,0,5.330000000000001,6478,763,0,0.0,16371.679132008427,False,-0.6202455180503389,0,0.2,48508,0,5,0.0,180.00000000000003,False,0.0019586417335010205,5,4.840000000000001,19322,946,0,0.0,24211.462152271997,False,-0.35204562447403254,0.5,164902,0.0,0.0,14,0,0,5,3,3.0,4,9,23,117.0,89.0,9,15,23,1228,0.8743252059794031,73.12076774507295
55,23,0,0,0,10.000000000000002,20,10.0,21.382341910031794,19,20.526315789473685,25.136773784408206,17,20.941176470588236,36.00000000000001,12,36.0,0,1.7750000000000004,23813,6,31,1.0,722.8525992109857,False,0.283348001253145,0,1.2260000000000002,24150,21,20,1.0,637.6468382006359,False,0.29897666396455475,0,0.2,43083,32,117,1.0,3625.237473896778,False,0.16267723460269304,6,5.3900000000000015,5990,780,0,0.0,16678.226689824798,False,-0.628914037786492,0,0.2,48508,0,5,0.0,180.00000000000003,False,0.0019586417335010205,12,4.955000000000001,18782,963,0,0.0,24206.713154385103,False,-0.3632279121457941,0.5,164326,0.0,0.0,16,0,0,8,7,7.0,7,15,24,240.0,69.0,15,8,24,868,1.066047094995156,74.18681484006811
56,24,0,0,0,10.000000000000002,20,10.0,21.45176808864245,27,22.0,24.58334186869032,9,15.0,36.0,12,36.0,0,1.7750000000000004,23987,5,29,1.0,672.1012745706311,False,0.2912380228956477,0,1.2260000000000002,24370,22,15,1.0,541.7765213296368,False,0.30811107186201725,0,0.2,43083,22,127,1.0,3594.0233152738047,False,0.162273052717587,9,5.474000000000002,5243,807,0,0.0,17311.576847534456,False,-0.6400583098418391,0,0.2,48508,0,5,0.0,180.0,False,0.0019586417335010205,12,5.0630000000000015,18455,972,0,0.0,23895.00829636699,False,-0.37318301655189384,0.5,163646,0.0,0.0,15,0,0,10,8,8.0,4,14,24,207.0,60.0,14,10,24,794,1.1480138479964808,75.33482868806459
57,24,0,0,0,10.000000000000002,20,10.0,20.850166829757146,53,18.39622641509434,24.382865183262634,15,22.4,35.99999999999999,9,36.0,1,1.7850000000000004,24509,4,10,1.0,248.50166829757146,False,0.3077056237271744,8,1.306,24461,23,10,1.0,438.5016682975715,False,0.3102007131787856,0,0.2,42612,52,132,1.0,4302.746879338039,False,0.15925243278782358,10,5.565000000000002,4742,820,0,0.0,17097.13680040086,False,-0.6558095923706317,0,0.2,48508,0,5,0.0,179.99999999999997,False,0.0019586417335010205,9,5.141000000000002,18002,987,0,0.0,24065.88793588022,False,-0.38076110822134485,0.5,162834,0.0,0.0,16,0,0,6,9,7.5978260869565215,4,10,19,150.0,87.0,10,14,19,1003,1.0155657989671454,76.35039448703174
58,19,0,0,0,10.000000000000002,20,10.0,20.363149176230223,22,15.0,24.26263482000991,14,23.0,35.99999999999999,13,36.0,12,1.9040000000000004,24543,2,10,1.0,223.63149176230223,False,0.3088504404035224,0,1.298,24341,25,20,1.0,657.2629835246046,False,0.3096369640474758,0,0.2,42604,64,128,1.0,4408.858804240002,False,0.16041926249857574,0,5.5550000000000015,4742,820,0,0.0,16697.782324508782,False,-0.6609807022775577,0,0.2,48508,0,5,0.0,179.99999999999997,False,0.0019586417335010205,13,5.262000000000001,17465,1001,0,0.0,24286.89745482992,False,-0.3895542806132619,0.5,162203,0.0,0.0,13,0,0,4,8,7.545454545454545,4,8,24,129.0,63.0,8,11,24,522,0.9155168170109391,77.26591130404267
59,24,0,0,0,10.000000000000002,20,10.0,20.47234017569858,17,22.0,23.01831769934516,18,13.0,35.99999999999999,9,36.0,0,1.8920000000000001,24453,1,20,1.0,419.4468035139716,False,0.3092702342069855,0,1.2980000000000003,24605,26,13,1.0,526.1404222840815,False,0.32017148224993575,0,0.2,42721,54,129,1.0,4074.869352703249,False,0.15912453194052992,9,5.645000000000001,4197,837,0,0.0,17135.34872705971,False,-0.6694288505845067,0,0.2,48508,0,5,0.0,179.99999999999997,False,0.0019586417335010205,9,5.339000000000001,17114,1019,0,0.0,23455.66573563272,False,-0.40535981552035216,0.5,161598,0.0,0.0,12,0,0,5,6,6.0,3,8,27,129.0,78.0,8,16,27,691,0.8057173329871148,78.07162863702979
60,27,0,0,0,10.000000000000002,20,10.0,20.660468657370693,24,22.458333333333332,22.55462377059739,9,15.0,35.99999999999999,12,36.0,0,1.8920000000000001,24576,4,19,1.0,432.5489044900432,False,0.31614771206906744,0,1.298,24821,23,10,1.0,436.604686573707,False,0.329261684094434,0,0.2,42721,44,139,1.0,4044.153325037348,False,0.1587268001895342,9,5.726000000000003,3505,861,0,0.0,17788.663513996165,False,-0.6788902533537555,0,0.2,48508,0,5,0.0,179.99999999999997,False,0.0019586417335010205,12,5.450000000000001,16794,1028,0,0.0,23186.15323617412,False,-0.41473565309182814,0.5,160925,0.0,0.0,13,0,0,4,7,7.0,5,9,23,117.0,69.0,9,18,23,739,0.8354018249665387,78.90703046199633
61,23,0,0,0,10.000000000000002,20,10.0,20.660468657370693,0,,22.265011361821657,21,20.333333333333332,36.0,11,36.0,0,1.8920000000000001,24436,8,29,1.0,679.1535910637501,False,0.31526128340669285,0,1.298,24761,19,20,1.0,603.2093731474139,False,0.3304987358164096,0,0.2,42926,34,144,1.0,3908.617570452922,False,0.1622807475326684,16,5.877000000000002,3124,861,0,0.0,17788.663513996165,False,-0.6887571410110819,0,0.2,48508,0,5,0.0,180.0,False,0.0019586417335010205,11,5.548000000000001,16201,1049,0,0.0,23355.996918550918,False,-0.4252108434679204,0.5,159956,0.0,0.0,13,0,0,3,8,8.0,4,7,21,126.0,63.0,7,16,21,405,0.6359846300329082,79.54301509202924
62,21,0,0,0,10.000000000000002,20,10.0,20.660468657370693,0,,22.856332960423945,5,40.0,36.0,11,36.0,0,1.8920000000000001,24376,4,39,1.0,845.758277637457,False,0.31649833512866843,0,1.298,24621,23,30,1.0,849.8140597211208,False,0.3296123071540353,0,0.2,43126,24,149,1.0,3901.4448588800647,False,0.16736733903351192,0,5.8610000000000015,3124,861,0,0.0,17788.663513996165,False,-0.6887571410110819,0,0.2,48508,0,5,0.0,180.0,False,0.0019586417335010205,11,5.647,15847,1054,0,0.0,24090.57494028684,False,-0.42493686019125787,0.5,159602,0.0,0.0,12,0,0,2,5,5.0,3,5,15,90.0,63.0,5,16,15,400,0.5995301210205071,80.14254521304974
63,15,0,0,0,10.0,20,10.0,20.941593333004075,36,22.72222222222222,22.83627005551382,14,22.642857142857142,36.0,9,36.0,0,1.8920000000000001,24476,6,39,1.0,876.7221399871589,False,0.3226289255185846,0,1.2980000000000003,25139,21,14,1.0,503.18230666205704,False,0.347910556528695,0,0.2,43027,27,154,1.0,4082.208608540238,False,0.1671441524905506,9,5.951000000000001,2434,884,0,0.0,18512.368506375602,False,-0.6972552894497385,0,0.2,48508,0,5,0.0,180.0,False,0.0019586417335010205,9,5.726000000000002,15410,1068,0,0.0,24389.13641928876,False,-0.4308688491506839,0.5,158994,0.0,0.0,17,0,0,3,7,7.0,3,6,12,83.0,27.0,6,9,12,1218,0.5031734780059196,80.64571869105566
64,12,0,0,0,10.0,20,10.0,20.86054561211154,34,20.294117647058822,24.492887781250616,14,40.357142857142854,36.0,9,36.0,0,1.8920000000000001,24705,3,32,1.0,697.5374595875693,False,0.33002966129393135,3,1.328,25346,24,10,1.0,448.60545612111537,False,0.35745090662316487,0,0.2,43557,22,150,1.0,4132.865170654047,False,0.1815256794252608,0,5.942000000000002,1779,913,0,0.0,19045.678143857836,False,-0.7073123977850283,0,0.2,48508,0,5,0.0,180.0,False,0.0019586417335010205,9,5.807000000000002,14727,1082,0,0.0,26501.304579313168,False,-0.42317686968524454,0.5,158622,0.0,0.0,14,0,0,3,5,4.176470588235294,1,4,10,57.0,24.0,4,8,10,1064,0.3087471170001663,80.95446580805583
