index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
69,26,0,0,0,10.0,20,10.0,16.905510030950445,11,25.0,31.13031629061574,4,44.0,33.999999999999986,0,,0,0.35300000000000004,57718,2,70,1.0,1203.3857021665312,False,0.1430975293730427,0,9.308,30963,706,0,0.0,7060.0,False,-0.3239185401517082,0,0.2,82877,128,221,1.0,9043.705184187736,False,0.06119370793834153,0,0.2,80185,282,260,1.0,12861.236064288118,False,0.05168370223222796,0,0.45200000000000007,114433,112,36,1.0,4710.595424548963,False,-0.03616956439845773,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,487347,0.0,0.0,15,0,0,14,0,0.0,20,34,21,138.0,45.0,11,15,21,651,1.5222790359985083,140.0153724530246
70,21,0,0,0,10.0,20,10.0,16.905510030950445,0,,31.13031629061574,0,,33.999999999999986,0,,0,0.35300000000000004,57618,2,80,1.0,1372.4408024760355,False,0.14279426098586834,0,9.308,30863,716,0,0.0,7160.0,False,-0.32489856720045474,0,0.2,82877,118,231,1.0,9185.953246784387,False,0.06205729335460846,0,0.2,80185,272,270,1.0,13003.48412688477,False,0.05254728764849489,0,0.45200000000000007,114433,102,46,1.0,4739.292261642805,False,-0.03605114977328399,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,487147,0.0,0.0,12,0,0,7,0,0.0,19,26,28,75.0,63.0,5,16,28,200,2.1958720789989457,142.21124453202356
71,28,0,0,0,10.0,20,10.0,16.905510030950445,0,,33.1598113118229,17,45.0,33.999999999999986,0,,0,0.35300000000000004,57518,2,90,1.0,1541.49590278554,False,0.142490992598694,0,9.308,30763,726,0,0.0,7260.0,False,-0.3258785942492013,0,0.2,82877,108,241,1.0,9817.309609491967,False,0.06589024641807185,0,0.2,80950,262,263,1.0,13150.27400311844,False,0.06272704867178117,0,0.452,113668,109,56,1.0,5518.419432988695,False,-0.03914955132420843,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,486947,0.0,0.0,12,0,0,10,0,0.0,18,28,36,106.0,108.0,7,21,36,965,1.3463573229964823,143.55760185502004
72,36,0,0,0,10.0,20,10.0,16.807122367844876,4,9.0,35.07868480407125,30,41.766666666666666,33.999999999999986,0,,0,0.35300000000000004,57398,4,100,1.0,1720.7122367844877,False,0.14189529623066394,4,9.348000000000003,30633,734,0,0.0,7340.0,False,-0.32764264293694506,0,0.2,83046,100,246,1.0,10310.068698586016,False,0.0709337698283492,0,0.2,81998,254,248,1.0,12968.522912842269,False,0.07434841919427312,0,0.45200000000000007,112415,129,66,1.0,6769.150339725191,False,-0.0443292935614743,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,486661,0.0,0.0,18,0,0,13,2,2.0,20,33,41,183.0,150.0,11,25,41,1453,1.605698813975323,145.16330066899536
73,41,0,0,0,10.0,20,10.0,16.753513480623635,2,9.0,35.363927381353534,4,44.0,33.999999999999986,0,,0,0.35300000000000004,57298,4,110,1.0,1882.8864828685998,False,0.141524593610896,2,9.364,30509,744,0,0.0,7440.0,False,-0.32909308296908996,0,0.2,83046,90,256,1.0,10560.981622882631,False,0.07245705765540271,0,0.2,82156,246,254,1.0,13103.801871097212,False,0.07708812559099315,0,0.45200000000000007,112239,123,76,1.0,6933.763067906484,False,-0.04510252837763785,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,486419,0.0,0.0,11,0,0,19,1,1.0,24,43,38,297.0,134.0,22,19,38,376,1.7827151950332336,146.9460158640286
74,38,0,0,0,10.0,20,10.0,17.12589699929734,11,26.0,36.265302580229324,17,42.23529411764706,33.999999999999986,0,,0,0.35300000000000004,57484,4,109,1.0,1906.72277292341,False,0.14540389632218795,0,9.362000000000002,30409,754,0,0.0,7540.0,False,-0.3300731100178365,0,0.2,83306,91,253,1.0,10733.578179734077,False,0.07666179883032874,0,0.2,82328,236,260,1.0,13470.690362693796,False,0.08140391677104991,0,0.45200000000000007,111521,130,86,1.0,7638.489335429811,False,-0.04812005622042487,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,486219,0.0,0.0,13,0,0,21,0,0.0,16,37,38,273.0,154.0,16,22,38,1204,1.798677783983294,148.7446936480119
75,38,0,0,0,10.0,20,10.0,16.74561280047975,61,15.213114754098363,37.02532670427382,14,43.357142857142854,33.999999999999986,0,,0,0.35300000000000004,57762,7,95,1.0,1660.8332160455764,False,0.1484430625457729,37,9.732000000000001,29774,761,0,0.0,7610.0,False,-0.341833434602795,0,0.2,83382,109,251,1.0,11118.628798025022,False,0.07992222342442853,0,0.2,81931,259,268,1.0,14259.901272069641,False,0.08137484228845442,0,0.45200000000000007,110914,134,96,1.0,8225.39377837269,False,-0.05070770325254103,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,484934,0.0,0.0,14,0,0,17,4,4.0,23,40,26,282.0,147.0,19,19,26,1215,1.9382233080104925,150.68291695602238
76,26,0,0,0,10.0,20,10.0,17.13102467976165,12,26.0,37.3098411492307,5,44.0,33.999999999999986,0,,0,0.35300000000000004,57964,8,93,1.0,1673.1852952178335,False,0.15252342553967962,0,9.695,29684,770,0,0.0,7700.0,False,-0.34271545894666694,0,0.2,83558,99,257,1.0,11284.600618648692,False,0.08306682098282332,0,0.2,81663,261,277,1.0,14806.023439754696,False,0.0814362937854679,0,0.45200000000000007,110694,129,106,1.0,8416.969508250759,False,-0.05173280113124936,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,484734,0.0,0.0,15,0,0,16,0,0.0,13,29,29,162.0,111.0,9,17,29,732,1.5251961530302651,152.20811310905265
77,29,0,0,0,10.0,20,10.0,17.06482665360595,18,16.11111111111111,37.543938025968906,4,44.0,33.999999999999986,0,,0,0.35300000000000004,58126,9,87,1.0,1574.6399188637179,False,0.15473294183405903,2,9.715000000000002,29570,779,0,0.0,7790.0,False,-0.34406789627393713,0,0.2,83716,91,263,1.0,11426.954926307964,False,0.0858494816978591,0,0.2,81391,267,287,1.0,15331.418929965865,False,0.08132334614289802,0,0.45200000000000007,110518,123,116,1.0,8561.904377194172,False,-0.052587234663433575,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,484492,0.0,0.0,11,0,0,17,1,1.0,15,32,23,147.0,85.0,9,20,23,648,1.5395487119676545,153.7476618210203
78,23,0,0,0,10.0,20,10.0,17.251103034974832,6,25.0,37.78555049522983,4,44.0,33.999999999999986,0,,0,0.35300000000000004,58156,11,91,1.0,1679.8503761827099,False,0.1563520490031431,0,9.713,29490,787,0,0.0,7870.0,False,-0.3448519179129344,0,0.2,83742,87,269,1.0,11665.159047259634,False,0.08761130566944493,0,0.2,81391,257,297,1.0,15655.841977071792,False,0.0832929125965092,0,0.45200000000000007,110342,117,126,1.0,8704.909407941888,False,-0.05344963147971921,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,484292,0.0,0.0,13,0,0,11,0,0.0,16,27,28,54.0,85.0,3,20,28,526,1.4393082780297846,155.1869700990501
79,28,0,0,0,10.0,20,10.0,17.744987354323314,22,22.90909090909091,38.958127165062116,19,44.89473684210526,33.999999999999986,0,,0,0.35300000000000004,58574,6,83,1.0,1532.833950408835,False,0.1631042743919798,4,9.753,29290,802,0,0.0,8020.0,False,-0.34730198553480074,0,0.2,83500,91,277,1.0,12406.195073965628,False,0.0891717667405239,0,0.2,81982,255,290,1.0,15822.828653220458,False,0.09148258631855939,0,0.452,109489,126,136,1.0,9532.724022797825,False,-0.05707337554861381,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,484006,0.0,0.0,19,0,0,5,2,2.0,27,32,28,144.0,85.0,8,20,28,1521,1.764999772014562,156.95196987106465
80,28,0,0,0,10.0,20,10.0,17.668555435694508,2,9.0,39.371997062525324,11,43.27272727272727,33.999999999999986,0,,0,0.35300000000000004,58492,6,91,1.0,1667.8385446482002,False,0.16282011157263176,0,9.749000000000002,29190,812,0,0.0,8120.0,False,-0.3482820125835473,0,0.2,83586,81,285,1.0,12652.172153110972,False,0.09170929803124714,0,0.2,82354,247,291,1.0,15821.38433781141,False,0.09599062845476154,0,0.45200000000000007,109013,127,146,1.0,9964.243626940715,False,-0.059221085792224605,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,483806,0.0,0.0,18,0,0,14,0,0.0,18,32,28,135.0,84.0,10,18,28,694,1.9380710510304198,158.89004092209507
81,28,0,0,0,10.0,20,10.0,17.61757736857862,17,17.0,39.85530462777883,13,43.69230769230769,33.999999999999986,0,,0,0.35300000000000004,58362,9,101,1.0,1869.3753142264404,False,0.16224715610092758,17,9.919,29052,819,0,0.0,8190.0,False,-0.3503008683039652,0,0.2,83513,88,290,1.0,13108.38515049078,False,0.09359259552988013,0,0.2,82706,237,293,1.0,15852.97009229233,False,0.1004563562712777,0,0.45200000000000007,108445,130,156,1.0,10485.189601611246,False,-0.06175904464925082,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,483249,0.0,0.0,15,0,0,10,1,1.0,25,35,33,168.0,81.0,11,17,33,768,1.812044472026173,160.70208539412124
82,33,0,0,0,10.0,20,10.0,18.31418852867432,58,20.724137931034484,40.215134792655086,11,43.63636363636363,33.999999999999986,0,,0,0.35300000000000004,58866,11,87,1.0,1703.3344019946658,False,0.1704985829004358,34,10.242,28598,827,0,0.0,8270.0,False,-0.35841549226758657,0,0.2,83084,107,296,1.0,13863.298071194058,False,0.09296675573522056,0,0.2,82413,256,296,1.0,16592.112161966532,False,0.10138607900755556,0,0.45200000000000007,107965,131,166,1.0,10912.182657837813,False,-0.06395844443869486,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,482097,0.0,0.0,14,0,0,19,2,2.0,21,40,29,276.0,77.0,17,16,29,1304,1.8615928289946169,162.56367822311586
83,29,0,0,0,10.0,20,10.0,18.530562512626563,37,19.891891891891895,40.35527839309161,4,44.0,33.999999999999986,0,,0,0.35300000000000004,59398,12,71,1.0,1435.669938396486,False,0.17830288655595453,11,10.318000000000001,28341,836,0,0.0,8360.0,False,-0.36257080695427196,0,0.2,82660,122,306,1.0,14609.443814826474,False,0.09234840038627526,0,0.2,82277,258,302,1.0,16968.179202971318,False,0.10201786813202753,0,0.45200000000000007,107789,125,176,1.0,11028.409799136449,False,-0.06493133753482082,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,481636,0.0,0.0,15,0,0,15,3,3.0,18,33,23,150.0,58.0,10,19,23,1018,1.7388290599919856,164.30250728310784
84,23,0,0,0,10.0,20,10.0,18.530562512626563,0,,40.86389020365073,18,43.611111111111114,33.999999999999986,0,,0,0.35300000000000004,59308,11,81,1.0,1610.9755635227516,False,0.17825688041242232,0,10.306999999999999,28231,847,0,0.0,8470.0,False,-0.36364883670789316,0,0.2,83269,112,302,1.0,14416.317842916695,False,0.09857039208171968,0,0.2,82453,248,308,1.0,17181.657685855815,False,0.10545087777811661,0,0.45200000000000007,107004,133,186,1.0,11758.897397085544,False,-0.0683955014108757,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,481436,0.0,0.0,15,0,0,15,0,0.0,13,28,24,72.0,71.0,4,19,24,985,1.369064842001535,165.67157212510938
85,24,0,0,0,10.0,20,10.0,18.45270126020699,2,9.0,41.44642716466549,17,45.0,33.999999999999986,0,,0,0.35300000000000004,59218,10,91,1.0,1779.195814678836,False,0.1781414356874776,2,10.327,28097,858,0,0.0,8580.0,False,-0.3651972794449127,0,0.2,84034,102,295,1.0,14108.871542117431,False,0.10599249348654939,0,0.2,82435,240,318,1.0,17608.612140813304,False,0.10782435520594785,0,0.45200000000000007,106239,140,196,1.0,12466.499803053164,False,-0.07178904274515702,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,481194,0.0,0.0,12,0,0,16,1,1.0,14,30,34,57.0,90.0,4,20,34,965,1.6217072830186225,167.293279408128
86,34,0,0,0,10.0,20,10.0,18.202108260710144,6,9.0,41.5213340072205,17,42.0,33.999999999999986,0,,0,0.35300000000000004,59136,10,99,1.0,1902.0087178103042,False,0.17773779099757245,4,10.365,27947,868,0,0.0,8680.0,False,-0.36715733354240576,0,0.2,84730,94,288,1.0,13669.142370586258,False,0.11177371246971342,0,0.2,82399,234,328,1.0,17878.290887374496,False,0.10902445930241073,0,0.45200000000000007,105525,147,206,1.0,13107.636099061412,False,-0.07503595703979746,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,480908,0.0,0.0,14,0,0,23,2,2.0,16,39,32,231.0,69.0,16,18,32,932,1.8746499759727158,169.16792938410072
87,32,0,0,0,10.0,20,10.0,18.024884925185805,4,9.0,41.60602456082188,4,44.0,33.999999999999986,0,,0,0.35300000000000004,59056,8,109,1.0,2044.7124568452527,False,0.17756828296169325,4,10.401,27777,880,0,0.0,8800.0,False,-0.36931339304964816,0,0.2,84712,86,298,1.0,13948.735422690901,False,0.11325256148502831,0,0.2,82557,226,334,1.0,17970.036196406498,False,0.11149987370175994,0,0.452,105349,141,216,1.0,13210.449463075882,False,-0.07606420074491474,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,480622,0.0,0.0,14,0,0,23,2,2.0,15,38,26,144.0,87.0,13,19,26,376,2.917831133992877,172.0857605180936
88,26,0,0,0,10.0,20,10.0,18.024884925185805,0,,41.818261011148266,24,42.75,33.999999999999986,0,,0,0.35300000000000004,58936,10,119,1.0,2244.961306097111,False,0.17717871093217347,0,10.397000000000002,27697,888,0,0.0,8880.0,False,-0.37009741468864543,0,0.2,84884,76,304,1.0,14082.642601703194,False,0.11615392732854458,0,0.2,83411,216,324,1.0,17442.491711452174,False,0.11866639779169348,0,0.45200000000000007,104323,155,226,1.0,14165.830456727977,False,-0.08058928928238618,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,480422,0.0,0.0,16,0,0,16,0,0.0,18,34,22,183.0,75.0,11,15,22,1226,1.7229854649631307,173.80874598305672
89,22,0,0,0,10.0,20,10.0,18.932326712072015,24,26.0,41.85944564409184,27,42.03703703703704,33.999999999999986,0,,0,0.35300000000000004,59500,6,105,1.0,2047.8943047675616,False,0.1863021061248511,0,10.397000000000002,27557,902,0,0.0,9020.0,False,-0.37146945255689057,0,0.2,84572,78,314,1.0,14620.587415786456,False,0.11563148785066878,0,0.2,84234,218,307,1.0,16978.097035967898,False,0.12583990235413184,0,0.45200000000000007,103188,172,236,1.0,15223.824650783794,False,-0.08559050989599909,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,480222,0.0,0.0,17,0,0,21,0,0.0,12,33,25,201.0,45.0,12,10,25,1959,1.6695160589879379,175.47826204204466
90,25,0,0,0,10.0,20,10.0,18.10863145643761,77,16.07792207792208,41.939267323178704,5,44.0,33.999999999999986,0,,0,0.35300000000000004,60113,6,77,1.0,1454.364622145696,False,0.19250048631045005,39,10.787000000000004,26779,912,0,0.0,9120.0,False,-0.3857386463866403,0,0.2,84141,96,324,1.0,15326.751232527911,False,0.11468540919952842,0,0.2,83647,257,312,1.0,17738.969689136222,False,0.12333181370060482,0,0.45200000000000007,102968,167,246,1.0,15367.857642970841,False,-0.08681178812186566,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,478819,0.0,0.0,18,0,0,18,5,5.0,13,31,25,201.0,39.0,12,13,25,1133,1.650648266018834,177.1289103080635
91,25,0,0,0,10.0,20,10.0,18.43659692143825,12,25.0,42.00538257919487,4,44.0,33.999999999999986,0,,0,0.35300000000000004,60283,9,75,1.0,1472.744769107869,False,0.19601270868801693,0,10.748000000000003,26709,919,0,0.0,9190.0,False,-0.38642466532076286,0,0.2,83841,98,334,1.0,15836.584279752034,False,0.11413800725938905,0,0.2,83823,247,318,1.0,17911.55109977922,False,0.12651653796050966,0,0.45200000000000007,102792,161,256,1.0,15466.86659525037,False,-0.0878557303511138,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,478619,0.0,0.0,13,0,0,17,0,0.0,14,31,27,96.0,54.0,7,18,27,676,1.4312500699888915,178.5601603780524
92,27,0,0,0,10.0,20,10.0,18.273146518298912,4,9.0,42.399387851947374,17,45.0,33.999999999999986,0,,0,0.35300000000000004,60153,12,85,1.0,1673.2174540554074,False,0.19542932489911025,4,10.788,26589,926,0,0.0,9260.0,False,-0.388090711303632,0,0.2,84588,90,327,1.0,15509.183014233693,False,0.1212204070850404,0,0.2,83805,239,328,1.0,18274.281233312176,False,0.12850011069410863,0,0.45200000000000007,102027,168,266,1.0,16167.097159127155,False,-0.09127969085372263,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,478333,0.0,0.0,14,0,0,16,2,2.0,13,29,26,45.0,81.0,5,22,26,965,1.7280198180233128,180.2881801960757
93,26,0,0,0,10.0,20,10.0,18.184764057239548,2,9.0,42.419360507793535,4,43.0,33.999999999999986,2,34.0,0,0.35300000000000004,60061,13,93,1.0,1821.183057323278,False,0.19507617806428265,0,10.784,26499,935,0,0.0,9350.0,False,-0.3889727356475039,0,0.2,84760,80,333,1.0,15580.42817367441,False,0.12374135294062832,0,0.2,83787,231,338,1.0,18538.42434885655,False,0.12988516342389148,0,0.45200000000000007,101923,162,274,1.0,16187.936402262549,False,-0.09205199097860653,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,478201,0.0,0.0,15,0,0,19,0,0.0,14,33,28,126.0,102.0,7,19,28,458,1.6529263549600728,181.94110655103577
94,28,0,0,0,10.0,20,10.0,17.994265299228267,4,9.0,42.5496610435885,18,43.333333333333336,33.999999999999986,7,34.0,0,0.35300000000000004,60017,11,99,1.0,1891.4322646235985,False,0.19490221549445888,0,10.784,26379,947,0,0.0,9470.0,False,-0.39014876810599974,0,0.2,85507,72,326,1.0,15166.776601754287,False,0.1303001287154669,0,0.2,83784,223,347,1.0,18777.453543853113,False,0.13129987945369118,0,0.45200000000000007,101381,170,277,1.0,16651.442377410043,False,-0.09461239744901816,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,478239,0.0,0.0,16,0,0,15,0,0.0,15,30,32,165.0,114.0,10,18,32,1254,1.7887410009861924,183.72984755202197
95,32,0,0,0,10.0,20,10.0,18.411789628417537,11,25.0,42.6450526803814,8,44.0,33.999999999999986,4,34.0,0,0.35300000000000004,60182,12,98,1.0,1924.3553835849186,False,0.19845896022643442,0,10.784000000000002,26289,956,0,0.0,9560.0,False,-0.3910307924498716,0,0.2,85232,73,336,1.0,15672.79834348263,False,0.13003313750459958,0,0.2,84136,213,349,1.0,18804.834576306042,False,0.13574008047879435,0,0.452,101165,168,283,1.0,16786.368850304072,False,-0.09583824161596391,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,478175,0.0,0.0,19,0,0,22,0,0.0,17,39,35,228.0,109.0,16,16,35,963,2.136835657991469,185.86668321001343
96,35,0,0,0,10.0,20,10.0,18.923026008289003,12,26.0,42.69281711445411,4,44.0,33.99999999999999,10,34.0,0,0.35300000000000004,60404,11,96,1.0,1926.6104967957444,False,0.20283238104231513,0,10.784,26179,967,0,0.0,9670.0,False,-0.3921088222034928,0,0.2,85408,63,342,1.0,15793.094091665513,False,0.13290043645300165,0,0.2,83824,215,359,1.0,19395.17193587116,False,0.13553571519731394,0,0.45200000000000007,101329,162,283,1.0,16538.236372541563,False,-0.09550867628169456,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,478315,0.0,0.0,21,0,0,20,0,0.0,20,40,39,233.0,93.0,16,19,39,1028,2.126374056970235,187.99305726698367
97,39,0,0,0,10.0,20,10.0,19.297191197984766,64,20.234375,40.13375117064872,10,14.0,33.99999999999999,11,34.0,0,0.35300000000000004,61138,14,70,1.0,1490.8033838589336,False,0.21294815053077218,28,11.064,25857,974,0,0.0,9740.0,False,-0.397734177463298,0,0.2,85116,71,342,1.0,15095.843475418782,False,0.12512198712598974,0,0.2,82961,251,369,1.0,19652.949172663553,False,0.126622161346444,0,0.45200000000000007,101563,162,282,1.0,16089.667689645092,False,-0.09542849489710789,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,477806,0.0,0.0,18,0,0,22,2,2.0,18,40,32,309.0,123.0,18,21,32,1578,2.1055371969705448,190.0985944639542
98,32,0,0,0,10.0,20,10.0,19.427423363048064,4,26.0,40.13375117064872,0,,33.99999999999999,13,34.0,0,0.35300000000000004,61142,14,76,1.0,1616.4841755916527,False,0.21425825844873142,0,11.036000000000003,25757,984,0,0.0,9840.0,False,-0.39871420451204453,0,0.2,85012,65,352,1.0,15389.862930666473,False,0.12564420968361978,0,0.2,82961,241,379,1.0,19892.70072417045,False,0.12807768868108194,0,0.45200000000000007,102005,152,279,1.0,15586.330177938604,False,-0.09385772925065158,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,478048,0.0,0.0,20,0,0,14,0,0.0,20,34,33,150.0,96.0,10,22,33,746,1.6349531940068118,191.73354765796103
99,33,0,0,0,10.0,20,10.0,19.718543981064144,14,23.571428571428573,38.601526551715324,11,24.545454545454547,33.99999999999999,10,34.0,0,0.35300000000000004,61364,13,74,1.0,1589.1722545987466,False,0.21834191433190325,2,11.056000000000003,25623,995,0,0.0,9950.0,False,-0.4002626472490641,0,0.2,84700,67,362,1.0,15294.895058452244,False,0.12127936872990347,0,0.2,83213,233,378,1.0,19185.79778413634,False,0.12684586860049507,0,0.45200000000000007,102075,153,279,1.0,15392.033562412442,False,-0.09408177879850613,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,478146,0.0,0.0,22,0,0,13,1,1.0,9,22,30,162.0,101.0,9,24,30,1122,1.4723153209779412,193.20586297893897
100,30,0,0,0,10.0,20,10.0,19.60034005004329,2,9.0,39.16456523706468,20,42.0,33.99999999999999,8,34.0,0,0.35300000000000004,61254,14,84,1.0,1786.4285642036364,False,0.21811902001414807,2,11.074,25509,1004,0,0.0,10040.0,False,-0.4016150845763343,0,0.2,85540,57,352,1.0,14903.146346299234,False,0.1291003190076327,0,0.2,83195,225,388,1.0,19605.927823240836,False,0.1291779151230639,0,0.45200000000000007,101507,163,281,1.0,15937.824133641541,False,-0.09651721891524559,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,478176,0.0,0.0,18,0,0,8,1,1.0,7,15,36,75.0,120.0,5,25,36,1312,1.3998289799783379,194.6056919589173
101,36,0,0,0,10.0,20,10.0,19.965414995632596,17,23.470588235294116,39.461902052091915,8,43.5,33.99999999999999,8,34.0,0,0.35300000000000004,61525,15,79,1.0,1727.267784654975,False,0.22285097497652814,2,11.091999999999999,25395,1013,0,0.0,10130.0,False,-0.4029675219036045,0,0.2,85313,64,358,1.0,15405.14749436939,False,0.12939173310973537,0,0.2,83371,215,394,1.0,19840.553632585223,False,0.13273930980576024,0,0.45200000000000007,101431,161,283,1.0,15975.366230386797,False,-0.09698951799363377,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,478206,0.0,0.0,19,0,0,12,1,1.0,12,24,32,183.0,120.0,11,25,32,1201,1.7246476149884984,196.3303395739058
102,32,0,0,0,10.0,20,10.0,20.05684262822576,3,25.0,40.35329690861114,21,44.80952380952381,33.99999999999999,11,34.0,0,0.35300000000000004,61490,16,86,1.0,1884.8884660274152,False,0.2237096813542741,0,11.09,25305,1022,0,0.0,10220.0,False,-0.40384954624747643,0,0.2,86254,54,347,1.0,15085.663529212257,False,0.13887773970793882,0,0.2,83296,208,404,1.0,20474.55521774986,False,0.13567767467884412,0,0.45200000000000007,100864,172,282,1.0,16528.767068281115,False,-0.09938530230714804,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,478380,0.0,0.0,20,0,0,4,0,0.0,3,7,26,111.0,116.0,7,25,26,1590,1.4441223109606653,197.77446188486647
103,26,0,0,0,10.0,20,10.0,20.562188320646463,30,23.066666666666666,41.70252649651712,47,44.95744680851064,33.99999999999999,8,34.0,0,0.35300000000000004,61990,15,72,1.0,1630.4775590865454,False,0.23101665613875758,6,11.150000000000002,25171,1033,0,0.0,10330.0,False,-0.40539798898449597,0,0.2,86883,63,334,1.0,15224.061714037445,False,0.14735524784199322,0,0.2,84088,209,390,1.0,20561.48269265679,False,0.14582184516966457,0,0.452,99023,209,284,1.0,18371.828037772077,False,-0.10697350010410055,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,478326,0.0,0.0,22,0,0,6,1,1.0,6,12,32,156.0,87.0,12,14,32,3175,1.7425506770377979,199.51701256190427
104,32,0,0,0,10.0,20,10.0,20.147169828157047,39,18.435897435897434,41.794214103980124,6,44.0,33.99999999999999,0,,0,0.35300000000000004,62205,11,71,1.0,1540.4490577991503,False,0.23434846878417015,28,11.424000000000003,24807,1047,0,0.0,10470.0,False,-0.41116054803112567,0,0.2,86872,64,338,1.0,15415.863236147334,False,0.14838610981281541,0,0.2,83644,227,400,1.0,21291.0931925837,False,0.14486026537830538,0,0.45200000000000007,98759,205,294,1.0,18563.813891315924,False,-0.10836002883810515,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,477458,0.0,0.0,13,0,0,9,2,2.0,7,16,32,243.0,108.0,16,16,32,739,1.7737532270257361,201.29076578893
