index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
24,12,0,0,0,10.000000000000002,20,10.0,26.611823824776742,8,32.0,6.618132911949186,6,2.0,41.0,20,41.0,0,0.2,52669,11,35,1.0,1041.413833867186,False,0.10948263317272472,0,1.5410000000000001,43146,239,0,0.0,2390.0000000000005,False,-0.07509230095325505,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,6,3.383000000000001,53377.0,353,0,0.0,9393.97381014619,False,-0.23542594521732196,0,0.5870000000000002,105287,0,6,0.5,246.0,False,0.05016189290161893,0,0.623,106001,0,8,0.6,328.0,False,0.05768368617683686,0.35000000000000003,436888,0.0,0.0,16,0,0,12,1,1.0,10,22,11,63.0,26.0,7,5,11,1276,1.115985045034904,42.60786135890521
25,11,0,0,0,10.000000000000002,20,10.0,26.611823824776742,0,,6.841535753042449,9,10.0,41.0,20,41.0,0,0.2,52609,7,45,1.0,1267.5320721149535,False,0.11058939187871496,0,1.5410000000000001,43006,253,0,0.0,2530.0000000000005,False,-0.07655242902734612,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,9,3.4670000000000014,53152.0,353,0,0.0,9393.97381014619,False,-0.2383881865149153,4,0.6270000000000001,105401,0,9,0.9,369.0,False,0.051910336239103363,2,0.6430000000000001,106313,0,0,0.0,0.0,False,0.05915815691158157,0.31666666666666665,436889,0.0,0.0,10,0,0,10,5,4.0,10,20,11,54.0,37.0,6,5,11,610,1.1784523720270954,43.78631373093231
26,11,0,0,0,10.000000000000002,20,10.0,26.238509873094173,3,9.333333333333334,6.424811468418889,12,2.1666666666666665,41.0,20,41.0,0,0.2,52459,12,55,1.0,1563.1180430201796,False,0.11054335582299261,3,1.5710000000000004,42913,258,0,0.0,2580.0000000000005,False,-0.07797083915646315,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,12,3.5780000000000007,52681.0,356,0,0.0,9340.909514821526,False,-0.24493845440240714,0,0.623,105708,0,8,0.7,328.0,False,0.054764632627646324,12,0.7610000000000001,106118,0,5,0.5,205.0,False,0.058236612702366124,0.3666666666666667,436287,0.0,0.0,10,0,0,11,8,8.0,10,21,9,91.0,20.0,7,4,9,528,1.2872977959923446,45.07361152692465
27,9,0,0,0,10.000000000000002,20,10.0,26.331879487320048,1,38.0,5.952378231930551,16,2.375,41.0,20,41.0,0,0.2,52387,13,64,1.0,1815.240287188483,False,0.11167101528116315,0,1.5680000000000003,42823,267,0,0.0,2670.0000000000005,False,-0.07890949291837884,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,16,3.7260000000000013,52001.0,357,0,0.0,9400.480976973256,False,-0.25349886133436955,2,0.643,105990,2,10,1.0,421.9047564638611,False,0.058041866781887226,5,0.7990000000000002,106267,0,4,0.4,164.0,False,0.05951681195516812,0.39999999999999997,435876,0.0,0.0,12,0,0,10,6,5.285714285714286,10,20,11,64.0,19.0,6,3,11,566,1.2692720939521678,46.34288362087682
28,11,0,0,0,10.000000000000002,20,10.0,26.3321591322488,27,26.333333333333332,5.953137505949534,2,6.0,41.0,20,41.0,0,0.2,52787,12,60,1.0,1699.929547934928,False,0.11881197250719555,13,1.6980000000000002,42635,278,0,0.0,2780.0000000000005,False,-0.08168373625915187,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,2,3.730000000000001,51231.0,384,0,0.0,10111.54910678354,False,-0.25895551959829677,2,0.661,106384,0,2,0.2,82.0,False,0.06027397260273973,4,0.8340000000000001,106387,0,2,0.2,82.0,False,0.060303860523038606,0.2333333333333333,435832,0.0,0.0,13,0,0,14,5,4.666666666666667,11,25,9,95.0,6.0,9,2,9,1223,1.225047015992459,47.56793063686928
29,9,0,0,0,10.000000000000002,20,10.0,26.94857774264488,17,31.529411764705884,5.772758311488582,16,4.5,41.0,20,41.0,0,0.2,53209,11,56,1.0,1619.1203535881132,False,0.12677166051592695,3,1.7150000000000003,42480,289,0,0.0,2890.0000000000005,False,-0.08376963350785341,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,16,3.8880000000000017,50123.0,401,0,0.0,10806.379674800597,False,-0.2689690105139778,8,0.7390000000000001,106290,6,10,1.0,444.6365498689315,False,0.06114389315003208,8,0.9100000000000001,106357,0,0,0.0,0.0,False,0.059596513075965134,0.3333333333333333,434867,0.0,0.0,9,0,0,10,10,9.0,9,19,11,40.0,12.0,5,4,11,712,1.1597625089925714,48.72769314586185
30,11,0,0,0,10.000000000000002,20,10.0,27.44312277799944,14,32.0,5.359391332977811,11,1.0,41.0,20,41.0,0,0.2,53557,11,52,1.0,1537.042384455971,False,0.13317455189144958,0,1.7120000000000004,42380,299,0,0.0,2990.0000000000005,False,-0.08481258213220416,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,11,3.9820000000000015,49247.0,415,0,0.0,11388.895952869769,False,-0.27666743935390375,2,0.7510000000000001,106682,0,6,0.6,246.0,False,0.06405977584059776,8,0.9820000000000002,106244,1,10,1.0,415.3593913329778,False,0.06053977280863254,0.43333333333333335,434518,0.0,0.0,11,0,0,11,8,7.333333333333333,9,20,12,70.0,15.0,6,5,12,976,1.0932340580038726,49.82092720386572
31,12,0,0,0,10.000000000000002,20,10.0,28.22815767238886,13,36.0,5.176693355769656,5,1.0,41.0,20,41.0,0,0.2,53905,13,49,1.0,1513.179725947054,False,0.1401845990482786,0,1.7120000000000004,42300,307,0,0.0,3070.0000000000005,False,-0.08564694103168478,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,5,4.021000000000001,48609.0,428,0,0.0,12081.651483782432,False,-0.2805067968048447,6,0.8090000000000002,106858,0,0,0.0,0.0,False,0.06458779576587796,0,0.9740000000000002,106567,0,8,0.6,328.0,False,0.0633225404732254,0.26666666666666666,434647,0.0,0.0,11,0,0,10,4,3.166666666666667,10,20,14,43.0,33.0,5,7,14,1037,1.178310532006435,50.99923773587216
32,14,0,0,0,10.000000000000002,20,10.0,28.452746176557035,3,38.0,5.2662029829825965,24,5.666666666666667,41.0,20,41.0,0,0.2,53909,14,56,1.0,1733.353785887194,False,0.1425643372675497,0,1.7120000000000004,42210,316,0,0.0,3160.0000000000005,False,-0.08658559479360046,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,24,4.256000000000001,47501.0,431,0,0.0,12263.133602096083,False,-0.29389953656000783,8,0.8830000000000002,106752,0,0,0.0,0.0,False,0.06353175591531755,4,1.0140000000000002,106721,14,10,1.0,483.72684176175636,False,0.06563251228772982,0.3333333333333333,433501,0.0,0.0,10,0,0,6,9,8.333333333333332,15,21,12,100.0,18.0,8,6,12,560,1.1813512480002828,52.18058898387244
33,12,0,0,0,10.000000000000002,20,10.0,27.61778315572437,5,8.0,5.419004896692197,7,8.0,41.0,20,41.0,0,0.2,53819,13,66,1.0,1952.7736882778086,False,0.142975466597253,5,1.7620000000000005,42025,327,0,0.0,3270.0000000000005,False,-0.08929726121691245,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,7,4.3020000000000005,47254.0,436,0,0.0,12041.353455895825,False,-0.2986113443579453,11,0.9850000000000001,106558,0,4,0.4,164.0,False,0.0624159402241594,0,1.0100000000000002,107054,7,11,1.0,488.9330342768454,False,0.06897600515206402,0.39999999999999997,433118,0.0,0.0,10,0,0,7,7,7.0,16,23,10,56.0,12.0,8,4,10,569,1.1082582299713977,53.28884721384384
34,10,0,0,0,10.000000000000002,20,10.0,28.50597237197867,16,34.625,5.114082865663211,12,2.25,41.0,20,41.0,0,0.2,54237,13,62,1.0,1897.3702870626776,False,0.15111668808600856,2,1.7770000000000004,41915,337,0,0.0,3370.0000000000005,False,-0.09054879956613338,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,12,4.415000000000001,46268.0,452,0,0.0,12884.699512134359,False,-0.3060410006310603,2,0.9940000000000002,106706,0,0,0.0,0.0,False,0.06307347447073475,3,1.0400000000000003,107450,9,10,1.0,456.0267457909689,False,0.07275729387691639,0.3333333333333333,432984,0.0,0.0,13,0,0,3,6,6.0,19,22,11,79.0,6.0,8,2,11,1333,1.1134452340193093,54.40229244786315
35,11,0,0,0,10.0,20,10.0,28.15849625278678,3,15.0,4.766892178472655,13,1.7692307692307692,41.0,20,41.0,0,0.2,54147,12,72,1.0,2147.411730200648,False,0.15184718435369152,3,1.8050000000000002,41781,348,0,0.0,3480.0,False,-0.09219665839260759,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,13,4.533000000000001,45735.0,455,0,0.0,12812.115795017984,False,-0.3135360222035259,10,1.0920000000000003,106560,0,8,0.8,328.0,False,0.06325280199252802,0,1.0370000000000001,107845,4,10,1.0,429.06756871389064,False,0.0765582444269683,0.4666666666666666,432476,0.0,0.0,10,0,0,5,6,6.0,16,21,12,82.0,9.0,8,3,12,610,1.2409155039931647,55.64320795185631
36,12,0,0,0,10.0,20,10.0,28.446401276030645,4,36.0,4.5128004611871955,11,1.9090909090909092,41.00000000000001,20,41.0,0,0.2,54191,12,78,1.0,2338.8192995303903,False,0.15476126175434787,0,1.8020000000000005,41681,358,0,0.0,3580.0,False,-0.09323960701695834,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,11,4.630000000000001,45201.0,459,0,0.0,13056.898185698066,False,-0.3189550648684892,3,1.112,106864,0,0,0.0,0.0,False,0.06464757160647572,0,1.0370000000000004,108193,5,11,1.0,473.564002305936,False,0.08024689415843556,0.3333333333333333,432538,0.0,0.0,15,0,0,10,3,2.75,14,24,14,82.0,6.0,10,2,14,1000,1.3156984049710445,56.958906356827356
37,14,0,0,0,10.0,20,10.0,28.756305853049525,18,30.444444444444443,4.5128004611871955,0,,41.00000000000001,20,41.0,0,0.2,54659,10,70,1.0,2112.941409713467,False,0.16216747053371303,0,1.802,41561,370,0,0.0,3700.0,False,-0.09449114536617927,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,0,4.6190000000000015,44653.0,477,0,0.0,13716.757891904625,False,-0.32182607106808797,11,1.219,106692,0,0,0.0,0.0,False,0.06293399750933998,0,1.0370000000000001,108562,0,7,0.5,287.00000000000006,False,0.08299377334993774,0.25,432535,0.0,0.0,13,0,0,5,4,4.0,15,20,15,79.0,31.0,8,6,15,1117,1.2302312279934995,58.189137584820855
38,15,0,0,0,10.0,20,10.0,29.004658450844513,13,31.0,4.092669798762345,30,2.533333333333333,41.00000000000001,20,41.0,0,0.2,54982,8,67,1.0,2023.3121162065825,False,0.16797013116337353,0,1.8020000000000005,41441,382,0,0.0,3820.0,False,-0.09574268371540018,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,30,4.919000000000001,42810.0,490,0,0.0,14212.28264091381,False,-0.3428281989512757,6,1.2680000000000002,106584,6,10,1.0,434.55601879257415,False,0.06402269498775884,7,1.1070000000000002,108737,4,10,1.0,426.37067919504943,False,0.08543148532600268,0.5,430962,0.0,0.0,11,0,0,4,8,8.0,17,21,12,121.0,21.0,8,7,12,890,1.2143296580179594,59.403467242838815
39,12,0,0,0,10.0,20,10.0,29.716581519562844,15,34.733333333333334,4.12421245529175,16,4.375,41.00000000000001,20,41.0,0,0.2,55356,11,63,1.0,1982.1446357324592,False,0.17534203120223255,1,1.8120000000000005,41365,389,0,0.0,3890.0,False,-0.09659790158736781,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,16,5.049000000000001,41676.0,505,0,0.0,15006.873667379235,False,-0.3525272943060507,2,1.2820000000000003,106954,2,10,1.0,418.24842491058354,False,0.06762763848025201,0,1.1,109019,4,12,1.0,508.49684982116713,False,0.08865004657445157,0.5,430778,0.0,0.0,13,0,0,4,6,5.666666666666667,17,21,13,51.0,26.0,7,5,13,1401,1.241648179013282,60.6451154218521
40,13,0,0,0,9.999999999999998,20,10.0,29.772661920140337,18,30.11111111111111,4.320298934112544,21,5.523809523809524,41.0,20,41.0,0,0.2,55754,13,59,1.0,1886.5870532882798,False,0.18264728576050024,4,1.8510000000000004,41217,397,0,0.0,3969.999999999999,False,-0.09885067061596546,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,21,5.243000000000001,40292.0,523,0,0.0,15571.102184233396,False,-0.3670341896345687,0,1.2800000000000002,107266,0,12,1.0,492.0,False,0.07110336239103363,0,1.1,109411,7,10,1.0,440.2420925387878,False,0.0922154027025594,0.5,430348,0.0,0.0,15,0,0,2,5,5.0,21,23,14,111.0,29.0,8,5,14,1538,1.2109207549947314,61.85603617684683
41,14,0,0,0,9.999999999999998,20,10.0,28.89962731802331,5,9.0,4.414332914100852,8,6.0,41.0,20,41.0,0,0.2,55664,12,69,1.0,2114.0742849436083,False,0.1831425531897917,5,1.8970000000000005,41029,408,0,0.0,4079.999999999999,False,-0.10162491395673849,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,8,5.302000000000001,40015.0,528,0,0.0,15259.003223916308,False,-0.37273550987468856,0,1.2800000000000002,107635,0,3,0.0,123.0,False,0.0729414694894147,1,1.11,109765,5,10,1.0,432.07166457050425,False,0.09570147778117315,0.3333333333333333,430516,0.0,0.0,13,0,0,4,5,4.333333333333333,20,24,12,117.0,12.0,10,4,12,897,1.343457296025008,63.199493472871836
42,12,0,0,0,9.999999999999998,20,10.0,28.89962731802331,0,,4.395705449594079,1,2.0,41.0,20,41.0,0,0.2,55554,13,79,1.0,2413.0705581238412,False,0.18396644373421334,0,1.8920000000000003,40939,417,0,0.0,4169.999999999999,False,-0.10256356771865417,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,1,5.304000000000001,39982.0,528,0,0.0,15259.003223916308,False,-0.3731699719316689,7,1.35,107674,0,0,0.0,0.0,False,0.0727173100871731,0,1.1090000000000002,110173,0,6,0.6,246.0,False,0.09883935242839352,0.26666666666666666,430730,0.0,0.0,12,0,0,7,4,3.333333333333333,16,23,12,101.0,19.0,9,3,12,651,1.3332483770209365,64.53274184989277
43,12,0,0,0,9.999999999999998,20,10.0,28.38451697651109,3,10.0,3.9714754904601786,18,1.2222222222222223,40.99999999999999,20,41.0,0,0.2,55484,10,89,1.0,2626.222010909487,False,0.18472937580473386,3,1.9220000000000004,40770,430,0,0.0,4299.999999999999,False,-0.10473290085730377,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,18,5.483000000000002,39189.0,531,0,0.0,15072.17851452739,False,-0.3848400487484373,11,1.4530000000000003,107500,0,0,0.0,0.0,False,0.07098381070983811,3,1.1390000000000002,110369,8,10,1.0,441.7718039236814,False,0.10176723189999341,0.3333333333333333,429720,0.0,0.0,9,0,0,5,11,10.2,19,24,13,95.0,9.0,9,3,13,282,1.3018569289706647,65.83459877886344
44,13,0,0,0,9.999999999999998,20,10.0,28.38451697651109,0,,4.21976134286709,36,5.055555555555555,40.99999999999999,20,41.0,0,0.2,55384,10,99,1.0,2910.067180674598,False,0.18560383784938358,0,1.9190000000000003,40670,440,0,0.0,4399.999999999999,False,-0.10577584948165453,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,36,5.825000000000001,37370.0,531,0,0.0,15072.17851452739,False,-0.40878812394986974,11,1.552,107190,18,10,1.0,485.9557041716076,False,0.0703160931714651,0,1.1360000000000003,110690,6,11,1.0,476.31856805720247,False,0.105137327860808,0.5,427712,0.0,0.0,11,0,0,4,10,10.0,19,23,13,84.0,12.0,9,4,13,569,1.2110247749951668,67.0456235538586
45,13,0,0,0,10.0,20,10.0,28.38451697651109,0,,4.1862207215973415,4,3.0,40.999999999999986,20,41.0,0,0.2,55264,12,109,1.0,3213.912350439709,False,0.18626971016916327,0,1.9190000000000003,40590,448,0,0.0,4480.0,False,-0.10661020838113515,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,4,5.829000000000001,37242.0,531,0,0.0,15072.17851452739,False,-0.4104733101102784,0,1.5410000000000004,107547,12,11,1.0,501.23464865916793,False,0.07394886499954748,0,1.1360000000000003,111141,0,6,0.6,245.99999999999991,False,0.10848318804483188,0.43333333333333335,428192,0.0,0.0,14,0,0,7,1,1.0,19,26,13,88.0,6.0,11,2,13,1020,1.2013492200057954,68.2469727738644
46,13,0,0,0,10.0,20,10.0,28.20078975913812,1,10.0,4.069011376535608,5,1.0,40.999999999999986,20,41.0,0,0.2,55174,11,119,1.0,3465.8939813374363,False,0.18702044159839626,1,1.9290000000000003,40467,459,0,0.0,4590.0,False,-0.10802861851025218,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,5,5.875000000000001,37062.0,532,0,0.0,15002.82015186148,False,-0.41329967249551397,2,1.5610000000000004,107982,2,10,1.0,418.1380227530711,False,0.07786868255418711,1,1.1460000000000004,111374,0,5,0.5,204.99999999999994,False,0.11060024906600249,0.4166666666666667,428467,0.0,0.0,13,0,0,5,4,3.0,18,23,13,85.0,20.0,9,4,13,774,1.1902009099721909,69.43717368383659
47,13,0,0,0,10.0,20,10.0,27.118320928974473,21,22.476190476190474,4.04760304754774,13,3.8461538461538463,40.999999999999986,20,41.0,0,0.2,55520,10,117,1.0,3272.8435486900134,False,0.19222422924730412,9,2.0180000000000007,40186,470,0,0.0,4700.0,False,-0.11274274629231765,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,13,6.000000000000001,36145.0,553,0,0.0,14996.431473722883,False,-0.42541450659774815,1,1.5690000000000002,108364,2,10,1.0,418.09520609509536,False,0.08167419778876767,4,1.1850000000000003,111517,0,3,0.3,122.99999999999996,False,0.11161643835616439,0.3833333333333333,428140,0.0,0.0,12,0,0,5,5,3.8666666666666667,18,23,12,96.0,24.0,9,4,12,1005,1.208234480000101,70.64540816383669
48,12,0,0,0,10.0,20,10.0,28.534507516350992,42,31.904761904761905,3.9905929675826264,6,2.8333333333333335,40.99999999999999,20,41.0,0,0.2,56680,11,92,1.0,2735.1746915042913,False,0.21081302738266086,7,2.0790000000000006,40005,479,0,0.0,4790.0,False,-0.11557956655055172,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,6,6.0470000000000015,34607.0,595,0,0.0,16978.03197222884,False,-0.4326186741519509,3,1.598,108746,0,2,0.2,81.99999999999999,False,0.08380572851805729,4,1.2210000000000003,111591,0,6,0.6,245.99999999999994,False,0.11296637608966376,0.3,428037,0.0,0.0,16,0,0,7,6,5.666666666666667,17,24,13,106.0,9.0,9,3,13,1962,1.1731366000021808,71.81854476383887
49,13,0,0,0,10.0,20,10.0,29.398899240569843,29,33.206896551724135,4.164688592478117,12,5.833333333333333,41.0,20,41.0,0,0.2,57458,14,78,1.0,2433.1141407644477,False,0.22389097161891122,5,2.1220000000000008,39875,486,0,0.0,4860.0,False,-0.11756116893681817,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,12,6.1610000000000005,33239.0,624,0,0.0,18344.91312611558,False,-0.4416312527903287,5,1.6450000000000002,108776,0,0,0.0,0.0,False,0.08369613947696139,7,1.2870000000000001,111681,2,10,1.0,418.32937718495623,False,0.1147214414803733,0.3333333333333333,427437,0.0,0.0,11,0,0,5,9,7.95,17,22,14,86.0,22.0,9,4,14,1231,1.1627227919525467,72.98126755579142
50,14,0,0,0,10.0,20,10.0,29.40660865519917,17,29.470588235294116,4.135752597044784,17,3.9411764705882355,41.0,20,41.0,0,0.2,57833,16,73,1.0,2306.6824318295394,False,0.2303944685324622,2,2.1370000000000005,39755,494,0,0.0,4940.0,False,-0.11922988673577939,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,17,6.319000000000001,32076.0,641,0,0.0,18849.63614798267,False,-0.45362027918806497,7,1.7100000000000002,108668,0,8,0.8,328.0,False,0.08425404732254048,3,1.3100000000000003,112024,1,10,1.0,414.13575259704476,False,0.11811773724830404,0.4666666666666666,426764,0.0,0.0,10,0,0,8,8,8.0,17,25,14,120.0,9.0,11,3,14,1105,1.325887531042099,74.30715508683352
51,14,0,0,0,10.000000000000002,20,10.0,29.40660865519917,0,,4.1840797979024416,7,5.0,41.0,20,41.0,0,0.2,57723,17,83,1.0,2610.748518381531,False,0.2312712346257017,0,2.1350000000000007,39665,503,0,0.0,5030.000000000001,False,-0.12016854049769508,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,7,6.372000000000001,31866.0,641,0,0.0,18849.63614798267,False,-0.45638503773248545,5,1.7530000000000003,108909,0,7,0.7,287.0,False,0.08645080946450809,0,1.3070000000000002,112311,0,4,0.1,164.0,False,0.11973100871731009,0.3,426882,0.0,0.0,13,0,0,7,3,3.0,17,24,13,79.0,6.0,12,2,13,815,1.1771066599758342,75.48426174680935
52,13,0,0,0,10.000000000000002,20,10.0,29.313034794215902,1,16.0,4.3536021020884474,28,5.035714285714286,41.0,20,41.0,0,0.2,57603,19,93,1.0,2916.1122358620787,False,0.2319529446179896,1,2.145000000000001,39578,511,0,0.0,5110.000000000001,False,-0.1211489122045848,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,28,6.645000000000001,30563.0,642,0,0.0,18818.96833788661,False,-0.47374158501048885,4,1.7880000000000005,109156,0,1,0.1,41.0,False,0.08768617683686177,5,1.3570000000000002,112288,17,10,1.0,484.0112357355036,False,0.1210959463797534,0.35000000000000003,425596,0.0,0.0,10,0,0,6,12,11.5,16,22,10,68.0,15.0,8,5,10,610,1.0390258689876646,76.52328761579702
53,10,0,0,0,10.000000000000002,20,10.0,29.76582941717534,23,32.30434782608695,4.337601768790509,6,4.0,41.0,20,41.0,0,0.2,58206,23,80,1.0,2611.266353374027,False,0.24135151908986074,0,2.1440000000000006,39518,517,0,0.0,5170.000000000001,False,-0.12177468137919525,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,6,6.6770000000000005,29634.0,665,0,0.0,19794.2765624216,False,-0.47955213174455213,13,1.9140000000000004,108971,0,0,0.0,0.0,False,0.08563885429638854,0,1.3520000000000003,112510,13,14,1.0,630.3888229942767,False,0.12403680609212595,0.3333333333333333,425247,0.0,0.0,11,0,0,3,6,5.5,17,20,12,43.0,18.0,6,4,12,1189,1.1070027520181611,77.63029036781518
54,12,0,0,0,10.000000000000002,20,10.0,29.578783198333728,1,4.0,3.951486982483751,19,1.5263157894736843,41.00000000000001,20,41.0,0,0.2,58106,23,90,1.0,2892.0904878500355,False,0.24219447328852162,1,2.1540000000000004,39399,527,0,0.0,5270.000000000001,False,-0.12321395048079932,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,19,6.8610000000000015,28809.0,666,0,0.0,19699.469610090262,False,-0.4910377744346051,7,1.9710000000000005,108883,0,0,0.0,0.0,False,0.08476214196762143,0,1.3520000000000003,113014,22,11,1.0,537.9327136146426,False,0.12859742323095708,0.3333333333333333,424619,0.0,0.0,12,0,0,5,8,8.0,19,24,10,88.0,17.0,9,3,10,733,2.306491623981856,79.93678199179703
55,10,0,0,0,10.000000000000002,20,10.0,29.712478746880855,2,38.0,3.716081202739017,13,1.4615384615384615,41.00000000000001,20,41.0,0,0.2,58072,24,98,1.0,3151.822917194324,False,0.24419414402280223,0,2.1530000000000005,39309,536,0,0.0,5360.000000000001,False,-0.124152604242715,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,13,6.972000000000002,28223.0,668,0,0.0,19847.93580291641,False,-0.4977754502414792,8,2.044,108778,0,9,0.9,369.00000000000006,False,0.08555417185554172,1,1.362,113449,16,10,1.0,469.4572992438243,False,0.13259007371977002,0.48333333333333334,424239,0.0,0.0,11,0,0,4,6,5.2,15,19,11,56.0,23.0,5,5,11,563,1.0835954920039512,81.02037748380098
56,11,0,0,0,10.000000000000002,20,10.0,30.758441543089315,19,37.0,3.710341255111135,1,3.0,41.00000000000001,20,41.0,0,0.2,58695,22,89,1.0,2957.501297334949,False,0.2551626092210733,0,2.1530000000000005,39189,548,0,0.0,5480.000000000001,False,-0.1254041425919359,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,1,6.969000000000001,27488.0,687,0,0.0,21131.04934010236,False,-0.4990056786817213,3,2.0660000000000003,109123,0,0,0.0,0.0,False,0.08715317559153175,0,1.3610000000000002,113774,7,12,1.0,517.9723887857781,False,0.13606960094040232,0.3333333333333333,424677,0.0,0.0,14,0,0,3,2,2.0,18,21,12,92.0,19.0,7,4,12,1600,1.0958349980064668,82.11621248180745
57,12,0,0,0,10.000000000000002,20,10.0,31.023831372746947,16,33.0,3.7162343809656253,27,3.740740740740741,41.00000000000001,20,41.0,0,0.2,59113,23,83,1.0,2804.9780039379966,False,0.2622909201303477,0,2.1530000000000005,39099,557,0,0.0,5570.000000000001,False,-0.12634279635385162,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,27,7.238000000000001,25685.0,703,0,0.0,21809.753455041104,False,-0.5182753603728402,13,2.1930000000000005,108882,0,8,0.8,328.00000000000006,False,0.08638605230386052,0,1.3610000000000002,113971,16,15,1.0,674.4597500954501,False,0.13881175467046297,0.4666666666666666,423158,0.0,0.0,11,0,0,3,11,11.0,18,21,12,88.0,21.0,7,5,12,1015,1.0945670320070349,83.21077951381449
58,12,0,0,0,10.000000000000002,20,10.0,31.53749463045422,14,36.0,4.3172501118492645,21,7.904761904761905,41.00000000000001,20,41.0,0,0.2,59527,22,79,1.0,2711.462075805883,False,0.26995121165396935,0,2.153000000000001,38989,568,0,0.0,5680.000000000001,False,-0.12749003984063745,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,21,7.421,24351.0,717,0,0.0,22612.383650035674,False,-0.5305546391987751,1,2.1900000000000004,109202,0,0,0.0,0.0,False,0.08794022415940224,0,1.3610000000000002,114256,27,14,1.0,690.5657530199303,False,0.14173133625414663,0.3333333333333333,422733,0.0,0.0,14,0,0,3,9,8.333333333333334,18,21,14,82.0,28.0,7,5,14,1401,1.0975978759815916,84.30837738979608
