index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
59,14,0,0,0,10.000000000000002,20,10.0,31.53749463045422,0,,4.342219819051247,5,5.0,41.00000000000001,20,41.0,0,0.2,59437,21,89,1.0,3016.8370221104256,False,0.271258807931733,0,2.1530000000000005,38879,579,0,0.0,5790.000000000001,False,-0.1286372833274233,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,5,7.450000000000003,24201.0,717,0,0.0,22612.383650035674,False,-0.532529466730504,8,2.2690000000000006,109073,0,5,0.5,205.00000000000003,False,0.08767621419676214,0,1.3610000000000002,114748,17,12,1.0,565.8177369238713,False,0.14601154538940905,0.4166666666666667,422746,0.0,0.0,11,0,0,4,4,4.0,18,22,15,86.0,31.0,8,6,15,692,1.2766905259923078,85.58506791578839
60,15,0,0,0,10.000000000000002,20,10.0,32.812453383654244,30,38.0,4.359483029674443,8,4.625,41.00000000000001,20,41.0,0,0.2,60457,23,69,1.0,2494.059283472143,False,0.28708265663494864,0,2.1530000000000005,38799,587,0,0.0,5870.000000000001,False,-0.1294716422269039,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,8,7.525000000000001,22796.0,747,0,0.0,24510.902677589722,False,-0.5385295257939483,6,2.3210000000000006,109177,0,6,0.6,246.00000000000006,False,0.08891656288916563,0,1.3610000000000002,115111,9,13,1.0,572.2353472670701,False,0.1496599519166479,0.43333333333333335,422748,0.0,0.0,12,0,0,7,6,5.2,18,25,14,89.0,27.0,10,5,14,1750,1.2522851249668747,86.83735304075526
61,14,0,0,0,10.000000000000002,20,10.0,32.812453383654244,0,,4.359483029674443,0,,41.00000000000001,20,41.0,0,0.2,60407,18,79,1.0,2772.1838173086853,False,0.2889404040102281,0,2.1530000000000005,38649,602,0,0.0,6020.000000000001,False,-0.13103606516343005,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,0,7.517000000000002,22796.0,747,0,0.0,24510.902677589722,False,-0.5385295257939483,0,2.3150000000000004,109341,0,2,0.0,82.00000000000001,False,0.08973349937733499,3,1.3910000000000002,115616,0,9,0.9,369.00000000000006,False,0.15367870485678706,0.31666666666666665,423217,0.0,0.0,13,0,0,7,2,1.25,16,23,16,73.0,26.0,8,6,16,774,1.0937215970479883,87.93107463780325
62,16,0,0,0,10.000000000000002,20,10.0,32.812453383654244,0,,4.381683503654576,1,7.0,41.00000000000001,0,,0,0.2,60317,17,89,1.0,3090.308351145228,False,0.2903809719357672,0,2.1530000000000005,38539,613,0,0.0,6130.000000000001,False,-0.13218330865021588,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,1,7.527000000000002,22768.0,747,0,0.0,24510.902677589722,False,-0.5388981602665377,0,2.3150000000000004,109341,0,2,0.0,82.00000000000001,False,0.08973349937733499,0,1.3880000000000003,115609,0,10,0.1,410.00000000000006,False,0.153813200498132,0.18333333333333335,422982,0.0,0.0,7,0,0,5,1,1.0,15,20,15,78.0,36.0,7,9,15,200,1.1510568209923804,89.08213145879563
63,15,0,0,0,10.0,20,10.0,33.06227812007796,13,35.69230769230769,4.537678312678908,8,6.625,41.00000000000001,0,,0,0.2,60651,20,86,1.0,3043.355918326705,False,0.29685817899425027,0,2.1530000000000005,38469,620,0,0.0,6200.0,False,-0.13291337268726142,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,8,7.606000000000001,22055.0,760,0,0.0,25127.33137125925,False,-0.5442273726153348,0,2.3150000000000004,109290,0,8,0.6,328.00000000000006,False,0.09045080946450809,0,1.3880000000000003,115607,0,12,0.2,492.0000000000001,False,0.15420174346201743,0.3,422480,0.0,0.0,9,0,0,4,3,3.0,18,22,15,70.0,52.0,7,8,15,664,1.1336277960217558,90.21575925481739
64,15,0,0,0,10.0,20,10.0,33.42485750202496,12,37.5,4.581259478323458,6,5.333333333333333,41.00000000000001,0,,0,0.2,61011,19,84,1.0,2997.6880301700967,False,0.30389111647827644,0,2.1530000000000005,38359,631,0,0.0,6310.0,False,-0.13406061617404727,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,6,7.658000000000001,21422.0,772,0,0.0,25803.98999156327,False,-0.5481068645560372,0,2.3150000000000004,109260,0,13,0.5,533.0000000000001,False,0.09117310087173101,0,1.3880000000000001,115605,0,13,0.1,533.0000000000001,False,0.15438605230386052,0.26666666666666666,422065,0.0,0.0,9,0,0,7,2,2.0,16,23,13,101.0,15.0,9,6,13,650,1.1908618119778112,91.4066210667952
65,13,0,0,0,10.0,20,10.0,33.46530792050561,10,34.0,4.649740093215397,5,6.0,41.00000000000001,0,,0,0.2,61241,20,84,1.0,3011.0858653224714,False,0.3088284126877044,0,2.1530000000000005,38269,640,0,0.0,6400.0,False,-0.13499926993596295,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,5,7.702000000000002,20937.0,782,0,0.0,26169.870793835387,False,-0.5520836353031006,0,2.3150000000000004,109260,0,13,0.0,533.0000000000001,False,0.09117310087173101,0,1.3880000000000001,115575,0,18,0.5,738.0000000000001,False,0.15510834371108342,0.25,421690,0.0,0.0,8,0,0,11,1,1.0,11,22,12,67.0,15.0,8,5,12,540,1.2661260280292481,92.67274709482444
66,12,0,0,0,10.0,20,10.0,33.732121011509804,8,38.0,4.649740093215397,0,,41.00000000000001,0,,0,0.2,61425,22,86,1.0,3120.962406989843,False,0.31381241950511923,0,2.153000000000001,38189,648,0,0.0,6480.0,False,-0.13583362883544356,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,0,7.697000000000002,20633.0,790,0,0.0,26648.375599092746,False,-0.5529360708891151,0,2.3150000000000004,109260,0,13,0.0,533.0000000000001,False,0.09117310087173101,0,1.3880000000000003,115575,0,18,0.0,738.0000000000001,False,0.15510834371108342,0.16666666666666666,421490,0.0,0.0,7,0,0,9,0,0.0,10,19,12,64.0,21.0,5,7,12,504,1.1300680980202742,93.80281519284472
67,12,0,0,0,10.000000000000002,20,10.0,33.732121011509804,0,,4.649740093215397,0,,41.00000000000001,0,,0,0.2,61335,21,96,1.0,3448.283617104941,False,0.3153489040393916,0,2.1530000000000005,38079,659,0,0.0,6590.000000000001,False,-0.1369808723222294,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,0,7.697000000000002,20633.0,790,0,0.0,26648.375599092746,False,-0.5529360708891151,0,2.3150000000000004,109260,0,13,0.0,533.0000000000001,False,0.09117310087173101,0,1.3880000000000003,115575,0,18,0.0,738.0000000000001,False,0.15510834371108342,0.16666666666666666,421290,0.0,0.0,7,0,0,11,0,0.0,9,20,10,61.0,15.0,7,5,10,200,1.175964934984222,94.97878012782894
68,10,0,0,0,10.0,20,10.0,33.83424822399269,3,38.0,4.62161967008466,1,2.0,41.00000000000001,0,,0,0.2,61389,17,103,1.0,3654.927567071247,False,0.3186304787871681,0,2.1530000000000005,37939,673,0,0.0,6730.0,False,-0.13844100039632048,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,1,7.7070000000000025,20486.0,793,0,0.0,26830.5588416262,False,-0.5536721335929604,0,2.3150000000000004,109258,0,14,0.1,574.0000000000001,False,0.0913574097135741,0,1.3880000000000003,115575,0,18,0.0,738.0000000000001,False,0.15510834371108342,0.18333333333333335,421055,0.0,0.0,8,0,0,13,1,1.0,9,22,11,43.0,6.0,8,2,11,314,1.1102228719973937,96.08900299982633
69,11,0,0,0,10.0,20,10.0,33.842617233159686,6,34.0,4.327633885710206,12,2.25,41.00000000000001,0,,0,0.2,61483,18,107,1.0,3801.1600439480862,False,0.32211635180688847,0,2.1530000000000005,37849,682,0,0.0,6820.0,False,-0.13937965415823617,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,12,7.826000000000002,19815.0,799,0,0.0,27040.251169294588,False,-0.5611258414786549,0,2.3150000000000004,109256,0,16,0.2,656.0000000000001,False,0.09174595267745952,0,1.3880000000000003,115550,0,28,1.0,1148.0000000000002,False,0.1569016189290162,0.3666666666666667,420361,0.0,0.0,8,0,0,14,4,4.0,10,24,12,74.0,9.0,8,3,12,404,1.1540848490549251,97.24308784888126
70,12,0,0,0,10.0,20,10.0,33.992501302098646,4,38.0,4.175777874787852,7,2.2857142857142856,41.00000000000001,0,,0,0.2,61565,15,113,1.0,3991.152647137147,False,0.3258083127921523,0,2.1530000000000005,37719,695,0,0.0,6950.0,False,-0.14073548736989216,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,7,7.884000000000001,19413.0,803,0,0.0,27295.97854558521,False,-0.5647349877193032,0,2.3150000000000004,109240,0,23,0.7,943.0000000000001,False,0.0930161892901619,0,1.3880000000000003,115550,0,28,0.0,1148.0000000000002,False,0.1569016189290162,0.2833333333333333,419895,0.0,0.0,9,0,0,11,3,3.0,10,21,11,74.0,15.0,7,5,11,352,1.1079557540360838,98.35104360291734
71,11,0,0,0,10.0,20,10.0,34.0924746865931,11,35.0,4.179124513601809,4,4.25,41.00000000000001,0,,0,0.2,61870,13,112,1.0,3948.357164898427,False,0.3317239645073989,0,2.1530000000000005,37599,707,0,0.0,7070.0,False,-0.14198702571911306,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,4,7.9170000000000025,18902.0,814,0,0.0,27751.274394886783,False,-0.5684654642497842,0,2.3150000000000004,109238,0,24,0.1,984.0000000000002,False,0.09320049813200498,0,1.3880000000000003,115535,0,31,0.3,1271.0000000000002,False,0.15736488169364882,0.23333333333333336,419552,0.0,0.0,8,0,0,12,2,2.0,9,21,11,62.0,15.0,6,5,11,585,1.1912055509747006,99.54224915389204
72,11,0,0,0,10.0,20,10.0,34.38120889990925,11,37.0,4.095594210040691,7,3.142857142857143,41.00000000000001,0,,0,0.2,62167,14,111,1.0,3956.3141878899264,False,0.33800206699787166,0,2.1530000000000005,37509,716,0,0.0,7160.0,False,-0.14292567948102877,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,7,7.983000000000002,18256.0,825,0,0.0,28364.49734242513,False,-0.572933689620141,0,2.3150000000000004,109238,0,24,0.0,984.0000000000002,False,0.09320049813200498,0,1.3880000000000001,115513,0,38,0.7,1558.0000000000002,False,0.15857534246575342,0.2833333333333333,419091,0.0,0.0,8,0,0,12,2,2.0,11,23,9,73.0,9.0,8,3,9,607,1.120717710989993,100.66296686488204
73,9,0,0,0,10.0,20,10.0,34.622372072322264,16,36.125,4.055095183727269,3,3.0,41.00000000000001,0,,0,0.2,62665,12,105,1.0,3755.349067593838,False,0.34629387233885234,0,2.1530000000000005,37389,728,0,0.0,7280.0,False,-0.14417721783024967,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,3,8.006000000000002,17582.0,841,0,0.0,29117.414912823024,False,-0.5768509735055622,0,2.3150000000000004,109238,0,24,0.0,984.0000000000002,False,0.09320049813200498,0,1.3880000000000001,115504,0,41,0.3,1681.0000000000002,False,0.1590983810709838,0.21666666666666667,418786,0.0,0.0,8,0,0,12,1,1.0,10,22,8,73.0,3.0,8,1,8,778,1.066515934013296,101.72948279889533
74,8,0,0,0,10.0,20,10.0,34.622372072322264,0,,4.073429145553727,9,4.222222222222222,41.00000000000001,0,,0,0.2,62525,16,115,1.0,4141.57278831706,False,0.3474017311728694,0,2.153000000000001,37329,734,0,0.0,7340.0,False,-0.14480298700486013,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,9,8.093,17270.0,841,0,0.0,29117.414912823024,False,-0.5809586147715584,0,2.3150000000000004,109200,0,33,0.9,1353.0000000000002,False,0.09466002490660025,0,1.3880000000000003,115504,0,41,0.0,1681.0000000000002,False,0.1590983810709838,0.31666666666666665,418236,0.0,0.0,7,0,0,9,3,3.0,9,18,8,44.0,17.0,5,3,8,200,0.9816021879669279,102.71108498686226
75,8,0,0,0,10.0,20,10.0,34.622372072322264,0,,3.915487809472188,4,1.0,41.00000000000001,0,,0,0.2,62425,16,125,1.0,4487.796509040283,False,0.34892676945662676,0,2.1530000000000005,37229,744,0,0.0,7440.0,False,-0.14584593562921092,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,4,8.124000000000002,17134.0,841,0,0.0,29117.414912823024,False,-0.5827491250669926,0,2.3150000000000004,109196,0,37,0.4,1517.0000000000002,False,0.0954371108343711,0,1.3880000000000003,115504,0,41,0.0,1681.0000000000002,False,0.1590983810709838,0.2333333333333333,417896,0.0,0.0,7,0,0,10,1,1.0,10,20,9,72.0,9.0,5,3,9,200,1.0554273420129903,103.76651232887525
76,9,0,0,0,10.0,20,10.0,34.622372072322264,0,,4.124287313122479,3,9.0,41.00000000000001,0,,0,0.2,62315,17,135,1.0,4844.020229763506,False,0.3503475128779491,0,2.1530000000000005,37139,753,0,0.0,7530.0,False,-0.1467845893911266,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,3,8.150000000000002,17056.0,841,0,0.0,29117.414912823024,False,-0.5837760353834917,0,2.3150000000000004,109196,0,37,0.0,1517.0000000000002,False,0.0954371108343711,0,1.3880000000000003,115477,0,44,0.3,1804.0000000000002,False,0.15944209215442093,0.21666666666666667,417591,0.0,0.0,6,0,0,9,1,1.0,10,19,8,69.0,9.0,6,3,8,200,1.1623780649970286,104.92889039387228
77,8,0,0,0,10.0,20,10.0,34.622372072322264,0,,4.283451790804289,16,4.9375,41.00000000000001,0,,0,0.2,62225,16,145,1.0,5180.243950486728,False,0.35197684602414137,0,2.1530000000000005,37029,764,0,0.0,7640.0,False,-0.14793183287791242,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,16,8.307000000000002,16439.0,841,0,0.0,29117.414912823024,False,-0.5918991592973365,0,2.3150000000000004,109184,0,41,0.4,1681.0000000000002,False,0.09613449564134495,0,1.3880000000000003,115410,2,54,1.0,2222.566903581609,False,0.16085961097674525,0.39999999999999997,416695,0.0,0.0,7,0,0,10,4,4.0,9,19,11,39.0,9.0,5,3,11,200,1.0872986940084957,106.01618908788078
78,11,0,0,0,10.0,20,10.0,34.622372072322264,0,,4.34146566526866,8,4.875,41.00000000000001,0,,0,0.2,62155,13,155,1.0,5496.467671209951,False,0.35381476889520397,0,2.1530000000000005,36899,777,0,0.0,7770.0,False,-0.14928766608956842,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,8,8.371,16178.0,841,0,0.0,29117.414912823024,False,-0.5953353592025448,0,2.3150000000000004,109154,0,46,0.5,1886.0000000000002,False,0.09685678704856787,0,1.3880000000000003,115401,0,59,0.5,2419.0000000000005,False,0.16174844333748442,0.3333333333333333,416195,0.0,0.0,8,0,0,8,2,2.0,10,18,12,64.0,21.0,4,7,12,200,1.0826987770269625,107.09888786490774
79,12,0,0,0,10.0,20,10.0,34.622372072322264,0,,4.635060693871903,7,7.714285714285714,41.00000000000001,0,,0,0.2,62075,11,165,1.0,5822.691391933174,False,0.3555483969038315,0,2.1530000000000005,36779,789,0,0.0,7890.0,False,-0.15053920443878935,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,7,8.433,15972.0,841,0,0.0,29117.414912823024,False,-0.5980474556794525,0,2.3150000000000004,109130,0,48,0.2,1968.0000000000005,False,0.09702615193026153,0,1.3880000000000003,115371,0,64,0.5,2624.0000000000005,False,0.16247073474470736,0.2833333333333333,415735,0.0,0.0,7,0,0,10,2,2.0,9,19,10,47.0,28.0,5,7,10,200,1.0960712310043164,108.19495909591205
80,10,0,0,0,10.0,20,10.0,34.877737855675285,13,36.92307692307692,4.948916973723663,14,6.571428571428571,41.00000000000001,0,,0,0.2,62475,9,162,1.0,5740.193532619396,False,0.3630315756098057,0,2.1530000000000005,36659,801,0,0.0,8010.0,False,-0.15179074278801027,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,14,8.566,14995.0,854,0,0.0,29785.588128746695,False,-0.606511742793547,0,2.3150000000000004,109088,0,57,0.9,2337.0000000000005,False,0.09844582814445828,0,1.3880000000000001,115321,0,69,0.5,2829.0000000000005,False,0.16299377334993773,0.39999999999999997,414946,0.0,0.0,8,0,0,10,4,4.0,10,20,9,84.0,12.0,6,4,9,680,1.0140858349623159,109.20904493087437
81,9,0,0,0,10.0,20,10.0,34.877737855675285,0,,5.000345850526475,6,5.666666666666667,41.00000000000001,0,,0,0.2,62375,9,172,1.0,6088.9709111761495,False,0.36458324723280855,0,2.1530000000000005,36559,811,0,0.0,8110.0,False,-0.15283369141236103,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,6,8.612000000000002,14814.0,854,0,0.0,29785.588128746695,False,-0.6088947013484999,0,2.3150000000000004,109058,0,62,0.5,2542.0000000000005,False,0.0991681195516812,0,1.3880000000000001,115317,0,70,0.1,2870.0000000000005,False,0.16315815691158156,0.26666666666666666,414531,0.0,0.0,8,0,0,10,2,2.0,9,19,10,45.0,20.0,5,4,10,200,1.0674284389824606,110.27647336985683
82,10,0,0,0,10.0,20,10.0,35.28463812705375,32,36.625,5.279567146286695,7,8.285714285714286,41.00000000000001,0,,0,0.2,63497,4,150,1.0,5332.695719058063,False,0.38009945265073813,0,2.153000000000001,36409,826,0,0.0,8260.0,False,-0.15439811434888717,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,7,8.676,13440.0,886,0,0.0,31262.189380569627,False,-0.6172640121875189,0,2.3150000000000004,109008,0,67,0.5,2747.0000000000005,False,0.09969115815691158,0,1.3880000000000003,115309,0,72,0.2,2952.0000000000005,False,0.16348692403486925,0.2833333333333333,414071,0.0,0.0,10,0,0,8,2,2.0,10,18,12,57.0,39.0,5,5,12,1372,1.0191319459700026,111.29560531582683
83,12,0,0,0,10.0,20,10.0,35.28463812705375,0,,5.279567146286695,0,,41.00000000000001,0,,0,0.2,63377,6,160,1.0,5705.542100328601,False,0.3814849721566989,0,2.1530000000000005,36329,834,0,0.0,8340.0,False,-0.15523247324836778,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,0,8.669,13440.0,886,0,0.0,31262.189380569627,False,-0.6172640121875189,0,2.3150000000000004,109008,0,67,0.0,2747.0000000000005,False,0.09969115815691158,0,1.3880000000000003,115309,0,72,0.0,2952.0000000000005,False,0.16348692403486925,0.16666666666666666,413871,0.0,0.0,7,0,0,13,0,0.0,11,24,10,130.0,3.0,11,1,10,200,1.202228237001691,112.49783355282852
84,10,0,0,0,10.0,20,10.0,35.267344029643105,8,35.0,5.072332605681564,5,2.0,41.00000000000001,0,,0,0.2,63577,4,162,1.0,5753.309732802183,False,0.3861549585198701,0,2.1530000000000005,36209,846,0,0.0,8460.0,False,-0.1564840115975887,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,5,8.719000000000001,12995.0,894,0,0.0,31529.005562500937,False,-0.6213662807250189,0,2.3150000000000004,109008,0,67,0.0,2747.0000000000005,False,0.09969115815691158,0,1.3880000000000003,115299,0,77,0.5,3157.0000000000005,False,0.16440846824408467,0.25,413496,0.0,0.0,8,0,0,10,1,1.0,11,21,9,65.0,9.0,7,3,9,480,1.2796687260270119,113.77750227885554
85,9,0,0,0,10.0,20,10.0,35.25446024313867,6,35.0,5.029787918838272,1,2.0,41.00000000000001,0,,0,0.2,63707,2,166,1.0,5872.24040036102,False,0.39010701070441806,0,2.1530000000000005,36089,858,0,0.0,8580.0,False,-0.15773554994680963,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,1,8.724,12752.0,900,0,0.0,31729.014218824806,False,-0.6232488926561114,0,2.3150000000000004,109008,0,67,0.0,2747.0000000000005,False,0.09969115815691158,0,1.3880000000000003,115297,0,78,0.1,3198.0000000000005,False,0.16459277708592776,0.18333333333333335,413261,0.0,0.0,8,0,0,12,1,1.0,10,22,9,64.0,6.0,7,2,9,410,1.1565283249947242,114.93403060385026
86,9,0,0,0,10.0,20,10.0,35.25446024313867,0,,4.76229335775829,11,3.1818181818181817,41.00000000000001,0,,0,0.2,63627,0,176,1.0,6204.785002792407,False,0.3919065622618677,0,2.1530000000000005,35969,870,0,0.0,8700.0,False,-0.15898708829603053,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,11,8.833000000000002,12350.0,900,0,0.0,31729.014218824806,False,-0.6285414304411449,0,2.3150000000000004,108981,0,76,0.9,3116.0000000000005,False,0.10126027397260275,0,1.3880000000000003,115289,0,80,0.2,3280.0000000000005,False,0.16492154420921545,0.35000000000000003,412624,0.0,0.0,7,0,0,8,3,3.0,8,16,11,36.0,23.0,5,4,11,200,0.9916971999919042,115.92572780384216
87,11,0,0,0,10.0,20,10.0,34.91613790031295,13,32.0,4.76229335775829,0,,41.00000000000001,0,,0,0.2,63953,0,172,0.9,6005.575718853826,False,0.39662893680621836,0,2.1530000000000005,35859,881,0,0.0,8810.0,False,-0.16013433178281639,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,0,8.822000000000001,11934.0,913,0,0.0,31878.433902985722,False,-0.6330346917755956,0,2.3150000000000004,108981,0,76,0.0,3116.0000000000005,False,0.10126027397260275,0,1.3880000000000003,115289,0,80,0.0,3280.0000000000005,False,0.16492154420921545,0.15,412424,0.0,0.0,8,0,0,9,0,0.0,12,21,12,83.0,15.0,6,5,12,616,1.0618248900282197,116.98755269387038
88,12,0,0,0,10.0,20,10.0,35.07222083208504,6,38.0,4.6566773748435155,11,4.0,41.00000000000001,0,,0,0.2,64081,0,176,1.0,6172.710866446967,False,0.40104201900718545,0,2.1530000000000005,35759,891,0,0.0,8910.0,False,-0.16117728040716714,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,11,8.932000000000002,11307.0,919,0,0.0,32231.37094468615,False,-0.6389661715684992,0,2.3150000000000004,108975,0,80,0.4,3280.0000000000005,False,0.10201743462017435,0,1.3880000000000001,115251,0,87,0.7,3567.0000000000005,False,0.16597260273972603,0.3499999999999999,411781,0.0,0.0,8,0,0,12,4,4.0,9,21,13,60.0,27.0,8,4,13,428,1.3260663530090824,118.31361904687947
89,13,0,0,0,10.0,20,10.0,35.07222083208504,0,,4.588334986046491,10,4.1,41.00000000000001,0,,0,0.2,63981,0,186,1.0,6523.433074767817,False,0.40261397420545897,0,2.1530000000000005,35659,901,0,0.0,9010.0,False,-0.16222022903151792,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,10,9.021,10953.0,919,0,0.0,32231.37094468615,False,-0.6436267645433794,0,2.3150000000000004,108972,0,83,0.3,3403.0000000000005,False,0.10260024906600249,0,1.3880000000000001,115213,0,94,0.7,3854.0000000000005,False,0.1670236612702366,0.3333333333333333,411186,0.0,0.0,8,0,0,10,3,3.0,11,21,12,52.0,34.0,6,7,12,200,1.1454912669723853,119.45911031385185
90,12,0,0,0,10.0,20,10.0,35.23783951267573,14,36.5,4.553502825173859,1,2.0,41.00000000000001,0,,0,0.2,64352,4,182,1.0,6453.286791306982,False,0.4096210632997536,0,2.153000000000001,35599,907,0,0.0,9070.0,False,-0.16284599820612836,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,1,9.021,10409.0,933,0,0.0,32876.904265326455,False,-0.6465394158109534,0,2.3150000000000004,108970,0,84,0.1,3444.0000000000005,False,0.10278455790784558,0,1.3880000000000003,115213,0,94,0.0,3854.0000000000005,False,0.1670236612702366,0.18333333333333335,410951,0.0,0.0,9,0,0,11,1,1.0,10,21,9,60.0,34.0,7,5,9,711,1.1223600669763982,120.58147038082825
91,9,0,0,0,10.0,20,10.0,35.46884036642412,19,36.78947368421053,4.140152858961442,26,3.076923076923077,41.00000000000001,0,,0,0.2,64971,2,173,1.0,6156.109383391373,False,0.4194333595814789,0,2.1530000000000005,35479,919,0,0.0,9190.0,False,-0.16409753655534928,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,26,9.280000000000003,8565.0,952,0,0.0,33766.33602883576,False,-0.6649617144870993,0,2.3150000000000004,108944,7,94,1.0,3882.9810700127305,False,0.10471223447079814,0,1.3880000000000003,115159,0,103,0.9,4223.000000000001,False,0.16832378580323787,0.48333333333333334,409526,0.0,0.0,10,0,0,13,3,3.0,8,21,9,99.0,3.0,8,1,9,899,1.1795531869865954,121.76102356781485
92,9,0,0,0,10.0,20,10.0,35.70826747139453,12,38.0,4.140152858961442,0,,41.00000000000001,0,,0,0.2,65287,6,171,1.0,6166.113737608464,False,0.4261291351620581,0,2.1530000000000005,35419,925,0,0.0,9250.0,False,-0.16472330572995975,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,0,9.254000000000001,8109.0,964,0,0.0,34422.76984242433,False,-0.6666440449574469,0,2.3150000000000004,108944,0,101,0.7,4141.000000000001,False,0.1059975093399751,0,1.3880000000000003,115159,0,103,0.0,4223.000000000001,False,0.16832378580323787,0.2833333333333333,409326,0.0,0.0,9,0,0,9,0,0.0,10,19,13,51.0,25.0,5,4,13,656,1.183989969023969,122.94501353683881
93,13,0,0,0,10.0,20,10.0,35.70826747139453,0,,4.129323088556589,7,4.0,41.000000000000014,15,41.0,0,0.2,65177,7,181,1.0,6533.19641232241,False,0.42766313189464555,0,2.1530000000000005,35329,934,0,0.0,9340.0,False,-0.16566195949187543,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,7,9.324000000000002,7892.0,964,0,0.0,34422.76984242433,False,-0.6695009621200146,0,2.3150000000000004,109531,0,93,0.7,3813.0000000000014,False,0.11021170610211706,0,1.3880000000000003,115159,0,103,0.0,4223.000000000002,False,0.16832378580323787,0.2833333333333333,409496,0.0,0.0,11,0,0,14,1,1.0,9,23,10,104.0,12.0,9,4,10,815,1.096941904979758,124.04195544181857
