index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
37,18,0,0,0,10.0,20,10.0,22.35060507166596,0,,30.996934549510573,3,13.0,33.0,20,33.0,0,0.263,15824,22,50,1.0,1337.530253583298,False,0.31092640702580465,0,0.2,15307,0,75,0.8,1676.295380374947,False,0.2832960567671468,0,0.2,21406,0,0,0.0,0.0,False,0.015802211360508706,0,2.9990000000000006,14529,259,26,1.0,6594.727011848759,False,-0.15406617444481666,0,0.6680000000000001,23240,136,93,1.0,7284.583098733438,False,-0.06251816741528438,9,3.2960000000000003,17698,203,0,0.0,6292.377713550646,False,-0.27308844440190677,0.6333333333333333,108004,0.0,0.0,17,0,0,4,5,5.0,5,9,23,136.0,56.0,9,9,23,602,1.1873886180110276,48.06063274497865
38,23,0,0,0,10.0,20,10.0,22.432657469177002,25,23.0,30.996934549510573,0,,33.0,20,33.0,0,0.263,15980,24,48,1.0,1316.767558520496,False,0.3225008965312972,0,0.2,15526,0,70,0.8,1570.2860228423901,False,0.2964901845180188,0,0.2,21406,0,0,0.0,0.0,False,0.015802211360508706,0,2.9990000000000006,13954,274,36,1.0,7262.437790336879,False,-0.16550947206527594,0,0.6680000000000001,23504,126,95,1.0,7040.613753238333,False,-0.05756558407605355,12,3.4070000000000005,17529,203,0,0.0,6292.377713550646,False,-0.2789820799729617,0.6333333333333333,107899,0.0,0.0,17,0,0,7,6,6.0,3,10,24,141.0,54.0,10,13,24,1039,1.048758253979031,49.10939099895768
39,24,0,0,0,10.0,20,10.0,22.514456678267145,30,23.0,31.32422984731303,17,34.8235294117647,32.99999999999999,20,33.0,0,0.263,16251,26,41,1.0,1183.092723808953,False,0.33872874667391106,0,0.2,15745,0,65,0.8,1463.4396840873644,False,0.30965104856876907,0,0.2,21406,0,0,0.0,0.0,False,0.015802211360508706,0,2.999000000000001,13856,294,29,1.0,7527.6529289826185,False,-0.1638672014192896,0,0.6680000000000001,23520,124,96,1.0,7052.204501066815,False,-0.05680550128915754,11,3.505000000000001,17073,212,0,0.0,6640.736727630363,False,-0.2888101703987731,0.6333333333333333,107851,0.0,0.0,23,0,0,4,5,5.0,4,8,24,122.0,60.0,8,16,24,1779,0.7848839120124467,49.894274910970125
40,24,0,0,0,9.999999999999998,20,10.0,22.59091453091179,35,23.0,32.28433542771333,22,40.090909090909086,32.99999999999999,20,33.0,0,0.263,16740,20,28,1.0,832.5456068655301,False,0.3636652733036139,0,0.2,15861,6,63,1.0,1483.2276154474428,False,0.31965772257560787,0,0.2,21406,0,0,0.0,0.0,False,0.015802211360508706,0,2.9990000000000006,13933,319,17,1.0,7755.335437631988,False,-0.15481100371015064,0,0.6680000000000001,23883,114,95,1.0,6815.414238759319,False,-0.048275253029480096,9,3.584000000000001,16084,234,0,0.0,7554.5344900849195,False,-0.3073664430673947,0.6666666666666666,107907,0.0,0.0,23,0,0,7,5,5.0,2,9,24,136.0,60.0,9,15,24,2250,0.7695404550177045,50.66381536598783
41,24,0,0,0,9.999999999999998,20,10.0,22.576504779973547,5,22.0,32.28433542771333,0,,32.99999999999999,20,33.0,0,0.263,16770,18,33,1.0,925.0246577391271,False,0.3697251672259411,0,0.2,15741,8,73,1.0,1728.084848938069,False,0.3198507610260737,0,0.2,21406,0,0,0.0,0.0,False,0.015802211360508706,0,2.9990000000000006,13823,314,27,1.0,7960.699557459954,False,-0.15515826988421305,0,0.6680000000000001,24246,104,94,1.0,6459.570884482186,False,-0.04182090872742484,9,3.665000000000001,15978,234,0,0.0,7554.5344900849195,False,-0.3110630428930268,0.6666666666666666,107964,0.0,0.0,19,0,0,6,6,6.0,2,8,22,106.0,47.0,8,16,22,673,0.7314908560365438,51.395306222024374
42,22,0,0,0,9.999999999999998,20,10.0,22.60437535810466,13,23.0,32.28433542771333,0,,33.0,20,33.0,0,0.263,16979,17,30,1.0,848.1312607431398,False,0.38328158575403937,0,0.2,15631,9,83,1.0,1966.1631547226868,False,0.3205692375297149,0,0.2,21406,0,0,0.0,0.0,False,0.015802211360508706,0,2.9990000000000006,13524,317,37,1.0,8360.107399344572,False,-0.1598702747747218,0,0.6680000000000001,24477,94,97,1.0,6235.727530205053,False,-0.03766822092057446,13,3.786000000000001,15779,234,0,0.0,7554.5344900849195,False,-0.31800288596190207,0.6666666666666666,107796,0.0,0.0,18,0,0,4,7,7.0,2,6,26,98.0,45.0,6,16,26,730,0.6582307400531135,52.05353696207749
43,26,0,0,0,9.999999999999998,20,10.0,22.580772231907037,21,22.38095238095238,31.44043863917714,24,25.083333333333332,33.0,20,33.0,0,0.263,17043,19,32,1.0,912.5847114210252,False,0.3909301610134737,0,0.2,15837,7,80,1.0,1876.461778552563,False,0.3333781805322535,0,0.2,21406,0,0,0.0,0.0,False,0.015802211360508706,0,2.999000000000001,13656,328,23,1.0,8129.623380766582,False,-0.15907503960597483,0,0.6680000000000001,24807,84,97,1.0,5841.99684569088,False,-0.03302533834889481,10,3.8730000000000016,15045,258,0,0.0,8111.633168907702,False,-0.3338860824950705,0.6666666666666666,107794,0.0,0.0,21,0,0,6,7,7.0,3,9,21,119.0,51.0,9,17,21,1602,0.672502103028819,52.726039065106306
44,21,0,0,0,9.999999999999998,20,10.0,22.525014536061306,19,22.0,31.752237036784532,14,35.857142857142854,33.0,20,33.0,0,0.263,17351,20,23,1.0,718.07533432941,False,0.4076812389448141,0,0.2,15747,6,90,1.0,2087.2513082455175,False,0.33460183245550906,0,0.2,21406,0,0,0.0,0.0,False,0.015802211360508706,0,2.9990000000000006,13740,337,19,1.0,8194.222402351566,False,-0.15355615236673548,0,0.6680000000000001,24833,84,95,1.0,5802.187911089901,False,-0.03281276528178025,8,3.943000000000001,14822,262,0,0.0,8319.086103637548,False,-0.33804557796621537,0.6666666666666666,107899,0.0,0.0,23,0,0,6,5,5.0,1,7,19,106.0,42.0,7,14,19,1516,0.4300226310151629,53.15606169612147
45,19,0,0,0,10.0,20,10.0,22.522083354557743,1,22.0,31.78620209946134,19,32.10526315789474,32.99999999999999,20,33.0,0,0.263,17301,15,33,1.0,893.2287507004055,False,0.41066802125031426,0,0.2,15619,11,99,1.0,2339.6862521012167,False,0.3344601483229161,0,0.2,21406,0,0,0.0,0.0,False,0.015802211360508706,0,2.9990000000000006,14328,328,10,1.0,7705.105361289554,False,-0.13725845011888302,0,0.6680000000000001,25130,74,96,1.0,5520.178955360138,False,-0.027372642452307916,11,4.045000000000002,14064,281,0,0.0,8931.922789948638,False,-0.35379384847517636,0.6666666666666666,107848,0.0,0.0,19,0,0,5,5,5.0,0,5,16,90.0,42.0,5,14,16,1129,0.3448524689883925,53.50091416510986
46,16,0,0,0,10.0,14,10.0,22.55519493029417,12,23.0,31.563896999974904,8,26.625,32.99999999999999,20,33.0,0,0.263,17517,11,31,1.0,809.2110428391193,False,0.4244976966393417,0,0.2,15539,9,109,1.0,2548.5162474020644,False,0.3364007728877697,0,0.2,21406,0,0,0.0,0.0,False,0.015802211360508706,0,2.9990000000000006,14265,330,12,1.0,7821.9810909967755,False,-0.13747494208236183,0,0.6680000000000001,25427,64,97,1.0,5221.089407998393,False,-0.022230350340045477,11,4.144,13700,289,0,0.0,9121.966232992747,False,-0.36317408486499136,0.6666666666666666,107854,0.0,0.0,18,0,0,5,7,7.0,0,5,12,90.0,33.0,5,11,12,926,0.2958323730272241,53.796746538137086
47,12,0,0,0,10.0,0,,22.370814294036002,2,8.0,33.90349269454835,32,46.125,32.99999999999999,20,33.0,0,0.263,17517,1,41,1.0,927.2033860554761,False,0.42918700365851176,0,0.2,15555,0,116,0.9,2595.0144581081763,False,0.339520485577783,0,0.2,21406,0,0,0.0,0.0,False,0.015802211360508706,20,3.199000000000001,15028,322,10,1.0,7542.4371296250765,False,-0.10790022470400333,0,0.6680000000000001,25724,54,98,1.0,5064.78860550561,False,-0.014598280636345112,11,4.243000000000001,12079,321,0,0.0,10883.02115495002,False,-0.38899701560679995,0.65,107309,0.0,0.0,9,0,0,4,7,6.846153846153847,0,4,12,72.0,24.0,4,8,12,733,0.2554859329829924,54.05223247112008
48,12,0,0,0,10.0,0,,22.370814294036002,0,,33.90349269454835,0,,32.99999999999999,10,33.0,0,0.263,17517,0,42,0.1,939.5742003495121,False,0.4296786503596499,0,0.2,15555,0,116,0.0,2595.0144581081763,False,0.339520485577783,0,0.2,21406,0,0,0.0,0.0,False,0.015802211360508706,0,3.1790000000000007,15028,312,20,1.0,7657.763913630199,False,-0.10516386101574995,0,0.6680000000000001,25724,44,108,1.0,5055.753678560126,False,-0.014755820774888823,10,4.332000000000002,11951,321,0,0.0,10883.02115495002,False,-0.393460834264167,0.35000000000000003,107181,0.0,0.0,0,0,0,4,6,6.0,0,4,5,72.0,24.0,4,8,5,0,0.22682963398983702,54.279062105109915
49,5,0,0,0,10.0,0,,22.370814294036002,0,,34.14571561668358,4,45.0,33.0,13,33.0,0,0.263,17517,0,42,0.0,939.5742003495121,False,0.4296786503596499,0,0.2,15555,0,116,0.0,2595.0144581081763,False,0.339520485577783,0,0.2,21406,0,0,0.0,0.0,False,0.015802211360508706,0,3.1790000000000007,15208,302,26,1.0,7643.774522832646,False,-0.0969540520373785,0,0.6680000000000001,25724,34,118,1.0,5054.954330967242,False,-0.014769758832306112,13,4.452000000000002,11567,325,0,0.0,11097.357575422164,False,-0.4031149507337024,0.3333333333333333,106977,0.0,0.0,1,0,0,2,8,8.0,0,2,0,36.0,9.0,2,3,0,180,0.17221801000414416,54.45128011511406
