index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01MyA@0,spot_market_loss_01MyA@0,balance_01MyA@0,inventory_01MyA@0_input,inventory_01MyA@0_output,productivity_01MyA@0,assets_01MyA@0,bankrupt_01MyA@0,score_01MyA@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
23,15,0,0,0,9.999999999999998,11,10.0,29.344432073524494,16,34.375,9.038125444704171,92,7.782608695652174,48.99999999999999,20,49.0,1,0.40800000000000003,69046,4,10,1.0,333.44432073524496,False,0.06770211897395433,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,52,6.606000000000002,62891.0,93,0,0.0,2729.032182837778,False,-0.4013888813089231,40,5.658,76866,187,0,0.0,5487.408797749081,False,-0.258347654681114,0,0.31700000000000006,154158,241,14,1.0,2864.1882321737053,False,0.04758248968905044,14,2.0230000000000006,137211,847,0,0.0,7655.292251664433,False,-0.05039188458466215,0.3333333333333333,565677,0.0,0.0,12,0,0,10,23,22.5,21,31,11,178.0,12.0,11,4,11,916,4.157771177007817,177.75086557219038
24,11,0,0,0,9.999999999999998,11,10.0,29.28742487531604,24,29.0,8.563939421660073,99,6.454545454545454,48.99999999999999,20,49.0,14,0.5470000000000002,69296,5,10,1.0,342.87424875316043,False,0.07163145014773198,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,68,7.234000000000003,57329.0,93,0,0.0,2723.730513404392,False,-0.45322975138388694,31,5.928000000000001,74951,211,0,0.0,6179.646648691685,False,-0.2729635151121581,0,0.31700000000000006,154412,279,11,1.0,2928.3390986431605,False,0.04950862525885944,7,2.0790000000000006,136844,898,0,0.0,7690.417600650746,False,-0.05274463348891839,0.3333333333333333,558337,0.0,0.0,12,0,0,16,20,19.875,12,28,13,99.0,9.0,8,3,13,979,2.906919179018587,180.65778475120896
25,13,0,0,0,9.999999999999996,12,10.0,28.173391193320974,8,10.0,9.137497110396527,55,14.2,48.99999999999999,20,49.0,0,0.5330000000000001,69256,7,12,1.0,408.08069431985166,False,0.07151734461248808,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,9,7.256000000000003,57027.0,93,0,0.0,2620.1253809788504,False,-0.4565258131516436,46,6.357000000000002,72501,219,0,0.0,6169.972671337293,False,-0.29583303364354124,0,0.31700000000000006,154724,278,12,1.0,3128.2241966902347,False,0.05228221957774301,11,2.1820000000000004,135978,944,0,0.0,8625.797272214322,False,-0.055426441452790756,0.3333333333333333,554991,0.0,0.0,11,0,0,13,15,15.0,18,31,11,128.0,18.0,10,3,11,641,2.1622783250059,182.82006307621486
26,11,0,0,0,9.999999999999996,9,10.0,29.941110893839976,23,39.52173913043478,9.4404040214162,56,12.071428571428571,48.99999999999999,20,49.0,11,0.643,69811,6,10,1.0,359.41110893839976,False,0.07970359056011966,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,24,7.487000000000003,55051.0,116,0,0.0,3473.1688636854374,False,-0.47096091491748054,32,6.631000000000002,71191,219,0,0.0,6557.1032857509545,False,-0.306233856188451,0,0.31700000000000006,154773,298,13,1.0,3450.2403983820273,False,0.053696196543235764,11,2.2810000000000006,135476,970,0,0.0,9157.191900773714,False,-0.05701745890948294,0.3333333333333333,551807,0.0,0.0,9,0,0,13,17,17.0,15,28,9,114.0,19.0,8,3,9,1011,2.2160009749932215,185.0360640512081
27,9,0,0,0,9.999999999999996,10,10.0,29.941110893839976,0,,9.616217667995091,23,13.347826086956522,48.99999999999999,20,49.0,0,0.6320000000000001,69711,6,20,1.0,658.8222178767995,False,0.08047036759438472,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,6,7.523000000000002,54865.0,116,0,0.0,3473.1688636854374,False,-0.472693710401033,17,6.769000000000003,70685,219,0,0.0,6557.1032857509545,False,-0.31094780519209364,0,0.31700000000000006,155269,298,11,1.0,3404.6328650625373,False,0.0568822097084713,8,2.3500000000000005,135132,983,0,0.0,9452.741967639175,False,-0.05833863452920023,0.3333333333333333,551167,0.0,0.0,13,0,0,9,8,8.0,20,29,14,81.0,9.0,6,3,14,688,2.444872770982329,187.48093682219042
28,14,0,0,0,9.999999999999998,11,10.0,29.941110893839976,0,,9.839289398368846,35,12.771428571428572,49.0,20,49.0,0,0.6320000000000001,69601,7,30,1.0,968.2333268151992,False,0.08116001270220277,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,10,7.6170000000000035,54517.0,116,0,0.0,3473.1688636854374,False,-0.47593571485413105,25,7.002000000000002,69790,219,0,0.0,6557.1032857509545,False,-0.31928571894359586,0,0.31700000000000006,155663,294,11,1.0,3431.751083120441,False,0.059626290484034165,10,2.4420000000000006,134607,1012,0,0.0,9957.360871149272,False,-0.06017465015132577,0.3333333333333333,549683,0.0,0.0,12,0,0,12,11,11.0,21,33,14,149.0,13.0,12,2,14,600,2.587397688999772,190.0683345111902
29,14,0,0,0,9.999999999999998,10,10.0,30.637314257338428,29,33.827586206896555,9.971981605694593,40,11.45,49.0,20,49.0,0,0.6320000000000001,70482,7,11,1.0,407.0104568307227,False,0.09042183802936203,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,13,7.737000000000002,53472.0,130,0,0.0,3982.8508534539956,False,-0.4832969189151675,27,7.247000000000001,68332,234,0,0.0,7169.131536217192,False,-0.3300177400237691,2,0.337,155892,303,10,1.0,3511.5104265254618,False,0.061436647611903324,7,2.5020000000000007,134333,1033,0,0.0,10301.056998682514,False,-0.06086243545214378,0.3333333333333333,548016,0.0,0.0,13,0,0,13,12,11.4,19,32,10,179.0,6.0,12,2,10,1473,2.485900548985228,192.55423506017542
30,10,0,0,0,9.999999999999996,11,10.0,30.72717277304582,15,31.6,10.18812858312911,72,11.5,48.99999999999999,20,49.0,4,0.6720000000000002,70747,8,10,1.0,387.2717277304581,False,0.09435758151094087,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,22,7.944000000000003,52434.0,131,0,0.0,4025.2596332690023,False,-0.49276949332841596,50,7.720000000000001,65263,248,0,0.0,7620.338847715363,False,-0.3565071182133791,0,0.3350000000000001,156117,310,11,1.0,3697.319860770024,False,0.06357708860166444,11,2.6050000000000004,133507,1088,0,0.0,11084.683898444471,False,-0.06378579782779616,0.3333333333333333,543573,0.0,0.0,9,0,0,14,17,16.214285714285715,18,32,10,117.0,0.0,10,0,10,551,2.4421930460375734,194.996428106213
31,10,0,0,0,9.999999999999996,13,10.0,31.016868700793246,6,38.0,9.850502182924284,29,4.517241379310346,49.0,20,49.0,0,0.6680000000000001,70845,11,14,1.0,544.2361618111054,False,0.09708006418773218,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,23,8.152000000000001,51093.0,137,0,0.0,4249.311012008675,False,-0.5042187467416519,6,7.730000000000001,65125,248,0,0.0,7692.183437796725,False,-0.35745808480544844,2,0.35500000000000004,156516,317,10,1.0,3612.609191986998,False,0.06597836426677021,7,2.6640000000000006,133393,1100,0,0.0,10835.552401216713,False,-0.06539205240529514,0.3333333333333333,542477,0.0,0.0,12,0,0,11,10,10.0,18,29,13,132.0,6.0,8,2,13,897,2.170106267032679,197.16653437324567
32,13,0,0,0,9.999999999999996,9,10.0,30.35981569268158,28,27.178571428571427,9.205323039332269,82,5.7560975609756095,49.0,17,49.0,14,0.8080000000000003,71137,10,10,1.0,403.5981569268158,False,0.10049980066739791,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,68,8.809000000000001,45296.0,147,0,0.0,4462.892906824192,False,-0.5572293303266032,14,7.864000000000002,64359,266,0,0.0,8075.7109742533,False,-0.3628077296920408,0,0.35300000000000004,156692,338,11,1.0,3650.399187294307,False,0.06729058525377989,8,2.7370000000000005,133055,1151,0,0.0,10595.326818271442,False,-0.0684765093006759,0.3333333333333333,536044,0.0,0.0,11,0,0,16,19,18.333333333333332,14,30,13,150.0,6.0,11,2,13,619,2.2901813160278834,199.45671568927355
33,13,0,0,0,9.999999999999996,8,10.0,30.35981569268158,0,,9.364592743819355,45,11.022222222222222,49.0,20,49.0,0,0.794,71057,8,20,1.0,687.1963138536316,False,0.10145313706230437,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,19,8.931000000000001,44506.0,147,0,0.0,4462.892906824192,False,-0.5645890530793257,26,8.110000000000001,63495,266,0,0.0,8075.7109742533,False,-0.37085684419628423,0,0.35300000000000004,156852,351,13,1.0,3923.9720530805935,False,0.06928883759781504,12,2.8490000000000006,132536,1173,0,0.0,10984.667288500103,False,-0.07066020990519947,0.3333333333333333,533951,0.0,0.0,9,0,0,11,13,13.0,22,33,14,163.0,3.0,12,1,14,472,2.0722992249648087,201.52901491423836
34,14,0,0,0,9.999999999999995,10,10.0,30.35981569268158,0,,9.18915758124971,32,6.65625,49.0,20,49.0,0,0.7940000000000003,70957,8,30,1.0,990.7944707804473,False,0.10225220960431662,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,21,9.122000000000003,43570.0,147,0,0.0,4462.892906824192,False,-0.5733089271255896,11,8.194,63275,266,0,0.0,8075.7109742533,False,-0.3729063872413462,0,0.3530000000000001,157437,344,11,1.0,3700.0702079499,False,0.07247385996764778,8,2.9170000000000007,132209,1202,0,0.0,11045.36741266215,False,-0.07265754323349874,0.3333333333333333,532953,0.0,0.0,12,0,0,14,8,8.0,14,28,12,119.0,15.0,9,5,12,688,2.013942941033747,203.5429578552721
35,12,0,0,0,9.999999999999995,10,10.0,30.35981569268158,0,,8.816264402267269,61,6.098360655737705,49.00000000000001,20,49.0,0,0.794,70857,8,40,1.0,1294.3926277072633,False,0.1030512821463291,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,44,9.541000000000002,40786.0,147,0,0.0,4462.892906824192,False,-0.5992449627503741,17,8.353000000000002,62802,266,0,0.0,8075.7109742533,False,-0.37731290478822954,0,0.35300000000000004,157568,365,14,1.0,3903.936506827553,False,0.07404219045813623,13,3.039000000000001,131759,1232,0,0.0,10861.637743593275,False,-0.07630589961287729,0.3333333333333333,529277,0.0,0.0,9,0,0,14,15,15.0,15,29,13,145.0,6.0,10,2,13,443,1.7936613479978405,205.33661920326995
36,13,0,0,0,9.999999999999996,14,10.0,29.418083111831063,35,25.457142857142856,9.296461327490984,32,16.125,49.0,20,49.0,0,0.794,71608,12,15,1.0,561.2712466774659,False,0.1089817910548367,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,9.497000000000003,40786.0,147,0,0.0,4324.458217439166,False,-0.5998897987840659,32,8.656,60660,301,0,0.0,8854.84301666115,False,-0.3936387633026469,0,0.35300000000000004,157675,366,18,1.0,4284.5048458617,False,0.07604379404490111,14,3.166000000000001,131122,1253,0,0.0,11648.466043346203,False,-0.0779459543527056,0.3333333333333333,527356,0.0,0.0,14,0,0,15,9,9.0,16,31,13,146.0,15.0,11,2,13,1325,1.9720715190051123,207.30869072227506
37,13,0,0,0,9.999999999999995,12,10.0,28.222207845551775,14,14.214285714285714,9.213560700120093,25,7.76,48.99999999999999,20,49.0,0,0.794,71687,14,11,1.0,450.4442863010695,False,0.10934564579708952,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,20,9.697000000000001,39839.0,152,0,0.0,4289.77559252387,False,-0.6088737034659456,5,8.674000000000001,60461,310,0,0.0,8748.88443212105,False,-0.3959862287843366,0,0.35300000000000004,157991,370,20,1.0,4389.017459044434,False,0.07852325046977374,12,3.272000000000001,130757,1264,0,0.0,11645.940724951797,False,-0.08041198762160812,0.3333333333333333,526240,0.0,0.0,13,0,0,13,10,10.0,15,28,14,148.0,27.0,9,4,14,711,1.8227351329987869,209.13142585527385
38,14,0,0,0,9.999999999999996,11,10.0,28.804504451741835,27,32.25925925925926,8.993296095740295,22,4.818181818181818,48.99999999999999,20,49.0,16,0.9540000000000002,72064,15,10,1.0,438.04504451741826,False,0.1150657553106674,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,16,9.837000000000002,38847.0,160,0,0.0,4608.720712278693,False,-0.6166296163056116,6,8.729000000000001,59778,329,0,0.0,9476.681964623063,False,-0.3989590093038864,0,0.35300000000000004,158489,366,18,1.0,4173.546371040948,False,0.081150886970506,8,3.3400000000000007,130604,1280,0,0.0,11511.419002547576,False,-0.08189499605263977,0.3333333333333333,525287,0.0,0.0,12,0,0,12,9,8.842105263157894,15,27,11,115.0,17.0,10,4,11,1018,2.8573238310054876,211.98874968627933
39,11,0,0,0,9.999999999999998,13,10.0,27.064740254646118,17,9.823529411764707,8.911912931296024,55,8.327272727272728,49.0,20,49.0,7,1.0080000000000002,71933,18,10,1.0,450.6474025464612,False,0.11314210325301166,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,27,10.091000000000001,37506.0,160,0,0.0,4330.358440743379,False,-0.6304191388158141,28,9.003000000000002,58585,346,0,0.0,9364.400128107556,False,-0.4105961369462388,0,0.35300000000000004,159069,360,16,1.0,3992.2886552665686,False,0.08444580521288478,8,3.4120000000000013,130030,1331,0,0.0,11861.756111555009,False,-0.0845803137845484,0.3333333333333333,522628,0.0,0.0,13,0,0,12,14,13.7,17,29,10,104.0,12.0,7,4,10,795,1.8210618529701605,213.8098115392495
40,10,0,0,0,9.999999999999998,10,10.0,26.15673946599578,10,11.0,8.933309304355864,40,9.15,49.00000000000001,20,49.0,0,1.0010000000000001,71943,18,10,1.0,441.5673946599578,False,0.1132263312558618,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,35,10.414000000000001,35729.0,160,0,0.0,4185.078314559325,False,-0.6476505793938974,5,9.025,58365,356,0,0.0,9311.799249894499,False,-0.41289069763699565,0,0.35300000000000004,159565,362,15,1.0,3968.857968176823,False,0.08770647633086065,9,3.494000000000001,129556,1359,0,0.0,12140.367344619619,False,-0.08683379899200935,0.3333333333333333,520663,0.0,0.0,12,0,0,12,12,12.0,16,28,9,123.0,6.0,8,2,9,749,1.6939549400121905,215.50376647926169
41,9,0,0,0,9.999999999999998,12,10.0,24.501734765689154,17,9.0,8.988971853124342,27,9.814814814814815,49.00000000000001,20,49.0,7,1.0710000000000002,71808,20,10,1.0,445.0173476568915,False,0.11117037939387332,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,10,10.479000000000003,35369.0,160,0,0.0,3920.2775625102645,False,-0.65223783287602,17,9.190000000000001,57739,373,0,0.0,9139.147067602054,False,-0.41952680211847265,0,0.35300000000000004,159988,363,13,1.0,3899.996782684136,False,0.09032270012955608,8,3.565000000000001,129339,1375,0,0.0,12359.83629804597,False,-0.08755601388994973,0.3333333333333333,519748,0.0,0.0,13,0,0,14,7,6.411764705882353,13,27,10,112.0,6.0,7,2,10,708,1.6206128060002811,217.12437928526197
42,10,0,0,0,9.999999999999998,14,10.0,24.501734765689154,0,,9.24957336514539,87,10.402298850574715,49.0,20,49.0,0,1.0640000000000003,71668,24,20,1.0,730.034695313783,False,0.11120907916291634,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,26,10.729000000000003,34058.0,160,0,0.0,3920.2775625102645,False,-0.6644512462036394,61,9.783000000000001,53793,373,0,0.0,9139.147067602054,False,-0.45628815146308466,0,0.3530000000000001,160137,387,11,1.0,4118.584892311266,False,0.09206178468086172,8,3.637000000000001,128738,1428,0,0.0,13208.390765427615,False,-0.08874588189900685,0.3333333333333333,513899,0.0,0.0,14,0,0,13,21,21.0,17,30,7,124.0,3.0,9,1,7,728,1.5774911509943195,218.70187043625629
43,7,0,0,0,9.999999999999998,9,10.0,23.819015328615738,15,16.6,9.748923734205821,44,14.568181818181818,49.00000000000001,20,49.0,0,1.0640000000000003,71827,23,15,1.0,587.285229929236,False,0.11256082029749188,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,3,10.733000000000002,33836.0,163,0,0.0,3882.4994985643652,False,-0.6666953936586935,41,10.132,51693,385,0,0.0,9170.32090151706,False,-0.47570676208756646,1,0.36300000000000004,160597,384,10,1.0,4233.586713935036,False,0.09554609964091426,8,3.7090000000000014,128033,1465,0,0.0,14282.173270611527,False,-0.08987775202961326,0.3333333333333333,511491,0.0,0.0,12,0,0,9,14,14.0,17,26,8,85.0,16.0,6,1,8,878,1.5413776939967647,220.24324813025305
44,8,0,0,0,9.999999999999998,13,10.0,23.052684109136525,14,14.5,9.387641911333677,50,6.34,49.0,20,49.0,0,1.0640000000000003,71900,26,11,1.0,513.5795252005017,False,0.11311844012403204,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,36,11.090000000000002,31668.0,170,0,0.0,3918.9562985532093,False,-0.6867228910735264,14,10.231000000000002,51217,392,0,0.0,9036.652170781517,False,-0.4807638638973854,0,0.36200000000000004,160739,398,14,1.0,4422.281480710803,False,0.09713741804538953,14,3.841000000000001,127547,1491,0,0.0,13996.974089798512,False,-0.09411009039071888,0.3333333333333333,508576,0.0,0.0,13,0,0,10,17,17.0,17,27,11,104.0,15.0,7,1,11,627,1.7263461829861626,221.9695943132392
45,11,0,0,0,9.999999999999998,9,10.0,22.855333431617,26,21.692307692307693,9.410966942496435,27,9.777777777777779,49.0,20,49.0,15,1.2140000000000002,72014,25,10,1.0,478.55333431617,False,0.1146068842891227,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,14,11.194000000000003,31105.0,170,0,0.0,3885.4066833748902,False,-0.6921241339126014,13,10.347000000000001,50331,418,0,0.0,9553.529374415906,False,-0.48661029162008973,0,0.36200000000000004,161376,388,11,1.0,4190.455173688617,False,0.1006458769809679,7,3.897000000000001,127185,1518,0,0.0,14285.847818709588,False,-0.09557493513223689,0.3333333333333333,507516,0.0,0.0,12,0,0,15,9,9.0,14,29,13,128.0,13.0,9,2,13,826,1.7139857669826597,223.68358008022187
46,13,0,0,0,9.999999999999998,14,10.0,21.395265373925106,19,9.0,9.63104173185363,50,11.42,48.99999999999999,18,49.0,9,1.2890000000000001,71829,29,10,1.0,503.952653739251,False,0.1119489128543383,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,11,11.290000000000001,30667.0,170,0,0.0,3637.195113567268,False,-0.6973607702855047,39,10.724,48302,437,0,0.0,9349.73096840527,False,-0.5064619718075792,0,0.3620000000000001,161518,402,11,1.0,4410.678776205159,False,0.10234333664215363,8,3.970000000000001,126833,1544,0,0.0,14870.328433982004,False,-0.09597729498467585,0.3333333333333333,504654,0.0,0.0,12,0,0,12,14,13.473684210526315,19,31,15,176.0,6.0,11,2,15,630,1.6393919349648058,225.32297201518668
47,15,0,0,0,9.999999999999998,7,10.0,23.75586707339877,33,35.36363636363637,9.684805783809367,32,10.375,48.99999999999999,20,49.0,23,1.5100000000000002,72199,26,10,1.0,497.55867073398764,False,0.11760735738872946,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,13,11.409000000000002,29524.0,186,0,0.0,4418.591275652171,False,-0.7043692937663513,19,10.875000000000002,47206,454,0,0.0,10785.16365132304,False,-0.5099861019958681,0,0.36200000000000004,161943,397,11,1.0,4383.867896172318,False,0.10511458796338727,10,4.062000000000001,126378,1571,0,0.0,15214.829886364514,False,-0.09788103564308384,0.3333333333333333,502755,0.0,0.0,9,0,0,12,13,12.411764705882353,20,32,11,175.0,9.0,12,3,11,560,1.898919900006149,227.22189191519283
48,11,0,0,0,9.999999999999998,10,10.0,23.95674377931632,7,29.0,9.764155471005253,62,10.274193548387096,48.99999999999999,17,49.0,0,1.487,72302,26,13,1.0,571.4376691311121,False,0.11976611802057201,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,21,11.606,28575.0,186,0,0.0,4455.954342952836,False,-0.7130362380499863,41,11.266,45014,461,0,0.0,11044.058882264822,False,-0.5292010560630848,0,0.36200000000000004,162074,424,12,1.0,4728.001919706227,False,0.10715512721836427,8,4.132000000000001,125919,1596,0,0.0,15583.592131724385,False,-0.09973003463529417,0.3333333333333333,499389,0.0,0.0,12,0,0,9,13,13.0,19,28,15,122.0,6.0,9,2,15,744,1.6630078009911813,228.884899716184
49,15,0,0,0,9.999999999999998,10,10.0,23.128869620786574,9,8.0,9.663263877501203,54,8.888888888888891,48.99999999999999,20,49.0,0,1.487,72274,26,14,1.0,583.8041746910119,False,0.11942956447219395,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,23,11.815000000000003,27451.0,186,0,0.0,4301.969749466302,False,-0.7242248080907281,31,11.534999999999998,43630,470,0,0.0,10870.56872176969,False,-0.5429026712916327,0,0.36200000000000004,162231,440,14,1.0,4937.836106100529,False,0.10891860555638025,12,4.244000000000001,125427,1624,0,0.0,15693.140537061954,False,-0.10267386015276435,0.3333333333333333,496518,0.0,0.0,9,0,0,11,16,16.0,19,30,13,161.0,12.0,11,4,13,564,1.890787604963407,230.77568732114742
50,13,0,0,0,9.999999999999998,8,10.0,24.04137310113794,13,35.0,9.947379371052133,53,12.20754716981132,48.99999999999999,20,49.0,0,1.487,72649,24,11,1.0,504.4551041125173,False,0.1246024242881688,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,10,11.892000000000001,26600.0,199,0,0.0,4784.23324712645,False,-0.7299064046024983,43,11.934000000000001,41513,470,0,0.0,11299.44535753483,False,-0.5606271352161112,0,0.3620000000000001,162193,459,17,1.0,5398.847131312929,False,0.11021473822678286,13,4.362000000000002,124869,1648,0,0.0,16393.281203493916,False,-0.10407384309671248,0.3333333333333333,493329,0.0,0.0,7,0,0,11,15,15.0,19,30,14,124.0,15.0,8,5,14,878,1.6051850790390745,232.3808724001865
51,14,0,0,0,10.0,12,10.0,23.340098364393288,11,13.636363636363637,9.800724372567801,62,8.790322580645162,48.999999999999986,20,49.0,0,1.487,72679,26,10,1.0,493.4009836439329,False,0.12497995328615884,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,43,12.312000000000003,24031.0,200,0,0.0,4668.019672878658,False,-0.7543808066215208,19,12.081000000000001,40861,480,0,0.0,11203.247214908779,False,-0.5671493315000383,0,0.36200000000000004,162288,487,15,1.0,5507.95276944052,False,0.11122167196138154,8,4.429000000000001,124686,1672,0,0.0,16386.811150933365,False,-0.10532775680893403,0.3333333333333333,490050,0.0,0.0,15,0,0,11,12,12.0,22,33,14,145.0,19.0,11,3,14,858,1.8373384610167705,234.21821086120326
52,14,0,0,0,10.0,10,10.0,23.17376402516541,14,21.428571428571427,9.858994907075546,33,10.636363636363637,48.999999999999986,20,49.0,4,1.5270000000000001,72783,26,10,1.0,491.7376402516541,False,0.1265714676682376,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,14,12.409,23213.0,209,0,0.0,4843.316681259571,False,-0.7611848376610075,19,12.252,40231,485,0,0.0,11239.275552205225,False,-0.5728506556105998,1,0.372,162999,482,10,1.0,5242.035545210413,False,0.11511360376914825,4,4.461000000000001,124306,1700,0,0.0,16760.291342028428,False,-0.10662896877241769,0.3333333333333333,489037,0.0,0.0,16,0,0,8,11,11.0,24,32,15,166.0,20.0,11,3,15,975,1.8608577899867669,236.07906865119003
53,15,0,0,0,9.999999999999998,12,10.0,23.217570396454335,26,23.46153846153846,9.664944893703026,10,1.4,48.99999999999999,17,49.0,16,1.6830000000000003,72841,28,10,1.0,512.1757039645433,False,0.12762384073772481,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,10,12.495000000000001,22646.0,214,0,0.0,4968.560064841227,False,-0.7658836788140541,0,12.233,39796,506,0,0.0,11748.090620605893,False,-0.5745330739391011,0,0.37100000000000005,163481,476,10,1.0,5090.513769402641,False,0.11784879705299056,7,4.527000000000002,124195,1706,0,0.0,16488.395988657365,False,-0.10829165856918668,0.3333333333333333,488464,0.0,0.0,14,0,0,7,7,6.8,28,35,14,222.0,3.0,14,1,14,673,1.8006262489943765,237.8796949001844
54,14,0,0,0,9.999999999999996,10,10.0,22.706684703727444,5,7.0,9.811254070679317,71,10.619718309859154,48.99999999999999,13,49.0,0,1.667,72776,28,15,1.0,620.6002705559115,False,0.1274574252634511,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,25,12.735000000000001,21502.0,214,0,0.0,4859.230526597673,False,-0.777050565363665,46,12.693,37424,511,0,0.0,11603.115883604723,False,-0.5973061743247933,0,0.37100000000000005,163705,482,12,1.0,5317.02446206743,False,0.12011952513101475,5,4.570000000000001,123543,1761,0,0.0,17277.618418466278,False,-0.11002464797214472,0.3333333333333333,484455,0.0,0.0,11,0,0,8,11,11.0,25,33,11,178.0,6.0,12,2,11,527,1.7864464779850096,239.6661413781694
55,11,0,0,0,9.999999999999998,9,10.0,21.06090665422528,18,8.0,9.70473496377338,46,8.73913043478261,48.99999999999999,16,49.0,3,1.697,72758,27,10,1.0,480.6090665422528,False,0.12609997120312127,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,25,12.960000000000003,20196.0,223,0,0.0,4696.5821838922375,False,-0.7899750226665848,21,12.857000000000003,36734,520,0,0.0,10951.671460197147,False,-0.6067687488462137,0,0.37100000000000005,163652,499,16,1.0,5626.662746922916,False,0.12080506974314728,10,4.665000000000001,123299,1780,0,0.0,17274.428235516614,False,-0.1116782308614942,0.3333333333333333,482144,0.0,0.0,10,0,0,10,14,13.333333333333332,20,30,10,123.0,3.0,10,1,10,456,1.638767134048976,241.3049085122184
56,10,0,0,0,9.999999999999996,9,10.0,20.624855063878478,5,8.0,9.521160312434894,47,7.8936170212765955,48.99999999999999,20,49.0,0,1.6940000000000004,72708,26,15,1.0,569.372825958177,False,0.12601330391489404,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,28,13.215000000000002,18739.0,223,0,0.0,4599.342679244901,False,-0.8040015339933254,19,13.026000000000002,36119,525,0,0.0,10828.0489085362,False,-0.6130739935880223,0,0.37100000000000005,164012,506,16,1.0,5601.707118092057,False,0.12314492407940873,10,4.755000000000001,122867,1810,0,0.0,17233.300165507157,False,-0.11472532817978653,0.3333333333333333,479950,0.0,0.0,9,0,0,6,14,14.0,25,31,10,124.0,6.0,8,2,10,620,1.684842289017979,242.98975080123637
