index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01MyA@0,spot_market_loss_01MyA@0,balance_01MyA@0,inventory_01MyA@0_input,inventory_01MyA@0_output,productivity_01MyA@0,assets_01MyA@0,bankrupt_01MyA@0,score_01MyA@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
91,0,0,0,0,10.000000000000002,11,10.0,28.09317204261706,0,,11.233238386147864,0,,49.000000000000014,15,49.0,0,2.5040000000000004,75109,21,139,1.0,4114.950913923772,False,0.19039978182404482,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,605,64,1.0,9932.10922361946,False,0.2041707655501823,15,7.613000000000001,103006,3125,0,0.0,35103.86995671208,False,-0.1882877737565493,0.3333333333333333,417501,0.0,0.25,7,0,0,4,7,7.0,15,19,0,0.0,0.0,0,0,0,110,0.8294198579969816,291.24315877928166
92,0,0,0,0,10.000000000000002,7,10.0,28.09317204261706,0,,11.233238386147864,0,,49.000000000000014,10,49.0,0,2.5040000000000004,75039,18,149,1.0,4365.882634349942,False,0.19125541955409997,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,595,74,1.0,10309.77683975798,False,0.20544217676641993,10,7.698000000000001,102819,3125,0,0.0,35103.86995671208,False,-0.18954683800922395,0.3333333333333333,417244,0.0,0.25,3,0,0,9,5,5.0,14,23,0,0.0,0.0,0,0,0,70,0.8117371699772775,292.05489594925893
93,0,0,0,0,10.000000000000002,11,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000002,9,49.0,0,2.5040000000000004,74929,19,159,1.0,4656.814354776113,False,0.1918025295783669,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,585,84,1.0,10687.444455896502,False,0.20671358798265757,9,7.778000000000002,102668,3125,0,0.0,35103.86995671208,False,-0.19056351556084894,0.3333333333333333,416983,0.0,0.25,6,0,0,12,4,4.0,9,21,0,0.0,0.0,0,0,0,110,0.7929065159987658,292.8478024652577
94,0,0,0,0,10.0,9,10.0,28.09317204261706,0,,11.233238386147864,0,,49.000000000000014,9,49.0,0,2.504000000000001,74839,18,169,1.0,4927.7460752022835,False,0.19250390345552784,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000007,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,575,94,1.0,11065.112072035023,False,0.2079849991988952,9,7.859000000000002,102510,3125,0,0.0,35103.86995671208,False,-0.19162732385990028,0.3333333333333333,416735,0.0,0.25,3,0,0,11,5,5.0,11,22,0,0.0,0.0,0,0,0,90,0.816230861004442,293.66403332626214
95,0,0,0,0,10.0,9,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000002,8,49.0,0,2.5040000000000004,74749,17,179,1.0,5198.677795628453,False,0.193205277332689,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000007,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,565,104,1.0,11442.779688173545,False,0.20925641041513285,8,7.9300000000000015,102375,3125,0,0.0,35103.86995671208,False,-0.19253627398883652,0.3333333333333333,416510,0.0,0.25,4,0,0,10,5,5.0,10,20,0,0.0,0.0,0,0,0,90,0.8010669799987227,294.46510030626087
96,0,0,0,0,10.0,14,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000002,7,49.0,0,2.5040000000000004,74609,21,189,1.0,5519.609516054624,False,0.19352099157761496,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,555,114,1.0,11820.447304312067,False,0.2105278216313705,7,7.992000000000001,102267,3125,0,0.0,35103.86995671208,False,-0.19326343409198554,0.3333333333333333,416262,0.0,0.25,6,0,0,9,4,4.0,7,16,0,0.0,0.0,0,0,0,140,0.7987366240122356,295.2638369302731
97,0,0,0,0,10.0,8,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000002,10,49.0,0,2.5040000000000004,74529,19,199,1.0,5780.541236480794,False,0.1942994973812229,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,545,124,1.0,12198.11492045059,False,0.21179923284760813,10,8.085,102088,3125,0,0.0,35103.86995671208,False,-0.19446863463331585,0.3333333333333333,416003,0.0,0.25,3,0,0,10,5,5.0,10,20,0,0.0,0.0,0,0,0,80,0.8090701610199176,296.072907091293
98,0,0,0,0,10.0,6,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000002,9,49.0,0,2.504000000000001,74469,15,209,1.0,6021.472956906965,False,0.19523226703772503,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,535,134,1.0,12575.782536589111,False,0.21307064406384577,9,8.165000000000001,101932,3125,0,0.0,35103.86995671208,False,-0.19551897700453108,0.3333333333333333,415787,0.0,0.25,3,0,0,12,4,4.0,8,20,0,0.0,0.0,0,0,0,60,0.7785735589568503,296.85148065024987
99,0,0,0,0,10.0,11,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000003,9,49.0,0,2.5040000000000004,74359,16,219,1.0,6312.404677333136,False,0.19577937706199197,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,525,144,1.0,12953.450152727633,False,0.2143420552800834,9,8.246,101782,3125,0,0.0,35103.86995671208,False,-0.19652892159223803,0.3333333333333333,415527,0.0,0.25,6,0,0,5,4,4.0,12,17,0,0.0,0.0,0,0,0,110,0.8085384920123033,297.6600191422622
100,0,0,0,0,10.0,8,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000003,9,49.0,0,2.5040000000000004,74279,14,229,1.0,6573.336397759306,False,0.19655788286559991,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,515,154,1.0,13331.117768866156,False,0.21561346649632085,9,8.327000000000002,101621,3125,0,0.0,35103.86995671208,False,-0.19761292878304348,0.3333333333333333,415286,0.0,0.25,4,0,0,8,5,5.0,12,20,0,0.0,0.0,0,0,0,80,0.795759036031086,298.45577817829326
101,0,0,0,0,10.0,12,10.0,28.09317204261706,0,,11.233238386147864,0,,49.000000000000036,6,49.0,0,2.5040000000000004,74159,16,239,1.0,6874.268118185477,False,0.19702786096342007,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,505,164,1.0,13708.785385004678,False,0.2168848777125585,6,8.378000000000002,101539,3125,0,0.0,35103.86995671208,False,-0.1981650318243233,0.3333333333333333,415084,0.0,0.25,5,0,0,4,3,3.0,6,10,0,0.0,0.0,0,0,0,120,0.6316560639534146,299.0874342422467
102,0,0,0,0,10.000000000000002,16,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000003,13,49.0,0,2.504000000000001,73999,22,249,1.0,7215.1998386116475,False,0.19718931135545203,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000007,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,495,174,1.0,14086.453001143198,False,0.21815628892879613,13,8.502,101255,3125,0,0.0,35103.86995671208,False,-0.20007719357704845,0.3333333333333333,414640,0.0,0.25,8,0,0,5,6,6.0,5,10,0,0.0,0.0,0,0,0,160,0.6377799540059641,299.72521419625264
103,0,0,0,0,10.000000000000002,5,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000003,12,49.0,0,2.5040000000000004,73949,17,259,1.0,7446.131559037818,False,0.19819921293840095,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000007,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,485,184,1.0,14464.120617281718,False,0.21942770014503377,12,8.609,101001,3125,0,0.0,35103.86995671208,False,-0.20178736641223224,0.3333333333333333,414336,0.0,0.25,3,0,0,6,6,6.0,3,9,0,0.0,0.0,0,0,0,50,0.641249364009127,300.36646356026176
104,0,0,0,0,10.0,13,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000003,8,49.0,0,2.5040000000000004,73819,20,269,1.0,7757.063279463989,False,0.19859205910977412,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,475,194,1.0,14841.78823342024,False,0.2206991113612714,8,8.677000000000001,100869,3125,0,0.0,35103.86995671208,False,-0.20267611764941434,0.3333333333333333,414074,0.0,0.25,7,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,130,0.530566641013138,300.8970302012749
105,0,0,0,0,10.000000000000002,12,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000002,9,49.0,0,2.5040000000000004,73699,22,279,1.0,8057.994999890159,False,0.19906203720759408,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,465,204,1.0,15219.45584955876,False,0.22197052257750904,9,8.759,100714,3125,0,0.0,35103.86995671208,False,-0.20371972705671154,0.3333333333333333,413799,0.0,0.25,7,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,120,0.5437468810123391,301.44077708228724
106,0,0,0,0,10.000000000000002,8,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000002,6,49.0,0,2.504000000000001,73619,20,289,1.0,8318.92672031633,False,0.19984054301120202,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,455,214,1.0,15597.123465697285,False,0.22324193379374668,6,8.81,100632,3125,0,0.0,35103.86995671208,False,-0.20427183009799135,0.3333333333333333,413637,0.0,0.25,5,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,80,0.5384611929766834,301.9792382752639
107,0,0,0,0,10.000000000000002,7,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000002,9,49.0,0,2.5040000000000004,73549,17,299,1.0,8569.8584407425,False,0.20069618074125717,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,445,224,1.0,15974.791081835805,False,0.22451334500998432,9,8.894,100479,3125,0,0.0,35103.86995671208,False,-0.20530197357745245,0.3333333333333333,413414,0.0,0.25,4,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,70,0.5382873740163632,302.5175256492803
108,0,0,0,0,10.000000000000002,12,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000002,8,49.0,0,2.5040000000000004,73429,19,309,1.0,8870.790161168672,False,0.2011661588390771,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,435,234,1.0,16352.458697974325,False,0.22578475622622196,8,8.965000000000002,100347,3125,0,0.0,35103.86995671208,False,-0.20619072481463455,0.3333333333333333,413162,0.0,0.25,6,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,120,0.5292187180020846,303.0467443672824
109,0,0,0,0,10.0,8,10.0,28.09317204261706,0,,11.233238386147864,0,,49.000000000000014,13,49.0,0,2.5040000000000004,73349,17,319,1.0,9131.721881594842,False,0.20194466464268504,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,425,244,1.0,16730.126314112844,False,0.2270561674424596,13,9.087000000000002,100055,3125,0,0.0,35103.86995671208,False,-0.2081567502787041,0.3333333333333333,412790,0.0,0.25,4,0,0,0,7,7.0,0,0,0,0.0,0.0,0,0,0,80,0.522729798045475,303.56947416532785
110,0,0,0,0,10.0,8,10.0,28.09317204261706,0,,11.233238386147864,0,,49.000000000000014,7,49.0,0,2.504000000000001,73269,15,329,1.0,9392.653602021013,False,0.20272317044629318,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000007,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,415,254,1.0,17107.793930251366,False,0.22832757865869727,7,9.144,99945,3125,0,0.0,35103.86995671208,False,-0.2088973763096892,0.3333333333333333,412600,0.0,0.25,3,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,80,0.5177665639785118,304.08724072930636
111,0,0,0,0,10.0,9,10.0,28.09317204261706,0,,11.233238386147864,0,,49.000000000000014,10,49.0,0,2.5040000000000004,73179,14,339,1.0,9663.585322447183,False,0.2034245443234541,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000007,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,405,264,1.0,17485.461546389888,False,0.2295989898749349,10,9.237000000000002,99752,3125,0,0.0,35103.86995671208,False,-0.21019683834587213,0.3333333333333333,412317,0.0,0.25,4,0,0,0,6,6.0,0,0,0,0.0,0.0,0,0,0,90,0.5160268120234832,304.60326754132984
112,0,0,0,0,10.0,6,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000001,11,49.0,0,2.5040000000000004,73119,10,349,1.0,9904.517042873355,False,0.20435731397995627,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,395,274,1.0,17863.129162528407,False,0.23087040109117254,11,9.337000000000002,99531,3125,0,0.0,35103.86995671208,False,-0.2116848233717604,0.3333333333333333,412036,0.0,0.25,3,0,0,0,6,6.0,0,0,0,0.0,0.0,0,0,0,60,0.8460023920051754,305.449269933335
113,0,0,0,0,10.0,15,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000001,11,49.0,0,2.5040000000000004,72969,15,359,1.0,10235.448763299524,False,0.20459589629843522,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,385,284,1.0,18240.79677866693,False,0.23214181230740996,11,9.436,99307,3125,0,0.0,35103.86995671208,False,-0.21319300728940277,0.3333333333333333,411662,0.0,0.25,8,0,0,0,7,7.0,0,0,0,0.0,0.0,0,0,0,150,0.520070830010809,305.9693407633458
114,0,0,0,0,10.0,14,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000001,13,49.0,0,2.504000000000001,72829,19,369,1.0,10556.380483725696,False,0.20491161054336118,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,375,294,1.0,18618.46439480545,False,0.2334132235236476,13,9.555000000000001,99018,3125,0,0.0,35103.86995671208,False,-0.21513883386171817,0.3333333333333333,411233,0.0,0.25,6,0,0,0,7,7.0,0,0,0,0.0,0.0,0,0,0,140,0.5138170159771107,306.48315777932294
115,0,0,0,0,10.0,8,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000001,13,49.0,0,2.5040000000000004,72749,17,379,1.0,10817.312204151865,False,0.20569011634696932,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,365,304,1.0,18996.132010943973,False,0.23468463473988524,13,9.672000000000002,98741,3125,0,0.0,35103.86995671208,False,-0.217003864867017,0.3333333333333333,410876,0.0,0.25,5,0,0,0,5,5.0,0,0,0,0.0,0.0,0,0,0,80,0.509965222037863,306.9931230013608
116,0,0,0,0,10.0,11,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000001,12,49.0,0,2.5040000000000004,72639,18,389,1.0,11108.243924578035,False,0.2062372263712363,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,355,314,1.0,19373.799627082495,False,0.23595604595612288,12,9.779000000000002,98488,3125,0,0.0,35103.86995671208,False,-0.21870730473828273,0.3333333333333333,410513,0.0,0.25,6,0,0,0,7,7.0,0,0,0,0.0,0.0,0,0,0,110,0.508444407954812,307.5015674093156
117,0,0,0,0,10.0,10,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000001,12,49.0,0,2.5040000000000004,72539,18,399,1.0,11389.175645004207,False,0.2068614683219502,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,345,324,1.0,19751.467243221014,False,0.23722745717236052,12,9.887000000000002,98235,3125,0,0.0,35103.86995671208,False,-0.2204107446095485,0.3333333333333333,410160,0.0,0.25,5,0,0,0,6,6.0,0,0,0,0.0,0.0,0,0,0,100,0.5079796119825915,308.0095470212982
118,0,0,0,0,10.0,9,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000001,9,49.0,0,2.504000000000001,72449,17,409,1.0,11660.107365430376,False,0.20756284219911136,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000007,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,335,334,1.0,20129.134859359536,False,0.23849886838859818,9,9.965000000000002,98082,3125,0,0.0,35103.86995671208,False,-0.22144088808900958,0.3333333333333333,409917,0.0,0.25,4,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,90,0.5013458380126394,308.51089285931084
119,0,0,0,0,10.0,11,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000001,12,49.0,0,2.5040000000000004,72339,18,419,1.0,11951.039085856548,False,0.2081099522233783,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000007,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,325,344,1.0,20506.802475498058,False,0.23977027960483582,12,10.076000000000002,97832,3125,0,0.0,35103.86995671208,False,-0.22312412906852117,0.3333333333333333,409557,0.0,0.25,7,0,0,0,6,6.0,0,0,0,0.0,0.0,0,0,0,110,0.5040676569915377,309.0149605163024
120,0,0,0,0,10.0,9,10.0,28.09317204261706,0,,11.233238386147864,0,,49.000000000000014,7,49.0,0,2.5040000000000004,72249,17,429,1.0,12221.970806282718,False,0.20881132610053924,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,315,354,1.0,20884.47009163658,False,0.24104169082107346,7,10.134000000000002,97730,3125,0,0.0,35103.86995671208,False,-0.22381089138816188,0.3333333333333333,409365,0.0,0.25,4,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,90,0.5042064929730259,309.5191670092754
121,0,0,0,0,10.0,10,10.0,28.09317204261706,0,,11.233238386147864,0,,49.000000000000014,10,49.0,0,2.5040000000000004,72149,17,439,1.0,12502.90252670889,False,0.2094355680512534,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,305,364,1.0,21262.137707775102,False,0.2423131020373111,10,10.227000000000002,97542,3125,0,0.0,35103.86995671208,False,-0.2250766886047546,0.3333333333333333,409077,0.0,0.25,4,0,0,0,5,5.0,0,0,0,0.0,0.0,0,0,0,100,0.4967790470109321,310.01594605628634
122,0,0,0,0,10.0,9,10.0,28.09317204261706,0,,11.233238386147864,0,,49.000000000000014,11,49.0,0,2.504000000000001,72059,16,449,1.0,12773.834247135059,False,0.21013694192841434,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,295,374,1.0,21639.805323913624,False,0.24358451325354874,11,10.327000000000002,97321,3125,0,0.0,35103.86995671208,False,-0.22656467363064284,0.3333333333333333,408766,0.0,0.25,5,0,0,0,6,6.0,0,0,0,0.0,0.0,0,0,0,90,0.4975843969732523,310.5135304532596
123,0,0,0,0,10.0,9,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000001,6,49.0,0,2.5040000000000004,71969,15,459,1.0,13044.76596756123,False,0.21083831580557527,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,285,384,1.0,22017.472940052146,False,0.24485592446978638,6,10.376000000000001,97238,3125,0,0.0,35103.86995671208,False,-0.2271235096358407,0.3333333333333333,408593,0.0,0.25,4,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,90,0.4966605060035363,311.0101909592631
124,0,0,0,0,10.0,8,10.0,28.09317204261706,0,,11.233238386147864,0,,49.0,11,49.0,0,2.5040000000000004,71889,13,469,1.0,13305.6976879874,False,0.21161682160918344,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,275,394,1.0,22395.14055619066,False,0.24612733568602402,11,10.48,97031,3125,0,0.0,35103.86995671208,False,-0.2285172331668763,0.3333333333333333,408306,0.0,0.25,4,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,80,0.4858966820174828,311.4960876412806
125,0,0,0,0,10.0,10,10.0,28.09317204261706,0,,11.233238386147864,0,,49.0,9,49.0,0,2.5040000000000004,71789,13,479,1.0,13586.629408413572,False,0.21224106355989736,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,265,404,1.0,22772.808172329183,False,0.24739874690226166,9,10.559000000000003,96871,3125,0,0.0,35103.86995671208,False,-0.22959450739376372,0.3333333333333333,408046,0.0,0.25,6,0,0,0,5,5.0,0,0,0,0.0,0.0,0,0,0,100,0.49477623199345544,311.99086387327407
