index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,31,0,0,0,10.000000000000002,20,10.0,24.132545092153066,12,26.0,40.47621630451686,4,47.25,34.99999999999999,20,35.0,0,0.2,12796,0,152,1.0,3668.146854007266,False,0.1373764617121693,0,0.2,13047,8,144,1.0,3555.0864932700415,False,0.15249500479165212,0,0.9290000000000003,22193,4,28,1.0,1229.8642368950843,False,0.1465881821057481,0,0.2,19994,0,0,0.0,0.0,False,0.005127689523426503,0,1.0910000000000002,28341,0,20,0.0,699.9999999999999,False,-0.0565274580730023,11,2.3350000000000004,20876,165,0,0.0,6678.575690245282,False,-0.20370641745732843,0.5,117247,0.0,0.0,10,0,0,11,3,3.0,14,25,19,196.0,74.0,15,16,19,1016,1.0605854300083593,30.249410001037177
26,19,0,0,0,10.000000000000002,20,10.0,24.357621127340224,23,25.52173913043478,40.47621630451686,0,,34.99999999999999,20,35.0,0,0.2,12951,2,151,1.0,3698.0007902283737,False,0.15058698554879782,0,0.2,13279,6,142,1.0,3518.7822000823116,False,0.1691200419840749,0,0.9290000000000003,21606,17,38,1.0,1952.1757787364245,False,0.1352346616412735,0,0.2,19994,0,0,0.0,0.0,False,0.005127689523426503,0,1.0910000000000002,28656,0,11,0.0,384.99999999999994,False,-0.05134824071029267,11,2.4340000000000006,20732,165,0,0.0,6678.575690245282,False,-0.20844170190323438,0.5,117218,0.0,0.0,9,0,0,4,3,3.0,12,16,18,76.0,39.0,6,13,18,1102,0.7470693010254763,30.996479302062653
27,18,0,0,0,10.000000000000002,20,10.0,24.495293723062556,19,25.42105263157895,40.361752812243736,13,39.46153846153846,34.99999999999999,11,35.0,0,0.2,13009,7,153,1.0,3817.779939628571,False,0.1597519995191079,0,0.2,13504,1,141,1.0,3463.83641495182,False,0.18447626583813342,0,0.9290000000000003,21636,26,35,1.0,2049.5389852281573,False,0.1391901011770601,0,0.2,19994,0,0,0.0,0.0,False,0.005127689523426503,0,1.0910000000000002,28656,0,11,0.0,384.99999999999994,False,-0.05134824071029267,11,2.533000000000001,20090,178,0,0.0,7184.392000579385,False,-0.2212365669092505,0.5,116889,0.0,0.0,10,0,0,7,3,3.0,10,17,18,83.0,30.0,8,10,18,1196,0.7194991119904444,31.715978414053097
28,18,0,0,0,10.000000000000002,20,10.0,24.61097046144688,11,26.0,38.656127029253064,41,34.34146341463415,34.99999999999999,10,35.0,0,0.2,12909,7,163,1.0,4081.5881852158413,False,0.1622323013766556,0,0.2,13690,1,140,1.0,3455.535864602563,False,0.19861369294109318,6,0.9890000000000003,22560,27,10,1.0,1051.0574727515964,False,0.16054337102231048,0,0.2,19994,0,0,0.0,0.0,False,0.005127689523426503,0,1.0910000000000002,27549,22,19,1.0,1515.4347946435673,False,-0.0691641763458802,8,2.6020000000000003,19775,187,0,0.0,7228.695754470323,False,-0.23086656109058984,0.6666666666666666,116477,0.0,0.0,8,0,0,7,4,3.5,9,16,21,61.0,50.0,6,12,21,1733,0.695431848987937,32.411410263041034
29,21,0,0,0,10.000000000000002,20,10.0,24.644131624175618,12,25.0,37.91595715547835,19,32.8421052631579,34.99999999999999,13,35.0,0,0.2,13109,7,161,1.0,4037.7051914922745,False,0.17607498995149942,0,0.2,13590,1,150,1.0,3706.619743626343,False,0.20059938364403104,9,1.0730000000000002,22584,29,10,1.0,1093.8393886558765,False,0.16282524101789356,0,0.2,19994,0,0,0.0,0.0,False,0.005127689523426503,0,1.0910000000000002,27366,24,26,1.0,1819.9829717314801,False,-0.07017456475285302,10,2.694000000000001,19324,194,0,0.0,7355.6956881628,False,-0.2436090810890694,0.6666666666666666,115967,0.0,0.0,7,0,0,6,4,3.2857142857142856,7,13,16,104.0,39.0,8,13,16,795,0.7788794609950855,33.19028972403612
30,16,0,0,0,10.000000000000002,20,10.0,24.644131624175618,0,,37.93186151554113,2,39.0,35.0,20,35.0,0,0.2,12989,9,171,1.0,4304.146507734031,False,0.17710279513853816,0,0.2,13510,0,159,0.9,3918.4169282439234,False,0.20261280137774723,0,1.0640000000000003,22662,19,18,1.0,1151.0120081390771,False,0.16818349105517488,0,0.2,19994,0,0,0.0,0.0,False,0.005127689523426503,0,1.0910000000000002,27568,16,28,1.0,1586.909784248658,False,-0.06736419295875273,12,2.804000000000001,19156,194,0,0.0,7358.781134014979,False,-0.24908284883237458,0.65,115879,0.0,0.0,9,0,0,11,3,3.0,2,13,26,63.0,54.0,8,8,26,558,0.6318944819504395,33.82218420598656
31,26,0,0,0,10.000000000000002,20,10.0,24.644131624175618,0,,38.873593440824926,28,43.0,35.0,20,35.0,0,0.2,12889,9,181,1.0,4550.587823975787,False,0.17890802394370628,0,0.2,13410,0,169,1.0,4164.858244485679,False,0.20441803018291535,10,1.1640000000000001,23556,9,10,1.0,610.5331190258298,False,0.19954084855785817,0,0.2,19994,0,0,0.0,0.0,False,0.005127689523426503,0,1.0910000000000002,27278,22,28,1.0,1835.2190556981484,False,-0.07281783861068479,10,2.892000000000001,18498,206,0,0.0,8007.9602488099345,False,-0.26004669107514083,0.6666666666666666,115625,0.0,0.0,7,0,0,12,3,2.625,3,15,27,148.0,89.0,11,15,27,1114,0.9448445489979349,34.767028754984494
32,27,0,0,0,10.000000000000002,20,10.0,24.644131624175618,0,,38.873593440824926,0,,35.0,20,35.0,0,0.2,12769,11,191,1.0,4817.029140217543,False,0.17993582913074488,0,0.2,13330,0,177,0.8,4362.0112974790845,False,0.20586221322704978,0,1.1540000000000004,23556,0,19,0.9,738.5982753756736,False,0.20275986012908898,0,0.2,19994,0,0,0.0,0.0,False,0.005127689523426503,0,1.0910000000000002,27663,12,27,1.0,1411.4831212898991,False,-0.06712457873577933,9,2.9720000000000004,18405,206,0,0.0,8007.9602488099345,False,-0.2631048956131218,0.6166666666666667,115717,0.0,0.0,8,0,0,5,2,2.0,5,10,25,162.0,81.0,10,17,25,585,0.9575191490002908,35.724547903984785
33,25,0,0,0,10.000000000000002,20,10.0,24.644131624175618,0,,38.873593440824926,0,,35.0,20,35.0,0,0.2,12639,14,201,1.0,5093.470456459299,False,0.1805749225087187,0,0.2,13260,0,184,0.7,4534.520218848314,False,0.20712587339066751,0,1.1540000000000004,23556,0,19,0.0,738.5982753756736,False,0.20275986012908898,0,0.2,19994,0,0,0.0,0.0,False,0.005127689523426503,0,1.0910000000000002,28118,2,24,1.0,917.7471868816499,False,-0.06028038166916064,7,3.0330000000000004,18336,206,0,0.0,8007.9602488099345,False,-0.265373886076785,0.45,115903,0.0,0.0,7,0,0,5,2,2.0,3,8,28,122.0,78.0,8,17,28,655,0.7970373859861866,36.52158528997097
34,28,0,0,0,10.000000000000002,20,10.0,24.76143819646065,12,26.0,38.873593440824926,0,,35.0,20,35.0,0,0.2,12539,14,211,1.0,5364.663459453197,False,0.18334227860736985,0,0.2,13472,0,182,1.0,4506.581751755838,False,0.22252125288641214,0,1.1540000000000004,23244,2,29,1.0,1176.8570861768442,False,0.19809111919809083,0,0.2,19994,0,0,0.0,0.0,False,0.005127689523426503,0,1.0910000000000002,28538,0,14,0.2,490.0,False,-0.05350213745478461,8,3.1060000000000008,18253,206,0,0.0,8007.9602488099345,False,-0.2681032514171336,0.5333333333333333,116040,0.0,0.0,8,0,0,4,2,2.0,5,9,26,129.0,71.0,9,19,26,932,0.8147103489609435,37.336295638931915
35,26,0,0,0,10.0,20,10.0,24.96116597257095,24,26.0,39.23992301437721,18,42.0,34.99999999999999,20,35.0,0,0.2,12751,14,209,1.0,5356.883688267329,False,0.19952125041853874,0,0.2,13684,0,180,1.0,4493.009875062771,False,0.2384750787165814,0,1.1540000000000004,23376,16,21,1.0,1223.4170388630566,False,0.20589727123625223,0,0.2,19994,0,0,0.0,0.0,False,0.005127689523426503,0,1.0910000000000002,28323,5,13,1.0,651.199615071886,False,-0.057921742599936134,9,3.188000000000001,17999,209,0,0.0,8201.143910004837,False,-0.27327944902984486,0.6666666666666666,116127,0.0,0.0,11,0,0,9,2,2.0,1,10,24,113.0,68.0,10,16,24,1965,0.7263747429824434,38.06267038191436
36,24,0,0,0,10.0,20,10.0,24.964358969704513,12,25.0,39.00759211357113,16,37.0,34.999999999999986,20,35.0,0,0.2,12941,15,207,1.0,5317.622306728834,False,0.21276616289857864,0,0.2,13594,0,189,0.9,4718.263845274153,False,0.24023415397940417,0,1.1540000000000004,23668,18,15,1.0,1034.4723431582481,False,0.21582727586864683,0,0.2,19994,0,0,0.0,0.0,False,0.005127689523426503,0,1.0910000000000002,28603,0,10,0.5,349.9999999999999,False,-0.05366655705360079,12,3.2990000000000004,17242,225,0,0.0,8776.708225553504,False,-0.28870917090507225,0.5666666666666667,116042,0.0,0.0,9,0,0,4,3,3.0,1,5,26,71.0,83.0,5,19,26,1372,1.3006540450151078,39.363324426929466
37,26,0,0,0,10.0,20,10.0,24.964358969704513,0,,37.67994998311277,24,30.0,34.99999999999998,20,35.0,0,0.2,12841,15,217,1.0,5567.265896425879,False,0.2146958678545394,0,0.2,13494,0,199,1.0,4967.907434971198,False,0.24216385893536496,9,1.2440000000000002,24101,8,10,1.0,576.5143715887639,False,0.2260837113309059,0,0.2,19994,0,0,0.0,0.0,False,0.005127689523426503,0,1.0910000000000002,28163,14,12,1.0,947.5192997635786,False,-0.058311093394219415,12,3.407,17080,225,0,0.0,8477.988746200373,False,-0.2989478996020984,0.6666666666666666,115673,0.0,0.0,6,0,0,11,5,4.0625,1,12,24,132.0,42.0,12,14,24,480,0.7083369889878668,40.07166141591733
38,24,0,0,0,10.0,20,10.0,24.965154810908263,3,25.0,36.89876517532994,15,29.266666666666666,34.999999999999986,20,35.0,0,0.2,12816,15,224,1.0,5742.194677643451,False,0.21955199710967305,0,0.2,13394,0,209,1.0,5217.717355479827,False,0.24410002936639308,5,1.2850000000000001,24305,1,10,1.0,393.95280656420766,False,0.23175027163091214,0,0.2,19994,0,0,0.0,0.0,False,0.005127689523426503,0,1.0910000000000002,28439,5,13,1.0,639.4938258766496,False,-0.05429967402373152,11,3.5050000000000003,16541,239,0,0.0,8818.804876903856,False,-0.3110686472064476,0.6666666666666666,115489,0.0,0.0,8,0,0,8,5,4.333333333333333,1,9,27,104.0,57.0,9,15,27,690,0.7807458160095848,40.85240723192692
39,27,0,0,0,10.0,20,10.0,24.965154810908263,0,,36.949014363666365,6,38.166666666666664,34.999999999999986,20,35.0,0,0.2,12736,13,234,1.0,5971.846225752533,False,0.2222594350366373,0,0.2,13274,2,219,1.0,5487.368903588909,False,0.2452526200570983,0,1.2800000000000005,24534,0,5,0.1,184.74507181833184,False,0.238003847572349,0,0.2,19994,0,0,0.0,0.0,False,0.005127689523426503,0,1.0910000000000002,28525,1,14,1.0,526.9490143636662,False,-0.053322114199873975,11,3.6040000000000005,16400,239,0,0.0,8830.81443291626,False,-0.31550781925491184,0.5166666666666667,115463,0.0,0.0,9,0,0,4,3,3.0,0,4,22,52.0,84.0,4,23,22,744,0.69946000399068,41.5518672359176
40,22,0,0,0,9.999999999999998,20,10.0,24.965154810908263,0,,37.65654564514588,7,51.42857142857143,34.999999999999986,12,35.0,0,0.2,12706,6,244,1.0,6151.497773861616,False,0.22691043200892538,0,0.2,13104,9,229,1.0,5807.020451697992,False,0.24446165170247974,2,1.3000000000000003,24832,0,0,0.0,0.0,False,0.24834104162477377,0,0.2,19994,0,0,0.0,0.0,False,0.005127689523426503,0,1.0910000000000002,28525,0,15,0.1,524.9999999999998,False,-0.05335415981585005,12,3.713000000000001,15883,246,0,0.0,9263.510228705887,False,-0.32539443885718705,0.35000000000000003,115044,0.0,0.0,7,0,0,3,4,4.0,3,6,21,93.0,48.0,6,16,21,460,0.5783494210336357,42.130216656951234
41,21,0,0,0,9.999999999999998,20,10.0,25.058582561205164,12,26.0,38.08686706607763,29,40.0,34.999999999999986,20,35.0,0,0.2,12596,7,254,1.0,6434.8799705461115,False,0.2293741728424984,0,0.2,13326,8,227,1.0,5768.298241393572,False,0.2602152779831132,29,1.5880000000000003,24781,2,10,1.0,430.9858357831866,False,0.25661034173997543,0,0.2,19994,0,0,0.0,0.0,False,0.005127689523426503,0,1.0910000000000002,27715,19,15,1.0,1248.6504742554748,False,-0.06809190275804874,10,3.801000000000001,15771,246,0,0.0,9369.369298255097,False,-0.3273369072960358,0.6666666666666666,114183,0.0,0.0,8,0,0,3,3,3.0,0,3,24,15.0,60.0,3,18,24,862,0.4685996670159511,42.598816323967185
42,24,0,0,0,9.999999999999998,20,10.0,25.133271952131217,23,25.52173913043478,38.08686706607763,0,,34.999999999999986,12,35.0,0,0.2,12778,10,252,1.0,6433.5845319370665,False,0.24347292746393015,0,0.2,13531,5,226,1.0,5730.119461181655,False,0.27466840788236235,0,1.5590000000000004,24194,15,20,1.0,1138.7364206035209,False,0.24489082094820833,0,0.2,19994,0,0,0.0,0.0,False,0.005127689523426503,0,1.0910000000000002,27715,9,25,1.0,1217.7818035946984,False,-0.06859944420265211,12,3.911000000000001,15611,246,0,0.0,9369.369298255097,False,-0.33259833445815357,0.6666666666666666,113823,0.0,0.0,7,0,0,3,3,3.0,3,6,28,84.0,54.0,6,18,28,787,0.5765513890073635,43.17536771297455
43,28,0,0,0,9.999999999999998,20,10.0,25.195913638398668,10,26.0,38.08686706607763,0,,34.999999999999986,14,35.0,0,0.2,12978,6,252,1.0,6409.370236876464,False,0.25808016158269703,0,0.2,13391,9,236,1.0,6036.2356186620855,False,0.27568357376436636,0,1.5590000000000006,23934,15,30,1.0,1520.544716558309,False,0.24141727117832068,0,0.2,19994,0,0,0.0,0.0,False,0.005127689523426503,0,1.0910000000000002,27785,0,32,0.9,1119.9999999999995,False,-0.06790529431108189,12,4.019000000000001,15444,246,0,0.0,9369.369298255097,False,-0.33808994905861395,0.65,113526,0.0,0.0,7,0,0,3,3,3.0,3,6,26,79.0,66.0,6,22,26,530,0.5134475979721174,43.688815310946666
44,26,0,0,0,9.999999999999998,20,10.0,25.195913638398668,0,,37.25295080769905,10,25.4,34.999999999999986,20,35.0,0,0.2,12888,5,262,1.0,6651.329373260451,False,0.260488586381888,0,0.2,13281,10,246,1.0,6298.194755046073,False,0.27731457494542777,0,1.5590000000000006,24188,5,30,1.0,1243.5680924229648,False,0.24722421306110415,0,0.2,19994,0,0,0.0,0.0,False,0.005127689523426503,0,1.0910000000000002,28142,0,26,0.7,909.9999999999997,False,-0.05961854653074646,7,4.077000000000001,15219,249,0,0.0,9275.984751117063,False,-0.3470242559829486,0.6166666666666667,113712,0.0,0.0,10,0,0,5,2,2.0,0,5,21,64.0,63.0,5,21,21,909,0.333312125003431,44.0221274359501
45,21,0,0,0,10.0,20,10.0,25.195913638398668,0,,37.26561770860189,1,39.0,34.999999999999986,20,35.0,0,0.2,12808,3,272,1.0,6883.288509644438,False,0.2632857229901437,0,0.2,13161,12,256,1.0,6570.153891430059,False,0.2785568643174245,0,1.5590000000000004,24227,0,34,0.5,1267.0310020924642,False,0.2497745576636956,0,0.2,19994,0,0,0.0,0.0,False,0.005127689523426503,0,1.0910000000000002,28278,0,22,0.1,769.9999999999997,False,-0.0574482078263729,15,4.220000000000001,14984,249,0,0.0,9279.13880944187,False,-0.35470011822686826,0.43333333333333335,113452,0.0,0.0,7,0,0,0,3,3.0,0,0,14,0.0,63.0,0,21,14,414,0.1697606740053743,44.19188810995547
46,14,0,0,0,10.0,17,10.0,25.002946983305335,10,22.6,39.15089956557912,33,46.24242424242424,34.999999999999986,20,35.0,0,0.2,12708,3,282,1.0,7080.831049292105,False,0.2631901986042177,0,0.2,13317,9,256,1.0,6490.754427726166,False,0.2875983218427335,0,1.5590000000000004,25527,0,11,1.0,430.6598952213703,False,0.2941046625583493,0,0.2,19994,0,0,0.0,0.0,False,0.005127689523426503,0,1.0910000000000002,28523,0,18,0.5,629.9999999999998,False,-0.051693521867806645,11,4.3149999999999995,13397,277,0,0.0,10844.799179665415,False,-0.3811443738956689,0.5833333333333334,113466,0.0,0.0,10,0,0,0,3,3.0,0,0,12,0.0,42.0,0,14,12,2237,0.14355713699478656,44.33544524695026
47,12,0,0,0,10.0,0,,24.74289267705949,2,9.0,38.82316376909651,15,35.733333333333334,34.999999999999986,20,35.0,0,0.2,12708,0,285,0.3,7051.724412961955,False,0.2620587892778494,0,0.2,13335,0,263,0.9,6507.380774066646,False,0.2896439700717813,4,1.5990000000000006,25921,0,2,0.2,77.64632753819302,False,0.3050383653614063,0,0.2,19994,0,0,0.0,0.0,False,0.005127689523426503,0,1.0910000000000002,28768,0,14,0.5,489.9999999999998,False,-0.04593883590924038,11,4.414000000000001,12789,287,0,0.0,11142.248001730699,False,-0.39624715551248446,0.31666666666666665,113515,0.0,0.0,5,0,0,0,4,3.8,0,0,7,0.0,36.0,0,12,7,799,0.11436607700306922,44.44981132395333
48,7,0,0,0,10.0,0,,24.74289267705949,0,,39.18722657213574,4,52.0,34.999999999999986,9,35.0,0,0.2,12708,0,285,0.0,7051.724412961955,False,0.2620587892778494,0,0.2,13335,0,263,0.0,6507.380774066646,False,0.2896439700717813,2,1.6150000000000002,26067,0,0,0.0,0.0,False,0.3104263020309672,0,0.2,19994,0,0,0.0,0.0,False,0.005127689523426503,0,1.0910000000000002,28768,0,14,0.0,489.9999999999998,False,-0.04593883590924038,9,4.493,12488,291,0,0.0,11403.4829324915,False,-0.401850001109972,0.0,113360,0.0,0.0,0,0,0,0,3,2.5,0,0,3,0.0,21.0,0,7,3,0,0.08724904799601063,44.53706037194934
49,3,0,0,0,10.0,0,,24.74289267705949,0,,39.18722657213574,0,,34.999999999999986,6,35.0,0,0.2,12708,0,285,0.0,7051.724412961955,False,0.2620587892778494,0,0.2,13335,0,263,0.0,6507.380774066646,False,0.2896439700717813,0,1.6130000000000004,26067,0,0,0.0,0.0,False,0.3104263020309672,0,0.2,19994,0,0,0.0,0.0,False,0.005127689523426503,0,1.0910000000000002,28768,0,14,0.0,489.9999999999998,False,-0.04593883590924038,6,4.544000000000001,12446,291,0,0.0,11403.4829324915,False,-0.4032311257400279,0.0,113318,0.0,0.0,0,0,0,0,1,1.0,0,0,0,0.0,9.0,0,3,0,0,0.06716411898378283,44.60422449093312
