index,id,seller_name,buyer_name,seller_type,buyer_type,delivery_time,quantity,unit_price,signed_at,nullified_at,concluded_at,signatures,issues,seller,buyer,product_name,caller,is_buy,product,n_neg_steps,executed_at,breaches,erred_at,dropped_at
148,374e4811-c3cc-4fb9-a892-89ced9f53a73,SELLER,01Ran@0,_SystemAgent,RandomAgent,0,2,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,0,,-1,-1
59,88e2957a-9619-4ff5-ab33-21ba17de258b,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,0,4,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,True,0,0,0,,-1,-1
17,d27db145-b2e9-436a-bd2e-30428c21592b,SELLER,01Ran@0,_SystemAgent,RandomAgent,0,4,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,0,,-1,-1
34,424a1663-4f60-4aa2-8c28-35317e10553a,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,0,2,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,False,0,0,0,,-1,-1
152,482ea2de-a715-4a18-abf2-6df70cd71dcb,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,0,1,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,False,0,0,0,,-1,-1
130,90d24523-158c-4206-b6f0-014bcadf1e39,SELLER,01Ran@0,_SystemAgent,RandomAgent,0,3,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,0,,-1,-1
26,04b7ce84-f41c-49e4-b19c-c4041fe5cbe6,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,0,3,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,False,0,0,0,,-1,-1
1,f8f57832-05fa-437c-941f-78e64c8d71b5,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,0,1,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,True,0,0,0,,-1,-1
48,266de737-22db-42f4-ae57-9cd66b6e3fbc,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,1,2,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,False,0,0,1,,-1,-1
110,fc309f8a-ae3e-4167-885e-ee1a2a33aee7,SELLER,01Ran@0,_SystemAgent,RandomAgent,1,1,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,1,,-1,-1
447,3d0f1d85-1b4f-4c53-92ad-312cd898acc3,03Buy@1,05Dec@2,BuyCheapSellExpensiveAgent,DecentralizingAgent,1,2,15,-1,-1,1,,"[quantity: (1, 5), time: (1, 1), unit_price: (1, 28)]",03Buy@1,05Dec@2,p2,05Dec@2,True,2,17,-1,,-1,-1
227,91e2c986-59b2-4982-844d-a674ce6cbbbb,SELLER,01Ran@0,_SystemAgent,RandomAgent,1,4,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,1,,-1,-1
430,396e9834-f541-4990-ad8c-d12e963f509f,04Ran@2,07Dec@3,RandomAgent,DecentralizingAgent,1,5,1,-1,-1,1,,"[quantity: (1, 10), time: (1, 4), unit_price: (1, 38)]",04Ran@2,07Dec@3,p3,07Dec@3,True,3,9,-1,,-1,-1
445,0eb3d8de-2469-4a68-af28-0f318df7f048,05Dec@2,07Dec@3,DecentralizingAgent,DecentralizingAgent,1,3,19,-1,-1,1,,"[quantity: (1, 10), time: (1, 4), unit_price: (1, 38)]",05Dec@2,07Dec@3,p3,07Dec@3,True,3,17,-1,,-1,-1
162,4570aab2-b8f1-431b-adb0-33d63b6da3f3,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,1,4,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,True,0,0,1,,-1,-1
188,cf4344ce-ed93-43e1-bbe6-0e4d07633d22,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,1,3,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,True,0,0,1,,-1,-1
444,88a74cbc-e63d-4293-bcf8-04e6a5417453,03Buy@1,05Dec@2,BuyCheapSellExpensiveAgent,DecentralizingAgent,1,3,14,-1,-1,1,,"[quantity: (1, 5), time: (1, 2), unit_price: (1, 28)]",03Buy@1,05Dec@2,p2,05Dec@2,True,2,17,-1,,-1,-1
425,920dd6b6-d7ec-4077-94bc-c7c90a20693a,04Ran@2,07Dec@3,RandomAgent,DecentralizingAgent,1,3,1,-1,-1,1,,"[quantity: (1, 5), time: (1, 1), unit_price: (1, 38)]",04Ran@2,07Dec@3,p3,07Dec@3,True,3,8,-1,,-1,-1
435,cbe8557f-5b20-4aeb-8073-46910782d053,02Dec@1,04Ran@2,DecentralizingAgent,RandomAgent,1,3,53,-1,-1,1,,"[quantity: (1, 5), time: (1, 6), unit_price: (28, 56)]",02Dec@1,04Ran@2,p2,02Dec@1,False,2,13,-1,,-1,-1
216,e57a2d5c-191a-49ca-8cca-fd14fda40959,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,1,1,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,True,0,0,1,,-1,-1
96,97759f82-9c51-40d6-b5b0-87f4e1234967,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,1,1,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,False,0,0,1,,-1,-1
477,238c3305-14b6-416c-9b65-a2021113fa05,01Ran@0,02Dec@1,RandomAgent,DecentralizingAgent,1,3,1,-1,-1,1,,"[quantity: (1, 5), time: (1, 1), unit_price: (1, 18)]",01Ran@0,02Dec@1,p1,02Dec@1,True,1,8,-1,,-1,-1
424,80ac17d7-3d96-4e96-960e-7e49294be71e,02Dec@1,05Dec@2,DecentralizingAgent,DecentralizingAgent,1,5,43,-1,-1,1,,"[quantity: (1, 5), time: (1, 6), unit_price: (28, 56)]",02Dec@1,05Dec@2,p2,02Dec@1,False,2,17,-1,,-1,-1
438,386231ff-ef17-4ab1-b8e8-0a7ab29502a8,00Ind@0,02Dec@1,IndDecentralizingAgent,DecentralizingAgent,1,5,10,-1,-1,1,,"[quantity: (1, 5), time: (1, 1), unit_price: (1, 18)]",00Ind@0,02Dec@1,p1,02Dec@1,True,1,17,-1,,-1,-1
474,e8de555c-261a-454a-999e-1046b260dcea,03Buy@1,05Dec@2,BuyCheapSellExpensiveAgent,DecentralizingAgent,1,4,14,-1,-1,1,,"[quantity: (1, 5), time: (1, 5), unit_price: (1, 28)]",03Buy@1,05Dec@2,p2,05Dec@2,True,2,17,-1,,-1,-1
20,07e0cbe1-6655-4144-82fb-d52e20407e6e,SELLER,01Ran@0,_SystemAgent,RandomAgent,1,3,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,1,,-1,-1
473,8e1f0b8f-3a4b-4aa6-94c4-431d2b963eb7,03Buy@1,05Dec@2,BuyCheapSellExpensiveAgent,DecentralizingAgent,1,4,14,-1,-1,1,,"[quantity: (1, 5), time: (1, 4), unit_price: (1, 28)]",03Buy@1,05Dec@2,p2,05Dec@2,True,2,17,-1,,-1,-1
253,20572dbd-2b23-4a5a-aea3-a12604924f36,SELLER,01Ran@0,_SystemAgent,RandomAgent,1,1,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,1,,-1,-1
419,a3700e5b-235c-4146-a154-8427c17ce753,04Ran@2,06MyA@3,RandomAgent,MyAgent,1,10,10,1,-1,1,06MyA@3|04Ran@2,"[quantity: (1, 10), time: (1, 1), unit_price: (1, 38)]",04Ran@2,06MyA@3,p3,06MyA@3,True,3,15,-1,04Ran@2:product(1.0),-1,-1
7,baff912f-47ae-478f-bf51-385ae5c0b82f,SELLER,01Ran@0,_SystemAgent,RandomAgent,2,2,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,2,,-1,-1
87,e7051c5c-6c52-45f6-85ed-ee64e96c0115,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,2,1,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,True,0,0,2,,-1,-1
413,7e76f35b-b765-413c-9118-c07466c34506,04Ran@2,07Dec@3,RandomAgent,DecentralizingAgent,2,3,5,1,-1,1,07Dec@3|04Ran@2,"[quantity: (1, 11), time: (1, 2), unit_price: (1, 38)]",04Ran@2,07Dec@3,p3,07Dec@3,True,3,13,-1,04Ran@2:product(1.0),-1,-1
385,942e367e-9e6d-4af8-a0d7-329acfbccab4,01Ran@0,02Dec@1,RandomAgent,DecentralizingAgent,2,4,5,1,-1,1,02Dec@1|01Ran@0,"[quantity: (1, 5), time: (1, 2), unit_price: (1, 18)]",01Ran@0,02Dec@1,p1,02Dec@1,True,1,14,-1,01Ran@0:product(1.0),-1,-1
519,667913e5-a4de-4cc4-a5b8-7ef86ade4977,02Dec@1,04Ran@2,DecentralizingAgent,RandomAgent,2,4,54,-1,-1,2,,"[quantity: (1, 5), time: (2, 7), unit_price: (28, 56)]",02Dec@1,04Ran@2,p2,02Dec@1,False,2,11,-1,,-1,-1
242,7edd5a56-0789-457b-9795-bf1fc0985bda,SELLER,01Ran@0,_SystemAgent,RandomAgent,2,2,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,2,,-1,-1
12,55613968-fb01-4776-a4a6-c4507b961e11,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,2,2,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,False,0,0,2,,-1,-1
