index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
32,10,0,0,0,10.000000000000002,20,10.0,19.06931075966744,19,15.368421052631579,4.612291178831778,38,2.289473684210526,43.99999999999999,20,44.0,0,0.524,73388,1,36,1.0,696.4951873480279,False,0.04039969514023688,15,4.5440000000000005,59734,347,0,0.0,3470.0000000000005,False,-0.13268804763450115,0,0.2,107427,0,15,0.0,69.18436768247666,False,0.002973523084487389,38,6.646000000000002,56914.0,757,0,0.0,14435.468245068254,False,-0.40143794627241974,0,1.2080000000000002,162957,0,6,0.0,263.99999999999994,False,0.03354330908261299,12,2.8670000000000004,150581,534,0,0.0,2462.963489496169,False,-0.03791932783626914,0.16666666666666666,611001,0.0,0.0,12,0,0,5,13,13.0,19,24,6,112.0,3.0,9,1,6,628,1.6924937879666686,145.7003957190318
33,6,0,0,0,10.000000000000002,20,10.0,19.65155615674648,14,28.5,4.225944845795297,30,1.7666666666666666,43.99999999999999,20,44.0,0,0.524,73568,5,36,1.0,757.4560216428733,False,0.043369520280239764,4,4.569000000000002,59654,353,0,0.0,3530.0000000000005,False,-0.1333935349145655,0,0.2,107427,0,15,0.0,63.389172686929456,False,0.0029464788772338526,30,6.908000000000001,54931.0,771,0,0.0,15151.349796851537,False,-0.41660514547449884,7,1.2780000000000002,163124,0,9,0.9,395.99999999999994,False,0.035019899110243606,7,2.9250000000000007,150447,555,0,0.0,2345.39938941639,False,-0.0391410448001965,0.31666666666666665,609151,0.0,0.0,12,0,0,6,13,12.666666666666666,14,20,8,78.0,0.0,6,0,8,696,1.4346792429569177,147.13507496198872
34,8,0,0,0,10.000000000000002,20,10.0,19.901167759306237,50,20.92,4.174110890290596,19,3.6315789473684212,43.999999999999986,20,44.0,0,0.524,73892,5,30,1.0,647.0350327791871,False,0.04716207182410214,34,4.905000000000001,59021,363,0,0.0,3630.0000000000005,False,-0.1416195166001157,0,0.2,107427,0,15,0.0,62.61166335435894,False,0.002942850505186326,19,7.068000000000001,53086.0,821,0,0.0,16338.85873039042,False,-0.4282834215469493,4,1.3110000000000002,163479,0,0,0.0,0.0,False,0.03601485462242389,7,2.988000000000001,150291,574,0,0.0,2395.939651026802,False,-0.03996951871078228,0.16666666666666666,607196,0.0,0.0,13,0,0,6,11,10.333333333333332,15,21,7,84.0,3.0,7,1,7,932,1.6605396590312012,148.79561462101992
35,7,0,0,0,10.0,20,10.0,19.856235772353777,12,19.0,4.337190670741915,6,9.666666666666666,43.99999999999999,20,44.0,0,0.524,73955,2,33,1.0,675.2557804876747,False,0.048250079582405646,5,4.921000000000001,58866,376,0,0.0,3760.0,False,-0.1428893937042315,0,0.2,107427,0,15,0.0,65.05786006112872,False,0.002954266074597122,6,7.109000000000001,52682.0,833,0,0.0,16540.244398370698,False,-0.43111428465522383,10,1.4070000000000003,163319,0,2,0.2,87.99999999999999,False,0.035279728256736545,10,3.0810000000000004,150081,578,0,0.0,2506.896207688827,False,-0.04094876863897424,0.19999999999999998,606330,0.0,0.0,10,0,0,6,10,10.0,16,22,11,113.0,0.0,7,0,11,333,1.4196302240015939,150.21524484502152
36,11,0,0,0,10.0,20,10.0,21.028595061717585,37,27.89189189189189,4.287631776455703,7,3.0,43.99999999999999,20,44.0,1,0.534,74862,0,7,0.7,147.20016543202308,False,0.05732225364688975,3,4.9460000000000015,58695,391,0,0.0,3910.0,False,-0.14424392928195504,0,0.2,107427,0,15,0.0,64.31447664683554,False,0.0029507969566226083,7,7.173000000000001,51412.0,870,0,0.0,18294.8777036943,False,-0.4347793243436608,9,1.487,163250,0,7,0.7,307.99999999999994,False,0.035539557403229484,9,3.161000000000001,149947,578,0,0.0,2478.251166791396,False,-0.04188873239248326,0.2333333333333333,605593,0.0,0.0,11,0,0,6,10,9.058823529411764,21,27,8,117.0,3.0,10,1,8,623,1.8476157710538246,152.06286061607534
37,8,0,0,0,10.0,20,10.0,21.028595061717585,0,,4.396083561324753,9,6.444444444444445,43.99999999999999,20,44.0,0,0.533,74782,0,15,0.8,315.4289259257638,False,0.057380306505479865,0,4.943000000000001,58575,403,0,0.0,4030.0,False,-0.14509051401803225,0,0.2,107427,0,15,0.0,65.94125341987129,False,0.0029583885714413363,9,7.256,51105.0,870,0,0.0,18294.8777036943,False,-0.43764465385655477,2,1.4980000000000002,163531,0,4,0.4,175.99999999999997,False,0.03690207609825344,11,3.2620000000000013,149705,583,0,0.0,2562.916716252331,False,-0.04315408275161494,0.20000000000000004,605125,0.0,0.0,10,0,0,4,9,8.5,19,23,8,113.0,0.0,8,0,8,464,1.5017634549876675,153.564624071063
38,8,0,0,0,10.0,20,10.0,20.865394045492508,13,18.0,4.4577272389213665,22,4.909090909090909,43.999999999999986,20,44.0,0,0.533,74916,0,12,1.0,250.3847285459101,False,0.058812133877117555,0,4.943000000000001,58475,413,0,0.0,4130.0,False,-0.14579600129809658,0,0.2,107427,0,15,0.0,66.8659085838205,False,0.0029627036231197087,22,7.4670000000000005,49904.0,883,0,0.0,18424.142942169885,False,-0.44825073526889353,8,1.576,163593,0,2,0.2,87.99999999999997,False,0.0370161474308601,8,3.331000000000001,149487,603,0,0.0,2688.009525069584,False,-0.04413923824092639,0.19999999999999998,603802,0.0,0.0,9,0,0,3,11,10.8,19,22,9,71.0,3.0,7,1,9,566,1.5971300349920057,155.161754106055
39,9,0,0,0,10.0,20,10.0,20.69824706714813,62,20.112903225806452,4.542862852066505,11,5.818181818181818,43.99999999999998,20,44.0,8,0.613,75118,2,10,1.0,226.9824706714813,False,0.06149720253602551,42,5.363,57456,421,0,0.0,4210.0,False,-0.15960944224175638,0,0.2,107427,0,15,0.0,68.14294278099757,False,0.002968663108093889,11,7.5550000000000015,48286.0,945,0,0.0,19559.843478454983,False,-0.4580521196977172,8,1.6480000000000004,163559,0,2,0.2,87.99999999999996,False,0.03680067935815864,10,3.423000000000001,149271,612,0,0.0,2780.232065464701,False,-0.04521587345222718,0.19999999999999998,601117,0.0,0.0,8,0,0,5,15,14.777777777777779,21,26,11,126.0,0.0,9,0,11,598,1.3591776830144227,156.52093178906944
40,11,0,0,0,9.999999999999998,20,10.0,21.267711611768313,11,34.27272727272727,4.355613347591098,13,2.076923076923077,43.99999999999998,20,44.0,0,0.6050000000000001,75368,0,11,0.9,233.94482772945145,False,0.06507375747978396,3,5.351000000000002,57311,434,0,0.0,4339.999999999999,False,-0.16073822188985934,0,0.2,107427,0,15,0.0,65.33420021386647,False,0.0029555556602571657,13,7.674000000000001,47361.0,956,0,0.0,20331.932300850505,False,-0.46308236515287743,7,1.7100000000000002,163541,0,5,0.5,219.9999999999999,False,0.037104869578443056,11,3.523000000000001,149064,620,0,0.0,2700.4802755064807,False,-0.04678039913715651,0.2333333333333333,600072,0.0,0.0,9,0,0,6,13,12.666666666666666,20,26,10,113.0,3.0,10,1,10,564,1.7654308580094948,158.28636264707893
41,10,0,0,0,9.999999999999998,20,10.0,21.907264193542034,10,37.0,4.225613001436955,9,2.0,43.999999999999986,20,44.0,0,0.6050000000000001,75608,3,11,1.0,270.97990612896234,False,0.0687213741913631,0,5.348000000000002,57241,441,0,0.0,4409.999999999999,False,-0.16123206298590437,0,0.2,107427,0,15,0.0,63.38419502155432,False,0.002946455648159737,9,7.751000000000002,46660.0,966,0,0.0,21162.417210961605,False,-0.46574943201626984,5,1.7530000000000003,163707,0,0,0.0,0.0,False,0.03745975816877487,10,3.6120000000000014,148889,629,0,0.0,2657.9105779038446,False,-0.04802431437456003,0.16666666666666666,599532,0.0,0.0,10,0,0,7,7,7.0,21,28,9,129.0,0.0,10,0,9,790,1.5636886620195583,159.8500513090985
42,9,0,0,0,9.999999999999998,20,10.0,21.556372981228492,21,17.857142857142858,4.058201236385732,27,3.1481481481481484,43.999999999999986,20,44.0,7,0.675,75650,4,10,1.0,255.56372981228492,False,0.06920522434363069,3,5.378000000000001,57124,450,0,0.0,4499.999999999999,False,-0.16224796466919703,0,0.2,107427,0,15,0.0,60.873018545785975,False,0.002934736840231266,27,8.012000000000002,44949.0,987,0,0.0,21276.140132472523,False,-0.48118803779774444,12,1.8680000000000003,163465,7,10,1.0,468.4074086547,False,0.03741035073339847,8,3.682000000000001,148722,639,0,0.0,2593.1905900504826,False,-0.049287717717652925,0.3333333333333333,597337,0.0,0.0,10,0,0,4,15,14.4,21,25,7,79.0,3.0,8,1,7,360,1.7035515259485692,161.55360283504706
43,7,0,0,0,9.999999999999998,20,10.0,20.98954159706598,33,17.242424242424242,4.06708822648052,24,4.125000000000001,43.999999999999986,20,44.0,12,0.7880000000000003,75636,3,10,1.0,239.8954159706598,False,0.06889714994405943,11,5.485000000000001,56905,461,0,0.0,4609.999999999999,False,-0.16456196294780806,0,0.2,107427,0,15,0.0,61.006323397207794,False,0.0029353589287084447,24,8.225000000000001,43301.0,1020,0,0.0,21409.3324290073,False,-0.49594778740091605,1,1.8659999999999999,163897,0,7,0.7,307.9999999999999,False,0.0396397880808132,9,3.764000000000001,148490,663,0,0.0,2696.4794941565847,False,-0.05043068425639241,0.2833333333333333,595656,0.0,0.0,12,0,0,2,12,10.416666666666668,20,22,11,107.0,0.0,7,0,11,508,1.3028392589767464,162.8564420940238
44,11,0,0,0,9.999999999999998,20,10.0,20.514613922254885,24,16.041666666666668,3.800900384557788,19,1.5263157894736843,43.99999999999999,20,44.0,0,0.7760000000000002,75661,4,11,1.0,265.6607531448037,False,0.0694316647605209,15,5.624000000000001,56655,470,0,0.0,4699.999999999999,False,-0.16745446079607185,0,0.2,107427,0,15,0.0,57.01350576836682,False,0.0029167258046180343,19,8.391000000000002,42102.0,1044,0,0.0,21417.2569348341,False,-0.50710145816883,4,1.9050000000000002,164143,0,10,1.0,439.99999999999994,False,0.041617024512661915,9,3.845000000000001,148348,672,0,0.0,2554.205058422833,False,-0.051781397949178645,0.3333333333333333,594336,0.0,0.0,11,0,0,5,10,9.666666666666668,22,27,8,123.0,3.0,10,1,8,599,1.6775454560411163,164.53398755006492
45,8,0,0,0,10.0,20,10.0,21.09343089411298,8,37.375,3.495262227307836,24,1.4166666666666667,43.99999999999999,20,44.0,0,0.7760000000000002,75870,3,13,1.0,304.21460162346875,False,0.07265259408818221,0,5.609000000000001,56545,481,0,0.0,4810.0,False,-0.16823049680414262,0,0.2,107427,0,15,0.0,52.42893340961754,False,0.002895331162136699,24,8.612000000000002,40680.0,1052,0,0.0,22190.289300606855,False,-0.5167659609092201,1,1.911,164575,0,0,0.0,0.0,False,0.042960531318918097,9,3.9260000000000015,148174,696,0,0.0,2432.702510206254,False,-0.05326908631965873,0.16666666666666666,593271,0.0,0.0,14,0,0,3,8,7.5,22,25,8,103.0,0.0,8,0,8,895,1.3354250370175578,165.86941258708248
46,8,0,0,0,10.0,20,10.0,21.09343089411298,0,,3.3887805891375553,23,2.608695652173913,43.999999999999986,20,44.0,0,0.7760000000000002,75800,0,23,1.0,485.14891056459857,False,0.0729413804309441,0,5.609000000000001,56415,494,0,0.0,4940.0,False,-0.16914763026822627,0,0.2,107427,0,15,0.0,50.83170883706333,False,0.0028878774574030396,23,8.818000000000001,39615.0,1052,0,0.0,22190.289300606855,False,-0.5267059476559045,7,1.98,164465,0,9,0.9,395.9999999999999,False,0.04351821338943953,13,4.047000000000001,147885,710,0,0.0,2406.0342182876643,False,-0.055185067370884945,0.31666666666666665,591607,0.0,0.0,8,0,0,4,11,11.0,17,21,10,97.0,3.0,7,1,10,200,1.4614219720242545,167.33083455910673
47,10,0,0,0,10.0,20,10.0,21.84180084664665,25,28.12,3.279937408306957,17,2.176470588235294,43.99999999999999,20,44.0,2,0.796,76305,5,10,1.0,268.4180084664665,False,0.07853779301332281,0,5.609000000000002,56365,499,0,0.0,4990.0,False,-0.16950037390825842,0,0.2,107427,0,15,0.0,49.199061124604356,False,0.0028802584449036084,17,8.965000000000002,38194.0,1077,0,0.0,23523.619511838442,False,-0.5337463972828909,0,1.973,164846,0,5,0.5,219.99999999999997,False,0.045375041192425664,11,4.144,147677,722,0,0.0,2368.114808797623,False,-0.0566233782580116,0.25,590814,0.0,0.0,14,0,0,6,8,7.222222222222222,20,26,11,126.0,0.0,10,0,11,1191,1.4406381719745696,168.7714727310813
48,11,0,0,0,10.0,20,10.0,21.3226213276403,61,19.524590163934427,3.0598991608587727,25,1.56,43.99999999999999,20,44.0,6,0.8540000000000001,76429,3,10,1.0,243.22621327640297,False,0.08010967655719678,45,6.059000000000001,55253,511,0,0.0,5110.0,False,-0.18434382628081217,0,0.2,107427,0,15,0.0,45.89848741288159,False,0.002864855788119124,25,9.198,35858.0,1138,0,0.0,24265.14307085466,False,-0.5520885962178833,8,2.0530000000000004,164953,0,0,0.0,0.0,False,0.04535602930365789,7,4.203,147548,747,0,0.0,2285.744673161503,False,-0.05770189145110942,0.16666666666666666,587468,0.0,0.0,11,0,0,5,15,14.5,21,26,10,115.0,3.0,10,1,10,576,1.6106262569664977,170.3820989880478
49,10,0,0,0,10.0,20,10.0,21.945615426984638,12,34.666666666666664,3.017085879621321,31,2.774193548387097,43.99999999999999,20,44.0,2,0.8680000000000001,76677,5,10,1.0,269.45615426984637,False,0.08379394236359287,0,6.014000000000001,55173,519,0,0.0,5190.0,False,-0.18490821610486363,0,0.2,107427,0,15,0.0,45.256288194319815,False,0.002861858862428392,31,9.483,33872.0,1150,0,0.0,25237.457741032333,False,-0.5660871090923704,10,2.1450000000000005,164716,8,10,1.0,464.1366870369705,False,0.04532477593550202,10,4.296,147373,760,0,0.0,2292.9852685122037,False,-0.058787975396992896,0.3333333333333333,585238,0.0,0.0,9,0,0,6,13,13.0,17,23,11,136.0,0.0,10,0,11,540,1.5084872010047548,171.89058618905256
50,11,0,0,0,10.0,20,10.0,22.286848075997185,56,23.696428571428573,3.3434173054797727,24,5.875,43.99999999999999,17,44.0,28,1.1460000000000001,76603,5,10,1.0,272.8684807599718,False,0.08277389471843977,18,6.194000000000001,54983,529,0,0.0,5290.0,False,-0.18688358048904377,0,0.2,107427,0,15,0.0,50.15125958219659,False,0.002884702031780885,24,9.692,31441.0,1206,0,0.0,26877.938779652606,False,-0.5811208442004956,1,2.1450000000000005,165098,3,10,1.0,450.0302519164393,False,0.04770092477602867,6,4.346000000000001,147211,779,0,0.0,2604.522080968743,False,-0.05882746685287106,0.3333333333333333,582763,0.0,0.0,12,0,0,6,14,12.833333333333332,20,26,10,117.0,3.0,10,1,10,596,1.722377566038631,173.6129637550912
51,10,0,0,0,10.000000000000002,20,10.0,22.444123182245473,12,25.833333333333332,3.438488047850748,16,4.5625,44.0,20,44.0,0,1.1180000000000003,76754,0,14,0.9,314.2177245514366,False,0.08519617995958578,7,6.246,54774,545,0,0.0,5450.000000000001,False,-0.18870373767160978,0,0.2,107427,0,15,0.0,51.57732071776122,False,0.0028913569748736266,16,9.828000000000001,30514.0,1218,0,0.0,27336.942035974986,False,-0.5876308203243563,0,2.144,165494,0,4,0.3,176.0,False,0.049342188648634946,11,4.450000000000002,146956,795,0,0.0,2733.5979980413445,False,-0.060034481235134704,0.19999999999999998,581919,0.0,0.0,13,0,0,5,7,7.0,23,28,11,130.0,0.0,10,0,11,787,1.4588365189847536,175.07180027407594
52,11,0,0,0,10.000000000000002,20,10.0,22.313220906707787,6,17.0,3.39529031447615,5,1.8,44.0,17,44.0,0,1.118,76694,0,20,0.6,446.26441813415573,False,0.08528116785048005,6,6.299,54592,559,0,0.0,5590.000000000001,False,-0.1902840291789539,0,0.2,107427,0,15,0.0,50.92935471714225,False,0.002888333137569137,5,9.862,30228.0,1224,0,0.0,27311.382389810333,False,-0.5904194282883141,7,2.2140000000000004,165570,0,4,0.4,176.0,False,0.049823823164085276,6,4.4990000000000006,146889,796,0,0.0,2702.6510903230155,False,-0.060557139945489766,0.16666666666666666,581400,0.0,0.0,10,0,0,4,8,7.333333333333333,23,27,8,124.0,3.0,10,1,8,288,1.5367112130043097,176.60851148708025
53,8,0,0,0,10.000000000000002,20,10.0,22.759080564588206,13,30.46153846153846,3.7026425973590045,15,7.2,44.00000000000001,16,44.0,0,1.118,76918,0,21,1.0,477.9406918563523,False,0.0886652229470768,4,6.333000000000001,54468,569,0,0.0,5690.000000000001,False,-0.19132815035344913,0,0.2,107427,0,15,0.0,55.53963896038507,False,0.0029098477686847705,15,10.007000000000001,29271.0,1237,0,0.0,28152.982658395613,False,-0.5954239536955489,5,2.257,165687,0,0,0.0,0.0,False,0.05000760475550711,7,4.5630000000000015,146696,811,0,0.0,3002.8431464581527,False,-0.06082903512618142,0.16666666666666666,580467,0.0,0.0,10,0,0,4,10,10.0,21,25,8,111.0,0.0,8,0,8,700,1.302773460978642,177.9112849480589
54,8,0,0,0,10.000000000000002,20,10.0,23.147966007255924,26,26.346153846153847,3.61093944261106,48,3.2916666666666665,44.00000000000001,17,44.0,0,1.118,77213,0,19,0.9,439.81135413786257,False,0.09255860027187977,15,6.479,54298,580,0,0.0,5800.000000000001,False,-0.19295077109759712,0,0.2,107427,0,15,0.0,54.164091639165896,False,0.0029034285564113497,48,10.472,25505.0,1263,0,0.0,29235.88106716423,False,-0.6255197209936055,9,2.342,165535,0,4,0.4,176.00000000000003,False,0.049602017795127885,8,4.636000000000001,146441,855,0,0.0,3087.353223432456,False,-0.06217726297424384,0.21666666666666667,576419,0.0,0.0,10,0,0,3,14,14.0,19,22,9,86.0,4.0,7,1,9,585,1.3427689649979584,179.25405391305685
55,9,0,0,0,10.000000000000002,20,10.0,23.781927106866856,13,34.30769230769231,3.3622700388564013,28,1.6428571428571428,44.00000000000001,20,44.0,0,1.1180000000000003,77579,0,14,0.8,332.946979496136,False,0.09696885259193298,0,6.464000000000001,54178,592,0,0.0,5920.000000000001,False,-0.19379735583367433,0,0.2,107427,0,15,0.0,50.43405058284602,False,0.0028860217213576437,28,10.704000000000002,23637.0,1276,0,0.0,30345.738988362107,False,-0.6377750343542644,5,2.383000000000001,165643,0,8,0.8,352.00000000000006,False,0.05084412786128926,11,4.738000000000001,146225,875,0,0.0,2941.986283999351,False,-0.06400673564602606,0.26666666666666666,574689,0.0,0.0,11,0,0,5,10,9.5,20,25,11,136.0,0.0,9,0,11,778,1.262187950022053,180.5162418630789
56,11,0,0,0,10.000000000000002,20,10.0,23.43877978439783,38,21.57894736842105,3.7180966299066065,46,5.260869565217392,44.00000000000001,20,44.0,0,1.118,77869,1,14,1.0,338.1429169815696,False,0.10109733549434599,28,6.744000000000002,53836,601,0,0.0,6010.000000000001,False,-0.1979879502772565,0,0.2,107427,0,15,0.0,55.7714494485991,False,0.0029109295495207293,46,11.136000000000003,20035.0,1314,0,0.0,30798.556636698748,False,-0.6692805099880592,0,2.3780000000000006,165984,1,10,1.0,443.71809662990665,False,0.05329576825974642,12,4.847,145784,910,0,0.0,3383.4679332150117,False,-0.065402583293572,0.3333333333333333,570935,0.0,0.0,13,0,0,6,11,11.0,20,26,10,119.0,4.0,10,1,10,952,1.679354278021492,182.1955961411004
57,10,0,0,0,10.000000000000002,20,10.0,24.050862116110597,12,35.25,4.137760423628799,82,5.2682926829268295,44.000000000000014,20,44.0,0,1.118,78172,3,12,1.0,318.6103453933272,False,0.10523478860351143,0,6.716,53756,609,0,0.0,6090.000000000001,False,-0.19855234010130798,0,0.2,107427,0,15,0.0,62.06640635443198,False,0.00294030597591268,82,11.910000000000002,12353.0,1326,0,0.0,31891.443165962653,False,-0.73587895072024,0,2.3780000000000006,166365,0,7,0.6,308.0000000000001,False,0.05528023524043702,11,4.945000000000001,145174,987,0,0.0,4083.9695381216243,False,-0.0670486909106644,0.26666666666666666,563247,0.0,0.0,15,0,0,6,15,15.0,20,26,11,131.0,0.0,10,0,11,1019,2.7780958259827457,184.97369196708314
58,11,0,0,0,10.000000000000002,20,10.0,25.416779677679678,20,39.65,4.074288914311992,31,3.5161290322580645,44.00000000000001,20,44.0,8,1.1980000000000004,78607,8,10,1.0,334.16779677679676,False,0.1114822837806838,0,6.716000000000002,53706,614,0,0.0,6140.000000000001,False,-0.19890508374134014,0,0.2,107427,0,15,0.0,61.11433371467987,False,0.002935862976184532,31,12.138000000000003,9983.0,1346,0,0.0,34210.98544615685,False,-0.747174405018728,3,2.408000000000001,166638,1,10,1.0,444.07428891431204,False,0.05744148865913689,10,5.034000000000001,144916,1007,0,0.0,4102.808936712176,False,-0.06862401791961724,0.3333333333333333,561277,0.0,0.0,11,0,0,6,11,9.944444444444445,20,26,8,111.0,4.0,10,1,8,649,1.4550100970081985,186.42870206409134
59,8,0,0,0,10.000000000000002,20,10.0,24.801472697575274,58,22.620689655172413,4.092776439828467,21,4.333333333333333,44.0,20,44.0,13,1.32,78801,7,10,1.0,318.01472697575275,False,0.11410561657454714,35,7.066000000000001,53148,625,0,0.0,6250.000000000001,False,-0.2060022857787874,0,0.2,107427,0,15,0.0,61.391646597427,False,0.002937157101245149,21,12.317000000000002,7759.0,1404,0,0.0,34821.26766739569,False,-0.7650837307738457,0,2.4050000000000007,166962,0,11,1.0,484.0,False,0.0596212831757459,11,5.134000000000001,144716,1019,0,0.0,4170.539192185208,False,-0.06967686382359117,0.3333333333333333,558813,0.0,0.0,13,0,0,5,11,10.5,19,24,9,106.0,0.0,8,0,9,862,1.253446852962952,187.6821489170543
60,9,0,0,0,10.000000000000002,20,10.0,25.48516723664471,12,39.0,4.1209465591769865,21,4.476190476190476,44.0,20,44.0,2,1.3270000000000002,79091,10,10,1.0,354.85167236644713,False,0.1184573227630158,0,7.031000000000001,53078,632,0,0.0,6320.000000000001,False,-0.20649612687483246,0,0.2,107427,0,15,0.0,61.8141983876548,False,0.0029391290069703166,21,12.506000000000004,6395.0,1416,0,0.0,36086.99680708891,False,-0.7719076523567153,3,2.4350000000000005,167417,0,0,0.0,0.0,False,0.06097112727825801,6,5.183000000000002,144549,1040,0,0.0,4285.784421544066,False,-0.07037002071806618,0.16666666666666666,557957,0.0,0.0,10,0,0,4,10,9.333333333333332,21,25,6,87.0,3.0,8,1,6,991,1.343885428039357,189.02603434509365
61,6,0,0,0,10.000000000000002,20,10.0,25.48516723664471,0,,3.9053617742608977,48,2.75,44.0,20,44.0,0,1.3250000000000002,78971,12,20,1.0,629.7033447328943,False,0.1187031968784509,0,7.031,52998,640,0,0.0,6400.000000000001,False,-0.20706051669888392,0,0.2,107427,0,15,0.0,58.58042661391347,False,0.0029240380921474883,48,12.965000000000002,3340.0,1416,0,0.0,36086.99680708891,False,-0.8004209476723215,10,2.532,167250,0,9,0.9,396.0,False,0.06116758346219169,10,5.277000000000001,144265,1079,0,0.0,4213.885354427509,False,-0.07239763569917011,0.31666666666666665,554251,0.0,0.0,7,0,0,4,13,13.0,19,23,8,74.0,0.0,6,0,8,200,1.1304472250049002,190.15648157009855
62,8,0,0,0,10.000000000000002,20,10.0,24.474779468611604,35,18.0,4.4212667190574,41,7.878048780487805,44.00000000000001,20,44.0,0,1.3250000000000002,78911,8,30,1.0,814.2433840583482,False,0.11915851864644049,35,7.381,52648,654,0,0.0,6540.000000000001,False,-0.21101124546724423,0,0.2,107427,0,15,0.0,66.31900078586101,False,0.0029601513901321144,41,13.327000000000002,484.0,1451,0,0.0,35512.90500895544,False,-0.8297560036168697,3,2.552,167617,0,0,0.0,0.0,False,0.06223858652944308,8,5.347000000000001,143831,1120,0,0.0,4951.818725344288,False,-0.07280977107992516,0.16666666666666666,550918,0.0,0.0,12,0,0,3,12,11.666666666666666,22,25,6,92.0,4.0,7,1,6,552,1.1733155369875021,191.32979710708605
63,6,0,0,0,10.0,20,10.0,25.034661691012744,10,38.1,4.402537579157906,48,4.291666666666666,44.000000000000014,20,44.0,0,1.3250000000000002,79182,9,30,1.0,841.0398507303823,False,0.12317130536826712,0,7.346000000000001,52558,663,0,0.0,6630.0,False,-0.21164618401930213,0,0.2,107427,0,15,0.0,66.03806368736859,False,0.002958840352087209,48,13.766000000000002,-2939.0,1461,0,0.0,36575.64073056962,False,-0.8567445342646295,10,2.649000000000001,167453,0,0,0.0,0.0,False,0.061199269943471316,10,5.439000000000001,143463,1168,0,0.0,5142.163892456434,False,-0.07453875924466892,0.16666666666666666,547144,0.0,0.0,9,0,0,3,14,14.0,18,21,6,73.0,0.0,6,0,6,581,1.0442118530045263,192.37400896009058
64,6,0,0,0,10.0,20,10.0,25.985400901304732,16,39.0,4.436357130552194,96,4.541666666666666,44.000000000000014,15,44.0,0,1.3250000000000002,79726,7,24,1.0,693.6496216313136,False,0.12980718765701543,0,7.346000000000002,52438,675,0,0.0,6750.0,False,-0.21249276875537934,0,0.2,107427,0,15,0.0,66.54535695828291,False,0.0029612077175283948,96,14.678000000000004,-48379.0,1477,0,0.0,38380.43713122709,False,-1.2724282634832556,10,2.7390000000000003,167237,0,5,0.5,220.00000000000006,False,0.060527516540343225,5,5.479000000000001,143037,1259,0,0.0,5585.373627365212,False,-0.07583407175287961,0.25,501486,0.0,0.0,7,0,0,2,20,552.0008771929824,19,21,7,48.0,3.0,5,1,7,200,1.0238684279611334,193.3978773880517
65,7,0,0,1,10.0,20,10.0,25.985400901304732,0,,4.436357130552194,0,,44.00000000000001,20,44.0,0,1.3250000000000002,79606,9,34,1.0,973.5036306443609,False,0.13008835262119814,0,7.346000000000001,52358,683,0,0.0,6830.0,False,-0.2130571585794308,0,0.2,107427,0,15,0.0,66.54535695828291,False,0.0029612077175283948,0,14.582000000000003,-72762.88888888889,1477,0,0.0,38380.43713122709,True,-1.5000109230026726,5,2.7790000000000004,167405,0,0,0.0,0.0,False,0.0608950797231869,10,5.574000000000001,142878,1259,0,0.0,5585.373627365212,False,-0.07684170185757175,0.16666666666666666,549674,0.0,0.125,9,0,0,4,12,3003.2529761904766,19,23,5,92.0,0.0,7,0,5,332,0.9939363250159658,194.39181371306768
