index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,13,0,0,0,10.000000000000002,20,10.0,17.170864941197895,13,17.23076923076923,7.996677848571121,34,1.5294117647058822,44.0,20,44.0,0,0.38000000000000006,71032,2,20,1.0,363.4172988239579,False,0.004807312367360943,13,1.8150000000000002,65569,115,0,0.0,1150.0000000000002,False,-0.06672498694848532,0,0.2,107197,0,15,0.0,119.95016772856681,False,0.0010637660310452333,34,2.5560000000000005,88752.0,260,0,0.0,4464.424884711452,False,-0.1508151494511473,0,0.5690000000000001,158265,0,5,0.2,220.0,False,0.0036692945321807903,12,0.9500000000000002,155552,222,0,0.0,1775.262482382789,False,-0.008595710656851998,0.19999999999999998,646367,0.0,0.0,11,0,0,9,11,11.0,19,28,10,151.0,3.0,12,1,10,552,2.68916516500758,96.8937790649943
11,10,0,0,0,10.000000000000002,20,10.0,17.23675243765312,11,18.363636363636363,7.7029678287167505,9,1.7777777777777777,44.0,20,44.0,0,0.38000000000000006,71104,1,21,1.0,371.9718011907155,False,0.00588356497672403,2,1.8220000000000005,65451,126,0,0.0,1260.0000000000002,False,-0.06761390092136639,0,0.2,107197,0,15,0.0,115.54451743075126,False,0.001043206357068305,9,2.612000000000001,88194.0,271,0,0.0,4671.159910603996,False,-0.15505838033934083,4,0.6090000000000002,158446,0,0,0.0,0.0,False,0.004119242566351492,11,1.048,155353,231,0,0.0,1779.3855684335695,False,-0.009843768002884872,0.16666666666666666,645745,0.0,0.0,12,0,0,8,11,11.0,18,26,11,133.0,0.0,10,0,11,582,1.9878601349773817,98.88163919997169
12,11,0,0,0,10.000000000000002,20,10.0,18.299708998915367,15,31.0,7.717526438579595,23,7.826086956521739,44.0,20,44.0,0,0.38000000000000006,71499,0,14,0.8,256.1959259848151,False,0.010640130416271518,0,1.8200000000000005,65321,139,0,0.0,1390.0000000000002,False,-0.06853103438545002,0,0.2,106732,5,25,1.0,284.43670595906667,False,-0.002508625360690579,23,2.8330000000000006,87227.0,271,0,0.0,4959.221138706064,False,-0.16273941770014816,11,0.7150000000000001,158253,0,0,0.0,0.0,False,0.002896144388957895,9,1.127,155033,254,0,0.0,1960.2517153992171,False,-0.011298601626786456,0.3,644065,0.0,0.0,8,0,0,6,13,13.0,21,27,14,118.0,4.0,10,1,14,665,2.5819791090325452,101.46361830900423
13,14,0,0,0,10.000000000000002,20,10.0,18.328397969913443,3,20.0,7.662607336975342,13,6.923076923076923,44.0,20,44.0,0,0.38000000000000006,71419,0,22,0.8,403.22475533809575,False,0.010548620457283466,3,1.8500000000000005,65189,151,0,0.0,1510.0000000000002,False,-0.06954693606874268,0,0.2,106732,0,30,0.5,229.87822010926027,False,-0.0027632312885150266,13,2.940000000000001,86688.0,274,0,0.0,5021.981043756284,False,-0.16747719849287274,14,0.8440000000000001,157945,0,3,0.3,132.0,False,0.001362518695023955,6,1.1780000000000002,154897,264,0,0.0,2022.9283369614905,False,-0.011961873758011972,0.26666666666666666,642870,0.0,0.0,8,0,0,10,12,12.0,19,29,19,155.0,6.0,12,2,19,200,2.1210056859999895,103.58462399500422
14,19,0,0,0,10.000000000000002,20,10.0,17.939424004816974,29,15.793103448275861,7.005870977431989,26,2.730769230769231,44.0,20,44.0,0,0.38000000000000006,71411,1,26,1.0,476.42502412524135,False,0.010952161077739268,23,2.077000000000001,64801,160,0,0.0,1600.0000000000002,False,-0.07438657880998406,0,0.2,106732,0,30,0.0,210.1761293229597,False,-0.0028551742562604896,26,3.1870000000000007,84983.0,303,0,0.0,5435.645473459544,False,-0.1814600791770833,7,0.9000000000000001,157928,0,8,0.8,352.0,False,0.0019518872468250147,10,1.272,154717,282,0,0.0,1975.655615635821,False,-0.01325237770401088,0.3,640572,0.0,0.0,8,0,0,8,14,13.25,21,29,18,164.0,34.0,13,6,18,302,2.8820052900118753,106.4666292850161
15,18,0,0,0,10.000000000000002,20,10.0,18.156192955024057,20,20.0,7.088707570227033,5,10.0,44.0,20,44.0,0,0.38000000000000006,71281,4,36,1.0,693.6229463808661,False,0.01065019786364956,20,2.2540000000000004,64651,167,0,0.0,1670.0000000000002,False,-0.07600919955413205,0,0.2,106732,0,30,0.0,212.661227106811,False,-0.0028435771487319975,5,3.211000000000001,84448.0,323,0,0.0,5864.45032447277,False,-0.1844523192160348,0,0.893,158230,0,5,0.5,220.0,False,0.0034474891632234024,12,1.3820000000000003,154497,282,0,0.0,1999.0155348040232,False,-0.014572563516172692,0.25,639839,0.0,0.0,9,0,0,11,7,7.0,19,30,21,184.0,42.0,13,5,21,552,2.444962145993486,108.91159143100958
16,21,0,0,0,10.000000000000002,20,10.0,19.5721003222747,24,29.666666666666668,6.9380051761668895,24,5.916666666666667,44.0,20,44.0,0,0.38000000000000006,71713,4,31,1.0,646.7351099905158,False,0.016414820241774167,9,2.3240000000000007,64515,177,0,0.0,1770.0000000000002,False,-0.0772226376758427,0,0.2,106732,0,30,0.0,208.1401552850067,False,-0.0028646754557693234,24,3.4460000000000006,82703.0,347,0,0.0,6791.518811829321,False,-0.19641265032792934,8,0.9730000000000003,158289,0,5,0.5,220.0,False,0.003821389642322999,7,1.4400000000000004,154312,301,0,0.0,2088.3395580262336,False,-0.01546192692455376,0.25,638264,0.0,0.0,12,0,0,8,10,10.0,24,32,11,148.0,14.0,15,6,11,952,2.793795387027785,111.70538681803737
17,11,0,0,0,10.000000000000002,20,10.0,19.279025348110817,59,18.406779661016948,8.654393446125885,27,19.333333333333332,44.0,20,44.0,0,0.38000000000000006,71993,4,22,1.0,464.138557658438,False,0.01907735355959564,40,2.7150000000000007,63643,187,0,0.0,1870.0000000000002,False,-0.08882084856010046,0,0.2,107202,0,20,0.0,173.0878689225177,False,0.0013584082437607052,17,3.5920000000000014,80930.0,406,0,0.0,7827.284291332991,False,-0.20812706247102938,5,1.0150000000000001,158457,0,0,0.0,0.0,False,0.004188952825166671,10,1.5330000000000004,153630,328,0,0.0,2838.6410503292905,False,-0.01740652155210108,0.16666666666666666,635855,0.0,0.0,12,0,0,5,12,11.5,18,23,9,89.0,9.0,8,3,9,1226,1.9348353290115483,113.64022214704892
18,9,0,0,0,10.000000000000002,20,10.0,19.33854906008724,19,20.0,8.648550560231921,17,8.588235294117647,44.0,20,44.0,0,0.38000000000000006,71923,1,32,1.0,628.8335699227916,False,0.019251573729931037,19,2.8650000000000007,63437,200,0,0.0,2000.0000000000005,False,-0.0908103226898819,0,0.2,107202,0,20,0.0,172.97101120463844,False,0.0013578629084711321,17,3.745000000000001,79929.0,425,0,0.0,8218.883350537077,False,-0.2156422568411512,10,1.11,158225,2,10,1.0,457.2971011204638,False,0.004167713697180108,10,1.6230000000000004,153418,333,0,0.0,2879.96733655723,False,-0.018619079898865548,0.3333333333333333,634134,0.0,0.0,7,0,0,7,10,10.0,16,23,9,79.0,6.0,7,2,9,200,2.1245818979805335,115.76480404502945
19,9,0,0,0,10.000000000000002,20,10.0,19.270176709704327,8,17.5,8.164384561254433,54,6.611111111111111,44.0,20,44.0,0,0.38000000000000006,71813,2,42,1.0,829.3474218075817,False,0.01911410143360367,8,2.926000000000001,63283,209,0,0.0,2090.0000000000005,False,-0.09234828496042216,0,0.2,107427,0,15,0.0,122.4657684188165,False,0.00322216928972881,49,4.218000000000001,76564.0,433,0,0.0,8343.986515301973,False,-0.2464650676418339,1,1.11,158371,21,10,1.0,611.4520757863431,False,0.005581421822436452,9,1.7030000000000003,153207,358,0,0.0,2922.8496729290873,False,-0.019820370373998412,0.3333333333333333,630665,0.0,0.0,13,0,0,7,14,13.2,18,25,9,128.0,0.0,9,0,9,689,1.8022967260330915,117.56710077106254
20,9,0,0,0,10.000000000000002,20,10.0,19.309412652473977,11,20.0,8.27034942583225,53,8.679245283018869,44.0,20,44.0,0,0.38000000000000006,71843,1,46,1.0,898.2329820138029,False,0.020023372666698257,5,2.968000000000001,63153,220,0,0.0,2200.0000000000005,False,-0.09340651588051867,0,0.2,107427,0,15,0.0,124.05524138748376,False,0.00322958682035916,53,4.699000000000002,73667.0,444,0,0.0,8573.379217698446,False,-0.2724332004064734,2,1.1290000000000002,158399,44,10,1.0,803.895374736619,False,0.0063686512165600905,8,1.7740000000000007,153031,378,0,0.0,3126.1920829645906,False,-0.020291413968146904,0.3333333333333333,627520,0.0,0.0,12,0,0,7,8,8.0,16,23,11,85.0,3.0,8,1,11,760,2.208938444033265,119.7760392150958
21,11,0,0,0,10.000000000000002,20,10.0,19.3746260879669,24,19.875,7.919084165729139,32,5.375,44.00000000000001,20,44.0,0,0.38000000000000006,72213,0,33,1.0,639.3626609029077,False,0.023417681351875195,1,2.9730000000000008,63036,231,0,0.0,2310.0000000000005,False,-0.09428132010779845,0,0.2,107427,0,15,0.0,118.78626248593707,False,0.003204998284936609,32,4.966000000000001,71569.0,468,0,0.0,9067.32500916851,False,-0.28970943034463986,0,1.127,158767,40,10,1.0,756.7633666291656,False,0.00855143148948369,10,1.8660000000000005,152771,404,0,0.0,3199.310002954572,False,-0.02170742603439073,0.3333333333333333,625783,0.0,0.0,14,0,0,7,11,11.0,19,26,11,163.0,0.0,11,0,11,1100,1.8691547740017995,121.6451939890976
22,11,0,0,0,10.000000000000002,20,10.0,20.592504531950908,20,32.0,7.371782198555107,24,1.9583333333333333,44.00000000000001,20,44.0,0,0.38000000000000006,72753,0,23,1.0,473.6276042348709,False,0.02986770423316973,0,2.9720000000000004,62936,241,0,0.0,2410.0000000000005,False,-0.09498680738786279,0,0.2,107427,0,15,0.0,110.5767329783266,False,0.0031666871983158586,24,5.174000000000001,69787.0,488,0,0.0,10049.142211592043,False,-0.3017596006664362,0,1.1270000000000002,159198,39,10,1.0,727.4995057436493,False,0.011190079297775848,10,1.9560000000000006,152578,419,0,0.0,3088.7767411945897,False,-0.023280765224737647,0.3333333333333333,624679,0.0,0.0,13,0,0,7,7,7.0,18,25,10,120.0,4.0,10,1,10,1280,6.026320282020606,127.67151427111821
23,10,0,0,0,10.000000000000002,20,10.0,20.445337644495577,19,19.0,7.259986038787623,5,2.0,44.00000000000001,20,44.0,0,0.38000000000000006,73024,0,13,0.9,265.7893893784425,False,0.03222517312219357,0,2.9720000000000013,62826,252,0,0.0,2520.0000000000005,False,-0.09576284339593358,0,0.2,107427,0,15,0.0,108.89979058181436,False,0.003158861477566479,5,5.200000000000001,69251.0,507,0,0.0,10365.786185759258,False,-0.3052845907536691,3,1.157,159604,34,10,1.0,686.8395253187792,False,0.01363418440682515,7,2.0160000000000005,152497,419,0,0.0,3041.934150252014,False,-0.023942513909566702,0.31666666666666665,624629,0.0,0.0,14,0,0,9,5,5.0,16,25,9,121.0,0.0,10,0,9,1001,1.8462372010108083,129.51775147212902
24,9,0,0,0,10.000000000000002,20,10.0,20.226588592889655,33,19.0,7.141102361142151,5,2.0,44.00000000000001,20,44.0,0,0.38000000000000006,72944,0,21,0.8,424.75836045068274,False,0.03221789934425437,33,3.3020000000000005,62299,264,0,0.0,2640.0000000000005,False,-0.10235209459173451,0,0.2,107427,0,15,0.0,107.11653541713227,False,0.0031505396312270723,5,5.245000000000001,68449.0,540,0,0.0,10922.357840160414,False,-0.31017258318247387,5,1.2040000000000002,159995,24,10,1.0,611.3864566674117,False,0.01587298301816075,5,2.0590000000000006,152432,424,0,0.0,3027.827401124272,False,-0.02439913749041709,0.3,623546,0.0,0.0,11,0,0,8,7,7.0,16,24,10,94.0,3.0,8,1,10,640,1.9860839789616875,131.5038354510907
25,10,0,0,0,10.000000000000002,20,10.0,20.887672384650294,51,23.431372549019606,6.976758656431282,12,4.25,44.00000000000001,20,44.0,16,0.54,73360,0,10,1.0,208.87672384650295,False,0.036564536028152524,14,3.409000000000001,62143,274,0,0.0,2740.0000000000005,False,-0.10384772762547091,0,0.2,107427,0,15,0.0,104.65137984646923,False,0.003139035587236091,12,5.360000000000001,66819.0,591,0,0.0,12344.614379328325,False,-0.3187487078981906,0,1.1990000000000003,160417,23,10,1.0,600.4654490979195,False,0.018512717207970784,10,2.1540000000000004,152238,427,0,0.0,2979.0759462961573,False,-0.025783049170143228,0.3333333333333333,622404,0.0,0.0,11,0,0,7,9,8.045454545454545,18,25,12,124.0,0.0,10,0,12,640,1.7433679849491455,133.24720343603985
26,12,0,0,0,10.000000000000002,20,10.0,20.78845657585764,28,20.0,6.694028132245018,14,2.857142857142857,44.00000000000001,20,44.0,0,0.524,73330,0,16,0.9,332.61530521372225,False,0.03701420361219169,25,3.645000000000001,61819,285,0,0.0,2850.0000000000005,False,-0.10764324919221706,0,0.2,107427,0,15,0.0,100.41042198367526,False,0.003119244476931242,14,5.488,65709.0,619,0,0.0,12868.05462045588,False,-0.3266659762165709,0,1.199,160753,21,12,1.0,668.5745907771454,False,0.020857862654240802,12,2.2640000000000007,151993,433,0,0.0,2898.5141812620927,False,-0.027590958638805434,0.31666666666666665,621031,0.0,0.0,12,0,0,12,9,9.0,14,26,10,141.0,3.0,11,1,10,612,2.007034659036435,135.2542380950763
27,10,0,0,0,10.000000000000002,20,10.0,20.018230579503005,36,15.194444444444445,5.923087482209215,32,1.5,44.0,20,44.0,0,0.524,73330,1,16,1.0,330.2916892720481,False,0.036997810797285556,26,3.8800000000000017,61331,294,0,0.0,2940.0000000000005,False,-0.11389386649358713,0,0.2,107427,0,15,0.0,88.84631223313824,False,0.0030652787033830045,32,5.794000000000001,63436.0,655,0,0.0,13111.941029574467,False,-0.3467424795386798,1,1.2090000000000003,161273,11,10,1.0,505.1539623043014,False,0.023635434238840947,7,2.322000000000001,151853,465,0,0.0,2754.2356792272853,False,-0.028935347920012938,0.3333333333333333,618650,0.0,0.0,13,0,0,8,11,10.25,18,26,13,143.0,0.0,10,0,13,706,1.655446161981672,136.90968425705796
28,13,0,0,0,10.000000000000002,20,10.0,19.732140417021647,10,13.0,5.864045082368398,4,3.0,43.99999999999999,20,44.0,0,0.524,73220,2,26,1.0,533.0356508425629,False,0.03687607164112258,10,3.954000000000001,61131,303,0,0.0,3030.0000000000005,False,-0.11608087706178657,0,0.2,107427,0,15,0.0,87.96067623552598,False,0.003061145740904796,4,5.8020000000000005,63170.0,665,0,0.0,13121.873377319394,False,-0.34917879200078683,0,1.2080000000000002,161569,5,13,1.0,601.3202254118419,False,0.02581599098016379,13,2.4450000000000007,151608,465,0,0.0,2726.7809633013053,False,-0.03057497983693722,0.3333333333333333,618125,0.0,0.0,10,0,0,8,7,7.0,18,26,10,139.0,3.0,12,1,10,508,2.0810512989992276,138.9907355560572
29,10,0,0,0,10.000000000000002,20,10.0,19.478129721769786,42,18.142857142857142,5.723418055813348,7,2.142857142857143,43.99999999999999,20,44.0,0,0.524,73270,0,29,0.9,564.8657619313238,False,0.037806116306148434,36,4.304000000000001,60326,316,0,0.0,3160.0000000000005,False,-0.12652208880673882,0,0.2,107427,0,15,0.0,85.85127083720022,False,0.003051301862171185,7,5.868000000000001,62142.0,707,0,0.0,13771.037713291238,False,-0.35574401634595243,0,1.2080000000000002,161951,1,14,1.0,621.7234180558132,False,0.028301488688102994,11,2.542000000000001,151421,466,0,0.0,2667.1128140090204,False,-0.03194912160634929,0.31666666666666665,616537,0.0,0.0,12,0,0,6,11,11.0,19,25,9,123.0,0.0,10,0,9,716,1.5378420689958148,140.528577625053
30,9,0,0,0,10.000000000000002,20,10.0,19.508969217165433,23,19.82608695652174,5.52611521722898,15,3.3333333333333335,43.99999999999999,20,44.0,0,0.524,73446,0,24,0.8,468.2152612119704,False,0.03960757454328142,10,4.368000000000002,60166,328,0,0.0,3280.0000000000005,False,-0.1279330633668675,0,0.2,107427,0,15,0.0,82.8917282584347,False,0.0030374906818850965,15,6.011000000000002,61093.0,730,0,0.0,14241.547528530766,False,-0.3633389604149092,0,1.2080000000000002,162173,0,16,0.8,703.9999999999999,False,0.029969073994271084,14,2.6710000000000007,151123,474,0,0.0,2619.3786129665364,False,-0.033988888777388176,0.26666666666666666,615428,0.0,0.0,13,0,0,9,9,9.0,15,24,6,91.0,3.0,8,1,6,720,2.0212395730195567,142.54981719807256
31,6,0,0,0,10.000000000000002,20,10.0,19.392756481941046,8,16.0,5.119041590919405,30,2.9,43.99999999999999,20,44.0,0,0.524,73392,3,30,1.0,611.7826944582314,False,0.0398584982606792,4,4.3980000000000015,60052,335,0,0.0,3350.0000000000005,False,-0.12904773326936916,0,0.2,107427,0,15,0.0,76.78562386379107,False,0.0030089955660370024,30,6.296,59436.0,738,0,0.0,14311.854283672492,False,-0.37847617537462785,0,1.2080000000000002,162605,0,14,0.8,615.9999999999999,False,0.03242794494157013,10,2.757,150880,496,0,0.0,2539.044629096025,False,-0.03578340189518095,0.3,613792,0.0,0.0,13,0,0,8,9,9.0,15,23,10,78.0,0.0,6,0,10,716,1.4580847329925746,144.00790193106513
