index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
0,0,0,0,0,10.0,20,10.0,17.0,0,,23.0,0,,31.0,0,,0,0.2,25573,9,0,0.0,90.0,False,-0.0017534972528543038,0,0.2,25553,11,0,0.0,110.0,False,-0.0021431633090441492,0,0.2,33107,0,0,0.0,0.0,False,0.0,0,0.2,33107,0,0,0.0,0.0,False,0.0,0,0.2,44741,0,0,0.0,0.0,False,0.0,0,0.2,44741,0,0,0.0,0.0,False,0.0,0.0,206822,0.0,0.0,7,0,0,197,0,0.0,546,743,138,0.0,0.0,0,0,138,200,2.1773611521348357,2.1773611521348357
1,138,0,0,0,10.0,20,10.0,17.0,0,,23.0,0,,31.0,0,,0,0.2,25433,23,0,0.0,230.0,False,-0.004481159646183221,0,0.2,25493,17,0,0.0,170.0,False,-0.0033121614776136852,0,0.2,33107,0,0,0.0,0.0,False,0.0,0,0.2,33107,0,0,0.0,0.0,False,0.0,0,0.2,44741,0,0,0.0,0.0,False,0.0,0,0.2,44741,0,0,0.0,0.0,False,0.0,0.0,206622,0.0,0.0,7,0,0,55,0,0.0,50,105,55,1528.0,350.0,88,50,55,200,7.780091187916696,9.957452340051532
2,55,0,0,0,10.0,20,10.0,13.423728813559322,14,1.9285714285714286,23.0,0,,31.0,0,,0,0.2,25333,33,0,0.0,330.0,False,-0.006429489927132447,14,0.34,25073,27,0,0.0,270.0,False,-0.017729805556637963,0,0.2,33096,0,8,0.8,184.0,False,0.002446612498867309,0,0.2,33091,0,6,0.6,138.0,False,0.001600869906666264,0,0.2,44741,0,0,0.0,0.0,False,0.0,0,0.2,44741,0,0,0.0,0.0,False,0.0,0.2333333333333333,206075,0.0,0.0,10,0,0,14,4,4.0,49,63,24,692.0,107.0,45,10,24,200,2.509805202484131,12.467257542535663
3,24,0,0,0,10.0,20,10.0,10.687224669603527,15,1.0,23.0,0,,31.0,7,31.0,0,0.2,25273,39,0,0.0,390.0,False,-0.007598488095701983,15,0.4760000000000001,24570,41,0,0.0,410.0,False,-0.03460234578965826,0,0.2,33091,0,13,0.5,299.0,False,0.004032379859244269,0,0.2,33081,0,16,1.0,368.0,False,0.004772404627420183,0,0.2,44741,0,0,0.0,0.0,False,0.0,7,0.27,44674,0,0,0.0,0.0,False,-0.001497507878679511,0.25,205430,0.0,0.0,7,0,0,19,7,7.0,15,34,16,232.0,52.0,17,7,16,200,1.6842313380911946,14.151488880626857
4,16,0,0,0,10.0,20,10.0,9.46950470732706,12,3.25,23.0,0,,30.999999999999996,5,31.0,2,0.22000000000000003,25149,49,0,0.0,490.0,False,-0.010482016911506839,10,0.5610000000000002,24253,51,0,0.0,510.0,False,-0.045006429489927134,0,0.2,33057,0,22,0.9,506.0,False,0.006131633793457577,0,0.2,33076,0,19,0.3,437.0,False,0.005663454858489141,0,0.2,44741,0,0,0.0,0.0,False,0.0,5,0.31300000000000006,44638,0,0,0.0,0.0,False,-0.002302138977671487,0.19999999999999998,204914,0.0,0.0,9,0,0,10,9,9.0,15,25,20,137.0,77.0,8,8,20,200,1.738548919558525,15.890037800185382
5,20,0,0,0,10.0,20,10.0,9.449079914734416,3,9.0,25.09090909090909,10,34.5,30.999999999999996,10,31.0,3,0.24800000000000003,25012,59,0,0.0,590.0,False,-0.013872111600358493,0,0.5510000000000002,24153,61,0,0.0,610.0,False,-0.04695475977087636,0,0.2,33393,0,13,0.1,326.1818181818182,False,0.013564832485302556,0,0.2,33058,0,21,0.2,526.9090909090909,False,0.006477619399357965,0,0.2,44741,0,0,0.0,0.0,False,0.0,10,0.40800000000000003,44182,10,0,0.0,250.9090909090909,False,-0.009690115432052388,0.05000000000000001,204539,0.0,0.0,12,0,0,15,5,5.0,16,31,25,220.0,45.0,15,5,25,545,1.5199675280600786,17.41000532824546
6,25,0,0,0,10.0,20,10.0,8.77774300704181,6,1.8333333333333333,26.58823529411765,10,34.0,31.0,9,31.0,0,0.24500000000000002,24912,69,0,0.0,690.0,False,-0.01582044188130772,6,0.6110000000000001,23931,71,0,0.0,710.0,False,-0.0536570159373417,0,0.2,33727,0,6,0.3,159.52941176470588,False,0.021136457724419293,0,0.2,33053,0,24,0.3,638.1176470588235,False,0.00800612630348303,0,0.2,44741,0,0,0.0,0.0,False,0.0,9,0.4880000000000001,43744,20,0,0.0,531.7647058823529,False,-0.01634111099570473,0.09999999999999999,204108,0.0,0.0,10,0,0,12,7,7.0,21,33,26,220.0,66.0,15,10,26,540,1.4537834646180272,18.863788792863488
7,26,0,0,0,10.0,20,10.0,7.965972363500693,8,1.75,27.306575576430397,5,35.0,31.0,9,31.0,0,0.24500000000000002,24822,78,0,0.0,780.0,False,-0.017573939134162022,8,0.685,23655,82,0,0.0,820.0,False,-0.06226863577913728,0,0.2,33897,0,6,0.5,163.8394534585824,False,0.026336416066973484,0,0.2,33044,0,27,0.3,737.2775405636207,False,0.00923184735197421,0,0.2,44741,0,0,0.0,0.0,False,0.0,9,0.5690000000000001,43470,25,0,0.0,682.6643894107599,False,-0.02077887855199085,0.13333333333333333,203629,0.0,0.0,9,0,0,12,6,6.0,21,33,26,247.0,89.0,16,10,26,375,1.6221104301512241,20.485899223014712
8,26,0,0,0,10.0,20,10.0,7.255304684175892,9,2.3333333333333335,27.306575576430397,0,,31.0,7,31.0,0,0.24500000000000002,24732,87,0,0.0,870.0,False,-0.01932743638701633,9,0.7670000000000001,23360,93,0,0.0,930.0,False,-0.07162062112769357,0,0.2,33876,0,15,0.9,409.59863364645594,False,0.029413698517631554,0,0.2,33044,0,27,0.0,737.2775405636207,False,0.00923184735197421,0,0.2,44741,0,0,0.0,0.0,False,0.0,7,0.6300000000000001,43404,25,0,0.0,682.6643894107599,False,-0.022254035566809473,0.15,203157,0.0,0.0,9,0,0,12,6,6.0,18,30,20,179.0,89.0,12,14,20,200,1.4647989124059677,21.95069813542068
9,20,0,0,0,10.000000000000002,20,10.0,6.632847507125001,11,3.0,27.88664528988647,5,34.0,30.999999999999996,9,31.0,2,0.265,24588,99,0,0.0,990.0000000000002,False,-0.022600631259011027,9,0.8480000000000003,23091,101,0,0.0,1010.0000000000002,False,-0.08054397381444102,0,0.2,33858,0,17,0.2,474.07296992807,False,0.02984373349938176,0,0.2,33199,0,31,0.9,864.4860039864806,False,0.015834808408893696,0,0.2,44741,0,0,0.0,0.0,False,0.0,9,0.7130000000000001,43144,30,0,0.0,836.5993586965941,False,-0.026344970399671527,0.18333333333333335,202621,0.0,0.0,10,0,0,11,6,6.0,16,27,18,142.0,73.0,9,11,18,370,1.2590370867401361,23.209735222160816
10,18,0,0,0,10.000000000000002,20,10.0,6.379142885245953,11,4.818181818181818,27.131148849119704,17,24.823529411764707,30.999999999999993,9,31.0,3,0.29300000000000004,24431,111,0,0.0,1110.0000000000002,False,-0.026380392004052528,8,0.919,22855,109,0,0.0,1090.0000000000002,False,-0.088181428515762,0,0.2,34169,0,13,0.6,352.70493503855613,False,0.03740455092636828,0,0.2,33257,0,29,0.5,786.8033166244714,False,0.0164134973966906,0,0.2,44741,0,0,0.0,0.0,False,0.0,9,0.7940000000000003,42630,47,0,0.0,1275.163995908626,False,-0.032932165173905015,0.18333333333333335,202083,0.0,0.0,13,0,0,10,8,8.0,19,29,23,135.0,56.0,9,9,23,622,1.2157618859782815,24.425497108139098
11,23,0,0,0,10.000000000000002,20,10.0,6.27721424650435,8,5.375,27.131148849119704,0,,30.999999999999993,6,31.0,4,0.33000000000000007,24301,119,0,0.0,1190.0000000000002,False,-0.029887386509761135,4,0.9510000000000001,22656,121,0,0.0,1210.0000000000002,False,-0.09359778669680084,0,0.2,34149,0,17,0.4,461.229530435035,False,0.03843944680029965,0,0.2,33234,0,33,0.4,895.3279120209502,False,0.017357777992885917,0,0.2,44741,0,0,0.0,0.0,False,0.0,6,0.8450000000000002,42576,47,0,0.0,1275.163995908626,False,-0.03413911182239298,0.13333333333333333,201657,0.0,0.0,9,0,0,13,9,9.0,18,31,21,226.0,72.0,14,9,21,200,1.3427084917202592,25.768205599859357
12,21,0,0,0,10.000000000000002,20,10.0,5.736994793021912,14,3.0,28.15413224087033,10,34.5,30.999999999999993,7,31.0,3,0.3560000000000001,24174,128,0,0.0,1280.0000000000002,False,-0.03308264817051786,11,1.0570000000000002,22301,132,0,0.0,1320.0000000000002,False,-0.1052877683824962,0,0.2,34481,0,16,0.9,450.46611585392526,False,0.04830498256945546,0,0.2,33205,0,38,0.5,1069.8570251530725,False,0.01911766431801547,0,0.2,44741,0,0,0.0,0.0,False,0.0,7,0.909,42165,57,0,0.0,1604.7855377296087,False,-0.03964165376578969,0.2333333333333333,201067,0.0,0.0,10,0,0,11,8,8.0,15,26,21,134.0,70.0,10,11,21,545,1.2711808597669005,27.039386459626257
13,21,0,0,0,10.000000000000002,20,10.0,5.837097903945103,4,7.75,29.377838097884805,15,34.666666666666664,30.999999999999993,11,31.0,3,0.38300000000000006,24017,140,0,0.0,1400.0000000000002,False,-0.036862408915559364,1,1.056,22204,140,0,0.0,1400.0000000000002,False,-0.10750886490277832,0,0.2,34818,0,8,0.2,235.02270478307844,False,0.05523035468002364,0,0.2,33357,0,35,0.2,1028.224333425968,False,0.023080078736007027,0,0.2,44741,0,0,0.0,0.0,False,0.0,11,1.0120000000000002,41507,72,0,0.0,2115.204343047706,False,-0.04864437157140312,0.06666666666666667,200644,0.0,0.0,12,0,0,13,8,8.0,18,31,22,221.0,63.0,15,6,22,720,1.1610042545944452,28.200390714220703
14,22,0,0,0,10.000000000000002,20,10.0,5.238960457472593,18,2.8333333333333335,27.97634682022567,13,20.23076923076923,30.99999999999999,10,31.0,3,0.41000000000000003,23878,150,0,0.0,1500.0000000000002,False,-0.04033043681564899,15,1.205,21758,150,0,0.0,1500.0000000000002,False,-0.12293964072789619,0,0.2,34810,0,12,0.4,335.71616184270806,False,0.05650944153566776,0,0.2,33577,4,32,1.0,916.1989400771118,False,0.028033330414672316,0,0.2,44741,0,0,0.0,0.0,False,0.0,10,1.1010000000000002,41128,85,0,0.0,2377.989479719182,False,-0.054178611567475235,0.2333333333333333,199892,0.0,0.0,12,0,0,11,9,9.0,18,29,19,181.0,62.0,12,10,19,463,1.2064786553382874,29.40686936955899
15,19,0,0,0,10.000000000000002,20,10.0,5.56044139459712,14,7.428571428571429,28.789627141256133,10,35.0,30.999999999999993,10,31.0,12,0.5270000000000001,23560,163,0,0.0,1630.0000000000002,False,-0.05018898803725207,2,1.2100000000000002,21648,157,0,0.0,1570.0000000000002,False,-0.12586213614932004,0,0.2,34965,0,11,0.4,316.6858985538175,False,0.06090382545313397,0,0.2,33668,4,37,1.0,1087.4579698048656,False,0.0333684412632504,0,0.2,44741,0,0,0.0,0.0,False,0.0,10,1.191,40668,95,0,0.0,2735.014578419333,False,-0.06047009925550021,0.2333333333333333,199250,0.0,0.0,10,0,0,16,9,9.0,13,29,24,173.0,61.0,11,8,24,550,1.1990083642303944,30.605877733789384
16,24,0,0,0,10.000000000000002,20,10.0,5.589724401320167,11,5.818181818181818,28.789627141256133,0,,30.999999999999996,11,31.0,2,0.5350000000000001,23436,173,0,0.0,1730.0000000000002,False,-0.05307251685305693,9,1.298,21386,167,0,0.0,1670.0000000000002,False,-0.13412305654054477,0,0.2,34953,0,13,0.2,374.2651528363297,False,0.06141095769529609,0,0.2,33616,3,47,1.0,1369.8816488429986,False,0.0360630931350319,0,0.2,44741,0,0,0.0,0.0,False,0.0,11,1.2910000000000001,40536,95,0,0.0,2735.014578419333,False,-0.06342041328513745,0.19999999999999998,198668,0.0,0.0,9,0,0,12,11,11.0,18,30,24,213.0,79.0,14,10,24,200,1.1978569431230426,31.803734676912427
17,24,0,0,0,10.000000000000002,20,10.0,5.577304189526331,14,5.5,27.222806089114375,8,12.0,30.999999999999996,9,31.0,8,0.6130000000000002,23271,178,0,0.0,1780.0000000000002,False,-0.058527841639714764,6,1.3490000000000002,21120,182,0,0.0,1820.0000000000002,False,-0.1415656782137708,0,0.2,34930,0,20,0.7,544.4561217822875,False,0.06328655755251597,0,0.2,33658,0,49,1.0,1333.9174983666044,False,0.03678855677600812,0,0.2,44741,0,0,0.0,0.0,False,0.0,9,1.37,40351,103,0,0.0,2803.9490271787804,False,-0.06678495085962786,0.2833333333333333,198071,0.0,0.0,9,0,0,15,9,9.0,18,33,22,230.0,41.0,16,8,22,296,1.424731882289052,33.22846655920148
18,22,0,0,0,10.000000000000002,20,10.0,5.393581981671616,12,4.0,26.18052135586902,30,23.5,31.0,7,31.0,3,0.6350000000000001,23165,185,0,0.0,1850.0000000000002,False,-0.06129447063866267,9,1.433,20803,195,0,0.0,1950.0000000000005,False,-0.1513852628297549,0,0.2,35421,0,11,0.6,287.9857349145592,False,0.07424390211910714,0,0.2,33824,0,40,0.6,1047.2208542347607,False,0.03747275280506789,0,0.2,44741,0,0,0.0,0.0,False,0.0,7,1.431,39580,133,0,0.0,3482.0093403305796,False,-0.07643985002200912,0.19999999999999998,197534,0.0,0.0,13,0,0,16,8,8.0,17,33,21,263.0,63.0,16,6,21,905,1.2442269744351506,34.47269353363663
19,21,0,0,0,10.000000000000002,20,10.0,5.393581981671616,0,,24.38288417110611,14,12.0,31.0,12,31.0,0,0.6320000000000001,23075,194,0,0.0,1940.0000000000005,False,-0.06304796789151697,0,1.4240000000000002,20693,206,0,0.0,2060.0000000000005,False,-0.15352842613879905,0,0.2,35421,0,11,0.0,268.21172588216723,False,0.0739452642323703,0,0.2,33992,0,26,0.0,633.9549884487589,False,0.03630584149045163,0,0.2,44741,0,0,0.0,0.0,False,0.0,12,1.5440000000000003,39253,147,0,0.0,3584.2839731525983,False,-0.08260561930720588,0.0,197175,0.0,0.0,11,0,0,12,6,6.0,17,29,20,134.0,46.0,11,10,20,368,1.1538626989349723,35.6265562325716
20,20,0,0,0,10.000000000000002,20,10.0,5.3747365456742955,10,5.2,23.46382695143216,18,18.38888888888889,30.999999999999996,10,31.0,5,0.6820000000000002,22900,205,0,0.0,2050.0000000000005,False,-0.06772396056579512,5,1.4740000000000002,20501,215,0,0.0,2150.0000000000005,False,-0.15925651716478978,0,0.2,35562,0,14,0.8,328.49357732005024,False,0.07911459173769982,0,0.2,34130,0,15,0.2,351.9574042714824,False,0.03621526269779021,0,0.2,44741,0,0,0.0,0.0,False,0.0,10,1.6320000000000001,38802,165,0,0.0,3871.5314469863065,False,-0.08947574431744588,0.16666666666666666,196636,0.0,0.0,12,0,0,10,10,10.0,19,29,22,178.0,71.0,11,9,22,531,1.1389800915494561,36.76553632412106
21,22,0,0,0,10.000000000000002,20,10.0,5.390299765816077,4,5.75,23.98509591048396,5,35.0,31.0,9,31.0,2,0.6970000000000001,22766,216,0,0.0,2160.0000000000005,False,-0.07080232240969489,2,1.4890000000000003,20374,224,0,0.0,2240.0000000000005,False,-0.1624517788255465,0,0.2,35716,0,12,0.3,287.8211509258075,False,0.08315191879248815,0,0.2,34128,0,16,0.1,383.76153456774335,False,0.03663517586262343,0,0.2,44741,0,0,0.0,0.0,False,0.0,9,1.7120000000000004,38528,170,0,0.0,4077.4663047822733,False,-0.09329847002992481,0.06666666666666667,196253,0.0,0.0,9,0,0,17,7,7.0,15,32,26,174.0,87.0,12,10,26,375,1.2049751495942473,37.970511473715305
22,26,0,0,0,10.000000000000002,20,10.0,5.2940759111,8,4.25,22.991757485593325,9,12.0,31.0,11,31.0,0,0.6950000000000001,22666,226,0,0.0,2260.0000000000005,False,-0.07275065269064412,8,1.5670000000000004,20126,234,0,0.0,2340.0000000000005,False,-0.17016716673810545,0,0.2,35713,0,13,0.1,298.89284731271323,False,0.08322851432193669,0,0.2,34205,0,14,0.7,321.88460479830655,False,0.03802646879509333,0,0.2,44741,0,0,0.0,0.0,False,0.0,11,1.8130000000000002,38281,179,0,0.0,4115.524589921205,False,-0.09839381562860461,0.13333333333333333,195732,0.0,0.0,10,0,0,15,8,8.0,16,31,25,223.0,91.0,14,12,25,308,1.2184059880673885,39.188917461782694
23,25,0,0,0,10.000000000000002,20,10.0,5.267500583514903,1,3.0,24.060002997149425,10,34.5,31.000000000000004,7,31.0,0,0.6950000000000001,22536,239,0,0.0,2390.0000000000005,False,-0.0752834820558781,1,1.5690000000000002,20038,241,0,0.0,2410.0000000000005,False,-0.17223239683591163,0,0.2,36055,0,4,0.1,96.2400119885977,False,0.09049808215767965,0,0.2,34205,0,14,0.0,336.840041960092,False,0.03825233397710597,0,0.2,44741,0,0,0.0,0.0,False,0.0,7,1.8720000000000006,37873,189,0,0.0,4547.340566461241,False,-0.1026872380315456,0.016666666666666666,195448,0.0,0.0,9,0,0,16,4,4.0,17,33,27,210.0,84.0,14,11,27,545,2.1261689588427544,41.31508642062545
24,27,0,0,0,10.000000000000002,20,10.0,5.341120891224837,36,5.5,23.207934621934687,27,20.14814814814815,31.000000000000004,9,31.0,20,0.8950000000000002,22112,250,0,0.0,2500.0000000000005,False,-0.0896621595292834,16,1.7280000000000004,19577,250,0,0.0,2500.0000000000005,False,-0.18844250477340918,6,0.26,36196,0,8,0.8,185.6634769754775,False,0.09610752223057774,3,0.23,34153,18,10,1.0,328.21952226139393,False,0.03655147736523085,0,0.2,44741,0,0,0.0,0.0,False,0.0,9,1.9550000000000003,37231,216,0,0.0,5012.913878337892,False,-0.1118335097747269,0.3,194010,0.0,0.0,9,0,0,15,13,11.7,18,33,28,200.0,120.0,15,12,28,332,1.3415334392338991,42.65661985985935
25,28,0,0,0,10.000000000000002,20,10.0,5.198547701433489,8,3.375,20.32894794583285,34,10.882352941176471,31.000000000000004,10,31.0,0,0.8750000000000002,21992,262,0,0.0,2620.0000000000005,False,-0.09200015586642248,8,1.7920000000000003,19346,258,0,0.0,2580.0000000000005,False,-0.19588512644663522,0,0.254,36181,0,13,0.5,264.27632329582707,False,0.09684169999238566,24,0.4670000000000001,33626,11,10,1.0,260.4735041740969,False,0.019610256202224504,0,0.2,44741,0,0,0.0,0.0,False,0.0,10,2.0460000000000007,36741,250,0,0.0,5082.236986458212,False,-0.1220107173905566,0.25,192627,0.0,0.0,10,0,0,15,10,9.875,24,39,24,289.0,84.0,20,8,24,290,1.6072594076395035,44.26387926749885
26,24,0,0,0,10.000000000000002,20,10.0,5.0725729813921365,7,3.2857142857142856,19.180655873444863,19,11.263157894736842,31.000000000000004,8,31.0,2,0.8950000000000002,21868,272,0,0.0,2720.0000000000005,False,-0.09488368468222733,5,1.8340000000000003,19146,268,0,0.0,2680.0000000000005,False,-0.20173011728948292,0,0.254,36159,0,19,0.6,364.4324615954524,False,0.0976898006704844,9,0.5330000000000001,33587,2,10,1.0,201.9517046972329,False,0.01754842940612608,0,0.2,44741,0,0,0.0,0.0,False,0.0,8,2.1160000000000005,36444,269,0,0.0,5159.5964299566685,False,-0.12778439876224637,0.26666666666666666,191945,0.0,0.0,9,0,0,17,8,7.75,15,32,19,201.0,43.0,15,9,19,270,1.4995364509522915,45.76341571845114
