index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
63,18,0,0,0,10.0,20,10.0,4.088201112449843,10,3.6,26.959822698695667,5,34.0,31.000000000000004,9,31.0,3,2.2010000000000005,15777,655,0,0.0,6550.0,False,-0.25760822974710673,7,4.545000000000001,9064,625,0,0.0,6250.0,False,-0.5250360441101976,0,0.254,38996,0,140,0.3,3774.3751778173933,False,0.23488046603161553,0,0.56,35581,0,21,0.7,566.156276672609,False,0.08327780041490641,0,0.2,44741,0,0,0.0,0.0,False,0.0,9,5.384000000000001,25312,589,0,0.0,15879.335569531748,False,-0.2567965001952153,0.16666666666666666,169471,0.0,0.0,10,0,0,9,8,8.0,4,13,18,183.0,46.0,13,5,18,370,0.8141605146229267,81.91083372849971
64,18,0,0,0,10.0,20,10.0,4.127182997959828,8,4.5,26.959822698695667,0,,31.000000000000007,11,31.0,2,2.218000000000001,15673,663,0,0.0,6630.0,False,-0.2601020925067217,6,4.598000000000001,8832,637,0,0.0,6370.0,False,-0.5317383002766629,0,0.254,38980,0,144,0.4,3882.214468612176,False,0.23602583243139177,0,0.56,35561,0,25,0.4,673.9955674673917,False,0.08430234644436824,0,0.2,44741,0,0,0.0,0.0,False,0.0,11,5.485000000000001,25177,589,0,0.0,15879.335569531748,False,-0.2598138668164352,0.13333333333333333,168964,0.0,0.0,9,0,0,7,8,8.0,4,11,20,194.0,66.0,11,7,20,200,0.8366731954738498,82.74750692397356
65,20,0,0,0,10.0,20,10.0,4.252031406118469,2,9.0,27.74906563600852,10,35.0,31.000000000000004,8,31.0,2,2.2360000000000007,15549,673,0,0.0,6730.0,False,-0.2629856213225266,0,4.592000000000001,8732,647,0,0.0,6470.0,False,-0.5336866305576121,0,0.254,39155,0,139,0.0,3857.120123405184,False,0.24093273512255994,0,0.56,35718,0,22,0.2,610.4794439921875,False,0.08808529078430818,0,0.2,44741,0,0,0.0,0.0,False,0.0,8,5.554000000000002,24741,599,0,0.0,16621.690315969103,False,-0.2612627085227297,0.03333333333333333,168636,0.0,0.0,12,0,0,7,5,5.0,2,9,25,140.0,61.0,9,11,25,550,0.8871334064751863,83.63464033044875
66,25,0,0,0,10.0,20,10.0,4.230218933934318,11,4.090909090909091,27.74906563600852,0,,31.000000000000004,12,31.0,3,2.2640000000000007,15382,686,0,0.0,6860.0,False,-0.26696021509566303,8,4.6720000000000015,8502,654,0,0.0,6540.0,False,-0.5412851186533141,0,0.254,39128,0,148,0.9,4106.861714129261,False,0.24388893155721242,0,0.5600000000000002,35700,0,24,0.2,665.9775752642045,False,0.08837976221439879,0,0.2,44741,0,0,0.0,0.0,False,0.0,12,5.666000000000001,24588,599,0,0.0,16621.690315969103,False,-0.2646823906934456,0.18333333333333335,168041,0.0,0.0,8,0,0,9,9,9.0,4,13,24,203.0,81.0,13,12,24,200,1.0570780355483294,84.69171836599708
67,24,0,0,0,10.000000000000002,20,10.0,4.4276030443468155,6,6.833333333333333,28.412973428970744,10,34.5,31.000000000000004,6,31.0,4,2.3010000000000006,15272,692,0,0.0,6920.000000000001,False,-0.27007754354518176,2,4.684000000000001,8325,668,0,0.0,6680.000000000001,False,-0.5454545454545454,0,0.254,39280,0,147,0.4,4176.707094058699,False,0.24953494871263932,0,0.56,35852,0,21,0.2,596.6724420083856,False,0.09192425230326505,0,0.2,44741,0,0,0.0,0.0,False,0.0,6,5.714000000000001,24190,609,0,0.0,17303.500818243185,False,-0.2659585076524531,0.10000000000000002,167660,0.0,0.0,12,0,0,5,7,7.0,6,11,20,172.0,83.0,11,13,20,545,0.8971183514222503,85.58883671741933
68,20,0,0,0,10.0,20,10.0,4.670765370526908,4,9.0,28.05932616824359,23,26.652173913043477,31.000000000000004,11,31.0,4,2.3370000000000006,15112,703,0,0.0,7030.0,False,-0.27416903713517515,0,4.682000000000001,8235,677,0,0.0,6770.0,False,-0.5472080427073998,0,0.254,39612,0,139,0.2,3900.246337385859,False,0.2553877780739098,0,0.56,36097,0,10,0.2,280.5932616824359,False,0.09455089953306617,0,0.2,44741,0,0,0.0,0.0,False,0.0,11,5.8180000000000005,23438,632,0,0.0,17733.49413832995,False,-0.27796099619666587,0.06666666666666667,167235,0.0,0.0,13,0,0,6,7,7.0,4,10,24,168.0,85.0,10,10,24,813,1.4763568034395576,87.06519352085888
69,24,0,0,0,10.0,20,10.0,4.670765370526908,0,,28.05932616824359,0,,31.0,13,31.0,0,2.3330000000000006,14992,715,0,0.0,7150.0,False,-0.2765070334723142,0,4.682000000000001,8155,685,0,0.0,6850.0,False,-0.5487667069321591,0,0.254,39612,0,139,0.0,3900.246337385859,False,0.2553877780739098,0,0.56,36097,0,10,0.0,280.5932616824359,False,0.09455089953306617,0,0.2,44741,0,0,0.0,0.0,False,0.0,13,5.937,23253,632,0,0.0,17733.49413832995,False,-0.2820959060109302,0.0,166850,0.0,0.0,10,0,0,9,6,6.0,5,14,20,191.0,89.0,14,10,20,200,0.9320278624072671,87.99722138326615
70,20,0,0,0,10.0,20,10.0,4.7837552221492725,3,7.333333333333333,28.380461267098298,5,35.0,31.000000000000004,10,31.0,2,2.3530000000000006,14898,722,0,0.0,7220.0,False,-0.27880606320383433,1,4.692000000000002,8008,698,0,0.0,6980.0,False,-0.5519619685929159,0,0.254,39787,0,134,0.0,3802.981809791172,False,0.25920472724486027,0,0.5600000000000002,36075,0,13,0.3,368.9459964722779,False,0.09522073876328688,0,0.2,44741,0,0,0.0,0.0,False,0.0,10,6.024000000000001,22959,637,0,0.0,18078.353827141615,False,-0.28481310400816234,0.049999999999999996,166468,0.0,0.0,9,0,0,8,7,7.0,4,12,24,173.0,78.0,12,8,24,375,0.8370117032900453,88.8342330865562
71,24,0,0,0,10.0,20,10.0,4.349364597792943,19,2.8947368421052633,28.380461267098298,0,,31.0,11,31.0,4,2.391000000000001,14738,733,0,0.0,7330.0,False,-0.28289755679382766,15,4.841000000000001,7555,707,0,0.0,7070.0,False,-0.5678603436854616,0,0.254,39761,0,144,1.0,4086.786422462155,False,0.262705567137798,0,0.56,36046,0,22,0.9,624.3701478761625,False,0.09820234614849073,0,0.2,44741,0,0,0.0,0.0,False,0.0,11,6.124000000000002,22822,637,0,0.0,18078.353827141615,False,-0.287875172357104,0.31666666666666665,165663,0.0,0.0,8,0,0,8,11,11.0,7,15,21,213.0,83.0,15,9,21,200,0.9572848780080676,89.79151796456426
72,21,0,0,0,10.0,20,10.0,4.491584067151165,9,5.666666666666667,28.380461267098298,0,,31.000000000000004,9,31.0,4,2.427000000000001,14598,742,0,0.0,7420.0,False,-0.2865993843276312,5,4.876000000000001,7355,718,0,0.0,7180.0,False,-0.5735105015002143,0,0.254,39728,0,151,0.7,4285.449651331843,False,0.26470911969269106,0,0.56,36028,0,24,0.2,681.1310704103591,False,0.09851588894207196,0,0.2,44741,0,0,0.0,0.0,False,0.0,9,6.203000000000002,22729,637,0,0.0,18078.353827141615,False,-0.2899538026961666,0.15,165179,0.0,0.0,9,0,0,12,6,6.0,2,14,21,241.0,81.0,14,7,21,200,0.9463142547756433,90.73783221933991
73,21,0,0,0,10.0,20,10.0,4.608646371354108,2,9.0,26.66137128887624,26,20.23076923076923,31.000000000000004,12,31.0,2,2.4430000000000005,14464,753,0,0.0,7530.0,False,-0.289677746171531,0,4.871000000000001,7265,727,0,0.0,7270.0,False,-0.5752639987530687,0,0.254,39991,0,138,0.0,3679.269237864921,False,0.2634981912868113,0,0.56,36273,0,13,0.2,346.5978267553911,False,0.10086383282622086,0,0.2,44741,0,0,0.0,0.0,False,0.0,12,6.314000000000001,22046,663,0,0.0,17676.489164524948,False,-0.3097104538954768,0.03333333333333333,164780,0.0,0.0,13,0,0,9,6,6.0,3,12,24,181.0,85.0,12,9,24,726,1.0581776816397905,91.7960099009797
74,24,0,0,0,10.0,20,10.0,4.358066896955601,15,3.2,27.021004489718862,5,35.0,31.0,10,31.0,2,2.4610000000000007,14330,764,0,0.0,7640.0,False,-0.2927561080154308,13,5.001000000000002,6890,736,0,0.0,7360.0,False,-0.5881229786073335,0,0.254,39961,0,144,0.6,3891.024646519516,False,0.2657900843706695,0,0.5600000000000002,36430,0,17,0.9,459.35707632522065,False,0.10730898414723807,0,0.2,44741,0,0,0.0,0.0,False,0.0,10,6.402000000000002,21752,668,0,0.0,18050.0309991322,False,-0.31210711652475137,0.25,164104,0.0,0.0,8,0,0,10,8,8.0,7,17,20,219.0,81.0,17,7,20,375,1.1073366021737456,92.90334650315344
75,20,0,0,0,10.0,20,10.0,4.1292955616786555,26,3.4615384615384617,28.02390181164283,15,35.0,31.0,10,31.0,4,2.4990000000000006,14180,774,0,0.0,7740.0,False,-0.29665276857732925,22,5.208000000000002,6220,746,0,0.0,7460.0,False,-0.6122822740911039,0,0.254,40252,5,144,1.0,4056.0883386849605,False,0.2770726483626568,0,0.56,36574,1,22,1.0,620.6551354178209,False,0.1140945288823787,0,0.2,44741,0,0,0.0,0.0,False,0.0,10,6.492000000000001,21109,683,0,0.0,19140.324937352052,False,-0.3142942162965507,0.3333333333333333,163076,0.0,0.0,12,0,0,10,13,13.0,3,13,16,193.0,37.0,13,7,16,725,0.9822897780686617,93.8856362812221
76,16,0,0,0,10.0,20,10.0,4.1292955616786555,0,,27.876087000590136,1,12.0,31.0,9,31.0,0,2.4950000000000006,14070,785,0,0.0,7850.0,False,-0.2987959318863734,0,5.186000000000002,6130,755,0,0.0,7550.0,False,-0.6140357713439583,0,0.254,40252,0,149,0.5,4153.53696308793,False,0.2785443707235317,0,0.56,36586,0,22,0.1,613.273914012983,False,0.11434551475538383,0,0.2,44741,0,0,0.0,0.0,False,0.0,9,6.572000000000001,21001,684,0,0.0,19067.24350840365,False,-0.317524826128119,0.09999999999999999,162780,0.0,0.0,10,0,0,5,3,3.0,3,8,23,129.0,79.0,8,8,23,212,0.7806415176019073,94.66627779882401
77,23,0,0,0,10.0,20,10.0,4.181837145012619,1,9.0,27.876087000590136,0,,30.999999999999996,10,31.0,1,2.505000000000001,13958,795,0,0.0,7950.0,False,-0.3012118614347504,0,5.186000000000002,6030,765,0,0.0,7650.0,False,-0.6159841016249075,0,0.254,40243,0,150,0.1,4181.41305008852,False,0.27869352478461534,0,0.56,36586,0,22,0.0,613.273914012983,False,0.11434551475538383,0,0.2,44741,0,0,0.0,0.0,False,0.0,10,6.663000000000001,20881,684,0,0.0,19067.24350840365,False,-0.32020692979142557,0.016666666666666666,162439,0.0,0.0,8,0,0,8,6,6.0,6,14,16,205.0,56.0,14,9,16,200,1.0459767207503319,95.71225451957434
78,16,0,0,0,10.0,20,10.0,4.301514167831198,10,5.3,28.538377811284562,10,35.0,31.0,6,31.0,4,2.5440000000000005,13778,808,0,0.0,8080.0,False,-0.30569302108093366,6,5.246000000000001,5847,772,0,0.0,7720.0,False,-0.6217511592565171,0,0.254,40573,0,143,0.3,4080.9880270136923,False,0.28714453177596416,0,0.5600000000000002,36553,0,29,0.7,827.6129565272523,False,0.11658581201146671,0,0.2,44741,0,0,0.0,0.0,False,0.0,6,6.713000000000001,20477,694,0,0.0,19805.634201031487,False,-0.32098484386768866,0.16666666666666666,161969,0.0,0.0,11,0,0,4,7,7.0,4,8,19,116.0,40.0,8,8,19,550,0.8025209745392203,96.51477549411356
79,19,0,0,0,10.0,20,10.0,4.230242270703167,13,3.769230769230769,28.806608626393864,5,34.0,31.0,10,31.0,4,2.5800000000000005,13608,820,0,0.0,8200.0,False,-0.3099793476990219,9,5.330000000000001,5576,780,0,0.0,7800.0,False,-0.6307524451545026,0,0.254,40547,0,149,0.6,4292.184685332686,False,0.28954880667732935,0,0.56,36700,0,31,0.7,893.0048674182098,False,0.1220135449816988,0,0.2,44741,0,0,0.0,0.0,False,0.0,10,6.807000000000002,20186,699,0,0.0,20135.81942984931,False,-0.3237989827021154,0.21666666666666665,161358,0.0,0.0,9,0,0,6,9,9.0,4,10,21,154.0,85.0,10,9,21,370,0.7510285004973412,97.2658039946109
80,21,0,0,0,10.0,20,10.0,4.215448328565101,6,4.0,26.91103182926033,26,20.23076923076923,30.999999999999996,11,31.0,1,2.5860000000000007,13476,832,0,0.0,8320.0,False,-0.3127849433035888,5,5.371000000000001,5406,788,0,0.0,7880.0,False,-0.6358181038849706,0,0.254,40786,0,142,0.6,3821.366519754967,False,0.28965727066413405,0,0.56,36963,0,18,0.0,484.398572926686,False,0.12378648885321361,0,0.2,44741,0,0,0.0,0.0,False,0.0,11,6.907000000000002,19522,725,0,0.0,19510.49807621374,False,-0.3456281925279526,0.09999999999999999,160894,0.0,0.0,13,0,0,8,7,7.0,5,13,22,220.0,69.0,13,8,22,726,0.9063845491036773,98.17218854371458
81,22,0,0,0,10.0,20,10.0,4.312151396415355,6,5.666666666666667,27.609171052747065,10,35.0,30.999999999999996,10,31.0,2,2.6050000000000004,13342,843,0,0.0,8430.0,False,-0.3158633051474886,4,5.4060000000000015,5248,797,0,0.0,7970.0,False,-0.6402213303199158,0,0.254,40945,0,141,0.4,3892.8931184373364,False,0.2955401141516497,0,0.56,37120,0,15,0.2,414.137565791206,False,0.12746756827545835,0,0.2,44741,0,0,0.0,0.0,False,0.0,10,6.996000000000001,19052,735,0,0.0,20292.740723769093,False,-0.3473911990817249,0.10000000000000002,160448,0.0,0.0,10,0,0,7,7,7.0,4,11,20,163.0,98.0,11,11,20,550,0.8613052405416965,99.03349378425628
82,20,0,0,0,10.0,20,10.0,4.099916463013301,12,2.6666666666666665,27.609171052747065,0,,30.999999999999996,10,31.0,2,2.6230000000000007,13208,854,0,0.0,8540.0,False,-0.3189416669913884,10,5.5020000000000024,4935,806,0,0.0,8060.0,False,-0.6506643806258037,0,0.254,40919,0,147,0.6,4058.5481447538186,False,0.29725659444760655,0,0.5600000000000002,37114,0,21,0.6,579.7925921076884,False,0.1297881504229873,0,0.2,44741,0,0,0.0,0.0,False,0.0,10,7.086,18933,735,0,0.0,20292.740723769093,False,-0.3500509518811706,0.19999999999999998,159850,0.0,0.0,7,0,0,7,9,9.0,5,12,25,187.0,106.0,12,8,25,200,1.0172725077718496,100.05076629202813
83,25,0,0,0,10.0,20,10.0,3.758183773577613,14,1.7142857142857142,28.212158141630365,10,34.5,30.999999999999993,12,31.0,0,2.621000000000001,13148,860,0,0.0,8600.0,False,-0.3201106651599579,14,5.6320000000000014,4474,820,0,0.0,8200.0,False,-0.6659003234228267,0,0.254,41073,1,152,1.0,4292.006221301393,False,0.3054339901123839,0,0.56,37281,0,19,0.3,536.0310046909769,False,0.13417148948396068,0,0.2,44741,0,0,0.0,0.0,False,0.0,12,7.196000000000001,18432,745,0,0.0,21018.05781551462,False,-0.3531430028886858,0.21666666666666667,159149,0.0,0.0,11,0,0,11,9,9.0,6,17,19,232.0,73.0,17,8,19,545,0.9887311989441514,101.03949749097228
84,19,0,0,0,10.0,20,10.0,3.628301262245711,15,2.8666666666666667,28.212158141630365,0,,30.999999999999993,11,31.0,2,2.641000000000001,13014,871,0,0.0,8710.0,False,-0.3231890270038577,13,5.748000000000002,4088,829,0,0.0,8290.0,False,-0.6791879359389004,0,0.254,41062,0,160,0.8,4513.945302660858,False,0.30845357934365625,0,0.56,37249,0,27,0.8,761.7282698240199,False,0.1366135299154864,0,0.2,44741,0,0,0.0,0.0,False,0.0,11,7.2940000000000005,18292,745,0,0.0,21018.05781551462,False,-0.3562721238292101,0.26666666666666666,158446,0.0,0.0,8,0,0,8,10,10.0,4,12,21,167.0,61.0,12,7,21,200,0.9417344713583589,101.98123196233064
85,21,0,0,0,10.0,20,10.0,3.650905090268563,6,4.0,28.480485477649296,5,34.0,30.999999999999996,8,31.0,1,2.649000000000001,12912,880,0,0.0,8800.0,False,-0.32541012352413984,5,5.785000000000003,3888,840,0,0.0,8400.0,False,-0.6848380937536531,0,0.254,41208,0,161,0.6,4585.358161901537,False,0.313942038872467,0,0.56,37249,0,27,0.0,768.973107896531,False,0.136722945417835,0,0.2,44741,0,0,0.0,0.0,False,0.0,8,7.363000000000001,18039,750,0,0.0,21360.364108236972,False,-0.35810147171233353,0.09999999999999999,158037,0.0,0.0,9,0,0,8,6,6.0,4,12,20,181.0,56.0,12,9,20,370,0.8592566512525082,102.84048861358315
86,20,0,0,0,10.0,20,10.0,3.6213843092102724,1,1.0,27.59038359934219,21,23.476190476190474,30.999999999999996,6,31.0,0,2.6480000000000006,12792,892,0,0.0,8920.0,False,-0.3277481198612789,1,5.790000000000001,3788,848,0,0.0,8480.0,False,-0.6871760900907922,0,0.254,41557,0,152,0.1,4193.738307100013,False,0.3185691591974508,0,0.5600000000000002,37392,0,16,0.0,441.44613758947503,False,0.13609578242651818,0,0.2,44741,0,0,0.0,0.0,False,0.0,6,7.415,17492,771,0,0.0,21272.18575509283,False,-0.37131282542754046,0.016666666666666666,157762,0.0,0.0,12,0,0,9,4,4.0,5,14,19,200.0,47.0,14,6,19,693,1.0286037316545844,103.86909234523773
87,19,0,0,0,10.0,20,10.0,3.601396674684343,11,3.4545454545454546,27.878433408961897,5,34.0,31.0,12,31.0,3,2.678000000000001,12665,901,0,0.0,9010.0,False,-0.3309433815220356,8,5.869000000000001,3509,859,0,0.0,8590.0,False,-0.6959046097494447,0,0.254,41548,0,153,0.1,4265.40031157117,False,0.31937959210395334,0,0.56,37533,0,21,1.0,585.4471015881999,False,0.14252948170459723,0,0.2,44741,0,0,0.0,0.0,False,0.0,12,7.529000000000002,17160,776,0,0.0,21633.66432535443,False,-0.3746936330730825,0.18333333333333335,157156,0.0,0.0,9,0,0,6,10,10.0,4,10,23,153.0,84.0,10,9,23,370,0.9590652817860246,104.82815762702376
88,23,0,0,0,10.0,20,10.0,3.5205054988524243,9,2.7777777777777777,28.217126815081077,5,35.0,31.000000000000004,11,31.0,0,2.675000000000001,12525,915,0,0.0,9150.0,False,-0.3336710439153645,9,5.9510000000000005,3268,865,0,0.0,8650.0,False,-0.7041265635350504,0,0.254,41716,0,151,0.3,4260.786149077243,False,0.3243843620545088,0,0.56,37515,0,27,0.6,761.862424007189,False,0.14465011061115768,0,0.2,44741,0,0,0.0,0.0,False,0.0,11,7.6270000000000024,16852,781,0,0.0,22037.57604257832,False,-0.3770638112404917,0.15,156617,0.0,0.0,9,0,0,2,8,8.0,8,10,21,148.0,73.0,10,13,21,375,0.8173078503459692,105.64546547736973
89,21,0,0,0,10.0,20,10.0,3.4609238628288956,15,3.1333333333333333,28.86546329352281,10,35.0,31.000000000000004,12,31.0,2,2.6950000000000007,12451,920,0,0.0,9200.0,False,-0.3355804075906948,13,6.072000000000001,2832,880,0,0.0,8800.0,False,-0.7181935081635039,0,0.254,41849,0,156,1.0,4503.012273789559,False,0.3320598706284103,0,0.56,37685,0,27,0.5,779.3675089251159,False,0.15004934770479234,0,0.2,44741,0,0,0.0,0.0,False,0.0,12,7.7360000000000015,16344,791,0,0.0,22832.581465176543,False,-0.3795335210972426,0.25,155902,0.0,0.0,9,0,0,9,9,9.0,3,12,22,174.0,73.0,12,9,22,550,0.789118442684412,106.43458392005414
90,22,0,0,0,10.0,20,10.0,3.4479762612399942,7,3.2857142857142856,28.688226277078765,1,12.0,31.000000000000004,11,31.0,2,2.713000000000001,12337,929,0,0.0,9290.0,False,-0.3382691033784047,5,6.109000000000001,2622,891,0,0.0,8910.0,False,-0.7242333320344465,0,0.254,41856,0,160,0.5,4590.116204332602,False,0.33358679741946723,0,0.5600000000000002,37667,0,29,0.2,831.9585620352842,False,0.15029991485237695,0,0.2,44741,0,0,0.0,0.0,False,0.0,11,7.834000000000001,16201,792,0,0.0,22721.075211446383,False,-0.38397582517772977,0.11666666666666665,155424,0.0,0.0,10,0,0,10,6,6.0,4,14,19,219.0,67.0,14,8,19,212,0.76021274831146,107.1947966683656
91,19,0,0,0,10.0,20,10.0,3.3104408482516594,12,2.3333333333333335,29.036397094758634,5,35.0,31.0,9,31.0,2,2.7310000000000008,12203,940,0,0.0,9400.0,False,-0.34134746522230447,10,6.2040000000000015,2312,900,0,0.0,9000.0,False,-0.7345594825234774,0,0.254,42008,0,162,0.7,4703.896329350899,False,0.33989634109630745,0,0.56,37662,0,34,0.5,987.2375012217935,False,0.15249399675630224,0,0.2,44741,0,0,0.0,0.0,False,0.0,9,7.913000000000001,15931,797,0,0.0,23142.00848452263,False,-0.38530644727964697,0.19999999999999998,154857,0.0,0.0,9,0,0,7,7,7.0,3,10,18,159.0,42.0,10,9,18,375,0.7711865836754441,107.96598325204104
92,18,0,0,0,10.0,20,10.0,3.3265292416087404,11,3.4545454545454546,28.005844476899142,12,21.0,31.0,7,31.0,2,2.749000000000001,12109,947,0,0.0,9470.0,False,-0.3436464949538246,9,6.2840000000000025,1995,913,0,0.0,9130.0,False,-0.7443790671394614,0,0.254,42004,0,163,0.1,4564.9526497345605,False,0.337677117372981,0,0.56,37880,0,32,1.0,896.1870232607725,False,0.15770361288036935,0,0.2,44741,0,0,0.0,0.0,False,0.0,7,7.974,15616,809,0,0.0,22656.728181811406,False,-0.39777018638596134,0.18333333333333335,154345,0.0,0.0,11,0,0,9,7,7.0,3,12,18,163.0,33.0,12,6,18,452,0.7365397252142429,108.70252297725528
93,18,0,0,0,10.0,20,10.0,3.300585181824469,1,1.0,28.642031993969884,10,34.0,31.0,11,31.0,0,2.747000000000001,12009,957,0,0.0,9570.0,False,-0.3455948252347738,1,6.285000000000003,1875,923,0,0.0,9230.0,False,-0.7471067295327904,0,0.254,42343,0,154,0.1,4410.872927071362,False,0.34558964761336525,0,0.56,37880,0,32,0.0,916.5450238070363,False,0.15801107052597688,0,0.2,44741,0,0,0.0,0.0,False,0.0,11,8.077,15141,819,0,0.0,23457.824203061333,False,-0.3994342526646551,0.016666666666666666,153989,0.0,0.0,12,0,0,7,5,5.0,3,10,7,160.0,24.0,10,8,7,540,0.6207810174673796,109.32330399472266
94,7,0,0,0,10.0,20,10.0,3.1780411305832983,5,1.2,29.542977293161826,14,35.0,31.0,8,31.0,0,2.747000000000001,11899,968,0,0.0,9680.0,False,-0.34773798854381793,5,6.334000000000002,1686,932,0,0.0,9320.0,False,-0.7527179207419241,0,0.254,42652,0,150,0.5,4431.446593974274,False,0.35523373597689734,0,0.5600000000000002,38055,0,27,0.0,797.6603869153693,False,0.16150150099548982,0,0.2,44741,0,0,0.0,0.0,False,0.0,8,8.146,14568,833,0,0.0,24609.300085203802,False,-0.3993730573165128,0.08333333333333333,153601,0.0,0.0,12,0,0,1,6,6.0,0,1,7,18.0,33.0,1,6,7,690,0.9015231821686029,110.22482717689127
95,7,0,0,0,10.0,20,10.0,3.2062384552281182,4,3.75,29.542977293161826,0,,31.0,12,31.0,1,2.757000000000001,11747,982,0,0.0,9820.0,False,-0.35093325020457466,3,6.359000000000003,1569,938,0,0.0,9380.0,False,-0.7561080154307758,0,0.254,42637,0,154,0.4,4549.618503146921,False,0.3565653563165935,0,0.56,38055,0,27,0.0,797.6603869153693,False,0.16150150099548982,0,0.2,44741,0,0,0.0,0.0,False,0.0,12,8.258000000000001,14413,833,0,0.0,24609.300085203802,False,-0.40283744121495046,0.06666666666666667,153162,0.0,0.0,9,0,0,2,7,7.0,1,3,2,24.0,12.0,3,4,2,200,0.2913265246897936,110.51615370158106
96,2,0,0,0,10.0,20,10.0,3.2062384552281182,0,,30.044100927496206,10,34.5,30.999999999999996,11,31.0,0,2.756000000000001,11667,990,0,0.0,9900.0,False,-0.3524919144293341,0,6.356000000000001,1449,950,0,0.0,9500.0,False,-0.7584460117679149,0,0.254,42812,0,149,0.0,4476.571038196935,False,0.3607480447971266,0,0.56,38225,0,22,0.0,660.9702204049165,False,0.16457199716683646,0,0.2,44741,0,0,0.0,0.0,False,0.0,11,8.356,13934,843,0,0.0,25327.1770818793,False,-0.40552091949353725,0.0,152828,0.0,0.0,11,0,0,0,5,5.0,0,0,1,0.0,6.0,0,2,1,545,0.11934690270572901,110.63550060428679
97,1,0,0,0,10.0,0,,3.360691492993014,2,9.0,30.544563626789238,10,35.0,30.999999999999996,14,31.0,0,2.756000000000001,11667,990,0,0.0,9900.0,False,-0.3524919144293341,2,6.376000000000001,1425,950,0,0.0,9500.0,False,-0.7593812103027705,0,0.254,42987,0,144,0.0,4398.4171622576505,False,0.3648536134693215,0,0.56,38382,0,19,0.2,580.3467089089955,False,0.16809657638730477,0,0.2,44741,0,0,0.0,0.0,False,0.0,14,8.485000000000001,13378,853,0,0.0,26054.51277365122,False,-0.40981970928621153,0.03333333333333333,152580,0.0,0.0,2,0,0,0,7,7.0,0,0,1,0.0,3.0,0,1,1,350,0.11427047476172447,110.74977107904851
98,1,0,0,0,10.0,0,,3.360691492993014,0,,30.544563626789238,0,,30.999999999999996,6,31.0,0,2.756000000000001,11667,990,0,0.0,9900.0,False,-0.3524919144293341,0,6.374000000000001,1425,950,0,0.0,9500.0,False,-0.7593812103027705,0,0.254,42987,0,144,0.0,4398.4171622576505,False,0.3648536134693215,0,0.5600000000000002,38382,0,19,0.0,580.3467089089955,False,0.16809657638730477,0,0.2,44741,0,0,0.0,0.0,False,0.0,6,8.531,13324,853,0,0.0,26054.51277365122,False,-0.41102665593469945,0.0,152526,0.0,0.0,0,0,0,0,3,3.0,0,0,1,0.0,3.0,0,1,1,0,0.10687112715095282,110.85664220619947
99,1,0,0,0,10.0,0,,3.360691492993014,0,,31.32749359082545,19,35.0,31.0,11,31.0,0,2.756000000000001,11667,990,0,0.0,9900.0,False,-0.3524919144293341,0,6.374000000000001,1425,950,0,0.0,9500.0,False,-0.7593812103027705,0,0.254,43337,0,134,0.0,4197.884141170611,False,0.3723968366383334,0,0.56,38697,0,10,0.0,313.2749359082545,False,0.17357771673525615,0,0.2,44741,0,0,0.0,0.0,False,0.0,11,8.635000000000002,12522,872,0,0.0,27317.574411199792,False,-0.4148367893967525,0.0,152389,0.0,0.0,4,0,0,0,5,5.0,0,0,0,0.0,3.0,0,1,0,665,0.10748105868697166,110.96412326488644
