index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
21,20,0,0,0,10.000000000000002,20,10.0,14.206495453085004,56,15.214285714285714,20.3980254695635,62,22.177419354838708,26.000000000000007,11,26.0,24,1.205,10819,6,10,1.0,202.06495453085006,False,0.11622533755140814,22,2.4180000000000006,4950.0,215,0,0.0,2150.0000000000005,False,-0.38413574568128384,61,5.526000000000002,5119.0,212,0,0.0,3011.7770360540208,False,-0.5827104737952249,0,0.2,11978,160,168,1.0,5699.907551380269,False,-0.06601450140525739,0,0.2,20256,0,6,0.0,156.00000000000006,False,0.000590493061706525,0,0.5780000000000001,11600,435,16,1.0,9289.141079260122,False,-0.20064115049551906,0.5,64722,0.0,0.0,12,0,0,11,6,5.166666666666667,15,26,21,199.0,84.0,12,8,21,519,0.8665697835385799,29.443746206350625
22,21,0,0,0,10.000000000000002,20,10.0,14.315475797332379,11,17.0,20.425053851750274,68,20.529411764705884,26.000000000000004,13,26.0,1,1.1910000000000003,10881,7,10,1.0,213.1547579733238,False,0.12312965133258322,0,2.396000000000001,4860.0,224,0,0.0,2240.0000000000005,False,-0.38873556168864354,68,6.145000000000001,4077.0,212,0,0.0,3034.8808690344645,False,-0.6476165007232784,0,0.2,11791,161,178,1.0,5940.4511889820615,False,-0.07021758664077662,0,0.2,20256,0,6,0.0,156.00000000000003,False,0.000590493061706525,0,0.5780000000000001,10542,493,13,1.0,10407.551548912885,False,-0.22518572116639887,0.5,62407,0.0,0.0,13,0,0,8,4,3.090909090909091,16,24,17,170.0,45.0,11,10,17,538,0.8848822927102447,30.32862849906087
23,17,0,0,0,10.000000000000002,20,10.0,14.315475797332379,0,,20.292995849633936,59,19.627118644067796,26.000000000000004,0,,0,1.1900000000000002,10791,6,20,1.0,346.3095159466476,False,0.12073543473099492,0,2.396000000000001,4750.0,235,0,0.0,2350.0000000000005,False,-0.3943575590309721,59,6.667000000000002,2932.0,212,0,0.0,3034.8808690344645,False,-0.7197379418923385,0,0.2,11791,151,188,1.0,5976.720065128369,False,-0.06907533178608052,0,0.2,20256,0,6,0.0,156.00000000000003,False,0.000590493061706525,0,0.5780000000000001,9384,542,23,1.0,11596.803750501593,False,-0.25290808605202264,0.5,59904,0.0,0.0,7,0,0,5,4,4.0,18,23,20,129.0,71.0,8,9,20,200,0.8706545820459723,31.19928308110684
24,20,0,0,0,10.000000000000002,20,10.0,13.58767673682545,25,6.2,20.08138314461992,11,13.909090909090908,26.000000000000004,6,26.0,0,1.1900000000000002,10716,7,25,1.0,409.6919184206363,False,0.11630849015744835,20,2.596000000000001,4390.0,244,0,0.0,2440.0000000000005,False,-0.42655627108249006,10,6.708000000000001,2762.0,212,0,0.0,2880.5874682069957,False,-0.7353052573630954,0,0.2,11669,166,197,1.0,6211.586817803149,False,-0.06936297499990084,0,0.2,20412,0,0,0.0,0.0,False,0.0044286979627989375,0,0.5780000000000001,9231,543,33,1.0,11762.191047528617,False,-0.2563677037809119,0.5,59180,0.0,0.0,11,0,0,14,6,6.0,16,30,22,192.0,48.0,14,6,22,424,1.0981161091476679,32.29739919025451
25,22,0,0,0,10.000000000000002,20,10.0,12.641271557774896,35,5.857142857142857,19.66108478399089,25,14.64,26.000000000000004,0,,0,1.1900000000000002,10641,7,30,1.0,449.2381467332469,False,0.1106633009676605,30,2.876000000000001,3795.0,254,0,0.0,2540.0000000000005,False,-0.48226515383829094,19,6.888000000000003,2338.0,212,0,0.0,2679.949570248278,False,-0.7683311422824302,0,0.2,11607,191,201,1.0,6366.360909117174,False,-0.06839377333342231,0,0.2,20412,0,0,0.0,0.0,False,0.0044286979627989375,0,0.5780000000000001,8865,558,43,1.0,12088.885309466918,False,-0.2663397965390484,0.5,57658,0.0,0.0,10,0,0,9,10,10.0,15,24,21,180.0,96.0,10,12,21,368,0.7998938718810678,33.09729306213558
26,21,0,0,0,10.000000000000002,20,10.0,12.035424376411537,25,5.8,19.29106940595291,13,11.0,26.000000000000004,0,,0,1.1900000000000002,10641,9,20,1.0,330.70848752823076,False,0.10460536070368143,5,2.896000000000001,3665.0,262,0,0.0,2620.0000000000005,False,-0.49146478585301034,13,6.999000000000002,2078.0,212,0,0.0,2551.5099677992457,False,-0.7887531504220444,0,0.2,11462,206,211,1.0,6549.71306619684,False,-0.07175254893559964,0,0.2,20412,0,0,0.0,0.0,False,0.0044286979627989375,0,0.5780000000000001,8722,561,53,1.0,12200.289936739582,False,-0.27063551971411326,0.5,56980,0.0,0.0,12,0,0,9,4,4.0,10,19,24,186.0,102.0,12,9,24,320,1.0526562612503767,34.149949323385954
27,24,0,0,0,10.000000000000002,20,10.0,11.996612113892635,41,11.756097560975608,18.530201931668685,29,11.344827586206897,26.000000000000004,0,,6,1.2500000000000002,10848,9,10,1.0,209.96612113892638,False,0.11959348467438029,15,3.041000000000001,3380.0,272,0,0.0,2720.0000000000005,False,-0.5154860472247776,24,7.226000000000002,1098.0,233,0,0.0,2795.210622536984,False,-0.8428064177835416,0,0.2,11407,216,216,1.0,6593.7918338412455,False,-0.07382867744264154,0,0.2,20412,0,0,0.0,0.0,False,0.0044286979627989375,0,0.5780000000000001,8393,580,63,1.0,12385.517120367838,False,-0.28226756420707017,0.5,55538,0.0,0.0,9,0,0,10,10,9.25,9,19,19,200.0,114.0,11,13,19,555,0.7891308888792992,34.93908021226525
28,19,0,0,0,10.000000000000002,20,10.0,11.996612113892635,0,,18.04963505658317,20,11.5,26.000000000000004,0,,0,1.2440000000000002,10688,15,20,1.0,389.93224227785277,False,0.11243648381262666,0,3.026000000000001,3340.0,276,0,0.0,2760.0000000000005,False,-0.5175304098947153,20,7.402000000000001,638.0,233,0,0.0,2795.210622536984,False,-0.8717809705676184,0,0.2,11407,206,226,1.0,6550.519618249679,False,-0.07519149602388259,0,0.2,20412,0,0,0.0,0.0,False,0.0044286979627989375,0,0.5780000000000001,8163,590,73,1.0,12547.28468338407,False,-0.28960523857435116,0.5,54648,0.0,0.0,8,0,0,12,4,4.0,5,17,23,117.0,105.0,9,10,23,200,0.898899014107883,35.837979226373136
29,23,0,0,0,10.000000000000002,20,10.0,11.693832615457039,15,6.333333333333333,17.936904004937613,5,12.0,26.000000000000004,0,,0,1.2440000000000002,10613,16,25,1.0,452.345815386426,False,0.10796002327437527,10,3.126000000000001,3145.0,285,0,0.0,2850.0000000000005,False,-0.5328631299192477,5,7.432000000000001,568.0,233,0,0.0,2724.66299940149,False,-0.8784119740677283,0,0.2,11312,211,236,1.0,6700.508027026712,False,-0.07645162424330078,0,0.2,20412,0,0,0.0,0.0,False,0.0044286979627989375,0,0.5780000000000001,8103,585,83,1.0,12651.088842888505,False,-0.29000371905106526,0.5,54153,0.0,0.0,9,0,0,6,3,3.0,5,11,26,153.0,66.0,11,12,26,235,1.6801032423973083,37.518082468770444
30,26,0,0,0,10.000000000000002,20,10.0,11.767421852901142,24,12.541666666666666,18.09590327226885,48,18.895833333333332,26.000000000000004,0,,0,1.2440000000000002,10764,18,16,1.0,368.2787496464183,False,0.11909837215815286,5,3.166000000000001,3020.0,293,0,0.0,2930.0000000000005,False,-0.5415516712664826,48,7.907000000000002,-591.0,247,0,0.0,2906.553197666582,False,-0.9456867851578931,0,0.2,11252,211,246,1.0,6934.5182159402775,False,-0.07286097833395454,0,0.2,20412,0,0,0.0,0.0,False,0.0044286979627989375,0,0.5780000000000001,7196,623,93,1.0,13691.747738623493,False,-0.3090309089011049,0.5,52053,0.0,0.0,10,0,0,5,4,4.0,5,10,30,165.0,92.0,10,16,30,471,0.9644260015338659,38.48250847030431
31,30,0,0,0,10.000000000000002,20,10.0,11.864164340641072,30,12.666666666666666,18.206825324188742,44,18.863636363636363,26.000000000000004,0,,4,1.2840000000000003,10949,15,10,1.0,268.6416434064107,False,0.13291636734163406,10,3.261000000000001,2790.0,306,0,0.0,3060.0000000000005,False,-0.5584176632934683,43,8.289000000000001,-2854.0,262,0,0.0,3108.411057247961,False,-1.081871659824642,0,0.2,11190,216,255,1.0,7205.399955246601,False,-0.06823507321596746,0,0.2,20412,0,0,0.0,0.0,False,0.0044286979627989375,0,0.5780000000000001,6366,657,103,1.0,14639.884237992004,False,-0.32654551131798043,0.5,48853,0.0,0.0,9,0,0,10,7,9.03859649122807,3,13,29,159.0,66.0,13,17,29,233,1.2580486293882132,39.74055709969252
32,29,0,0,0,10.000000000000002,20,10.0,11.963033203275035,22,13.090909090909092,18.206825324188742,0,,26.000000000000004,0,,2,1.3000000000000003,11057,14,10,1.0,259.6303320327504,False,0.14349536604480986,10,3.351000000000001,2575.0,317,0,0.0,3170.0000000000005,False,-0.5747725646529694,0,8.246,-7282.0,274,0,0.0,3277.87109769736,False,-1.3554462365300655,0,0.2,11130,216,265,1.0,7408.823882817424,False,-0.06560771344112418,0,0.2,20412,0,0,0.0,0.0,False,0.0044286979627989375,0,0.5780000000000001,6366,647,113,1.0,14717.815984750116,False,-0.32462808816184147,0.5,44258,0.0,0.0,7,0,0,10,3,16.684210526315788,6,16,28,233.0,83.0,16,13,28,200,1.2867128746584058,41.02726997435093
33,28,0,0,1,10.000000000000002,20,10.0,12.234594596643808,14,17.0,18.206825324188742,0,,26.000000000000004,0,,18,1.4780000000000004,10927,11,24,1.0,403.63027031945137,False,0.13756671114788166,9,3.431000000000001,2310.0,330,9,0.0,3410.1113513697946,False,-0.589588502945426,0,8.246,-10147.333333333334,274,0,0.0,3352.278919480403,True,-1.5335849000751531,0,0.2,10892,220,275,1.0,7698.487775413541,False,-0.07147619754933417,0,0.2,20412,0,0,0.0,0.0,False,0.0044286979627989375,0,0.5780000000000001,6366,637,123,1.0,14795.747731508229,False,-0.32271066500570245,0.5,50907,0.0,0.125,7,0,0,9,6,228.24131133935057,5,14,29,207.0,117.0,14,14,29,200,1.3371188696473837,42.36438884399831
34,29,0,0,0,10.000000000000002,20,10.0,12.2152528128109,21,12.0,19.056837887166385,18,32.0,26.000000000000004,0,,0,1.4600000000000002,11119,7,13,1.0,228.79828656654172,False,0.14825709325189307,0,3.422000000000001,2170.0,344,9,0.0,3549.9372753152984,False,-0.5967526691548963,0,8.246,-10147.333333333334,274,0,0.0,3346.979270710187,True,-1.5337518076327943,0,0.2,11216,231,267,1.0,7909.899115632743,False,-0.04440982880975237,0,0.2,20412,0,0,0.0,0.0,False,0.0044286979627989375,0,0.5780000000000001,5790,645,133,1.0,15749.660437222317,False,-0.32758438054270456,0.5,50707,0.0,0.125,9,0,0,5,1,1.0,4,9,23,212.0,101.0,15,14,23,1028,1.2738773468881845,43.6382661908865
35,23,0,0,0,10.0,20,10.0,12.082582208364764,5,6.0,19.056837887166385,0,,26.000000000000004,4,26.0,0,1.4600000000000002,10989,10,23,1.0,377.89939079238957,False,0.14258915418544366,0,3.422000000000001,2130.0,351,4,0.0,3558.330328833459,False,-0.6004124333622887,0,8.246,-10147.333333333334,274,0,0.0,3310.6275250919452,True,-1.5348966723851953,0,0.2,11186,226,277,1.0,8009.407673835525,False,-0.043165543152068366,0,0.2,20412,0,0,0.0,0.0,False,0.0044286979627989375,0,0.5780000000000001,5894,635,139,1.0,15715.092058350654,False,-0.32331729016950467,0.5,50611,0.0,0.125,12,0,0,6,1,1.0,5,11,17,168.0,95.0,11,12,17,334,0.720148429274559,44.35841462016106
36,17,0,0,0,10.0,20,10.0,11.941659443475745,5,6.0,19.109677354092494,1,33.0,26.000000000000004,0,,0,1.4600000000000002,10919,10,28,1.0,434.36646441732086,False,0.13831986427564766,0,3.422000000000001,2030.0,361,4,0.0,3657.766637773903,False,-0.6055521497611213,0,8.246,-10147.333333333334,274,0,0.0,3272.014687512354,True,-1.5361127481467092,0,0.2,11189,221,286,1.0,8104.474460278592,False,-0.03998253778412087,0,0.2,20412,0,0,0.0,0.0,False,0.0044286979627989375,0,0.5780000000000001,5861,626,149,1.0,15836.658023661901,False,-0.32195015196186644,0.5,50411,0.0,0.125,10,0,0,1,0,0.0,3,4,18,72.0,84.0,4,13,18,263,0.4970107777044177,44.855425397865474
37,18,0,0,0,10.0,20,10.0,11.235916120973592,30,6.666666666666667,19.225676532819147,2,33.0,26.0,12,26.0,0,1.4600000000000002,10919,13,18,1.0,332.24649017752466,False,0.13310060769587673,6,3.482000000000001,1940.0,368,0,0.0,3680.0,False,-0.6136154553817847,0,8.246,-10147.333333333334,274,0,0.0,3078.641017146764,True,-1.5422028738195988,0,0.2,11055,241,294,1.0,8360.204685803465,False,-0.04036896303214076,0,0.2,20412,0,0,0.0,0.0,False,0.0044286979627989375,0,0.5780000000000001,6107,618,147,1.0,15703.468097282233,False,-0.31312203283923257,0.5,50433,0.0,0.125,19,0,0,4,3,2.2,3,7,17,126.0,93.0,7,11,17,708,0.5622988501563668,45.41772424802184
38,17,0,0,0,10.0,20,10.0,10.724920963498585,25,6.6,19.35231309783611,2,33.0,26.0,0,,0,1.4600000000000002,10819,13,28,1.0,430.29778697796036,False,0.12789010461913322,25,3.7260000000000018,1480.0,378,0,0.0,3780.0,False,-0.6555248901155065,0,8.246000000000002,-10147.333333333334,274,0,0.0,2938.6283439986123,True,-1.5466124440245672,0,0.2,10956,256,302,1.0,8589.978322202143,False,-0.03936828161368911,0,0.2,20412,0,0,0.0,0.0,False,0.0044286979627989375,0,0.5780000000000001,6041,610,157,1.0,15886.910989680027,False,-0.31185633821277364,0.5,49708,0.0,0.125,8,0,0,3,7,42.604678362573104,3,6,20,93.0,93.0,6,11,20,266,0.6578242620453238,46.075548510067165
39,20,0,0,0,10.0,20,10.0,10.347910301673014,20,6.5,19.35231309783611,0,,26.000000000000004,11,26.0,0,1.4600000000000002,10794,12,28,1.0,409.7414884468444,False,0.1242840380479835,10,3.801000000000001,1270.0,389,0,0.0,3890.0,False,-0.6713687008075232,0,8.246,-10147.333333333334,274,0,0.0,2835.327422658406,True,-1.5498658114137145,0,0.2,10826,266,312,1.0,8790.465826769889,False,-0.04124257285305207,0,0.2,20412,0,0,0.0,0.0,False,0.0044286979627989375,0,0.5780000000000001,6327,600,156,1.0,15667.387858701666,False,-0.3031840404807188,0.5,49629,0.0,0.125,14,0,0,1,2,2.0,4,5,19,79.0,105.0,5,15,19,551,0.49833987560123205,46.5738883856684
40,19,0,0,0,9.999999999999998,20,10.0,10.242743345721134,5,6.0,19.35231309783611,0,,26.0,7,26.0,0,1.4600000000000002,10694,12,38,1.0,509.22424713740304,False,0.11914669565253014,5,3.841000000000001,1125.0,399,0,0.0,3989.999999999999,False,-0.681079423489727,0,8.246,-10147.333333333334,274,0,0.0,2806.511676727591,True,-1.5507733367957635,0,0.2,10796,261,322,1.0,8904.800830736443,False,-0.0395313419395174,0,0.2,20412,0,0,0.0,0.0,False,0.0044286979627989375,0,0.5780000000000001,6509,590,159,1.0,15551.864727723305,False,-0.29707054601605887,0.5,49536,0.0,0.125,10,0,0,2,2,56.263814616755795,4,6,19,108.0,114.0,6,13,19,382,0.544694846495986,47.11858323216438
41,19,0,0,0,9.999999999999998,20,10.0,10.16957076843935,39,9.820512820512821,19.0636856110103,8,12.0,26.0,13,26.0,0,1.4600000000000002,10679,10,38,1.0,486.4436892006953,False,0.11644913059392294,29,4.126000000000001,818.0,411,0,0.0,4109.999999999999,False,-0.706327302463457,0,8.246,-10147.333333333334,274,0,0.0,2786.4623905523817,True,-1.551404770600727,0,0.2,10509,290,324,1.0,9125.809660814748,False,-0.050648473771266495,0,0.2,20412,0,0,0.0,0.0,False,0.0044286979627989375,0,0.5780000000000001,6751,588,156,1.0,15265.447139274056,False,-0.29220925255206043,0.5,49169,0.0,0.125,15,0,0,0,2,2.0,4,4,19,72.0,105.0,4,15,19,699,0.4815923860296607,47.600175618194044
42,19,0,0,0,9.999999999999998,20,10.0,9.674655140321192,30,6.333333333333333,19.0636856110103,0,,26.000000000000004,5,26.0,0,1.4600000000000002,10599,11,43,1.0,526.0101710338113,False,0.1102938858751821,25,4.347000000000001,363.0,420,0,0.0,4199.999999999999,False,-0.7482367371971788,0,8.246,-10147.333333333334,274,0,0.0,2650.8555084480067,True,-1.5556755844740067,0,0.2,10319,310,334,1.0,9366.41408757701,False,-0.05503860898283541,0,0.2,20412,0,0,0.0,0.0,False,0.0044286979627989375,0,0.5780000000000001,6881,578,161,1.0,15204.810283163955,False,-0.2873041461676027,0.5,48574,0.0,0.125,10,0,0,1,6,48.635854341736696,4,5,22,79.0,102.0,5,14,22,360,0.4779642531648278,48.07813987135887
43,22,0,0,0,9.999999999999998,20,10.0,9.552683491549478,10,7.0,19.13925878342646,1,33.0,26.000000000000004,7,26.0,0,1.4600000000000002,10549,6,53,1.0,566.2922250521224,False,0.10724175738792407,10,4.422000000000001,118.0,435,0,0.0,4349.999999999999,False,-0.7656138198916488,0,8.246,-10147.333333333334,274,0,0.0,2617.4352766845573,True,-1.5567281238971438,0,0.2,10282,310,343,1.0,9526.097645095615,False,-0.052340084243650324,0,0.2,20412,0,0,0.0,0.0,False,0.0044286979627989375,0,0.5780000000000001,7030,569,164,1.0,15154.238247769656,False,-0.2812164588187763,0.5,48391,0.0,0.125,10,0,0,3,2,2.0,3,6,23,93.0,123.0,6,16,23,415,0.5078817633911967,48.58602163475007
44,23,0,0,0,9.999999999999998,20,10.0,9.14987772397669,30,6.5,19.22227343898631,1,33.0,26.000000000000004,14,26.0,0,1.4600000000000002,10524,11,43,1.0,503.44474213099767,False,0.10147422785091464,10,4.512000000000001,-27.0,440,0,0.0,4399.999999999999,False,-0.7778799959112747,0,8.246,-10147.333333333334,274,0,0.0,2507.066496369613,True,-1.5602040869960019,0,0.2,10120,330,352,1.0,9785.699899435489,False,-0.054368231940177404,0,0.2,20412,0,0,0.0,0.0,False,0.0044286979627989375,0,0.5780000000000001,7361,560,160,1.0,14924.473125832334,False,-0.2705818047969606,0.5,48390,0.0,0.125,16,0,0,4,2,2.0,2,6,17,110.0,141.0,6,17,17,722,0.47788473684340715,49.063906371593475
45,17,0,0,0,10.0,20,10.0,8.980275577098801,15,6.666666666666667,19.22227343898631,0,,26.000000000000004,12,26.0,0,1.4600000000000002,10454,11,48,1.0,541.0532277007425,False,0.09624109310542493,10,4.602000000000001,-1154.0,450,0,0.0,4500.0,False,-0.8879689256874169,0,8.246,-10147.333333333334,274,0,0.0,2460.595508125072,True,-1.5616676479762408,0,0.2,10020,335,362,1.0,9966.855303241144,False,-0.05496172514357698,0,0.2,20412,0,0,0.0,0.0,False,0.0044286979627989375,0,0.5780000000000001,7673,550,158,1.0,14680.25039144247,False,-0.2612378114495997,0.5,47405,0.0,0.125,10,0,0,3,5,57.03,2,5,12,92.0,81.0,5,12,12,442,0.3084819335490465,49.37238830514252
46,12,0,0,0,10.0,20,10.0,8.83675764207952,10,6.0,19.22227343898631,0,,26.000000000000004,0,,0,1.4600000000000002,10384,14,48,1.0,564.164366819817,False,0.0902670125125123,0,4.592000000000001,-13706.0,457,0,0.0,4570.0,False,-2.1674333026678934,0,8.246000000000002,-10147.333333333334,274,0,0.0,2421.2715939297887,True,-1.5629061184409447,0,0.2,9960,335,372,1.0,10110.999529399547,False,-0.05420132497481906,0,0.2,20412,0,0,0.0,0.0,False,0.0044286979627989375,0,0.5780000000000001,7673,540,168,1.0,14748.027657052608,False,-0.2595702279044236,0.5,34723,0.0,0.125,7,0,0,3,3,532.0,1,4,8,74.0,54.0,4,8,8,190,0.24493920616805553,49.61732751131058
47,8,0,0,1,10.0,0,,8.762842506628122,5,6.0,19.313353404826103,1,33.0,26.0,10,26.0,0,1.4600000000000002,10414,4,53,1.0,504.43065285129046,False,0.09028062214306909,0,4.5920000000000005,-17975.61111111111,457,0,0.0,4570.0,True,-2.6038649812032206,0,8.246,-10147.333333333334,274,0,0.0,2401.0188468161055,True,-1.5635439600608014,0,0.2,9963,330,381,1.0,10250.125674426026,False,-0.049630710681972015,0,0.2,20412,0,0,0.0,0.0,False,0.0044286979627989375,0,0.5780000000000001,7900,531,168,1.0,14623.39065796266,False,-0.25146662095358085,0.5,48689,0.0,0.25,5,0,0,2,5,3596.5687037037032,1,3,5,56.0,30.0,3,5,5,323,0.2003316292539239,49.8176591405645
48,5,0,0,0,10.0,0,,8.762842506628122,0,,19.313353404826103,0,,25.999999999999996,10,26.0,0,1.4600000000000002,10414,0,57,0.4,499.48202287780293,False,0.09002770228344088,0,4.5920000000000005,-17975.61111111111,457,0,0.0,4570.0,True,-2.6038649812032206,0,8.246,-10147.333333333334,274,0,0.0,2401.0188468161055,True,-1.5635439600608014,0,0.2,9963,320,391,1.0,10355.630783408003,False,-0.046307924432854516,0,0.2,20412,0,0,0.0,0.0,False,0.0044286979627989375,0,0.5780000000000001,8160,521,168,1.0,14430.257123914398,False,-0.24342443844320447,0.39999999999999997,48949,0.0,0.25,4,0,0,1,1,1.0,0,1,2,38.0,9.0,2,3,2,260,0.1503299931064248,49.967989133670926
49,2,0,0,0,10.0,0,,8.762842506628122,0,,19.313353404826103,0,,26.0,2,26.0,0,1.4600000000000002,10414,0,57,0.0,499.48202287780293,False,0.09002770228344088,0,4.5920000000000005,-17975.61111111111,457,0,0.0,4570.0,True,-2.6038649812032206,0,8.246,-10147.333333333334,274,0,0.0,2401.0188468161055,True,-1.5635439600608014,0,0.2,9963,310,401,1.0,10461.135892389986,False,-0.04298513818373689,0,0.2,20412,0,0,0.0,0.0,False,0.0044286979627989375,0,0.5780000000000001,8212,511,176,1.0,14445.123589866138,False,-0.24049986246761787,0.3333333333333333,49001,0.0,0.25,2,0,0,0,0,0.0,0,0,1,0.0,6.0,0,2,1,52,0.07045963406562805,50.038448767736554
50,1,0,0,0,10.0,0,,8.762842506628122,0,,19.313353404826103,0,,25.999999999999996,5,26.0,0,1.4600000000000002,10414,0,57,0.0,499.48202287780293,False,0.09002770228344088,0,4.592000000000001,-17975.61111111111,457,0,0.0,4570.0,True,-2.6038649812032206,0,8.246,-10147.333333333334,274,0,0.0,2401.0188468161055,True,-1.5635439600608014,0,0.2,9963,300,411,1.0,10566.641001371965,False,-0.039662351934619394,0,0.2,20412,0,0,0.0,0.0,False,0.0044286979627989375,0,0.5780000000000001,8342,501,181,1.0,14381.990055817878,False,-0.23565618404148514,0.3333333333333333,49131,0.0,0.25,2,0,0,0,0,0.0,0,0,0,0.0,3.0,0,1,0,130,0.06712545454502106,50.105574222281575
