index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
35,25,0,0,0,10.0,20,10.0,25.847324488245988,53,26.0,25.953639359073566,17,37.0,32.99999999999999,12,33.0,4,1.2930000000000001,46791,7,10,1.0,328.4732448824599,False,0.12656517808160347,0,1.3250000000000002,46313,9,40,1.0,1123.8929795298395,False,0.12463883132833309,0,0.23600000000000002,54926,29,106,1.0,3500.658182220932,False,0.011950811346982755,0,2.2340000000000004,36555,566,0,0.0,14629.58566034723,False,-0.21670875372411275,0,0.31700000000000006,68980,87,70,1.0,4567.9666242394,False,0.01698180940319806,0,0.2,70089,0,3,0.0,98.99999999999997,False,0.0009204555184519223,0.6666666666666666,323654,0.0,0.0,18,0,0,10,1,0.19047619047619047,20,30,21,180.0,45.0,10,15,21,2057,1.5114580560475588,57.999117225408554
36,21,0,0,0,10.0,20,10.0,25.98792178278225,32,27.125,24.986134241022615,11,15.090909090909092,32.99999999999999,0,,5,1.3390000000000002,47018,2,10,1.0,279.8792178278225,False,0.13142849349601515,0,1.3250000000000002,46639,14,33,1.0,997.6014188318143,False,0.1309453145253336,0,0.23600000000000002,54511,37,111,1.0,3735.014006716454,False,0.006633224478337182,6,2.2940000000000005,36094,580,0,0.0,15072.994634013707,False,-0.22098135381279385,0,0.31700000000000006,68814,88,80,1.0,4838.77981320999,False,0.01654522228793836,0,0.2,70089,0,3,0.0,98.99999999999997,False,0.0009204555184519223,0.6666666666666666,323165,0.0,0.0,13,0,0,12,4,3.230769230769231,19,31,20,119.0,39.0,8,13,20,764,1.2663185931742191,59.26543581858277
37,20,0,0,0,10.0,20,10.0,25.98792178278225,0,,24.986134241022615,0,,32.99999999999999,11,33.0,0,1.3340000000000003,46928,1,20,1.0,529.758435655645,False,0.1322667758595927,0,1.3250000000000002,46529,15,43,1.0,1267.4806366596367,False,0.131543673664343,0,0.23600000000000002,54511,27,121,1.0,3724.996131298857,False,0.006543790341375719,0,2.2880000000000007,36094,580,0,0.0,15072.994634013707,False,-0.22098135381279385,0,0.31700000000000006,69177,78,79,1.0,4555.918470799764,False,0.019707155798154647,0,0.2,70089,0,3,0.0,98.99999999999997,False,0.0009204555184519223,0.6666666666666666,323328,0.0,0.0,17,0,0,7,0,0.0,18,25,22,60.0,45.0,5,15,22,563,1.2332812016829848,60.49871702026576
38,22,0,0,0,10.0,20,10.0,25.988366293274378,10,26.0,25.180806454265863,2,36.0,32.99999999999999,1,33.0,0,1.3340000000000003,47078,2,20,1.0,539.7673258654876,False,0.1359856924887894,0,1.3250000000000002,46439,14,53,1.0,1517.383413543542,False,0.13238223864615578,0,0.23600000000000002,54583,17,129,1.0,3690.1262595859607,False,0.007518044705000794,0,2.2880000000000003,35834,590,0,0.0,15333.136113031884,False,-0.22330122919428033,0,0.31700000000000006,69138,70,88,1.0,4666.65645179861,False,0.019940751575467344,0,0.2,70089,0,3,0.0,98.99999999999997,False,0.0009204555184519223,0.6666666666666666,323161,0.0,0.0,13,0,0,10,0,0.0,22,32,20,99.0,57.0,8,14,20,565,1.3389057964086533,61.83762281667441
39,20,0,0,0,10.0,20,10.0,26.256714798088236,56,27.428571428571427,27.99178099998145,32,36.9375,32.99999999999999,0,,0,1.3340000000000003,46958,4,30,1.0,827.7014439426471,False,0.13656071789758448,3,1.3550000000000002,47829,12,10,1.0,382.56714798088234,False,0.15211812797481863,0,0.23600000000000002,55205,27,107,1.0,3704.051866546398,False,0.01874811957921692,0,2.2880000000000007,34858,626,0,0.0,16436.703463603237,False,-0.23087557391394617,0,0.31700000000000006,67956,92,98,1.0,5809.2438519982925,False,0.011225589034437145,0,0.2,70089,0,3,0.0,98.99999999999997,False,0.0009204555184519223,0.6666666666666666,322895,0.0,0.0,17,0,0,8,1,0.1875,21,29,22,96.0,69.0,7,13,22,2502,1.2682435838505626,63.105866400524974
40,22,0,0,0,9.999999999999998,20,10.0,26.256714798088236,0,,27.99178099998145,0,,32.999999999999986,1,33.0,0,1.3340000000000003,46888,1,40,1.0,1060.2685919235294,False,0.13767116832921691,0,1.3520000000000003,47699,15,20,1.0,675.1342959617647,False,0.15250880873274666,0,0.23600000000000002,55205,17,117,1.0,3721.4025285653297,False,0.018903016842228056,0,2.2880000000000003,34858,626,0,0.0,16436.703463603237,False,-0.23087557391394617,0,0.31700000000000006,67989,82,107,1.0,5826.326041998478,False,0.011818406555915798,0,0.2,70089,0,3,0.0,98.99999999999996,False,0.0009204555184519223,0.6666666666666666,322728,0.0,0.0,9,0,0,8,0,0.0,17,25,18,78.0,108.0,6,16,18,233,1.300225868821144,64.40609226934612
41,18,0,0,0,9.999999999999998,20,10.0,25.812807015833883,37,22.56756756756757,27.99178099998145,0,,32.99999999999999,11,33.0,0,1.3340000000000003,47613,2,13,1.0,355.56649120584046,False,0.1466118820922006,0,1.3520000000000003,47609,14,30,1.0,914.3842104750165,False,0.15321958026001706,0,0.23600000000000002,54917,23,127,1.0,4148.650748361823,False,0.017575041944416045,0,2.2880000000000007,34311,647,0,0.0,16700.88613924452,False,-0.23828373114749474,0,0.31700000000000006,68352,72,106,1.0,5513.408231998664,False,0.014765877729248204,0,0.2,70089,0,3,0.0,98.99999999999997,False,0.0009204555184519223,0.6666666666666666,322891,0.0,0.0,21,0,0,18,0,0.0,13,31,22,147.0,41.0,9,9,22,1398,1.350064368918538,65.75615663826466
42,22,0,0,0,9.999999999999998,20,10.0,26.020263894328526,29,28.0,28.550071217311217,25,31.24,32.99999999999999,0,,0,1.3340000000000003,47483,5,23,1.0,648.4660695695561,False,0.14700655073859825,0,1.3520000000000003,48351,11,11,1.0,396.2229028376138,False,0.16480593693423246,0,0.23600000000000002,55172,29,118,1.0,4123.49605657825,False,0.021903476856270226,6,2.3480000000000008,33851,660,0,0.0,17173.374170256826,False,-0.24227887433484366,0,0.31700000000000006,67571,87,116,1.0,6311.856195906075,False,0.009317694122685023,0,0.2,70089,0,3,0.0,98.99999999999997,False,0.0009204555184519223,0.6666666666666666,322517,0.0,0.0,14,0,0,13,1,1.0,15,28,13,132.0,83.0,9,13,13,1715,1.2953294022008777,67.05148604046553
43,13,0,0,0,9.999999999999998,20,10.0,26.128422966764955,33,27.03030303030303,27.654513482307365,8,13.0,32.99999999999999,0,,10,1.4340000000000002,48065,4,10,1.0,301.2842296676495,False,0.1568052330814258,0,1.3520000000000003,48241,12,21,1.0,668.6968823020641,False,0.165435423252184,0,0.23600000000000002,55172,19,128,1.0,4036.217762103877,False,0.02112430376652804,8,2.4220000000000006,32831,693,0,0.0,18106.997115968115,False,-0.2521560062495035,0,0.31700000000000006,67467,85,126,1.0,6508.633645996126,False,0.009237617704113731,0,0.2,70089,0,3,0.0,98.99999999999997,False,0.0009204555184519223,0.6666666666666666,321865,0.0,0.0,9,0,0,7,2,1.625,20,27,19,126.0,48.0,7,6,19,676,1.133785747922957,68.18527178838849
44,19,0,0,0,9.999999999999998,20,10.0,26.242484689148412,18,28.0,27.654513482307365,0,,32.99999999999999,2,33.0,0,1.4240000000000002,47965,4,20,1.0,564.8496937829682,False,0.15756777463751154,0,1.3520000000000003,48645,12,13,1.0,461.15230095892935,False,0.1726385832648624,0,0.23600000000000002,54668,27,138,1.0,4524.869947165424,False,0.016487849261390766,0,2.4140000000000006,32831,693,0,0.0,18186.04188957985,False,-0.2514503375508432,0,0.31700000000000006,67533,75,134,1.0,6496.088511173051,False,0.010089965687509351,0,0.2,70089,0,3,0.0,98.99999999999997,False,0.0009204555184519223,0.6666666666666666,321731,0.0,0.0,12,0,0,15,0,0.0,17,32,20,191.0,51.0,12,7,20,770,1.3605983844026923,69.54587017279118
45,20,0,0,0,10.0,20,10.0,26.3183986241509,12,28.0,27.649483578350008,41,27.634146341463413,32.99999999999999,10,33.0,0,1.4240000000000002,47875,3,30,1.0,819.5519587245269,False,0.15846391505187765,0,1.3520000000000003,48871,13,11,1.0,419.5023848656599,False,0.1775612090314978,0,0.23600000000000002,55361,29,115,1.0,3942.924171610627,False,0.02366600756700621,8,2.4940000000000007,32703,693,0,0.0,18238.650246536574,False,-0.25326610739249933,0,0.31700000000000006,66730,106,134,1.0,7352.8452593051,False,0.004743879750728442,0,0.2,70089,0,3,0.0,98.99999999999997,False,0.0009204555184519223,0.6666666666666666,321629,0.0,0.0,19,0,0,17,1,1.0,17,34,14,171.0,39.0,12,8,14,1895,1.2181453686207533,70.76401554141194
46,14,0,0,0,10.0,20,10.0,26.089588345456356,47,24.872340425531913,27.231914254839122,6,16.833333333333332,32.99999999999999,9,33.0,5,1.4740000000000002,48532,2,10,1.0,280.89588345456355,False,0.16776506578040504,1,1.3620000000000003,49051,14,10,1.0,400.89588345456355,False,0.18165662048290024,0,0.23600000000000002,54540,54,124,1.0,4785.595138254695,False,0.016530033194553286,5,2.5360000000000005,32311,705,0,0.0,18393.15978354673,False,-0.25888585548639703,0,0.31700000000000006,66926,102,135,1.0,7232.655253993589,False,0.006683329437406029,0,0.2,70089,0,3,0.0,98.99999999999997,False,0.0009204555184519223,0.6666666666666666,321449,0.0,0.0,19,0,0,11,3,2.083333333333333,19,30,15,99.0,33.0,8,6,15,1345,1.1792764710262418,71.94329201243818
47,15,0,0,0,10.0,20,10.0,25.80492869684267,20,22.0,26.46196758940585,8,13.0,32.999999999999986,12,33.0,0,1.4690000000000003,48442,1,20,1.0,526.0985739368534,False,0.16854724776795643,10,1.4610000000000003,49141,15,10,1.0,408.0492869684267,False,0.1839017428858976,0,0.23600000000000002,54542,49,130,1.0,4704.497292768052,False,0.0158417456100849,4,2.5710000000000006,31857,720,0,0.0,18579.548661726723,False,-0.2653280066623214,0,0.31700000000000006,67218,100,133,1.0,7035.196758940583,False,0.009441424486546958,0,0.2,70089,0,3,0.0,98.99999999999996,False,0.0009204555184519223,0.6666666666666666,321289,0.0,0.0,17,0,0,15,3,2.333333333333333,13,28,17,66.0,24.0,7,8,17,648,1.4540271572768688,73.39731916971505
48,17,0,0,0,10.0,20,10.0,26.03310768385376,30,28.0,27.717434714282387,18,37.0,32.999999999999986,1,33.0,10,1.5690000000000002,48942,3,10,1.0,290.3310768385376,False,0.1777151040887541,0,1.4510000000000005,49061,13,20,1.0,650.6621536770753,False,0.18489278015447538,0,0.23600000000000002,54788,54,122,1.0,4787.314850070554,False,0.0209734037715871,0,2.5670000000000006,31437,735,0,0.0,19134.334147632515,False,-0.2678742465438917,0,0.31700000000000006,66552,108,143,1.0,7712.482949142496,False,0.004769835810304034,0,0.2,70122,0,2,0.0,65.99999999999997,False,0.0011559208836372976,0.6666666666666666,320902,0.0,0.0,13,0,0,8,1,0.6666666666666666,19,27,18,96.0,44.0,7,10,18,1319,2.0343326395377517,75.4316518092528
49,18,0,0,0,10.0,20,10.0,26.03118657940637,16,26.0,27.059421932302584,8,15.875,32.99999999999999,6,33.0,0,1.5590000000000004,48812,6,20,1.0,580.6237315881274,False,0.17807849965916664,0,1.4510000000000003,49407,10,14,1.0,464.43661211168916,False,0.1909601321030673,0,0.23600000000000002,54824,44,131,1.0,4690.156482625519,False,0.02074880356585355,7,2.637000000000001,30909,751,0,0.0,19549.421121134183,False,-0.27359596906516875,0,0.31700000000000006,66623,106,147,1.0,7719.298724824073,False,0.005831683112310328,0,0.2,70122,0,2,0.0,65.99999999999999,False,0.0011559208836372976,0.6666666666666666,320697,0.0,0.0,16,0,0,6,1,1.0,23,29,23,111.0,48.0,7,11,23,850,1.1554892268031836,76.58714103605598
50,23,0,0,0,10.0,20,10.0,26.1428631018333,16,27.875,27.059421932302584,0,,32.99999999999999,0,,0,1.5590000000000004,49131,6,15,1.0,452.1429465274995,False,0.18419077431055061,0,1.4510000000000005,49334,10,23,1.0,701.2858513421659,False,0.19204997422435421,0,0.23600000000000002,54432,48,141,1.0,5070.235921342663,False,0.017142820730825327,0,2.630000000000001,30855,753,0,0.0,19685.575915680474,False,-0.2733446183898399,0,0.31700000000000006,66623,96,157,1.0,7778.704505501048,False,0.006255562016589984,0,0.2,70122,0,2,0.0,65.99999999999999,False,0.0011559208836372976,0.6666666666666666,320497,0.0,0.0,12,0,0,14,0,0.0,16,30,26,183.0,96.0,11,12,26,646,1.2278482178226113,77.8149892538786
51,26,0,0,0,10.000000000000002,20,10.0,25.919212986549123,35,24.4,27.41855198902966,25,29.28,32.99999999999999,8,33.0,7,1.6290000000000002,49369,5,10,1.0,309.1921298654912,False,0.18818608601086242,0,1.4510000000000003,49586,11,20,1.0,628.3842597309824,False,0.19722150023669607,0,0.23600000000000002,54568,60,134,1.0,5229.2387457229215,False,0.020990579264403734,8,2.7100000000000004,30365,766,0,0.0,19854.11714769663,False,-0.28058888042836944,0,0.31700000000000006,66155,111,159,1.0,8290.459270782292,False,0.003228439012917081,0,0.2,70122,0,2,0.0,65.99999999999999,False,0.0011559208836372976,0.6666666666666666,320165,0.0,0.0,19,0,0,14,3,2.1176470588235294,15,29,25,144.0,84.0,8,18,25,1454,1.1981659205630422,79.01315517444164
52,25,0,0,0,10.000000000000002,20,10.0,25.88849728812911,40,25.7,27.59131081137547,27,28.48148148148148,32.99999999999999,11,33.0,7,1.6920000000000002,49531,11,10,1.0,368.8849728812911,False,0.1927889272178658,3,1.4810000000000005,50032,5,10,1.0,308.8849728812911,False,0.2040893110950251,0,0.23600000000000002,54735,71,125,1.0,5286.9971588791,False,0.024487985063287573,8,2.7820000000000005,29707,785,0,0.0,20322.47037118135,False,-0.28815620930257513,0,0.31700000000000006,65749,128,158,1.0,8745.68778385606,False,0.0006827623930135378,0,0.2,70122,0,2,0.0,65.99999999999999,False,0.0011559208836372976,0.6666666666666666,319876,0.0,0.0,19,0,0,15,3,2.011764705882353,13,28,21,111.0,84.0,7,18,21,1730,1.297350869514048,80.31050604395568
53,21,0,0,0,10.000000000000002,20,10.0,25.95995893718147,9,28.0,28.38742051012582,18,35.0,33.0,10,33.0,0,1.6850000000000003,49421,12,20,1.0,639.1991787436293,False,0.19339250454346962,0,1.4780000000000004,50194,4,11,1.0,325.55954830899617,False,0.20817609822827496,0,0.23600000000000002,55365,61,117,1.0,4904.88569485279,False,0.03232529589919829,0,2.7740000000000005,29455,794,0,0.0,20612.207396122085,False,-0.29006903247699317,0,0.31700000000000006,65449,136,158,1.0,9074.689189377112,False,-0.001250897698310897,0,0.2,70122,0,2,0.0,66.0,False,0.0011559208836372976,0.6666666666666666,320006,0.0,0.0,14,0,0,16,0,0.0,15,31,28,132.0,51.0,9,12,28,1412,1.3791194129735231,81.6896254569292
54,28,0,0,0,10.000000000000002,20,10.0,25.95995893718147,0,,28.60887914912344,24,30.0,33.0,8,33.0,0,1.6850000000000003,49301,14,30,1.0,918.7987681154441,False,0.1938675476021527,0,1.4780000000000004,50114,2,21,1.0,565.1591376808109,False,0.20913098773609412,0,0.23600000000000002,55994,51,110,1.0,4470.934612199833,False,0.03968195593586372,7,2.8440000000000003,29343,794,0,0.0,20612.207396122085,False,-0.29206878250823926,0,0.31700000000000006,64993,150,160,1.0,9571.331872368515,False,-0.004214602617457813,0,0.2,70122,0,2,0.0,66.0,False,0.0011559208836372976,0.6666666666666666,319867,0.0,0.0,17,0,0,21,1,1.0,14,35,23,196.0,57.0,14,14,23,1093,1.4622685424983501,83.15189399942756
55,23,0,0,0,10.000000000000002,20,10.0,26.264514568481836,42,28.0,28.65557470624024,1,36.0,33.0,14,33.0,12,1.8050000000000002,50103,15,10,1.0,412.64514568481843,False,0.2070374897514973,0,1.4780000000000004,50024,1,31,1.0,824.199951622937,False,0.21007917408376847,0,0.23600000000000002,56030,41,119,1.0,4486.858487350344,False,0.040466892418361475,0,2.8370000000000006,28167,836,0,0.0,21957.134179250814,False,-0.3010593838337099,0,0.31700000000000006,65419,141,156,1.0,9188.436033579874,False,-0.0008673970832272303,0,0.2,70122,0,2,0.0,66.0,False,0.0011559208836372976,0.6666666666666666,319865,0.0,0.0,17,0,0,21,1,0.5714285714285714,12,33,26,144.0,58.0,13,10,26,1286,1.5156718473881483,84.6675658468157
56,26,0,0,0,10.000000000000002,20,10.0,26.253449258573895,15,26.066666666666666,27.62867564018301,10,13.0,33.00000000000001,9,33.0,0,1.7930000000000004,50023,13,20,1.0,655.0689851714778,False,0.20802625941904354,0,1.4780000000000004,50295,3,26,1.0,712.5896807229212,False,0.21524219866510214,0,0.23600000000000002,56003,32,129,1.0,4404.209533857973,False,0.039246964967396644,10,2.9370000000000007,27643,850,0,0.0,22315.43186978781,False,-0.3072166705073669,0,0.31700000000000006,65586,141,157,1.0,9076.643265265804,False,0.0007181213093714987,0,0.2,70122,0,2,0.0,66.00000000000001,False,0.0011559208836372976,0.6666666666666666,319672,0.0,0.0,16,0,0,18,1,1.0,17,35,21,156.0,58.0,12,14,21,888,1.690375005826354,86.35794085264206
57,21,0,0,0,10.000000000000002,20,10.0,26.405012843119714,43,27.25581395348837,26.822740001602405,8,13.0,33.0,9,33.0,0,1.7930000000000004,50339,13,14,1.0,499.670179803676,False,0.21374364419150288,1,1.4880000000000002,50929,3,10,1.0,294.05012843119715,False,0.22543246315296533,0,0.23600000000000002,55587,38,139,1.0,4731.751348261283,False,0.03474343696556935,8,3.007,26759,877,0,0.0,23157.19626341599,False,-0.31548559766264944,0,0.31700000000000006,65779,139,158,1.0,8942.360860222734,False,0.0025142054130115796,0,0.2,70122,0,2,0.0,66.0,False,0.0011559208836372976,0.6666666666666666,319515,0.0,0.0,17,0,0,11,2,1.0769230769230769,17,28,24,111.0,87.0,7,14,24,1305,1.426357565447688,87.78429841808975
58,24,0,0,0,10.000000000000002,20,10.0,26.54801162268437,50,27.28,26.822740001602405,0,,33.0,14,33.0,18,1.9730000000000003,50677,16,10,1.0,425.48011622684373,False,0.22096305321769244,8,1.5670000000000004,51151,0,10,1.0,265.48011622684373,False,0.2304160282656771,0,0.23600000000000002,55139,44,149,1.0,5164.700771636871,False,0.030609573550063992,0,2.9990000000000006,25843,911,0,0.0,24185.23858826546,False,-0.3226628940287333,0,0.31700000000000006,66241,129,154,1.0,8542.13346020671,False,0.006251487429051483,0,0.2,70122,0,2,0.0,66.0,False,0.0011559208836372976,0.6666666666666666,319173,0.0,0.0,19,0,0,12,3,2.013888888888889,19,31,17,174.0,78.0,13,11,17,896,1.519933708012104,89.30423212610185
59,17,0,0,0,10.000000000000002,20,10.0,26.54801162268437,0,,25.93215329693848,9,13.0,33.0,9,33.0,0,1.9550000000000003,50587,15,20,1.0,680.9602324536875,False,0.2218685248614885,0,1.5590000000000004,51041,1,20,1.0,540.9602324536875,False,0.23108157668490503,0,0.23600000000000002,55256,34,150,1.0,4792.45538971204,False,0.029375394055314825,0,2.9990000000000006,25843,911,0,0.0,24185.23858826546,False,-0.3226628940287333,0,0.31700000000000006,66421,128,155,1.0,8434.315622008126,False,0.008050886363045599,0,0.2,70122,0,2,0.0,66.0,False,0.0011559208836372976,0.6666666666666666,319270,0.0,0.0,18,0,0,8,0,0.0,19,27,20,78.0,62.0,6,11,20,614,1.2559150885790586,90.56014721468091
60,20,0,0,0,10.000000000000002,20,10.0,26.627750688422786,16,28.0,25.23894022578406,9,15.555555555555555,33.0,0,,0,1.9550000000000003,50935,15,14,1.0,522.788509637919,False,0.2283203995877869,0,1.5590000000000006,50941,1,30,1.0,808.8325206526836,False,0.23189578359708107,0,0.23600000000000002,54844,40,159,1.0,5078.101523436577,False,0.024569263872699636,8,3.079000000000001,25715,911,0,0.0,24257.88087715316,False,-0.3242998118346532,0,0.31700000000000006,66281,127,165,1.0,8650.345408674575,False,0.007594438798088894,0,0.2,70122,0,2,0.0,66.0,False,0.0011559208836372976,0.6666666666666666,318838,0.0,0.0,11,0,0,12,1,1.0,19,31,17,117.0,63.0,9,11,17,684,1.320527478121221,91.88067469280213
61,17,0,0,0,10.000000000000002,20,10.0,26.36788499691246,33,24.303030303030305,26.568446729413132,19,35.05263157894737,33.0,8,33.0,0,1.9550000000000003,50905,13,19,1.0,630.9898149413367,False,0.22889863021762638,0,1.5590000000000004,51573,3,12,1.0,346.4146199629495,False,0.24151169169821193,0,0.23600000000000002,55044,51,150,1.0,5330.029144254506,False,0.030389318694578473,0,3.071,25379,923,0,0.0,24337.5578521502,False,-0.3295877492799989,0,0.31700000000000006,65879,136,167,1.0,9124.308755200185,False,0.005239523612182704,0,0.2,70122,0,2,0.0,66.0,False,0.0011559208836372976,0.6666666666666666,318902,0.0,0.0,20,0,0,8,0,0.0,21,29,22,114.0,57.0,8,9,22,1932,1.3245617020875216,93.20523639488965
62,22,0,0,0,10.000000000000002,20,10.0,26.471441268999065,18,28.0,25.88243340263867,29,22.896551724137932,33.0,13,33.0,0,1.9550000000000003,51329,11,11,1.0,401.1858539589897,False,0.23631460957244468,0,1.5590000000000004,51453,5,22,1.0,632.3717079179794,False,0.24206300033490855,0,0.23600000000000002,55100,59,139,1.0,5159.47327783772,False,0.029866563803075705,8,3.1510000000000002,25251,923,0,0.0,24433.140291286138,False,-0.3310198699154915,0,0.31700000000000006,65644,155,164,1.0,9423.777177408994,False,0.0040227272412664255,0,0.2,70122,0,2,0.0,66.0,False,0.0011559208836372976,0.6666666666666666,318899,0.0,0.0,22,0,0,13,1,1.0,24,37,18,213.0,33.0,16,6,18,1693,1.5511292023584247,94.75636559724808
63,18,0,0,0,10.0,20,10.0,26.471441268999065,0,,25.24046570340475,7,12.428571428571429,33.00000000000001,8,33.0,0,1.9550000000000003,51229,11,21,1.0,665.9002666489804,False,0.2370909341008755,0,1.5590000000000004,51353,5,32,1.0,897.0861206079701,False,0.2428393248633394,0,0.23600000000000002,55100,49,149,1.0,5057.930011988262,False,0.028960040816221794,7,3.213000000000001,25123,923,0,0.0,24433.140291286138,False,-0.33330529852262986,0,0.31700000000000006,65821,152,166,1.0,9314.550786917524,False,0.005769263827650301,0,0.2,70122,0,2,0.0,66.00000000000001,False,0.0011559208836372976,0.6666666666666666,318748,0.0,0.0,16,0,0,12,2,2.0,20,32,22,171.0,63.0,12,6,22,464,1.285196915268898,96.04156251251698
64,22,0,0,0,10.0,20,10.0,26.332021133657435,53,25.660377358490567,26.65132273781224,18,37.0,33.0,9,33.0,0,1.9550000000000003,51579,8,16,1.0,501.31233813851895,False,0.24351382363409937,6,1.6190000000000007,52026,8,10,1.0,343.32021133657435,False,0.25234309274636,0,0.23600000000000002,55268,60,141,1.0,5337.757774050971,False,0.03445781575562852,0,3.206000000000001,24261,955,0,0.0,25147.08018264285,False,-0.3423225651914685,0,0.31700000000000006,65452,160,167,1.0,9775.211638049957,False,0.0037903618892167574,0,0.2,70122,0,2,0.0,66.0,False,0.0011559208836372976,0.6666666666666666,318708,0.0,0.0,19,0,0,15,2,1.0588235294117647,17,32,23,154.0,81.0,10,12,23,2031,1.1554058780893683,97.19696839060634
65,23,0,0,0,10.0,20,10.0,26.129965004714226,39,24.692307692307693,26.167366863067677,20,22.9,33.0,11,33.0,0,1.9550000000000003,51524,8,21,1.0,628.7292650989988,False,0.2437227598980206,24,1.8530000000000004,52214,8,10,1.0,341.2996500471423,False,0.25682941038924123,0,0.23600000000000002,55114,72,138,1.0,5492.454107442763,False,0.03308920409451291,7,3.276000000000001,23707,972,0,0.0,25398.32598458223,False,-0.3499712001662093,0,0.31700000000000006,65357,170,166,1.0,9926.452366721505,False,0.003513802314135744,0,0.2,70122,0,2,0.0,66.0,False,0.0011559208836372976,0.6666666666666666,318038,0.0,0.0,22,0,0,13,3,2.411764705882353,19,32,21,209.0,75.0,13,10,21,975,1.3729910040274262,98.56995939463377
66,21,0,0,0,10.0,20,10.0,26.21662736216934,43,26.790697674418606,26.167366863067677,0,,33.0,11,33.0,5,2.0050000000000003,52000,7,10,1.0,332.1662736216934,False,0.2515854879273236,7,1.8990000000000002,52426,9,10,1.0,352.1662736216934,False,0.26204614051849445,0,0.23600000000000002,54638,79,148,1.0,5943.883857345394,False,0.0286203854638295,0,3.269000000000001,23031,998,0,0.0,26164.194107445,False,-0.3552038664145107,0,0.31700000000000006,65720,160,165,1.0,9631.778698090828,False,0.0065914511665583035,0,0.2,70122,0,2,0.0,66.0,False,0.0011559208836372976,0.6666666666666666,317937,0.0,0.0,19,0,0,10,2,0.7963800904977376,18,28,23,117.0,65.0,9,12,23,901,1.2677924055606127,99.83775180019438
67,23,0,0,0,10.000000000000002,20,10.0,26.01878219888969,20,23.1,27.232311349953182,19,35.05263157894737,33.0,9,33.0,5,2.0500000000000003,52200,7,10,1.0,330.18782198889687,False,0.2563602185939168,0,1.8920000000000001,52371,9,15,1.0,480.2817329833453,False,0.2622634564897235,0,0.23600000000000002,55232,75,139,1.0,5736.699942560219,False,0.037376577414968006,0,3.269000000000001,22641,1012,0,0.0,26331.007585276366,False,-0.3606780618023071,0,0.31700000000000006,65351,169,166,1.0,10080.260618142089,False,0.0045256487295008505,0,0.2,70122,0,2,0.0,66.0,False,0.0011559208836372976,0.6666666666666666,317917,0.0,0.0,17,0,0,15,4,3.166666666666667,23,38,29,232.0,51.0,16,7,29,1208,1.5678159929811954,101.40556779317558
68,29,0,0,0,10.0,20,10.0,25.940997526474884,16,24.5625,28.975815837366564,31,37.0,33.0,0,,3,2.0750000000000006,52361,8,10,1.0,339.4099752647488,False,0.2603336129470339,0,1.8920000000000001,52335,8,22,1.0,650.7019455824475,False,0.2634441212281964,0,0.23600000000000002,56298,69,118,1.0,5209.075098136022,False,0.051699565216276694,0,3.269000000000001,22329,1024,0,0.0,26563.58146711028,False,-0.3641725010524552,0,0.31700000000000006,64204,190,176,1.0,11313.405009099646,False,-0.0030438892520790054,0,0.2,70122,0,2,0.0,66.0,False,0.0011559208836372976,0.6666666666666666,317649,0.0,0.0,13,0,0,12,2,1.1666666666666667,20,32,29,178.0,88.0,13,16,29,1401,1.5732353245839477,102.97880311775953
