index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
0,0,0,0,0,10.0,20,10.0,19.0,0,,26.0,0,,36.0,0,,0,0.2,35356.0,10,0,0.0,100.0,False,-0.0014101985559566788,0,0.2,35356,10,0,0.0,100.0,False,-0.0014101985559566788,0,0.2,53893,0,0,0.0,0.0,False,0.0,0,0.2,53893,0,0,0.0,0.0,False,0.0,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,0.2,72803,0,0,0.0,0.0,False,0.0,0.0,324104,0.0,0.0,12,0,0,251,0,0.0,784,1035,56,0.0,0.0,0,0,56,200,1.04630102700321,1.04630102700321
1,56,0,0,0,10.0,20,10.0,19.0,0,,26.0,0,,36.0,0,,0,0.2,35206.0,25,0,0.0,250.0,False,-0.0035254963898916965,0,0.2,35306,15,0,0.0,150.0,False,-0.002115297833935018,0,0.2,53893,0,0,0.0,0.0,False,0.0,0,0.2,53893,0,0,0.0,0.0,False,0.0,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,0.2,72803,0,0,0.0,0.0,False,0.0,0.0,323904,0.0,0.0,11,0,0,37,0,0.0,27,64,34,767.0,133.0,45,11,34,200,2.001013597997371,3.047314625000581
2,34,0,0,0,10.0,20,10.0,16.60377358490566,8,3.125,24.58823529411765,6,14.0,36.0,0,,7,0.27,34919.0,38,0,0.0,380.0,False,-0.00978677797833935,1,0.21000000000000002,35223,22,0,0.0,220.0,False,-0.0034690884476534295,0,0.2,53871,0,7,0.7,172.11764705882354,False,0.0011886297576570728,6,0.26,53788,0,1,0.1,24.58823529411765,False,-0.0017201841120914436,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,0.2,72719,0,6,0.6,216.0,False,0.0003296567449143579,0.2333333333333333,323323,0.0,0.0,9,0,0,18,5,5.0,17,35,32,258.0,129.0,17,17,32,200,1.7610342900152318,4.808348915015813
3,32,0,0,0,10.0,20,10.0,14.020797227036395,10,1.7,23.364161849710985,6,14.0,36.0,8,36.0,10,0.36300000000000004,34577.0,48,0,0.0,480.0,False,-0.018022337545126353,0,0.20900000000000002,35123,32,0,0.0,320.0,False,-0.004879287003610108,0,0.2,53858,0,16,0.9,373.82658959537576,False,0.002818794552125331,5,0.30400000000000005,53713,0,1,0.1,23.364161849710985,False,-0.003123187038671944,0,0.2,72803,0,0,0.0,0.0,False,0.0,2,0.22000000000000003,72835,0,6,0.6,216.0,False,0.0019229976786670879,0.26666666666666666,322909,0.0,0.0,13,0,0,19,6,5.833333333333334,15,34,29,198.0,84.0,15,17,29,416,1.692792497051414,6.501141412067227
4,29,0,0,0,10.0,20,10.0,11.416405199462124,15,2.4,22.298235628912924,6,14.0,35.99999999999999,11,36.0,15,0.5030000000000001,34115.0,56,0,0.0,560.0,False,-0.02992441335740072,0,0.20900000000000002,35003,44,0,0.0,440.0,False,-0.0065715252707581225,0,0.2,53842,0,26,1.0,579.754126351736,False,0.004432432100196075,5,0.34900000000000003,53622,0,5,0.5,111.49117814456461,False,-0.003994107044100627,0,0.2,72803,0,0,0.0,0.0,False,0.0,5,0.268,72920,0,6,0.6,215.99999999999994,False,0.0030905319835721054,0.35000000000000003,322305,0.0,0.0,16,0,0,20,7,6.833333333333333,12,32,28,177.0,64.0,13,16,28,416,1.636631042987574,8.137772455054801
5,28,0,0,0,10.0,20,10.0,10.032116505391974,12,3.0833333333333335,21.10077743105035,8,14.0,36.0,9,36.0,11,0.5980000000000001,33744.0,67,0,0.0,670.0,False,-0.03883686823104693,1,0.21900000000000003,34900,53,0,0.0,530.0,False,-0.00820735559566787,0,0.2,53949,0,23,0.5,485.317880914158,False,0.00554170189926478,0,0.3440000000000001,53590,0,12,0.7,253.2093291726042,False,-0.003273065804718562,0,0.2,72803,0,0,0.0,0.0,False,0.0,3,0.29300000000000004,72999,0,8,0.8,288.0,False,0.004670137219620071,0.3333333333333333,321985,0.0,0.0,14,0,0,21,6,6.0,19,40,30,208.0,54.0,17,11,30,528,1.6577943619922735,9.795566817047074
6,30,0,0,0,10.0,20,10.0,7.979945390705358,29,3.3793103448275863,23.92224739586377,10,38.0,36.0,6,36.0,25,0.8370000000000002,32921.0,77,0,0.0,770.0,False,-0.060638537906137185,4,0.258,34745,63,0,0.0,630.0,False,-0.011168772563176896,0,0.2,54102,2,28,1.0,685.7828178655964,False,0.01024050264288118,0,0.3440000000000001,53719,7,17,1.0,462.5378234646216,False,0.0010626410059248843,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,0.29000000000000004,72835,0,12,1.0,432.0,False,0.0034064530307816986,0.5,321125,0.0,0.0,16,0,0,21,7,7.0,18,39,26,315.0,69.0,20,10,26,796,1.5854499999550171,11.381016817002092
7,26,0,0,0,10.0,20,10.0,7.485603491989657,12,4.0,25.117189387289052,5,38.0,36.0,10,36.0,11,0.9220000000000002,32571.0,87,0,0.0,870.0,False,-0.06909972924187725,1,0.264,34632,73,0,0.0,730.0,False,-0.01294562274368231,0,0.2,54244,4,33,1.0,858.8096637484973,False,0.014480634439987565,0,0.3440000000000001,53719,0,24,0.7,602.8125452949373,False,0.002364059760033136,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,0.29000000000000004,73005,0,7,0.5,252.0,False,0.0045053088471628915,0.3666666666666667,320974,0.0,0.0,18,0,0,18,4,4.0,15,33,23,183.0,68.0,13,13,23,750,1.0946139639709145,12.475630780973006
8,23,0,0,0,10.0,20,10.0,7.349920213237714,28,6.928571428571429,27.161592192186657,10,38.0,35.99999999999999,11,36.0,10,1.0110000000000001,32239.0,97,0,0.0,970.0,False,-0.07705324909747292,18,0.44300000000000006,34250,83,0,0.0,830.0,False,-0.02230934115523466,0,0.2,54384,6,38,1.0,1076.2400245825193,False,0.019095615614110478,0,0.3440000000000001,53765,6,29,1.0,831.7856948528394,False,0.005341933969651301,0,0.2,72803,0,0,0.0,0.0,False,0.0,4,0.33000000000000007,72844,0,10,1.0,359.99999999999994,False,0.0030355891927530457,0.5,320285,0.0,0.0,14,0,0,16,8,8.0,13,29,33,147.0,68.0,11,12,33,832,1.1413203550036997,13.616951135976706
9,33,0,0,0,10.000000000000002,20,10.0,6.777521845320263,17,3.2941176470588234,27.58330568915177,7,31.0,35.99999999999999,13,36.0,16,1.161,31722.0,108,0,0.0,1080.0000000000002,False,-0.09008348375451264,1,0.43500000000000005,34147,92,0,0.0,920.0000000000001,False,-0.023945171480144405,0,0.2,54553,3,43,1.0,1206.414710169487,False,0.023439173085275298,0,0.3440000000000001,53757,6,37,1.0,1061.2474415705371,False,0.007322355793614537,0,0.2,72803,0,0,0.0,0.0,False,0.0,3,0.35600000000000004,72960,0,7,0.7,251.99999999999994,False,0.0038872024504484704,0.45,319942,0.0,0.0,18,0,0,21,8,8.0,16,37,29,247.0,91.0,16,17,29,777,1.2655734440195374,14.882524579996243
10,29,0,0,0,10.000000000000002,20,10.0,6.4211639577806725,11,2.909090909090909,28.418750898792634,5,38.0,35.99999999999999,10,36.0,9,1.235,31454.0,113,0,0.0,1130.0000000000002,False,-0.0969370487364621,2,0.454,33970,107,0,0.0,1070.0000000000002,False,-0.02682197653429603,0,0.2,54536,0,51,0.8,1449.3562958384243,False,0.02537765846991658,0,0.3440000000000001,53932,2,42,1.0,1206.429865664852,False,0.01191648141377216,0,0.2,72803,0,0,0.0,0.0,False,0.0,3,0.38300000000000006,72997,0,5,0.5,179.99999999999997,False,0.0039009381481532354,0.3833333333333333,319692,0.0,0.0,13,0,0,17,7,6.5,18,35,30,198.0,108.0,14,15,30,606,1.180474179040175,16.062998759036418
11,30,0,0,0,10.000000000000002,20,10.0,6.002194016346851,12,2.25,28.95793292798535,6,34.0,35.99999999999999,10,36.0,11,1.336,31083.0,123,0,0.0,1230.0000000000002,False,-0.10599052346570396,1,0.462,33857,117,0,0.0,1170.0000000000002,False,-0.028598826714801445,0,0.2,54699,2,56,1.0,1633.6486319998733,False,0.030111968456013584,0,0.3440000000000001,53946,0,43,0.2,1245.19111590337,False,0.012535868442129562,0,0.2,72803,0,0,0.0,0.0,False,0.0,5,0.43000000000000005,72926,0,6,0.6,215.99999999999994,False,0.003172946169800695,0.3,319314,0.0,0.0,15,0,0,13,7,6.75,17,30,33,194.0,117.0,13,17,33,548,1.211203758022748,17.274202517059166
12,33,0,0,0,10.000000000000002,20,10.0,5.499975367067939,14,1.6428571428571428,30.330081108523462,10,38.0,35.99999999999999,12,36.0,13,1.455,30642.0,133,0,0.0,1330.0000000000002,False,-0.1170182761732852,1,0.47100000000000003,33744,127,0,0.0,1270.0000000000002,False,-0.03037567689530686,0,0.2,54880,1,61,1.0,1855.634922986999,False,0.035529984626825335,0,0.3440000000000001,54122,0,43,0.5,1304.1934876665089,False,0.016349001611215778,0,0.2,72803,0,0,0.0,0.0,False,0.0,6,0.4850000000000001,72704,0,10,1.0,359.99999999999994,False,0.001112591514085958,0.4166666666666667,318895,0.0,0.0,15,0,0,22,8,7.8,15,37,34,239.0,88.0,18,15,34,760,1.513158503046725,18.78736102010589
13,34,0,0,0,10.000000000000002,20,10.0,5.2811242761261985,14,3.5714285714285716,27.245396595129,12,12.0,36.0,11,36.0,13,1.5720000000000003,30208.0,145,0,0.0,1450.0000000000002,False,-0.12756656137184116,1,0.48,33651,135,0,0.0,1350.0000000000002,False,-0.03187048736462094,0,0.2,54830,5,71,1.0,1960.82877963479,False,0.03557817137322831,0,0.3440000000000001,54266,0,31,0.0,844.607294448999,False,0.014757086212021975,0,0.2,72803,0,0,0.0,0.0,False,0.0,1,0.4890000000000001,72913,2,10,1.0,414.490793190258,False,0.004357586865858936,0.3333333333333333,318671,0.0,0.0,15,0,0,19,5,4.5,15,34,34,238.0,115.0,16,18,34,668,1.397839055978693,20.185200076084584
14,34,0,0,0,10.000000000000002,20,10.0,5.164297951388224,12,4.083333333333333,27.245396595129,0,,36.0,8,36.0,9,1.6490000000000007,29903.0,154,0,0.0,1540.0000000000002,False,-0.1348995938628159,3,0.509,33499,146,0,0.0,1460.0000000000002,False,-0.034606272563176894,0,0.2,54795,2,81,1.0,2217.2057201082257,False,0.037307310041269005,0,0.3440000000000001,54252,0,36,0.5,980.834277424644,False,0.01576117749452286,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,0.4880000000000001,73201,0,4,0.2,144.0,False,0.006455777921239509,0.2833333333333333,318453,0.0,0.0,14,0,0,18,7,7.0,13,31,31,193.0,95.0,14,20,31,488,1.5045872160117142,21.689787292096298
15,31,0,0,0,10.000000000000002,20,10.0,4.967932707626473,8,2.25,27.15538098470587,5,26.0,36.0,11,36.0,8,1.7200000000000002,29632.0,163,0,0.0,1630.0000000000002,False,-0.14127369133574008,0,0.506,33389,157,0,0.0,1570.0000000000002,False,-0.03615749097472924,0,0.2,54910,0,83,0.7,2253.8966217305874,False,0.03978157294760531,0,0.3440000000000001,54249,0,39,0.3,1059.059858403529,False,0.016431260631283584,0,0.2,72803,0,0,0.0,0.0,False,0.0,7,0.558,73136,0,5,0.5,180.0,False,0.005810200129115558,0.25,318119,0.0,0.0,12,0,0,20,6,5.4,12,32,29,188.0,60.0,14,17,29,366,1.3182621090090834,23.00804940110538
16,29,0,0,0,10.000000000000002,20,10.0,5.42907899370258,18,8.166666666666666,27.961564099238505,5,38.0,36.0,9,36.0,5,1.7620000000000005,29392.0,176,0,0.0,1760.0000000000002,False,-0.14620938628158844,13,0.6360000000000001,33150,164,0,0.0,1640.0000000000002,False,-0.04191110108303249,0,0.2,54895,0,89,0.6,2488.579204832227,False,0.04168054482801322,0,0.3440000000000001,54307,2,44,1.0,1241.1669783538994,False,0.0191969919874,0,0.2,72803,0,0,0.0,0.0,False,0.0,4,0.5910000000000001,73098,0,5,0.5,180.0,False,0.005288243616334492,0.35000000000000003,317645,0.0,0.0,14,0,0,21,4,4.0,14,35,27,143.0,89.0,13,16,27,570,1.2413332959986292,24.24938269710401
17,27,0,0,0,10.000000000000002,20,10.0,5.280609628251199,6,2.5,28.880064122793133,5,40.0,35.99999999999999,9,36.0,5,1.8070000000000002,29172.0,187,0,0.0,1870.0000000000002,False,-0.1508630415162455,1,0.633,33047,173,0,0.0,1730.0000000000002,False,-0.04354693140794224,0,0.2,55090,0,89,0.5,2570.3257069285887,False,0.04605724033667257,0,0.3440000000000001,54297,0,47,0.3,1357.3630137712773,False,0.020089464436673365,0,0.2,72803,0,0,0.0,0.0,False,0.0,4,0.6270000000000001,73050,0,5,0.5,179.99999999999997,False,0.004628930126505776,0.21666666666666667,317459,0.0,0.0,13,0,0,19,3,2.8,14,33,25,176.0,67.0,13,14,25,544,1.2962697310140356,25.545652428118046
18,25,0,0,0,10.000000000000002,20,10.0,4.546489372986683,26,1.5384615384615385,27.859766508801975,13,23.23076923076923,35.99999999999999,11,36.0,26,2.0620000000000007,28277.0,198,0,0.0,1980.0000000000005,False,-0.1745543772563177,0,0.6320000000000001,32957,182,0,0.0,1820.0000000000002,False,-0.04481611010830325,0,0.2,55272,0,88,0.4,2451.6594527745738,False,0.04833335918184715,0,0.3440000000000001,54377,12,49,1.0,1419.686431407137,False,0.022152101677464075,0,0.2,72803,0,0,0.0,0.0,False,0.0,6,0.683,72867,3,10,1.0,443.57929952640586,False,0.0039255202362979925,0.39999999999999997,316553,0.0,0.0,14,0,0,18,8,8.0,16,34,29,208.0,76.0,14,11,29,682,1.3433154889498837,26.88896791706793
19,29,0,0,0,10.000000000000002,20,10.0,4.496311484717091,4,3.0,28.72963713755393,5,40.0,35.99999999999999,11,36.0,4,2.0760000000000005,28087.0,209,0,0.0,2090.0000000000005,False,-0.17836191335740073,0,0.6320000000000001,32867,191,0,0.0,1910.0000000000002,False,-0.04608528880866426,0,0.2,55472,0,83,0.0,2384.559882416976,False,0.051421890434907795,0,0.3440000000000001,54365,6,59,1.0,1722.0264600239843,False,0.024734441022247693,0,0.2,72803,0,0,0.0,0.0,False,0.0,1,0.687,73020,0,8,0.8,287.99999999999994,False,0.004958586871420134,0.3,316614,0.0,0.0,14,0,0,18,2,1.3333333333333333,15,33,33,212.0,70.0,14,15,33,688,1.2865253970376216,28.17549331410555
20,33,0,0,0,10.000000000000002,20,10.0,4.361345596994193,11,3.0,30.0029747838962,10,38.0,35.99999999999999,10,36.0,10,2.1720000000000006,27719.0,222,0,0.0,2220.0000000000005,False,-0.1869077166064982,1,0.6420000000000001,32784,198,0,0.0,1980.0000000000005,False,-0.04743907942238267,0,0.2,55633,0,87,0.9,2610.2588061989695,False,0.056503245376941034,0,0.3440000000000001,54551,0,62,0.8,1860.1844366015644,False,0.029467504468127192,0,0.2,72803,0,0,0.0,0.0,False,0.0,2,0.7060000000000002,72912,0,10,1.0,359.99999999999994,False,0.00396961663667706,0.45,316402,0.0,0.0,16,0,0,21,6,6.0,16,37,36,229.0,105.0,16,17,36,868,1.2748514660052024,29.450344780110754
21,36,0,0,0,10.000000000000002,20,10.0,4.43122030127565,17,4.882352941176471,28.881795608035695,13,23.23076923076923,36.0,12,36.0,14,2.302000000000001,27276.0,233,0,0.0,2330.0000000000005,False,-0.19785085740072203,3,0.671,32652,207,0,0.0,2070.0000000000005,False,-0.049892824909747294,0,0.2,55750,6,92,1.0,2683.712517746938,False,0.05935569107070438,0,0.3440000000000001,54653,0,55,0.1,1588.4987584419632,False,0.028839540927782438,0,0.2,72803,0,0,0.0,0.0,False,0.0,2,0.7240000000000002,72956,3,10,1.0,446.64538682410705,False,0.005169054756150799,0.35000000000000003,316090,0.0,0.0,17,0,0,19,8,8.0,18,37,34,273.0,106.0,19,17,34,862,1.3631801460287534,30.813524926139507
22,34,0,0,0,10.000000000000002,20,10.0,4.2950017354951004,12,3.0,29.26928557342714,6,33.833333333333336,36.0,11,36.0,10,2.388000000000001,26944.0,242,0,0.0,2420.0000000000005,False,-0.20594539711191337,2,0.6880000000000001,32515,218,0,0.0,2180.0000000000005,False,-0.052205550541516245,0,0.2,55747,2,101,1.0,2964.7878463871316,False,0.06190774169546259,0,0.3440000000000001,54823,0,56,0.6,1639.0799921119199,False,0.03246321407336684,0,0.2,72803,0,0,0.0,0.0,False,0.0,1,0.7320000000000002,73106,0,9,0.9,324.0,False,0.006387099432715685,0.4166666666666667,315938,0.0,0.0,17,0,0,17,6,6.0,22,39,31,248.0,121.0,18,16,31,763,1.3483350760070607,32.16186000214657
23,31,0,0,0,10.000000000000002,20,10.0,4.261259737052765,7,3.7142857142857144,29.85916793272691,5,38.0,35.99999999999999,8,36.0,7,2.448000000000001,26697.0,252,0,0.0,2520.0000000000005,False,-0.21150157942238268,0,0.686,32415,228,0,0.0,2280.0000000000005,False,-0.05361574909747292,0,0.2,55747,0,103,0.2,3075.4942970708717,False,0.06293483659353595,0,0.3440000000000001,54987,0,58,0.7,1731.8317400981607,False,0.03636679847195518,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,0.7310000000000001,73204,0,6,0.5,215.99999999999994,False,0.006991470131725341,0.2333333333333333,315853,0.0,0.0,16,0,0,12,2,2.0,25,37,30,239.0,106.0,16,15,30,678,3.478333047009073,35.64019304915564
24,30,0,0,0,10.000000000000002,20,10.0,4.010499072655171,18,2.5,30.427634203190735,5,38.0,36.0,8,36.0,16,2.601000000000001,26168.0,264,0,0.0,2640.0000000000005,False,-0.22472924187725632,2,0.7060000000000002,32308,236,0,0.0,2360.0000000000005,False,-0.05550541516245487,0,0.2,55730,0,111,0.8,3377.4673965541715,False,0.06542099527354363,0,0.3440000000000001,55149,0,63,1.0,1916.9409548010162,False,0.04109013187984539,0,0.2,72803,0,0,0.0,0.0,False,0.0,2,0.7510000000000001,73216,0,5,0.5,180.0,False,0.006909055945496751,0.3833333333333333,315374,0.0,0.0,15,0,0,9,6,6.0,21,30,27,163.0,117.0,11,19,27,606,1.3043207069858909,36.94451375614153
25,27,0,0,0,10.000000000000002,20,10.0,3.8508444917570768,19,2.8947368421052633,30.427634203190735,0,,36.00000000000001,10,36.0,18,2.7650000000000006,25604.0,272,0,0.0,2720.0000000000005,False,-0.2395081227436823,1,0.7140000000000002,32175,248,0,0.0,2480.0000000000005,False,-0.057564305054151624,0,0.2,55675,9,121,1.0,3716.4013390118926,False,0.06754496260193246,0,0.3440000000000001,55149,0,63,0.0,1916.9409548010162,False,0.04109013187984539,0,0.2,72803,0,0,0.0,0.0,False,0.0,5,0.7990000000000002,73349,0,0,0.0,0.0,False,0.007499690946801643,0.16666666666666666,314755,0.0,0.0,14,0,0,18,7,6.666666666666667,13,31,21,174.0,49.0,14,13,21,344,1.4372056429856457,38.38171939912718
26,21,0,0,0,10.000000000000002,20,10.0,4.118494915466381,17,6.0,31.116857611765763,5,40.0,36.00000000000001,10,36.0,7,2.8170000000000006,25324.0,284,0,0.0,2840.0000000000005,False,-0.2457129963898917,10,0.8130000000000002,31948,256,0,0.0,2560.0000000000005,False,-0.06283844765342961,0,0.2,55854,7,126,1.0,3949.553523490751,False,0.07302946137244873,0,0.3440000000000001,55068,0,72,0.9,2240.413748047135,False,0.04258821876725308,0,0.2,72803,0,0,0.0,0.0,False,0.0,10,0.8940000000000001,73011,0,5,0.5,180.00000000000003,False,0.004093237916019944,0.39999999999999997,314008,0.0,0.0,11,0,0,14,9,9.0,14,28,22,138.0,45.0,9,12,22,400,1.1765065990039147,39.55822599813109
27,22,0,0,0,10.000000000000002,20,10.0,4.0649021281505275,9,3.3333333333333335,31.116857611765763,0,,36.00000000000001,11,36.0,8,2.8900000000000015,25029.0,295,0,0.0,2950.0000000000005,False,-0.25248194945848373,1,0.8130000000000002,31845,265,0,0.0,2650.0000000000005,False,-0.06447427797833935,0,0.2,55844,0,134,0.8,4169.658919976612,False,0.0748859677506969,0,0.3440000000000001,55048,0,80,0.8,2489.348608941261,False,0.044526641761836065,0,0.2,72803,0,0,0.0,0.0,False,0.0,6,0.9440000000000002,73127,0,0,0.0,0.0,False,0.004450366056343832,0.26666666666666666,313696,0.0,0.0,12,0,0,18,7,7.0,13,31,15,157.0,54.0,12,10,15,380,1.2310033359681256,40.78922933409922
28,15,0,0,0,10.000000000000002,20,10.0,3.989988968094919,11,3.1818181818181817,29.552964013346195,14,22.571428571428573,36.00000000000001,12,36.0,10,2.982000000000001,24679.0,307,0,0.0,3070.0000000000005,False,-0.2606611010830325,1,0.8220000000000001,31752,273,0,0.0,2730.0000000000005,False,-0.06596908844765342,0,0.2,56009,0,139,1.0,4107.861997855121,False,0.07737426008809241,0,0.3440000000000001,55164,0,72,0.1,2127.813408960926,False,0.043324860454613055,0,0.2,72803,0,0,0.0,0.0,False,0.0,12,1.058,72632,4,10,1.0,478.21185605338485,False,0.0009354824392771274,0.35000000000000003,313039,0.0,0.0,13,0,0,7,8,8.0,21,28,20,127.0,34.0,9,6,20,516,0.9475553699885495,41.73678470408777
29,20,0,0,0,10.000000000000002,20,10.0,4.116142789568102,11,5.454545454545454,31.06408091067707,15,38.0,36.00000000000001,8,36.0,9,3.0620000000000007,24362.0,320,0,0.0,3200.0000000000005,False,-0.2677685018050541,2,0.8410000000000002,31655,280,0,0.0,2800.0000000000005,False,-0.06771773465703972,0,0.2,56549,0,130,0.6,4038.3305183880193,False,0.08674902601811009,0,0.3440000000000001,55134,0,77,0.5,2391.9342301221345,False,0.045218620508434615,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.046,72350,9,12,1.0,711.5767281960938,False,-0.001335269644134946,0.35000000000000003,312853,0.0,0.0,19,0,0,9,4,4.0,20,29,23,179.0,57.0,11,9,23,1058,1.1738814099808224,42.91066611406859
30,23,0,0,0,10.000000000000002,20,10.0,4.295679933974539,8,6.875,32.214137733978795,15,38.0,36.00000000000001,11,36.0,8,3.133000000000001,24148.0,327,0,0.0,3270.0000000000005,False,-0.27281701263537905,0,0.8390000000000002,31525,293,0,0.0,2930.0000000000005,False,-0.0695509927797834,0,0.2,56874,0,128,0.8,4123.409629949286,False,0.09356882739826398,0,0.3440000000000001,55324,0,72,0.0,2319.4179168464734,False,0.04807134430117525,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.046,72176,14,11,1.0,846.9979282757032,False,-0.0027952287112090325,0.3,312850,0.0,0.0,17,0,0,17,2,2.0,18,35,27,227.0,72.0,14,9,27,1166,1.098485926981084,44.009152041049674
31,27,0,0,0,10.000000000000002,20,10.0,5.516942382179989,52,8.115384615384615,33.11426283224183,15,38.0,36.00000000000001,9,36.0,29,3.415000000000001,23484.0,334,0,0.0,3340.0000000000005,False,-0.2905573104693141,23,1.0690000000000002,31073,306,0,0.0,3060.0000000000005,False,-0.08046592960288809,0,0.2,57246,0,124,0.6,4106.168591197987,False,0.10031143739630367,0,0.3440000000000001,55100,36,77,1.0,2748.4081638411003,False,0.047894978604281636,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.046,71930,19,12,1.0,1061.1709938125948,False,-0.00470330210422245,0.43333333333333335,311636,0.0,0.0,17,0,0,14,4,4.0,17,31,31,172.0,95.0,12,15,31,1094,1.2121523129753768,45.22130435402505
32,31,0,0,0,10.000000000000002,20,10.0,5.317913242209116,13,3.076923076923077,33.11426283224183,0,,36.00000000000001,10,36.0,10,3.486000000000001,23149.0,343,0,0.0,3430.0000000000005,False,-0.29873646209386284,3,1.0760000000000003,30921,317,0,0.0,3170.0000000000005,False,-0.08320171480144405,0,0.2,57221,0,131,0.7,4337.96843102368,False,0.10199811135976543,0,0.3440000000000001,55085,32,87,1.0,3051.1140901557305,False,0.050425046760764265,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.046,72290,9,12,1.0,730.0283654901766,False,-0.00203268845040608,0.45,311469,0.0,0.0,16,0,0,24,5,5.0,19,43,26,317.0,91.0,21,10,26,560,1.4086655230494216,46.62996987707447
33,26,0,0,0,10.000000000000002,20,10.0,5.304571435462024,3,4.666666666666667,31.836362769981157,19,26.0,36.00000000000001,8,36.0,2,3.496000000000001,22987.0,355,0,0.0,3550.0000000000005,False,-0.30161326714801445,1,1.0830000000000004,30828,325,0,0.0,3250.0000000000005,False,-0.08469652527075812,0,0.2,57221,0,131,0.0,4170.563522867532,False,0.10044498842955057,0,0.3440000000000001,55565,25,78,1.0,2615.8505819450806,False,0.055293364462407735,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.046,72084,18,14,1.0,1077.054529859661,False,-0.0024789189328760126,0.3333333333333333,311488,0.0,0.0,16,0,0,16,2,2.0,18,34,27,176.0,92.0,14,12,27,982,1.2647083399933763,47.89467821706785
34,27,0,0,0,10.000000000000002,20,10.0,5.488869966549516,26,6.423076923076923,32.14393476211026,5,38.0,36.00000000000001,8,36.0,11,3.604000000000001,22624.0,365,0,0.0,3650.0000000000005,False,-0.3104411101083033,15,1.2320000000000004,30505,335,0,0.0,3350.0000000000005,False,-0.09239620938628158,0,0.2,57206,0,137,0.6,4403.719062409106,False,0.1023297929453649,0,0.3440000000000001,55603,35,83,1.0,2860.0570340843847,False,0.058264125527289115,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.0460000000000003,72182,13,16,1.0,993.8711519074335,False,-0.0017041114246155536,0.43333333333333335,310923,0.0,0.0,16,0,0,19,6,6.0,18,37,25,226.0,96.0,15,12,25,678,1.2703495029709302,49.16502772003878
35,25,0,0,0,10.0,20,10.0,5.3272970005427265,9,2.7777777777777777,32.14393476211026,0,,36.00000000000001,11,36.0,9,3.683000000000001,22372.0,370,0,0.0,3700.0,False,-0.3168434115523466,0,1.2170000000000003,30355,350,0,0.0,3500.0,False,-0.0945115072202166,0,0.2,57186,0,141,0.4,4532.294801457547,False,0.10315156700738085,0,0.3440000000000001,55598,30,93,1.0,3149.2048428925364,False,0.060853959168097285,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.0460000000000003,72578,3,15,1.0,636.4318042863309,False,0.0012803854531155663,0.39999999999999997,310892,0.0,0.0,15,0,0,21,2,2.0,14,35,28,158.0,40.0,14,11,28,596,1.4853554730070755,50.650383193045855
