index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
93,22,0,0,0,10.0,20,10.0,4.68915378960765,20,3.0,29.996594937518662,14,22.571428571428573,36.0,5,36.0,19,8.787,2862.0,937,0,0.0,9370.0,False,-0.7871446299638989,1,3.324,21135,943,0,0.0,9430.0,False,-0.27092734657039713,0,0.2,63591,3,267,1.0,8023.158309686306,False,0.2543851549337235,0,0.3440000000000001,59450,0,312,0.7,9358.937620505823,False,0.18994060101038931,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,68043,4,229,1.0,8363.986379750075,False,-0.00793932681517195,0.45,287884,0.0,0.0,17,0,0,9,4,4.0,6,15,30,208.0,66.0,15,7,30,696,1.2290205860044807,122.55939173517982
94,30,0,0,0,10.0,20,10.0,4.639543703042989,8,3.875,30.393152446438922,5,38.0,36.00000000000001,12,36.0,7,8.838000000000001,2610.0,947,0,0.0,9470.0,False,-0.792841832129964,1,3.333,21022,953,0,0.0,9530.0,False,-0.2727041967509025,0,0.2,63750,1,272,1.0,8271.57700913443,False,0.259640185266495,0,0.3440000000000001,59450,0,312,0.0,9482.663563288943,False,0.19108848610477183,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,68285,0,226,0.9,8136.000000000002,False,-0.006181063967144211,0.31666666666666665,287920,0.0,0.0,16,0,0,10,3,3.0,6,16,28,228.0,59.0,16,14,28,822,1.5006151690031402,124.06000690418296
95,28,0,0,0,10.0,20,10.0,4.475938128821148,7,1.7142857142857142,28.210665395173386,20,18.3,36.000000000000014,8,36.0,7,8.901000000000002,2357.0,956,0,0.0,9560.0,False,-0.7987082581227437,0,3.3320000000000007,20912,964,0,0.0,9640.0,False,-0.2742554151624549,0,0.2,63870,0,269,0.8,7588.668991301641,False,0.2555310429118962,0,0.3440000000000001,59684,0,303,0.0,8547.831614737535,False,0.1867573860681121,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,68207,10,228,1.0,8490.106653951738,False,-0.004820497411152365,0.3,287833,0.0,0.0,16,0,0,9,3,3.0,5,14,31,194.0,99.0,14,14,31,854,1.1304870049934834,125.19049390917644
96,31,0,0,0,10.0,20,10.0,5.037171767881366,21,8.047619047619047,29.102730196315186,10,38.0,36.000000000000014,8,36.0,3,8.924000000000001,2182.0,967,0,0.0,9670.0,False,-0.8020927346570397,18,3.512000000000001,20554,973,0,0.0,9730.0,False,-0.2830832581227437,0,0.2,64048,0,266,0.2,7741.32623221984,False,0.2602501830684861,0,0.3440000000000001,59717,9,308,1.0,9008.97544637601,False,0.1916480382088212,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,68115,10,230,1.0,8571.027301963155,False,-0.005528430820411543,0.3666666666666667,287419,0.0,0.0,15,0,0,10,4,4.0,6,16,35,200.0,117.0,16,15,35,868,1.2243042289628647,126.4147981381393
97,35,0,0,0,10.0,20,10.0,4.903829614512244,10,3.3,29.102730196315186,0,,36.000000000000014,13,36.0,9,9.011000000000001,1924.0,972,0,0.0,9720.0,False,-0.8086642599277978,1,3.5040000000000004,20391,988,0,0.0,9880.0,False,-0.28556520758122744,0,0.2,64023,0,272,0.6,7915.94261339773,False,0.26140632933217417,0,0.3440000000000001,59709,3,318,1.0,9269.379691271766,False,0.19391553347625634,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,68583,0,227,1.0,8172.000000000004,False,-0.0018405834924384984,0.43333333333333335,287433,0.0,0.0,18,0,0,13,4,4.0,6,19,34,259.0,108.0,19,16,34,668,1.688488473999314,128.10328661213862
98,34,0,0,0,10.0,20,10.0,4.750275630588434,16,3.625,27.97105954894446,8,14.0,36.00000000000001,7,36.0,15,9.152000000000001,1479.0,979,0,0.0,9790.0,False,-0.8202278880866426,1,3.5130000000000003,20248,1001,0,0.0,10010.0,False,-0.28776511732851984,0,0.2,63977,3,282,1.0,7902.089619694103,False,0.2604242630739994,0,0.3440000000000001,59809,0,316,0.6,8838.85481746645,False,0.1917768060552061,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,68723,0,228,0.8,8208.000000000002,False,0.0003296567449143579,0.4000000000000001,287039,0.0,0.0,15,0,0,14,5,5.0,7,21,35,282.0,63.0,21,13,35,564,1.7281938579981215,129.83148047013674
99,35,0,0,0,10.0,20,10.0,4.507356154063232,18,2.888888888888889,27.97105954894446,0,,36.00000000000001,10,36.0,18,9.317000000000002,1025.0,985,0,0.0,9850.0,False,-0.8321863718411552,0,3.512,20108,1015,0,0.0,10150.0,False,-0.2897393953068592,0,0.2,63973,0,287,0.5,8027.69409054706,False,0.26151535533879233,0,0.3440000000000001,59761,6,326,1.0,9145.609549880273,False,0.19373211316757533,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,69083,0,218,0.0,7848.000000000002,False,0.0028020823317720426,0.25,286753,0.0,0.0,15,0,0,14,2,2.0,5,19,27,277.0,59.0,19,16,27,560,1.7348725119954906,131.56635298213223
100,27,0,0,0,10.0,20,10.0,4.563193264405608,9,5.333333333333333,26.856142406159424,13,18.615384615384617,36.00000000000001,13,36.0,6,9.359,786.0,996,0,0.0,9960.0,False,-0.8373759025270758,3,3.5420000000000003,19976,1024,0,0.0,10240.0,False,-0.2921931407942238,0,0.2,64065,0,290,0.8,7788.281297786233,False,0.2610012552445236,0,0.3440000000000001,59863,0,325,0.7,8728.246282001814,False,0.19175260499509966,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,69309,3,215,1.0,7820.56842721848,False,0.005717954117402261,0.4166666666666667,286802,0.0,0.0,17,0,0,4,5,5.0,6,10,27,147.0,60.0,10,17,27,910,1.1558623390155844,132.72221532114781
101,27,0,0,0,10.0,20,10.0,4.526298227511733,16,4.25,25.759467311044506,18,19.77777777777778,36.0,12,36.0,14,9.493000000000002,302.0,1010,0,0.0,10100.0,False,-0.8490523465703971,2,3.559,19889,1030,0,0.0,10300.0,False,-0.29380076714801445,0,0.2,64225,1,295,1.0,7603.569154985641,False,0.26225640765021085,0,0.3440000000000001,59991,0,317,0.5,8165.751137601109,False,0.1889090525448677,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,69385,11,213,1.0,7951.354140421489,False,0.007660083653293765,0.4166666666666667,286595,0.0,0.0,17,0,0,9,7,7.0,4,13,26,150.0,58.0,13,14,26,988,1.437693125975784,134.1599084471236
102,26,0,0,0,10.0,20,10.0,4.549650527184535,13,4.769230769230768,26.318084261241484,5,38.0,36.0,10,36.0,11,9.589,-65.0,1022,0,0.0,10220.0,False,-0.8577109657039711,2,3.577,19782,1038,0,0.0,10380.0,False,-0.2956904332129964,0,0.2,64383,0,299,0.9,7869.107194111204,False,0.2676517098149223,0,0.3440000000000001,59961,0,322,0.5,8474.423132119759,False,0.19121614246859295,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,69555,6,213,1.0,7825.908505567449,False,0.00913361060373499,0.39999999999999997,286419,0.0,0.0,12,0,0,6,5,5.0,7,13,27,194.0,81.0,13,13,27,750,1.1776471040211618,135.33755555114476
103,27,0,0,0,10.0,20,10.0,5.21256260890578,25,8.44,26.242757652980767,10,25.5,36.0,13,36.0,10,9.678000000000003,-5821.0,1035,0,0.0,10350.0,False,-1.0182197653429603,15,3.725000000000001,19489,1045,0,0.0,10450.0,False,-0.3029670577617328,0,0.2,64498,0,300,0.6,7872.82729589423,False,0.26982008141961145,0,0.3440000000000001,59890,9,327,1.0,8628.294816004862,False,0.19132628371036006,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,69768,6,210,1.0,7717.456545917885,False,0.011314482548232212,0.43333333333333335,280627,0.0,0.0,13,0,0,9,9,216.29999999999998,4,13,27,182.0,88.0,13,14,27,793,1.9569514109753072,137.29450696212007
104,27,0,0,1,10.0,10,10.0,5.283994005956734,2,10.0,26.242757652980767,0,,35.99999999999999,14,36.0,0,9.668000000000001,-37698.38888888889,1037,0,0.0,10370.0,True,-1.9170066812073807,2,3.730000000000001,19382,1053,0,0.0,10530.0,False,-0.3048567238267148,0,0.2,64488,0,301,0.1,7899.070053547211,False,0.2698779994948065,0,0.3440000000000001,59880,0,337,1.0,8843.809329054518,False,0.19314019751224207,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,70272,0,202,0.6,7271.999999999998,False,0.015177945963765229,0.2833333333333334,286825,0.0,0.125,11,0,0,7,8,10851.91962962963,5,12,30,180.0,113.0,12,15,30,584,1.1629498259862885,138.45745678810636
105,30,0,0,0,10.0,8,10.0,5.3227646269406454,1,10.0,26.81491710557103,5,38.0,35.99999999999999,11,36.0,0,9.668000000000001,-37698.38888888889,1037,0,0.0,10370.0,True,-1.9170066812073807,1,3.7380000000000004,19289,1061,0,0.0,10610.0,False,-0.3063515342960289,0,0.2,64668,0,297,0.1,7964.030380354596,False,0.2738206295841258,0,0.3440000000000001,59880,0,337,0.0,9036.627064577437,False,0.19492909157569105,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,70478,0,196,0.5,7055.999999999998,False,0.01652404433883219,0.09999999999999999,287118,0.0,0.125,10,0,0,9,9,14145.895833333332,1,10,23,143.0,102.0,11,19,23,666,1.2568022399791516,139.7142590280855
106,23,0,0,0,10.0,10,10.0,5.406680202559042,2,10.0,26.157539669882723,5,14.0,35.99999999999999,12,36.0,0,9.668000000000001,-37698.38888888889,1037,0,0.0,10370.0,True,-1.9170066812073807,2,3.757,19162,1071,0,0.0,10710.0,False,-0.30852324007220217,0,0.2,64658,0,298,0.1,7794.946821625052,False,0.2720663798788809,0,0.3440000000000001,59940,0,333,0.1,8710.460710070947,False,0.19301635379428628,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,70840,0,189,0.5,6803.999999999999,False,0.01976566899715671,0.11666666666666665,287403,0.0,0.125,12,0,0,12,11,11948.823148148147,1,13,19,159.0,45.0,13,10,19,602,1.209313903003931,140.92357293108944
107,19,0,0,0,10.000000000000002,5,10.0,5.406680202559042,0,,24.913458082177602,10,14.0,35.99999999999999,9,36.0,0,9.668000000000001,-37698.38888888889,1037,0,0.0,10370.000000000002,True,-1.9170066812073807,0,3.7550000000000003,19112,1076,0,0.0,10760.000000000002,False,-0.3092283393501805,0,0.2,64658,0,298,0.0,7424.210508488925,False,0.26862682081614436,0,0.3440000000000001,60080,0,323,0.0,8047.0469605433655,False,0.18945917800589465,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,71024,0,190,1.0,6839.999999999999,False,0.022540279933519224,0.16666666666666666,287677,0.0,0.125,9,0,0,10,11,23886.64629629629,2,12,22,156.0,51.0,12,7,22,514,1.1778382530319504,142.1014111841214
108,22,0,0,0,10.000000000000002,8,10.0,5.452011712475682,1,10.0,24.326401874526606,5,14.0,35.99999999999999,7,36.0,0,9.668000000000001,-37698.38888888889,1037,0,0.0,10370.000000000002,True,-1.9170066812073807,1,3.765,19019,1084,0,0.0,10840.000000000002,False,-0.31072314981949456,0,0.2,64648,0,299,0.1,7273.594160483455,False,0.2670439032943374,0,0.3440000000000001,60150,0,318,0.0,7735.795796099461,False,0.18787037088396888,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,71206,0,188,0.5,6767.999999999999,False,0.0245456917984149,0.09999999999999999,287826,0.0,0.125,8,0,0,8,8,15401.508796296295,4,12,16,165.0,55.0,12,10,16,402,1.1269355759723112,143.2283467600937
109,16,0,0,0,10.000000000000002,13,10.0,5.5013420363862,1,10.0,23.744013537374666,5,14.0,36.0,7,36.0,0,9.668000000000001,-37698.38888888889,1037,0,0.0,10370.000000000002,True,-1.9170066812073807,1,3.774,18876,1097,0,0.0,10970.000000000002,False,-0.312923059566787,0,0.2,64648,0,299,0.0,7099.460047675026,False,0.26542834920745767,0,0.3440000000000001,60210,0,314,0.1,7455.620250735646,False,0.18638431939895395,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,71388,0,186,0.5,6696.0,False,0.02655110366331058,0.09999999999999999,287925,0.0,0.125,13,0,0,6,5,10686.210185185184,3,9,21,137.0,26.0,9,7,21,452,0.8824522460345179,144.11079900612822
110,21,0,0,0,10.000000000000002,11,10.0,5.5013420363862,0,,23.939579303965203,10,25.5,36.0,0,,0,9.668000000000001,-37698.38888888889,1037,0,0.0,10370.000000000002,True,-1.9170066812073807,0,3.7730000000000006,18766,1108,0,0.0,11080.000000000002,False,-0.3144742779783393,0,0.2,64713,0,294,0.0,7038.23631536577,False,0.2660664308478445,0,0.3440000000000001,60400,0,309,0.0,7397.3300049252475,False,0.189369027563183,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,71133,0,196,1.0,7056.0,False,0.02552092633545321,0.16666666666666666,287815,0.0,0.125,8,0,0,3,4,8486.1375,2,5,20,90.0,59.0,5,16,20,365,0.8649949040263891,144.9757939101546
111,20,0,0,0,10.000000000000002,8,10.0,5.607223806423096,2,10.0,24.75884547056129,5,38.0,36.0,8,36.0,0,9.668000000000001,-37698.38888888889,1037,0,0.0,10370.000000000002,True,-1.9170066812073807,2,3.7930000000000006,18659,1116,0,0.0,11160.000000000002,False,-0.3163639440433213,0,0.2,64893,0,290,0.1,7180.065186462774,False,0.27072221982876044,0,0.3440000000000001,60390,0,310,0.1,7675.242095874,False,0.19176184380043787,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,71231,0,193,0.5,6948.0,False,0.026125297034462865,0.11666666666666665,287976,0.0,0.125,10,0,0,9,9,19800.654166666667,3,12,13,141.0,69.0,12,8,13,558,1.0097790499567054,145.9855729601113
112,13,0,0,0,10.000000000000002,10,10.0,5.719173607002469,2,10.0,25.58896788996513,10,32.0,36.0,0,,0,9.668000000000001,-37698.38888888889,1037,0,0.0,10370.000000000002,True,-1.9170066812073807,2,3.811,18532,1126,0,0.0,11260.000000000002,False,-0.31853564981949456,0,0.2,65073,0,286,0.1,7318.444816530027,False,0.2753460079836903,0,0.3440000000000001,60510,0,306,0.1,7830.22417432933,False,0.19542634641167989,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,70911,0,203,1.0,7308.0,False,0.02420229935579578,0.19999999999999998,287829,0.0,0.125,7,0,0,2,6,7859.831018518518,3,5,15,90.0,38.0,5,8,15,420,0.5985925699933432,146.58416553010466
113,15,0,0,0,10.000000000000002,9,10.0,5.8370542481592365,2,10.0,26.332081490254176,5,38.0,36.0,0,,0,9.668000000000001,-37698.38888888889,1037,0,0.0,10370.000000000002,True,-1.9170066812073807,2,3.8290000000000006,18415,1135,0,0.0,11350.000000000002,False,-0.3205663357400722,0,0.2,65253,0,282,0.1,7425.646980251678,False,0.2796805427444351,0,0.3440000000000001,60500,0,307,0.1,8083.949017508032,False,0.19759476200534418,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,70721,0,208,0.5,7488.0,False,0.022828729585319285,0.11666666666666665,287692,0.0,0.125,6,0,0,9,6,5660.758333333333,0,9,8,150.0,18.0,9,6,8,280,0.6214174749911763,147.20558300509583
114,8,0,0,0,10.000000000000004,12,10.0,5.8370542481592365,0,,24.395603598282257,14,14.0,36.0,0,,0,9.668000000000001,-37698.38888888889,1037,0,0.0,10370.000000000004,True,-1.9170066812073807,0,3.8270000000000004,18295,1147,0,0.0,11470.000000000004,False,-0.32225857400722024,0,0.2,65323,0,277,0.0,6757.582196724185,False,0.27478134634112217,0,0.3440000000000001,60626,0,298,0.0,7269.889872288112,False,0.1923801780591924,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,70525,4,218,1.0,7945.582414393129,False,0.023279139694745675,0.16666666666666666,287572,0.0,0.125,8,0,0,2,5,13199.436111111112,1,3,5,39.0,15.0,3,5,5,316,0.36204171396093443,147.56762471905677
115,5,0,0,0,10.000000000000004,11,10.0,5.960644561804556,2,10.0,23.520653738002917,10,16.5,36.0,0,,0,9.668000000000001,-37698.38888888889,1037,0,0.0,10370.000000000004,True,-1.9170066812073807,2,3.8470000000000004,18158,1158,0,0.0,11580.000000000004,False,-0.3245712996389892,0,0.2,65408,0,273,0.1,6421.138470474796,False,0.27323714091324297,0,0.3440000000000001,60686,0,294,0.1,6915.072198972857,False,0.19020162357794948,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,70360,4,228,1.0,8302.08261495201,False,0.023461139066741753,0.19999999999999998,287415,0.0,0.125,9,0,0,1,7,14143.895833333334,0,1,5,18.0,12.0,1,4,5,275,0.2537711779586971,147.82139589701546
116,5,0,0,0,10.000000000000004,11,10.0,6.089635273826648,2,10.0,23.520653738002917,0,,36.0,0,,0,9.668000000000001,-37698.38888888889,1037,0,0.0,10370.000000000004,True,-1.9170066812073807,2,3.865,18021,1169,0,0.0,11690.000000000004,False,-0.3268840252707581,0,0.2,65398,0,274,0.1,6444.659124212799,False,0.27326980428082315,0,0.3440000000000001,60676,0,295,0.1,6938.592852710861,False,0.19023428694552968,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,70360,0,232,0.4,8352.0,False,0.023803964122357597,0.10000000000000002,287258,0.0,0.125,6,0,0,0,7,11316.516666666666,0,0,5,0.0,15.0,0,5,5,110,0.148705790983513,147.97010168799898
117,5,0,0,0,10.000000000000004,0,,6.089635273826648,0,,23.520653738002917,0,,36.0,0,,0,9.668000000000001,-37698.38888888889,1037,0,0.0,10370.000000000004,True,-1.9170066812073807,0,3.863,18021,1169,0,0.0,11690.000000000004,False,-0.3268840252707581,0,0.2,65398,0,274,0.0,6444.659124212799,False,0.27326980428082315,0,0.3440000000000001,60676,0,295,0.0,6938.592852710861,False,0.19023428694552968,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,70360,0,232,0.0,8352.0,False,0.023803964122357597,0.0,287258,0.0,0.125,0,0,0,1,0,0.0,0,1,2,3.0,12.0,1,4,2,0,0.21811458701267838,148.18821627501165
118,2,0,0,0,10.000000000000004,0,,6.089635273826648,0,,23.520653738002917,0,,36.0,0,,0,9.668000000000001,-37698.38888888889,1037,0,0.0,10370.000000000004,True,-1.9170066812073807,0,3.8630000000000004,18021,1169,0,0.0,11690.000000000004,False,-0.3268840252707581,0,0.2,65398,0,274,0.0,6444.659124212799,False,0.27326980428082315,0,0.3440000000000001,60676,0,295,0.0,6938.592852710861,False,0.19023428694552968,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,70360,0,232,0.0,8352.0,False,0.023803964122357597,0.0,287258,0.0,0.125,0,0,0,0,0,0.0,0,0,1,0.0,4.0,0,2,1,0,0.1186213520122692,148.30683762702392
119,1,0,0,0,10.000000000000004,0,,6.089635273826648,0,,23.520653738002917,0,,36.0,9,36.0,0,9.668000000000001,-37698.38888888889,1037,0,0.0,10370.000000000004,True,-1.9170066812073807,0,3.8630000000000004,18021,1169,0,0.0,11690.000000000004,False,-0.3268840252707581,0,0.2,65398,0,274,0.0,6444.659124212799,False,0.27326980428082315,0,0.3440000000000001,60676,0,295,0.0,6938.592852710861,False,0.19023428694552968,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,70684,0,223,0.0,8028.0,False,0.02602914715052951,0.0,287582,0.0,0.125,4,0,0,0,0,0.0,0,0,0,0.0,3.0,0,1,0,324,0.11972704099025577,148.42656466801418
