index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,29,0,0,0,10.000000000000002,20,10.0,32.42441709957341,48,34.979166666666664,27.520691163387006,10,8.0,44.99999999999999,9,45.0,7,0.9630000000000001,59994,12,10,1.0,444.2441709957342,False,0.13249933395079774,9,0.8660000000000001,59727,0,8,0.8,259.3953367965873,False,0.1257395510409489,0,0.47900000000000004,90764,42,66,1.0,3178.1911349656257,False,0.036057119414429316,10,2.658000000000001,62816.0,430,0,0.0,13942.499352816567,False,-0.21709633632407488,0,0.2,126491,211,16,1.0,6526.8658354746585,False,0.02054736371724001,0,0.2,126880,0,11,0.0,494.99999999999994,False,-0.00011404571266772585,0.6333333333333333,526672,0.0,0.0,13,0,0,14,5,3.975,17,31,34,150.0,134.0,11,18,34,1101,2.106677540577948,75.4817713983357
31,34,0,0,0,10.000000000000002,20,10.0,32.42321530941994,22,32.40909090909091,25.87230774532189,13,5.076923076923077,44.99999999999999,16,45.0,7,1.0260000000000002,60379,13,10,1.0,454.23215309419936,False,0.1398340463137255,0,0.857,59687,0,12,0.9,389.0785837130393,False,0.1262067535283617,0,0.47900000000000004,90714,37,76,1.0,3165.954355093001,False,0.03542755895339307,13,2.778000000000001,61621.0,447,0,0.0,14493.177243310713,False,-0.22741349328963345,0,0.2,127145,214,10,1.0,5986.673857498885,False,0.023566853822886556,0,0.2,126880,0,11,0.0,494.99999999999994,False,-0.00011404571266772585,0.65,526426,0.0,0.0,22,0,0,22,3,2.411764705882353,14,36,30,198.0,139.0,17,17,30,970,2.3125193901360035,77.7942907884717
32,30,0,0,0,10.000000000000002,20,10.0,32.00723936109465,5,11.0,29.195730581735962,54,39.0,44.999999999999986,7,45.0,0,1.0190000000000001,60269,14,20,1.0,780.144787221893,False,0.1408300087192445,0,0.857,59652,0,16,0.9,512.1158297775144,False,0.12670549575687415,0,0.47900000000000004,92717,32,44,1.0,2308.8438051514113,False,0.053090363393976873,12,2.8850000000000007,61177.0,447,0,0.0,14307.235994409308,False,-0.23343746287029637,0,0.2,125354,258,13,1.0,8117.498490087878,False,0.017859945926947396,0,0.2,126880,0,11,0.0,494.99999999999983,False,-0.00011404571266772585,0.65,526049,0.0,0.0,17,0,0,13,1,1.0,18,31,34,137.0,125.0,11,19,34,2628,3.523353428579867,81.31764421705157
33,34,0,0,0,10.000000000000002,20,10.0,31.883528617597445,20,30.45,28.341195887101495,6,1.0,44.999999999999986,8,45.0,0,1.0190000000000001,60329,12,24,1.0,885.2046868223387,False,0.1429463870044041,0,0.857,60001,2,12,1.0,402.60234341116933,False,0.13223940064519352,0,0.47900000000000004,92485,30,54,1.0,2486.930436431404,False,0.05148661324690316,6,2.9330000000000003,60560.0,459,0,0.0,14634.539635477227,False,-0.2385233195600285,0,0.2,125708,254,15,1.0,7873.66375532378,False,0.019685327253479445,0,0.2,126880,0,11,0.0,494.99999999999983,False,-0.00011404571266772585,0.6666666666666666,525963,0.0,0.0,20,0,0,13,1,1.0,22,35,29,218.0,132.0,15,19,29,1169,2.061406417749822,83.37905063480139
34,29,0,0,0,10.000000000000002,20,10.0,32.80749845962671,33,39.15151515151515,28.740123387750547,8,37.625,44.999999999999986,8,45.0,0,1.0190000000000001,60889,14,17,1.0,697.727473813654,False,0.1517154790563808,4,0.897,60432,0,10,1.0,328.0749845962671,False,0.13964449591503142,0,0.47900000000000004,92756,21,56,1.0,2298.4043773661915,False,0.053469325308597715,0,2.9270000000000005,59298.0,491,0,0.0,16108.481743676713,False,-0.24441332220646012,0,0.2,125767,252,17,1.0,8007.511093713138,False,0.020675744811758268,0,0.2,126880,0,11,0.0,494.99999999999983,False,-0.00011404571266772585,0.6666666666666666,526022,0.0,0.0,17,0,0,15,3,2.142857142857143,15,30,23,132.0,134.0,9,20,23,1541,2.083639582619071,85.46269021742046
35,23,0,0,0,10.0,20,10.0,32.93145790701333,14,35.0,27.487424476975622,8,1.25,44.999999999999986,10,45.0,0,1.0190000000000001,60779,15,27,1.0,1039.14936348936,False,0.15285728464284437,4,0.933,60736,0,9,0.9,296.38312116312,False,0.1450638799454883,0,0.47900000000000004,92756,11,66,1.0,2176.4160524575377,False,0.05278506631473052,8,3.0070000000000006,58470.0,505,0,0.0,16630.386243041732,False,-0.25077471004250823,0,0.2,126207,250,17,1.0,7636.856119243906,False,0.022678800550738128,0,0.2,126880,0,11,0.0,494.99999999999983,False,-0.00011404571266772585,0.65,525828,0.0,0.0,15,0,0,10,3,2.2857142857142856,22,32,29,122.0,129.0,9,14,29,650,2.010674424469471,87.47336464188993
36,29,0,0,0,10.0,20,10.0,31.808928815341442,41,25.70731707317073,27.487424476975622,0,,44.99999999999999,9,45.0,0,1.0190000000000001,61143,18,24,1.0,943.4142915681946,False,0.15880286520441772,19,1.119,60770,0,7,0.7,222.6625017073901,False,0.14501008540094598,0,0.47900000000000004,92196,29,76,1.0,3011.503195895049,False,0.051186928257525084,0,2.9990000000000006,57976.0,518,0,0.0,16477.025126346867,False,-0.25717685229615067,0,0.2,126612,240,18,1.0,7406.98187447415,False,0.024960209350466996,0,0.2,126880,0,11,0.0,494.99999999999994,False,-0.00011404571266772585,0.6166666666666667,525577,0.0,0.0,15,0,0,18,1,0.6785714285714286,16,34,27,200.0,113.0,14,15,27,1099,2.19480836763978,89.66817300952971
37,27,0,0,0,10.0,20,10.0,32.27590764001403,33,35.63636363636363,26.15526255131521,16,13.0,44.99999999999999,12,45.0,9,1.1090000000000002,61963,22,10,1.0,542.7590764001403,False,0.17045719542984086,0,1.1,60710,0,13,0.6,419.5867993201824,False,0.1457334524394894,0,0.47900000000000004,91790,35,81,1.0,3248.2330340570234,False,0.047960113048480565,11,3.1090000000000004,56916.0,535,0,0.0,17267.610587407507,False,-0.2646338270150691,0,0.2,126944,246,16,1.0,7154.194587623542,False,0.026577348899748134,0,0.2,126880,0,11,0.0,494.99999999999994,False,-0.00011404571266772585,0.6,525203,0.0,0.0,20,0,0,12,4,3.5294117647058822,18,30,32,144.0,97.0,11,16,32,1326,2.0260637179017067,91.69423672743142
38,32,0,0,0,10.0,20,10.0,32.55011135658104,15,37.0,26.048735661473238,14,24.857142857142858,45.0,7,45.0,5,1.1500000000000001,62268,25,10,1.0,575.5011135658104,False,0.17650129876780402,0,1.1,60640,0,20,0.7,651.0022271316209,False,0.1465930885927632,0,0.47900000000000004,92090,25,85,1.0,3027.8953151397513,False,0.050089721194649696,8,3.1780000000000004,56081.0,550,0,0.0,17902.561246119574,False,-0.2704396434438373,0,0.2,126911,250,19,1.0,7367.1839153683095,False,0.027155400714824016,0,0.2,126880,0,11,0.0,495.0,False,-0.00011404571266772585,0.6166666666666667,524870,0.0,0.0,14,0,0,15,2,1.3333333333333333,23,38,26,183.0,60.0,17,15,26,815,2.0439434982836246,93.73818022571504
39,26,0,0,0,10.0,20,10.0,33.17124432485278,44,36.45454545454545,25.18192461154606,6,3.0,45.0,10,45.0,22,1.3650000000000002,62690,24,10,1.0,571.7124432485277,False,0.18440232874356818,0,1.1,60998,1,18,1.0,607.08239784735,False,0.15291307665689333,0,0.47900000000000004,92090,15,95,1.0,2889.8515029696673,False,0.04931540348764097,6,3.230000000000001,54249.0,594,0,0.0,19703.71912896255,False,-0.2808887292376931,0,0.2,127343,246,19,1.0,7049.753454440331,False,0.029304845977097777,0,0.2,126880,0,11,0.0,495.0,False,-0.00011404571266772585,0.6666666666666666,524250,0.0,0.0,18,0,0,15,3,2.375,15,30,28,145.0,75.0,11,15,28,1118,1.6562890401110053,95.39446926582605
40,28,0,0,0,9.999999999999998,20,10.0,32.74782415413877,46,30.456521739130434,22.521816170219804,21,4.333333333333333,45.0,13,45.0,23,1.5730000000000004,62949,24,10,1.0,567.4782415413877,False,0.1892335882486825,0,1.1,61276,1,15,1.0,501.21736231208155,False,0.1571459758356254,0,0.47900000000000004,90689,51,105,1.0,4034.9297297341564,False,0.040021369601039775,21,3.434000000000001,53240.0,594,0,0.0,19452.207547558428,False,-0.29361891233041415,0,0.2,127837,257,16,1.0,6508.106755746489,False,0.03106017978223746,0,0.2,126880,0,11,0.0,495.0,False,-0.00011404571266772585,0.6666666666666666,522871,0.0,0.0,19,0,0,12,5,4.411764705882353,21,33,24,159.0,105.0,13,15,24,1163,1.6351161357015371,97.02958540152758
41,24,0,0,0,9.999999999999998,20,10.0,32.598688103202385,11,29.0,21.768417647026453,19,15.894736842105264,45.00000000000001,8,45.0,0,1.5500000000000003,62869,22,20,1.0,871.9737620640477,False,0.1905923695441505,0,1.1,61475,3,14,1.0,486.38163344483337,False,0.16074910791074867,0,0.47900000000000004,90961,41,99,1.0,3491.6195592869162,False,0.04002523900473933,3,3.443000000000001,52828.0,605,0,0.0,19722.206302437444,False,-0.2967264255688451,0,0.2,127895,266,18,1.0,6600.399094109037,False,0.0318793124778162,0,0.2,126880,0,11,0.0,495.00000000000006,False,-0.00011404571266772585,0.6666666666666666,522908,0.0,0.0,18,0,0,12,1,1.0,17,29,23,123.0,72.0,10,14,23,1151,1.6393810994923115,98.6689665010199
42,23,0,0,0,9.999999999999998,20,10.0,31.898598705061747,18,22.22222222222222,23.535477546413205,34,31.352941176470587,45.00000000000001,11,45.0,0,1.5500000000000003,62739,25,30,1.0,1206.9579611518523,False,0.19129749262898813,4,1.1400000000000001,61709,0,10,1.0,318.9859870506175,False,0.1635758777063683,0,0.47900000000000004,91671,47,89,1.0,3593.8916407686775,False,0.04856399354249362,14,3.5800000000000014,52132.0,607,0,0.0,19362.44941397248,False,-0.3065524102021983,0,0.2,127324,290,17,1.0,7590.28848845983,False,0.03128112067003756,0,0.2,126880,0,11,0.0,495.00000000000006,False,-0.00011404571266772585,0.6666666666666666,522455,0.0,0.0,21,0,0,12,3,2.25,17,29,26,115.0,86.0,9,14,26,1805,1.8109385911375284,100.47990509215742
43,26,0,0,0,9.999999999999998,20,10.0,31.39105773755993,15,23.266666666666666,29.889587099378517,69,45.17391304347826,45.00000000000001,9,45.0,0,1.5500000000000003,62733,24,32,1.0,1244.5138476019176,False,0.191537810532075,0,1.1360000000000001,61864,1,13,1.0,418.0837505882791,False,0.16742287854834667,0,0.47900000000000004,94674,45,36,1.0,2488.6227337678233,False,0.07605325802268263,6,3.6260000000000012,51646.0,614,0,0.0,19274.109450861797,False,-0.3125000872184914,0,0.2,124612,349,18,1.0,11241.465897683102,False,0.02430929943560394,0,0.2,126880,0,11,0.0,495.00000000000006,False,-0.00011404571266772585,0.6666666666666666,522409,0.0,0.0,21,0,0,11,2,2.0,24,35,33,155.0,121.0,12,14,33,4041,1.7807110017165542,102.26061609387398
44,33,0,0,0,9.999999999999998,20,10.0,30.541095941723935,28,23.571428571428573,27.00438448416548,35,9.571428571428571,45.000000000000014,10,45.0,0,1.5500000000000003,63153,26,19,1.0,840.2808228927547,False,0.19563559856776025,0,1.1360000000000001,61904,0,17,0.9,519.1986310093068,False,0.1691260144722622,0,0.47900000000000004,94694,48,32,1.0,2330.112908696044,False,0.07538851068946284,21,3.830000000000001,50197.0,629,0,0.0,19210.349347344356,False,-0.3291132425350051,0,0.2,124727,374,18,1.0,10909.63979707789,False,0.023908857014510912,0,0.2,126880,0,11,0.0,495.00000000000017,False,-0.00011404571266772585,0.65,521555,0.0,0.0,23,0,0,13,4,4.0,20,33,32,222.0,132.0,14,19,32,1550,1.941788270138204,104.20240436401218
45,32,0,0,0,10.0,20,10.0,31.055577455373083,31,34.903225806451616,25.59380731599741,15,4.733333333333333,45.000000000000014,7,45.0,0,1.5500000000000003,63540,28,16,1.0,776.8892392859693,False,0.20231789170117143,1,1.1460000000000001,62375,0,8,0.8,248.44461964298466,False,0.17543815820318387,0,0.47900000000000004,94639,43,42,1.0,2410.3297378529337,False,0.07522145041930546,15,3.9590000000000014,48501.0,655,0,0.0,20341.403233269368,False,-0.3417953800622097,0,0.2,124971,379,21,1.0,10645.052972763018,False,0.024787454077971952,0,0.2,126880,0,11,0.0,495.00000000000017,False,-0.00011404571266772585,0.6333333333333333,520906,0.0,0.0,17,0,0,19,4,3.2,16,35,31,214.0,156.0,15,17,31,1542,2.1396302953362465,106.34203465934843
46,31,0,0,0,10.0,20,10.0,31.162736476654917,4,37.5,24.249680597711098,14,3.7857142857142856,45.00000000000001,9,45.0,0,1.5500000000000003,63430,32,25,1.0,1099.068411916373,False,0.2032787460449905,0,1.145,62435,0,11,0.6,342.7901012432041,False,0.1774537821485697,0,0.47900000000000004,94609,34,52,1.0,2320.5164312872444,False,0.07438111506348091,14,4.0840000000000005,47738.0,658,0,0.0,20505.080601638936,False,-0.3494369434162435,0,0.2,125323,383,22,1.0,10277.627668923351,False,0.026111071356921194,0,0.2,126880,0,11,0.0,495.00000000000006,False,-0.00011404571266772585,0.6,520415,0.0,0.0,15,0,0,15,5,5.0,18,33,31,154.0,145.0,10,21,31,755,1.9906825106590986,108.33271717000753
47,31,0,0,0,10.0,20,10.0,30.592113868551927,33,26.848484848484848,23.694614387982895,5,1.0,45.000000000000014,15,45.0,0,1.5500000000000003,63836,34,20,1.0,951.8422773710386,False,0.20953002837421747,7,1.215,62547,0,8,0.8,244.7369109484154,False,0.17863813837381667,0,0.47900000000000004,94219,43,62,1.0,2784.526988402672,False,0.07260866168794063,5,4.120000000000001,47042.0,672,0,0.0,20557.900519666895,False,-0.35694869518579464,0,0.2,125993,378,17,1.0,9721.564238657535,False,0.029193988763184214,0,0.2,126880,0,11,0.0,495.00000000000017,False,-0.00011404571266772585,0.6333333333333333,520517,0.0,0.0,22,0,0,12,2,1.3888888888888888,21,33,25,205.0,111.0,14,17,25,1401,1.858758458867669,110.1914756288752
48,25,0,0,0,10.0,20,10.0,30.619244110439595,16,31.0,23.223009658689296,4,1.0,45.00000000000002,7,45.0,0,1.5500000000000003,63716,36,30,1.0,1278.577323313188,False,0.21034565198428834,8,1.2880000000000003,62771,0,8,0.8,244.95395288351676,False,0.18285300213352687,0,0.47900000000000004,93723,49,72,1.0,3172.3996568371695,False,0.06921998034999925,4,4.155000000000001,46882.0,672,0,0.0,20576.13204221541,False,-0.3586413800793401,0,0.2,126304,372,20,1.0,9538.959593032418,False,0.030921959671203963,0,0.2,126880,0,11,0.0,495.0000000000002,False,-0.00011404571266772585,0.6333333333333333,520276,0.0,0.0,15,0,0,12,2,1.5,21,33,20,151.0,85.0,11,14,20,515,1.9105293806642294,112.10200500953943
49,20,0,0,0,10.0,20,10.0,30.501352266639884,17,29.0,23.974161233695725,5,50.0,45.000000000000014,10,45.0,0,1.5500000000000003,64099,37,23,1.0,1071.5311021327175,False,0.21560184218965903,0,1.2800000000000002,62681,0,17,0.9,518.522988532878,False,0.18373289000143755,0,0.47900000000000004,93480,56,77,1.0,3554.0861419264043,False,0.06863486320200143,0,4.151000000000001,46882.0,672,0,0.0,20496.908723182,False,-0.3590857608724464,0,0.2,126504,367,20,1.0,9698.517172766331,False,0.03312248184221707,0,0.2,126880,0,11,0.0,495.00000000000017,False,-0.00011404571266772585,0.65,520526,0.0,0.0,18,0,0,14,0,0.0,15,29,24,83.0,59.0,10,10,24,1393,1.7345856558531523,113.83659066539258
50,24,0,0,0,10.0,20,10.0,31.350668502583925,30,37.3,25.92473877908218,12,52.0,45.000000000000014,0,,0,1.5500000000000003,64757,38,12,1.0,756.2080220310071,False,0.22501182996399355,0,1.2800000000000002,62942,0,17,0.9,532.9613645439267,False,0.18877735386342107,0,0.47900000000000004,93856,54,75,1.0,3637.291507570695,False,0.07331971139215541,0,4.151000000000001,46011.0,694,0,0.0,21757.363940793246,False,-0.3617868500836152,0,0.2,125880,369,30,1.0,10916.228609481324,False,0.03300336871168183,0,0.2,126880,0,11,0.0,495.00000000000017,False,-0.00011404571266772585,0.65,520326,0.0,0.0,18,0,0,10,0,0.0,19,29,17,121.0,78.0,8,16,17,1943,1.6112633319571614,115.44785399734974
51,17,0,0,0,10.000000000000002,20,10.0,32.031633277622184,26,37.69230769230769,26.0741476084419,11,28.181818181818183,45.000000000000014,1,45.0,4,1.5900000000000003,65189,36,10,1.0,680.3163327762219,False,0.23242290283026665,0,1.2800000000000002,63194,2,17,1.0,564.5377657195771,False,0.1938137120396417,0,0.47900000000000004,94096,46,79,1.0,3533.3127918375303,False,0.07542889639684944,5,4.201000000000001,44896.0,718,0,0.0,22998.712693332727,False,-0.36733240953268087,0,0.2,125570,370,40,1.0,11447.434615123504,False,0.03265417649212492,0,0.2,126925,0,10,0.0,450.0000000000001,False,6.29217725063315e-05,0.6666666666666666,519870,0.0,0.0,14,0,0,12,2,1.25,16,28,22,74.0,63.0,6,11,22,917,1.6223780047148466,117.07023200206459
52,22,0,0,0,10.000000000000002,20,10.0,32.146553057167594,27,33.074074074074076,26.0741476084419,0,,45.000000000000014,0,,0,1.586,65489,36,10,1.0,681.465530571676,False,0.238075882817435,0,1.2800000000000002,63587,2,10,1.0,341.4655305716759,False,0.19910727210858994,0,0.47900000000000004,93603,53,89,1.0,4024.3664491812115,False,0.07265263492512382,0,4.196000000000001,44496.0,728,0,0.0,23402.69062561801,False,-0.3695537832732137,0,0.2,125570,360,50,1.0,11636.693139039086,False,0.03339845660379378,0,0.2,126925,0,10,0.0,450.0000000000001,False,6.29217725063315e-05,0.6666666666666666,519670,0.0,0.0,14,0,0,11,0,0.0,17,28,22,112.0,72.0,8,14,22,1093,1.800570229999721,118.8708022320643
53,22,0,0,0,10.000000000000002,20,10.0,32.36011493532534,47,33.361702127659576,26.0741476084419,0,,45.000000000000014,0,,31,1.8960000000000001,65672,38,10,1.0,703.6011493532535,False,0.24172576356804704,0,1.2800000000000002,63741,0,14,1.0,453.0416090945548,False,0.2030528070667709,0,0.47900000000000004,93076,60,99,1.0,4522.947509355268,False,0.06953716952936011,0,4.196000000000001,43455.0,758,0,0.0,24528.96712097661,False,-0.3749146438653305,0,0.2,125570,350,60,1.0,11825.951662954667,False,0.034142736715462405,0,0.2,126925,0,10,0.0,450.0000000000001,False,6.29217725063315e-05,0.6666666666666666,518439,0.0,0.0,10,0,0,10,3,2.411764705882353,20,30,22,111.0,68.0,9,13,22,434,1.869321333244443,120.74012356530875
54,22,0,0,0,10.000000000000002,20,10.0,32.559269287255866,18,35.22222222222222,31.222605581567084,36,52.611111111111114,45.000000000000014,0,,0,1.8650000000000002,65572,38,20,1.0,1031.1853857451174,False,0.24292551753535863,4,1.32,64179,0,10,1.0,325.59269287255864,False,0.210091898712386,0,0.47900000000000004,94691,59,73,1.0,4200.247095402494,False,0.08584484398188506,0,4.196000000000001,43100.0,767,0,0.0,24972.95954332525,False,-0.37640673810944003,0,0.2,123676,376,70,1.0,14889.699698669225,False,0.0312945356320856,0,0.2,126925,0,10,0.0,450.0000000000001,False,6.29217725063315e-05,0.6666666666666666,518143,0.0,0.0,14,0,0,10,1,0.8,18,28,26,102.0,89.0,7,15,26,2533,1.7590177645906806,122.49914132989943
55,26,0,0,0,10.000000000000002,20,10.0,32.59109242905572,1,40.0,33.29125305639812,19,51.473684210526315,45.000000000000014,0,,0,1.8650000000000002,65472,38,30,1.0,1357.7327728716716,False,0.2441155213638231,0,1.316,64119,0,19,1.0,619.2307561520587,False,0.21172472547208118,0,0.47900000000000004,95669,49,64,1.0,3727.60372463321,False,0.09416531330076172,0,4.196000000000001,43060.0,768,0,0.0,25029.958985514793,False,-0.37653575323082605,0,0.2,122698,385,80,1.0,16417.132426713277,False,0.029609147357731014,0,0.2,126925,0,10,0.0,450.0000000000001,False,6.29217725063315e-05,0.6666666666666666,517943,0.0,0.0,12,0,0,13,0,0.0,21,34,23,143.0,84.0,13,13,23,1218,3.830959377810359,126.33010070770979
56,23,0,0,0,10.000000000000002,20,10.0,31.867144778253635,20,24.25,32.877276311070375,22,29.727272727272727,45.000000000000014,0,,0,1.8650000000000002,65422,38,35,1.0,1495.3500672388773,False,0.24446926019107104,0,1.316,64454,0,14,1.0,446.1400268955509,False,0.21639747255924796,0,0.47900000000000004,95808,59,62,1.0,3918.5526732033277,False,0.09679574974592108,10,4.296000000000001,42640.0,768,0,0.0,24473.967189698793,False,-0.38436617423519,0,0.2,122044,397,90,1.0,17102.27869549494,False,0.027159706058953476,0,0.2,126925,0,10,0.0,450.0000000000001,False,6.29217725063315e-05,0.6666666666666666,517293,0.0,0.0,13,0,0,17,2,2.0,14,31,17,165.0,105.0,13,10,17,1309,2.2312931325286627,128.56139384023845
57,17,0,0,0,10.000000000000002,20,10.0,30.56381710165939,36,23.055555555555557,32.19686008084958,5,9.0,45.000000000000014,0,,1,1.8750000000000002,66118,39,10,1.0,695.638171016594,False,0.2500389137971506,0,1.316,64364,0,23,0.9,702.967793338166,False,0.21711993185512932,0,0.47900000000000004,94978,85,72,1.0,4916.098379462218,False,0.09307989981636675,5,4.336,42480.0,768,0,0.0,23473.01153407441,False,-0.39177570124146327,0,0.2,121999,392,100,1.0,17121.169151693037,False,0.02688005990032023,0,0.2,126925,0,10,0.0,450.0000000000001,False,6.29217725063315e-05,0.65,516864,0.0,0.0,14,0,0,12,2,1.2,18,30,18,133.0,51.0,10,7,18,975,1.9073374848812819,130.46873132511973
58,18,0,0,0,10.000000000000002,20,10.0,30.502030121702962,17,29.705882352941178,32.19686008084958,0,,45.000000000000014,2,45.0,0,1.8740000000000003,66078,40,18,1.0,949.0365421906533,False,0.2516694865828238,0,1.316,64709,0,17,0.9,518.5345120689503,False,0.22187409031303668,0,0.47900000000000004,94543,90,82,1.0,5385.3252375829325,False,0.09083187626955054,0,4.331000000000001,42410.0,770,0,0.0,23486.56319371128,False,-0.39248497743013006,0,0.2,121999,382,110,1.0,17249.20055088454,False,0.027383557561169922,0,0.2,127015,0,8,0.0,360.0000000000001,False,0.0004168567428544462,0.65,516754,0.0,0.0,12,0,0,10,0,0.0,18,28,20,109.0,58.0,8,10,20,795,1.8642597692087293,132.33299109432846
59,20,0,0,0,10.000000000000002,20,10.0,31.22829710124806,25,37.4,34.74067116992246,22,53.0,45.000000000000014,3,45.0,0,1.8740000000000003,66505,39,14,1.0,827.1961594174729,False,0.2585544390684535,0,1.316,65017,1,16,1.0,509.65275361996896,False,0.22758320093302714,0,0.47900000000000004,95709,80,70,1.0,4930.110749994417,False,0.10135917359401836,0,4.331000000000001,41475.0,795,0,0.0,24826.496195492207,False,-0.3954582382823893,0,0.2,120833,394,120,1.0,19087.82444094945,False,0.025443301351832797,0,0.2,127150,0,5,0.0,225.00000000000006,False,0.0009477591983766183,0.6666666666666666,516689,0.0,0.0,15,0,0,12,0,0.0,16,28,22,111.0,76.0,9,11,22,2436,1.8992222286760807,134.23221332300454
60,22,0,0,0,10.000000000000002,20,10.0,31.928542712696956,23,38.43478260869565,34.64659586629991,5,31.6,45.000000000000014,0,,0,1.8740000000000003,66845,39,13,1.0,805.0710552650605,False,0.2647408460934067,0,1.316,65361,1,14,1.0,456.9995979777574,False,0.23355776267117187,0,0.47900000000000004,95867,70,75,1.0,4833.49267986128,False,0.10258973445888604,0,4.331,40591.0,818,0,0.0,26117.54793898611,False,-0.3981335445821351,0,0.2,120675,389,130,1.0,19327.525791990665,False,0.025143248462312445,0,0.2,127150,0,5,0.0,225.00000000000006,False,0.0009477591983766183,0.6666666666666666,516489,0.0,0.0,15,0,0,8,0,0.0,19,27,28,104.0,112.0,8,14,28,1242,1.943289634771645,136.1755029577762
61,28,0,0,0,10.000000000000002,20,10.0,31.775370157197727,15,29.6,34.64659586629991,0,,45.000000000000014,0,,0,1.874,66745,39,23,1.0,1120.8335136155479,False,0.2658294325253948,1,1.326,65681,1,10,1.0,327.7537015719773,False,0.23836070133693166,0,0.47900000000000004,95461,74,85,1.0,5296.338040268124,False,0.10063125029598793,0,4.331000000000001,40553.0,819,0,0.0,26024.02815874494,False,-0.39908441782640064,0,0.2,120675,379,140,1.0,19431.05983332767,False,0.025550407549541684,0,0.2,127150,0,5,0.0,225.00000000000006,False,0.0009477591983766183,0.6666666666666666,516265,0.0,0.0,13,0,0,15,1,1.0,18,33,25,166.0,114.0,13,15,25,606,2.219689980149269,138.39519293792546
62,25,0,0,0,10.000000000000002,20,10.0,31.719292663611427,16,31.0,36.332940905136994,20,49.0,45.000000000000014,0,,0,1.8740000000000003,67101,43,17,1.0,969.2279752813943,False,0.27109917036807085,0,1.325,65621,0,17,0.7,539.2279752813943,False,0.23922089085480236,0,0.47900000000000004,95945,80,75,1.0,5262.513980974189,False,0.10587124592475898,0,4.331000000000001,40553.0,819,0,0.0,25978.10069149776,False,-0.3993420349594579,0,0.2,119695,389,150,1.0,20883.51401209829,False,0.023554427380795814,0,0.2,127150,0,5,0.0,225.00000000000006,False,0.0009477591983766183,0.6166666666666667,516065,0.0,0.0,12,0,0,13,0,0.0,19,32,25,159.0,122.0,12,13,25,1676,2.164144146256149,140.5593370841816
63,25,0,0,0,10.0,20,10.0,31.52878184443216,15,29.0,37.09933337666722,26,41.61538461538461,45.000000000000014,0,,0,1.8740000000000003,67041,39,27,1.0,1241.2771097996683,False,0.27252898299636713,0,1.3250000000000002,65916,4,12,1.0,418.3453821331859,False,0.243632293751605,0,0.47900000000000004,96490,85,65,1.0,5091.403126260103,False,0.11102549459978288,6,4.391000000000001,40409.0,819,0,0.0,25822.072330589937,False,-0.40183268641902015,0,0.2,118613,405,160,1.0,22225.230017550224,False,0.02032070447826144,0,0.2,127150,0,5,0.0,225.00000000000006,False,0.0009477591983766183,0.6666666666666666,515619,0.0,0.0,13,0,0,14,1,1.0,22,36,27,169.0,139.0,12,13,27,1615,2.156589552760124,142.71592663694173
