index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
65,6,0,0,0,10.000000000000004,9,10.0,19.321573471425793,13,23.0,24.386142464439466,5,35.0,35.99999999999999,10,36.0,0,2.9900000000000007,24558,33,66,1.0,1605.2238491141024,False,0.20380746781967302,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000014,True,-2.425496959436296,0,0.2,31448,276,87,1.0,7454.348672519753,False,0.20183047479362715,0,7.121,-34774.41666666667,733,0,0.0,14162.713354555106,True,-1.9461890115275768,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,10,5.871000000000001,12181,1303,0,0.0,31775.143631164625,False,-0.3782160335035596,0.3333333333333333,113353,0.0,0.25,7,0,0,3,9,11151.580555555554,0,3,8,54.0,39.0,3,3,8,564,0.5800484379869886,91.47180816577747
66,8,0,0,0,10.000000000000004,6,10.0,19.321573471425793,0,,24.386142464439466,0,,35.99999999999999,13,36.0,0,2.9900000000000007,24498,29,76,1.0,1758.4395838283604,False,0.2045958034800484,0,6.950000000000003,-31835.944444444445,361,0,0.0,3610.0000000000014,True,-2.425496959436296,0,0.2,31448,266,97,1.0,7504.99436244989,False,0.20269568064865867,0,7.121,-34774.41666666667,733,0,0.0,14162.713354555106,True,-1.9461890115275768,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,13,5.991000000000001,11971,1303,0,0.0,31775.143631164625,False,-0.3828680205666051,0.3333333333333333,113083,0.0,0.25,3,0,0,4,11,6484.308703703704,0,4,10,57.0,27.0,4,4,10,60,0.6354664369719103,92.10727460274938
67,10,0,0,0,10.000000000000004,7,10.0,19.43232483692441,13,20.692307692307693,26.006826580437068,26,35.0,35.99999999999999,10,36.0,0,2.9900000000000007,24697,26,73,1.0,1678.559713095482,False,0.21214600353860266,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000014,True,-2.425496959436296,0,0.2,32089,269,81,1.0,7333.848334148069,False,0.22167295910462068,0,7.121,-34774.41666666667,733,0,0.0,14243.894105465592,True,-1.9448021598310057,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,10,6.078000000000002,10922,1329,0,0.0,34563.072525400865,False,-0.37522625797039494,0.3333333333333333,112874,0.0,0.25,9,0,0,2,11,10092.382407407407,1,3,14,54.0,51.0,3,7,14,1249,0.6428155649919063,92.75009016774129
68,14,0,0,0,10.000000000000004,10,10.0,19.613602945819075,11,22.0,26.7051311325358,17,33.0,35.99999999999999,15,36.0,0,2.990000000000001,24839,26,72,1.0,1672.1794120989734,False,0.2187349744173108,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000014,True,-2.425496959436296,0,0.2,32408,270,74,1.0,7271.8524991788,False,0.23151312865892443,0,7.121,-34774.41666666667,733,0,0.0,14376.770959285383,True,-1.9425321575448948,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,15,6.218000000000002,10085,1346,0,0.0,35945.10650439319,False,-0.3784601202384344,0.3333333333333333,112498,0.0,0.25,7,0,0,4,8,8.0,1,5,11,75.0,57.0,5,9,11,903,0.7460304939886555,93.49612066172995
69,11,0,0,0,10.000000000000004,9,10.0,19.647160658866675,2,22.0,27.11673122614153,8,35.0,36.0,12,36.0,0,2.9900000000000007,24793,25,80,1.0,1821.772852709334,False,0.22010188571484632,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000014,True,-2.425496959436296,0,0.2,32644,262,76,1.0,7208.427665809825,False,0.23849302422116003,0,7.121000000000001,-34774.41666666667,733,0,0.0,14401.368762949272,True,-1.9421119408634697,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,12,6.323000000000002,9615,1354,0,0.0,36716.05408019563,False,-0.38033257188210945,0.3333333333333333,112218,0.0,0.25,6,0,0,3,7,7.0,1,4,13,72.0,66.0,4,7,13,414,0.5927491059992462,94.0888697677292
70,13,0,0,0,10.000000000000002,11,10.0,19.647160658866675,0,,28.14432303806731,27,33.666666666666664,36.0,12,36.0,0,2.990000000000001,24683,26,90,1.0,2028.2444592980007,False,0.21978080550856796,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,33553,252,59,1.0,6611.599545280374,False,0.25935491911439756,0,7.121000000000001,-34774.41666666667,733,0,0.0,14401.368762949272,True,-1.9421119408634697,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,12,6.431000000000002,8514,1381,0,0.0,38867.31011557095,False,-0.38089462013678005,0.3333333333333333,111916,0.0,0.25,7,0,0,4,6,6.0,2,6,15,108.0,81.0,6,7,15,1019,0.7720203190110624,94.86089008674026
71,15,0,0,0,10.000000000000002,12,10.0,19.258688567956437,26,17.346153846153847,28.14432303806731,0,,36.0,9,36.0,0,2.9900000000000007,25014,28,74,1.0,1705.1429540287763,False,0.22782415517227841,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,33102,268,69,1.0,7103.28682583897,False,0.2523453400614829,0,7.121,-34774.41666666667,733,0,0.0,14116.618720312068,True,-1.9469764694038076,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,9,6.509000000000001,8393,1381,0,0.0,38867.31011557095,False,-0.38357505077786813,0.3333333333333333,111675,0.0,0.25,10,0,0,6,5,5.0,3,9,12,162.0,63.0,9,6,12,571,0.8669561949791387,95.7278462817194
72,12,0,0,0,10.000000000000002,12,10.0,19.258688567956437,0,,27.202843083718093,9,11.0,36.0,11,36.0,0,2.990000000000001,24894,30,84,1.0,1917.7298397083407,False,0.22717353775355634,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,33201,258,70,1.0,6872.940666393028,False,0.25179275431175735,0,7.121,-34774.41666666667,733,0,0.0,14116.618720312068,True,-1.9469764694038076,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,11,6.610000000000001,8129,1390,0,0.0,37811.95188636815,False,-0.4011125793455302,0.3333333333333333,111390,0.0,0.25,7,0,0,4,6,6.0,0,4,9,57.0,68.0,4,8,9,219,0.5579020690056495,96.28574835072504
73,9,0,0,0,10.000000000000002,12,10.0,19.258688567956437,0,,26.07836100183805,11,11.0,36.0,10,36.0,0,2.9900000000000007,24774,32,94,1.0,2130.316725387905,False,0.2265229203348343,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,33322,248,69,1.0,6575.561673980022,False,0.25084668706402924,0,7.121,-34774.41666666667,733,0,0.0,14116.618720312068,True,-1.9469764694038076,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,10,6.6990000000000025,7867,1401,0,0.0,36535.783763575106,False,-0.42105152891348296,0.3333333333333333,111129,0.0,0.25,6,0,0,2,5,5.0,1,3,13,54.0,63.0,3,6,13,241,0.6364260310074314,96.92217438173248
74,13,0,0,0,10.0,13,10.0,19.38162147355635,13,20.692307692307693,26.776411687546364,16,33.0,36.0,8,36.0,0,2.9900000000000007,24913,35,91,1.0,2113.727554093628,False,0.23272719310043252,0,6.950000000000003,-31835.944444444445,361,0,0.0,3610.0,True,-2.425496959436296,0,0.2,33581,251,63,1.0,6551.700926178065,False,0.2592883170387123,0,7.121,-34774.41666666667,733,0,0.0,14206.728540116805,True,-1.9454370779215617,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,8,6.769,7244,1417,0,0.0,37942.1753612532,False,-0.4192750059672456,0.3333333333333333,110904,0.0,0.25,9,0,0,7,4,4.0,1,8,14,129.0,60.0,8,5,14,927,0.8534222950111143,97.77559667674359
75,14,0,0,0,10.000000000000002,10,10.0,19.686787718383112,18,22.0,26.776411687546364,0,,36.0,11,36.0,0,2.9900000000000007,25209,35,83,1.0,1984.0033806257984,False,0.24369875588896853,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,33185,259,73,1.0,7053.55607225211,False,0.2543316262172356,0,7.121,-34774.41666666667,733,0,0.0,14430.415397574821,True,-1.941615722559767,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,11,6.871000000000001,7080,1417,0,0.0,37942.1753612532,False,-0.42290798634029064,0.3333333333333333,110640,0.0,0.25,6,0,0,8,6,6.0,1,9,11,132.0,45.0,9,5,11,496,0.9017815180122852,98.67737819475587
76,11,0,0,0,10.000000000000004,12,10.0,19.686787718383112,0,,26.776411687546364,0,,36.0,11,36.0,0,2.990000000000001,25089,37,93,1.0,2200.8712578096297,False,0.243149742673604,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000014,True,-2.425496959436296,0,0.2,33185,249,83,1.0,7124.452311943744,False,0.25554278242352996,0,7.121,-34774.41666666667,733,0,0.0,14430.415397574821,True,-1.941615722559767,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,11,6.970000000000001,6918,1417,0,0.0,37942.1753612532,False,-0.42649666207464004,0.3333333333333333,110358,0.0,0.25,7,0,0,1,5,5.0,3,4,11,72.0,65.0,4,7,11,120,0.6401737679843791,99.31755196274025
77,11,0,0,0,10.000000000000002,11,10.0,20.047845753878615,17,23.0,26.776411687546364,0,,35.99999999999999,13,36.0,0,2.9900000000000007,25370,38,86,1.0,2104.114734833561,False,0.25419173909036785,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,32794,256,93,1.0,7622.454799934738,False,0.25069110974331593,0,7.121000000000001,-34774.41666666667,733,0,0.0,14695.070937593026,True,-1.9370944785386823,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,13,7.089000000000001,6706,1417,0,0.0,37942.1753612532,False,-0.4311929537763812,0.3333333333333333,110036,0.0,0.25,6,0,0,4,6,6.0,2,6,12,108.0,45.0,6,5,12,501,0.6798499200376682,99.99740188277792
78,12,0,0,0,10.000000000000002,12,10.0,20.36669566281303,17,23.0,27.02080583762642,5,34.0,35.99999999999999,12,36.0,0,2.990000000000001,25641,40,79,1.0,2008.9689573622293,False,0.26479728858789175,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,32573,263,98,1.0,8004.479931407216,False,0.2496665288268282,0,7.121000000000001,-34774.41666666667,733,0,0.0,14928.78792084195,True,-1.9331017734811295,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,12,7.196000000000001,6350,1422,0,0.0,38423.585901104765,False,-0.4337469994561078,0.3333333333333333,109730,0.0,0.25,9,0,0,4,6,6.0,0,4,10,72.0,53.0,4,8,10,681,0.7504200550029054,100.74782193778083
79,10,0,0,0,10.000000000000002,11,10.0,20.194528301637906,2,8.0,28.29521405783187,22,36.0,36.0,8,36.0,0,2.9900000000000007,25547,41,87,1.0,2166.923962242498,False,0.2640842066322329,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,33349,255,86,1.0,7582.9931258912075,False,0.2689796556971985,0,7.121,-34774.41666666667,733,0,0.0,14802.589245100586,True,-1.9352576890842004,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,8,7.264000000000001,5463,1444,0,0.0,40858.289099509224,False,-0.4264289453335118,0.3333333333333333,109525,0.0,0.25,7,0,0,2,4,4.0,1,3,13,54.0,51.0,3,7,13,918,0.5599202589946799,101.30774219677551
80,13,0,0,0,10.000000000000002,9,10.0,20.194528301637906,0,,28.29521405783187,0,,36.0,11,36.0,0,2.990000000000001,25457,40,97,1.0,2358.869245258877,False,0.2643677136103593,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,33349,245,96,1.0,7663.999983453146,False,0.2703635366860248,0,7.121,-34774.41666666667,733,0,0.0,14802.589245100586,True,-1.9352576890842004,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,11,7.3660000000000005,5313,1444,0,0.0,40858.289099509224,False,-0.42975179323568713,0.3333333333333333,109285,0.0,0.25,4,0,0,4,4,4.0,2,6,13,108.0,51.0,6,7,13,90,0.7392367930151522,102.04697898979066
81,13,0,0,0,10.000000000000002,9,10.0,20.432796553228798,12,23.0,29.111505518109784,28,33.17857142857143,35.99999999999999,12,36.0,0,2.9900000000000007,25643,39,95,1.0,2331.1156725567357,False,0.2725379900450167,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,34002,247,78,1.0,7317.598179060076,False,0.28675683646064093,0,7.121,-34774.41666666667,733,0,0.0,14977.239873516708,True,-1.9322740443456443,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,12,7.475000000000001,4204,1472,0,0.0,42852.136122657605,False,-0.43223454739867967,0.3333333333333333,109015,0.0,0.25,7,0,0,3,5,5.0,2,5,16,90.0,39.0,5,8,16,1295,0.681765416986309,102.72874440677697
82,16,0,0,0,10.000000000000004,10,10.0,20.59242154993954,13,22.153846153846153,29.606695369175814,22,33.0,35.99999999999999,14,36.0,0,2.9900000000000007,25831,39,92,1.0,2284.502782594438,False,0.28035559839071633,0,6.950000000000003,-31835.944444444445,361,0,0.0,3610.0000000000014,True,-2.425496959436296,0,0.2,34440,250,66,1.0,7102.147281850488,False,0.2980413298115772,0,7.121,-34774.41666666667,733,0,0.0,15094.244996105683,True,-1.9302751868461743,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,14,7.6030000000000015,3233,1494,0,0.0,44232.40288154867,False,-0.43845639447134965,0.3333333333333333,108670,0.0,0.25,8,0,0,3,7,7.0,5,8,15,129.0,24.0,8,8,15,1114,0.7574101490317844,103.48615455580875
83,15,0,0,0,10.000000000000004,7,10.0,20.59242154993954,0,,29.606695369175814,0,,35.99999999999999,9,36.0,0,2.9900000000000007,25761,36,102,1.0,2460.4269980938334,False,0.28120821659690115,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000014,True,-2.425496959436296,0,0.2,34440,240,76,1.0,7192.290020042851,False,0.29958128365523534,0,7.121,-34774.41666666667,733,0,0.0,15094.244996105683,True,-1.9302751868461743,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,9,7.679000000000001,3119,1494,0,0.0,44232.40288154867,False,-0.4409817588770029,0.3333333333333333,108486,0.0,0.25,4,0,0,5,4,4.0,2,7,7,96.0,24.0,7,8,7,70,0.5899447740521282,104.07609932986088
84,7,0,0,0,10.000000000000004,13,10.0,20.700890521346846,19,21.42105263157895,29.606695369175814,0,,35.99999999999999,12,36.0,0,2.990000000000001,26038,39,93,1.0,2315.1828184852566,False,0.29090954617376125,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000014,True,-2.425496959436296,0,0.2,34033,249,86,1.0,7700.697541564485,False,0.29436069327532605,0,7.121,-34774.41666666667,733,0,0.0,15173.752752147238,True,-1.9289169157644204,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,12,7.790000000000001,2927,1494,0,0.0,44232.40288154867,False,-0.4452350041917874,0.3333333333333333,108164,0.0,0.25,9,0,0,2,7,7.0,1,3,4,39.0,12.0,3,4,4,537,0.28683632804313675,104.36293565790402
85,4,0,0,0,10.000000000000002,8,10.0,20.700890521346846,0,,29.743575373282763,5,34.0,35.99999999999999,6,36.0,0,2.9900000000000007,25958,37,103,1.0,2502.191723698725,False,0.29155057017370123,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,34203,239,91,1.0,7654.178193570628,False,0.29937437121721033,0,7.121000000000001,-34774.41666666667,733,0,0.0,15173.752752147238,True,-1.9289169157644204,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,6,7.838000000000003,2693,1499,0,0.0,44585.61948455086,False,-0.44650636342484984,0.3333333333333333,108020,0.0,0.25,5,0,0,1,3,3.0,0,1,3,18.0,9.0,1,3,3,250,0.19428760500159115,104.55722326290561
86,3,0,0,0,10.0,9,10.0,20.509370733803486,2,8.0,29.040887869220583,12,20.583333333333332,35.99999999999999,8,36.0,0,2.990000000000001,25884,36,111,1.0,2636.540151452187,False,0.2912265664653768,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0,True,-2.425496959436296,0,0.2,34434,231,89,1.0,7322.303659869238,False,0.3015973701631345,0,7.121000000000001,-34774.41666666667,733,0,0.0,15033.368747877956,True,-1.9313151664865278,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,8,7.912000000000001,2349,1511,0,0.0,43880.781570392304,False,-0.4619336585619567,0.3333333333333333,107833,0.0,0.25,7,0,0,0,4,4.0,0,0,3,0.0,9.0,0,3,3,353,0.12111136299790815,104.67833462590352
87,3,0,0,0,10.0,0,,20.509370733803486,0,,29.040887869220583,0,,35.99999999999999,9,36.0,0,2.9900000000000007,25884,26,121,1.0,2741.633858790222,False,0.2937208396731908,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0,True,-2.425496959436296,0,0.2,34434,221,99,1.0,7407.618831223408,False,0.3030548522485889,0,7.121,-34774.41666666667,733,0,0.0,15033.368747877956,True,-1.9313151664865278,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,9,7.994000000000001,2240,1511,0,0.0,43880.781570392304,False,-0.46434826137087076,0.3333333333333333,107724,0.0,0.25,0,0,0,0,3,3.0,0,0,3,0.0,9.0,0,3,3,0,0.10957346303621307,104.78790808893973
88,3,0,0,0,10.0,0,,20.509370733803486,0,,29.939487149830867,25,35.0,35.99999999999999,7,36.0,0,2.990000000000001,25884,16,131,1.0,2846.7275661282565,False,0.29621511288100477,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0,True,-2.425496959436296,0,0.2,35309,211,84,1.0,6842.394145418328,False,0.3232949662672257,0,7.121,-34774.41666666667,733,0,0.0,15033.368747877956,True,-1.9313151664865278,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,7,8.055,1287,1536,0,0.0,45987.05226214021,False,-0.46213003121106494,0.3333333333333333,107646,0.0,0.25,5,0,0,0,3,3.0,0,0,1,0.0,9.0,0,3,1,875,0.10609765601111576,104.89400574495085
89,1,0,0,0,10.0,0,,20.509370733803486,0,,30.56584462960061,31,33.58064516129032,35.99999999999999,8,36.0,0,2.9900000000000007,25884,6,141,1.0,2951.8212734662916,False,0.29870938608881875,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0,True,-2.425496959436296,0,0.2,36350,201,63,1.0,6048.031729159339,False,0.34529232829642165,0,7.121,-34774.41666666667,733,0,0.0,15033.368747877956,True,-1.9313151664865278,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,8,8.128,149,1567,0,0.0,47896.678534584156,False,-0.4661880451178043,0.3333333333333333,107549,0.0,0.25,3,0,0,0,4,4.0,0,0,0,0.0,3.0,0,1,0,1041,0.09839614504016936,104.99240188999102
