index,contract,contract_id,type,level,id,perpetrator,perpetrator_type,victims,step,resolved
0,"02Dec@1, 01Buy@0 agreed on {'quantity': 5, 'time': 2, 'unit_price': 8} [id 8d6338e9-1c13-4971-a115-eb5d30c69c11]",8d6338e9-1c13-4971-a115-eb5d30c69c11,product,1.0,7347f644-6bce-4527-b4f5-c80d0b466e9c,01Buy@0,str,['02Dec@1'],-1,False
1,"02Dec@1, 01Buy@0 agreed on {'quantity': 5, 'time': 2, 'unit_price': 8} [id e3b752c4-0d25-4dd9-98c4-4faf86f2e4b1]",e3b752c4-0d25-4dd9-98c4-4faf86f2e4b1,product,1.0,46613776-2a2f-4e8c-bb48-fdf161d8f42b,01Buy@0,str,['02Dec@1'],-1,False
2,"03Dec@1, 01Buy@0 agreed on {'quantity': 5, 'time': 2, 'unit_price': 8} [id f6df749f-62e7-440f-b608-7aaaab52d7e5]",f6df749f-62e7-440f-b608-7aaaab52d7e5,product,1.0,0618b04b-72b7-4313-9b02-1f030b51b5ab,01Buy@0,str,['03Dec@1'],-1,False
3,"02Dec@1, 01Buy@0 agreed on {'quantity': 5, 'time': 2, 'unit_price': 9} [id e38f8fa5-60e7-4b30-afe1-c6125cc26205]",e38f8fa5-60e7-4b30-afe1-c6125cc26205,product,1.0,624e54b6-0e81-4038-9aac-fc0bf432b94d,01Buy@0,str,['02Dec@1'],-1,False
4,"03Dec@1, 00Ran@0 agreed on {'quantity': 2, 'time': 2, 'unit_price': 1} [id 9f0597b5-130c-4578-9f12-82c41f801996]",9f0597b5-130c-4578-9f12-82c41f801996,product,1.0,fb24c82f-4abb-4034-be7c-65c4817d9f05,00Ran@0,str,['03Dec@1'],-1,False
5,"03Dec@1, 01Buy@0 agreed on {'quantity': 5, 'time': 3, 'unit_price': 8} [id d7ce1f61-be45-4b5c-979f-3052a3d72f97]",d7ce1f61-be45-4b5c-979f-3052a3d72f97,product,1.0,6afc3e6d-699e-4924-b743-5140a75d7a6d,01Buy@0,str,['03Dec@1'],-1,False
6,"03Dec@1, 00Ran@0 agreed on {'quantity': 5, 'time': 3, 'unit_price': 1} [id 012a26a3-98df-48e0-9b6e-d70b9d94177b]",012a26a3-98df-48e0-9b6e-d70b9d94177b,product,1.0,ac66af24-5824-4eed-928b-236a9d03d34b,00Ran@0,str,['03Dec@1'],-1,False
7,"03Dec@1, 00Ran@0 agreed on {'quantity': 1, 'time': 3, 'unit_price': 5} [id 33f4dc60-544f-4dcc-a517-840d61768d01]",33f4dc60-544f-4dcc-a517-840d61768d01,product,1.0,cab0a7e5-af72-4e93-942f-f380dd2e2455,00Ran@0,str,['03Dec@1'],-1,False
8,"02Dec@1, 00Ran@0 agreed on {'quantity': 3, 'time': 4, 'unit_price': 1} [id a11fb633-bb34-49b0-926d-fdf2e5d8dd6d]",a11fb633-bb34-49b0-926d-fdf2e5d8dd6d,product,1.0,dd117799-db02-4708-bfe6-4cc2fb6c3bb8,00Ran@0,str,['02Dec@1'],-1,False
9,"02Dec@1, 01Buy@0 agreed on {'quantity': 5, 'time': 4, 'unit_price': 8} [id 126de891-0dc2-48d3-b849-610151602567]",126de891-0dc2-48d3-b849-610151602567,product,1.0,b55cade7-14ba-458d-9a61-9940d2e13878,01Buy@0,str,['02Dec@1'],-1,False
