index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
54,10,0,0,0,10.000000000000002,20,10.0,25.438262154538144,17,30.0,28.198477291187498,0,,34.99999999999999,4,35.0,0,1.9190000000000003,60432,21,22,1.0,769.6417673998392,False,0.20117755690584657,0,1.7390000000000003,41168,543,0,0.0,5430.000000000001,False,-0.13327803124567952,0,0.4970000000000001,72966,40,43,1.0,2230.065009702588,False,0.011124293735856872,0,8.120000000000001,41738.0,385,0,0.0,9793.730929497186,False,-0.36348558042272544,0,0.533,75133,791,170,1.0,28254.995537329312,False,-0.04552601885557155,0,0.2,93375,0,9,0.0,314.99999999999994,False,0.00015505036463568512,0.5,384812,0.0,0.0,14,0,0,12,0,0.0,15,27,11,69.0,30.0,5,5,11,850,2.5008384120301344,210.34132265113294
55,11,0,0,0,10.000000000000002,20,10.0,25.75627804838433,18,28.88888888888889,27.509968641038967,10,15.0,34.99999999999999,0,,0,1.9190000000000007,60824,23,16,1.0,642.1004487741493,False,0.20766033110914406,2,1.7590000000000001,41046,551,0,0.0,5510.000000000001,False,-0.1348975923841125,0,0.4970000000000001,72702,40,53,1.0,2488.279459910438,False,0.009283156306543541,10,8.220000000000002,41312.0,393,0,0.0,10122.217273015041,False,-0.3670582720974597,0,0.5330000000000001,74983,791,180,1.0,28060.385195061823,False,-0.04817048485285279,0,0.2,93375,0,9,0.0,314.99999999999994,False,0.00015505036463568512,0.5,384242,0.0,0.0,13,0,0,13,2,2.0,15,28,13,100.0,45.0,6,5,13,712,2.680172479012981,213.02149513014592
56,13,0,0,0,10.000000000000002,20,10.0,26.39506132732783,17,33.0,25.347324538212018,32,13.6875,35.0,1,35.0,1,1.9290000000000003,61270,22,10,1.0,483.95061327327835,False,0.21490737505948213,0,1.7570000000000001,40936,562,0,0.0,5620.000000000001,False,-0.13598388339159803,0,0.4970000000000001,72435,47,42,1.0,2305.1555129893127,False,0.004389181291385664,11,8.32,41090.0,393,0,0.0,10373.259101639838,False,-0.36837510508530674,0,0.533,74545,813,190,1.0,27257.37484956637,False,-0.0571474216216858,0,0.2,93410,0,8,0.0,280.0,False,0.0003421801150580637,0.5,383686,0.0,0.0,14,0,0,14,3,2.0588235294117645,16,30,17,95.0,78.0,7,6,17,529,3.1773259980254807,216.1988211281714
57,17,0,0,0,10.000000000000002,20,10.0,24.368380345498636,56,18.089285714285715,24.65620016825932,11,13.090909090909092,35.0,0,,23,2.1580000000000004,61497,18,10,1.0,423.6838034549864,False,0.21879563709441832,23,1.9870000000000005,40244,576,0,0.0,5760.000000000001,False,-0.14826884714897987,0,0.4970000000000001,72076,76,41,1.0,2862.9011131565285,False,0.0032955334886340206,0,8.309000000000001,40580.0,410,0,0.0,9991.035941654442,False,-0.37794450398783586,0,0.5330000000000001,74401,814,200,1.0,27070.146936963087,False,-0.05968825821252016,0,0.2,93410,0,8,0.0,280.0,False,0.0003421801150580637,0.5,382208,0.0,0.0,13,0,0,18,3,2.411764705882353,16,34,18,195.0,57.0,13,4,18,344,3.7048289079684764,219.90365003613988
58,18,0,0,0,10.000000000000002,20,10.0,24.42179727726629,26,24.846153846153847,23.566424329142862,20,14.0,35.0,0,,10,2.2350000000000008,61807,16,10,1.0,404.21797277266296,False,0.22472613589276,6,2.0240000000000005,39972,588,0,0.0,5880.000000000001,False,-0.15245600521419683,0,0.4970000000000001,71880,82,41,1.0,2968.810774230693,False,0.0013431248753220408,10,8.409,40090.0,420,0,0.0,10257.154856451842,False,-0.3828163482621417,0,0.533,74121,824,210,1.0,26768.733647213718,False,-0.0642938597531292,0,0.2,93410,0,8,0.0,280.0,False,0.0003421801150580637,0.5,381280,0.0,0.0,14,0,0,17,4,4.0,19,36,18,166.0,93.0,12,6,18,650,7.084645905997604,226.98829594213748
59,18,0,0,0,10.000000000000002,20,10.0,24.113833327011623,4,8.0,23.554124105139092,40,23.5,35.0,0,,0,2.225000000000001,61697,17,20,1.0,652.2766665402324,False,0.22500322595386454,4,2.0580000000000007,39814,597,0,0.0,5970.000000000001,False,-0.15468783946593984,0,0.4970000000000001,72658,76,21,1.0,2327.287939060804,False,0.007583926644424423,10,8.499000000000002,39900.0,420,0,0.0,10127.80999734488,False,-0.3862923457173526,0,0.533,73181,854,220,1.0,27815.221985788783,False,-0.06875028344388896,0,0.2,93410,0,8,0.0,280.0,False,0.0003421801150580637,0.5,380660,0.0,0.0,11,0,0,20,2,2.0,17,37,21,201.0,93.0,12,6,21,1010,3.8037960180081427,230.79209196014563
60,21,0,0,0,10.000000000000002,20,10.0,24.113833327011623,0,,24.036099503187973,36,26.63888888888889,35.0,0,,0,2.2250000000000005,61617,15,30,1.0,873.4149998103487,False,0.2256069897869917,0,2.0540000000000003,39694,609,0,0.0,6090.000000000001,False,-0.1558728842013786,0,0.4970000000000001,72658,66,31,1.0,2336.632084181594,False,0.007647695275991527,36,8.849,39659.0,420,0,0.0,10127.80999734488,False,-0.389581729606196,0,0.533,72222,880,230,1.0,29201.767562805417,False,-0.07159173868771032,0,0.2,93410,0,8,0.0,280.0,False,0.0003421801150580637,0.5,379260,0.0,0.0,12,0,0,17,2,2.0,19,36,15,185.0,87.0,12,9,15,200,3.294775594957173,234.0868675551028
61,15,0,0,0,10.000000000000002,20,10.0,24.59269135752894,17,30.0,23.02107107831517,23,13.869565217391305,34.99999999999999,10,35.0,0,2.2250000000000005,62037,14,23,1.0,705.6319012231655,False,0.23224538228776015,0,2.0540000000000003,39584,620,0,0.0,6200.000000000001,False,-0.15695917520886413,0,0.4970000000000001,72672,56,40,1.0,2298.0335591542275,False,0.007575366194102478,22,9.033000000000001,38564.0,437,0,0.0,10747.006123240146,False,-0.4003015988095423,0,0.5330000000000001,72253,893,230,1.0,28607.816472935447,False,-0.07443584939297551,0,0.2,93410,0,8,0.0,279.99999999999994,False,0.0003421801150580637,0.5,378520,0.0,0.0,16,0,0,16,3,3.0,18,34,16,123.0,66.0,8,7,16,1074,2.7963109699776396,236.88317852508044
62,16,0,0,0,10.000000000000002,20,10.0,24.25366161083749,3,3.0,22.47280094712128,12,13.0,35.0,7,35.0,0,2.225000000000001,61957,12,33,1.0,920.3708331576372,False,0.2327859496470308,3,2.0840000000000005,39398,632,0,0.0,6320.000000000001,False,-0.15944776915328554,0,0.4970000000000001,72663,49,50,1.0,2312.069466287101,False,0.007548313448851415,12,9.131000000000002,38336.0,437,0,0.0,10598.850123935983,False,-0.4044246299515738,0,0.533,72342,895,233,1.0,28268.156847673545,False,-0.07530017297379352,0,0.2,93410,0,8,0.0,280.0,False,0.0003421801150580637,0.5,378106,0.0,0.0,15,0,0,17,2,2.0,13,30,17,119.0,102.0,7,9,17,445,2.369048680004198,239.25222720508464
63,17,0,0,0,10.0,20,10.0,24.257459140521362,13,24.307692307692307,21.188974363903057,34,13.735294117647058,35.0,0,,0,2.225000000000001,62177,11,33,1.0,910.496151637205,False,0.23703359751572356,3,2.1110000000000007,39219,643,0,0.0,6430.0,False,-0.16189686160652564,0,0.4970000000000001,72837,42,48,1.0,2035.884053369244,False,0.008038408357009093,22,9.339000000000002,37423.0,447,0,0.0,10843.084235813049,False,-0.4152193088484901,0,0.5330000000000001,71875,919,243,1.0,27977.66744042691,False,-0.08184698432159096,0,0.2,93410,0,8,0.0,280.0,False,0.0003421801150580637,0.5,376941,0.0,0.0,13,0,0,15,4,4.0,17,32,25,117.0,84.0,9,8,25,690,2.6990222629974596,241.9512494680821
64,25,0,0,0,10.0,20,10.0,21.049922542087533,59,12.0,20.549448020122774,24,15.0,34.99999999999999,12,35.0,0,2.2250000000000005,62727,10,23,1.0,584.1482184680133,False,0.24467370008954994,39,2.4980000000000007,37883,654,0,0.0,6540.0,False,-0.18719756670814322,0,0.4970000000000001,72507,52,58,1.0,2286.4639573556724,False,0.0052443422416651505,24,9.557,36433.0,486,0,0.0,10230.26235545454,False,-0.4329138866905895,0,0.533,71935,933,241,1.0,27607.63500277455,False,-0.08318379882603062,0,0.2,93410,0,8,0.0,279.99999999999994,False,0.0003421801150580637,0.5,374895,0.0,0.0,23,0,0,21,4,4.0,16,37,22,204.0,138.0,14,11,22,1260,4.111659740970936,246.06290920905303
65,22,0,0,0,10.0,20,10.0,22.183159867033194,33,29.151515151515152,20.419491055238897,29,19.482758620689655,34.99999999999999,0,,9,2.3150000000000004,63372,9,10,1.0,311.8315986703319,False,0.2547237028566524,1,2.4690000000000007,37750,665,0,0.0,6650.0,False,-0.18873812486421362,0,0.4970000000000001,72230,59,63,1.0,2595.2343686350087,False,0.0035707856893717506,24,9.773000000000001,35341.0,502,0,0.0,11135.946253250662,False,-0.44163768833257816,0,0.5330000000000001,71370,952,251,1.0,28224.35548458743,False,-0.08592808077275267,0,0.2,93410,0,8,0.0,279.99999999999994,False,0.0003421801150580637,0.5,373473,0.0,0.0,14,0,0,19,4,3.5625,18,37,21,218.0,102.0,13,9,21,885,3.2995426109991968,249.36245182005223
66,21,0,0,0,10.0,20,10.0,22.183159867033194,0,,21.55898279614757,32,29.1875,34.99999999999999,12,35.0,0,2.306000000000001,63282,8,20,1.0,523.6631973406638,False,0.255038051760193,0,2.468000000000001,37640,676,0,0.0,6760.0,False,-0.18982441587169915,0,0.4970000000000001,73164,49,41,1.0,1970.8931281266769,False,0.012058070101593406,0,9.749,35341.0,502,0,0.0,11135.946253250662,False,-0.44163768833257816,0,0.533,70856,974,249,1.0,29713.449243447736,False,-0.08346281334369991,0,0.2,93410,0,8,0.0,279.99999999999994,False,0.0003421801150580637,0.5,373693,0.0,0.0,21,0,0,18,0,0.0,13,31,18,162.0,105.0,11,10,18,1554,3.0282398650306277,252.39069168508286
67,18,0,0,0,10.000000000000002,20,10.0,20.429615796329323,38,10.631578947368421,21.041038654326417,19,15.0,34.99999999999999,9,35.0,0,2.306000000000001,63492,9,20,1.0,498.5923159265865,False,0.2589381240339573,28,2.7480000000000007,36934,685,0,0.0,6850.000000000001,False,-0.2028796587071162,0,0.4970000000000001,73164,39,51,1.0,1869.8479874274908,False,0.011368492803124864,19,9.939000000000002,34495.0,540,0,0.0,11031.992530017835,False,-0.4538940809514793,0,0.533,70886,983,250,1.0,29433.340997202868,False,-0.08463963623472019,0,0.2,93410,0,8,0.0,279.99999999999994,False,0.0003421801150580637,0.5,372381,0.0,0.0,20,0,0,17,3,3.0,18,35,17,132.0,102.0,9,9,17,835,3.1950387530378066,255.58573043812066
68,17,0,0,0,10.0,20,10.0,20.921356048435136,10,32.0,21.74481737875342,29,27.0,34.99999999999999,10,35.0,0,2.306000000000001,63722,8,20,1.0,498.42712096870275,False,0.26347916415801287,0,2.720000000000001,36824,696,0,0.0,6960.0,False,-0.20396594971460172,0,0.4970000000000001,72844,39,61,1.0,2142.3667459929293,False,0.00886063621593196,29,10.21,34350.0,540,0,0.0,11297.532266154974,False,-0.45406100874788463,0,0.533,70453,1002,250,1.0,30538.307013510923,False,-0.08336198906354429,0,0.2,93410,0,8,0.0,279.99999999999994,False,0.0003421801150580637,0.5,371603,0.0,0.0,20,0,0,13,1,1.0,18,31,11,175.0,78.0,11,6,11,870,3.0261766650364734,258.61190710315714
69,11,0,0,0,10.0,20,10.0,21.16840313721488,10,26.4,21.33017665422732,11,13.0,34.99999999999999,10,35.0,0,2.306000000000001,63861,10,21,1.0,544.5364658815125,False,0.2666798647654748,1,2.730000000000001,36724,704,0,0.0,7040.0,False,-0.20515099445004048,0,0.4970000000000001,72847,35,60,1.0,2020.70470905616,False,0.008071306670598598,0,10.181000000000003,34226.0,544,0,0.0,11515.611306644896,False,-0.45426520277724397,0,0.5330000000000001,70660,1003,250,1.0,30144.167184190002,False,-0.08325580538404366,0,0.2,93410,0,8,0.0,279.99999999999994,False,0.0003421801150580637,0.5,371728,0.0,0.0,21,0,0,10,1,1.0,20,30,16,90.0,60.0,6,5,16,952,2.1070621779654175,260.71896928112255
70,16,0,0,0,10.0,20,10.0,22.241616477776894,24,31.166666666666668,21.533256161183246,18,23.88888888888889,34.999999999999986,11,35.0,3,2.3360000000000007,64424,11,10,1.0,332.4161647777689,False,0.2757047674821529,0,2.7290000000000005,36634,713,0,0.0,7130.0,False,-0.20603977800161957,0,0.4970000000000001,72696,39,63,1.0,2224.0181807878434,False,0.007397825599786083,11,10.291000000000002,33707.0,554,0,0.0,12321.8555286884,False,-0.4558468080099336,0,0.533,70615,1011,249,1.0,30485.121978956256,False,-0.08191405943798924,0,0.2,93410,0,8,0.0,279.9999999999999,False,0.0003421801150580637,0.5,371486,0.0,0.0,22,0,0,12,2,1.3,22,34,17,139.0,111.0,9,7,17,1310,2.587696461006999,263.30666574212955
71,17,0,0,0,10.0,20,10.0,22.70359599532044,10,32.0,20.80029635373369,22,14.0,34.999999999999986,7,35.0,0,2.3330000000000006,64604,15,10,1.0,377.0359599532044,False,0.27970053879987766,0,2.7290000000000005,36574,719,0,0.0,7190.0,False,-0.20663230036933894,0,0.4970000000000001,72861,29,62,1.0,1948.0226577957815,False,0.007766376339610324,11,10.39,33178.0,564,0,0.0,12804.82814136073,False,-0.45977105245706923,0,0.5330000000000001,70552,1023,252,1.0,30098.70316986956,False,-0.08465373954816426,0,0.2,93410,0,8,0.0,279.9999999999999,False,0.0003421801150580637,0.5,371179,0.0,0.0,18,0,0,16,1,1.0,20,36,17,163.0,60.0,12,5,17,930,3.72273999202298,267.02940573415253
72,17,0,0,0,10.0,20,10.0,20.788161885645266,56,14.285714285714286,20.84674366758709,16,21.4375,34.999999999999986,8,35.0,14,2.4730000000000008,64886,12,10,1.0,327.88161885645263,False,0.2847848316136009,32,3.0490000000000004,35556,732,0,0.0,7320.0,False,-0.22545476091722463,0,0.4970000000000001,72453,69,67,1.0,2831.1149958378583,False,0.008224244505212867,11,10.489000000000003,32777.0,570,0,0.0,11849.252274817802,False,-0.47176553739239346,0,0.533,70489,1029,254,1.0,30341.299233947113,False,-0.08403035119470517,0,0.2,93410,0,8,0.0,279.9999999999999,False,0.0003421801150580637,0.5,369571,0.0,0.0,20,0,0,20,6,5.333333333333333,16,36,17,185.0,72.0,13,4,17,872,3.036124058009591,270.0655297921621
73,17,0,0,0,10.0,20,10.0,20.611083543492494,2,1.0,21.75024413011612,50,25.32,34.999999999999986,10,35.0,0,2.4590000000000005,64766,14,20,1.0,552.22167086985,False,0.28463018378927785,2,3.037000000000001,35428,740,0,0.0,7400.0,False,-0.22719282652920147,0,0.4970000000000001,72799,61,61,1.0,2584.040988090125,False,0.011260618759657467,34,10.818000000000001,32607.0,570,0,0.0,11748.317619790721,False,-0.47477467297388476,0,0.5330000000000001,69573,1069,254,1.0,32141.010975094126,False,-0.08420298244672612,0,0.2,93410,0,8,0.0,279.9999999999999,False,0.0003421801150580637,0.5,368583,0.0,0.0,20,0,0,19,2,2.0,16,35,21,150.0,111.0,10,7,21,898,2.319621859001927,272.38515165116405
74,21,0,0,0,10.0,20,10.0,21.46194095837051,17,31.529411764705884,21.448899816465495,56,20.25,34.999999999999986,5,35.0,0,2.4590000000000005,65202,14,13,1.0,419.00523245881664,False,0.2919259468750254,0,3.0350000000000006,35328,750,0,0.0,7500.0,False,-0.22818036380873377,0,0.4970000000000001,73334,59,42,1.0,2167.1083088354108,False,0.01571744266669001,27,11.054000000000002,31564.0,579,0,0.0,12426.463814896524,False,-0.48438249791924953,0,0.533,68614,1115,259,1.0,32980.523295359024,False,-0.08996918617079591,0,0.2,93410,0,8,0.0,279.9999999999999,False,0.0003421801150580637,0.5,367452,0.0,0.0,18,0,0,14,2,2.0,21,35,22,211.0,129.0,13,8,22,1694,2.228325684031006,274.61347733519506
75,22,0,0,0,10.0,20,10.0,21.968288944766137,13,29.615384615384617,20.94244059176778,16,13.0,34.999999999999986,5,35.0,0,2.4590000000000005,65496,13,11,1.0,371.6511783924275,False,0.2972650271413999,1,3.045000000000001,35194,761,0,0.0,7610.0,False,-0.2297406727103948,0,0.4970000000000001,73333,50,52,1.0,2187.4213580102314,False,0.015842419116713323,16,11.187,30876.0,591,0,0.0,12983.258766356787,False,-0.48997312009419935,0,0.533,68581,1121,264,1.0,32716.47590337168,False,-0.0917338057733716,0,0.2,93410,0,8,0.0,279.9999999999999,False,0.0003421801150580637,0.5,366890,0.0,0.0,15,0,0,17,2,2.0,18,35,16,232.0,114.0,14,8,16,759,2.1175015819608234,276.7309789171559
76,16,0,0,0,10.0,20,10.0,21.804429649822865,16,19.875,20.72784747503018,9,15.0,34.999999999999986,10,35.0,0,2.4590000000000005,65686,15,11,1.0,389.8487261480515,False,0.30119737637167,6,3.1040000000000005,34967,769,0,0.0,7690.0,False,-0.23343406213584564,0,0.4970000000000001,73325,46,62,1.0,2288.130307343723,False,0.01642051092828686,9,11.261000000000001,30413.0,601,0,0.0,13104.462219543542,False,-0.4954654121997684,0,0.533,68796,1120,264,1.0,32455.1891720338,False,-0.09083176943458049,0,0.2,93410,0,8,0.0,279.9999999999999,False,0.0003421801150580637,0.5,366597,0.0,0.0,17,0,0,11,3,3.0,24,35,21,132.0,96.0,9,7,21,860,1.455308831995353,278.18628774915123
77,21,0,0,0,10.0,20,10.0,22.826363041695885,23,31.0,19.676930222880458,38,13.473684210526315,34.999999999999986,10,35.0,12,2.5790000000000006,65939,19,10,1.0,418.26363041695885,False,0.3064749227787025,0,3.0980000000000008,34907,775,0,0.0,7750.0,False,-0.234026584503565,0,0.4970000000000001,72922,49,72,1.0,2535.2307650904913,False,0.012606330119635974,38,11.632000000000001,28650.0,611,0,0.0,13946.907818476186,False,-0.5137791894024774,0,0.5330000000000001,68634,1148,264,1.0,31829.115895866762,False,-0.09591139729321219,0,0.2,93410,0,8,0.0,279.9999999999999,False,0.0003421801150580637,0.5,364462,0.0,0.0,16,0,0,13,6,5.2,21,34,24,191.0,105.0,11,10,24,643,1.8701432090019807,280.0564309581532
78,24,0,0,0,10.0,20,10.0,23.726033223196445,24,30.708333333333332,19.02944265407135,29,13.758620689655173,34.99999999999999,11,35.0,13,2.697000000000001,66207,20,10,1.0,437.26033223196447,False,0.3119557221093003,1,3.108000000000001,34793,784,0,0.0,7840.0,False,-0.23538938594931957,0,0.4970000000000001,72883,50,62,1.0,2366.127105712246,False,0.010919984069774864,9,11.684000000000003,28063.0,624,0,0.0,14805.044731274582,False,-0.5159347805853016,0,0.533,68620,1167,263,1.0,31412.359577301264,False,-0.09828931554726764,0,0.2,93410,0,8,0.0,279.99999999999994,False,0.0003421801150580637,0.5,363976,0.0,0.0,18,0,0,23,4,4.0,19,42,19,256.0,81.0,17,7,19,1187,2.788183510012459,282.8446144681657
79,19,0,0,0,10.0,20,10.0,23.731095406456706,11,23.818181818181817,19.02944265407135,0,,34.99999999999999,11,35.0,0,2.6840000000000006,66313,25,12,1.0,534.7731448774805,False,0.3150122765191038,3,3.1370000000000005,34674,789,0,0.0,7890.0,False,-0.2372459560348403,0,0.4970000000000001,72877,43,72,1.0,2390.5569735707754,False,0.011004811055406212,0,11.675,27807.0,632,0,0.0,14998.052296880638,False,-0.5181117278350078,0,0.5330000000000001,69005,1157,262,1.0,31187.06515076055,False,-0.09537701217540713,0,0.2,93410,0,8,0.0,279.99999999999994,False,0.0003421801150580637,0.5,364086,0.0,0.0,20,0,0,19,1,1.0,20,39,18,149.0,96.0,12,7,18,841,3.772862110985443,286.6174765791511
80,18,0,0,0,10.0,20,10.0,23.25922645682735,4,2.0,19.02944265407135,0,,34.99999999999999,8,35.0,0,2.6840000000000006,66223,24,22,1.0,751.7029820502016,False,0.3153769724284548,4,3.1740000000000004,34472,800,0,0.0,8000.0,False,-0.24014931563666528,0,0.4970000000000001,72869,37,82,1.0,2421.0056765364625,False,0.011103415476049407,0,11.675,27807.0,632,0,0.0,14699.831120714885,False,-0.5201469227150733,0,0.533,69285,1147,264,1.0,31066.770724219838,False,-0.09302609805481377,0,0.2,93410,0,8,0.0,279.99999999999994,False,0.0003421801150580637,0.5,364066,0.0,0.0,15,0,0,16,1,1.0,20,36,15,202.0,75.0,13,5,15,480,2.5782865780056454,289.19576315715676
81,15,0,0,0,10.0,20,10.0,23.633387225627114,11,29.272727272727273,21.8893866251893,102,28.57843137254902,34.99999999999999,8,35.0,0,2.6840000000000006,66433,25,22,1.0,769.9345189637966,False,0.319704672226144,1,3.1800000000000006,34359,809,0,0.0,8090.0,False,-0.24149236633682922,0,0.4970000000000001,73558,38,61,1.0,2233.3212987103775,False,0.019226662426708094,71,12.385000000000002,27344.0,632,0,0.0,14936.300726596337,False,-0.5248525869666943,0,0.5330000000000001,66650,1239,266,1.0,36430.95002860954,False,-0.09252256234837389,0,0.2,93410,0,8,0.0,279.99999999999994,False,0.0003421801150580637,0.5,361754,0.0,0.0,22,0,0,12,3,3.0,21,33,11,146.0,75.0,10,5,11,1811,2.969337651040405,292.16510080819717
82,11,0,0,0,10.0,20,10.0,24.69462325540706,29,30.517241379310345,21.865535079906717,20,21.5,34.99999999999999,15,35.0,6,2.7440000000000007,67053,26,10,1.0,506.9462325540706,False,0.3293530271232453,1,3.1890000000000005,34249,818,0,0.0,8180.0,False,-0.2427761648002212,0,0.4970000000000001,73219,46,66,1.0,2579.077985022568,False,0.016959285241602968,15,12.464000000000002,26748.0,643,0,0.0,15878.642753226739,False,-0.5265563647993152,0,0.533,66745,1249,261,1.0,36445.05331480349,False,-0.0914313110053493,0,0.2,93410,0,8,0.0,279.99999999999994,False,0.0003421801150580637,0.5,361424,0.0,0.0,21,0,0,9,3,2.5454545454545454,21,30,13,102.0,72.0,7,4,13,1469,2.709331927006133,294.8744327352033
83,13,0,0,0,10.0,20,10.0,24.964789162610593,21,27.142857142857142,21.043751035650633,34,13.941176470588236,34.99999999999999,8,35.0,8,2.818000000000001,67295,26,10,1.0,509.64789162610595,False,0.33415938744668394,3,3.2180000000000004,34086,828,0,0.0,8280.0,False,-0.24500799905196421,0,0.4970000000000001,72773,53,76,1.0,2922.4589043278093,False,0.013215262907268007,34,12.789000000000003,25413.0,647,0,0.0,16152.218588209054,False,-0.542910636664967,0,0.533,66551,1273,263,1.0,35993.695068383255,False,-0.09591899383870892,0,0.2,93410,0,8,0.0,279.99999999999994,False,0.0003421801150580637,0.5,359528,0.0,0.0,18,0,0,11,7,6.4,21,32,16,121.0,90.0,8,5,16,604,2.0604932340211235,296.9349259692244
84,16,0,0,0,10.0,20,10.0,26.296766855070075,40,32.0,20.323945383920318,29,13.0,35.0,17,35.0,30,3.1100000000000008,67369,24,10,1.0,502.96766855070075,False,0.3355549729271662,0,3.2150000000000007,33966,840,0,0.0,8400.0,False,-0.24619304378740298,0,0.4970000000000001,72519,55,76,1.0,2990.9420262067983,False,0.010215802870409105,19,12.945000000000002,24026.0,675,0,0.0,17750.317627172302,False,-0.5509355115116678,0,0.533,66769,1292,256,1.0,35218.53743602505,False,-0.09773232192719561,0,0.2,93410,0,8,0.0,280.0,False,0.0003421801150580637,0.5,358059,0.0,0.0,23,0,0,12,7,6.75,22,34,20,196.0,75.0,11,5,20,1181,2.561637668986805,299.4965636382112
85,20,0,0,0,10.0,20,10.0,26.033456374352266,2,1.0,20.081161084081288,10,13.0,35.0,11,35.0,0,3.080000000000001,67279,23,20,1.0,750.6691274870453,False,0.3362235500729499,2,3.2350000000000003,33808,851,0,0.0,8510.0,False,-0.24822737058323951,0,0.4970000000000001,72647,47,76,1.0,2749.7406919847344,False,0.010316795594032304,0,12.926000000000004,24026.0,675,0,0.0,17572.58305268778,False,-0.5521484518556508,0,0.5330000000000001,67024,1292,255,1.0,34869.86012063302,False,-0.09686979982124813,0,0.2,93410,0,8,0.0,280.0,False,0.0003421801150580637,0.5,358194,0.0,0.0,19,0,0,14,1,1.0,20,34,15,179.0,114.0,12,8,15,715,2.8757972779567353,302.37236091616796
86,15,0,0,0,10.0,20,10.0,25.467503495921736,4,1.0,20.036691611551948,2,14.0,35.0,7,35.0,0,3.080000000000001,67179,23,30,1.0,994.0251048776521,False,0.3366517065125877,4,3.273000000000001,33612,861,0,0.0,8610.0,False,-0.25111097943947386,0,0.4970000000000001,72657,41,85,1.0,2747.2864303147066,False,0.010436535571170169,1,12.936000000000002,24008.0,675,0,0.0,17190.564859747174,False,-0.5550011952355309,0,0.533,67241,1284,258,1.0,34757.112029232696,False,-0.09515220583613478,0,0.2,93410,0,8,0.0,280.0,False,0.0003421801150580637,0.5,358107,0.0,0.0,17,0,0,8,2,2.0,24,32,19,135.0,60.0,10,5,19,459,3.063171194982715,305.4355321111507
87,19,0,0,0,10.0,20,10.0,25.881343535755413,16,30.0,20.036691611551948,0,,35.0,8,35.0,0,3.080000000000001,67559,23,24,1.0,851.15224485813,False,0.34274606708200633,0,3.269000000000001,33512,871,0,0.0,8710.0,False,-0.2520985167190061,0,0.4970000000000001,72657,31,95,1.0,2705.807352705853,False,0.010153463766998735,0,12.935000000000002,23528.0,691,0,0.0,17884.00838320699,False,-0.556820296022664,0,0.5330000000000001,67521,1274,260,1.0,34626.745113117184,False,-0.09285514492869189,0,0.2,93410,0,8,0.0,280.0,False,0.0003421801150580637,0.5,358187,0.0,0.0,16,0,0,11,0,0.0,26,37,21,220.0,60.0,14,5,21,960,14.385912508005276,319.82144461915595
88,21,0,0,0,10.0,20,10.0,25.12449182994514,19,18.842105263157894,21.00917773850746,68,24.529411764705884,35.0,2,35.0,0,3.080000000000001,67769,24,24,1.0,842.9878039186833,False,0.3468130967580997,9,3.3590000000000013,33215,880,0,0.0,8800.0,False,-0.25707570460784895,0,0.4970000000000001,72775,30,93,1.0,2707.5882845795477,False,0.011776187348698865,56,13.495000000000001,22928.0,701,0,0.0,17612.268772791544,False,-0.5668641063194965,0,0.533,65923,1332,268,1.0,37364.22474769194,False,-0.09530665354428054,0,0.2,93410,0,8,0.0,280.0,False,0.0003421801150580637,0.5,356020,0.0,0.0,18,0,0,10,3,3.0,25,35,11,234.0,81.0,14,7,11,746,2.9036502419621684,322.7250948611181
