index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
20,14,0,0,0,10.000000000000002,20,10.0,25.84525313201243,22,25.727272727272727,21.343383205046486,14,15.0,35.000000000000014,10,35.0,0,0.7040000000000002,54677,0,10,0.9,258.4525313201243,False,0.0824638317564351,4,0.7350000000000001,47194,213,0,0.0,2130.0000000000005,False,-0.04684876854101242,0,0.43400000000000005,72081,8,36,1.0,975.1238204377729,False,-0.00951925981739307,0,3.440000000000001,61808.0,137,0,0.0,3540.7996790857032,False,-0.1322250451840847,0,0.4700000000000001,87709,327,17,1.0,7574.286308050201,False,-0.02161997525583196,0,0.2,93060,0,18,0.0,630.0000000000002,False,-0.0015291173891657222,0.48333333333333334,416529,0.0,0.0,22,0,0,17,1,1.0,13,30,19,126.0,75.0,9,5,19,1298,3.6421701079816557,95.69037793803727
21,19,0,0,0,10.000000000000002,20,10.0,26.176126141624948,35,27.685714285714287,22.263161311399404,104,24.442307692307693,35.00000000000002,11,35.0,22,0.9240000000000002,54905,0,7,0.7,183.23288299137465,False,0.08622417968232284,3,0.7610000000000001,46998,226,0,0.0,2260.0000000000005,False,-0.04943611621338705,0,0.43400000000000005,72277,1,41,1.0,938.9657399090006,False,-0.007090835176555247,99,4.430000000000001,57063.0,169,0,0.0,4423.765317934616,False,-0.19096330277390178,0,0.4700000000000001,85552,421,16,1.0,9932.79091209915,False,-0.03207515712430145,0,0.2,93060,0,18,0.0,630.0000000000003,False,-0.0015291173891657222,0.45,409855,0.0,0.0,18,0,0,18,6,5.375,19,37,15,220.0,90.0,14,5,15,790,4.642352599010337,100.33273053704761
22,15,0,0,0,10.000000000000002,20,10.0,25.769159131419606,3,2.0,23.04382184279277,87,25.873563218390803,35.00000000000002,11,35.0,0,0.9020000000000001,54795,1,17,1.0,448.0757052341333,False,0.08666701926916451,3,0.7880000000000003,46839,235,0,0.0,2350.0000000000005,False,-0.05168770121072071,0,0.43400000000000005,72476,0,40,0.4,921.7528737117108,False,-0.004492173220103974,82,5.151000000000002,55197.0,169,0,0.0,4354.987893209914,False,-0.21690151029665938,0,0.4700000000000001,83686,498,15,1.0,12000.823277710799,False,-0.04097166707098745,0,0.2,93060,0,18,0.0,630.0000000000003,False,-0.0015291173891657222,0.39999999999999997,406053,0.0,0.0,20,0,0,11,3,3.0,18,29,20,132.0,108.0,9,6,20,790,4.483672793954611,104.81640333100222
23,20,0,0,0,10.000000000000002,20,10.0,25.94411354881265,19,27.42105263157895,23.01284245697614,17,22.352941176470587,35.00000000000002,9,35.0,0,0.9020000000000001,55217,0,11,1.0,285.3852490369391,False,0.09339520500322872,3,0.8150000000000002,46663,246,0,0.0,2460.0000000000005,False,-0.054077541427188874,0,0.43400000000000005,72347,3,45,1.0,1113.410251210364,False,-0.0049449249910575414,12,5.189000000000001,54801.0,175,0,0.0,4540.2198710422135,False,-0.22104236705264235,0,0.4700000000000001,83621,505,16,1.0,12181.48544077295,False,-0.040700798558710845,0,0.2,93060,0,18,0.0,630.0000000000003,False,-0.0015291173891657222,0.5,405709,0.0,0.0,19,0,0,16,2,2.0,21,37,12,229.0,108.0,14,6,12,1227,4.287527115026023,109.10393044602824
24,12,0,0,0,10.000000000000002,20,10.0,25.94411354881265,0,,22.406354271116054,22,13.0,35.00000000000002,12,35.0,0,0.9020000000000001,55087,3,21,1.0,574.8263845250656,False,0.09368594719169147,0,0.812,46593,253,0,0.0,2530.0000000000005,False,-0.05476881752286149,0,0.43400000000000005,72633,0,26,0.3,582.5652110490174,False,-0.004664065111722906,0,5.177000000000001,54801.0,175,0,0.0,4540.2198710422135,False,-0.22104236705264235,0,0.4700000000000001,83755,517,14,1.0,12074.085158167,False,-0.03984214184345795,0,0.2,93060,0,18,0.0,630.0000000000003,False,-0.0015291173891657222,0.3833333333333333,405929,0.0,0.0,21,0,0,14,0,0.0,14,28,14,114.0,72.0,8,4,14,906,2.9621772639802657,112.06610771000851
25,14,0,0,0,10.000000000000002,20,10.0,25.74105300278986,24,24.375,21.58943800703747,34,13.735294117647058,35.000000000000014,14,35.0,0,0.9020000000000001,55607,0,11,0.9,283.15158303068847,False,0.10107593749906864,5,0.8620000000000001,46333,267,0,0.0,2670.0000000000005,False,-0.05852145918508424,0,0.43400000000000005,72530,3,26,1.0,638.5485471913437,False,-0.005687846018676182,24,5.417000000000002,53800.0,186,0,0.0,4787.835858518914,False,-0.2330150693464983,0,0.4700000000000001,83778,541,10,1.0,12029.885961807271,False,-0.03983251373100753,0,0.2,93060,0,18,0.0,630.0000000000002,False,-0.0015291173891657222,0.48333333333333334,405108,0.0,0.0,23,0,0,11,4,4.0,25,36,14,162.0,90.0,9,5,14,1400,3.131418647011742,115.19752635702025
26,14,0,0,0,10.000000000000002,20,10.0,25.74105300278986,0,,20.500925133626062,53,13.830188679245284,35.000000000000014,12,35.0,0,0.9020000000000001,55517,0,20,0.9,514.8210600557973,False,0.10158619284683093,0,0.8570000000000002,46223,278,0,0.0,2780.0000000000005,False,-0.05960775019256977,0,0.43400000000000005,72530,0,29,0.3,594.5268288751558,False,-0.005988269941888775,53,5.923000000000001,51306.0,186,0,0.0,4787.835858518914,False,-0.2670554154824959,2,0.49000000000000005,83379,584,10,1.0,12322.54027803762,False,-0.04253437692188867,0,0.2,93060,0,18,0.0,630.0000000000002,False,-0.0015291173891657222,0.3666666666666667,402015,0.0,0.0,16,0,0,20,7,7.0,14,34,17,132.0,90.0,9,5,17,550,5.715947324002627,120.91347368102288
27,17,0,0,0,10.000000000000002,20,10.0,26.328769664897607,21,31.0,20.13978273180318,20,14.0,35.000000000000014,13,35.0,1,0.9120000000000001,56063,0,8,0.8,210.63015731918085,False,0.1093661013738537,0,0.8570000000000002,46103,290,0,0.0,2900.0000000000005,False,-0.060792794928008535,0,0.43400000000000005,72329,1,29,1.0,610.3824688871898,False,-0.008623492009341323,10,5.9700000000000015,50816.0,196,0,0.0,5160.438854319931,False,-0.2712005646935828,3,0.518,83424,594,10,1.0,12313.03094269109,False,-0.04210402840794776,0,0.2,93060,0,18,0.0,630.0000000000002,False,-0.0015291173891657222,0.4666666666666666,401795,0.0,0.0,18,0,0,11,4,4.0,24,35,14,181.0,90.0,12,5,14,1320,3.3710972589906305,124.28457094001351
28,14,0,0,0,10.000000000000002,20,10.0,26.589558770444704,10,31.0,19.559831646478372,32,13.6875,35.000000000000014,11,35.0,2,0.931,56213,1,10,1.0,275.89558770444705,False,0.11297323366815241,0,0.857,46013,299,0,0.0,2990.0000000000005,False,-0.06168157847958761,0,0.43400000000000005,72329,0,30,0.1,586.7949493943512,False,-0.008784463807261488,32,6.280000000000001,49447.0,206,0,0.0,5477.449106711609,False,-0.2877224830978107,1,0.5250000000000001,83329,616,10,1.0,12398.856294230678,False,-0.04266100486414019,0,0.2,93060,0,18,0.0,630.0000000000002,False,-0.0015291173891657222,0.35000000000000003,400391,0.0,0.0,14,0,0,9,5,3.7,24,33,19,114.0,108.0,8,6,19,515,3.8030628520064056,128.08763379201991
29,19,0,0,0,10.000000000000002,20,10.0,27.340980170912687,26,32.0,21.52435948950567,104,27.576923076923077,35.000000000000014,10,35.0,16,1.0890000000000002,56489,0,10,1.0,273.4098017091269,False,0.11839989138777755,0,0.8570000000000002,45903,310,0,0.0,3100.0000000000005,False,-0.06276786948707314,0,0.43400000000000005,72402,6,25,1.0,702.1548682631178,False,-0.0070008266572276975,89,7.138000000000003,47492.0,216,0,0.0,5905.65171691714,False,-0.31148382799035607,0,0.5240000000000001,80811,710,10,1.0,15632.295237549026,False,-0.052298513454366924,0,0.2,93060,0,18,0.0,630.0000000000002,False,-0.0015291173891657222,0.5,396157,0.0,0.0,20,0,0,11,4,4.0,26,37,16,222.0,108.0,13,6,16,1455,3.3996512640151195,131.48728505603503
30,16,0,0,0,10.000000000000002,20,10.0,27.6984109683462,14,32.0,21.06013252117718,22,13.0,35.000000000000014,9,35.0,4,1.1130000000000002,56747,0,9,0.9,249.28569871511579,False,0.12325734923974559,0,0.8570000000000002,45793,321,0,0.0,3210.0000000000005,False,-0.06385416049455866,0,0.43400000000000005,72084,10,25,1.0,803.4874227128914,False,-0.010649636784368576,12,7.169000000000001,47264.0,216,0,0.0,5982.856769162779,False,-0.31406889437690894,0,0.5240000000000001,80840,722,11,1.0,15590.415680289925,False,-0.052212324470743934,0,0.2,93060,0,18,0.0,630.0000000000002,False,-0.0015291173891657222,0.48333333333333334,395788,0.0,0.0,19,0,0,13,2,1.5714285714285714,21,34,16,180.0,90.0,11,5,16,869,3.291312250017654,134.7785973060527
31,16,0,0,0,10.000000000000002,20,10.0,27.540735993604983,22,26.363636363636363,20.977922697148944,5,15.0,35.000000000000014,11,35.0,9,1.1990000000000003,57028,0,7,0.7,192.78515195523488,False,0.1282493447883237,4,0.8970000000000002,45567,334,0,0.0,3340.0000000000005,False,-0.06703403053465268,0,0.43400000000000005,71792,13,35,1.0,1092.2568623170778,False,-0.012664422362916861,5,7.207000000000002,46891.0,225,0,0.0,6196.665598561121,False,-0.31770080529467204,0,0.5240000000000001,81150,717,10,1.0,15391.170573855794,False,-0.04996273137868748,0,0.2,93060,0,18,0.0,630.0000000000002,False,-0.0015291173891657222,0.45,395488,0.0,0.0,19,0,0,12,3,3.0,24,36,15,165.0,90.0,11,5,15,873,3.793943469005171,138.57254077505786
32,15,0,0,0,10.000000000000002,20,10.0,27.540735993604983,0,,20.13484972820734,42,13.476190476190476,35.000000000000014,11,35.0,0,1.1900000000000004,56908,2,17,1.0,488.1925118912847,False,0.1287965131232969,0,0.893,45487,342,0,0.0,3420.0000000000005,False,-0.06782406035827852,0,0.43400000000000005,72215,3,14,1.0,364.5101041757177,False,-0.01185740927459043,11,7.312000000000002,46682.0,225,0,0.0,6196.665598561121,False,-0.3205534245177769,1,0.534,80927,749,10,1.0,15431.002446427297,False,-0.052134335387693805,0,0.2,93060,0,18,0.0,630.0000000000002,False,-0.0015291173891657222,0.5,395279,0.0,0.0,18,0,0,15,2,2.0,18,33,17,155.0,93.0,9,6,17,973,2.7460817550309002,141.31862253008876
33,17,0,0,0,10.000000000000002,20,10.0,23.093180565487767,48,7.5625,21.419784328536135,21,42.0,35.000000000000014,8,35.0,0,1.1900000000000004,57148,0,17,1.0,392.58406961329206,False,0.1325925230551766,38,1.2730000000000001,44283,354,0,0.0,3540.0000000000005,False,-0.0904189133139776,7,0.5040000000000001,72543,8,10,1.0,398.9432878092635,False,-0.007145583982957559,0,7.301000000000001,46649.0,258,0,0.0,5958.040585895844,False,-0.32263232204640735,0,0.5330000000000001,80325,760,12,1.0,16699.036089687463,False,-0.051791975396782104,0,0.2,93060,0,18,0.0,630.0000000000002,False,-0.0015291173891657222,0.5,394008,0.0,0.0,18,0,0,14,4,3.3333333333333335,22,36,19,165.0,96.0,10,7,19,800,2.5743255809647962,143.89294811105356
34,19,0,0,0,10.000000000000002,20,10.0,23.031180986065852,1,11.0,21.419784328536135,0,,35.000000000000014,4,35.0,0,1.1900000000000004,57009,5,26,1.0,648.8107056377122,False,0.13237750296890954,0,1.235,44233,359,0,0.0,3590.0000000000005,False,-0.09091268195374376,0,0.4970000000000001,72532,0,19,0.9,406.9759022421866,False,-0.007240903678089574,0,7.301000000000002,46649.0,258,0,0.0,5942.04469440499,False,-0.3227414851745353,0,0.533,80465,750,18,1.0,16694.8382464021,False,-0.05031738143244029,0,0.2,93060,0,18,0.0,630.0000000000002,False,-0.0015291173891657222,0.48333333333333334,393948,0.0,0.0,14,0,0,17,0,0.0,22,39,14,253.0,42.0,15,4,14,351,3.390550475975033,147.2834985870286
35,14,0,0,0,10.0,20,10.0,20.87386364825973,34,9.735294117647058,21.419784328536135,0,,35.00000000000001,10,35.0,7,1.2600000000000002,57064,5,10,1.0,258.73863648259726,False,0.1296116868764452,1,1.245,44109,369,0,0.0,3690.0,False,-0.09237423712745156,0,0.4970000000000001,72201,24,29,1.0,1122.1464730857815,False,-0.006878043887439128,0,7.301000000000002,46649.0,258,0,0.0,5385.45682125101,False,-0.32653989011785134,0,0.533,80815,740,18,1.0,16480.64040311674,False,-0.047720008965564206,0,0.2,93060,0,18,0.0,630.0000000000001,False,-0.0015291173891657222,0.5,393898,0.0,0.0,20,0,0,17,2,1.2121212121212122,17,34,13,129.0,27.0,10,4,13,550,2.813373726035934,150.09687231306452
36,13,0,0,0,10.0,20,10.0,21.33008000488096,12,28.5,21.29088880112519,5,13.0,35.00000000000001,12,35.0,1,1.2630000000000003,57280,5,10,1.0,263.3008000488096,False,0.13392290098999432,1,1.2540000000000002,43985,379,0,0.0,3790.0,False,-0.09383579230115936,0,0.4970000000000001,72265,15,34,1.0,1043.8414193114709,False,-0.006538903315920937,0,7.301000000000002,46308.0,269,0,0.0,5737.791521312978,False,-0.32878967378242996,0,0.533,81170,735,16,1.0,16208.803268827016,False,-0.04537734303114372,0,0.2,93060,0,18,0.0,630.0000000000001,False,-0.0015291173891657222,0.5,394068,0.0,0.0,20,0,0,13,2,1.0909090909090908,16,29,21,114.0,45.0,8,5,21,685,2.9563794040004723,153.053251717065
37,21,0,0,0,10.0,20,10.0,21.48110232645067,14,23.428571428571427,21.71764960471655,37,25.10810810810811,35.0,9,35.0,0,1.2620000000000002,57500,5,10,1.0,264.81102326450673,False,0.13828297903719572,4,1.2930000000000001,43793,389,0,0.0,3890.0,False,-0.0966403981750311,0,0.4970000000000001,73121,9,12,1.0,453.94171619465465,False,0.0011188117011618458,5,7.351000000000003,45893.0,279,0,0.0,5993.227549079737,False,-0.3327107556773965,0,0.5330000000000001,80556,762,17,1.0,17143.84899879401,False,-0.04694364187218497,0,0.2,93060,0,18,0.0,630.0,False,-0.0015291173891657222,0.5,393923,0.0,0.0,19,0,0,14,2,2.0,21,35,19,193.0,84.0,13,8,19,1699,4.45902271399973,157.51227443106472
38,19,0,0,0,10.0,20,10.0,22.14643047131877,24,27.0,22.15474381124501,44,25.113636363636363,34.99999999999999,7,35.0,9,1.3520000000000003,57758,5,10,1.0,271.4643047131877,False,0.1434443750342002,5,1.3390000000000004,43613,399,0,0.0,3990.0,False,-0.09920799510181509,0,0.4970000000000001,72852,11,22,1.0,731.0150990318966,False,-0.0006618684039533419,44,7.786000000000002,44893.0,291,0,0.0,6444.611267153762,False,-0.3432792068138444,0,0.533,79696,796,20,1.0,18335.176073751027,False,-0.049770225658423865,0,0.2,93060,0,18,0.0,629.9999999999999,False,-0.0015291173891657222,0.5,391872,0.0,0.0,18,0,0,8,6,5.571428571428571,21,29,17,143.0,87.0,10,9,17,669,3.487318737024907,160.99959316808963
39,17,0,0,0,10.0,20,10.0,22.14643047131877,0,,22.04033040339478,5,15.0,34.99999999999999,10,35.0,0,1.3430000000000002,57638,7,20,1.0,512.9286094263754,False,0.143458835589129,0,1.3340000000000003,43533,407,0,0.0,4070.0,False,-0.09999802492544094,0,0.4970000000000001,72852,1,32,1.0,727.4370033799518,False,-0.0006862869313191002,5,7.7920000000000025,44808.0,291,0,0.0,6444.611267153762,False,-0.3444393629572124,0,0.5330000000000001,79971,791,20,1.0,18133.90134908527,False,-0.047905743551587575,0,0.2,93060,0,18,0.0,629.9999999999999,False,-0.0015291173891657222,0.5,391862,0.0,0.0,20,0,0,8,1,1.0,19,27,13,119.0,87.0,8,9,13,550,2.702364408003632,163.70195757609326
40,13,0,0,0,9.999999999999998,20,10.0,22.444681698839318,26,24.5,21.889873069510884,6,14.833333333333334,34.99999999999999,0,,1,1.3530000000000002,58145,7,10,1.0,294.44681698839315,False,0.15131487445427103,5,1.3840000000000003,43313,417,0,0.0,4169.999999999999,False,-0.10335565167585076,0,0.4970000000000001,72895,0,29,0.2,634.8063190158157,False,-0.000731537691317745,1,7.797000000000002,44185.0,316,0,0.0,7092.519416833225,False,-0.34852100963043414,0,0.533,79882,787,30,1.0,18277.330105705067,False,-0.048090580927174074,0,0.2,93060,0,18,0.0,629.9999999999999,False,-0.0015291173891657222,0.3666666666666667,391480,0.0,0.0,14,0,0,9,3,3.0,23,32,15,111.0,78.0,7,6,15,875,2.710286626999732,166.412244203093
41,15,0,0,0,9.999999999999998,20,10.0,22.73123200720541,22,25.136363636363637,21.759216391732878,5,15.0,34.99999999999999,2,35.0,7,1.4220000000000004,58381,9,10,1.0,317.3123200720541,False,0.1562018557807673,5,1.4290000000000003,43118,425,0,0.0,4249.999999999999,False,-0.10641701724240091,0,0.4970000000000001,72512,2,39,1.0,894.071903291993,False,-0.004189720311658871,5,7.846000000000002,43930.0,326,0,0.0,7410.381634348963,False,-0.34983224391703543,0,0.5330000000000001,79807,782,40,1.0,18415.707218335112,False,-0.04815272344182336,0,0.2,93130,0,16,0.0,559.9999999999999,False,-0.001154857888320965,0.5,390878,0.0,0.0,13,0,0,14,5,4.090909090909091,18,32,12,159.0,93.0,9,6,12,270,3.0067455859971233,169.41898978909012
42,12,0,0,0,9.999999999999998,20,10.0,22.319396663079743,5,7.0,21.759216391732878,0,,34.99999999999999,0,,0,1.4150000000000003,58282,10,19,1.0,524.0685365985152,False,0.1562883266832426,4,1.4640000000000002,42952,434,0,0.0,4339.999999999999,False,-0.10880685745886907,0,0.4970000000000001,72488,0,45,0.6,979.1647376279795,False,-0.003936582196189317,0,7.841000000000001,43919.0,327,0,0.0,7298.442708827076,False,-0.3507463031363315,0,0.533,79807,772,50,1.0,18548.11505441778,False,-0.04744479643267724,0,0.2,93130,0,16,0.0,559.9999999999999,False,-0.001154857888320965,0.43333333333333335,390578,0.0,0.0,15,0,0,14,1,1.0,19,33,14,114.0,72.0,8,4,14,211,2.8881479630363174,172.30713775212644
43,14,0,0,0,9.999999999999998,20,10.0,21.701508474717503,6,4.0,21.971139101848703,10,27.0,34.99999999999999,0,,0,1.4150000000000003,58172,11,29,1.0,739.3437457668076,False,0.15624166761239955,6,1.5200000000000002,42736,443,0,0.0,4429.999999999999,False,-0.11218423495486955,0,0.4970000000000001,72669,0,46,0.6,1010.6723986850403,False,-0.0012511096642027603,5,7.891000000000002,43824.0,327,0,0.0,7096.393271232623,False,-0.35342182409826783,0,0.533,79537,772,60,1.0,19061.7193866272,False,-0.04758592256770248,0,0.2,93130,0,16,0.0,559.9999999999999,False,-0.001154857888320965,0.43333333333333335,390068,0.0,0.0,12,0,0,9,2,2.0,22,31,12,198.0,54.0,11,3,12,405,3.660125790978782,175.96726354310522
44,12,0,0,0,9.999999999999998,20,10.0,22.363592071770032,11,32.0,22.426954571463007,13,30.23076923076923,34.99999999999999,0,,0,1.4150000000000003,58434,10,28,1.0,726.1805780095609,False,0.16128637176837865,0,1.5140000000000002,42626,454,0,0.0,4539.999999999999,False,-0.11327052596235508,0,0.4970000000000001,72997,0,38,0.0,852.2242737155942,False,0.00214440718556769,5,7.936000000000003,43377.0,338,0,0.0,7558.894120258271,False,-0.3563665675739206,0,0.533,79144,775,70,1.0,19830.88979288383,False,-0.04767590307275697,0,0.2,93130,0,16,0.0,559.9999999999999,False,-0.001154857888320965,0.3333333333333333,389708,0.0,0.0,14,0,0,13,1,1.0,18,31,13,104.0,78.0,6,6,13,880,2.9331088649923913,178.9003724080976
45,13,0,0,0,10.0,20,10.0,22.10924015223455,29,20.75862068965517,22.632937852311482,10,27.0,34.99999999999999,0,,0,1.4150000000000003,58872,12,20,1.0,562.184803044691,False,0.1683176789224456,11,1.6240000000000003,42315,462,0,0.0,4620.0,False,-0.11862297801742015,0,0.4970000000000001,72820,14,38,1.0,1169.58100051912,False,0.0018943370766735636,0,7.931000000000003,43222.0,343,0,0.0,7583.46937221645,False,-0.35831443389692047,0,0.5330000000000001,78874,775,80,1.0,20340.526835541397,False,-0.04783824057645915,0,0.2,93130,0,16,0.0,559.9999999999999,False,-0.001154857888320965,0.5,389233,0.0,0.0,17,0,0,8,1,1.0,24,32,11,142.0,42.0,9,4,11,1028,2.837514145998284,181.7378865540959
46,11,0,0,0,10.0,20,10.0,22.178250644476208,26,22.615384615384617,22.97535859021704,17,27.0,34.99999999999999,0,,0,1.4150000000000003,59333,12,13,1.0,408.3172583781907,False,0.1759032732750507,9,1.703,41993,472,0,0.0,4720.0,False,-0.12399518081807588,0,0.4970000000000001,72793,13,48,1.0,1391.1344707086087,False,0.0030377970048085746,17,8.101,42576.0,360,0,0.0,7984.170232011435,False,-0.36439705844449377,0,0.533,78415,782,90,1.0,21116.730417549727,False,-0.04859636424244677,0,0.2,93130,0,16,0.0,559.9999999999999,False,-0.001154857888320965,0.5,388240,0.0,0.0,15,0,0,12,3,3.0,19,31,12,93.0,45.0,6,5,12,761,2.91499365697382,184.65288021106971
47,12,0,0,0,10.0,20,10.0,23.942903472630718,50,30.0,23.16428194799936,13,26.0,34.99999999999999,0,,37,1.7850000000000006,59368,14,10,1.0,379.4290347263072,False,0.1763092673927663,0,1.694,41913,480,0,0.0,4800.0,False,-0.12478521064170173,0,0.4970000000000001,71617,53,46,1.0,2334.5308536573984,False,-0.006575144994558177,1,8.094000000000001,42558.0,360,0,0.0,8619.445250147059,False,-0.3603073373041585,0,0.5330000000000001,78077,785,100,1.0,21683.961329179496,False,-0.049177905167029363,0,0.2,93130,0,16,0.0,559.9999999999999,False,-0.001154857888320965,0.5,386663,0.0,0.0,9,0,0,9,4,3.235294117647059,17,26,17,69.0,66.0,5,7,17,524,2.8756765709840693,187.52855678205378
48,17,0,0,0,10.0,20,10.0,24.392700521917575,16,30.0,23.16428194799936,0,,34.99999999999999,0,,6,1.8080000000000003,59578,16,10,1.0,403.9270052191757,False,0.18069885055814788,0,1.694,41833,488,0,0.0,4880.0,False,-0.12557524046532756,0,0.4970000000000001,71137,59,56,1.0,2736.369119881101,False,-0.01038429066769648,0,8.093000000000002,42558.0,360,0,0.0,8781.372187890327,False,-0.3592022753535724,0,0.533,78077,775,110,1.0,21802.318509699504,False,-0.04854510089127486,0,0.2,93130,0,16,0.0,559.9999999999999,False,-0.001154857888320965,0.5,386313,0.0,0.0,10,0,0,15,1,0.375,20,35,15,195.0,63.0,11,6,15,200,3.3138411240070127,190.8423979060608
49,15,0,0,0,10.0,20,10.0,24.392700521917575,0,,24.552597468006176,18,39.0,34.99999999999999,0,,0,1.8020000000000005,59448,19,20,1.0,677.8540104383515,False,0.18083638492660975,0,1.6940000000000004,41763,495,0,0.0,4950.0,False,-0.12626651656100019,0,0.4970000000000001,71839,49,48,1.0,2373.7670040382573,False,-0.003277325061841335,0,8.093,42558.0,360,0,0.0,8781.372187890327,False,-0.3592022753535724,0,0.5330000000000001,77375,783,120,1.0,23424.683817448837,False,-0.047377596732988025,0,0.2,93130,0,16,0.0,559.9999999999999,False,-0.001154857888320965,0.5,386113,0.0,0.0,13,0,0,17,0,0.0,18,35,13,135.0,30.0,10,5,13,902,3.5933722010231577,194.43577010708395
50,13,0,0,0,10.0,20,10.0,24.183490495838907,14,21.285714285714285,24.49579714156897,1,14.0,34.99999999999999,0,,0,1.802,59636,19,21,1.0,697.853300412617,False,0.18474702554178885,5,1.7440000000000002,41548,505,0,0.0,5050.0,False,-0.12952538958345677,0,0.4970000000000001,71797,45,58,1.0,2509.0133065237515,False,-0.0029275973403505,1,8.103000000000002,42284.0,368,0,0.0,8899.524502468717,False,-0.36213574848859825,0,0.533,77361,774,130,1.0,23509.746987574385,False,-0.04707250482487658,0,0.2,93130,0,16,0.0,559.9999999999999,False,-0.001154857888320965,0.5,385756,0.0,0.0,16,0,0,17,2,2.0,15,32,19,114.0,45.0,8,5,19,488,3.430329774040729,197.86609988112468
51,19,0,0,0,10.000000000000002,20,10.0,25.077839986802744,34,30.0,24.49579714156897,0,,34.99999999999999,0,,13,1.9320000000000008,60211,21,10,1.0,460.77839986802746,False,0.19376250123311828,0,1.7390000000000003,41468,513,0,0.0,5130.000000000001,False,-0.1303154194070826,0,0.4970000000000001,71287,52,68,1.0,2969.7618849404325,False,-0.0067441795311574335,0,8.102000000000002,41774.0,385,0,0.0,9654.968394919057,False,-0.3639411978617705,0,0.533,77361,764,140,1.0,23614.789016158695,False,-0.04651089086508106,0,0.2,93130,0,16,0.0,559.9999999999999,False,-0.001154857888320965,0.5,385231,0.0,0.0,12,0,0,20,1,0.7647058823529411,13,33,14,170.0,99.0,11,8,14,710,3.979755629959982,201.84585551108466
52,14,0,0,0,10.000000000000002,20,10.0,25.007454581050563,1,11.0,28.269156878007124,56,39.535714285714285,34.99999999999999,0,,0,1.9190000000000003,60132,20,19,1.0,675.1416370399608,False,0.19431910921214243,0,1.7390000000000003,41358,524,0,0.0,5240.000000000001,False,-0.13140171041456816,0,0.4970000000000001,73476,43,23,1.0,1725.511155179338,False,0.014641929102034726,1,8.112000000000002,41756.0,385,0,0.0,9627.870013704467,False,-0.3643718094770803,0,0.533,75147,810,150,1.0,28148.01707118577,False,-0.04594828230294821,0,0.2,93130,0,16,0.0,559.9999999999999,False,-0.001154857888320965,0.5,384999,0.0,0.0,13,0,0,14,1,1.0,17,31,13,129.0,48.0,8,6,13,2411,2.9595559400040656,204.80541145108873
53,13,0,0,0,10.000000000000002,20,10.0,25.007454581050563,0,,28.198477291187498,1,14.0,34.99999999999999,3,35.0,0,1.9190000000000003,60032,20,29,1.0,925.2161828504663,False,0.19481361401957756,0,1.7390000000000003,41258,534,0,0.0,5340.000000000001,False,-0.13238924769410046,0,0.4970000000000001,73476,33,33,1.0,1755.7957517838558,False,0.014848604753800202,1,8.121000000000002,41738.0,385,0,0.0,9627.870013704467,False,-0.36461748960155826,0,0.5330000000000001,75133,801,160,1.0,28186.980310241186,False,-0.04588966664042646,0,0.2,93235,0,13,0.0,454.9999999999999,False,-0.0005934686370538292,0.5,384872,0.0,0.0,14,0,0,13,1,1.0,16,29,10,103.0,48.0,7,6,10,305,3.0350727880140767,207.8404842391028
