index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
67,8,0,0,0,10.000000000000002,20,10.0,2.7981738693562055,10,1.4,23.06882082106731,1,15.0,44.0,0,,6,2.087,42145,691,0,0.0,6910.000000000001,False,-0.15890436226136678,4,2.202000000000001,42085,669,0,0.0,6690.000000000001,False,-0.1620400258231117,0,0.2,82286,0,108,1.0,2491.4326486752693,False,0.09027887912729415,1,11.820000000000002,39315,65,0,0.0,181.88130150815337,False,-0.48566285125949127,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,84963,899,200,1.0,29538.86991813951,False,0.007266065658749386,0.3333333333333333,389807,0.0,0.0,11,0,0,13,4,4.0,13,26,11,85.0,24.0,5,3,11,200,1.071310555562377,107.7203578883782
68,11,0,0,0,10.0,20,10.0,2.9689790255673154,4,7.0,22.653366870101713,7,14.285714285714286,44.0,0,,0,2.081000000000001,42045,701,0,0.0,7010.0,False,-0.1598266162501153,4,2.238000000000001,41913,679,0,0.0,6790.0,False,-0.16429032555565803,0,0.2,82273,0,111,0.4,2514.5237225812903,False,0.0902598950765601,6,11.879000000000005,39183,65,0,0.0,192.9836366618755,False,-0.4873132961126289,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,84863,896,210,1.0,29537.416715611136,False,0.006248758827684857,0.2333333333333333,389290,0.0,0.0,10,0,0,16,3,3.0,15,31,12,88.0,57.0,7,4,12,215,1.4812530223280191,109.20161091070622
69,12,0,0,0,10.0,20,10.0,2.96966411468349,2,3.0,22.653366870101713,0,,44.0,0,,2,2.101000000000001,41910,710,0,0.0,7100.0,False,-0.1614866734298626,0,2.234000000000001,41803,690,0,0.0,6900.0,False,-0.16530480494328137,0,0.2,82267,0,113,0.2,2559.830456321494,False,0.09047725938994652,0,11.873000000000006,39183,65,0,0.0,193.02816745442686,False,-0.487313005498568,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,84863,886,220,1.0,29750.88304691012,False,0.007326730060245162,0.19999999999999998,389039,0.0,0.0,14,0,0,15,2,2.0,17,32,15,142.0,36.0,10,2,15,200,1.7152431914582849,110.9168541021645
70,15,0,0,0,10.0,20,10.0,3.12597751806083,10,4.4,22.94959182401544,9,27.333333333333332,44.0,0,,8,2.1790000000000007,41630,720,0,0.0,7200.0,False,-0.16572904177810568,2,2.2540000000000004,41661,700,0,0.0,7000.0,False,-0.16700175228257863,0,0.2,82399,0,119,1.0,2731.001427057837,False,0.09331724484146603,5,11.923000000000005,39078,65,0,0.0,203.18853867395396,False,-0.4886171863298704,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,84617,885,230,1.0,30430.388764253665,False,0.008273604295666589,0.3333333333333333,388398,0.0,0.0,13,0,0,19,4,4.0,16,35,17,138.0,75.0,10,5,17,376,1.7294084448367357,112.64626254700124
71,17,0,0,0,10.0,20,10.0,3.12597751806083,0,,22.353244859329024,66,21.196969696969695,44.0,0,,0,2.1710000000000003,41560,727,0,0.0,7270.0,False,-0.16637461957022964,0,2.2520000000000007,41531,713,0,0.0,7130.0,False,-0.16820068246795167,0,0.2,82469,0,114,0.0,2548.2699139635088,False,0.09303837312512894,61,12.528000000000004,36457,65,0,0.0,203.18853867395396,False,-0.5228271974243036,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,83218,941,240,1.0,31594.403412628613,False,2.22365377709384e-05,0.16666666666666666,384248,0.0,0.0,14,0,0,13,5,5.0,17,30,19,142.0,93.0,11,6,19,270,1.6513542784377933,114.29761682543904
72,19,0,0,0,10.0,20,10.0,3.0958714013484405,5,2.6,22.91655811231765,52,24.807692307692307,44.0,0,,3,2.201000000000001,41382,738,0,0.0,7380.0,False,-0.16864336438255095,2,2.2720000000000007,41394,722,0,0.0,7220.0,False,-0.16989762980724893,0,0.2,82629,0,114,0.4,2612.487624804212,False,0.09554583061283169,48,12.947000000000003,34905,66,0,0.0,204.3275124889971,False,-0.5430768941298114,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,81928,983,250,1.0,33526.97662440825,False,-0.003247166410429731,0.2333333333333333,381251,0.0,0.0,12,0,0,17,8,8.0,15,32,16,182.0,129.0,11,8,16,372,1.6306741619482636,115.9282909873873
73,16,0,0,0,10.0,20,10.0,2.9722097560067495,10,2.0,22.07382707512494,25,15.2,44.0,0,,5,2.2480000000000007,41197,745,0,0.0,7450.0,False,-0.17141012634879646,5,2.3200000000000007,41149,735,0,0.0,7350.0,False,-0.17321774416674351,0,0.2,82609,0,124,1.0,2737.1545573154926,False,0.09609837862895965,25,13.149000000000003,34125,66,0,0.0,196.16584389644547,False,-0.5533109322985287,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,81548,998,260,1.0,33469.67942097469,False,-0.007374388105730118,0.3333333333333333,379641,0.0,0.0,13,0,0,15,5,5.0,15,30,19,139.0,111.0,9,7,19,200,1.5794450091198087,117.50773599650711
74,19,0,0,0,10.0,20,10.0,2.914856770684055,5,2.0,22.07382707512494,0,,44.0,0,,0,2.2430000000000008,41077,757,0,0.0,7570.0,False,-0.17251683113529467,5,2.365000000000001,40954,743,0,0.0,7430.0,False,-0.17607673153186387,0,0.2,82599,0,129,0.5,2847.523692691117,False,0.0966881400032051,0,13.124000000000002,34125,66,0,0.0,192.38054686514764,False,-0.5533356356662198,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,81548,988,270,1.0,33688.94115022344,False,-0.006267151029544459,0.25,379316,0.0,0.0,13,0,0,16,1,1.0,20,36,16,199.0,111.0,12,7,16,200,1.5074334209784865,119.0151694174856
75,16,0,0,0,10.0,20,10.0,2.765915292520998,7,1.1428571428571428,22.07382707512494,0,,44.0,6,44.0,4,2.283000000000001,40881,767,0,0.0,7670.0,False,-0.17520981278244027,3,2.390000000000001,40781,753,0,0.0,7530.0,False,-0.17834547634418518,0,0.2,82593,0,135,0.6,2979.966655141867,False,0.09747416729845251,0,13.124000000000002,34123,67,0,0.0,185.31632459890687,False,-0.5534078422985126,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,81812,978,274,1.0,33644.20287947219,False,-0.0038267556812125723,0.26666666666666666,379203,0.0,0.0,14,0,0,19,3,3.0,16,35,16,128.0,96.0,9,7,16,464,1.7769842259585857,120.79215364344418
76,16,0,0,0,10.0,20,10.0,2.3512665548495084,23,1.0,21.271735277809896,23,14.08695652173913,44.00000000000001,7,44.0,23,2.509000000000001,40239,776,0,0.0,7760.0,False,-0.1862215254080974,0,2.387000000000001,40671,764,0,0.0,7640.0,False,-0.17935995573180855,0,0.2,82739,13,133,1.0,2859.7072571617596,False,0.0985949700265076,11,13.234000000000004,33879,67,0,0.0,157.53485917491707,False,-0.5567739028964633,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,81796,991,277,1.0,33268.28966030961,False,-0.005886652963198691,0.3333333333333333,378337,0.0,0.0,19,0,0,15,3,3.0,14,29,18,157.0,60.0,11,5,18,677,1.833025898784399,122.62517954222858
77,18,0,0,0,10.0,20,10.0,2.7763375593631165,20,4.65,20.778449379815637,15,14.0,44.00000000000001,0,,12,2.6060000000000008,39929,783,0,0.0,7830.0,False,-0.19129392234621415,8,2.467000000000001,40356,777,0,0.0,7770.0,False,-0.18397122567555105,0,0.2,82706,11,143,1.0,3001.8579744666304,False,0.0990919400539492,15,13.373000000000003,33434,79,0,0.0,219.3306671896862,False,-0.5621788770659161,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,81586,996,287,1.0,33323.33558229638,False,-0.007729613372504802,0.3333333333333333,377024,0.0,0.0,9,0,0,17,5,5.0,18,35,20,145.0,114.0,10,8,20,200,1.579989873804152,124.20516941603273
78,20,0,0,0,10.0,20,10.0,3.0535343181366654,19,4.473684210526316,21.00740047623964,59,21.779661016949152,44.000000000000014,9,44.0,5,2.6440000000000006,39745,791,0,0.0,7910.0,False,-0.19395001383380983,14,2.599000000000001,39902,789,0,0.0,7890.0,False,-0.19123858710688924,0,0.2,83417,10,129,1.0,2740.4900046162797,False,0.10666638389751527,35,13.708000000000004,32050,89,0,0.0,271.7645543141632,False,-0.5799010340382812,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,80697,1045,288,1.0,34624.73349767043,False,-0.010136378568115076,0.3333333333333333,374824,0.0,0.0,19,0,0,16,9,9.0,18,34,19,182.0,114.0,12,8,19,1352,1.815414690412581,126.02058410644531
79,19,0,0,0,10.0,20,10.0,3.0055187927060083,5,2.0,20.792846675212257,25,18.8,44.000000000000014,0,,5,2.6890000000000005,39550,799,0,0.0,7990.0,False,-0.1968090011989302,0,2.585000000000001,39782,801,0,0.0,8010.0,False,-0.19234529189338745,0,0.2,83583,5,135,1.0,2822.0618951171846,False,0.10936541078846958,21,13.883000000000004,31453,89,0,0.0,267.49117255083473,False,-0.5877211305060965,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,80227,1060,298,1.0,35152.417475725,False,-0.0122185093082474,0.3333333333333333,373608,0.0,0.0,12,0,0,15,3,3.0,18,33,18,159.0,96.0,12,7,18,376,1.893937218002975,127.91452132444829
80,18,0,0,0,10.0,20,10.0,3.013826304755636,13,3.076923076923077,20.059864358428865,28,14.0,44.000000000000014,0,,0,2.6840000000000006,39450,809,0,0.0,8090.0,False,-0.1977312551876787,13,2.7150000000000007,39361,811,0,0.0,8110.0,False,-0.19918841648990132,0,0.2,83579,0,144,0.9,2888.6204676137563,False,0.1097475720656121,28,14.142000000000003,30460,98,0,0.0,295.35497786605237,False,-0.6005001959285645,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,79835,1078,308,1.0,35176.53377838632,False,-0.01605580187255054,0.31666666666666665,371698,0.0,0.0,11,0,0,18,5,5.0,19,37,14,209.0,72.0,14,4,14,200,1.8020811798051,129.7166025042534
81,14,0,0,0,10.0,20,10.0,3.1900302647913397,12,4.666666666666667,20.0746831933752,34,20.176470588235293,44.000000000000014,0,,8,2.7640000000000002,39196,818,0,0.0,8180.0,False,-0.20158627686064742,4,2.7420000000000013,39155,822,0,0.0,8220.0,False,-0.2019736235359218,0,0.2,83539,0,152,0.8,3051.3518453930305,False,0.11028748838604088,34,14.454,29397,102,0,0.0,325.38308700871664,False,-0.6141787960124733,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,79149,1102,318,1.0,36114.30087909948,False,-0.01824860937907414,0.3,369449,0.0,0.0,12,0,0,18,6,6.0,14,32,15,131.0,75.0,9,5,15,200,1.4919397719204426,131.20854227617383
82,15,0,0,0,10.0,20,10.0,3.421700546871736,6,7.333333333333333,19.71294416800736,31,16.903225806451612,44.000000000000014,0,,4,2.7960000000000007,39002,831,0,0.0,8310.0,False,-0.20396569215161856,2,2.758000000000001,39043,829,0,0.0,8290.0,False,-0.20339389467859448,0,0.2,83683,0,148,0.6,2917.5157368650894,False,0.11129358308989809,21,14.630000000000003,28842,102,0,0.0,349.01345578091707,False,-0.6212685932534039,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,78625,1123,328,1.0,36569.636300672275,False,-0.0212414718235369,0.26666666666666666,368208,0.0,0.0,12,0,0,18,4,4.0,16,34,18,117.0,93.0,9,6,18,388,1.5315052028745413,132.74004747904837
83,18,0,0,0,10.0,20,10.0,3.229848584018548,11,1.5454545454545454,19.107419539389717,29,14.0,44.000000000000014,10,44.0,6,2.8520000000000008,38714,845,0,0.0,8450.0,False,-0.207986719542562,5,2.806000000000001,38868,835,0,0.0,8350.0,False,-0.20606843124596513,0,0.2,83666,1,158,1.0,3022.2021358075935,False,0.111754892226115,29,14.899000000000003,27851,102,0,0.0,329.44455556989186,False,-0.6343311064702088,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,78659,1142,328,1.0,36252.67311398306,False,-0.022498696565183024,0.3333333333333333,366771,0.0,0.0,15,0,0,17,6,6.0,17,34,16,165.0,108.0,12,6,16,640,2.153050323948264,134.89309780299664
84,16,0,0,0,10.0,20,10.0,3.3915013497103375,6,6.0,18.806387870389358,20,15.1,44.00000000000001,14,44.0,4,2.886000000000001,38572,852,0,0.0,8520.0,False,-0.20996034307848382,2,2.821,38696,848,0,0.0,8480.0,False,-0.20804205478188692,0,0.2,83806,0,154,0.7,2896.183732039961,False,0.11275979724623092,9,14.960000000000003,27662,102,0,0.0,345.9331376704544,False,-0.6366903795753414,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,78973,1152,324,1.0,35920.95882668854,False,-0.021002500546955825,0.2833333333333333,366722,0.0,0.0,17,0,0,20,3,3.0,13,33,12,153.0,90.0,11,5,12,992,1.9771032240241766,136.8702010270208
85,12,0,0,0,10.0,20,10.0,2.9664843015114237,20,1.0,20.208410440722265,53,26.547169811320753,44.00000000000001,14,44.0,4,2.9220000000000006,38346,865,0,0.0,8650.0,False,-0.21293000092225398,16,2.9790000000000005,38242,855,0,0.0,8550.0,False,-0.21577054320759936,0,0.2,83802,0,158,0.4,3192.928849634118,False,0.11464418749353346,53,15.481000000000003,26578,118,0,0.0,350.045147578348,False,-0.6508122094395461,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,78182,1195,320,1.0,38229.050476663106,False,-0.01733585248066867,0.2333333333333333,364163,0.0,0.0,19,0,0,19,4,4.0,14,33,16,130.0,72.0,8,4,16,816,1.5104136439040303,138.38061467092484
86,16,0,0,0,10.0,20,10.0,2.9664843015114237,0,,20.35800079428746,38,21.394736842105264,44.000000000000014,11,44.0,0,2.918000000000001,38206,879,0,0.0,8790.0,False,-0.2142211565065019,0,2.963000000000001,38182,861,0,0.0,8610.0,False,-0.21632389560084847,0,0.2,83978,0,154,0.0,3135.1321223202685,False,0.11656419840971265,34,15.768000000000002,25472,118,0,0.0,350.045147578348,False,-0.6652480248803867,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,77853,1223,319,1.0,38933.83497141357,False,-0.017099598176938537,0.16666666666666666,362704,0.0,0.0,16,0,0,13,3,3.0,16,29,18,137.0,108.0,10,6,18,860,1.8274400858208537,140.2080547567457
87,18,0,0,0,10.0,20,10.0,2.755111698030752,31,2.064516129032258,20.153799205030904,9,14.0,44.00000000000001,9,44.0,26,3.178000000000001,37335,889,0,0.0,8890.0,False,-0.22936456700175228,5,3.013000000000001,37962,871,0,0.0,8710.0,False,-0.21945955916259338,0,0.2,83929,6,164,1.0,3321.7537398132527,False,0.1171425552425325,9,15.824000000000003,25268,133,0,0.0,366.42985583809,False,-0.6678037599958356,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,78123,1222,320,1.0,38707.94262854777,False,-0.015513404156283609,0.3333333333333333,361630,0.0,0.0,16,0,0,16,4,4.0,19,35,17,181.0,108.0,12,6,17,596,1.9184094788506627,142.12646423559636
88,17,0,0,0,10.0,20,10.0,2.793903019047529,3,4.333333333333333,20.244028776957578,1,43.0,44.00000000000001,9,44.0,2,3.172000000000001,37173,901,0,0.0,9010.0,False,-0.23124596513879922,1,3.0180000000000007,37862,879,0,0.0,8790.0,False,-0.22056626394909157,0,0.2,83959,0,172,0.9,3481.9729496367036,False,0.1185797360153801,0,15.815000000000003,25268,133,0,0.0,371.58910153332135,False,-0.6677700900506864,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,78476,1213,321,1.0,38680.00690644954,False,-0.01208928672775528,0.31666666666666665,361751,0.0,0.0,17,0,0,11,2,2.0,22,33,10,162.0,90.0,12,5,10,639,1.9235317194834352,144.0499959550798
89,10,0,0,0,10.0,20,10.0,2.808243305863378,3,3.3333333333333335,20.72190599067789,32,24.125,44.000000000000014,10,44.0,2,3.1900000000000013,37041,910,0,0.0,9100.0,False,-0.23285068707922163,1,3.027000000000001,37729,890,0,0.0,8900.0,False,-0.22200498017153925,0,0.2,84529,0,155,0.3,3211.895428555073,False,0.1242569694482483,12,15.935000000000002,25040,133,0,0.0,373.49635967982925,False,-0.6707335615761938,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,78144,1235,321,1.0,39715.5538984872,False,-0.010213033144702302,0.21666666666666667,361496,0.0,0.0,17,0,0,10,3,3.0,19,29,11,101.0,54.0,7,3,11,1220,1.5190596720203757,145.56905562710017
90,11,0,0,0,10.0,20,10.0,2.842435362975804,3,4.0,21.2098411383765,28,25.285714285714285,44.00000000000001,13,44.0,3,3.218000000000001,36928,915,0,0.0,9150.0,False,-0.23447385409941898,0,3.026000000000001,37579,905,0,0.0,9050.0,False,-0.22338836115466199,0,0.2,84517,0,158,0.3,3351.154899863487,False,0.1250091685692325,28,16.203000000000003,24536,133,0,0.0,378.04390327578193,False,-0.6772822299596961,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,78008,1253,318,1.0,40567.93094638576,False,-0.007282220787241322,0.21666666666666667,360581,0.0,0.0,20,0,0,6,3,3.0,23,29,14,101.0,72.0,7,4,14,772,1.4638430625200272,147.0328986896202
91,14,0,0,0,10.0,20,10.0,2.668589666813182,14,1.5,20.77974684411159,21,15.952380952380953,44.00000000000001,11,44.0,5,3.2650000000000006,36698,926,0,0.0,9260.0,False,-0.23770174306003874,9,3.116000000000001,37254,914,0,0.0,9140.0,False,-0.2285529834916536,0,0.2,84496,4,168,1.0,3501.671828478,False,0.12571736493165825,21,16.385,23967,133,0,0.0,354.9224256861532,False,-0.6848598680043977,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,78157,1264,317,1.0,40213.60001095705,False,-0.007566683107485659,0.3333333333333333,359585,0.0,0.0,18,0,0,9,7,7.0,24,33,12,154.0,72.0,10,4,12,684,1.664722396992147,148.69762108661234
92,12,0,0,0,10.0,20,10.0,3.697427076174956,40,6.2,20.089423472814,39,16.0,44.0,11,44.0,0,3.2600000000000007,36578,938,0,0.0,9380.0,False,-0.23880844784653693,40,3.5070000000000006,36270,922,0,0.0,9220.0,False,-0.2459651387992253,0,0.2,84464,0,176,0.8,3535.738531215264,False,0.1255220161274898,39,16.754000000000005,22201,169,0,0.0,624.8651758735675,False,-0.7061485011037423,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,78017,1293,316,1.0,39879.624550348504,False,-0.010667162138565153,0.3,356543,0.0,0.0,19,0,0,11,6,6.0,19,30,9,116.0,72.0,8,4,9,684,2.9429792230948806,151.64060030970722
93,9,0,0,0,10.0,20,10.0,3.7791963579655907,5,5.8,21.037549824711707,42,26.523809523809526,44.00000000000001,11,44.0,4,3.300000000000001,36436,945,0,0.0,9450.0,False,-0.24078207138245872,1,3.4770000000000008,36116,935,0,0.0,9350.0,False,-0.24760675089919765,0,0.2,84563,0,173,0.5,3639.4961196751256,False,0.12749132754470494,34,17.055000000000003,21997,169,0,0.0,638.6841844961848,False,-0.7087209803269844,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,77387,1325,315,1.0,41734.75351774301,False,-0.007661854919338746,0.25,355512,0.0,0.0,22,0,0,9,3,3.0,19,28,12,79.0,54.0,6,3,12,812,1.1976811261847615,152.838281435892
94,12,0,0,0,10.0,20,10.0,3.61029159882255,14,2.2142857142857144,20.79457526905965,13,16.0,44.00000000000001,8,44.0,14,3.436000000000001,35981,956,0,0.0,9560.0,False,-0.24816010329244673,0,3.4760000000000004,36026,944,0,0.0,9440.0,False,-0.24843677948907128,0,0.2,84556,0,175,0.2,3639.0506720854387,False,0.12739705457211664,13,17.151000000000003,21726,181,0,0.0,653.4627793868815,False,-0.7121616995406457,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,77531,1328,317,1.0,41563.19595731122,False,-0.0070738390044174735,0.19999999999999998,354833,0.0,0.0,14,0,0,8,4,4.0,20,28,13,131.0,72.0,8,4,13,552,1.3204416781663895,154.15872311405838
95,13,0,0,0,10.0,20,10.0,3.34955709678265,27,2.2222222222222223,20.737861733094476,20,20.049999999999997,44.00000000000001,12,44.0,6,3.482000000000001,35732,966,0,0.0,9660.0,False,-0.2518306741676658,21,3.6860000000000013,35369,954,0,0.0,9540.0,False,-0.25963294291247807,0,0.2,84720,1,181,1.0,3756.902530786883,False,0.13030674496369427,16,17.298000000000002,21245,197,0,0.0,659.862748066182,False,-0.7183980764336867,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,77658,1338,315,1.0,41607.25899888041,False,-0.005568667756353228,0.3333333333333333,353737,0.0,0.0,20,0,0,16,7,7.0,16,32,15,117.0,57.0,9,4,15,904,1.8157951543107629,155.97451826836914
96,15,0,0,0,10.0,20,10.0,3.180967687749998,10,1.0,20.881309290661843,16,23.0,44.000000000000014,11,44.0,10,3.576000000000001,35402,975,0,0.0,9750.0,False,-0.25708752190353223,0,3.665000000000001,35259,965,0,0.0,9650.0,False,-0.26064742230010146,0,0.2,84886,1,187,1.0,3907.9858050415146,False,0.13345941268055542,12,17.402,20969,197,0,0.0,626.6506344867496,False,-0.7222172509659548,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,77774,1344,314,1.0,41880.479686649516,False,-0.0030173831383277132,0.3333333333333333,353303,0.0,0.0,20,0,0,10,3,3.0,21,31,18,144.0,90.0,10,5,18,860,1.8116658935323358,157.78618416190147
97,18,0,0,0,10.0,20,10.0,3.17674042801773,3,3.0,22.039995259191613,47,27.638297872340427,44.00000000000001,9,44.0,0,3.566000000000001,35272,988,0,0.0,9880.0,False,-0.25828645208890527,3,3.6950000000000007,35123,972,0,0.0,9720.0,False,-0.2625103753573734,0,0.2,84920,0,190,0.4,4187.599099246407,False,0.13572798472392095,46,17.85,20267,197,0,0.0,625.8178643194927,False,-0.7313853823381878,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,76871,1381,315,1.0,44297.23345294362,False,6.682684568500773e-05,0.2333333333333333,351466,0.0,0.0,20,0,0,10,3,3.0,20,30,14,175.0,126.0,11,7,14,639,1.6857289960607886,159.47191315796226
98,14,0,0,0,10.0,20,10.0,3.086483790382799,5,1.0,22.13490936756366,34,22.823529411764707,44.000000000000014,12,44.0,0,3.566000000000001,35162,999,0,0.0,9990.0,False,-0.25930093147652866,5,3.742000000000001,34913,981,0,0.0,9810.0,False,-0.2655538135202435,0,0.2,84999,0,189,0.5,4183.497870469532,False,0.13673234921666466,28,18.084000000000003,19747,197,0,0.0,608.0373067054114,False,-0.7382886033628833,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,76623,1405,313,1.0,44871.54766142695,False,0.00046230122017786957,0.25,350457,0.0,0.0,20,0,0,13,3,3.0,18,31,12,152.0,57.0,10,4,12,812,1.2821083469316363,160.7540215048939
99,12,0,0,0,10.0,20,10.0,3.0841574471007416,3,3.0,21.988706118152116,6,15.833333333333334,44.00000000000001,4,44.0,3,3.596000000000001,34976,1011,0,0.0,10110.0,False,-0.26162501152817486,0,3.7370000000000005,34833,989,0,0.0,9890.0,False,-0.2662916167112423,0,0.2,84990,0,192,0.3,4221.831574685206,False,0.1368650497597416,6,18.116000000000003,19625,197,0,0.0,607.579017078846,False,-0.7398839716956285,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,76704,1401,319,1.0,44842.177271531116,False,0.0011320597877607435,0.21666666666666667,350141,0.0,0.0,11,0,0,8,3,3.0,22,30,11,130.0,42.0,8,4,11,376,0.939763049595058,161.69378455448896
100,11,0,0,0,10.0,20,10.0,3.023224591850101,5,1.8,21.700806453899872,10,15.0,44.00000000000001,6,44.0,5,3.6430000000000016,34766,1020,0,0.0,10200.0,False,-0.2646684496910449,0,3.7370000000000005,34723,1000,0,0.0,10000.0,False,-0.26730609609886563,0,0.2,85051,0,192,0.5,4166.5548391487755,False,0.13730049493668844,5,18.160000000000004,19530,197,0,0.0,595.5752445944698,False,-0.7412022760256186,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,76818,1401,323,1.0,44614.82984191372,False,0.0011353551650475878,0.25,349901,0.0,0.0,15,0,0,13,3,3.0,17,30,11,115.0,42.0,7,4,11,534,0.9804806336760521,162.674265188165
101,11,0,0,0,10.0,20,10.0,3.090365283055933,7,4.0,21.640020770442415,2,15.0,44.000000000000014,12,44.0,2,3.658000000000001,34628,1029,0,0.0,10290.0,False,-0.2663838421101171,5,3.787000000000001,34513,1011,0,0.0,10110.0,False,-0.270165083463986,0,0.2,85038,0,198,0.7,4284.724112547598,False,0.13790200425861504,1,18.165000000000006,19510,197,0,0.0,608.8019607620188,False,-0.7413770021486523,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,77316,1393,321,1.0,44268.54893322629,False,0.004416333881542298,0.2833333333333333,350018,0.0,0.0,21,0,0,10,4,4.0,21,31,12,133.0,21.0,9,2,12,743,1.219063177704811,163.89332836586982
102,12,0,0,0,10.0,20,10.0,2.8880334794148013,13,1.4615384615384615,21.640020770442415,0,,44.000000000000014,0,,10,3.756000000000001,34288,1036,0,0.0,10360.0,False,-0.272009591441483,3,3.8120000000000007,34317,1024,0,0.0,10240.0,False,-0.27258138891450706,0,0.2,85019,3,208,1.0,4509.788420690267,False,0.1391228115949245,0,18.164000000000005,19510,197,0,0.0,568.9425954447158,False,-0.741637129834597,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,77316,1383,331,1.0,44492.14872552187,False,0.005545477490439979,0.3333333333333333,349463,0.0,0.0,11,0,0,10,3,3.0,21,31,12,123.0,57.0,8,4,12,200,1.2626746986061335,165.15600306447595
