index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
31,15,0,0,0,10.000000000000002,20,10.0,3.0677631274978845,15,2.466666666666667,19.593190895876315,12,16.0,44.000000000000014,7,44.0,0,0.8390000000000002,49448,309,0,0.0,3090.0000000000005,False,-0.05943004703495343,15,1.1240000000000003,48397,331,0,0.0,3310.0000000000005,False,-0.07678686710320022,0,0.2,79723,0,36,1.0,705.3548722515474,False,0.04516971136364642,12,7.358000000000001,53513,12,0,0.0,36.81315752997462,False,-0.3012933945211122,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.30800000000000005,91697,628,13,1.0,12876.523882610327,False,-0.00886487692217024,0.3333333333333333,421791,0.0,0.0,16,0,0,20,5,5.0,15,35,17,155.0,57.0,11,4,17,508,1.8075165692716837,57.01487806532532
32,17,0,0,0,10.000000000000002,20,10.0,2.9036447317678027,7,1.4285714285714286,20.812330740068617,92,24.16304347826087,44.000000000000014,12,44.0,3,0.8690000000000002,49259,321,0,0.0,3210.0000000000005,False,-0.06180946232592456,4,1.1490000000000002,48221,339,0,0.0,3390.0000000000005,False,-0.07929539795259614,0,0.2,79713,0,43,0.7,894.9302218229506,False,0.046276383357194785,92,8.266000000000002,49318,12,0,0.0,34.843736781213636,False,-0.35606053816627803,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.30800000000000005,90002,710,11,1.0,15260.754825448717,False,-0.013943851688926178,0.2833333333333333,415526,0.0,0.0,17,0,0,16,6,6.0,17,33,21,158.0,93.0,11,6,21,728,2.0124245900660753,59.027302655391395
33,21,0,0,0,10.000000000000002,20,10.0,2.9036447317678027,0,,20.3806103910838,21,14.0,44.000000000000014,11,44.0,0,0.8660000000000001,49169,330,0,0.0,3300.0000000000005,False,-0.06263949091579821,0,1.1450000000000002,48111,350,0,0.0,3500.0000000000005,False,-0.0803098773402195,0,0.2,79867,0,32,0.0,652.1795325146816,False,0.046702209309630496,10,8.274000000000001,49108,12,0,0.0,34.843736781213636,False,-0.3588015157816275,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.30800000000000005,90192,721,10,1.0,15134.420091971419,False,-0.012662882187331937,0.16666666666666666,415460,0.0,0.0,20,0,0,18,1,1.0,16,34,18,172.0,147.0,12,9,18,838,2.2440512478351593,61.271353903226554
34,18,0,0,0,10.000000000000002,20,10.0,2.7379267324821153,6,1.0,20.2247835941997,11,16.0,44.000000000000014,13,44.0,6,0.9260000000000002,48889,343,0,0.0,3430.0000000000005,False,-0.06660518306741676,0,1.1450000000000002,48041,357,0,0.0,3570.0000000000005,False,-0.08095545513234345,0,0.2,80037,0,27,0.6,546.0691570433919,False,0.048228605084144,0,8.264000000000001,49108,12,0,0.0,32.85512078978538,False,-0.3588144937623848,0,0.2,99013,0,0,0.0,0.0,False,0.0,3,0.3380000000000001,90424,722,10,1.0,15042.293755012182,False,-0.010784978967346783,0.26666666666666666,415512,0.0,0.0,17,0,0,17,5,4.333333333333334,16,33,11,160.0,93.0,12,6,11,728,1.6677091028541327,62.93906300608069
35,11,0,0,0,10.0,20,10.0,2.6728453833037786,6,2.0,19.665575366767744,31,14.64516129032258,44.00000000000001,8,44.0,4,0.9600000000000002,48683,354,0,0.0,3540.0,False,-0.06939039011343724,2,1.1650000000000003,47909,366,0,0.0,3660.0,False,-0.08256017707276583,0,0.2,80025,0,33,0.6,648.9639871033355,False,0.04874348356786101,31,8.574,48017,12,0,0.0,32.074144599645344,False,-0.37305962184559394,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.3350000000000001,90322,743,12,1.0,15139.522497508433,False,-0.0113241569414701,0.26666666666666666,413969,0.0,0.0,16,0,0,10,5,5.0,18,28,10,102.0,72.0,7,4,10,552,1.332745024934411,64.2718080310151
36,10,0,0,0,10.0,20,10.0,2.6459628877338437,1,1.0,20.25795113121934,12,34.0,44.00000000000001,9,44.0,1,0.9660000000000002,48569,363,0,0.0,3630.0,False,-0.07066310061791017,0,1.1630000000000003,47799,377,0,0.0,3770.0,False,-0.0835746564603892,0,0.2,80200,0,30,0.1,607.7385339365802,False,0.05075858861800291,8,8.623000000000001,47969,12,0,0.0,31.751554652806124,False,-0.37368823628106246,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.3350000000000001,90310,745,13,1.0,15664.173592758409,False,-0.008795948043396205,0.18333333333333335,413860,0.0,0.0,16,0,0,7,2,2.0,18,25,10,98.0,72.0,6,4,10,772,0.9936675056815147,65.26547553669661
37,10,0,0,0,10.0,20,10.0,2.6346312489003383,1,2.0,20.25795113121934,0,,44.00000000000001,10,44.0,0,0.9650000000000001,48459,374,0,0.0,3740.0,False,-0.07167758000553352,1,1.1730000000000003,47686,386,0,0.0,3860.0,False,-0.08482892188508716,0,0.2,80198,0,31,0.1,627.9964850677995,False,0.050864690237341206,0,8.615,47969,12,0,0.0,31.61557498680406,False,-0.3736891237030163,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.3350000000000001,90750,735,13,1.0,15461.594081446214,False,-0.005375081648641046,0.18333333333333335,414075,0.0,0.0,17,0,0,8,1,1.0,21,29,15,122.0,54.0,7,3,15,640,1.0742227183654904,66.3396982550621
38,15,0,0,0,10.0,20,10.0,2.5920597403731955,2,1.5,20.570694937014693,25,23.84,44.00000000000001,9,44.0,0,0.9650000000000003,48319,388,0,0.0,3880.0,False,-0.07296873558978142,2,1.1920000000000002,47578,392,0,0.0,3920.0,False,-0.08626763810753482,0,0.2,80238,0,32,0.2,658.2622379844702,False,0.05158429966706574,24,8.855,47474,12,0,0.0,31.104716884478346,False,-0.3801533334406808,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.3350000000000001,90550,750,14,1.0,16044.02120276102,False,-0.004453853520441707,0.19999999999999998,413172,0.0,0.0,17,0,0,11,4,4.0,20,31,13,155.0,90.0,10,5,13,639,1.4727562051266432,67.81245446018875
39,13,0,0,0,10.0,20,10.0,2.6083857582351424,2,3.0,20.570694937014693,0,,44.00000000000001,11,44.0,1,0.9750000000000001,48219,396,0,0.0,3960.0,False,-0.07407544037627962,1,1.2000000000000002,47434,404,0,0.0,4040.0,False,-0.0878170248086323,0,0.2,80232,0,34,0.2,699.4036278584996,False,0.051774480374982036,0,8.831000000000001,47474,12,0,0.0,31.30062909882171,False,-0.38015205489069487,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.3350000000000001,91034,740,13,1.0,15794.314253390872,False,-0.0008265871481983018,0.19999999999999998,413406,0.0,0.0,17,0,0,11,2,2.0,19,30,14,85.0,63.0,7,6,14,684,1.3626833651214838,69.17513782531023
40,14,0,0,0,9.999999999999998,20,10.0,2.6083857582351424,0,,20.1518180889723,26,16.0,43.99999999999999,13,44.0,0,0.9740000000000002,48139,404,0,0.0,4039.999999999999,False,-0.07481324356727843,0,1.1990000000000003,47314,416,0,0.0,4159.999999999999,False,-0.0889237295951305,0,0.2,80440,0,21,0.0,423.1881798684183,False,0.05268673353696025,13,8.961000000000002,47227,12,0,0.0,31.30062909882171,False,-0.3833759666573202,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.3350000000000001,91190,756,10,1.0,15674.774475263057,False,0.00014530655198334217,0.16666666666666666,413323,0.0,0.0,22,0,0,10,1,1.0,20,30,13,116.0,111.0,7,7,13,980,1.1418784279376268,70.31701625324786
41,13,0,0,0,9.999999999999998,20,10.0,3.0962261473878745,11,5.090909090909091,19.76812264593393,26,16.0,44.0,8,44.0,7,1.0440000000000003,47842,418,0,0.0,4179.999999999999,False,-0.07900027667619662,4,1.2390000000000003,47182,422,0,0.0,4219.999999999999,False,-0.09080512773217744,0,0.2,80592,1,18,1.0,358.9224337741986,False,0.054251272164551265,13,9.078000000000003,46980,12,0,0.0,37.154713768654496,False,-0.3865616738643304,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.3350000000000001,91126,772,12,1.0,15788.990682660993,False,7.570057800985922e-05,0.3333333333333333,412735,0.0,0.0,15,0,0,12,4,4.0,19,31,13,137.0,57.0,9,4,13,760,1.221620600670576,71.53863685391843
42,13,0,0,0,9.999999999999998,20,10.0,3.016185657780385,2,1.0,21.404570041086938,98,25.632653061224488,44.0,11,44.0,0,1.0370000000000001,47752,427,0,0.0,4269.999999999999,False,-0.07983030526607028,2,1.2550000000000003,47024,433,0,0.0,4329.999999999999,False,-0.09270497094899935,0,0.2,80766,0,17,0.3,363.8776906984779,False,0.05655470658943083,94,10.005000000000004,42840,12,0,0.0,36.19422789336462,False,-0.44060435797237246,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.3350000000000001,89098,860,11,1.0,18891.930235334767,False,-0.004737104040203007,0.21666666666666667,406493,0.0,0.0,21,0,0,9,5,5.0,25,34,12,156.0,39.0,10,3,12,860,1.407505881972611,72.94614273589104
43,12,0,0,0,9.999999999999998,20,10.0,2.8261803812740527,6,1.3333333333333333,21.38437157561004,1,15.0,44.0,10,44.0,5,1.0870000000000002,47469,443,0,0.0,4429.999999999999,False,-0.0835746564603892,1,1.2630000000000001,46961,437,0,0.0,4369.999999999999,False,-0.09349810937932307,0,0.2,80758,0,23,0.6,491.8405462390309,False,0.05728539154368611,1,9.921000000000001,42820,12,0,0.0,33.91416457528863,False,-0.44088028346554015,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.3350000000000001,89523,851,11,1.0,18682.100210844143,False,-0.0015043468491807558,0.26666666666666666,406544,0.0,0.0,16,0,0,7,4,4.0,22,29,11,99.0,60.0,7,5,11,640,1.3444380443543196,74.29058078024536
44,11,0,0,0,9.999999999999998,20,10.0,2.8364398450603794,3,3.0,21.303818216399165,23,20.304347826086957,44.0,12,44.0,3,1.1120000000000003,47313,452,0,0.0,4519.999999999999,False,-0.08562206031541086,0,1.2620000000000002,46851,448,0,0.0,4479.999999999999,False,-0.09451258876694642,0,0.2,81010,0,17,0.3,362.1649096787858,False,0.059728283689086815,14,10.060000000000002,42471,12,0,0.0,34.03727814072455,False,-0.4454347237607471,0,0.2,99013,0,0,0.0,0.0,False,0.0,1,0.34500000000000003,89532,864,10,1.0,18846.498938968878,False,-0.0005832621021034066,0.21666666666666667,406190,0.0,0.0,20,0,0,8,4,3.3333333333333335,23,31,14,100.0,57.0,7,4,14,857,1.2813561474904418,75.5719369277358
45,14,0,0,0,10.0,20,10.0,2.558711106864337,12,1.5,21.032303105461764,11,14.181818181818182,44.0,11,44.0,5,1.159,47043,467,0,0.0,4670.0,False,-0.08921885087153002,7,1.3320000000000003,46629,453,0,0.0,4530.0,False,-0.09814626948261551,0,0.2,81007,2,26,1.0,551.9573029557346,False,0.060927738060143156,10,10.146,42253,12,0,0.0,30.704533282372047,False,-0.4483018695210965,0,0.2,99013,0,0,0.0,0.0,False,0.0,1,0.35400000000000004,89808,865,10,1.0,18632.942186224427,False,0.001125822802179612,0.3333333333333333,405753,0.0,0.0,20,0,0,11,6,5.333333333333333,24,35,14,122.0,93.0,8,6,14,567,1.2062906250357628,76.77822755277157
46,14,0,0,0,10.0,20,10.0,2.4836331365609245,6,1.8333333333333333,20.899459122250683,5,14.0,44.0,11,44.0,0,1.1540000000000004,46933,478,0,0.0,4780.0,False,-0.09023333025915337,6,1.3850000000000002,46395,462,0,0.0,4620.0,False,-0.10163238956008484,0,0.2,80996,0,34,0.8,710.5816101565232,False,0.0618193670309764,5,10.186000000000002,42148,12,0,0.0,29.803597638731095,False,-0.44967823795837153,0,0.2,99013,0,0,0.0,0.0,False,0.0,1,0.36300000000000004,90170,860,10,1.0,18413.534845135586,False,0.0036739359737387118,0.3,405655,0.0,0.0,17,0,0,13,4,3.5,21,34,14,170.0,36.0,12,2,14,596,1.5134826824069023,78.29171023517847
47,14,0,0,0,10.0,20,10.0,2.3779856418192544,4,1.0,20.687466443166276,8,14.375,44.0,9,44.0,3,1.1840000000000002,46771,487,0,0.0,4870.0,False,-0.09239140459282487,1,1.389,46261,473,0,0.0,4730.0,False,-0.10308955086230748,0,0.2,81007,0,37,0.4,765.4362583971522,False,0.06232093100826961,7,10.251000000000003,41988,12,0,0.0,28.535827701831053,False,-0.45177487549630085,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.36200000000000004,90451,858,11,1.0,18233.846208236664,False,0.0056045479292450235,0.2333333333333333,405491,0.0,0.0,18,0,0,11,5,5.0,22,33,16,141.0,57.0,10,4,16,611,1.6198964323848486,79.91160666756332
48,16,0,0,0,10.0,20,10.0,2.3146400175598867,7,1.8571428571428572,21.100821959243998,4,44.0,44.0,13,44.0,7,1.2510000000000001,46537,493,0,0.0,4930.0,False,-0.09615420086691875,0,1.3880000000000001,46121,487,0,0.0,4870.0,False,-0.10438070644655538,0,0.2,81170,0,40,0.7,844.0328783697599,False,0.06496138405253385,0,10.244000000000002,41988,12,0,0.0,27.77568021071864,False,-0.45177983632310437,0,0.2,99013,0,0,0.0,0.0,False,0.0,2,0.38200000000000006,90740,852,10,1.0,18417.900309275887,False,0.009452800689181693,0.2833333333333333,405569,0.0,0.0,20,0,0,12,4,4.0,22,34,12,162.0,60.0,11,5,12,860,1.6789801679551601,81.59058683551848
49,12,0,0,0,10.0,20,10.0,2.3521596575419057,3,3.0,22.81973046723288,61,28.540983606557376,44.0,0,,3,1.2740000000000002,46361,504,0,0.0,5040.0,False,-0.09838605551969012,0,1.3880000000000003,46031,496,0,0.0,4960.0,False,-0.10521073503642903,0,0.2,81176,0,42,0.3,958.4286796237809,False,0.06578626039041824,60,10.844000000000003,41529,12,0,0.0,28.22591589050287,False,-0.4577678919539874,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,88999,903,20,1.0,21486.21661191129,False,0.007363763404357412,0.21666666666666667,403109,0.0,0.0,13,0,0,9,3,3.0,23,32,10,102.0,45.0,7,5,10,215,1.3668522667139769,82.95743910223246
50,10,0,0,0,10.0,20,10.0,2.3521596575419057,0,,22.968221607873797,9,26.88888888888889,44.0,0,,0,1.2710000000000001,46261,514,0,0.0,5140.0,False,-0.09930830950843862,0,1.3880000000000003,45931,506,0,0.0,5060.0,False,-0.10613298902517754,0,0.2,81418,0,33,0.0,757.9513130598353,False,0.06763656798968763,0,10.784000000000002,41529,12,0,0.0,28.22591589050287,False,-0.4577678919539874,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,88757,902,30,1.0,22037.335890302165,False,0.007702705151354734,0.16666666666666666,402909,0.0,0.0,12,0,0,7,0,0.0,22,29,10,82.0,45.0,5,5,10,442,0.9823626484721899,83.93980175070465
51,10,0,0,0,10.000000000000002,20,10.0,2.625562470252179,28,3.107142857142857,22.624715419714523,10,15.0,44.0,0,,14,1.411,45794,523,0,0.0,5230.000000000001,False,-0.10709213317347598,14,1.5280000000000002,45445,517,0,0.0,5170.000000000001,False,-0.11408281840818961,0,0.2,81331,18,43,1.0,1020.1228875122637,False,0.06821198777988816,10,10.884000000000002,41294,12,0,0.0,31.506749643026147,False,-0.4608137652571753,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,88607,902,40,1.0,22167.4933085825,False,0.006845026958997752,0.3333333333333333,401484,0.0,0.0,11,0,0,13,8,8.0,14,27,12,85.0,42.0,6,4,12,200,1.2098478088155389,85.14964955952018
52,12,0,0,0,10.000000000000002,20,10.0,2.793055986576683,8,4.25,22.469766252534022,5,16.0,44.0,0,,0,1.397,45674,535,0,0.0,5350.000000000001,False,-0.10819883795997418,8,1.5940000000000003,45184,525,0,0.0,5250.000000000001,False,-0.11815918103845799,0,0.2,81297,16,53,1.0,1235.5865071695303,False,0.06917435559074286,5,10.924000000000005,41199,12,0,0.0,33.516671838920196,False,-0.46204061429329163,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,88527,897,50,1.0,22355.380328523017,False,0.006985852001873614,0.3333333333333333,400894,0.0,0.0,13,0,0,10,3,3.0,18,28,12,94.0,75.0,7,5,12,200,1.3095380505546927,86.45918761007488
53,12,0,0,0,10.000000000000002,20,10.0,2.826661896518286,2,4.0,22.469766252534022,0,,44.0,0,,2,1.417,45542,544,0,0.0,5440.000000000001,False,-0.10980355990039657,0,1.5860000000000005,45074,536,0,0.0,5360.000000000001,False,-0.11917366042608134,0,0.2,81289,8,63,1.0,1438.2085690817896,False,0.07039227676748543,0,10.919000000000004,41199,12,0,0.0,33.919942758219435,False,-0.4620379824919518,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,88527,887,60,1.0,22570.682665997676,False,0.008073094775421811,0.3333333333333333,400644,0.0,0.0,10,0,0,11,1,1.0,23,34,13,124.0,54.0,9,3,13,200,1.4159973924979568,87.87518500257283
54,13,0,0,0,10.000000000000002,20,10.0,2.826661896518286,0,,22.25522614935177,5,14.0,44.0,0,,0,1.4150000000000003,45412,557,0,0.0,5570.000000000001,False,-0.11100249008576962,0,1.5860000000000005,45004,543,0,0.0,5430.000000000001,False,-0.1198192382182053,0,0.2,81359,0,66,0.8,1468.8449258572168,False,0.07150587303959542,0,10.919000000000004,41199,12,0,0.0,33.919942758219435,False,-0.4620379824919518,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,88457,882,70,1.0,22709.109463728262,False,0.008065150352621706,0.3,400444,0.0,0.0,12,0,0,20,0,0.0,14,34,15,139.0,39.0,10,3,15,270,3.090239144861698,90.96542414743453
55,15,0,0,0,10.000000000000002,20,10.0,2.6496206619183504,13,1.7692307692307692,21.81530918435708,10,14.0,44.0,0,,8,1.495,45105,568,0,0.0,5680.000000000001,False,-0.11565065018906207,5,1.6360000000000001,44794,552,0,0.0,5520.000000000001,False,-0.12286267638107534,0,0.2,81406,3,71,1.0,1556.8358140751077,False,0.07269357054150694,5,10.969000000000003,41094,12,0,0.0,31.795447943020207,False,-0.4634223360442275,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,88317,882,80,1.0,22761.102700602944,False,0.006913752237599773,0.3333333333333333,399729,0.0,0.0,13,0,0,18,4,4.0,16,34,17,135.0,60.0,10,5,17,270,1.6833221251145005,92.64874627254903
56,17,0,0,0,10.000000000000002,20,10.0,2.5394722248006314,5,1.0,23.11929327101483,40,28.625,44.0,0,,4,1.5270000000000001,44939,575,0,0.0,5750.000000000001,False,-0.11806695563958314,1,1.6410000000000002,44640,565,0,0.0,5650.000000000001,False,-0.12450428848104768,0,0.2,81647,0,70,0.8,1618.350528971038,False,0.07624062212994212,31,11.274000000000003,40908,12,0,0.0,30.473666697607577,False,-0.46585868520069434,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,87172,912,90,1.0,25044.795463165523,False,0.0068819016854631725,0.3,398319,0.0,0.0,15,0,0,12,3,3.0,19,31,12,164.0,63.0,11,6,12,446,1.5129923690110445,94.16173864156008
57,12,0,0,0,10.000000000000002,20,10.0,2.495369795642268,6,2.0,23.342269841152596,9,28.0,44.0,0,,0,1.5230000000000004,44799,589,0,0.0,5890.000000000001,False,-0.11935811122383104,6,1.7000000000000002,44433,571,0,0.0,5710.000000000001,False,-0.12776906760121737,0,0.2,81807,0,72,0.6,1680.6434285629869,False,0.07873551803539121,5,11.293000000000003,40813,12,0,0.0,29.944437547707214,False,-0.4671021050868126,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,86920,911,100,1.0,25664.807825290016,False,0.007467745777271752,0.26666666666666666,397785,0.0,0.0,14,0,0,6,3,3.0,24,30,9,95.0,45.0,7,5,9,372,1.1786454934626818,95.34038413502276
58,9,0,0,0,10.000000000000002,20,10.0,2.882724193240659,5,8.0,23.342269841152596,0,,44.0,0,,5,1.5730000000000004,44574,603,0,0.0,6030.000000000001,False,-0.1222170985889514,0,1.6940000000000004,44373,577,0,0.0,5770.000000000001,False,-0.12832241999446647,0,0.2,81767,0,77,0.5,1797.35477776875,False,0.07897510133634894,0,11.288000000000004,40813,12,0,0.0,34.59269031888791,False,-0.46707176995158334,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,86920,901,110,1.0,25871.38512687849,False,0.008510928498674308,0.25,397460,0.0,0.0,11,0,0,12,1,1.0,17,29,9,62.0,45.0,4,5,9,200,0.8970574354752898,96.23744157049805
59,9,0,0,0,10.000000000000002,20,10.0,2.882724193240659,0,,23.342269841152596,0,,44.0,0,,0,1.5680000000000003,44474,613,0,0.0,6130.000000000001,False,-0.1231393525776999,0,1.6940000000000004,44273,587,0,0.0,5870.000000000001,False,-0.12924467398321499,0,0.2,81767,0,77,0.0,1797.35477776875,False,0.07897510133634894,0,11.288000000000004,40813,12,0,0.0,34.59269031888791,False,-0.46707176995158334,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,86920,891,120,1.0,26077.962428466963,False,0.00955411122007701,0.16666666666666666,397260,0.0,0.0,12,0,0,13,0,0.0,12,25,12,80.0,42.0,5,4,12,200,1.0100818565115333,97.24752342700958
60,12,0,0,0,10.000000000000002,20,10.0,3.5309434992969333,50,4.359999999999999,23.249216028520166,2,15.0,44.0,0,,39,1.9580000000000004,43278,620,0,0.0,6200.000000000001,False,-0.1445540901964401,11,1.8040000000000003,43867,600,0,0.0,6000.000000000001,False,-0.13553444618647975,0,0.2,81738,11,86,1.0,2038.2729569450007,False,0.08016885046625988,1,11.298000000000004,40619,41,0,0.0,144.76868347117426,False,-0.468884887532003,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,86890,883,130,1.0,26249.057753183308,False,0.010115125050161579,0.3333333333333333,395405,0.0,0.0,10,0,0,14,6,6.0,14,28,12,102.0,75.0,7,5,12,215,1.3156902398914099,98.56321366690099
61,12,0,0,0,10.000000000000002,20,10.0,3.371572171954713,9,1.5555555555555556,23.249216028520166,0,,44.0,0,,5,1.9690000000000007,43043,632,0,0.0,6320.000000000001,False,-0.14778197915705985,4,1.8330000000000006,43691,608,0,0.0,6080.000000000001,False,-0.13804297703587567,0,0.2,81724,10,96,1.0,2265.640460457483,False,0.08146995014329751,0,11.297000000000004,40619,41,0,0.0,138.23445905014324,False,-0.46892753077693566,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,86890,873,140,1.0,26456.565592898107,False,0.01116300684202132,0.3333333333333333,394980,0.0,0.0,12,0,0,15,2,2.0,15,30,12,126.0,54.0,9,3,12,200,1.419279114343226,99.98249278124422
62,12,0,0,0,10.000000000000002,20,10.0,3.383846332666108,2,4.0,22.70949375004367,10,14.0,44.0,0,,0,1.9640000000000004,42933,643,0,0.0,6430.000000000001,False,-0.1487964585446832,2,1.8490000000000004,43559,617,0,0.0,6170.000000000001,False,-0.13964769897629808,0,0.2,81856,2,96,1.0,2186.8790926695247,False,0.08267884286803838,0,11.297000000000004,40619,41,0,0.0,138.73769963931042,False,-0.4689242465598165,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,86750,873,150,1.0,26425.388043788123,False,0.00959160940375565,0.3333333333333333,394730,0.0,0.0,15,0,0,13,1,1.0,14,27,16,117.0,39.0,9,3,16,340,1.44550396874547,101.42799674998969
63,16,0,0,0,10.0,20,10.0,3.4011947340651902,1,5.0,22.446954847860415,19,20.31578947368421,44.0,0,,1,1.9740000000000004,42793,655,0,0.0,6550.0,False,-0.1502720649266808,0,1.8470000000000004,43479,625,0,0.0,6250.0,False,-0.14038550216729687,0,0.2,82097,0,90,0.3,2020.2259363074372,False,0.08473683962871126,10,11.397000000000002,40374,41,0,0.0,139.4489840966728,False,-0.47211741183778194,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,86364,882,160,1.0,26838.214175812886,False,0.007777838141521316,0.21666666666666667,394120,0.0,0.0,15,0,0,18,3,3.0,18,36,15,166.0,60.0,11,5,15,446,1.5348365614190698,102.96283331140876
64,15,0,0,0,10.0,20,10.0,3.4034967391816,2,3.5,22.875067548361294,46,24.32608695652174,44.0,0,,1,1.9830000000000003,42650,667,0,0.0,6670.0,False,-0.15180300654800333,1,1.8570000000000004,43379,633,0,0.0,6330.0,False,-0.14149220695379508,0,0.2,82160,0,87,0.2,1990.1308767074327,False,0.08536272842594425,41,11.797000000000002,39503,41,0,0.0,139.5433663064456,False,-0.48348532685305456,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,85245,918,170,1.0,28479.312009395668,False,0.004763576547502258,0.19999999999999998,391950,0.0,0.0,12,0,0,18,5,5.0,15,33,11,145.0,45.0,10,5,11,270,1.3977642422541976,104.36059755366296
65,11,0,0,0,10.0,20,10.0,2.992366010543575,31,1.967741935483871,22.649994539131473,6,15.833333333333334,44.0,0,,5,2.0320000000000005,42460,674,0,0.0,6740.0,False,-0.15466199391312369,26,2.1160000000000005,42607,646,0,0.0,6460.0,False,-0.1545328783546989,0,0.2,82147,0,94,0.7,2129.0994866783585,False,0.08609997707158111,6,11.816,39335,65,0,0.0,194.50379068533238,False,-0.4853194296763993,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,85150,914,180,1.0,28622.095008766166,False,0.004525138157444791,0.2833333333333333,390712,0.0,0.0,12,0,0,13,5,5.0,16,29,8,94.0,27.0,7,4,8,200,1.1701335813850164,105.53073113504797
66,8,0,0,0,10.0,20,10.0,2.9455216242547455,8,2.375,23.120659631893428,4,43.0,44.0,0,,0,2.027,42330,687,0,0.0,6870.0,False,-0.15586092409849672,8,2.1700000000000004,42341,653,0,0.0,6530.0,False,-0.15879369178271696,0,0.2,82300,0,98,0.8,2265.824643925556,False,0.08898926218054924,0,11.810000000000002,39335,65,0,0.0,191.45890557655846,False,-0.4853393010143147,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,84978,908,190,1.0,29353.558945759232,False,0.006481769796689468,0.3,390297,0.0,0.0,10,0,0,11,2,2.0,18,29,8,52.0,27.0,4,4,8,372,1.1183161977678537,106.64904733281583
