index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
0,0,0,0,0,10.0,20,10.0,20.0,0,,28.0,0,,39.0,0,,0,0.2,40842,0,10,1.0,200.0,False,0.0,0,0.2,40842,0,10,1.0,200.0,False,0.0,0,0.2,56806,0,0,0.0,0.0,False,0.0,0,0.2,56806,0,0,0.0,0.0,False,0.0,0,0.2,84697,0,0,0.0,0.0,False,0.0,0,0.2,84697,0,0,0.0,0.0,False,0.0,0.3333333333333333,364690,0.0,0.0,11,0,0,0,0,0.0,894,894,97,0.0,0.0,0,0,97,200,3.6551702870056033,3.6551702870056033
1,97,0,0,0,10.0,20,10.0,20.0,0,,28.0,0,,39.0,0,,0,0.2,40792,0,15,0.5,300.0,False,0.0,0,0.2,40692,5,20,1.0,450.0,False,-0.0006106199013238239,0,0.2,56806,0,0,0.0,0.0,False,0.0,0,0.2,56806,0,0,0.0,0.0,False,0.0,0,0.2,84697,0,0,0.0,0.0,False,0.0,0,0.2,84697,0,0,0.0,0.0,False,0.0,0.25,364490,0.0,0.0,10,0,0,57,0,0.0,44,101,70,1256.0,138.0,81,16,70,200,6.5842183800414205,10.239388667047024
2,70,0,0,0,10.0,20,10.0,18.105263157894736,12,11.0,28.0,0,,39.0,0,,0,0.2,40824,0,13,1.0,235.36842105263156,False,-7.71309349047167e-06,0,0.2,40592,5,30,1.0,593.1578947368421,False,-0.0013047983154604098,0,0.2,56729,0,7,0.7,196.0,False,0.0003696792592331796,0,0.2,56751,0,5,0.5,140.0,False,0.00026405661373798544,0,0.2,84697,0,0,0.0,0.0,False,0.0,0,0.2,84697,0,0,0.0,0.0,False,0.0,0.5333333333333333,364290,0.0,0.0,14,0,0,23,0,0.0,30,53,42,436.0,192.0,30,40,42,332,3.5358975069830194,13.775286174030043
3,42,0,0,0,10.0,20,10.0,18.105263157894736,0,,28.0,0,,39.0,20,39.0,0,0.2,40704,2,23,1.0,436.42105263157896,False,-0.0004833538587321965,0,0.2,40512,3,40,1.0,754.2105263157895,False,-0.0012919431596430755,0,0.2,56729,0,7,0.0,196.0,False,0.0003696792592331796,0,0.2,56751,0,5,0.0,140.0,False,0.00026405661373798544,12,0.32000000000000006,84509,0,0,0.0,0.0,False,-0.0022196772022621816,8,0.28,84596,0,0,0.0,0.0,False,-0.0011924861565344698,0.3333333333333333,363801,0.0,0.0,11,0,0,19,10,10.0,26,45,29,322.0,100.0,23,19,29,200,2.9062152720289305,16.681501446058974
4,29,0,0,0,10.0,20,10.0,21.215252152521526,30,26.533333333333335,28.0,0,,39.0,20,39.0,0,0.2,41087,3,16,1.0,369.4440344403444,False,0.008053393024770908,0,0.2,40725,2,37,1.0,804.9643296432964,False,0.0045303640472289025,0,0.2,56729,0,7,0.0,196.0,False,0.0003696792592331796,0,0.2,55955,20,15,1.0,844.3050430504305,False,-0.007549334198408291,11,0.41800000000000004,84331,0,0,0.0,0.0,False,-0.004321286468233822,9,0.36200000000000004,84470,0,0,0.0,0.0,False,-0.0026801421537952937,0.5,363297,0.0,0.0,14,0,0,14,12,12.0,22,36,26,192.0,90.0,13,16,26,996,1.9967919850023463,18.67829343106132
5,26,0,0,0,10.0,20,10.0,21.215252152521526,0,,26.716216216216218,29,24.724137931034484,39.0,20,39.0,0,0.2,40967,5,26,1.0,601.5965559655597,False,0.007957556494132672,0,0.2,40645,0,47,1.0,997.1168511685117,False,0.004923023437649724,0,0.2,57093,0,0,0.0,0.0,False,0.005052283209520121,7,0.27,56070,10,10,1.0,479.31468368737745,False,-0.00873750410443106,8,0.48700000000000004,83900,11,10,1.0,683.8783783783783,False,-0.005372809081913333,12,0.4730000000000001,83878,8,0,0.0,213.72972972972974,False,-0.008408032576539113,0.6666666666666666,362553,0.0,0.0,13,0,0,16,12,11.538461538461538,16,32,22,161.0,73.0,11,15,22,709,1.751527915999759,20.42982134706108
6,22,0,0,0,10.0,20,10.0,25.11067048542263,63,29.634920634920636,24.758578431372545,15,16.066666666666666,39.0,20,39.0,17,0.37000000000000005,41736,2,10,1.0,271.10670485422634,False,0.02270415105337101,0,0.2,41135,3,37,1.0,959.0948079606374,False,0.016426833178162174,0,0.2,57093,0,0,0.0,0.0,False,0.005052283209520121,5,0.31300000000000006,54274,63,10,1.0,1829.5580248953513,False,-0.028469193175937855,3,0.5090000000000001,84158,8,10,1.0,588.0686274509803,False,-0.0028922593040426846,7,0.5310000000000001,83657,16,0,0.0,396.1372549019607,False,-0.009940509965512604,0.6666666666666666,362053,0.0,0.0,22,0,0,13,8,7.714285714285714,18,31,24,128.0,84.0,8,14,24,2100,1.6072813110076822,22.03710265806876
7,24,0,0,0,10.0,20,10.0,26.587026835337785,41,31.0,25.213834269662918,12,28.0,39.0,20,39.0,0,0.35300000000000004,41646,1,20,1.0,541.7405367067557,False,0.023811007482618766,4,0.24000000000000002,42200,4,10,1.0,305.87026835337787,False,0.03446180289621144,0,0.2,57093,0,0,0.0,0.0,False,0.005052283209520121,2,0.32800000000000007,53270,94,10,1.0,2751.318865218381,False,-0.038030147649734405,1,0.516,84232,9,10,1.0,616.9245084269662,False,-0.001848208859658673,9,0.6140000000000001,83501,17,0,0.0,428.6351825842696,False,-0.011590521608886633,0.6666666666666666,361942,0.0,0.0,18,0,0,17,9,7.398601398601398,18,35,27,165.0,96.0,12,12,27,1458,1.887619112036191,23.924721770104952
8,27,0,0,0,10.0,20,10.0,27.29230577798682,28,31.0,24.994586767221268,26,24.346153846153847,38.99999999999999,20,39.0,0,0.35300000000000004,41566,0,29,0.9,791.4768675616177,False,0.024906903272453977,18,0.41600000000000004,42460,6,10,1.0,332.9230577798682,False,0.04114262930218203,0,0.2,57093,0,0,0.0,0.0,False,0.005052283209520121,16,0.4860000000000001,52381,112,10,1.0,3306.684114806736,False,-0.04879164071747058,0,0.5150000000000001,84463,7,11,1.0,603.9621073705488,False,0.0008026382715476897,11,0.7150000000000001,82812,35,0,0.0,874.8105368527443,False,-0.01709145225419586,0.65,360775,0.0,0.0,16,0,0,15,12,10.376623376623376,18,33,21,167.0,94.0,11,16,21,551,1.7475185340153985,25.67224030412035
9,21,0,0,0,10.000000000000002,20,10.0,28.184960626292842,50,31.0,26.42406334085288,84,28.0,38.99999999999999,20,39.0,0,0.35300000000000004,42200,1,15,1.0,432.77440939439265,False,0.036011606777812406,16,0.558,42753,5,10,1.0,331.84960626292843,False,0.04828598512851018,0,0.2,57093,0,0,0.0,0.0,False,0.005052283209520121,74,1.2100000000000002,49699,152,10,1.0,4548.354648605041,False,-0.08507591936938838,0,0.5150000000000001,82848,70,10,1.0,2239.6844338597016,False,-0.008609015467727814,9,0.794,82378,46,0,0.0,1215.5069136792324,False,-0.0202043347835269,0.6666666666666666,356971,0.0,0.0,18,0,0,13,9,8.093782929399367,21,34,26,195.0,57.0,12,9,26,1373,1.6533908949932083,27.32563119911356
10,26,0,0,0,10.000000000000002,20,10.0,28.184960626292842,0,,26.342108802354566,3,22.0,39.0,20,39.0,0,0.35300000000000004,42080,3,25,1.0,734.624015657321,False,0.036766938787276125,0,0.542,42673,3,20,1.0,593.6992125258569,False,0.04952981305903296,0,0.2,57093,0,0,0.0,0.0,False,0.005052283209520121,0,1.1360000000000003,49765,142,17,1.0,4450.080258573611,False,-0.08477907035723684,0,0.5150000000000001,83238,60,10,1.0,1970.526528141274,False,-0.00559331187561964,10,0.8850000000000002,82161,49,0,0.0,1290.7633313153738,False,-0.022322140504885866,0.6666666666666666,357010,0.0,0.0,17,0,0,18,6,6.0,17,35,30,195.0,126.0,14,12,30,656,2.001537858042866,29.327169057156425
11,30,0,0,0,10.000000000000002,20,10.0,28.43891212303371,24,30.416666666666668,26.375544997342672,3,28.0,39.0,20,39.0,0,0.35300000000000004,42700,4,11,1.0,352.8280333533708,False,0.047247667839301656,0,0.542,42583,2,30,1.0,873.1673636910112,False,0.0507445577120196,0,0.2,57093,0,0,0.0,0.0,False,0.005052283209520121,0,1.1360000000000003,49119,156,24,1.0,5069.483371129483,False,-0.09069919224087704,0,0.5150000000000001,83550,50,12,1.0,1786.7772498671336,False,-0.002994337167390075,12,0.9950000000000001,81881,52,0,0.0,1371.528339861819,False,-0.025151254826842717,0.6666666666666666,356926,0.0,0.0,18,0,0,14,5,5.0,23,37,35,229.0,104.0,15,15,35,1326,2.1530328469816595,31.480201904138085
12,35,0,0,0,10.000000000000002,20,10.0,28.44709310536907,1,30.0,26.375544997342672,0,,39.00000000000001,20,39.0,0,0.35300000000000004,42620,2,21,1.0,617.3889552127505,False,0.04852460743506364,0,0.542,42493,4,39,1.0,1149.4366311093938,False,0.051920236323450136,0,0.2,57093,0,0,0.0,0.0,False,0.005052283209520121,0,1.1360000000000003,49089,147,34,1.0,5078.491216398905,False,-0.09114801943105565,0,0.5150000000000001,83901,40,13,1.0,1562.0217998937069,False,-0.0001769732110127837,11,1.0930000000000002,81709,52,0,0.0,1371.528339861819,False,-0.027182023331040032,0.6666666666666666,356905,0.0,0.0,17,0,0,18,6,6.0,21,39,26,233.0,115.0,16,19,26,581,2.2216435029986314,33.701845407136716
