index,id,seller_name,buyer_name,seller_type,buyer_type,delivery_time,quantity,unit_price,signed_at,nullified_at,concluded_at,signatures,issues,seller,buyer,product_name,caller,is_buy,product,n_neg_steps,executed_at,breaches,erred_at,dropped_at
202,c945a908-1db0-41d3-bea0-f0fd439fa729,SELLER,00Dec@0,_SystemAgent,DecentralizingAgent,0,1,10,0,-1,-1,00Dec@0|SELLER,[],SELLER,00Dec@0,p0,SELLER,False,0,0,0,,-1,-1
335,afe12da9-c259-4f6b-b88a-4e66e37aff1c,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,0,2,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,False,0,0,0,,-1,-1
391,c5e63deb-f5ce-40e9-8258-78a720262db5,SELLER,00Dec@0,_SystemAgent,DecentralizingAgent,0,2,10,0,-1,-1,00Dec@0|SELLER,[],SELLER,00Dec@0,p0,SELLER,True,0,0,0,,-1,-1
45,3ee86374-9677-4bc5-9d13-ed92c2940849,SELLER,00Dec@0,_SystemAgent,DecentralizingAgent,0,3,10,0,-1,-1,00Dec@0|SELLER,[],SELLER,00Dec@0,p0,SELLER,True,0,0,0,,-1,-1
747,efb68c37-5d29-4e5e-b3de-c17a86d42e89,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,0,2,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,True,0,0,0,,-1,-1
78,4df42284-5b46-490a-b5ce-e7ae660d994e,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,0,3,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,False,0,0,0,,-1,-1
368,0728f756-a6f2-4e38-966c-d813b8d2b437,SELLER,00Dec@0,_SystemAgent,DecentralizingAgent,0,2,10,0,-1,-1,00Dec@0|SELLER,[],SELLER,00Dec@0,p0,SELLER,True,0,0,0,,-1,-1
257,28885420-7c44-4beb-81ee-566c5defd440,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,0,1,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,True,0,0,0,,-1,-1
672,cc742d47-8d5a-4bdd-8e35-4218544f061e,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,0,1,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,True,0,0,0,,-1,-1
867,e41d92a9-e7b0-4e7e-beaf-52c5bb973236,SELLER,00Dec@0,_SystemAgent,DecentralizingAgent,0,2,10,0,-1,-1,00Dec@0|SELLER,[],SELLER,00Dec@0,p0,SELLER,True,0,0,0,,-1,-1
30,40e00f07-b762-4828-a427-d7fd42ed9c42,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,0,1,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,False,0,0,0,,-1,-1
950,3f9b57e2-66da-480e-90c7-8e497782342c,00Dec@0,03Ind@1,DecentralizingAgent,IndDecentralizingAgent,1,5,10,-1,-1,1,,"[quantity: (1, 5), time: (1, 4), unit_price: (1, 20)]",00Dec@0,03Ind@1,p1,03Ind@1,True,1,17,-1,,-1,-1
851,7626d658-a364-444f-9b18-ce908a9986ff,SELLER,00Dec@0,_SystemAgent,DecentralizingAgent,1,4,10,0,-1,-1,00Dec@0|SELLER,[],SELLER,00Dec@0,p0,SELLER,False,0,0,1,,-1,-1
952,138afd5d-2691-40b3-a13d-d800aeee5eb6,03Ind@1,05Ran@2,IndDecentralizingAgent,RandomAgent,1,7,25,-1,-1,1,,"[quantity: (1, 8), time: (1, 3), unit_price: (1, 28)]",03Ind@1,05Ran@2,p2,05Ran@2,True,2,13,-1,,-1,-1
815,9d70f518-be86-42f4-9f27-a402b0102c73,SELLER,00Dec@0,_SystemAgent,DecentralizingAgent,1,1,10,0,-1,-1,00Dec@0|SELLER,[],SELLER,00Dec@0,p0,SELLER,False,0,0,1,,-1,-1
738,d6b51ce2-e89a-45c6-8147-5a4ed26fcf55,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,1,2,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,False,0,0,1,,-1,-1
105,cab959c7-4449-4380-87a6-24294e219629,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,1,3,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,True,0,0,1,,-1,-1
948,56f93e18-fad3-4d10-ba5c-3d34931c5151,00Dec@0,03Ind@1,DecentralizingAgent,IndDecentralizingAgent,1,5,10,-1,-1,1,,"[quantity: (1, 5), time: (1, 3), unit_price: (1, 20)]",00Dec@0,03Ind@1,p1,03Ind@1,True,1,17,-1,,-1,-1
955,f2d54100-8637-49a1-b1cd-fe49b2519397,03Ind@1,04Dec@2,IndDecentralizingAgent,DecentralizingAgent,1,8,14,-1,-1,1,,"[quantity: (1, 13), time: (1, 4), unit_price: (1, 28)]",03Ind@1,04Dec@2,p2,04Dec@2,True,2,17,-1,,-1,-1
36,e5b7e147-e204-4808-822f-4859e48eebac,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,1,1,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,False,0,0,1,,-1,-1
956,f14184a3-a5b9-448f-bef0-a715e20353d2,03Ind@1,05Ran@2,IndDecentralizingAgent,RandomAgent,1,1,27,-1,-1,1,,"[quantity: (1, 6), time: (1, 1), unit_price: (1, 28)]",03Ind@1,05Ran@2,p2,05Ran@2,True,2,10,-1,,-1,-1
959,80222187-c7f2-41d9-b427-8a1134ba5e0e,03Ind@1,04Dec@2,IndDecentralizingAgent,DecentralizingAgent,1,5,14,-1,-1,1,,"[quantity: (1, 9), time: (1, 3), unit_price: (1, 28)]",03Ind@1,04Dec@2,p2,04Dec@2,True,2,17,-1,,-1,-1
546,d688ea3b-e135-4a8f-9b0e-fd8795c44053,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,1,1,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,False,0,0,1,,-1,-1
719,0e1f960a-fe05-43d3-8352-cdfe0007a3db,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,1,2,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,False,0,0,1,,-1,-1
