index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,25,0,0,0,10.000000000000002,20,10.0,6.653475598910512,16,7.25,38.18272955064108,15,41.0,40.99999999999999,0,,10,2.838000000000001,14475,310,0,0.0,3100.0000000000005,False,-0.2740327987677811,6,2.3840000000000003,13666,310,0,0.0,3100.0000000000005,False,-0.3106822506115792,0,0.2,35566,5,128,1.0,4920.6567604766105,False,0.16302692623679682,0,0.2,35130,10,152,1.0,5870.309647686549,False,0.16421442451196702,0,0.2,50424,0,0,0.0,0.0,False,0.0,0,0.7310000000000001,49054,5,35,1.0,1625.9136477532052,False,-0.011047183407175145,0.5,198315,0.0,0.0,12,0,0,11,5,5.0,19,30,27,190.0,157.0,11,14,27,815,1.0012127459049225,33.84411691874266
31,27,0,0,0,10.000000000000002,20,10.0,6.619134337701059,17,6.294117647058823,38.35342085105664,5,41.0,40.99999999999999,0,,10,2.928000000000001,14200,323,0,0.0,3230.0000000000005,False,-0.28354625351091783,7,2.448000000000001,13442,317,0,0.0,3170.0000000000005,False,-0.3192443598804023,0,0.2,35515,3,138,1.0,5312.62948045892,False,0.1674613023069934,0,0.2,35279,9,157,1.0,6081.059282655202,False,0.17199442259993886,0,0.2,50424,0,0,0.0,0.0,False,0.0,0,0.7310000000000001,48849,0,45,1.0,1844.9999999999998,False,-0.01294026653974298,0.5,197709,0.0,0.0,11,0,0,14,5,5.0,12,26,21,225.0,127.0,15,12,21,405,1.216068897396326,35.06018581613898
32,21,0,0,0,10.000000000000002,20,10.0,6.581371090085168,19,6.2631578947368425,38.52034947545797,5,41.0,40.99999999999999,0,,10,3.0180000000000007,13980,330,0,0.0,3300.0000000000005,False,-0.2919271541179668,9,2.5310000000000006,13127,330,0,0.0,3300.0000000000005,False,-0.33056990124127933,0,0.2,35650,3,143,1.0,5528.154088260745,False,0.1748861342100066,0,0.2,35230,8,167,1.0,6485.549331122163,False,0.17668138810744685,0,0.2,50424,0,0,0.0,0.0,False,0.0,0,0.7310000000000001,48644,0,50,0.5,2049.9999999999995,False,-0.014973028716484213,0.4166666666666667,197055,0.0,0.0,12,0,0,11,4,4.0,11,22,22,158.0,122.0,10,11,22,405,0.9240041747689247,35.98418999090791
33,22,0,0,0,10.000000000000002,20,10.0,6.7474916851579225,11,9.181818181818182,38.82517894050565,10,41.0,40.99999999999999,0,,10,3.108000000000001,13740,340,0,0.0,3400.0000000000005,False,-0.3005345655522334,1,2.5320000000000005,13006,340,0,0.0,3400.0000000000005,False,-0.33378635498776843,0,0.2,35599,0,152,0.9,5901.427198956859,False,0.17903454855268025,0,0.2,35590,3,167,1.0,6504.047358119918,False,0.18797478832456446,0,0.2,50424,0,0,0.0,0.0,False,0.0,0,0.7310000000000001,48234,0,60,1.0,2459.9999999999995,False,-0.01903855306996668,0.48333333333333334,196593,0.0,0.0,15,0,0,12,3,3.0,9,21,22,156.0,130.0,11,11,22,610,0.9099631505087018,36.89415314141661
34,22,0,0,0,10.000000000000002,20,10.0,6.796800461095553,13,7.384615384615385,38.900284859795384,5,40.0,40.99999999999999,0,,5,3.148000000000001,13570,351,0,0.0,3510.0000000000005,False,-0.30574431457823686,8,2.6110000000000007,12776,349,0,0.0,3490.0000000000005,False,-0.3421672555948174,0,0.2,35759,0,152,0.5,5912.843298688898,False,0.18410269296991827,0,0.2,35534,1,177,1.0,6892.147220644879,False,0.19219701524108274,0,0.2,50424,0,0,0.0,0.0,False,0.0,0,0.7310000000000001,48034,0,65,0.5,2664.9999999999995,False,-0.020972156116135173,0.3333333333333333,196097,0.0,0.0,11,0,0,6,3,3.0,6,12,23,166.0,119.0,12,10,23,400,0.973498604260385,37.867651745676994
35,23,0,0,0,10.0,20,10.0,6.3409699477963235,32,4.187500000000001,39.037082611245005,10,40.0,40.99999999999999,0,,5,3.193000000000001,13405,361,0,0.0,3610.0,False,-0.31095406360424027,27,2.8730000000000007,11901,359,0,0.0,3590.0,False,-0.37954154208571167,0,0.2,35879,10,157,1.0,6192.2316694434285,False,0.19204538276002303,0,0.2,35680,3,182,1.0,7123.77194508998,False,0.20020448900614715,0,0.2,50424,0,0,0.0,0.0,False,0.0,0,0.7310000000000001,47634,0,75,1.0,3074.9999999999995,False,-0.024839362208472156,0.5,194923,0.0,0.0,12,0,0,10,8,8.0,5,15,24,249.0,110.0,15,8,24,600,0.9199435357004404,38.787595281377435
36,24,0,0,0,10.0,20,10.0,6.520461156416237,20,8.0,39.08695963277801,16,39.3125,40.99999999999999,0,,15,3.338000000000001,13055,371,0,0.0,3710.0,False,-0.3245447132372927,5,2.896000000000001,11706,369,0,0.0,3690.0,False,-0.38611035607502037,0,0.2,36174,15,157,1.0,6234.459579692391,False,0.20171365885264858,0,0.2,35854,0,184,0.8,7192.000572431154,False,0.20656961971542617,0,0.2,50424,0,0,0.0,0.0,False,0.0,0,0.7310000000000001,47005,6,85,1.0,3719.5217577966678,False,-0.030922559120689863,0.4666666666666666,194218,0.0,0.0,12,0,0,8,4,4.0,5,13,27,202.0,131.0,13,11,27,829,0.9225202947854996,39.710115576162934
37,27,0,0,0,10.0,20,10.0,6.313020973896976,24,4.875,39.20013614902611,5,41.0,40.99999999999999,0,,10,3.423000000000001,12780,384,0,0.0,3840.0,False,-0.3340581679804295,14,3.031000000000001,11290,376,0,0.0,3760.0,False,-0.40337048110899704,0,0.2,36122,12,167,1.0,6622.178988574124,False,0.20605240684753687,0,0.2,35994,7,189,1.0,7453.016878983212,False,0.21484305234559595,0,0.2,50424,0,0,0.0,0.0,False,0.0,0,0.7310000000000001,46800,1,95,1.0,3934.2001361490256,False,-0.03285935133915372,0.5,193410,0.0,0.0,12,0,0,9,6,6.0,6,15,31,232.0,153.0,15,12,31,405,1.0901663210242987,40.80028189718723
38,31,0,0,0,10.0,20,10.0,6.260989605024584,15,5.666666666666667,39.40926651464839,10,41.0,40.99999999999999,8,41.0,5,3.463000000000001,12600,396,0,0.0,3960.0,False,-0.33949442783365047,10,3.1170000000000013,11005,384,0,0.0,3840.0,False,-0.4144695116426565,0,0.2,36462,12,167,1.0,6656.479383206575,False,0.21697576742119185,0,0.2,35979,2,199,1.0,7854.9660156250775,False,0.22053104379167293,0,0.2,50424,0,0,0.0,0.0,False,0.0,0,0.7310000000000001,46718,1,97,1.0,4016.4092665146477,False,-0.03367038249132709,0.5,193188,0.0,0.0,18,0,0,10,3,3.0,7,17,33,255.0,147.0,17,14,33,938,1.2042592577636242,42.00454115495086
39,33,0,0,0,10.0,20,10.0,6.280479451454715,24,6.416666666666667,39.50572396298752,5,41.0,40.99999999999999,0,,15,3.608000000000001,12250,406,0,0.0,4060.0,False,-0.3530850774667029,9,3.1970000000000005,10693,394,0,0.0,3940.0,False,-0.4263386789888557,0,0.2,36414,10,177,1.0,7055.317935963338,False,0.22160689283036664,0,0.2,36078,8,204,1.0,8109.411524061092,False,0.22745001718958105,0,0.2,50424,0,0,0.0,0.0,False,0.0,0,0.7310000000000001,46513,0,103,0.6,4222.999999999999,False,-0.035687371093130256,0.43333333333333335,192372,0.0,0.0,12,0,0,10,6,6.0,4,14,36,220.0,203.0,14,19,36,405,1.1634926674887538,43.16803382243961
40,36,0,0,0,9.999999999999998,20,10.0,6.438025312996903,11,8.909090909090908,39.60004527375881,5,41.0,40.99999999999999,8,41.0,10,3.693000000000001,11975,419,0,0.0,4189.999999999999,False,-0.3625985322098396,1,3.198000000000001,10604,401,0,0.0,4009.999999999999,False,-0.4287849959228051,0,0.2,36361,6,187,1.0,7443.836618070879,False,0.22592727884253247,0,0.2,36238,3,209,1.0,8295.723538154582,False,0.23519273822722314,0,0.2,50424,0,0,0.0,0.0,False,0.0,0,0.7310000000000001,46636,0,100,0.5,4099.999999999999,False,-0.03446771378708551,0.4166666666666667,192238,0.0,0.0,15,0,0,7,3,3.0,8,15,34,229.0,191.0,15,21,34,733,1.1568147698417306,44.32484859228134
41,34,0,0,0,9.999999999999998,20,10.0,6.353916048281034,11,5.090909090909091,39.62625778564863,5,40.0,40.99999999999999,4,41.0,5,3.733000000000001,11850,425,0,0.0,4249.999999999999,False,-0.3669022379269729,6,3.257000000000001,10338,415,0,0.0,4149.999999999999,False,-0.43766422034973274,0,0.2,36515,2,192,1.0,7620.9493269411,False,0.23334581182623415,0,0.2,36228,0,217,0.8,8598.897939485754,False,0.2395231517538194,0,0.2,50424,0,0,0.0,0.0,False,0.0,0,0.7310000000000001,46600,0,101,0.5,4140.999999999999,False,-0.03477510709186102,0.3833333333333333,191955,0.0,0.0,14,0,0,8,3,3.0,8,16,29,258.0,185.0,16,18,29,564,1.1670991461724043,45.491947738453746
42,29,0,0,0,9.999999999999998,20,10.0,6.373034539192451,16,6.5625,39.73733368954541,10,40.5,40.99999999999999,6,41.0,10,3.828000000000001,11585,437,0,0.0,4369.999999999999,False,-0.3761891818428921,6,3.311000000000001,10128,423,0,0.0,4229.999999999999,False,-0.44536558847512914,0,0.2,36712,0,193,0.6,7669.305402082264,False,0.24011049367020829,0,0.2,36331,2,222,1.0,8834.434148157465,False,0.24627529587957955,0,0.2,50424,0,0,0.0,0.0,False,0.0,0,0.7310000000000001,46441,0,105,1.0,4304.999999999999,False,-0.03630215770268126,0.43333333333333335,191621,0.0,0.0,13,0,0,7,4,4.0,4,11,28,185.0,178.0,11,18,28,851,0.9800145830959082,46.471962321549654
43,28,0,0,0,9.999999999999998,20,10.0,6.247715057859488,27,5.518518518518518,39.73733368954541,0,,40.99999999999999,8,41.0,10,3.918000000000001,11370,444,0,0.0,4439.999999999999,False,-0.3843435716227236,17,3.475,9585,436,0,0.0,4359.999999999999,False,-0.467020023557126,0,0.2,36608,7,203,1.0,8110.412744382735,False,0.24367526217859573,0,0.2,36286,2,232,1.0,9231.556846090254,False,0.2509719361097727,0,0.2,50424,0,0,0.0,0.0,False,0.0,0,0.7310000000000001,46769,0,97,0.0,3976.999999999999,False,-0.033049738219895285,0.3333333333333333,191042,0.0,0.0,13,0,0,6,6,6.0,8,14,24,199.0,136.0,14,14,24,528,1.0962477894499898,47.568210110999644
44,24,0,0,0,9.999999999999998,20,10.0,6.328335293546721,5,9.0,39.83172828079083,10,40.5,40.99999999999999,9,41.0,5,3.958000000000001,11185,456,0,0.0,4559.999999999999,False,-0.3900063423031621,0,3.458000000000001,9505,444,0,0.0,4439.999999999999,False,-0.46883211017486637,0,0.2,36968,2,203,1.0,8098.497511587631,False,0.25450357095038584,0,0.2,36286,0,234,0.2,9320.624417705054,False,0.2523339921963704,0,0.2,50424,0,0,0.0,0.0,False,0.0,0,0.7310000000000001,46733,0,98,1.0,4017.999999999999,False,-0.03335713152467079,0.3666666666666667,191101,0.0,0.0,17,0,0,7,1,1.0,5,12,23,189.0,145.0,12,12,23,974,0.9653868535533547,48.533596964553
45,23,0,0,0,10.0,20,10.0,6.571106371786843,31,7.774193548387097,39.84255434789137,5,40.0,40.99999999999999,10,41.0,20,4.1530000000000005,10715,466,0,0.0,4660.0,False,-0.40903325178943556,11,3.568000000000001,9175,454,0,0.0,4540.0,False,-0.48151671649904865,0,0.2,36918,0,210,0.7,8366.936413057188,False,0.25707940440814153,0,0.2,36295,16,239,1.0,9627.508191094628,False,0.2573022417282639,0,0.2,50424,0,0,0.0,0.0,False,0.0,0,0.7310000000000001,46943,0,93,0.5,3812.9999999999995,False,-0.031225210217356813,0.3666666666666667,190470,0.0,0.0,17,0,0,7,7,7.0,6,13,24,223.0,131.0,13,10,24,810,1.0046486044302583,49.53824556898326
46,24,0,0,0,10.0,20,10.0,6.406873423908033,13,4.3076923076923075,39.98733568265938,10,41.0,40.99999999999999,8,41.0,5,4.183000000000001,10520,479,0,0.0,4790.0,False,-0.4149225332970916,8,3.6370000000000013,8930,461,0,0.0,4610.0,False,-0.4910301712421854,0,0.2,36867,0,218,0.8,8717.239178819744,False,0.2608765472660225,0,0.2,36700,11,239,1.0,9627.44883581858,False,0.26968817035445586,0,0.2,50424,0,0,0.0,0.0,False,0.0,0,0.7310000000000001,46861,0,95,1.0,3894.9999999999995,False,-0.032038315088053305,0.4666666666666666,190302,0.0,0.0,16,0,0,7,3,3.0,4,11,28,167.0,130.0,11,13,28,938,1.6252713929861784,51.163516961969435
47,28,0,0,0,10.0,20,10.0,6.530089456693557,21,7.476190476190476,40.0531358696606,5,41.0,40.99999999999999,9,41.0,15,4.328000000000001,10170,489,0,0.0,4890.0,False,-0.42851318293014407,6,3.6890000000000005,8704,471,0,0.0,4710.0,False,-0.49900335236024285,0,0.2,36811,0,226,0.8,9052.008706543296,False,0.2642832258769162,0,0.2,36804,14,244,1.0,9864.386404590896,False,0.27649232940712776,0,0.2,50424,0,0,0.0,0.0,False,0.0,0,0.7310000000000001,47025,0,91,0.5,3730.9999999999995,False,-0.03041210534666032,0.3833333333333333,189938,0.0,0.0,15,0,0,6,5,5.0,8,14,27,221.0,134.0,14,14,27,774,1.00551547575742,52.169032437726855
48,27,0,0,0,10.0,20,10.0,6.414415743218788,12,4.833333333333333,40.22170709294707,15,41.0,40.99999999999999,10,41.0,5,4.363000000000001,9995,500,0,0.0,5000.0,False,-0.43394944278336506,7,3.753000000000001,8461,480,0,0.0,4800.0,False,-0.5079731811180574,0,0.2,37216,0,221,0.5,8888.997267541303,False,0.2741772276049257,0,0.2,36956,11,249,1.0,10085.763639319228,False,0.28452660324380996,0,0.2,50424,0,0,0.0,0.0,False,0.0,0,0.7310000000000001,46820,5,91,1.0,3932.108535464735,False,-0.032483454947398696,0.4166666666666667,189872,0.0,0.0,19,0,0,8,4,4.0,5,13,24,201.0,116.0,13,14,24,1225,1.0486420523375273,53.21767449006438
49,24,0,0,0,10.0,20,10.0,6.4295747512122015,27,6.518518518518518,40.22170709294707,0,,40.99999999999999,14,41.0,15,4.508000000000001,9635,511,0,0.0,5110.0,False,-0.44776660324363504,12,3.866000000000001,8100,489,0,0.0,4890.0,False,-0.5222886653982061,0,0.2,37100,7,231,1.0,9336.22136172926,False,0.2774685184996522,0,0.2,36896,11,259,1.0,10488.147459336626,False,0.28884492689222885,0,0.2,50424,0,0,0.0,0.0,False,0.0,0,0.7310000000000001,47394,0,82,0.5,3361.9999999999995,False,-0.0267531334285261,0.4166666666666667,189549,0.0,0.0,18,0,0,5,6,6.0,6,11,27,171.0,126.0,11,13,27,774,1.051770650781691,54.269445140846074
50,27,0,0,0,10.0,20,10.0,6.344478700833656,18,5.555555555555555,40.25413102864903,10,40.5,40.99999999999999,9,41.0,10,4.593000000000001,9375,522,0,0.0,5220.0,False,-0.4570535471595542,8,3.934000000000001,7830,498,0,0.0,4980.0,False,-0.5324816526229954,0,0.2,37250,7,236,1.0,9544.386273667005,False,0.2852395747746974,0,0.2,37051,9,264,1.0,10684.190899870846,False,0.2965835407981229,0,0.2,50424,0,0,0.0,0.0,False,0.0,0,0.7310000000000001,47358,0,83,1.0,3402.9999999999995,False,-0.0270605267333016,0.5,189288,0.0,0.0,18,0,0,7,5,5.0,4,11,28,160.0,126.0,11,16,28,974,0.8894378570839763,55.15888299793005
51,28,0,0,0,10.000000000000002,20,10.0,6.332517563207728,12,6.166666666666667,39.98355171245274,6,36.5,40.99999999999999,10,41.0,5,4.633000000000001,9205,533,0,0.0,5330.000000000001,False,-0.46226329618555767,7,3.9960000000000018,7600,507,0,0.0,5070.000000000001,False,-0.5408625532300444,0,0.2,37435,2,241,1.0,9648.700997827525,False,0.2924929807595353,0,0.2,37011,6,273,1.0,10953.504722878844,False,0.2994786017078365,0,0.2,50424,0,0,0.0,0.0,False,0.0,0,0.7310000000000001,47549,0,79,0.6,3238.9999999999995,False,-0.024898857686815802,0.43333333333333335,189224,0.0,0.0,17,0,0,8,3,3.0,6,14,29,217.0,110.0,14,14,29,829,0.9616525582969189,56.12053555622697
52,29,0,0,0,10.000000000000002,20,10.0,5.941505915631982,38,4.2894736842105265,40.04436623590633,10,40.5,40.99999999999999,9,41.0,5,4.678000000000001,9010,546,0,0.0,5460.000000000001,False,-0.4681525776932137,33,4.319000000000001,6513,514,0,0.0,5140.000000000001,False,-0.588520431276615,0,0.2,37526,16,246,1.0,9945.97818868307,False,0.2998222747229489,0,0.2,37162,10,278,1.0,11191.748872738279,False,0.30774022621633035,0,0.2,50424,0,0,0.0,0.0,False,0.0,0,0.7310000000000001,47513,0,80,1.0,3279.9999999999995,False,-0.025206250991591305,0.5,188148,0.0,0.0,17,0,0,7,8,8.0,6,13,29,191.0,93.0,13,16,29,974,0.8880829261615872,57.008618482388556
53,29,0,0,0,10.000000000000002,20,10.0,5.874429298446937,24,5.375,39.70800469961074,1,14.0,40.999999999999986,6,41.0,10,4.7730000000000015,8775,555,0,0.0,5550.000000000001,False,-0.4767599891274803,14,4.426000000000001,6073,525,0,0.0,5250.000000000001,False,-0.6059617649723656,0,0.2,37502,15,256,1.0,10253.365642577053,False,0.30378892896037835,0,0.2,37071,15,287,1.0,11484.313788264986,False,0.3094310280808813,0,0.2,50424,0,0,0.0,0.0,False,0.0,0,0.7310000000000001,47745,0,75,0.1,3074.999999999999,False,-0.022638029509757258,0.35000000000000003,187590,0.0,0.0,14,0,0,9,5,5.0,6,15,23,229.0,68.0,15,14,23,460,0.8626960879191756,57.87131457030773
54,23,0,0,0,10.000000000000002,20,10.0,5.886835868755884,20,6.0,39.80739332757902,10,40.5,40.999999999999986,9,41.0,10,4.863000000000001,8540,564,0,0.0,5640.000000000001,False,-0.4853674005617469,10,4.512000000000001,5748,536,0,0.0,5360.000000000001,False,-0.6181933496421129,0,0.2,37627,20,261,1.0,10507.466375873242,False,0.3114978342285486,0,0.2,37231,10,292,1.0,11682.627210340634,False,0.31735727933601415,0,0.2,50424,0,0,0.0,0.0,False,0.0,0,0.7310000000000001,47709,0,76,1.0,3115.999999999999,False,-0.02294542281453276,0.5,187279,0.0,0.0,15,0,0,6,4,4.0,5,11,18,179.0,47.0,11,12,18,974,0.6029294645413756,58.47424403484911
55,18,0,0,0,10.000000000000002,20,10.0,5.996840719071821,13,7.538461538461538,39.81994622059544,5,40.0,40.999999999999986,8,41.0,10,4.953,8315,572,0,0.0,5720.000000000001,False,-0.49374830116879587,3,4.532000000000002,5563,548,0,0.0,5480.000000000001,False,-0.6238561203225514,0,0.2,37530,22,271,1.0,10923.135921600946,False,0.3148876914852114,0,0.2,37430,1,297,1.0,11832.520868235917,False,0.32573588310857476,0,0.2,50424,0,0,0.0,0.0,False,0.0,0,0.7310000000000001,47837,0,73,0.5,2992.999999999999,False,-0.02162660637791528,0.4166666666666667,187099,0.0,0.0,14,0,0,4,4,4.0,2,6,11,88.0,36.0,6,12,11,728,0.3826336618512869,58.856877696700394
56,11,0,0,0,10.000000000000002,20,10.0,6.045924278551272,30,6.333333333333333,39.95602560669658,9,41.0,40.999999999999986,9,41.0,15,5.093000000000001,7950,583,0,0.0,5830.000000000001,False,-0.5077919724562834,15,4.679000000000001,5120,557,0,0.0,5570.000000000001,False,-0.6418863821690677,0,0.2,37460,22,281,1.0,11360.653529609866,False,0.319437446929439,0,0.2,37679,11,298,1.0,11973.400797859644,False,0.3355058844791358,0,0.2,50424,0,0,0.0,0.0,False,0.0,0,0.7310000000000001,47837,0,73,0.9,2992.999999999999,False,-0.02162660637791528,0.48333333333333334,186470,0.0,0.0,18,0,0,0,7,7.0,0,0,10,0.0,32.0,0,11,10,938,0.1524245161563158,59.00930221285671
57,10,0,0,0,10.000000000000002,20,10.0,6.045924278551272,0,,39.95602560669658,0,,40.999999999999986,7,41.0,0,5.078,7860,592,0,0.0,5920.000000000001,False,-0.5098305699012413,0,4.664000000000002,5010,568,0,0.0,5680.000000000001,False,-0.6443780012684607,0,0.2,37460,12,291,1.0,11699.75454289132,False,0.32462311204568317,0,0.2,37679,1,308,1.0,12312.501811141097,False,0.34069154959538,0,0.2,50424,0,0,0.0,0.0,False,0.0,0,0.7310000000000001,48124,0,66,0.0,2705.999999999999,False,-0.01878073933047755,0.3333333333333333,186557,0.0,0.0,13,0,0,0,0,0.0,0,0,9,0.0,30.0,0,10,9,487,0.12362808547914028,59.13293029833585
58,9,0,0,0,10.000000000000002,0,,6.002675176713914,2,2.0,39.95602560669658,0,,40.999999999999986,12,41.0,0,5.078000000000001,7860,592,0,0.0,5920.000000000001,False,-0.5098305699012413,2,4.684000000000002,4970,568,0,0.0,5680.000000000001,False,-0.6461900878862009,0,0.2,37456,4,301,1.0,12050.774408322526,False,0.32986870577933886,0,0.2,37679,0,309,0.1,12346.411912469242,False,0.34121011610700447,0,0.2,50424,0,0,0.0,0.0,False,0.0,0,0.7310000000000001,48616,0,54,0.0,2213.999999999999,False,-0.013902110106298588,0.18333333333333335,187005,0.0,0.0,7,0,0,0,1,1.0,0,0,6,0.0,27.0,0,9,6,492,0.11620567832142115,59.24913597665727
59,6,0,0,0,10.000000000000002,0,,6.002675176713914,0,,39.95602560669658,0,,40.999999999999986,13,41.0,0,5.078,7860,592,0,0.0,5920.000000000001,False,-0.5098305699012413,0,4.682000000000001,4970,568,0,0.0,5680.000000000001,False,-0.6461900878862009,0,0.2,37456,0,305,0.4,12186.587810042456,False,0.33194561735445405,0,0.2,37679,0,309,0.0,12346.411912469242,False,0.34121011610700447,0,0.2,50424,0,0,0.0,0.0,False,0.0,0,0.7310000000000001,49149,0,41,0.0,1680.9999999999993,False,-0.008616928446771378,0.06666666666666667,187538,0.0,0.0,7,0,0,0,0,0.0,0,0,4,0.0,18.0,0,6,4,533,0.10156614892184734,59.35070212557912
60,4,0,0,0,10.000000000000002,0,,6.002675176713914,0,,39.95602560669658,0,,40.999999999999986,7,41.0,0,5.078000000000001,7860,592,0,0.0,5920.000000000001,False,-0.5098305699012413,0,4.682000000000001,4970,568,0,0.0,5680.000000000001,False,-0.6461900878862009,0,0.2,37456,0,305,0.0,12186.587810042456,False,0.33194561735445405,0,0.2,37679,0,309,0.0,12346.411912469242,False,0.34121011610700447,0,0.2,50424,0,0,0.0,0.0,False,0.0,0,0.7310000000000001,49436,0,34,0.0,1393.9999999999995,False,-0.00577106139933365,0.0,187825,0.0,0.0,4,0,0,0,0,0.0,0,0,0,0.0,12.0,0,4,0,287,0.08450572099536657,59.435207846574485
