index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,15,0,0,0,10.000000000000002,20,10.0,10.641648356315835,10,9.0,11.04189103471784,75,3.7866666666666666,25.0,13,25.0,5,0.7090000000000001,18716,97,0,0.0,970.0000000000002,False,-0.05581235247836349,5,0.7810000000000001,18418,123,0,0.0,1230.0000000000002,False,-0.064073564122738,0,0.2,26427,11,57,1.0,746.445920898391,False,-0.0010726094729883728,64,2.4780000000000006,20047.0,19,0,0.0,202.19131877000086,False,-0.24901801560307882,0,0.227,32462,185,13,1.0,2367.7498414228003,False,0.005074528638768117,0,0.2,33468,0,4,0.0,100.0,False,0.001254630182817541,0.3333333333333333,149538,0.0,0.0,16,0,0,13,5,5.0,17,30,11,162.0,12.0,14,1,11,665,1.0949735469766892,12.320430824940559
11,11,0,0,0,10.000000000000002,20,10.0,10.394311452151978,10,8.0,10.751628686382904,9,4.0,25.0,11,25.0,5,0.754,18541,109,0,0.0,1090.0000000000002,False,-0.06146734854445319,5,0.8260000000000001,18283,131,0,0.0,1310.0000000000002,False,-0.06874508261211644,0,0.2,26347,11,67,1.0,834.6965479613264,False,-0.0024097702493322865,9,2.5040000000000004,19867.0,19,0,0.0,197.4919175908876,False,-0.255814754228803,0,0.227,32701,184,12,1.0,2278.2996782944547,False,0.010877937601482462,0,0.2,33468,0,4,0.0,100.0,False,0.001254630182817541,0.3333333333333333,149207,0.0,0.0,11,0,0,15,3,3.0,14,29,8,124.0,0.0,11,0,8,475,0.7529575019725598,13.073388326913118
12,8,0,0,0,10.000000000000002,20,10.0,10.34418254039503,14,10.0,9.87564184156607,23,2.391304347826087,25.0,9,25.0,5,0.7990000000000002,18396,118,0,0.0,1180.0000000000002,False,-0.06638473642800945,9,0.911,18086,142,0,0.0,1420.0000000000002,False,-0.07572777340676633,0,0.2,26267,11,77,1.0,874.2104297449328,False,-0.0046552158160025866,23,2.7250000000000005,19231.0,23,0,0.0,237.91619842908568,False,-0.27876707670004314,0,0.227,32871,197,13,1.0,2270.5014427885158,False,0.015839727607666956,0,0.2,33468,0,4,0.0,100.0,False,0.001254630182817541,0.3333333333333333,148319,0.0,0.0,12,0,0,11,6,6.0,11,22,5,86.0,0.0,8,0,5,425,0.658839698007796,13.732228024920914
13,5,0,0,0,10.000000000000002,20,10.0,11.69486230047237,52,14.26923076923077,9.744681421532704,24,8.666666666666666,24.999999999999996,8,25.0,46,1.2540000000000002,17898,130,0,0.0,1300.0000000000002,False,-0.08792289535798584,6,0.9620000000000002,17946,150,0,0.0,1500.0000000000002,False,-0.08064516129032258,0,0.2,26195,13,86,1.0,990.0758121579532,False,-0.00517954802344559,23,2.9320000000000013,18058.0,63,0,0.0,736.7763249297593,False,-0.3131913913129495,0,0.227,32863,211,15,1.0,2431.1277799434006,False,0.01799987722462963,0,0.2,33468,0,4,0.0,99.99999999999999,False,0.001254630182817541,0.3333333333333333,146428,0.0,0.0,12,0,0,10,6,6.0,11,21,6,73.0,0.0,5,0,6,430,0.4349323729984462,14.16716039791936
14,6,0,0,0,10.000000000000002,20,10.0,11.72628669555315,1,16.0,9.520390138792433,11,5.454545454545454,24.999999999999993,11,25.0,1,1.2180000000000002,17785,141,0,0.0,1410.0000000000002,False,-0.09077498033044847,0,0.9560000000000002,17856,159,0,0.0,1590.0000000000002,False,-0.08285798583792289,0,0.2,26225,3,95,1.0,939.6159232719406,False,-0.005001753265646432,10,3.0090000000000012,17832.0,64,0,0.0,750.4823485154016,False,-0.3213596789199112,0,0.227,33078,212,14,1.0,2368.3227094239955,False,0.02348432771872385,0,0.2,33468,0,4,0.0,99.99999999999997,False,0.001254630182817541,0.3333333333333333,146244,0.0,0.0,15,0,0,9,2,2.0,13,22,8,98.0,0.0,6,0,8,505,0.5060202599852346,14.673180657904595
15,8,0,0,0,10.000000000000002,20,10.0,11.484254455195963,10,8.5,8.833814944344052,24,3.4166666666666665,24.999999999999996,11,25.0,5,1.2670000000000001,17650,149,0,0.0,1490.0000000000002,False,-0.0954464988198269,5,1.006,17686,171,0,0.0,1710.0000000000002,False,-0.08826711250983478,0,0.2,26140,3,105,1.0,962.0033325217133,False,-0.007752742694067697,24,3.2390000000000003,17177.0,64,0,0.0,734.9922851325416,False,-0.3460622407631194,0,0.227,33271,226,13,1.0,2321.442177421756,False,0.02854944105361696,0,0.2,33468,0,4,0.0,99.99999999999999,False,0.001254630182817541,0.3333333333333333,145392,0.0,0.0,12,0,0,12,5,5.0,12,24,12,87.0,10.0,7,1,12,475,0.7810167569550686,15.454197414859664
16,12,0,0,0,10.000000000000002,20,10.0,10.895347369849711,32,8.6875,8.833814944344052,0,,24.999999999999996,10,25.0,16,1.4220000000000002,17370,156,0,0.0,1560.0000000000002,False,-0.10749409913453974,16,1.161,17346,184,0,0.0,1840.0000000000002,False,-0.10178992918961448,0,0.2,25862,25,115,1.0,1288.2724028458088,False,-0.012034134651947323,0,3.2150000000000007,17177.0,64,0,0.0,697.3022316703815,False,-0.3467646533290399,0,0.227,33521,216,13,1.0,2233.104027978315,False,0.034698052753888146,0,0.2,33468,0,4,0.0,99.99999999999999,False,0.001254630182817541,0.3333333333333333,144744,0.0,0.0,13,0,0,15,4,4.0,13,28,7,170.0,0.0,12,0,7,450,0.8838112759985961,16.33800869085826
17,7,0,0,0,10.000000000000002,20,10.0,10.766212672328773,10,9.0,8.281848190318156,39,5.564102564102564,25.0,12,25.0,5,1.4560000000000002,17220,166,0,0.0,1660.0000000000002,False,-0.11241148701809599,5,1.1950000000000003,17196,194,0,0.0,1940.0000000000005,False,-0.10670731707317073,0,0.2,25912,25,114,1.0,1213.286010504489,False,-0.011567967302089357,28,3.4950000000000014,16303.0,64,0,0.0,689.0376110290415,False,-0.37949536674812634,0,0.227,33604,245,11,1.0,2304.0528066279485,False,0.038237137152406966,0,0.2,33468,0,4,0.0,100.0,False,0.001254630182817541,0.3333333333333333,143703,0.0,0.0,15,0,0,13,6,6.0,12,25,11,81.0,0.0,7,0,11,640,0.794269782025367,17.132278472883627
18,11,0,0,0,10.000000000000002,20,10.0,10.777965871975853,16,10.875,7.7910037160496595,38,5.105263157894737,24.999999999999996,4,25.0,5,1.5010000000000001,17050,178,0,0.0,1780.0000000000002,False,-0.11782061369000786,11,1.3000000000000003,17011,202,0,0.0,2020.0000000000005,False,-0.1138375295043273,0,0.2,25932,25,114,1.0,1157.6235704290575,False,-0.0118598611497063,28,3.747000000000001,15631.0,70,0,0.0,754.4576110383098,False,-0.40332368684933634,0,0.227,33510,273,17,1.0,2551.944014481557,False,0.03913167664119906,0,0.2,33468,0,4,0.0,99.99999999999999,False,0.001254630182817541,0.3333333333333333,142602,0.0,0.0,8,0,0,11,4,4.0,14,25,13,118.0,13.0,9,2,13,410,0.9040970040368848,18.03637547692051
19,13,0,0,0,10.000000000000002,20,10.0,10.618985571904474,10,8.5,8.241146678993713,43,10.558139534883722,24.999999999999996,12,25.0,5,1.5460000000000003,16910,187,0,0.0,1870.0000000000002,False,-0.12249213217938631,5,1.3390000000000002,16846,213,0,0.0,2130.0000000000005,False,-0.11924665617623918,0,0.2,25847,25,124,1.0,1287.3768274928323,False,-0.012609921586849496,43,4.149000000000001,14931.0,70,0,0.0,743.3289900333132,False,-0.42962225595375686,0,0.227,33356,306,15,1.0,2896.790883772076,False,0.03968202419303494,0,0.2,33468,0,4,0.0,99.99999999999999,False,0.001254630182817541,0.3333333333333333,141358,0.0,0.0,13,0,0,12,5,5.0,14,26,13,136.0,30.0,10,3,13,500,0.8871059319935739,18.923481408914085
20,13,0,0,0,10.000000000000002,20,10.0,10.466493878096777,10,8.5,8.16141305264765,6,5.0,24.999999999999996,12,25.0,5,1.5910000000000002,16790,194,0,0.0,1940.0000000000005,False,-0.12667191188040913,5,1.3840000000000003,16661,226,0,0.0,2260.0000000000005,False,-0.1251475216365067,0,0.2,25762,25,134,1.0,1355.2916960072046,False,-0.014512436244228197,6,4.166000000000001,14817.0,70,0,0.0,732.6545714667744,False,-0.4340703236895379,0,0.227,33626,302,13,1.0,2789.7467418995902,False,0.04614868475773083,0,0.2,33468,0,4,0.0,99.99999999999999,False,0.001254630182817541,0.3333333333333333,141124,0.0,0.0,13,0,0,7,3,3.0,20,27,13,144.0,3.0,12,1,13,500,0.7316163110081106,19.655097719922196
21,13,0,0,0,10.000000000000002,20,10.0,9.93768632217155,46,8.5,7.504869029003563,24,1.5,25.0,8,25.0,23,1.8160000000000003,16500,200,0,0.0,2000.0000000000005,False,-0.1394571203776554,23,1.6090000000000002,16268,240,0,0.0,2400.0000000000005,False,-0.14103068450039338,0,0.2,25371,61,144,1.0,1686.9000058289776,False,-0.02290618349865864,24,4.400000000000001,14133.0,70,0,0.0,695.6380425520084,False,-0.4602549844841029,0,0.227,33790,316,15,1.0,2746.538613165126,False,0.05040235710905025,0,0.2,33468,0,4,0.0,100.0,False,0.001254630182817541,0.3333333333333333,139530,0.0,0.0,12,0,0,11,4,4.0,15,26,13,136.0,6.0,11,2,13,400,0.7311466410174035,20.3862443609396
22,13,0,0,0,10.000000000000002,20,10.0,10.078882193284795,16,11.4375,7.810278477379661,26,10.384615384615385,25.000000000000004,8,25.0,8,1.8730000000000004,16339,209,0,0.0,2090.0000000000005,False,-0.14516129032258066,8,1.6660000000000004,16084,251,0,0.0,2510.0000000000005,False,-0.14737411487018096,0,0.2,25281,61,154,1.0,1817.59469930684,False,-0.023825064309015567,26,4.636000000000002,13637.0,76,0,0.0,765.9950466896444,False,-0.4774312302603592,0,0.227,33720,332,17,1.0,3018.0124544900477,False,0.05236606008020741,0,0.2,33468,0,4,0.0,100.00000000000001,False,0.001254630182817541,0.3333333333333333,138529,0.0,0.0,11,0,0,15,7,7.0,12,27,8,147.0,6.0,11,2,8,400,0.9488755680504255,21.335119928990025
23,8,0,0,0,10.000000000000002,20,10.0,9.981994464246604,10,8.5,7.956656892589281,53,8.566037735849056,25.000000000000004,7,25.0,5,1.9150000000000003,16159,222,0,0.0,2220.0000000000005,False,-0.15081628638867034,5,1.7080000000000004,15959,258,0,0.0,2580.0000000000005,False,-0.15179976396538158,0,0.2,25246,61,159,1.0,1874.0101082407386,False,-0.024078234219673825,48,5.090000000000001,12602.0,76,0,0.0,758.6315792827419,False,-0.5161461183927328,0,0.227,33441,375,20,1.0,3483.7463347209805,False,0.05098796652409166,0,0.2,33468,0,4,0.0,100.00000000000001,False,0.001254630182817541,0.3333333333333333,136875,0.0,0.0,12,0,0,3,4,4.0,18,21,12,57.0,15.0,6,2,12,425,0.6289414319908246,21.96406136098085
24,12,0,0,0,10.000000000000002,20,10.0,10.062955644289088,2,16.0,8.20699668616772,21,11.142857142857142,25.000000000000007,14,25.0,0,1.9100000000000004,16089,229,0,0.0,2290.0000000000005,False,-0.15253737214791502,2,1.7230000000000003,15823,271,0,0.0,2710.0000000000005,False,-0.15529110936270654,0,0.2,25276,51,168,1.0,1891.9861811349206,False,-0.022625029238232543,20,5.242000000000002,12215.0,78,0,0.0,784.9105402545489,False,-0.5300810589240271,0,0.227,33557,386,16,1.0,3567.90072086074,False,0.05571007170600933,0,0.2,33468,0,4,0.0,100.00000000000003,False,0.001254630182817541,0.3333333333333333,136428,0.0,0.0,16,0,0,6,4,4.0,21,27,14,120.0,18.0,10,2,14,580,0.7305769329541363,22.694638293934986
25,14,0,0,0,10.000000000000002,20,10.0,9.954264271027348,10,8.5,8.59951388867004,41,10.902439024390244,25.000000000000004,10,25.0,5,1.9600000000000002,15914,241,0,0.0,2410.0000000000005,False,-0.15819236821400473,5,1.7710000000000001,15693,279,0,0.0,2790.0000000000005,False,-0.15971675845790717,0,0.2,25571,51,159,1.0,1874.9901861209314,False,-0.011946211448042619,22,5.442000000000002,11564.0,78,0,0.0,776.4326131401332,False,-0.5545038463390336,0,0.227,33360,417,16,1.0,3985.997291575407,False,0.05606997985983099,0,0.2,33468,0,4,0.0,100.00000000000001,False,0.001254630182817541,0.3333333333333333,135570,0.0,0.0,12,0,0,8,7,7.0,18,26,20,134.0,46.0,11,3,20,830,0.8555278290295973,23.550166122964583
26,20,0,0,0,10.000000000000002,20,10.0,9.885817909057067,10,9.0,8.42373133086187,6,1.0,25.0,7,25.0,5,2.0050000000000003,15754,252,0,0.0,2520.0000000000005,False,-0.1633556254917388,5,1.8160000000000003,15553,288,0,0.0,2880.0000000000005,False,-0.1643882769472856,0,0.2,25481,51,169,1.0,1927.7873082775664,False,-0.014316834241351346,6,5.480000000000002,11426.0,78,0,0.0,771.0937969064512,False,-0.5597470312552378,0,0.227,33529,413,19,1.0,3954.001039645952,False,0.06064047436440965,0,0.2,33468,0,4,0.0,100.0,False,0.001254630182817541,0.3333333333333333,135211,0.0,0.0,11,0,0,12,3,3.0,19,31,12,214.0,35.0,17,3,12,375,0.9451216380111873,24.49528776097577
27,12,0,0,0,10.000000000000002,20,10.0,9.990619495780054,16,10.8125,9.211488083330867,43,13.488372093023257,25.0,13,25.0,9,2.0900000000000003,15579,260,0,0.0,2600.0000000000005,False,-0.16999409913453972,7,1.8810000000000002,15369,300,0,0.0,3000.0000000000005,False,-0.17048583792289534,0,0.2,25456,51,177,1.0,2139.954985034346,False,-0.01129458822478761,41,5.884000000000002,10431.0,84,0,0.0,839.2120376455246,False,-0.5955642767593737,0,0.227,33274,446,16,1.0,4508.3236851655665,False,0.06130248066025761,0,0.2,33468,0,4,0.0,100.0,False,0.001254630182817541,0.3333333333333333,133577,0.0,0.0,15,0,0,12,8,8.0,15,27,14,127.0,21.0,10,2,14,585,0.8372082780115306,25.3324960389873
28,14,0,0,0,10.000000000000002,20,10.0,10.061868136323376,15,10.666666666666666,9.586505300508987,8,21.25,24.999999999999996,12,25.0,10,2.1810000000000005,15409,268,0,0.0,2680.0000000000005,False,-0.17638670338316287,5,1.9240000000000004,15194,312,0,0.0,3120.0000000000005,False,-0.17614083398898506,0,0.2,25546,51,179,1.0,2229.139723743601,False,-0.006277913382093945,0,5.843000000000002,10351.0,89,0,0.0,895.5062641327805,False,-0.5974969945929259,0,0.227,33404,444,14,1.0,4606.408353425991,False,0.06665085962220672,0,0.2,33468,0,4,0.0,99.99999999999999,False,0.001254630182817541,0.3333333333333333,133372,0.0,0.0,15,0,0,6,3,3.0,19,25,14,131.0,36.0,9,5,14,670,0.8100330689921975,26.1425291079795
29,14,0,0,0,10.000000000000002,20,10.0,9.948767630293833,10,8.5,9.39032909395941,6,1.8333333333333333,25.0,13,25.0,5,2.2210000000000005,15259,278,0,0.0,2780.0000000000005,False,-0.18130409126671912,5,1.9690000000000003,15039,322,0,0.0,3220.0000000000005,False,-0.18130409126671912,0,0.2,25461,51,189,1.0,2282.159347903314,False,-0.008458024005678355,6,5.903000000000002,10209.0,89,0,0.0,885.4403190961511,False,-0.6029773692814463,0,0.227,33718,440,11,1.0,4406.744801342141,False,0.0730485243359741,0,0.2,33468,0,4,0.0,100.0,False,0.001254630182817541,0.3333333333333333,133154,0.0,0.0,14,0,0,8,5,5.0,17,25,14,143.0,9.0,11,3,14,525,0.8115981219452806,26.95412722992478
30,14,0,0,0,10.000000000000002,20,10.0,10.011891464638651,13,10.615384615384615,9.31813098592104,17,8.411764705882353,25.0,0,,8,2.2960000000000003,15058,291,0,0.0,2910.0000000000005,False,-0.18799173878835562,5,2.0140000000000002,14919,329,0,0.0,3290.0000000000005,False,-0.18548387096774194,0,0.2,25421,51,194,1.0,2318.323875965253,False,-0.009274965970307275,12,6.017000000000002,9919.0,92,0,0.0,921.0940147467559,False,-0.6131221064007836,0,0.227,33575,447,21,1.0,4690.204550706705,False,0.07301058296550826,0,0.2,33468,0,4,0.0,100.0,False,0.001254630182817541,0.3333333333333333,132360,0.0,0.0,8,0,0,8,6,6.0,21,29,11,135.0,16.0,11,3,11,250,0.8096921159885824,27.76381934591336
31,11,0,0,0,10.000000000000002,20,10.0,9.936126943954283,10,9.0,9.220139888519984,6,5.833333333333333,25.000000000000004,4,25.0,5,2.3380000000000005,14898,302,0,0.0,3020.0000000000005,False,-0.19315499606608968,5,2.0590000000000006,14779,338,0,0.0,3380.0000000000005,False,-0.19015538945712038,0,0.2,25361,51,203,1.0,2378.4308715112256,False,-0.010391164942576551,5,6.0550000000000015,9804.0,92,0,0.0,914.1236788437941,False,-0.6175384159147975,0,0.227,33540,443,31,1.0,4859.521970614353,False,0.07449399525950463,0,0.2,33568,0,0,0.0,0.0,False,0.0027482375433146135,0.3333333333333333,131950,0.0,0.0,11,0,0,9,3,3.0,16,25,11,108.0,6.0,9,2,11,330,0.6463286379585043,28.410147983871866
