index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,9,0,0,0,9.999999999999998,11,10.0,4.386733796458631,9,4.222222222222222,29.26861281965939,5,46.0,36.99999999999999,20,37.0,0,0.2,17104,0,0,0.0,0.0,False,0.01609932869957821,9,2.396000000000001,9226,299,0,0.0,2989.9999999999995,False,-0.3630962989366126,0,0.32600000000000007,26301,0,21,0.0,614.6408692128472,False,0.15372329855640737,0,0.6950000000000001,23869,0,11,0.9,321.95474101625325,False,0.041927649070291284,8,2.620000000000001,28258,126,0,0.0,3687.845215277083,False,-0.17465665146856377,12,2.8400000000000007,28828,173,0,0.0,5063.470017801074,False,-0.14016958190116974,0.15,133586,0.0,0.0,6,0,0,10,14,14.0,22,32,11,92.0,3.0,8,1,11,340,0.5104981400072575,28.340819276869297
31,11,0,0,0,9.999999999999998,10,10.0,4.483490791425176,7,5.428571428571429,30.359264201172923,10,41.0,36.99999999999999,20,37.0,0,0.2,17104,0,0,0.0,0.0,False,0.01609932869957821,7,2.4570000000000007,9009,309,0,0.0,3089.9999999999995,False,-0.373017287471039,0,0.32600000000000007,26483,0,23,0.7,698.2630766269772,False,0.1634276346665,0,0.6950000000000001,24059,0,6,0.0,182.15558520703755,False,0.04713514254882361,10,2.7120000000000006,27896,131,0,0.0,3977.063610353653,False,-0.18061713629148865,10,2.928000000000001,28499,178,0,0.0,5403.949027808781,False,-0.14452252374686358,0.11666666666666665,133050,0.0,0.0,7,0,0,5,12,12.0,14,19,10,125.0,21.0,8,3,10,510,0.5640222690999508,28.904841545969248
32,10,0,0,0,9.999999999999998,8,10.0,4.164422387920197,10,2.0,30.359264201172923,0,,36.99999999999999,20,37.0,0,0.2,17104,0,0,0.0,0.0,False,0.01609932869957821,10,2.5500000000000007,8719,317,0,0.0,3169.9999999999995,False,-0.38786906671419236,0,0.32600000000000007,26483,0,23,0.0,698.2630766269772,False,0.1634276346665,0,0.6950000000000001,24039,0,16,1.0,485.7482272187668,False,0.05284976428085613,10,2.802000000000001,27758,131,0,0.0,3977.063610353653,False,-0.1844008607924757,10,3.0180000000000002,28352,178,0,0.0,5403.949027808781,False,-0.14855301288921935,0.16666666666666666,132455,0.0,0.0,5,0,0,4,13,13.0,15,19,8,124.0,3.0,9,1,8,80,0.5015566274523735,29.40639817342162
33,8,0,0,0,9.999999999999998,12,10.0,4.047508923372912,4,2.0,31.027571626350674,11,36.90909090909091,36.99999999999999,20,37.0,0,0.2,17104,0,0,0.0,0.0,False,0.01609932869957821,4,2.5800000000000005,8523,329,0,0.0,3289.9999999999995,False,-0.39594843462246776,0,0.32600000000000007,26704,0,17,0.0,527.4687176479615,False,0.16930730428929375,0,0.6950000000000001,24216,0,15,0.4,465.4135743952601,False,0.06008354451708922,8,2.872000000000001,27633,132,0,0.0,4095.639454678289,False,-0.18620257382816557,12,3.128000000000001,27783,188,0,0.0,5833.183465753927,False,-0.15826958398560637,0.06666666666666667,131963,0.0,0.0,9,0,0,3,10,10.0,13,16,12,81.0,9.0,5,3,12,526,0.48284373991191387,29.889241913333535
34,12,0,0,0,9.999999999999998,10,10.0,3.777470377349805,9,1.7777777777777777,31.802353714823116,11,38.63636363636363,36.99999999999999,20,37.0,0,0.2,17104,0,0,0.0,0.0,False,0.01609932869957821,9,2.666000000000001,8229,339,0,0.0,3389.9999999999995,False,-0.41044377116378544,0,0.32600000000000007,26928,0,20,0.9,636.0470742964624,False,0.18137378212497204,0,0.6950000000000002,24401,0,10,0.0,318.0235371482312,False,0.06490967214040311,7,2.9340000000000006,27508,133,0,0.0,4229.7130440714745,False,-0.18779182600252967,13,3.246000000000001,27181,198,0,0.0,6296.866035534977,False,-0.1684187042726615,0.15,131351,0.0,0.0,8,0,0,5,14,14.0,5,10,11,141.0,6.0,10,2,11,525,0.5550586208701134,30.44430053420365
35,11,0,0,0,9.999999999999996,13,10.0,3.777470377349805,0,,32.4488826826601,7,41.42857142857143,36.99999999999999,20,37.0,0,0.2,17104,0,0,0.0,0.0,False,0.01609932869957821,0,2.6570000000000005,8099,352,0,0.0,3519.9999999999986,False,-0.4143052337670053,0,0.32600000000000007,26928,0,20,0.0,648.977653653202,False,0.18165411381115207,0,0.6950000000000001,24691,0,3,0.0,97.3466480479803,False,0.0726997061971119,7,2.9970000000000008,27327,135,0,0.0,4380.599162159113,False,-0.19068601718908876,13,3.363000000000001,26766,203,0,0.0,6587.12318458,False,-0.1758181182197302,0.0,130915,0.0,0.0,8,0,0,2,11,11.0,7,9,6,110.0,6.0,9,2,6,420,0.4994289390742779,30.943729473277926
36,6,0,0,0,9.999999999999996,9,10.0,3.6218283341612745,9,2.4444444444444446,32.4488826826601,0,,37.0,20,37.0,0,0.2,17104,0,0,0.0,0.0,False,0.01609932869957821,9,2.7470000000000008,7827,361,0,0.0,3609.9999999999986,False,-0.4277906493197885,0,0.32600000000000007,26922,0,23,0.3,746.3243017011823,False,0.18350440752940173,0,0.6950000000000001,24675,0,9,0.6,292.0399441439409,False,0.0762268556593666,14,3.130000000000001,27080,135,0,0.0,4380.599162159113,False,-0.19745833567998589,6,3.4100000000000006,26703,203,0,0.0,6587.12318458,False,-0.17754547070931126,0.15,130311,0.0,0.0,5,0,0,2,13,13.0,2,4,9,52.0,6.0,4,2,9,90,0.416965002194047,31.360694475471973
37,9,0,0,0,9.999999999999996,7,10.0,3.346271939665351,9,1.2222222222222223,33.22971913517014,12,39.333333333333336,37.0,20,37.0,0,0.2,17104,0,0,0.0,0.0,False,0.01609932869957821,9,2.8280000000000007,7563,368,0,0.0,3679.9999999999986,False,-0.441394879106517,0,0.32600000000000007,27200,0,20,0.4,664.5943827034029,False,0.19378646279112444,0,0.6950000000000001,24858,0,9,0.5,299.0674722165313,False,0.08431399801015756,9,3.206000000000001,26862,137,0,0.0,4552.47152151831,False,-0.20107930026433551,11,3.5140000000000007,26156,213,0,0.0,7077.930175791241,False,-0.18581473218097116,0.15,129743,0.0,0.0,7,0,0,5,15,15.0,2,7,13,105.0,15.0,7,2,13,542,0.5168378986418247,31.877532374113798
38,13,0,0,0,9.999999999999998,14,10.0,3.2203594547729972,4,1.0,34.633457345298595,10,48.0,36.99999999999999,20,37.0,0,0.2,17104,0,0,0.0,0.0,False,0.01609932869957821,4,2.859000000000001,7343,382,0,0.0,3819.9999999999995,False,-0.450305946652409,0,0.32600000000000007,27431,0,19,0.4,658.0356895606733,False,0.20366031499719625,0,0.6950000000000001,25103,0,4,0.0,138.53382938119438,False,0.09145674520620029,10,3.2970000000000006,26235,147,0,0.0,5091.118229758894,False,-0.21088618351394361,10,3.603000000000001,26013,213,0,0.0,7376.9264145486,False,-0.18563656483674323,0.06666666666666667,129229,0.0,0.0,10,0,0,7,13,13.0,4,11,11,161.0,6.0,11,2,11,620,0.5721532572060823,32.44968563131988
39,11,0,0,0,9.999999999999998,8,10.0,2.9837827180598673,8,1.0,32.51375268268417,17,20.705882352941178,37.0,20,37.0,0,0.2,17104,0,0,0.0,0.0,False,0.01609932869957821,8,2.9350000000000005,7091,390,0,0.0,3899.999999999999,False,-0.462900255450603,0,0.32600000000000007,27657,0,17,0.5,552.7337956056309,False,0.21117664214554976,6,0.7550000000000001,25041,0,3,0.3,97.54125804805251,False,0.08787974803902474,10,3.387000000000001,26040,149,0,0.0,4844.549149719942,False,-0.2196130024440675,10,3.693000000000001,25566,228,0,0.0,7413.135611651991,False,-0.19739614482819712,0.13333333333333333,128499,0.0,0.0,7,0,0,4,15,14.666666666666666,5,9,9,132.0,6.0,9,2,9,324,0.5212330259382725,32.97091865725815
40,9,0,0,0,10.0,10,10.0,3.104586973607369,8,4.125,33.293237443595515,9,42.0,37.0,20,37.0,0,0.2,17104,0,0,0.0,0.0,False,0.01609932869957821,8,3.007000000000001,6846,400,0,0.0,4000.0,False,-0.4744846432602626,0,0.32600000000000007,28017,0,11,0.3,366.2256118795507,False,0.22274260963186812,0,0.7490000000000001,25026,0,8,0.5,266.3458995487641,False,0.09088899751872626,14,3.5170000000000012,25608,153,0,0.0,5093.865328870113,False,-0.22803979314446537,6,3.7430000000000008,25308,233,0,0.0,7757.324324357755,False,-0.19975153097776716,0.13333333333333333,127909,0.0,0.0,8,0,0,3,12,12.0,4,7,12,98.0,6.0,7,2,12,478,0.5025723073631525,33.473490964621305
41,12,0,0,0,10.000000000000002,12,10.0,3.161028184283195,1,7.0,34.31106946944976,15,41.0,37.0,20,37.0,0,0.2,17104,0,0,0.0,0.0,False,0.01609932869957821,1,3.0090000000000012,6712,412,0,0.0,4120.000000000001,False,-0.47888076991623596,0,0.32600000000000007,28207,0,6,0.0,205.86641681669857,False,0.22750436666558344,2,0.7690000000000001,25384,0,1,0.1,34.31106946944976,False,0.10138123985321615,11,3.613000000000001,25211,158,0,0.0,5421.148976173063,False,-0.23443807611081016,9,3.8270000000000013,24808,243,0,0.0,8337.589881076292,False,-0.20550573205368106,0.016666666666666666,127426,0.0,0.0,8,0,0,3,11,10.4,6,9,13,132.0,9.0,9,3,13,500,0.5446176249533892,34.018108589574695
42,13,0,0,0,10.000000000000002,10,10.0,2.8875397774869587,9,1.0,34.31106946944976,0,,37.0,20,37.0,0,0.2,17104,0,0,0.0,0.0,False,0.01609932869957821,9,3.0980000000000003,6416,422,0,0.0,4220.000000000001,False,-0.49349492069149886,0,0.32600000000000007,28203,0,10,0.4,343.1106946944976,False,0.23030634988281012,0,0.7670000000000001,25379,0,6,0.5,205.86641681669857,False,0.10488371887474963,10,3.7020000000000013,25064,158,0,0.0,5421.148976173063,False,-0.23846856525316595,10,3.918000000000001,24663,243,0,0.0,8337.589881076292,False,-0.209481384609066,0.15,126829,0.0,0.0,6,0,0,4,13,13.0,7,11,12,140.0,17.0,11,2,12,100,0.5291488580405712,34.547257447615266
43,12,0,0,0,10.000000000000002,15,10.0,2.686531518597508,10,1.4,34.31106946944976,0,,37.0,20,37.0,0,0.2,17104,0,0,0.0,0.0,False,0.01609932869957821,10,3.189000000000001,6048,437,0,0.0,4370.000000000001,False,-0.5109012059644745,0,0.32600000000000007,28189,0,20,1.0,686.2213893889952,False,0.23713786995163233,0,0.7670000000000001,25379,0,6,0.0,205.86641681669857,False,0.10488371887474963,8,3.7720000000000007,24962,158,0,0.0,5421.148976173063,False,-0.24126523118867813,12,4.0280000000000005,24461,243,0,0.0,8337.589881076292,False,-0.21501987989311955,0.16666666666666666,126143,0.0,0.0,6,0,0,5,15,15.0,5,10,12,148.0,18.0,10,2,12,150,0.5211995504796505,35.068456998094916
44,12,0,0,0,10.000000000000004,11,10.0,2.686531518597508,0,,34.510491203965756,11,36.36363636363637,37.0,20,37.0,0,0.2,17104,0,0,0.0,0.0,False,0.01609932869957821,0,3.1790000000000007,5938,448,0,0.0,4480.000000000002,False,-0.5141685973979683,0,0.32600000000000007,28404,0,14,0.0,483.1468768555206,False,0.24205755705796125,0,0.7670000000000001,25564,0,1,0.0,34.510491203965756,False,0.10919027210692381,10,3.8640000000000008,24795,159,0,0.0,5487.168101430555,False,-0.24493902032476203,10,4.1160000000000005,23947,253,0,0.0,8731.154274603336,False,-0.22371745072105537,0.0,125752,0.0,0.0,9,0,0,5,11,11.0,4,9,11,125.0,23.0,9,3,11,510,0.9463579952716827,36.0148149933666
45,11,0,0,0,10.000000000000004,8,10.0,2.6911683847256405,1,3.0,35.38598770019273,15,41.333333333333336,37.0,20,37.0,0,0.2,17104,0,0,0.0,0.0,False,0.01609932869957821,1,3.1890000000000005,5840,456,0,0.0,4560.000000000002,False,-0.5176142101823799,0,0.32600000000000007,28589,0,9,0.0,318.4738893017346,False,0.24650899469500356,9,0.8570000000000002,25701,0,1,0.1,35.38598770019273,False,0.11514950326714209,15,4.004000000000001,24264,164,0,0.0,5803.301982831607,False,-0.2551642083950481,5,4.156000000000001,23521,263,0,0.0,9306.514765150687,False,-0.2275099423509722,0.016666666666666666,125019,0.0,0.0,5,0,0,3,15,14.8,5,8,11,124.0,17.0,8,3,11,265,0.4933789223432541,36.50819391570985
46,11,0,0,0,10.000000000000002,8,10.0,2.59402679915556,15,2.2,35.31349267033383,2,31.5,37.0,20,37.0,0,0.2,17104,0,0,0.0,0.0,False,0.01609932869957821,15,3.338000000000001,5412,464,0,0.0,4640.000000000001,False,-0.5406641715677538,0,0.32600000000000007,28640,0,11,0.4,388.4484193736721,False,0.25023735895966853,0,0.8480000000000001,25680,1,11,1.0,391.0424461728277,False,0.12194949586291517,8,4.069000000000001,24111,165,0,0.0,5826.726290605082,False,-0.25903808002570355,12,4.271000000000001,23324,264,0,0.0,9322.76206496813,False,-0.23268860955022846,0.2333333333333333,124271,0.0,0.0,8,0,0,5,14,14.0,4,9,12,115.0,26.0,9,2,12,143,0.4998169597238302,37.00801087543368
47,12,0,0,0,10.000000000000002,9,10.0,2.782569687237119,4,6.0,35.997649353664336,5,49.2,37.0,20,37.0,0,0.2,17104,0,0,0.0,0.0,False,0.01609932869957821,4,3.363000000000001,5262,473,0,0.0,4730.000000000001,False,-0.5469019188498783,0,0.32600000000000007,28862,0,10,0.4,359.9764935366434,False,0.2592459023877345,0,0.8480000000000001,25680,0,12,0.1,431.971792243972,False,0.12283683372163148,8,4.141000000000001,23762,170,0,0.0,6119.600390122937,False,-0.2645920104446845,12,4.379000000000001,23141,264,0,0.0,9503.379429367385,False,-0.23523004730522887,0.08333333333333333,123811,0.0,0.0,7,0,0,5,11,11.0,6,11,11,169.0,16.0,11,1,11,336,0.5463363043963909,37.554347179830074
48,11,0,0,0,10.000000000000002,8,10.0,2.6249630076939083,10,1.6,37.04477273172993,8,49.0,37.0,20,37.0,0,0.2,17104,0,0,0.0,0.0,False,0.01609932869957821,10,3.459000000000001,4965,481,0,0.0,4810.000000000001,False,-0.5621695479118398,0,0.32600000000000007,28996,0,16,0.9,592.7163637076789,False,0.27010181597597194,0,0.8480000000000001,25922,0,8,0.1,296.3581818538394,False,0.130389762430166,14,4.2730000000000015,23125,178,0,0.0,6593.969546247928,False,-0.2755542670233614,6,4.427000000000001,23078,264,0,0.0,9779.8200011767,False,-0.23316763543023822,0.16666666666666666,123190,0.0,0.0,7,0,0,6,12,12.0,2,8,11,109.0,23.0,8,3,11,472,0.5031992048025131,38.05754638463259
49,11,0,0,0,10.000000000000002,11,10.0,2.6249630076939083,0,,37.85512588958345,10,45.1,37.00000000000001,20,37.0,0,0.2,17104,0,0,0.0,0.0,False,0.01609932869957821,0,3.4490000000000007,4855,492,0,0.0,4920.000000000001,False,-0.5654369393453336,0,0.32600000000000007,29251,0,10,0.0,378.5512588958345,False,0.27651544159250396,0,0.8480000000000001,26118,0,4,0.0,151.4205035583338,False,0.1357460110037362,9,4.349000000000001,22664,185,0,0.0,7003.198289572938,False,-0.28258392342656097,11,4.5310000000000015,22793,267,0,0.0,10107.31861251878,False,-0.23649212255265986,0.0,122785,0.0,0.0,11,0,0,4,12,12.0,4,8,14,109.0,24.0,8,3,14,561,0.4922714326530695,38.54981781728566
50,14,0,0,0,10.000000000000002,10,10.0,2.590014545008656,4,2.0,36.68237900041522,16,30.125,37.00000000000001,20,37.0,0,0.2,17104,0,0,0.0,0.0,False,0.01609932869957821,4,3.489000000000001,4679,502,0,0.0,5020.000000000001,False,-0.5729222360838828,0,0.32600000000000007,29403,0,6,0.0,220.09427400249132,False,0.27967077730569506,8,0.9280000000000002,26193,0,4,0.4,146.72951600166087,False,0.1388962735984403,7,4.410000000000001,22337,190,0,0.0,6969.652010078891,False,-0.2920095962645469,13,4.650000000000001,22340,278,0,0.0,10197.701362115431,False,-0.24767353912432233,0.06666666666666667,122056,0.0,0.0,8,0,0,5,13,13.0,4,9,13,135.0,38.0,9,5,13,452,0.5120572615414858,39.06187507882714
51,13,0,0,0,10.000000000000002,12,10.0,2.5554990148398122,4,2.0,36.748314666613794,5,38.0,37.0,20,37.0,0,0.2,17104,0,0,0.0,0.0,False,0.01609932869957821,4,3.525000000000001,4483,514,0,0.0,5140.000000000001,False,-0.5810016039921583,0,0.32600000000000007,29403,0,6,0.0,220.48988799968276,False,0.27967935411697703,1,0.9300000000000002,26345,0,4,0.4,146.99325866645518,False,0.14549263449391792,7,4.473000000000001,22258,190,0,0.0,6982.179786656621,False,-0.2940038963224306,13,4.767000000000001,21930,283,0,0.0,10399.773050651704,False,-0.2561448090226516,0.06666666666666667,121523,0.0,0.0,7,0,0,7,12,11.2,3,10,13,141.0,17.0,10,3,13,120,0.49402490071952343,39.555899979546666
52,13,0,0,0,10.000000000000002,6,10.0,2.5554990148398122,0,,37.451435592277896,15,41.666666666666664,37.0,20,37.0,0,0.2,17104,0,0,0.0,0.0,False,0.01609932869957821,0,3.5210000000000012,4423,520,0,0.0,5200.000000000001,False,-0.5827838175013367,0,0.32600000000000007,29588,0,1,0.0,37.451435592277896,False,0.2837326331264857,6,0.9890000000000003,26600,0,0,0.0,0.0,False,0.15336252872566447,10,4.566000000000002,21863,195,0,0.0,7303.02994049419,False,-0.3004355404077897,10,4.854000000000001,21410,293,0,0.0,10973.270628537424,False,-0.26254015918324436,0.0,120988,0.0,0.0,5,0,0,5,14,13.2,6,11,11,137.0,6.0,11,2,11,245,0.4826613590121269,40.03856133855879
53,11,0,0,0,10.000000000000002,10,10.0,2.485047439632993,11,2.090909090909091,38.13860261978174,8,46.25,37.0,20,37.0,0,0.2,17104,0,0,0.0,0.0,False,0.01609932869957821,11,3.631000000000001,4090,530,0,0.0,5300.000000000001,False,-0.5995960316045862,6,0.38600000000000007,29711,0,6,0.6,228.83161571869044,False,0.293214924678461,1,0.9930000000000003,26603,0,5,0.5,190.69301309890872,False,0.15762678344315367,11,4.666000000000001,21356,202,0,0.0,7703.997729195912,False,-0.30883968895048375,9,4.934000000000001,21255,294,0,0.0,11212.749170215833,False,-0.26350694820388476,0.18333333333333335,120119,0.0,0.0,6,0,0,3,19,18.8,6,9,5,128.0,6.0,9,2,5,100,0.41662911884486675,40.45519045740366
54,5,0,0,0,10.000000000000002,7,10.0,2.4409055188438886,2,1.0,38.13147209355623,5,38.0,37.0,20,37.0,0,0.2,17104,0,0,0.0,0.0,False,0.01609932869957821,2,3.640000000000001,3980,537,0,0.0,5370.000000000001,False,-0.6040515653775322,0,0.38000000000000006,29711,0,6,0.0,228.78883256133741,False,0.2932139971504431,0,0.992,26791,0,2,0.2,76.26294418711247,False,0.16329755331455384,10,4.755000000000001,21217,202,0,0.0,7702.557362898359,False,-0.3126705779378926,10,5.025000000000001,20922,299,0,0.0,11401.310155973313,False,-0.2700522297108287,0.03333333333333333,119725,0.0,0.0,5,0,0,2,10,10.0,0,2,2,19.0,22.0,2,3,2,260,0.16176936589181423,40.616959823295474
55,2,0,0,0,10.000000000000002,11,10.0,2.4409055188438886,0,,38.55693290762821,5,46.0,37.0,20,37.0,0,0.2,17104,0,0,0.0,0.0,False,0.01609932869957821,0,3.638000000000001,3870,548,0,0.0,5480.000000000001,False,-0.607318956811026,0,0.38000000000000006,29941,0,1,0.0,38.55693290762821,False,0.2990625012554228,0,0.9920000000000002,26791,0,2,0.0,77.11386581525642,False,0.16331600107998212,14,4.885000000000001,20734,207,0,0.0,7981.2851118790395,False,-0.32209249407930685,6,5.075000000000001,20856,299,0,0.0,11528.522939380835,False,-0.2701178583655841,0.0,119296,0.0,0.0,9,0,0,0,12,12.0,0,0,2,0.0,6.0,0,2,2,340,0.10754511877894402,40.72450494207442
56,2,0,0,0,10.000000000000002,10,10.0,2.7166792542187634,6,5.5,37.6004180505696,11,30.363636363636363,37.0,20,37.0,0,0.2,17104,0,0,0.0,0.0,False,0.01609932869957821,6,3.698000000000001,3677,558,0,0.0,5580.000000000001,False,-0.6158141745381097,4,0.42000000000000004,30011,0,0,0.0,0.0,False,0.30126176126262844,4,1.0320000000000003,26782,0,6,0.6,225.6025083034176,False,0.1661449618068642,14,5.011000000000001,20331,213,0,0.0,8008.889044771325,False,-0.3327636399872323,6,5.129000000000001,20600,304,0,0.0,11430.527087373159,False,-0.2784803810131998,0.09999999999999999,118505,0.0,0.0,6,0,0,1,17,16.46666666666667,0,1,2,3.0,3.0,1,1,2,100,0.1315729357302189,40.85607787780464
57,2,0,0,0,10.000000000000002,0,,2.7166792542187634,0,,37.68805159660324,11,38.36363636363637,37.0,20,37.0,0,0.2,17104,0,0,0.0,0.0,False,0.01609932869957821,0,3.6920000000000006,3677,558,0,0.0,5580.000000000001,False,-0.6158141745381097,5,0.4660000000000001,30063,0,0,0.0,0.0,False,0.30351645492780643,0,1.0280000000000002,26994,0,0,0.0,0.0,False,0.17044616918874386,11,5.107000000000002,20016,216,0,0.0,8140.619144866299,False,-0.3395944951625041,9,5.213000000000001,20207,312,0,0.0,11758.67209814021,False,-0.28475718224747465,0.0,118061,0.0,0.0,3,0,0,0,14,14.0,0,0,1,0.0,6.0,0,2,1,212,0.09448478370904922,40.950562661513686
58,1,0,0,0,10.000000000000002,0,,2.7166792542187634,0,,38.04401860981256,7,42.42857142857143,37.00000000000001,20,37.0,0,0.2,17104,0,0,0.0,0.0,False,0.01609932869957821,0,3.6920000000000006,3677,558,0,0.0,5580.000000000001,False,-0.6158141745381097,1,0.4710000000000001,30083,0,0,0.0,0.0,False,0.30438364479902874,6,1.0880000000000003,27055,0,0,0.0,0.0,False,0.1730910982959719,11,5.206000000000001,19588,222,0,0.0,8445.772131378388,False,-0.3471461377031917,9,5.294000000000001,20047,313,0,0.0,11907.777824871331,False,-0.28709999691720595,0.0,117554,0.0,0.0,0,0,0,0,13,13.0,0,0,1,0.0,3.0,0,1,1,0,0.08839271031320095,41.03895537182689
59,1,0,0,0,10.000000000000002,0,,2.7166792542187634,0,,38.073338329900196,21,38.19047619047619,37.00000000000001,20,37.0,0,0.2,17104,0,0,0.0,0.0,False,0.01609932869957821,0,3.6920000000000006,3677,558,0,0.0,5580.000000000001,False,-0.6158141745381097,12,0.5900000000000001,30123,0,0,0.0,0.0,False,0.30611802454147335,9,1.1720000000000002,27103,0,0,0.0,0.0,False,0.17517235398690542,13,5.325000000000001,19325,223,0,0.0,8490.354447567745,False,-0.3537459633750857,7,5.355000000000001,19205,333,0,0.0,12678.421663856765,False,-0.29962133055690987,0.0,116537,0.0,0.0,0,0,0,0,17,17.0,0,0,0,0.0,3.0,0,1,0,0,0.08721153996884823,41.126166911795735
