index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,18,0,0,0,10.000000000000002,20,10.0,7.107853186165095,1,6.0,32.793832272834386,0,,38.0,20,38.0,0,0.5780000000000001,43377,114,0,0.0,1140.0000000000002,False,-0.03540386303775241,1,0.5700000000000002,43562,106,0,0.0,1060.0000000000002,False,-0.032221246707638276,0,0.2,64797,0,0,0.0,0.0,False,0.007416044776119403,0,0.2,65579,5,23,1.0,789.7974082060164,False,0.02571359925533279,5,0.637,81711,0,0,0.0,0.0,False,-0.006867130147309057,10,0.9390000000000003,80370,24,0,0.0,787.0519745480253,False,-0.01838293077842854,0.16666666666666666,379396,0.0,0.0,8,0,0,6,7,7.0,19,25,16,136.0,96.0,10,8,16,390,1.372920786961913,27.123090856708586
11,16,0,0,0,10.000000000000002,20,10.0,6.563532672417198,11,3.090909090909091,33.365039832664515,5,41.0,37.99999999999999,20,38.0,5,0.6280000000000001,43162,126,0,0.0,1260.0000000000002,False,-0.03880597014925373,6,0.6290000000000002,43350,114,0,0.0,1140.0000000000002,False,-0.035996488147497806,0,0.2,64797,0,0,0.0,0.0,False,0.007416044776119403,0,0.2,65750,6,28,1.0,973.6023113491096,False,0.029801012992452545,5,0.6820000000000002,81459,0,5,0.5,189.99999999999997,False,-0.008775341533375468,15,1.0790000000000002,80108,24,0,0.0,800.7609559839484,False,-0.02148402355496167,0.25,378626,0.0,0.0,8,0,0,8,9,9.0,15,23,16,132.0,93.0,9,7,16,405,1.5177927985787392,28.640883655287325
12,16,0,0,0,10.000000000000002,20,10.0,6.563532672417198,0,,33.365039832664515,0,,38.00000000000001,20,38.0,0,0.623,43062,136,0,0.0,1360.0000000000002,False,-0.03990342405618964,0,0.6230000000000001,43250,124,0,0.0,1240.0000000000002,False,-0.03709394205443371,0,0.2,64797,0,0,0.0,0.0,False,0.007416044776119403,0,0.2,65750,0,34,0.6,1134.4113543105934,False,0.031051083289106086,0,0.6770000000000002,81649,0,0,0.0,0.0,False,-0.007620691331615538,15,1.2140000000000002,79835,24,0,0.0,800.7609559839484,False,-0.024802123608440203,0.09999999999999999,378343,0.0,0.0,10,0,0,8,5,5.0,14,22,12,133.0,81.0,9,7,12,390,1.3843422904610634,30.02522594574839
13,12,0,0,0,10.000000000000002,20,10.0,5.8084167927108235,20,3.05,33.365039832664515,0,,38.0,20,38.0,4,0.663,42884,145,0,0.0,1450.0000000000002,False,-0.04282265144863916,16,0.7830000000000001,42742,135,0,0.0,1350.0000000000002,False,-0.047036874451273046,0,0.2,64797,0,0,0.0,0.0,False,0.007416044776119403,0,0.2,65689,10,44,1.0,1526.1459205643469,False,0.033147900501899356,12,0.7970000000000002,81463,0,0,0.0,0.0,False,-0.00988137488453498,8,1.2790000000000001,79755,24,0,0.0,800.7609559839484,False,-0.025774460620448567,0.16666666666666666,377330,0.0,0.0,7,0,0,9,11,11.0,15,24,10,100.0,57.0,8,4,10,200,1.2788957972079515,31.30412174295634
14,10,0,0,0,10.000000000000002,20,10.0,5.304780770498459,17,2.823529411764706,33.365039832664515,0,,38.00000000000001,20,38.0,2,0.679,42770,152,0,0.0,1520.0000000000002,False,-0.04455662862159789,15,0.917,42242,148,0,0.0,1480.0000000000002,False,-0.05658472344161545,0,0.2,64797,0,0,0.0,0.0,False,0.007416044776119403,0,0.2,65641,17,54,1.0,1891.8934240623576,False,0.03524481828406677,8,0.8650000000000002,81367,0,0,0.0,0.0,False,-0.011048179298945015,12,1.3910000000000002,79567,24,0,0.0,800.7609559839484,False,-0.028059452598668218,0.16666666666666666,376384,0.0,0.0,8,0,0,6,12,12.0,13,19,12,80.0,45.0,5,5,12,200,1.1393233956769109,32.44344513863325
15,12,0,0,0,10.000000000000002,20,10.0,5.257825402017596,1,1.0,34.387826961197845,10,41.0,38.00000000000001,20,38.0,1,0.687,42708,156,0,0.0,1560.0000000000002,False,-0.045478489903424055,0,0.9020000000000001,42082,164,0,0.0,1640.0000000000002,False,-0.05834064969271291,0,0.2,64797,0,0,0.0,0.0,False,0.007416044776119403,0,0.2,66050,8,54,1.0,1899.0052591208246,False,0.04165893391729506,7,0.9270000000000003,81083,0,5,0.5,190.00000000000003,False,-0.01334532548981477,13,1.509,79140,29,0,0.0,997.2469818747375,False,-0.03205523492953748,0.25,375860,0.0,0.0,9,0,0,7,9,9.0,14,21,15,86.0,45.0,7,5,15,610,1.1760603282600641,33.619505466893315
16,15,0,0,0,10.000000000000002,20,10.0,5.1570607812707525,2,1.0,34.387826961197845,0,,38.00000000000001,20,38.0,2,0.706,42564,166,0,0.0,1660.0000000000002,False,-0.04754170324846357,0,0.9020000000000001,41982,174,0,0.0,1740.0000000000002,False,-0.059438103599648816,0,0.2,64797,0,0,0.0,0.0,False,0.007416044776119403,0,0.2,66048,0,64,1.0,2200.820925516662,False,0.04397404326427751,5,0.9700000000000002,81230,0,0,0.0,0.0,False,-0.012713306432009335,10,1.596,79004,29,0,0.0,997.2469818747375,False,-0.033708207849951696,0.16666666666666666,375625,0.0,0.0,8,0,0,6,6,6.0,13,19,17,87.0,87.0,5,10,17,390,1.0676919799298048,34.68719744682312
17,17,0,0,0,10.000000000000002,20,10.0,5.05055044357851,2,1.0,35.59466693630644,15,41.0,38.00000000000001,20,38.0,0,0.7040000000000002,42464,176,0,0.0,1760.0000000000002,False,-0.04863915715539947,2,0.9220000000000002,41838,184,0,0.0,1840.0000000000002,False,-0.06150131694468832,0,0.2,64797,0,0,0.0,0.0,False,0.007416044776119403,0,0.2,66661,0,51,0.2,1815.3280137516283,False,0.050507835927795605,12,1.0850000000000002,80847,0,5,0.5,190.00000000000003,False,-0.01621371967523944,8,1.6660000000000001,78512,39,0,0.0,1388.192010515951,False,-0.03731226596749993,0.11666666666666665,375119,0.0,0.0,9,0,0,9,7,7.0,15,24,16,129.0,66.0,10,7,16,815,1.139070331119001,35.82626777794212
18,16,0,0,0,10.000000000000002,20,10.0,4.662184303964622,11,2.1818181818181817,35.936926760052835,5,41.0,38.00000000000001,20,38.0,1,0.7140000000000002,42373,183,0,0.0,1830.0000000000002,False,-0.04986830553116769,10,1.0200000000000002,41468,197,0,0.0,1970.0000000000005,False,-0.06819578577699736,0,0.2,64797,0,0,0.0,0.0,False,0.007416044776119403,0,0.2,66842,1,56,1.0,2017.1300828669232,False,0.05489062564417704,6,1.1330000000000002,80979,0,0,0.0,0.0,False,-0.015764013807185572,9,1.748,78198,44,0,0.0,1581.2247774423247,False,-0.0399556080908022,0.16666666666666666,374657,0.0,0.0,8,0,0,8,10,9.666666666666668,14,22,18,132.0,84.0,8,8,18,557,2.4486582428216934,38.274926020763814
19,18,0,0,0,10.000000000000002,20,10.0,4.480033832883182,9,3.0,36.26972236719722,5,41.0,38.00000000000001,20,38.0,7,0.7830000000000001,42115,194,0,0.0,1940.0000000000005,False,-0.05432396839332748,2,1.0300000000000002,41336,206,0,0.0,2060.0000000000005,False,-0.07010535557506585,0,0.2,64797,0,0,0.0,0.0,False,0.007416044776119403,0,0.2,67020,0,61,1.0,2212.45306439903,False,0.05917640752797764,10,1.227,80839,0,0,0.0,0.0,False,-0.017465603578200203,10,1.8390000000000004,77860,49,0,0.0,1777.2163959926636,False,-0.04287267006178795,0.16666666666666666,373967,0.0,0.0,7,0,0,9,11,11.0,14,23,16,122.0,113.0,8,10,16,405,1.1527161952108145,39.42764221597463
20,16,0,0,0,10.000000000000002,20,10.0,4.162597501617428,9,1.5555555555555556,36.26972236719722,0,,38.00000000000001,20,38.0,4,0.8160000000000001,41937,203,0,0.0,2030.0000000000005,False,-0.057243195785776996,5,1.078,41121,217,0,0.0,2170.0000000000005,False,-0.07361720807726076,0,0.2,64797,0,0,0.0,0.0,False,0.007416044776119403,0,0.2,67006,0,70,0.9,2538.880565703805,False,0.061496273054289625,14,1.357,80592,0,0,0.0,0.0,False,-0.020467694102776022,6,1.8890000000000007,77802,49,0,0.0,1777.2163959926636,False,-0.04357761439549401,0.15,373255,0.0,0.0,7,0,0,8,9,9.0,13,21,15,129.0,96.0,8,8,15,200,1.205291971564293,40.63293418753892
21,15,0,0,0,10.000000000000002,20,10.0,4.162597501617428,0,,36.72780164904667,5,43.0,38.000000000000014,20,38.0,0,0.812,41817,215,0,0.0,2150.0000000000005,False,-0.05856014047410009,0,1.0730000000000002,41041,225,0,0.0,2250.0000000000005,False,-0.07449517120280948,0,0.2,64797,0,0,0.0,0.0,False,0.007416044776119403,0,0.2,67221,0,65,0.0,2387.3071071880336,False,0.0636606584824941,10,1.443,80459,0,0,0.0,0.0,False,-0.022084204385239923,10,1.9830000000000003,77445,54,0,0.0,1983.3012890485202,False,-0.04666426850449395,0.0,372780,0.0,0.0,8,0,0,6,8,8.0,14,20,12,130.0,78.0,8,7,12,415,0.9184937831014395,41.55142797064036
22,12,0,0,0,10.000000000000002,20,10.0,4.162597501617428,0,,33.390015568684525,12,15.0,38.00000000000001,20,38.0,0,0.812,41717,225,0,0.0,2250.0000000000005,False,-0.059657594381035996,0,1.0730000000000002,40941,235,0,0.0,2350.0000000000005,False,-0.07559262510974539,0,0.2,64797,0,0,0.0,0.0,False,0.007416044776119403,0,0.2,67401,0,53,0.0,1769.67082514028,False,0.06165788887702339,9,1.5230000000000004,80266,0,6,0.6,228.00000000000006,False,-0.02304438718459818,11,2.0830000000000006,77204,60,0,0.0,2003.4009341210715,False,-0.04947128607296735,0.09999999999999999,372326,0.0,0.0,9,0,0,7,6,6.0,14,21,15,103.0,60.0,7,5,15,380,0.8514708839356899,42.40289885457605
23,15,0,0,0,10.000000000000002,20,10.0,4.414328205492418,15,5.666666666666667,33.390015568684525,0,,38.00000000000001,20,38.0,14,0.9520000000000002,41304,236,0,0.0,2360.0000000000005,False,-0.0675153643546971,1,1.0830000000000002,40834,244,0,0.0,2440.0000000000005,False,-0.07695346795434592,0,0.2,64797,0,0,0.0,0.0,False,0.007416044776119403,0,0.2,67316,5,63,1.0,2125.642621854587,False,0.06310356515745166,8,1.5940000000000003,80404,0,0,0.0,0.0,False,-0.022752686080995673,6,2.132,77144,60,0,0.0,2003.4009341210715,False,-0.05020053883197362,0.16666666666666666,371799,0.0,0.0,8,0,0,6,9,8.5,15,21,15,125.0,84.0,7,8,15,352,1.0468891328200698,43.44978798739612
24,15,0,0,0,10.000000000000002,20,10.0,4.308330166030144,18,3.8333333333333335,34.02809346532665,5,43.0,38.00000000000001,20,38.0,3,0.9680000000000002,41170,244,0,0.0,2440.0000000000005,False,-0.0695785776997366,15,1.232,40347,256,0,0.0,2560.0000000000005,False,-0.08632572431957858,0,0.2,64797,0,0,0.0,0.0,False,0.007416044776119403,0,0.2,67462,13,68,1.0,2369.9186478006036,False,0.06727237754820119,10,1.6860000000000002,80049,0,5,0.5,190.00000000000003,False,-0.02591278137002285,10,2.226000000000001,77016,60,0,0.0,2041.6856079195989,False,-0.05152361801789352,0.25,370841,0.0,0.0,8,0,0,8,13,13.0,13,21,15,112.0,99.0,7,8,15,415,0.9678572416305542,44.417645229026675
25,15,0,0,0,10.000000000000002,20,10.0,4.267716495011536,6,3.6666666666666665,35.29152060008042,15,41.0,38.0,20,38.0,4,1.0050000000000001,41048,249,0,0.0,2490.0000000000005,False,-0.07170763827919227,2,1.237,40153,271,0,0.0,2710.0000000000005,False,-0.08893766461808604,0,0.2,64797,0,0,0.0,0.0,False,0.007416044776119403,0,0.2,68055,9,63,1.0,2261.77524626017,False,0.07565123792179854,2,1.6960000000000004,79815,0,10,1.0,380.0,False,-0.02760221692838738,13,2.346000000000001,76590,65,0,0.0,2293.948839005227,False,-0.05516828212962937,0.3333333333333333,370458,0.0,0.0,13,0,0,5,8,7.666666666666667,16,21,17,117.0,84.0,7,8,17,967,0.9915007147938013,45.40914594382048
26,17,0,0,0,10.000000000000002,20,10.0,4.215773555650879,2,2.0,35.29152060008042,0,,37.99999999999999,20,38.0,0,1.0010000000000001,40968,257,0,0.0,2570.0000000000005,False,-0.072585601404741,2,1.2550000000000001,39991,283,0,0.0,2830.0000000000005,False,-0.09117647058823529,0,0.2,64797,0,0,0.0,0.0,False,0.007416044776119403,0,0.2,68051,1,73,1.0,2580.4967773615213,False,0.07806667270958893,1,1.7040000000000004,80188,0,0,0.0,0.0,False,-0.02537799601341825,9,2.423000000000001,76475,65,0,0.0,2293.948839005227,False,-0.056566016584391386,0.16666666666666666,370470,0.0,0.0,10,0,0,6,5,5.0,16,22,20,120.0,90.0,7,10,20,580,0.9282081322744489,46.337354076094925
27,20,0,0,0,10.000000000000002,20,10.0,4.247646500204515,2,5.5,35.65056084518789,5,41.0,37.99999999999999,20,38.0,1,1.0110000000000001,40895,263,0,0.0,2630.0000000000005,False,-0.07352941176470588,1,1.2630000000000001,39829,297,0,0.0,2970.0000000000005,False,-0.09319578577699737,0,0.2,64797,0,0,0.0,0.0,False,0.007416044776119403,0,0.2,68245,0,71,0.3,2531.18982000834,False,0.08069954773016443,6,1.7630000000000003,80128,0,0,0.0,0.0,False,-0.026107248772424523,14,2.5540000000000007,76040,70,0,0.0,2495.539259163152,False,-0.06062801266977527,0.049999999999999996,369934,0.0,0.0,8,0,0,8,8,8.0,15,23,13,116.0,130.0,8,12,13,405,0.9784220531582832,47.31577612925321
28,13,0,0,0,10.000000000000002,20,10.0,4.247646500204515,0,,35.65056084518789,0,,37.99999999999999,20,38.0,0,1.0100000000000002,40745,278,0,0.0,2780.0000000000005,False,-0.07517559262510974,0,1.2620000000000002,39779,302,0,0.0,3020.0000000000005,False,-0.09374451273046532,0,0.2,64797,0,0,0.0,0.0,False,0.007416044776119403,0,0.2,68245,0,71,0.0,2531.18982000834,False,0.08069954773016443,9,1.8470000000000002,80019,0,0,0.0,0.0,False,-0.027432057951285917,11,2.650000000000001,75880,70,0,0.0,2495.539259163152,False,-0.062572686693792,0.0,369465,0.0,0.0,8,0,0,5,7,7.0,17,22,11,112.0,45.0,8,5,11,200,0.8394700791686773,48.155246208421886
29,11,0,0,0,10.000000000000002,20,10.0,4.118644854920001,3,1.0,36.13062306777415,5,43.0,37.99999999999999,20,38.0,3,1.0400000000000003,40579,288,0,0.0,2880.0000000000005,False,-0.07772168568920106,0,1.2620000000000002,39679,312,0,0.0,3120.0000000000005,False,-0.09484196663740123,0,0.2,64797,0,0,0.0,0.0,False,0.007416044776119403,0,0.2,68457,0,69,0.3,2493.0129916764167,False,0.08369879502236029,11,1.9480000000000002,79856,0,0,0.0,0.0,False,-0.029413194613252952,9,2.729000000000001,75556,75,0,0.0,2709.7967300830614,False,-0.06520858616070868,0.049999999999999996,368924,0.0,0.0,8,0,0,6,8,8.0,13,19,14,75.0,52.0,5,6,14,415,0.7980768326669931,48.95332304108888
30,14,0,0,0,10.000000000000002,20,10.0,3.7397572746190693,24,2.6666666666666665,36.595448164416055,5,43.0,38.0,20,38.0,13,1.167,40154,297,0,0.0,2970.0000000000005,False,-0.08606233538191396,11,1.372,39316,323,0,0.0,3230.0000000000005,False,-0.10160228270412643,0,0.2,64797,0,0,0.0,0.0,False,0.007416044776119403,0,0.2,68608,14,74,1.0,2760.419766011455,False,0.08812515365369593,13,2.067,79672,0,0,0.0,0.0,False,-0.031649569740872185,7,2.7900000000000005,75262,80,0,0.0,2927.635853153284,False,-0.0674580931671856,0.16666666666666666,367809,0.0,0.0,8,0,0,6,15,15.0,13,19,17,99.0,91.0,6,8,17,415,0.9126556497067213,49.8659786907956
31,17,0,0,0,10.000000000000002,20,10.0,3.610909756417316,6,1.8333333333333333,37.17118508452427,10,41.0,38.00000000000001,20,38.0,6,1.2140000000000002,39872,312,0,0.0,3120.0000000000005,False,-0.09060579455662862,0,1.3610000000000002,39266,328,0,0.0,3280.0000000000005,False,-0.10215100965759438,0,0.2,64797,0,0,0.0,0.0,False,0.007416044776119403,0,0.2,69007,10,74,1.0,2786.776793818969,False,0.09453340169324455,10,2.1540000000000004,79333,0,5,0.5,190.00000000000003,False,-0.03461519762749769,10,2.883000000000001,74915,85,0,0.0,3159.5507321845625,False,-0.07026623357853717,0.25,367190,0.0,0.0,9,0,0,7,9,9.0,16,23,17,147.0,96.0,10,7,17,610,0.9768537385389209,50.84283242933452
32,17,0,0,0,10.000000000000002,20,10.0,3.3243872014492575,12,1.4166666666666667,37.17118508452427,0,,38.00000000000001,20,38.0,2,1.2280000000000002,39698,325,0,0.0,3250.0000000000005,False,-0.0929982440737489,10,1.461,38956,335,0,0.0,3350.0000000000005,False,-0.10818700614574188,0,0.2,64797,0,0,0.0,0.0,False,0.007416044776119403,0,0.2,68990,12,84,1.0,3162.2721935174295,False,0.09718806120582571,8,2.224,79425,0,0,0.0,0.0,False,-0.034651660265448005,7,2.943000000000001,74842,85,0,0.0,3159.5507321845625,False,-0.0711534911019948,0.16666666666666666,366708,0.0,0.0,8,0,0,5,8,7.75,18,23,18,128.0,94.0,9,8,18,352,0.9794185431674123,51.822250972501934
