index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
36,10,0,0,0,10.0,20,10.0,5.463850402583789,8,5.875,38.850236012413504,5,41.0,34.0,20,34.0,5,1.9240000000000002,8017,378,0,0.0,3780.0,False,-0.2812681369704005,3,1.5260000000000002,7676,362,0,0.0,3620.0,False,-0.3118107951247824,0,0.2,25681,0,0,0.0,0.0,False,0.037448493172820556,0,0.2,29345,0,151,0.9,5866.385637874439,False,0.3039586660312361,10,1.5690000000000002,33185,0,5,0.5,170.0,False,-0.0626584774891531,0,1.5590000000000004,33106,0,0,0.0,0.0,False,-0.06727897672846114,0.2333333333333333,137010,0.0,0.0,16,0,0,8,8,8.0,15,23,14,104.0,57.0,6,4,14,745,0.6255092965438962,23.589956309646368
37,14,0,0,0,10.0,20,10.0,5.507409160360443,7,6.0,39.01508445754257,5,41.0,34.0,20,34.0,5,1.969,7852,390,0,0.0,3900.0,False,-0.2888856645385955,2,1.5430000000000004,7564,370,0,0.0,3700.0,False,-0.3170342426001161,0,0.2,25681,0,0,0.0,0.0,False,0.037448493172820556,0,0.2,29508,0,153,0.7,5969.307922004014,False,0.3126223624869519,3,1.5890000000000002,33334,0,0,0.0,0.0,False,-0.06085535583478898,12,1.6790000000000003,32717,0,5,0.5,170.0,False,-0.07584380458669071,0.19999999999999998,136656,0.0,0.0,15,0,0,6,10,9.75,19,25,15,102.0,67.0,7,7,15,541,0.7424839045852423,24.33244021423161
38,15,0,0,0,10.0,20,10.0,5.385313805918976,9,4.333333333333333,39.01508445754257,0,,34.0,14,34.0,5,2.0140000000000002,7702,400,0,0.0,4000.0,False,-0.2961404526987812,4,1.5810000000000002,7400,380,0,0.0,3800.0,False,-0.3253047011027278,0,0.2,25681,0,0,0.0,0.0,False,0.037448493172820556,0,0.2,29469,0,162,0.9,6320.443682121897,False,0.3181393649939787,2,1.606,33320,0,0,0.0,0.0,False,-0.06124978869668113,7,1.7370000000000003,32813,0,0,0.0,0.0,False,-0.07553389305234688,0.15,136385,0.0,0.0,12,0,0,3,7,6.5,13,16,15,122.0,69.0,7,8,15,336,0.6751560121774673,25.007596226409078
39,15,0,0,0,10.0,20,10.0,5.333894525359394,9,4.888888888888889,39.170925867955965,5,41.0,34.0,20,34.0,5,2.0590000000000006,7537,412,0,0.0,4120.0,False,-0.3037579802669762,4,1.6170000000000002,7256,388,0,0.0,3880.0,False,-0.332849680789321,0,0.2,25681,0,0,0.0,0.0,False,0.037448493172820556,0,0.2,29630,0,166,0.9,6502.37369408069,False,0.32831812422397766,7,1.6740000000000004,33243,0,0,0.0,0.0,False,-0.06341916943708796,13,1.8600000000000003,32399,0,5,0.5,170.0,False,-0.08480306530681242,0.2333333333333333,135746,0.0,0.0,11,0,0,4,13,13.0,12,16,11,87.0,56.0,6,9,11,405,0.626626587472856,25.634222813881934
40,11,0,0,0,9.999999999999998,20,10.0,5.434019790395009,5,7.0,39.170925867955965,0,,34.0,20,34.0,5,2.1040000000000005,7407,420,0,0.0,4199.999999999999,False,-0.3102872896111434,0,1.6130000000000004,7136,400,0,0.0,3999.999999999999,False,-0.3372025536854324,0,0.2,25681,0,0,0.0,0.0,False,0.037448493172820556,0,0.2,29595,0,171,0.5,6698.22832342047,False,0.330860231142855,9,1.7570000000000001,33148,0,0,0.0,0.0,False,-0.06609567814278469,6,1.9070000000000005,32515,0,0,0.0,0.0,False,-0.0839296782554798,0.08333333333333333,135482,0.0,0.0,15,0,0,7,6,5.666666666666666,7,14,10,65.0,53.0,5,6,10,336,0.5686080073937774,26.20283082127571
41,10,0,0,0,9.999999999999998,20,10.0,5.1564805289828985,5,1.0,39.170925867955965,0,,34.0,20,34.0,0,2.099,7307,430,0,0.0,4299.999999999999,False,-0.3139146836912362,5,1.6630000000000003,6956,410,0,0.0,4099.999999999999,False,-0.3466337782936738,0,0.2,25681,0,0,0.0,0.0,False,0.037448493172820556,0,0.2,29590,0,176,0.5,6894.08295276025,False,0.33461426340713113,5,1.7980000000000005,33101,0,0,0.0,0.0,False,-0.06741984560770835,15,2.0510000000000006,32254,0,0,0.0,0.0,False,-0.09128303375218347,0.08333333333333333,134889,0.0,0.0,10,0,0,2,11,11.0,3,5,8,78.0,34.0,5,5,8,200,0.47079978976398706,26.673630611039698
42,8,0,0,0,9.999999999999998,20,10.0,4.964692928681873,6,2.6666666666666665,39.237448230021656,5,40.0,34.0,20,34.0,0,2.099,7217,439,0,0.0,4389.999999999999,False,-0.3171793383633198,6,1.718,6756,421,0,0.0,4209.999999999999,False,-0.3571532211259431,0,0.2,25681,0,0,0.0,0.0,False,0.037448493172820556,0,0.2,29774,0,177,0.6,6945.028336713833,False,0.3430764388929836,10,1.8930000000000005,32769,0,5,0.5,170.0,False,-0.07437876824251986,10,2.1360000000000006,32126,0,0,0.0,0.0,False,-0.0948892770609117,0.18333333333333335,134323,0.0,0.0,11,0,0,2,11,11.0,4,6,10,101.0,36.0,6,2,10,400,0.5210050763562322,27.19463568739593
43,10,0,0,0,9.999999999999998,20,10.0,5.278904874419758,25,6.16,39.38172124876508,5,41.0,33.99999999999999,9,34.0,19,2.289,6861,449,0,0.0,4489.999999999999,False,-0.3393789901334881,6,1.7719999999999998,6557,431,0,0.0,4309.999999999999,False,-0.3679628554846198,0,0.2,25681,0,0,0.0,0.0,False,0.037448493172820556,0,0.2,29825,15,182,1.0,7246.656840391542,False,0.35122923245518994,0,1.8830000000000005,32598,0,9,0.5,305.99999999999994,False,-0.07728066715501211,8,2.206000000000001,32040,0,0,0.0,0.0,False,-0.09731222178396348,0.25,133562,0.0,0.0,13,0,0,3,8,8.0,2,5,11,84.0,70.0,5,5,11,439,0.531928725540638,27.72656441293657
44,11,0,0,0,9.999999999999998,20,10.0,5.429086942200213,5,8.0,39.38172124876508,0,,33.99999999999999,5,34.0,5,2.3200000000000003,6706,460,0,0.0,4599.999999999999,False,-0.3466337782936738,0,1.7660000000000002,6467,440,0,0.0,4399.999999999999,False,-0.3712275101567034,0,0.2,25681,0,0,0.0,0.0,False,0.037448493172820556,0,0.2,29785,10,192,1.0,7615.5813491848985,False,0.3570651480404156,0,1.883,32768,0,4,0.0,135.99999999999997,False,-0.07488589620780978,0,2.1980000000000004,32040,0,0,0.0,0.0,False,-0.09731222178396348,0.16666666666666666,133447,0.0,0.0,11,0,0,3,1,1.0,4,7,9,117.0,57.0,7,4,9,370,0.5516146207228303,28.2781790336594
45,9,0,0,0,10.0,20,10.0,5.399655553863446,1,3.0,37.476123122533444,10,27.0,33.99999999999999,0,,0,2.3150000000000004,6606,470,0,0.0,4700.0,False,-0.3502611723737667,1,1.776,6353,450,0,0.0,4500.0,False,-0.3758705745792223,0,0.2,25681,0,0,0.0,0.0,False,0.037448493172820556,0,0.2,30052,1,192,1.0,7200.815295080285,False,0.35947352539145777,0,1.883,32563,0,9,0.5,305.99999999999994,False,-0.07826674930974249,0,2.198000000000001,31975,0,5,0.5,169.99999999999997,False,-0.0967487462669747,0.3333333333333333,133230,0.0,0.0,11,0,0,3,1,1.0,1,4,16,70.0,74.0,4,5,16,470,0.5475772973150015,28.8257563309744
46,16,0,0,0,10.0,20,10.0,5.589538675327896,10,7.0,37.99072327578939,10,41.0,33.99999999999999,0,,10,2.4150000000000005,6376,481,0,0.0,4810.0,False,-0.3629570516540917,0,1.775,6263,459,0,0.0,4590.0,False,-0.3791352292513059,0,0.2,25681,0,0,0.0,0.0,False,0.037448493172820556,0,0.2,30392,1,192,1.0,7299.8084076268915,False,0.3752082170078954,0,1.8830000000000005,32358,0,14,0.5,475.9999999999999,False,-0.08164760241167521,0,2.1980000000000004,31770,0,10,0.5,339.99999999999994,False,-0.10012959936890742,0.3333333333333333,132840,0.0,0.0,12,0,0,4,2,2.0,4,8,17,116.0,76.0,8,8,17,610,0.7433474073186517,29.56910373829305
47,17,0,0,0,10.0,20,10.0,5.019780132960051,11,1.0909090909090908,37.99072327578939,0,,33.99999999999999,0,,0,2.4050000000000007,6256,493,0,0.0,4930.0,False,-0.3673099245502031,11,1.8850000000000002,5984,467,0,0.0,4670.0,False,-0.3964741729541497,0,0.2,25681,0,0,0.0,0.0,False,0.037448493172820556,0,0.2,30380,2,202,1.0,7684.165661975378,False,0.38248698517361596,0,1.8830000000000005,32358,0,14,0.0,475.9999999999999,False,-0.08164760241167521,0,2.1980000000000004,31770,0,10,0.0,339.99999999999994,False,-0.10012959936890742,0.16666666666666666,132429,0.0,0.0,11,0,0,6,3,3.0,4,10,13,160.0,96.0,10,7,13,200,0.675271624699235,30.244375362992287
48,13,0,0,0,10.0,20,10.0,5.0615096996785045,12,5.333333333333333,37.99072327578939,0,,33.99999999999999,0,,5,2.4550000000000005,6106,503,0,0.0,5030.0,False,-0.3745647127103889,7,1.9440000000000002,5789,477,0,0.0,4770.0,False,-0.406993615786419,0,0.2,25681,0,0,0.0,0.0,False,0.037448493172820556,0,0.2,30316,4,212,1.0,8074.279373266065,False,0.3877813560084444,0,1.8830000000000005,32358,0,14,0.0,475.9999999999999,False,-0.08164760241167521,0,2.1980000000000004,31770,0,10,0.0,339.99999999999994,False,-0.10012959936890742,0.16666666666666666,132020,0.0,0.0,10,0,0,4,3,3.0,3,7,14,114.0,73.0,7,6,14,200,0.5633786544203758,30.807754017412663
49,14,0,0,0,10.0,20,10.0,5.27417892546068,10,7.0,38.41083633311918,10,41.0,33.99999999999999,0,,10,2.5500000000000007,5866,515,0,0.0,5150.0,False,-0.3876233313987232,0,1.9370000000000003,5709,485,0,0.0,4850.0,False,-0.4098955310504933,0,0.2,25681,0,0,0.0,0.0,False,0.037448493172820556,0,0.2,30656,4,212,1.0,8164.194018323109,False,0.4033326738774159,0,1.8830000000000005,31948,0,24,1.0,815.9999999999998,False,-0.08840930861554065,0,2.1980000000000004,31770,0,10,0.0,339.99999999999994,False,-0.10012959936890742,0.3333333333333333,131630,0.0,0.0,13,0,0,4,2,2.0,4,8,12,135.0,63.0,8,6,12,610,0.5844710161909461,31.39222503360361
50,12,0,0,0,10.0,20,10.0,5.155772771523331,11,4.2727272727272725,38.41083633311918,0,,33.999999999999986,3,34.0,5,2.5900000000000003,5726,524,0,0.0,5240.0,False,-0.3945153801508996,6,1.997,5504,496,0,0.0,4960.0,False,-0.4207777132907719,0,0.2,25681,0,0,0.0,0.0,False,0.037448493172820556,0,0.2,30609,5,222,1.0,8552.984529810074,False,0.40928707541831766,0,1.8830000000000005,32050,0,21,0.0,713.9999999999997,False,-0.08697244604721925,0,2.1980000000000004,31770,0,10,0.0,339.9999999999999,False,-0.10012959936890742,0.16666666666666666,131340,0.0,0.0,14,0,0,1,3,3.0,3,4,12,70.0,83.0,4,8,12,302,0.5095284590497613,31.90175349265337
51,12,0,0,0,10.000000000000002,20,10.0,5.294161777045031,15,6.066666666666666,38.41083633311918,0,,33.99999999999999,9,34.0,10,2.6850000000000005,5516,533,0,0.0,5330.000000000001,False,-0.406485780615206,5,2.0410000000000004,5326,507,0,0.0,5070.000000000001,False,-0.4297011027278003,0,0.2,25681,0,0,0.0,0.0,False,0.037448493172820556,0,0.2,30518,10,232,1.0,8964.255647054099,False,0.4139180667175831,0,1.8830000000000005,32356,0,12,0.0,407.9999999999999,False,-0.08266185834225503,0,2.1980000000000004,31770,0,10,0.0,339.99999999999994,False,-0.10012959936890742,0.16666666666666666,131167,0.0,0.0,14,0,0,4,4,4.0,3,7,6,100.0,45.0,7,5,6,506,0.45331253670156,32.35506602935493
52,6,0,0,0,10.000000000000002,20,10.0,5.153919373598243,3,1.0,38.59719519141247,5,41.0,34.0,11,34.0,0,2.6750000000000003,5446,540,0,0.0,5400.000000000001,False,-0.409024956471271,3,2.0660000000000003,5148,520,0,0.0,5200.000000000001,False,-0.4378990133488102,0,0.2,25681,0,0,0.0,0.0,False,0.037448493172820556,0,0.2,30720,3,237,1.0,9162.99701848555,False,0.4260926924635523,0,1.883,32525,0,6,0.5,204.0,False,-0.0807742153603426,0,2.1980000000000004,31770,0,10,0.0,340.0,False,-0.10012959936890742,0.25,131290,0.0,0.0,17,0,0,1,1,1.0,1,2,10,29.0,20.0,2,4,10,779,0.3345248019322753,32.689590831287205
53,10,0,0,0,10.000000000000002,20,10.0,5.164497734307028,19,5.2105263157894735,38.77512687107559,5,41.0,34.0,18,34.0,10,2.775000000000001,5226,550,0,0.0,5500.000000000001,False,-0.4213580963435868,9,2.1530000000000005,4909,530,0,0.0,5300.000000000001,False,-0.4516105629715612,0,0.2,25681,0,0,0.0,0.0,False,0.037448493172820556,0,0.2,30826,12,242,1.0,9445.554675611977,False,0.43608214178742777,5,1.933,32475,0,5,0.5,170.0,False,-0.08266185834225503,0,2.198000000000001,32008,0,3,0.0,102.0,False,-0.09677692004282414,0.25,131125,0.0,0.0,16,0,0,1,8,7.5,2,3,13,42.0,39.0,3,7,13,779,0.3981901202350855,33.08778095152229
54,13,0,0,0,10.000000000000002,20,10.0,4.852741604322954,10,2.0,38.86824707180375,5,40.0,34.0,12,34.0,0,2.7650000000000006,5126,560,0,0.0,5600.000000000001,False,-0.4249854904236796,10,2.244,4639,540,0,0.0,5400.000000000001,False,-0.4675710969239698,0,0.2,25681,0,0,0.0,0.0,False,0.037448493172820556,0,0.2,31006,12,247,1.0,9658.689925987403,False,0.4476587607252849,0,1.9280000000000004,32645,0,0,0.0,0.0,False,-0.08026708739505269,4,2.238000000000001,31875,0,5,0.5,170.0,False,-0.09956612385191864,0.25,130972,0.0,0.0,15,0,0,4,5,4.333333333333334,4,8,5,125.0,15.0,8,5,5,604,0.7720311181619763,33.85981206968427
55,5,0,0,0,10.000000000000002,20,10.0,4.6528172716248575,5,1.0,39.1763414716886,10,41.0,34.0,7,34.0,0,2.7650000000000006,5016,571,0,0.0,5710.000000000001,False,-0.4289756239117818,5,2.2840000000000007,4469,549,0,0.0,5490.000000000001,False,-0.476639582124202,0,0.2,25681,0,0,0.0,0.0,False,0.037448493172820556,0,0.2,31411,7,247,1.0,9709.12606440846,False,0.4650385001294428,6,1.9880000000000004,32381,0,5,0.5,170.0,False,-0.08531019327210233,0,2.2340000000000004,31704,0,9,0.5,306.0,False,-0.10246802276441089,0.3333333333333333,130662,0.0,0.0,12,0,0,1,4,4.0,0,1,4,18.0,12.0,1,4,4,644,0.17988847475498915,34.039700544439256
56,4,0,0,0,10.000000000000002,20,10.0,4.622777879574557,9,4.333333333333333,39.31188432785353,5,41.0,34.0,7,34.0,5,2.815000000000001,4896,578,0,0.0,5780.000000000001,False,-0.4351421938479396,4,2.319000000000001,4275,562,0,0.0,5620.000000000001,False,-0.4859982588508416,0,0.2,25681,0,0,0.0,0.0,False,0.037448493172820556,0,0.2,31577,6,252,1.0,9934.331517896537,False,0.4762933569907195,0,1.9820000000000002,32381,0,5,0.0,170.0,False,-0.08531019327210233,0,2.2340000000000004,31737,0,7,0.5,238.0,False,-0.10249619654026032,0.25,130547,0.0,0.0,13,0,0,0,2,2.0,0,0,4,0.0,12.0,0,4,4,643,0.1361611047759652,34.17586164921522
57,4,0,0,0,10.000000000000002,20,10.0,4.386888067135542,6,1.0,39.31188432785353,0,,34.0,10,34.0,0,2.8100000000000005,4786,589,0,0.0,5890.000000000001,False,-0.4391323273360418,6,2.3750000000000004,4083,571,0,0.0,5710.000000000001,False,-0.4966627974463146,0,0.2,25681,0,0,0.0,0.0,False,0.037448493172820556,0,0.2,31571,2,262,1.0,10308.487470031894,False,0.48360845661371676,5,2.0320000000000005,32507,0,0,0.0,0.0,False,-0.08415506846227531,0,2.2340000000000004,31737,0,7,0.0,238.0,False,-0.10249619654026032,0.16666666666666666,130365,0.0,0.0,12,0,0,0,4,4.0,0,0,3,0.0,12.0,0,4,3,370,0.1014470150694251,34.27730866428465
58,3,0,0,0,10.000000000000002,0,,4.386888067135542,0,,39.31188432785353,0,,34.0,20,34.0,0,2.8100000000000005,4786,589,0,0.0,5890.000000000001,False,-0.4391323273360418,0,2.369,4083,571,0,0.0,5710.000000000001,False,-0.4966627974463146,0,0.2,25681,0,0,0.0,0.0,False,0.037448493172820556,0,0.2,31571,0,264,0.2,10378.33746255333,False,0.4850193395522609,11,2.1370000000000005,32355,0,0,0.0,0.0,False,-0.0884374823913901,2,2.2540000000000004,31961,0,0,0.0,0.0,False,-0.09953795007606919,0.03333333333333333,130437,0.0,0.0,3,0,0,0,6,5.666666666666667,0,0,2,0.0,9.0,0,3,2,204,0.09267519786953926,34.369983862154186
59,2,0,0,0,10.000000000000002,0,,4.386888067135542,0,,39.31188432785353,0,,34.00000000000001,20,34.0,0,2.8100000000000005,4786,589,0,0.0,5890.000000000001,False,-0.4391323273360418,0,2.3690000000000007,4083,571,0,0.0,5710.000000000001,False,-0.4966627974463146,0,0.2,25681,0,0,0.0,0.0,False,0.037448493172820556,0,0.2,31571,0,264,0.0,10378.33746255333,False,0.4850193395522609,7,2.1960000000000006,32286,0,0,0.0,0.0,False,-0.09038147292500141,13,2.3820000000000006,31758,0,0,0.0,0.0,False,-0.10525722657350538,0.0,130165,0.0,0.0,0,0,0,0,10,10.0,0,0,1,0.0,6.0,0,2,1,0,0.0876216059550643,34.45760546810925
60,1,0,0,0,10.000000000000002,0,,4.386888067135542,0,,39.31188432785353,0,,34.0,11,34.0,0,2.8100000000000005,4786,589,0,0.0,5890.000000000001,False,-0.4391323273360418,0,2.369,4083,571,0,0.0,5710.000000000001,False,-0.4966627974463146,0,0.2,25681,0,0,0.0,0.0,False,0.037448493172820556,0,0.2,31571,0,264,0.0,10378.33746255333,False,0.4850193395522609,11,2.299000000000001,32134,0,0,0.0,0.0,False,-0.09466388685411618,0,2.3690000000000007,31758,0,0,0.0,0.0,False,-0.10525722657350538,0.0,130013,0.0,0.0,0,0,0,0,5,5.0,0,0,0,0.0,3.0,0,1,0,0,0.07868622615933418,34.536291694268584
