index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,4,0,0,0,10.000000000000002,9,10.0,24.95525941326836,0,,23.729954098404697,15,16.066666666666666,44.99999999999999,20,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.7760000000000002,26225,0,38,0.9,948.2998577041977,False,0.17793831857637418,0,2.3330000000000006,33774,0,0,0.0,0.0,False,-0.10053530054062691,0,7.400000000000003,-38419.22222222222,148,0,0.0,3693.3783931637176,True,-1.9739948607323858,8,2.7730000000000006,35934,611,0,0.0,14499.00195412527,False,-0.1983459386451579,0,0.389,45818,350,120,1.0,13705.483934441643,False,-0.02222577472301144,0.31666666666666665,164633,0.0,0.125,13,0,0,5,5,5.0,19,24,3,54.0,3.0,3,1,3,871,0.5321931410580873,39.49963896535337
31,3,0,0,0,10.0,11,10.0,25.140844075121812,24,26.0,24.208984565247874,5,47.0,45.0,20,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.776,26739,1,24,1.0,613.3802578029236,False,0.1932273064899612,5,2.383000000000001,33200,14,10,1.0,594.0616627041841,False,-0.10791150679506525,0,7.400000000000001,-38419.22222222222,148,0,0.0,3720.8449231180284,True,-1.9736291182365233,10,2.8650000000000007,35526,616,0,0.0,14912.73449219269,False,-0.20207976449661502,0,0.389,46268,340,120,1.0,13631.054752184278,False,-0.014562868937177157,0.5,164615,0.0,0.125,12,0,0,7,8,377.41559829059827,15,22,2,36.0,3.0,2,1,2,1184,0.438184829428792,39.93782379478216
32,2,0,0,0,10.0,11,10.0,25.138564975407494,2,25.0,23.729762238189963,12,15.0,45.0,20,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.776,26679,2,32,1.0,824.4340792130398,False,0.19523590574457422,2,2.3980000000000006,33256,6,10,1.0,388.1290122343446,False,-0.10916230775474249,0,7.400000000000001,-38419.22222222222,148,0,0.0,3720.507616360309,True,-1.9736336097909946,14,2.9950000000000006,35115,623,0,0.0,14783.641874392348,False,-0.2109077571620225,0,0.389,46463,335,124,1.0,13529.470349793639,False,-0.011885810223197051,0.5,164395,0.0,0.125,10,0,0,6,8,7.285714285714286,16,22,5,36.0,0.0,2,0,5,505,0.4226370546966791,40.36046084947884
33,5,0,0,0,9.999999999999998,6,10.0,25.125072396775717,12,25.0,23.006360789838325,21,15.857142857142858,45.0,9,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.776,26919,0,28,0.8,703.5020271097201,False,0.20315675520845575,11,2.5060000000000007,32855,8,10,1.0,431.064187072589,False,-0.11926996475175643,0,7.400000000000001,-38419.22222222222,148,0,0.0,3718.5107147228064,True,-1.9736602004010977,9,3.071000000000001,34716,639,0,0.0,14701.064544706689,False,-0.21908123055704043,0,0.389,46388,330,134,1.0,13622.099060646648,False,-0.012418327572523102,0.4666666666666666,163760,0.0,0.125,5,0,0,10,6,5.285714285714286,12,22,7,90.0,0.0,5,0,7,435,0.5735014379024506,40.93396228738129
34,7,0,0,0,9.999999999999998,7,10.0,25.11472839358385,10,25.0,23.006360789838325,0,,45.0,9,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.776,27099,0,25,0.7,627.8682098395963,False,0.2094297231500837,0,2.4950000000000006,32605,8,20,1.0,661.0450429454373,False,-0.12286552181222621,0,7.400000000000003,-38419.22222222222,148,0,0.0,3716.9798022504096,True,-1.973680585930305,9,3.152000000000001,34572,639,0,0.0,14701.064544706689,False,-0.2217544317154276,0,0.389,46388,320,144,1.0,13842.035452748263,False,-0.010376889315101076,0.45,163546,0.0,0.125,4,0,0,8,4,4.0,17,25,6,75.0,6.0,5,2,6,320,0.7601509541273117,41.6941132415086
35,6,0,0,0,9.999999999999998,11,10.0,25.202653518184192,12,26.0,23.032819142662976,17,23.352941176470587,45.0,9,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.776,27301,1,23,1.0,589.6610309182364,False,0.21749891976789543,0,2.4950000000000006,32690,10,13,1.0,551.4531840364606,False,-0.12206113100167161,0,7.400000000000003,-38419.22222222222,148,0,0.0,3729.9927206912603,True,-1.9735073067691973,9,3.2330000000000014,34216,652,0,0.0,15017.398081016261,False,-0.2254269874413728,0,0.389,46200,314,154,1.0,14162.305210796174,False,-0.010894174548932852,0.5,163289,0.0,0.125,9,0,0,7,5,5.0,16,23,6,62.0,6.0,4,2,6,819,0.6412009671330452,42.33531420864165
36,6,0,0,0,9.999999999999998,13,10.0,25.202653518184192,0,,26.654089802197923,34,48.0,45.00000000000001,15,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.776,27171,4,33,1.0,871.6875661000784,False,0.2179848135114286,21,2.7050000000000005,33443,0,10,1.0,266.5408980219792,False,-0.10580120778153905,0,7.400000000000004,-38419.22222222222,148,0,0.0,3729.9927206912603,True,-1.9735073067691973,10,3.3240000000000016,33223,669,0,0.0,17831.58607767041,False,-0.217739789135754,0,0.389,45609,321,159,1.0,15710.962826505533,False,-0.007490877455023983,0.5,162328,0.0,0.125,9,0,0,9,8,7.235294117647059,15,24,7,108.0,0.0,6,0,7,355,0.6656743921339512,43.0009886007756
37,7,0,0,0,9.999999999999998,10,10.0,25.275902629080026,11,26.0,29.233661460459395,29,48.0,45.00000000000001,20,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.7760000000000002,27357,4,32,1.0,848.8288841305608,False,0.22568668675837295,19,2.874000000000001,33846,1,10,1.0,317.61251723367394,False,-0.09438849879845435,0,7.400000000000003,-38419.22222222222,148,0,0.0,3740.8335891038437,True,-1.9733629504825776,12,3.434000000000001,32984,669,0,0.0,19557.319517047334,False,-0.2061583916513762,0,0.389,44577,340,161,1.0,17184.444896556197,False,-0.012972034449430049,0.5,161646,0.0,0.125,11,0,0,13,8,7.655172413793103,14,27,6,93.0,3.0,6,1,6,746,0.8728559203445911,43.87384452112019
38,6,0,0,0,9.999999999999998,9,10.0,25.24219170862574,15,25.0,30.019862500568376,10,47.0,45.00000000000001,20,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.7760000000000002,27642,3,27,1.0,711.5391761328949,False,0.23523204747491602,0,2.855000000000001,33941,6,10,1.0,451.6517752574382,False,-0.09007361347496014,0,7.400000000000003,-38419.22222222222,148,0,0.0,3735.8443728766097,True,-1.9734293865558046,8,3.5020000000000007,32624,674,0,0.0,20233.387325383086,False,-0.20656616799042954,0,0.389,44882,335,159,1.0,17211.653937690407,False,-0.00705749296715665,0.5,161971,0.0,0.125,14,0,0,11,5,5.0,14,25,4,93.0,0.0,6,0,4,1475,1.2231334783136845,45.096977999433875
39,4,0,0,0,9.999999999999998,12,10.0,25.24219170862574,0,,30.019862500568376,0,,45.0,14,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.776,27522,5,37,1.0,983.9610932191524,False,0.2359472578580065,0,2.855000000000001,33941,0,16,0.6,480.317800009094,False,-0.08969189858572665,0,7.400000000000001,-38419.22222222222,148,0,0.0,3735.8443728766097,True,-1.9734293865558046,12,3.614000000000001,32393,674,0,0.0,20233.387325383086,False,-0.21085442818200897,0,0.389,44972,325,167,1.0,17271.455312684724,False,-0.004831668962234245,0.43333333333333335,161710,0.0,0.125,8,0,0,8,6,6.0,16,24,3,72.0,0.0,4,0,3,210,0.635448089800775,45.73242608923465
40,3,0,0,0,9.999999999999998,11,10.0,25.24219170862574,0,,29.7438593964186,19,26.789473684210527,45.0,9,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.776,27412,6,47,1.0,1246.3830103054097,False,0.23688306296447115,3,2.8850000000000007,34339,0,0,0.0,0.0,False,-0.08548829529414897,0,7.400000000000001,-38419.22222222222,148,0,0.0,3735.8443728766097,True,-1.9734293865558046,9,3.6920000000000015,31923,681,0,0.0,20255.568248961066,False,-0.21937357755104087,0,0.389,44792,327,177,1.0,17691.24202262888,False,-0.004276731801543761,0.3333333333333333,161348,0.0,0.125,7,0,0,6,5,4.25,15,21,5,36.0,3.0,2,1,5,439,0.5507631981745362,46.283189287409186
41,5,0,0,0,9.999999999999998,15,10.0,25.316432663910568,12,26.0,29.384500946287062,5,15.0,45.0,13,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.776,27574,11,45,1.0,1249.2394698759756,False,0.24409334399267568,5,2.9320000000000013,33917,2,10,1.0,344.47787479069177,False,-0.09213989886826951,0,7.400000000000001,-38419.22222222222,148,0,0.0,3746.832034258764,True,-1.973283075583713,13,3.813000000000001,31654,681,0,0.0,20010.845144421488,False,-0.22663877307101166,0,0.389,44717,322,187,1.0,17876.809304704435,False,-0.003946598122220627,0.5,160744,0.0,0.125,8,0,0,13,8,8.0,10,23,3,54.0,6.0,3,2,3,462,0.6226232349872589,46.905812522396445
42,3,0,0,0,9.999999999999998,7,10.0,25.316432663910568,0,,29.005217380293917,5,15.0,44.99999999999999,10,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.776,27504,8,55,1.0,1472.4037965150812,False,0.24592790515563132,0,2.9270000000000014,33992,0,7,0.2,203.03652166205742,False,-0.09202593249271544,0,7.400000000000003,-38419.22222222222,148,0,0.0,3746.832034258764,True,-1.973283075583713,10,3.9000000000000012,31488,681,0,0.0,19752.553035980156,False,-0.23211783400181787,0,0.389,44642,317,197,1.0,18059.65390955317,False,-0.003641736192608204,0.3666666666666667,160508,0.0,0.125,5,0,0,8,4,4.0,15,23,3,36.0,3.0,2,1,3,145,0.4770832220092416,47.38289574440569
43,3,0,0,0,9.999999999999998,6,10.0,25.587630457596102,24,26.833333333333332,28.303649010786497,9,15.0,44.99999999999999,11,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.776,28088,4,41,1.0,1089.09284876144,False,0.26323773159713765,2,2.9470000000000005,33409,14,10,1.0,641.2633165142104,False,-0.10171691234767632,0,7.400000000000003,-38419.22222222222,148,0,0.0,3786.969307724223,True,-1.9727486103054706,11,4.000000000000001,31297,681,0,0.0,19274.784976345603,False,-0.24009815682459343,0,0.389,44507,316,207,1.0,18258.953087408532,False,-0.0042979775803024785,0.5,160183,0.0,0.125,4,0,0,12,6,5.222222222222222,8,20,6,36.0,3.0,2,1,6,704,0.4639819283038378,47.846877672709525
44,6,0,0,0,9.999999999999998,8,10.0,25.622042533505113,11,26.0,30.285374147245367,37,38.945945945945944,45.0,9,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.776,28294,2,40,1.0,1044.8817013402045,False,0.27135095961661093,27,3.215000000000001,33325,15,10,1.0,687.1843794750304,False,-0.10334250739733374,0,7.400000000000004,-38419.22222222222,148,0,0.0,3792.062294958757,True,-1.9726807924243748,9,4.0790000000000015,29717,718,0,0.0,21744.898637722174,False,-0.24650164626752272,0,0.389,44507,306,217,1.0,19032.324489057082,False,0.0028804159153586416,0.5,158725,0.0,0.125,5,0,0,12,6,5.655172413793103,11,23,8,90.0,3.0,5,1,8,366,0.7197220157831907,48.566599688492715
45,8,0,0,0,10.0,10,10.0,25.65936897979759,13,26.0,29.449939829895047,12,17.0,45.0,9,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.7760000000000002,28532,2,37,1.0,969.3966522525109,False,0.28018610809698463,2,3.208,33117,18,10,1.0,756.3680399353071,False,-0.10796069083150944,0,7.400000000000003,-38419.22222222222,148,0,0.0,3797.5866090100435,True,-1.9726072310239204,9,4.160000000000001,29381,730,0,0.0,21498.456075823386,False,-0.25502658279661966,0,0.389,44507,296,227,1.0,18932.182189648935,False,0.001950900252923274,0.5,158419,0.0,0.125,6,0,0,15,4,3.166666666666667,9,24,9,96.0,3.0,7,1,9,438,0.871774754486978,49.43837444297969
46,9,0,0,0,10.0,13,10.0,25.598723884477472,12,25.0,29.449939829895047,0,,44.99999999999999,20,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.7760000000000002,28702,5,35,1.0,945.9553359567116,False,0.2871692256233282,0,3.206000000000001,32817,20,20,1.0,1100.9732742874503,False,-0.11136151063560351,0,7.400000000000003,-38419.22222222222,148,0,0.0,3788.611134902666,True,-1.972726747843375,11,4.261000000000001,29179,730,0,0.0,21498.456075823386,False,-0.258776489977135,0,0.389,44912,286,228,1.0,18682.68279134998,False,0.00715343795342293,0.5,158492,0.0,0.125,13,0,0,16,5,5.0,12,28,7,132.0,0.0,9,0,7,835,0.8711090683937073,50.3094835113734
47,7,0,0,0,10.0,8,10.0,25.598723884477472,0,,29.78298826033172,47,31.0,45.0,20,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.776,28622,3,45,1.0,1181.9425748014862,False,0.2888454640166215,27,3.476000000000001,33275,10,10,1.0,553.8171214480919,False,-0.10645001036714563,0,7.400000000000001,-38419.22222222222,148,0,0.0,3788.611134902666,True,-1.972726747843375,12,4.370000000000001,28946,730,0,0.0,21741.581430042155,False,-0.26084520095379293,0,0.389,43815,323,230,1.0,19969.905208087148,False,-0.001263224845110753,0.5,157540,0.0,0.125,8,0,0,18,6,5.574468085106383,10,28,7,96.0,0.0,7,0,7,440,0.7829029634594917,51.09238647483289
48,7,0,0,0,10.0,9,10.0,25.54744089456807,11,25.0,29.99275532610953,41,31.0,45.0,20,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.776,28807,2,44,1.0,1144.087399360995,False,0.2961724035860097,31,3.759000000000001,33124,11,10,1.0,580.9494031013442,False,-0.11011013072117307,0,7.400000000000001,-38419.22222222222,148,0,0.0,3781.0212523960745,True,-1.9728278142167348,9,4.448000000000001,28805,730,0,0.0,21894.711388059957,False,-0.2620413660423633,0,0.389,43039,354,229,1.0,20922.435385442775,False,-0.006827472846190916,0.5,156657,0.0,0.125,11,0,0,13,5,4.7560975609756095,13,26,4,108.0,3.0,6,1,4,860,0.7335665132850409,51.82595298811793
49,4,0,0,0,10.0,8,10.0,25.499867999675388,11,25.0,29.99275532610953,0,,45.0,20,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.776,29002,0,43,1.0,1096.4943239860418,False,0.30372571966791767,0,3.728000000000001,32849,12,20,1.0,905.8535225182953,False,-0.1131074925761232,0,7.400000000000001,-38419.22222222222,148,0,0.0,3773.9804639519575,True,-1.9729215688898838,9,4.529000000000001,28664,730,0,0.0,21894.711388059957,False,-0.2646588755099507,0,0.389,43534,344,228,1.0,20577.507832181676,False,-0.0008399436383226677,0.5,156931,0.0,0.125,8,0,0,6,4,4.0,18,24,5,54.0,3.0,3,1,5,850,0.49009351152926683,52.3160464996472
50,5,0,0,0,10.0,9,10.0,25.499867999675388,0,,29.99275532610953,0,,45.0,20,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.776,28912,0,52,0.9,1325.9931359831203,False,0.30481763734190237,0,3.7280000000000015,32849,2,30,1.0,950.7823957826367,False,-0.11250922267194022,0,7.400000000000003,-38419.22222222222,148,0,0.0,3773.9804639519575,True,-1.9729215688898838,13,4.650000000000001,28391,730,0,0.0,21894.711388059957,False,-0.2697268193727264,0,0.389,43849,334,231,1.0,20412.580278920585,False,0.0034768348455538707,0.48333333333333334,156883,0.0,0.125,8,0,0,8,7,7.0,17,25,5,90.0,0.0,5,0,5,405,0.6201199823990464,52.93616648204625
51,5,0,0,0,10.0,11,10.0,25.499867999675388,0,,28.770609746574415,19,15.0,45.0,20,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.776,28802,1,62,1.0,1590.991815979874,False,0.30581028447851133,0,3.728000000000001,33134,0,13,0.2,374.0179267054674,False,-0.11259929789467812,0,7.400000000000003,-38419.22222222222,148,0,0.0,3773.9804639519575,True,-1.9729215688898838,11,4.747000000000002,28056,739,0,0.0,21261.480602718493,False,-0.2818233403623812,0,0.389,44104,334,232,1.0,20049.383655355854,False,0.004839456220352068,0.3666666666666667,156978,0.0,0.125,11,0,0,6,6,6.0,18,24,3,72.0,3.0,4,1,3,800,0.49284285958856344,53.42900934163481
52,3,0,0,0,10.0,11,10.0,25.295221753213106,18,24.0,28.45002815904661,5,15.0,45.0,20,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.776,29124,2,54,1.0,1385.9419746735077,False,0.3154932933617204,0,3.728000000000001,32777,8,18,1.0,714.4622808885438,False,-0.11757354016234058,0,7.400000000000004,-38419.22222222222,148,0,0.0,3743.6928194755396,True,-1.973324877160096,10,4.836000000000001,27884,739,0,0.0,21024.570809535446,False,-0.28721531512646237,0,0.389,44479,329,232,1.0,19800.059264326337,False,0.00948670142131077,0.5,157146,0.0,0.125,11,0,0,0,5,5.0,11,11,2,36.0,3.0,2,1,2,1067,0.4231779361143708,53.85218727774918
53,2,0,0,0,10.0,10,10.0,25.295221753213106,0,,27.788436035329248,10,15.0,44.99999999999999,12,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.7760000000000002,29024,2,64,1.0,1638.8941922056388,False,0.3166613913395756,0,3.728000000000001,32927,0,16,0.8,444.61497656526797,False,-0.11717202886141753,0,7.400000000000003,-38419.22222222222,148,0,0.0,3743.6928194755396,True,-1.973324877160096,12,4.9460000000000015,27498,749,0,0.0,20813.538590461605,False,-0.29633976952493507,0,0.389,44479,319,242,1.0,19754.511095270027,False,0.00906392566338104,0.4666666666666666,156810,0.0,0.125,6,0,0,0,6,6.0,10,10,6,18.0,3.0,1,1,6,250,0.37727412674576044,54.22946140449494
54,6,0,0,0,10.0,9,10.0,25.268122901638705,12,25.0,27.448260333214595,5,15.0,44.99999999999999,15,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.7760000000000002,29234,1,62,1.0,1576.6236199015998,False,0.32455271375411626,0,3.728000000000001,32702,2,21,1.0,626.9497128007839,False,-0.12073624180669554,0,7.400000000000003,-38419.22222222222,148,0,0.0,3739.6821894425284,True,-1.9733782824442985,15,5.084000000000001,27168,749,0,0.0,20558.746989577732,False,-0.3048308180220378,0,0.389,44404,314,252,1.0,19958.75374462938,False,0.009567403139427734,0.5,156390,0.0,0.125,6,0,0,3,7,7.0,11,14,7,72.0,6.0,4,2,7,465,0.6820552758872509,54.91151668038219
55,7,0,0,0,10.0,7,10.0,25.33069695151263,11,26.0,27.448260333214595,0,,44.99999999999999,20,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.776,29450,0,59,0.8,1494.5111201392451,False,0.33227104738681823,0,3.728000000000001,32416,3,31,1.0,926.8881611841903,False,-0.12435899543018199,0,7.400000000000001,-38419.22222222222,148,0,0.0,3748.943148823869,True,-1.9732549641218218,12,5.189000000000002,26939,749,0,0.0,20558.746989577732,False,-0.3090819504197508,0,0.389,44764,304,254,1.0,19774.271141297235,False,0.014538048018278404,0.4666666666666666,156451,0.0,0.125,9,0,0,4,6,6.0,1,5,7,79.0,6.0,5,2,7,716,0.7108787298202515,55.622395410202444
56,7,0,0,0,10.0,11,10.0,25.388763117225643,11,26.0,27.89442389732979,14,33.285714285714285,44.99999999999999,20,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.776,29626,1,58,1.0,1482.5482607990873,False,0.3397720872849,0,3.728000000000001,32596,4,27,1.0,854.7044976968069,False,-0.12052645213325518,0,7.400000000000001,-38419.22222222222,148,0,0.0,3757.5369413493954,True,-1.9731405297490618,11,5.287000000000002,26456,759,0,0.0,21171.86773807331,False,-0.312357357447155,0,0.389,44981,298,255,1.0,19787.538321404274,False,0.018689558934843333,0.5,156541,0.0,0.125,13,0,0,5,6,6.0,1,6,7,93.0,3.0,6,1,7,1267,0.7560055768117309,56.378400987014174
57,7,0,0,0,10.0,6,10.0,25.388763117225643,0,,31.641016474390746,38,47.89473684210526,44.99999999999999,9,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.776,29566,0,65,0.7,1650.2696026196668,False,0.3408247949046957,11,3.838000000000001,34009,0,4,0.4,126.56406589756298,False,-0.09259149290397134,0,7.400000000000001,-38419.22222222222,148,0,0.0,3757.5369413493954,True,-1.9731405297490618,6,5.336000000000001,25388,780,0,0.0,24679.99285002478,False,-0.29962136286826335,0,0.389,44300,305,262,1.0,21440.510024689174,False,0.0213903432899789,0.35000000000000003,156145,0.0,0.125,8,0,0,5,3,2.6470588235294117,1,6,7,93.0,3.0,6,1,7,1199,0.8075411673635244,57.1859421543777
58,7,0,0,0,10.0,8,10.0,25.436539535459733,15,25.8,33.47133665326486,23,48.0,44.99999999999999,14,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.776,29873,0,58,0.8,1475.3192930566645,False,0.35050999940564426,19,4.017000000000001,34023,5,10,1.0,461.8960642099473,False,-0.0877533880501486,0,7.400000000000003,-38419.22222222222,148,0,0.0,3764.6078512480403,True,-1.973046373980617,14,5.4700000000000015,23976,803,0,0.0,26877.483332571686,False,-0.30543659192311123,0,0.389,44300,295,272,1.0,22114.044312713133,False,0.027642053841920335,0.4666666666666666,155054,0.0,0.125,7,0,0,2,9,8.826086956521738,3,5,6,90.0,6.0,5,2,6,467,0.6908771460875869,57.876819300465286
59,6,0,0,0,9.999999999999998,8,10.0,25.3987889602668,11,25.0,33.47133665326486,0,,44.99999999999999,6,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.776,30068,0,55,0.8,1396.9333928146739,False,0.3573840420192066,0,3.998000000000001,33748,6,20,1.0,821.8194668268981,False,-0.09028443544665772,0,7.400000000000003,-38419.22222222222,148,0,0.0,3759.0207661194863,True,-1.9731207712365837,6,5.516000000000002,23896,803,0,0.0,26877.483332571686,False,-0.3069217036777708,0,0.389,44300,285,282,1.0,22229.330946180482,False,0.028712138432654587,0.4666666666666666,154894,0.0,0.125,5,0,0,1,3,3.0,4,5,4,90.0,3.0,5,1,4,355,0.5255100512877107,58.402329351752996
60,4,0,0,0,9.999999999999998,10,10.0,25.363830185017154,11,25.0,32.788628935699926,8,17.0,44.999999999999986,13,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.776,30243,0,54,1.0,1369.6468299909263,False,0.3645029301595104,0,3.998000000000001,33609,7,22,1.0,898.8966478805185,False,-0.09295991041198802,0,7.400000000000004,-38419.22222222222,148,0,0.0,3753.8468673825387,True,-1.9731896665298931,13,5.6400000000000015,23499,811,0,0.0,26591.57806685264,False,-0.3169453287030088,0,0.389,44300,275,292,1.0,22156.872957317475,False,0.02803958711403318,0.5,154533,0.0,0.125,8,0,0,2,5,5.0,1,3,6,54.0,3.0,3,1,6,511,0.46664773765951395,58.86897708941251
61,6,0,0,0,9.999999999999998,9,10.0,25.328883846716884,12,25.0,32.603958796907946,20,31.0,44.99999999999999,10,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.7760000000000002,30453,0,51,0.9,1291.773076182561,False,0.37205005462328067,0,3.9980000000000016,33929,9,12,1.0,619.2074601833473,False,-0.08816203547120637,0,7.400000000000003,-38419.22222222222,148,0,0.0,3748.674809314099,True,-1.9732585373129825,10,5.727000000000002,23092,816,0,0.0,26604.830378276885,False,-0.3243778274831358,0,0.389,43915,280,302,1.0,22719.108463134224,False,0.0261111277858304,0.48333333333333334,154271,0.0,0.125,7,0,0,1,5,5.0,2,3,6,54.0,9.0,3,3,6,1010,0.4346457598730922,59.3036228492856
62,6,0,0,0,9.999999999999998,9,10.0,25.39360093413636,12,26.0,31.039895338198438,17,15.0,44.999999999999986,9,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.7760000000000002,30675,0,48,0.9,1218.8928448385452,False,0.3802367608938178,5,4.048000000000001,33687,11,10,1.0,589.7285636574843,False,-0.0949994864888881,0,7.400000000000003,-38419.22222222222,148,0,0.0,3758.252938252181,True,-1.97313099558167,9,5.807,22845,823,0,0.0,25545.833863337313,False,-0.33879266110364853,0,0.389,43765,280,312,1.0,22731.17069469556,False,0.023438504257588484,0.48333333333333334,153854,0.0,0.125,7,0,0,1,5,4.714285714285714,2,3,6,54.0,9.0,3,3,6,552,0.4259867090731859,59.72960955835879
63,6,0,0,0,9.999999999999998,10,10.0,25.105983790162046,2,9.0,31.039895338198438,0,,44.99999999999999,9,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.776,30593,0,56,1.0,1405.9350922490746,False,0.3807450607131624,0,4.043000000000001,33669,3,20,1.0,696.1158581344549,False,-0.09406221393200286,0,7.400000000000001,-38419.22222222222,148,0,0.0,3715.685600943983,True,-1.9736978194292851,9,5.888000000000001,22703,823,0,0.0,25545.833863337313,False,-0.34142873446816924,0,0.389,43765,270,322,1.0,22870.771741313576,False,0.024734273978183417,0.5,153612,0.0,0.125,6,0,0,2,4,4.0,1,3,6,54.0,9.0,3,3,6,118,0.39239426981657743,60.122003828175366
64,6,0,0,0,9.999999999999998,8,10.0,25.094885661826012,12,25.0,30.269343212636898,10,17.0,44.999999999999986,11,45.0,0,0.2,22882,0,0,0.0,0.0,False,0.00952969204976617,0,0.776,30813,0,52,0.8,1304.9340544149527,False,0.38822319894147517,0,4.043000000000001,33539,5,20,1.0,730.861292561868,False,-0.09706168882577611,0,7.400000000000001,-38419.22222222222,148,0,0.0,3714.04307795025,True,-1.973719691156811,11,5.9890000000000025,22330,833,0,0.0,25214.362896126535,False,-0.3514297644601012,0,0.389,43765,260,332,1.0,22810.029235285587,False,0.02417046516749824,0.4666666666666666,153329,0.0,0.125,5,0,0,3,6,6.0,0,3,2,54.0,9.0,3,3,2,550,0.34448618348687887,60.466490011662245
