index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,7,0,0,0,10.000000000000002,20,10.0,12.738564507905842,23,23.347826086956523,14.752041565276738,43,14.720930232558139,36.99999999999999,20,37.0,5,0.8980000000000004,29301,5,10,1.0,177.38564507905843,False,0.07308649125673754,0,3.566000000000001,16236,322,0,0.0,3220.0000000000005,False,-0.34840075945669635,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,43,7.146000000000001,11520,719,0,0.0,9159.0278811843,False,-0.6534907248807165,3,1.4720000000000004,61538,0,7,0.7,258.99999999999994,False,0.010346352972016516,10,2.694000000000001,47818,632,0,0.0,9323.290269254898,False,-0.14018538019156812,0.2833333333333333,213490,0.0,0.0,14,0,0,3,16,14.816666666666666,22,25,8,78.0,3.0,6,1,8,518,0.8403201819746755,57.672694967943244
31,8,0,0,0,10.000000000000002,20,10.0,13.323612778550464,13,23.0,14.761753225082527,11,15.0,36.99999999999999,20,37.0,3,0.923,29433,6,10,1.0,193.23612778550466,False,0.07819548940750515,0,3.566000000000001,16146,331,0,0.0,3310.0000000000005,False,-0.3500438148094056,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,11,7.213000000000002,10976,732,0,0.0,9752.884553898939,False,-0.6588084396506937,2,1.4889999999999999,61678,0,7,0.7,258.99999999999994,False,0.012640081263516614,11,2.794000000000001,47595,636,0,0.0,9388.475051152487,False,-0.14330497533297978,0.2833333333333333,212905,0.0,0.0,14,0,0,5,9,8.23076923076923,25,30,5,96.0,3.0,7,1,5,459,0.9030249140341766,58.57571988197742
32,5,0,0,0,10.000000000000002,20,10.0,14.407571071473896,21,25.0,14.74515037825095,11,14.363636363636363,36.99999999999999,20,37.0,11,1.0300000000000002,29639,6,10,1.0,204.075710714739,False,0.08591492096382972,0,3.566000000000001,16046,341,0,0.0,3410.0000000000005,False,-0.35186943186797137,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,11,7.312000000000002,10200,753,0,0.0,10848.901016819844,False,-0.6637154985060927,3,1.5170000000000003,61856,0,4,0.4,147.99999999999997,False,0.014647093518579199,10,2.883000000000001,47356,643,0,0.0,9481.13169321536,False,-0.14646166448312997,0.2333333333333333,212174,0.0,0.0,14,0,0,4,10,8.84090909090909,21,25,6,75.0,0.0,5,0,6,422,0.7773472699918784,59.3530671519693
33,6,0,0,0,10.000000000000002,20,10.0,16.10590080303845,40,24.75,14.75040738495356,5,15.0,36.99999999999999,20,37.0,30,1.3190000000000002,29681,6,10,1.0,221.05900803038452,False,0.08775848926592633,0,3.566000000000001,15946,351,0,0.0,3510.0000000000005,False,-0.3536950489265372,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,5,7.351000000000002,9115,793,0,0.0,12771.979336809489,False,-0.6663727418448464,9,1.6040000000000003,61882,0,0,0.0,0.0,False,0.013860672390064879,7,2.943000000000001,47198,648,0,0.0,9558.263985449907,False,-0.14841844169465632,0.16666666666666666,210899,0.0,0.0,14,0,0,3,15,14.666666666666668,21,24,5,60.0,3.0,5,1,5,561,0.7806948719662614,60.13376202393556
34,5,0,0,0,10.000000000000002,20,10.0,16.530842978336132,11,25.0,14.754901484579058,4,15.0,36.99999999999999,8,37.0,1,1.2990000000000002,29837,6,10,1.0,225.3084297833613,False,0.09353199265706447,0,3.5660000000000003,15846,361,0,0.0,3610.0000000000005,False,-0.35552066598510296,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,4,7.386000000000001,8764,804,0,0.0,13290.79775458225,False,-0.6683440472366423,0,1.5950000000000002,61822,0,4,0.4,147.99999999999997,False,0.01409004521921489,8,3.016000000000001,47109,648,0,0.0,9561.17616200723,False,-0.14985274131654078,0.2333333333333333,210455,0.0,0.0,11,0,0,2,5,4.090909090909091,21,23,6,72.0,3.0,4,1,6,200,0.7459920230321586,60.87975404696772
35,6,0,0,0,10.0,20,10.0,17.872377805637264,39,25.0,14.765459186591846,9,15.0,36.99999999999999,8,37.0,29,1.5880000000000003,29923,9,10,1.0,268.7237780563726,False,0.09746465200190546,0,3.566000000000001,15776,368,0,0.0,3680.0,False,-0.356798597926099,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,9,7.472000000000001,7593,843,0,0.0,15066.414490152214,False,-0.6744391708261351,0,1.5950000000000002,61762,0,8,0.4,295.99999999999994,False,0.0143194180483649,8,3.088000000000001,46935,653,0,0.0,9641.844848844476,False,-0.15204268916013114,0.2333333333333333,209066,0.0,0.0,11,0,0,4,9,8.23076923076923,21,25,7,75.0,3.0,5,1,7,200,0.8576102320221253,61.737364278989844
36,7,0,0,0,10.0,20,10.0,17.872377805637264,0,,14.765459186591846,0,,37.0,7,37.0,0,1.5590000000000004,29793,12,20,1.0,477.44755611274525,False,0.09652854454711457,0,3.566000000000001,15706,375,0,0.0,3750.0,False,-0.3580765298670951,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,0,7.463000000000001,7593,843,0,0.0,15066.414490152214,False,-0.6744391708261351,0,1.5950000000000002,61762,0,8,0.0,296.0,False,0.0143194180483649,7,3.1500000000000012,46852,653,0,0.0,9641.844848844476,False,-0.15340254236152048,0.16666666666666666,208783,0.0,0.0,10,0,0,4,4,4.0,19,23,7,78.0,3.0,6,1,7,200,0.8911651850212365,62.62852946401108
37,7,0,0,0,10.0,20,10.0,18.57181462153921,35,23.0,14.749544144212958,16,14.5625,37.0,8,37.0,15,1.7090000000000003,30139,15,10,1.0,335.7181462153921,False,0.10657437830829906,0,3.566000000000001,15636,382,0,0.0,3820.0,False,-0.3593544618080911,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,16,7.623,6368,878,0,0.0,16306.053237711427,False,-0.6874644522651691,0,1.5950000000000002,61702,0,12,0.4,444.0,False,0.014548790877514909,8,3.2230000000000016,46579,665,0,0.0,9808.446855901617,False,-0.15651052775491822,0.2333333333333333,207501,0.0,0.0,12,0,0,5,9,8.333333333333332,21,26,8,78.0,3.0,6,1,8,476,0.818379778007511,63.44690924201859
38,8,0,0,0,10.0,20,10.0,19.004392080239317,24,23.166666666666668,14.730503739946839,13,14.461538461538462,37.00000000000001,11,37.0,14,1.8340000000000005,30309,13,10,1.0,320.04392080239313,False,0.11249532497448511,0,3.566000000000001,15516,394,0,0.0,3940.0,False,-0.3615452022783701,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,13,7.737000000000001,5502,902,0,0.0,17141.961656375865,False,-0.6971077261377485,0,1.5950000000000002,61702,0,12,0.0,444.0000000000001,False,0.014548790877514909,11,3.3250000000000006,46225,678,0,0.0,9987.281535683956,False,-0.16084539013300383,0.16666666666666666,206331,0.0,0.0,11,0,0,7,9,9.0,19,26,7,78.0,6.0,6,2,7,430,0.857293339970056,64.30420258198865
39,7,0,0,0,10.0,20,10.0,19.004392080239317,0,,14.722037345608527,9,14.555555555555555,37.000000000000014,6,37.0,0,1.8200000000000003,30199,14,20,1.0,520.0878416047863,False,0.11213100338843263,0,3.566000000000001,15426,403,0,0.0,4030.0,False,-0.3631882576310793,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,9,7.814000000000003,5299,902,0,0.0,17141.961656375865,False,-0.7014768880334912,0,1.5950000000000002,61702,0,12,0.0,444.00000000000017,False,0.014548790877514909,6,3.374000000000001,46034,687,0,0.0,10114.039656433059,False,-0.16293630270305182,0.16666666666666666,205737,0.0,0.0,10,0,0,7,4,4.0,15,22,6,78.0,3.0,6,1,6,200,0.8807396839838475,65.1849422659725
40,6,0,0,0,9.999999999999998,20,10.0,19.004392080239317,0,,14.737708066264517,10,15.0,37.00000000000002,11,37.0,0,1.8200000000000003,30099,14,30,1.0,710.1317624071795,False,0.11194924350823685,0,3.566000000000001,15326,413,0,0.0,4129.999999999999,False,-0.3650138746896451,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,10,7.905000000000002,5079,902,0,0.0,17141.961656375865,False,-0.7062119403342962,0,1.5950000000000002,61642,0,16,0.4,592.0000000000003,False,0.01477816370666492,11,3.478000000000001,45799,693,0,0.0,10213.231689921311,False,-0.16597391957270038,0.2333333333333333,205022,0.0,0.0,12,0,0,8,6,6.0,18,26,5,75.0,3.0,5,1,5,200,0.8157259699655697,66.00066823593806
41,5,0,0,0,9.999999999999998,20,10.0,19.004392080239317,0,,14.710985865257117,6,14.0,37.00000000000001,9,37.0,0,1.8200000000000003,29979,16,40,1.0,920.1756832095726,False,0.11140236021632778,0,3.566000000000001,15246,421,0,0.0,4209.999999999999,False,-0.3664743683364977,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,6,7.955000000000002,4959,902,0,0.0,17141.961656375865,False,-0.7087946961347352,0,1.5950000000000002,61642,0,16,0.0,592.0000000000001,False,0.01477816370666492,9,3.5570000000000013,45598,699,0,0.0,10282.979119814725,False,-0.16869569500119005,0.16666666666666666,204501,0.0,0.0,10,0,0,7,6,6.0,19,26,6,75.0,0.0,5,0,6,200,0.7954232500051148,66.79609148594318
42,6,0,0,0,9.999999999999998,20,10.0,19.257767773030945,15,23.133333333333333,14.695810370782647,9,14.444444444444445,37.0,10,37.0,0,1.8200000000000003,30246,14,35,1.0,814.0218720560831,False,0.1192131932243333,0,3.5660000000000003,15126,433,0,0.0,4329.999999999999,False,-0.36866510880677666,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,9,8.039000000000001,4411,917,0,0.0,17659.373047869376,False,-0.7150211673209357,0,1.5950000000000002,61582,0,20,0.4,740.0,False,0.015007536535814929,10,3.648000000000001,45385,704,0,0.0,10345.850501030984,False,-0.17167040352389581,0.2333333333333333,203827,0.0,0.0,11,0,0,7,7,7.0,18,25,7,78.0,0.0,6,0,7,547,0.8013862420339137,67.5974777279771
43,7,0,0,0,9.999999999999998,20,10.0,19.257767773030945,0,,14.704129069816622,4,15.0,37.0,15,37.0,0,1.8200000000000003,30126,16,45,1.0,1026.5995497863926,False,0.11871256663112296,0,3.566000000000001,15046,441,0,0.0,4409.999999999999,False,-0.37012560245362935,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,4,8.07,4335,917,0,0.0,17659.373047869376,False,-0.7166569126612137,0,1.5950000000000002,61522,0,24,0.4,888.0,False,0.015236909364964938,15,3.788000000000001,45107,704,0,0.0,10351.706865150902,False,-0.17617711788820611,0.2333333333333333,203213,0.0,0.0,12,0,0,11,9,9.0,18,29,3,81.0,0.0,7,0,3,200,0.8709647040232085,68.4684424320003
44,3,0,0,0,9.999999999999998,20,10.0,19.257767773030945,0,,14.690395448525173,20,14.6,37.0,11,37.0,0,1.8200000000000005,30016,17,55,1.0,1229.177227516702,False,0.11839450174376921,0,3.566000000000001,14956,450,0,0.0,4499.999999999999,False,-0.37176865780633855,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,20,8.266,3779,917,0,0.0,17659.373047869376,False,-0.728623681203248,0,1.5950000000000002,61462,0,28,0.4,1036.0,False,0.01546628219411495,11,3.883000000000001,44711,720,0,0.0,10577.084722938125,False,-0.1808188223102912,0.2333333333333333,202001,0.0,0.0,11,0,0,5,8,8.0,16,21,4,39.0,0.0,3,0,4,200,0.731067251006607,69.19950968300691
45,4,0,0,0,10.0,20,10.0,19.57816038687109,13,25.0,14.65671222004914,7,14.0,36.99999999999999,8,37.0,0,1.8200000000000005,30241,17,52,1.0,1188.0643401172968,False,0.12585921462168287,0,3.566000000000001,14856,460,0,0.0,4600.0,False,-0.3735942748649043,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,7,8.315999999999999,3314,930,0,0.0,18207.689159790112,False,-0.7327311656860434,0,1.5950000000000002,61462,0,28,0.0,1035.9999999999998,False,0.01546628219411495,8,3.952000000000001,44512,727,0,0.0,10655.429783975726,False,-0.183437399371062,0.16666666666666666,201462,0.0,0.0,10,0,0,6,6,6.0,18,24,5,72.0,0.0,4,0,5,525,0.7216243130387738,69.92113399604568
46,5,0,0,0,10.0,20,10.0,19.57816038687109,0,,14.647569769340096,8,14.5,37.0,15,37.0,0,1.8200000000000005,30171,14,62,1.0,1353.8459439860076,False,0.12632988797988187,0,3.566000000000001,14726,473,0,0.0,4730.0,False,-0.3759675770410399,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,8,8.389000000000001,3138,930,0,0.0,18207.689159790112,False,-0.7365192075266873,0,1.5950000000000002,61402,0,32,0.4,1184.0,False,0.01569565502326496,15,4.094,44176,731,0,0.0,10707.37350138761,False,-0.1885168302199717,0.2333333333333333,200690,0.0,0.0,11,0,0,9,9,9.0,16,25,5,75.0,0.0,5,0,5,200,0.8287042959709652,70.74983829201665
47,5,0,0,0,10.0,20,10.0,19.57816038687109,0,,14.663909136252112,6,15.0,37.0,11,37.0,0,1.8200000000000003,30071,14,72,1.0,1549.6275478547186,False,0.12625287622051112,0,3.566000000000001,14626,483,0,0.0,4830.0,False,-0.37779319409960566,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,6,8.441000000000003,3024,930,0,0.0,18207.689159790112,False,-0.7389728255371044,0,1.5950000000000002,61402,0,32,0.0,1184.0,False,0.01569565502326496,11,4.189000000000001,43924,737,0,0.0,10807.301033417807,False,-0.19182694611853815,0.16666666666666666,200124,0.0,0.0,10,0,0,5,6,6.0,21,26,4,75.0,0.0,5,0,4,200,0.7666522259823978,71.51649051799905
48,4,0,0,0,10.0,20,10.0,19.87163852594348,12,25.0,14.663909136252112,0,,37.00000000000001,7,37.0,0,1.8200000000000003,30301,11,70,1.0,1501.0146968160436,False,0.1337632301886965,0,3.566000000000001,14496,496,0,0.0,4960.0,False,-0.38016649627574123,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,0,8.435,2724,942,0,0.0,18719.08349143876,False,-0.7399263538866303,0,1.5950000000000002,61402,0,32,0.0,1184.0000000000002,False,0.01569565502326496,7,4.248,43840,737,0,0.0,10807.301033417807,False,-0.1932031830934382,0.16666666666666666,199840,0.0,0.0,11,0,0,11,4,4.0,15,26,4,42.0,0.0,4,0,4,500,0.7446104330010712,72.26110095100012
49,4,0,0,0,10.0,20,10.0,20.090380811701248,15,23.0,14.64304258452918,10,14.4,37.00000000000001,13,37.0,0,1.8200000000000003,30546,11,65,1.0,1415.874752760581,False,0.14115442443333906,0,3.566000000000001,14396,506,0,0.0,5060.0,False,-0.381992113334307,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,10,8.535,2153,957,0,0.0,19226.494436798093,False,-0.7467554728939984,0,1.5950000000000002,61342,0,36,0.4,1332.0000000000002,False,0.01592502785241497,13,4.371000000000001,43535,743,0,0.0,10879.78064030518,False,-0.19760648928251212,0.2333333333333333,199049,0.0,0.0,10,0,0,6,9,9.0,16,22,5,72.0,0.0,4,0,5,545,0.7371446969918907,72.99824564799201
50,5,0,0,0,10.0,20,10.0,20.090380811701248,0,,14.666482818908705,8,15.0,37.0,13,37.0,0,1.8200000000000003,30446,11,75,1.0,1616.7785608775937,False,0.1411709245085,0,3.5660000000000003,14296,516,0,0.0,5160.0,False,-0.3838177303928728,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,8,8.605,2001,957,0,0.0,19226.494436798093,False,-0.7500269635745546,0,1.5950000000000002,61222,0,44,0.8,1628.0,False,0.01638377351071499,13,4.488000000000001,43327,743,0,0.0,10897.196734449168,False,-0.20087164350179262,0.3,198369,0.0,0.0,9,0,0,8,5,5.0,17,25,6,75.0,0.0,5,0,6,200,0.7926661529927514,73.79091180098476
51,6,0,0,0,10.000000000000002,20,10.0,20.090380811701248,0,,14.694358492942708,10,15.0,37.0,12,37.0,0,1.8200000000000003,30326,13,85,1.0,1837.6823689946061,False,0.14082230117194763,0,3.566000000000001,14216,524,0,0.0,5240.000000000001,False,-0.38527822403972545,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,10,8.697000000000001,1776,957,0,0.0,19226.494436798093,False,-0.7548696307003778,0,1.5950000000000002,61147,0,49,0.5,1813.0,False,0.0166704895471525,12,4.595000000000001,43064,748,0,0.0,10991.380152721145,False,-0.20440903603839417,0.25,197606,0.0,0.0,11,0,0,9,7,7.0,16,25,4,78.0,0.0,6,0,4,200,0.8362511429586448,74.6271629439434
52,4,0,0,0,10.000000000000002,20,10.0,20.090380811701248,0,,14.669278458438294,13,14.461538461538462,37.0,20,37.0,0,1.8200000000000005,30226,13,95,1.0,2038.5861771116186,False,0.14083880124710854,0,3.566000000000001,14116,534,0,0.0,5340.000000000001,False,-0.3871038410982912,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,13,8.817,1466,957,0,0.0,19226.494436798093,False,-0.761541749851512,0,1.5950000000000002,61665,0,35,0.0,1295.0,False,0.02091388688642768,6,4.643000000000002,42812,761,0,0.0,11163.320906871542,False,-0.2071292277764636,0.16666666666666666,197362,0.0,0.0,15,0,0,8,5,5.0,14,22,5,39.0,3.0,3,1,5,718,0.7264968209783547,75.35365976492176
53,5,0,0,0,10.000000000000002,20,10.0,20.66992086744693,33,24.060606060606062,14.669278458438294,0,,37.00000000000001,10,37.0,0,1.8200000000000005,30930,12,72,1.0,1608.234302456179,False,0.15868691219614756,0,3.566000000000001,14006,545,0,0.0,5450.000000000001,False,-0.3891120198627136,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,0,8.804,672,990,0,0.0,20463.22165877246,False,-0.7653219657056038,0,1.5950000000000002,61776,0,32,0.0,1184.0000000000002,False,0.021823186316272364,7,4.707000000000002,42729,761,0,0.0,11163.320906871542,False,-0.20848908097785293,0.16666666666666666,197190,0.0,0.0,14,0,0,2,4,4.0,19,21,6,72.0,3.0,4,1,6,1105,0.7503964040079154,76.10405616892967
54,6,0,0,0,10.000000000000002,20,10.0,20.66992086744693,0,,14.661139959776245,21,14.619047619047619,37.00000000000001,20,37.0,0,1.8200000000000005,30830,12,82,1.0,1814.9335111306482,False,0.15880921409249762,0,3.566000000000001,13906,555,0,0.0,5550.000000000001,False,-0.3909376369212794,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,21,9.014,65,990,0,0.0,20463.22165877246,False,-0.7783864054628248,0,1.5950000000000002,62041,0,29,0.7,1073.0000000000002,False,0.025255586866767155,10,4.800000000000001,42390,775,0,0.0,11362.383468826589,False,-0.21241248223321815,0.2833333333333333,196309,0.0,0.0,15,0,0,6,7,7.0,19,25,5,75.0,3.0,5,1,5,570,0.7917686579748988,76.89582482690457
55,5,0,0,0,10.000000000000002,20,10.0,20.66992086744693,0,,14.695117216369395,13,15.0,37.000000000000014,20,37.0,0,1.8200000000000003,30750,10,92,1.0,2001.6327198051176,False,0.15929663940056074,0,3.566000000000001,13786,567,0,0.0,5670.000000000001,False,-0.39312837739155837,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,13,9.123000000000001,-238,990,0,0.0,20463.22165877246,False,-0.7849078638589334,0,1.5950000000000002,62247,0,27,0.6,999.0000000000003,False,0.028024444590077986,12,4.910000000000001,42090,782,0,0.0,11491.581663200866,False,-0.21626923730912195,0.26666666666666666,195712,0.0,0.0,16,0,0,3,9,9.0,22,25,4,42.0,3.0,4,1,4,496,0.7635514170397073,77.65937624394428
56,4,0,0,0,10.000000000000002,20,10.0,20.66992086744693,0,,14.679413691178016,13,14.538461538461538,37.000000000000014,20,37.0,0,1.8200000000000003,30660,9,102,1.0,2198.3319284795866,False,0.1596015030027674,0,3.566000000000001,13676,578,0,0.0,5780.000000000001,False,-0.3951365561559807,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,13,9.24,-564,990,0,0.0,20463.22165877246,False,-0.7919243504501262,0,1.5950000000000002,62512,0,24,0.7,888.0000000000003,False,0.03145684514057278,10,4.998,41868,788,0,0.0,11567.377988648277,False,-0.21928552011396324,0.2833333333333333,195229,0.0,0.0,14,0,0,2,6,6.0,21,23,5,72.0,0.0,4,0,5,570,0.7183857649797574,78.37776200892404
57,5,0,0,0,10.000000000000002,20,10.0,21.089651168764675,29,24.03448275862069,14.665287746134972,13,14.538461538461538,37.000000000000014,20,37.0,0,1.8200000000000003,31277,7,83,1.0,1820.4410470074681,False,0.1752307771105496,0,3.566000000000001,13556,590,0,0.0,5900.000000000001,False,-0.39732729662625965,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,13,9.357000000000001,-5640,1019,0,0.0,21490.354540971202,False,-0.8901214482698636,0,1.5950000000000002,62771,0,17,0.0,629.0000000000002,False,0.033578543810210366,13,5.118,41460,801,0,0.0,11746.895484654113,False,-0.22449951270844978,0.16666666666666666,190501,0.0,0.0,14,0,0,3,10,17.355304347826088,22,25,6,75.0,0.0,5,0,6,459,0.8279909550328739,79.20575296395691
58,6,0,0,0,10.000000000000002,20,10.0,21.089651168764675,0,,14.681649029487017,6,15.0,37.00000000000001,20,37.0,0,1.8200000000000003,31187,6,93,1.0,2021.3375586951147,False,0.17561226739256453,0,3.5660000000000003,13446,601,0,0.0,6010.000000000001,False,-0.39933547539068204,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,6,9.404,-6205,1019,0,0.0,21490.354540971202,False,-0.9022819234969309,0,1.5950000000000002,62977,0,15,0.6,555.0000000000001,False,0.0363474015335212,12,5.225000000000001,41273,801,0,0.0,11760.0008726191,False,-0.22745592050085933,0.26666666666666666,189755,0.0,0.0,14,0,0,6,6,6.0,20,26,6,78.0,0.0,6,0,6,496,0.8660193019895814,80.07177226594649
59,6,0,0,0,10.000000000000002,20,10.0,21.089651168764675,0,,14.717455893181508,14,15.0,37.0,20,37.0,0,1.8200000000000003,31107,4,103,1.0,2212.2340703827617,False,0.17617631938043604,0,3.566000000000001,13326,613,0,0.0,6130.000000000001,False,-0.401526215860961,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,14,9.538,-7031,1019,0,0.0,21490.354540971202,False,-0.9200598925899531,0,1.5950000000000002,63257,0,11,0.6,407.0,False,0.03972245887672849,10,5.3130000000000015,41013,809,0,0.0,11906.42181758384,False,-0.23051623781388159,0.26666666666666666,188749,0.0,0.0,13,0,0,3,6,6.0,21,24,6,75.0,3.0,5,1,6,570,0.8388628700049594,80.91063513595145
60,6,0,0,0,10.000000000000002,20,10.0,21.318411090620184,13,25.0,14.686801630028164,5,14.0,37.0,20,37.0,0,1.8200000000000005,31292,8,100,1.0,2211.8411090620184,False,0.18292392852822442,0,3.566000000000001,13266,619,0,0.0,6190.000000000001,False,-0.4026215860961005,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,5,9.574000000000002,-17520,1032,0,0.0,22000.60024552003,False,-1.1403232722921954,0,1.5950000000000002,63442,0,6,0.0,222.0,False,0.04123795792646962,15,5.453000000000001,40663,814,0,0.0,11955.056526842925,False,-0.23585214851200176,0.16666666666666666,178220,0.0,0.0,12,0,0,3,9,32.363076923076925,20,23,5,75.0,3.0,5,1,5,385,0.7441397500224411,81.6547748859739
61,5,0,0,0,10.000000000000002,20,10.0,21.559267144486004,14,25.0,14.686801630028164,0,,37.0,20,37.0,0,1.8200000000000005,31532,9,96,1.0,2159.6896458706565,False,0.190734804401027,0,3.566000000000001,13176,628,0,0.0,6280.000000000001,False,-0.4042646414488097,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,0,9.568999999999999,-42397,1046,0,0.0,22550.99343313236,False,-1.6698270260306018,0,1.5950000000000002,63627,0,1,0.0,37.0,False,0.04275345697621076,15,5.588000000000002,40391,814,0,0.0,11955.056526842925,False,-0.24030853490691625,0.16666666666666666,153406,0.0,0.0,12,0,0,2,8,62.06,19,21,6,39.0,6.0,3,2,6,385,0.7708961100433953,82.42567099601729
62,6,2,10,1,10.000000000000002,20,10.0,21.559267144486004,0,,14.686801630028164,0,,37.0,20,37.0,0,1.8200000000000005,31442,8,106,1.0,2365.2823173155166,False,0.19120202857666715,0,3.566000000000001,13066,639,0,0.0,6390.000000000001,False,-0.4062728202132321,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,0,9.569,-45788,1046,0,0.0,22550.99343313236,True,-1.742811400358009,8,1.6750000000000003,63564,0,0,0.0,0.0,False,0.041418179435087486,11,5.683000000000001,40226,814,0,0.0,11955.056526842925,False,-0.2430118575361842,0.16666666666666666,195375,0.0,0.125,9,0,0,2,9,8.75,19,21,4,72.0,6.0,4,2,4,200,0.7375663829734549,83.16323737899074
63,4,1,0,0,10.0,20,10.0,21.559267144486004,0,,14.686801630028164,0,,37.0,20,37.0,0,1.8200000000000003,31362,6,116,1.0,2560.8749887603763,False,0.19185181445816374,0,3.566000000000001,12946,651,0,0.0,6510.0,False,-0.40846356068351103,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,0,9.569,-45788,1046,0,0.0,22550.99343313236,True,-1.742811400358009,10,1.7670000000000001,63432,0,0,0.0,0.0,False,0.039255521331673114,10,5.772,40083,814,0,0.0,11955.056526842925,False,-0.24535473714821646,0.16666666666666666,194900,0.0,0.125,10,0,0,2,9,9.0,22,24,4,21.0,6.0,2,2,4,200,0.7277469520340674,83.89098433102481
64,4,1,0,0,10.0,20,10.0,21.559267144486004,0,,14.686801630028164,0,,37.0,20,37.0,0,1.8200000000000003,31232,9,126,1.0,2806.4676602052364,False,0.19158879181037744,0,3.566000000000001,12876,658,0,0.0,6580.0,False,-0.4097414926245071,0,0.2,47077,0,0,0.0,0.0,False,0.013236623477250227,0,9.569000000000003,-45788,1046,0,0.0,22550.99343313236,True,-1.742811400358009,6,1.8170000000000004,63368,0,0,0.0,0.0,False,0.03820695982698735,14,5.902000000000002,39828,814,0,0.0,11955.056526842925,False,-0.2495325993934488,0.16666666666666666,194381,0.0,0.125,12,0,0,3,11,11.0,20,23,4,24.0,3.0,3,1,4,200,0.7734763660118915,84.6644606970367
