index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
36,15,0,0,0,10.0,20,10.0,13.119299793527828,53,18.849056603773583,21.124336958634782,59,18.949152542372882,32.0,11,32.0,27,1.397,42913,3,10,1.0,161.19299793527827,False,0.0627511185012393,6,4.103000000000001,31012,374,0,0.0,3740.0,False,-0.18719564948708442,0,0.2,55123,223,268,1.0,8586.926158870827,False,0.018311905796863922,59,8.674000000000001,35426.0,343,0,0.0,4499.919829180045,False,-0.35428875172088126,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.45200000000000007,71046,685,10,1.0,14790.170816664826,False,-0.039735999506256704,0.5,317141,0.0,0.0,15,0,0,13,8,7.181818181818182,11,24,16,84.0,21.0,8,7,16,794,1.3124155458062887,76.69415958877653
37,16,0,0,0,10.0,20,10.0,13.230789928109829,15,15.0,21.24248514520924,49,22.0,32.0,10,32.0,0,1.37,43033,2,10,1.0,152.3078992810983,False,0.06560756271512905,5,4.147,30832,385,0,0.0,3850.0,False,-0.19028550241008527,0,0.2,55003,223,278,1.0,8855.87702433666,False,0.01855999369589926,49,9.105,34824.0,348,0,0.0,4604.314894982221,False,-0.36371156770598634,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.45200000000000007,70288,724,10,1.0,15699.55924513149,False,-0.043449023436216885,0.5,315601,0.0,0.0,14,0,0,10,3,3.0,12,22,20,75.0,47.0,5,11,20,730,1.2573314448818564,77.95149103365839
38,20,0,0,0,10.0,20,10.0,13.137280524001286,24,12.25,21.61871481654981,55,23.854545454545455,32.0,10,32.0,4,1.4100000000000001,43169,0,10,1.0,131.37280524001287,False,0.06871057724928947,10,4.242,30532,397,0,0.0,3970.0,False,-0.19621802002224695,0,0.2,55537,223,272,1.0,8809.903986953836,False,0.02731802278530403,39,9.446,33997.0,362,0,0.0,4755.695549688466,False,-0.3765879246101969,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.45200000000000007,69296,769,10,1.0,16944.791693926803,False,-0.04797096420527876,0.5,314152,0.0,0.0,15,0,0,9,5,4.4,12,21,18,126.0,54.0,7,13,18,1148,1.2557444460690022,79.20723547972739
39,18,0,0,0,10.0,20,10.0,13.307094590441636,18,15.444444444444445,21.61871481654981,0,,32.0,11,32.0,0,1.4060000000000004,43257,0,10,0.8,133.07094590441636,False,0.07090682172666439,10,4.332000000000001,30352,409,0,0.0,4090.0,False,-0.19918427882832776,0,0.2,55427,223,282,1.0,9063.959671935532,False,0.02760985528154806,0,9.407000000000002,33829.0,370,0,0.0,4923.624998463405,False,-0.378028167216842,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,1,0.4620000000000001,69610,759,10,1.0,16728.604545761307,False,-0.0454502886275582,0.4666666666666666,314096,0.0,0.0,13,0,0,9,2,2.0,16,25,15,114.0,30.0,8,10,15,688,1.2661547344177961,80.47339021414518
40,15,0,0,0,9.999999999999998,20,10.0,12.959980763195665,15,7.866666666666666,21.362193830476652,17,16.176470588235293,32.0,10,32.0,0,1.4060000000000004,43149,5,18,1.0,283.2796537375219,False,0.07009368006102491,13,4.452000000000001,30117,414,0,0.0,4139.999999999999,False,-0.20437523173896924,0,0.2,55494,226,286,1.0,9038.543087998543,False,0.028540336326853967,11,9.517000000000001,33633.0,372,0,0.0,4821.112843908787,False,-0.3822657773710428,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.4610000000000001,69655,766,10,1.0,16683.440474145114,False,-0.04517585127287626,0.5,313669,0.0,0.0,16,0,0,13,4,4.0,10,23,14,63.0,27.0,6,9,14,705,1.3297696989029646,81.80315991304815
41,14,0,0,0,9.999999999999998,20,10.0,13.305144339501158,13,18.923076923076923,21.397936639059633,1,33.0,32.0,9,32.0,0,1.4060000000000001,43281,6,17,1.0,286.1874537715197,False,0.07339250344545198,2,4.4590000000000005,29997,423,0,0.0,4229.999999999999,False,-0.20622914349276975,0,0.2,55281,229,295,1.0,9359.269362268358,False,0.027638216924901954,0,9.506000000000002,33633.0,372,0,0.0,4949.513694294431,False,-0.38116547530082917,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.4610000000000001,69910,757,11,1.0,16550.238035768143,False,-0.04286950166018978,0.5,313723,0.0,0.0,15,0,0,10,1,1.0,12,22,10,78.0,24.0,6,8,10,763,1.238649008795619,83.04180892184377
42,10,0,0,0,9.999999999999998,20,10.0,13.515434312683759,32,14.84375,21.69584830012172,24,25.333333333333332,32.0,16,32.0,7,1.4760000000000002,43453,8,10,1.0,215.1543431268376,False,0.07676621360927989,8,4.537,29845,431,0,0.0,4309.999999999999,False,-0.20899765171177853,0,0.2,55688,224,289,1.0,9297.55744477634,False,0.034084779639202166,8,9.586000000000002,33151.0,399,0,0.0,5392.65829076082,False,-0.38562882797387377,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,5,0.5110000000000001,69617,771,10,1.0,17047.499039393846,False,-0.04341266640105617,0.5,313375,0.0,0.0,15,0,0,8,5,4.675,15,23,14,45.0,30.0,5,5,14,1379,1.2129255374893546,84.25473445933312
43,14,0,0,0,9.999999999999998,20,10.0,13.789195854859505,8,21.0,21.69584830012172,0,,32.0,11,32.0,0,1.4690000000000003,43541,6,12,1.0,225.47035025831406,False,0.07906896984622809,0,4.529000000000001,29725,443,0,0.0,4429.999999999999,False,-0.21048078111481894,0,0.2,55520,222,299,1.0,9548.260121515204,False,0.03335384350376371,0,9.578000000000001,33151.0,399,0,0.0,5501.889146088943,False,-0.3846927988440997,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,1,0.516,69931,761,10,1.0,16830.54055639263,False,-0.04089671210601055,0.5,313489,0.0,0.0,15,0,0,8,1,0.5,11,19,12,72.0,60.0,4,10,12,656,1.0454769292846322,85.30021138861775
44,12,0,0,0,9.999999999999998,20,10.0,13.404609767966143,66,12.257575757575758,21.73532708901095,1,33.0,32.0,13,32.0,35,1.819,43418,4,10,1.0,174.04609767966144,False,0.07539298106142207,19,4.719000000000001,29377,455,0,0.0,4549.999999999999,False,-0.21759980224941292,0,0.2,54744,278,308,1.0,10420.96225890996,False,0.02753275398394084,0,9.578000000000001,33151.0,399,0,0.0,5348.439297418491,False,-0.3860077526443195,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,3,0.5450000000000002,70196,752,10,1.0,16664.965970936235,False,-0.038666091477614364,0.5,312507,0.0,0.0,15,0,0,9,5,3.9166666666666665,14,23,12,96.0,16.0,7,5,12,625,1.1142135467380285,86.41442493535578
45,12,0,0,0,10.0,20,10.0,13.782820245134255,39,16.076923076923077,21.309931533037904,73,19.80821917808219,32.0,9,32.0,20,1.9840000000000004,43518,4,10,1.0,177.82820245134255,False,0.07791160798975832,9,4.790000000000001,29151,465,0,0.0,4650.0,False,-0.22195031516499814,0,0.2,54417,292,318,1.0,10801.141739085255,False,0.02518631091969955,73,10.308000000000002,31319.0,414,0,0.0,5706.087581485582,False,-0.41434078647523837,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.542,69038,815,11,1.0,17719.594199425894,False,-0.04638685348081157,0.5,309064,0.0,0.0,11,0,0,8,6,5.333333333333333,13,21,16,78.0,48.0,6,6,16,488,1.3537325682118535,87.76815750356764
46,16,0,0,0,10.0,20,10.0,14.551715043310297,35,20.0,20.995174490137934,66,19.575757575757574,32.0,9,32.0,25,2.2140000000000004,43583,3,10,1.0,175.51715043310298,False,0.07948976826638374,0,4.781000000000001,29041,476,0,0.0,4760.0,False,-0.22330985045111854,0,0.2,54177,294,328,1.0,11164.621455498469,False,0.02418781668179266,66,10.895000000000001,29483.0,437,0,0.0,6359.0994739266,False,-0.44021132280518094,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.542,68034,871,12,1.0,18670.79698091014,False,-0.05285542998940989,0.5,305939,0.0,0.0,10,0,0,8,6,5.090909090909091,16,24,15,108.0,59.0,6,10,15,488,1.0725242849439383,88.84068178851157
47,15,0,0,0,10.0,20,10.0,14.985570445062983,35,18.142857142857142,22.026163546572523,99,25.434343434343436,32.0,8,32.0,10,2.2890000000000006,43753,3,10,1.0,179.85570445062984,False,0.08374559021691547,15,4.931000000000001,28881,486,0,0.0,4860.0,False,-0.22602892102335928,0,0.2,54850,309,304,1.0,11326.494985682508,False,0.03710919813603304,65,11.479000000000001,29003.0,447,0,0.0,6698.549988943153,False,-0.44552898137945474,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.542,65772,960,14,1.0,21593.11700470962,False,-0.0626591929884216,0.5,303880,0.0,0.0,15,0,0,7,3,3.0,13,20,14,57.0,49.0,4,11,14,1764,0.9879630533978343,89.82864484190941
48,14,0,0,0,10.0,20,10.0,15.00089122542076,6,15.666666666666666,22.026163546572523,0,,32.0,6,32.0,0,2.279000000000001,43707,6,16,1.0,300.01425960673214,False,0.0840936133927417,2,4.936000000000001,28787,493,0,0.0,4930.0,False,-0.2274873316030157,0,0.2,54840,301,314,1.0,11431.483612475422,False,0.037837488966849096,0,11.414000000000003,28919.0,451,0,0.0,6765.401942664763,False,-0.44639574670370225,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.542,65964,950,18,1.0,21500.855369243898,False,-0.06087348434118105,0.5,303838,0.0,0.0,12,0,0,8,1,1.0,15,23,9,87.0,16.0,9,5,9,476,1.011867307126522,90.84051214903593
49,9,0,0,0,10.0,20,10.0,15.5934922597509,40,19.15,22.223327279545494,24,25.375,32.0,10,32.0,19,2.4690000000000007,43977,5,10,1.0,205.934922597509,False,0.08960493044861577,5,4.984000000000001,28597,504,0,0.0,5040.0,False,-0.23082437275985662,0,0.2,54957,314,308,1.0,11741.141371661794,False,0.042496241273580905,8,11.494000000000002,28437.0,468,0,0.0,7297.754377563421,False,-0.4500946529652823,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.542,65675,964,18,1.0,21999.287497481855,False,-0.06136051331618339,0.5,303264,0.0,0.0,15,0,0,6,5,4.769230769230769,15,21,9,24.0,18.0,3,6,9,1319,0.8861413905397058,91.72665353957564
50,9,0,0,0,10.0,20,10.0,15.743091688941368,30,17.0,21.97977741906048,32,19.1875,32.0,8,32.0,15,2.6000000000000005,44097,4,10,1.0,197.43091688941368,False,0.09246608474711915,5,5.029000000000001,28407,515,0,0.0,5150.0,False,-0.23416141391669756,0,0.2,55258,319,295,1.0,11506.080587395138,False,0.04564064395862011,9,11.576000000000002,28006.0,483,0,0.0,7603.913285758681,False,-0.45485780758758926,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.542,65317,986,20,1.0,22312.060535193632,False,-0.06382863530798276,0.5,302706,0.0,0.0,13,0,0,6,4,4.0,14,20,10,57.0,15.0,4,5,10,1162,0.9701520465314388,92.69680558610708
51,10,0,0,0,10.000000000000002,20,10.0,16.036392163959455,15,21.0,21.97977741906048,0,,32.0,11,32.0,5,2.6350000000000007,44237,3,10,1.0,190.36392163959454,False,0.09583937611716224,0,5.024000000000001,28297,526,0,0.0,5260.000000000001,False,-0.23552094920281794,0,0.2,55153,314,305,1.0,11739.259252296713,False,0.04583926828937339,0,11.567000000000002,27796.0,493,0,0.0,7905.941336832011,False,-0.4558687415435661,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.542,65669,976,19,1.0,22060.26276100303,False,-0.0610607394015999,0.5,302773,0.0,0.0,15,0,0,6,1,1.0,11,17,10,39.0,36.0,3,7,10,762,1.047264153137803,93.74406973924488
52,10,0,0,0,10.000000000000002,20,10.0,15.76640183839378,20,12.5,22.242782390946996,23,26.347826086956523,32.0,11,32.0,5,2.6800000000000006,44297,3,10,1.0,187.6640183839378,False,0.09728913630433733,5,5.074000000000001,28117,536,0,0.0,5360.000000000001,False,-0.23873439624273884,0,0.2,55633,314,300,1.0,11623.484894539746,False,0.053073669144955725,8,11.647000000000004,27464.0,503,0,0.0,7930.500124712071,False,-0.4613482885042155,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.542,65415,989,18,1.0,22574.11178464658,False,-0.06102493796658845,0.5,302547,0.0,0.0,15,0,0,6,3,3.0,15,21,11,72.0,48.0,4,6,11,1282,0.964090907946229,94.70816064719111
53,11,0,0,0,10.000000000000002,20,10.0,14.905840592938988,33,8.757575757575758,22.242782390946996,0,,32.0,9,32.0,6,2.7350000000000008,44352,4,10,1.0,189.0584059293899,False,0.09866590540019021,17,5.239000000000001,27755,545,0,0.0,5450.000000000001,False,-0.24657026325546905,0,0.2,55344,337,310,1.0,11918.530821014007,False,0.05064895815635503,0,11.639000000000005,27464.0,503,0,0.0,7497.637818248311,False,-0.4650576042173827,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.542,65703,979,19,1.0,22383.683960737108,False,-0.058664879596893586,0.5,302239,0.0,0.0,13,0,0,10,3,2.090909090909091,13,23,14,78.0,45.0,6,5,14,488,1.0929281106218696,95.80108875781298
54,14,0,0,0,10.000000000000002,20,10.0,15.599587173470729,27,21.814814814814813,23.539440215192943,69,30.0,32.0,10,32.0,17,2.8990000000000005,44491,5,10,1.0,205.9958717347073,False,0.10231115896347427,0,5.222,27665,554,0,0.0,5540.000000000001,False,-0.24768261030774935,0,0.2,56666,338,274,1.0,11722.467083595973,False,0.07162599475214206,23,11.869000000000003,27025.0,519,0,0.0,8096.185743031308,False,-0.4674523056228893,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.542,63953,1038,19,1.0,25041.938943370275,False,-0.06381713771242502,0.5,301421,0.0,0.0,15,0,0,9,4,3.090909090909091,14,23,15,140.0,48.0,8,6,15,2084,2.002874443307519,97.8039632011205
55,15,0,0,0,10.000000000000002,20,10.0,15.69239508951864,21,16.761904761904763,23.421817634393786,87,22.919540229885058,32.0,12,32.0,6,2.942,44626,6,10,1.0,216.9239508951864,False,0.10578326474966243,5,5.272000000000001,27495,563,0,0.0,5630.000000000001,False,-0.2507724632307502,0,0.2,56824,349,269,1.0,11777.114829893933,False,0.07480217685176815,72,12.566,25947.0,519,0,0.0,8144.353051460174,False,-0.485514901526529,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.542,62343,1115,17,1.0,26659.32666234907,False,-0.07362660727931569,0.5,298856,0.0,0.0,13,0,0,11,4,3.5454545454545454,14,25,13,129.0,51.0,8,7,13,1199,1.0421828888356686,98.84614608995616
56,13,0,0,0,10.000000000000002,20,10.0,15.818353468141499,21,17.238095238095237,23.421817634393786,0,,32.0,9,32.0,6,2.996000000000001,44761,7,10,1.0,228.18353468141498,False,0.10925946773799801,5,5.317,27335,572,0,0.0,5720.000000000001,False,-0.25361512791991103,0,0.2,56704,349,279,1.0,12055.29248037725,False,0.07512933159985988,0,12.494000000000003,25705.0,530,0,0.0,8383.727338114995,False,-0.48761116629434603,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.542,62631,1105,18,1.0,26457.108486005134,False,-0.07133871677252725,0.5,298757,0.0,0.0,13,0,0,8,2,1.5454545454545454,13,21,9,93.0,22.0,6,7,9,593,1.0061136204749346,99.8522597104311
57,9,0,0,0,10.000000000000002,20,10.0,15.991197607208676,10,20.0,23.421817634393786,0,,32.0,13,32.0,0,2.9900000000000007,44831,10,10,1.0,259.91197607208676,False,0.11138193024437144,0,5.312000000000001,27265,579,0,0.0,5790.000000000001,False,-0.25448028673835127,0,0.2,56504,349,289,1.0,12349.833261255633,False,0.07422562265420958,0,12.494000000000003,25705.0,530,0,0.0,8475.334731820598,False,-0.48682615743623947,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.542,63047,1095,15,1.0,26126.890309661198,False,-0.0682673478664831,0.5,298973,0.0,0.0,16,0,0,7,0,0.0,14,21,11,57.0,15.0,4,5,11,816,0.8889721697196364,100.74123188015074
58,11,0,0,0,10.000000000000002,20,10.0,16.644387230816076,40,20.200000000000006,23.421817634393786,0,,32.0,13,32.0,27,3.2600000000000007,44912,10,10,1.0,266.4438723081608,False,0.11346488533318694,3,5.3420000000000005,27128,589,0,0.0,5890.000000000001,False,-0.25663082437275986,0,0.2,56202,355,299,1.0,12911.88093962345,False,0.07386612171474136,0,12.494000000000003,25199.0,554,0,0.0,9220.990525872106,False,-0.4891085339182825,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.542,63463,1085,12,1.0,25796.672133317257,False,-0.06519597896043895,0.5,298525,0.0,0.0,12,0,0,5,5,4.230769230769231,14,19,14,72.0,34.0,4,7,14,616,1.0297081405296922,101.77094002068043
59,14,0,0,0,10.000000000000002,20,10.0,16.644387230816076,0,,23.66434982736992,36,26.444444444444443,32.0,8,32.0,0,3.233,44842,7,20,1.0,402.8877446163215,False,0.11342093368701427,0,5.339000000000001,26998,602,0,0.0,6020.000000000001,False,-0.2582375478927203,0,0.2,57022,345,284,1.0,12462.988945604604,False,0.08407305259481565,11,12.604000000000003,25009.0,554,0,0.0,9220.990525872106,False,-0.4923648580425027,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.542,62767,1111,14,1.0,26739.092658207985,False,-0.06794782120650786,0.5,298259,0.0,0.0,14,0,0,7,2,2.0,17,24,16,121.0,51.0,7,7,16,1276,1.1438679536804557,102.91480797436088
60,16,0,0,0,10.000000000000002,20,10.0,16.048477544196377,46,13.043478260869565,23.865794140982512,10,32.0,32.0,9,32.0,6,3.293000000000001,45105,7,10,1.0,230.4847754419638,False,0.11779118496405834,20,5.539,26633,612,0,0.0,6120.000000000001,False,-0.2660239772586825,0,0.2,56962,370,284,1.0,12715.822227391693,False,0.0852113373842436,0,12.593000000000004,24789.0,565,0,0.0,9067.389812470952,False,-0.49745158520882504,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.542,62735,1111,15,1.0,26994.897290631572,False,-0.06677379943790582,0.5,297845,0.0,0.0,13,0,0,10,4,3.1,18,28,16,153.0,71.0,11,5,16,1028,1.2527825171127915,104.16759049147367
61,16,0,0,0,10.000000000000002,20,10.0,16.214909572461597,11,20.0,23.926593623699404,36,24.555555555555557,32.0,4,32.0,1,3.2970000000000006,45198,8,10,1.0,242.14909572461596,False,0.12023419967525167,0,5.519000000000001,26543,621,0,0.0,6210.000000000001,False,-0.2671363243109628,0,0.2,57456,371,273,1.0,12547.691510653189,False,0.09223702192580022,15,12.743000000000004,24484.0,565,0,0.0,9161.423908440802,False,-0.5018730384208473,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.542,61979,1137,21,1.0,27876.536950146223,False,-0.07063218780132563,0.5,297281,0.0,0.0,10,0,0,10,4,3.090909090909091,17,27,17,144.0,47.0,10,6,17,1042,1.1417046142742038,105.30929510574788
62,17,0,0,0,10.000000000000002,20,10.0,14.924889659146496,37,6.72972972972973,24.396036213637537,39,28.82051282051282,32.0,13,32.0,11,3.406000000000001,45158,5,10,1.0,199.24889659146496,False,0.11871522551713592,16,5.679,26133,634,0,0.0,6340.000000000001,False,-0.2756643183784452,0,0.2,58377,371,253,1.0,11709.331225593647,False,0.10083748565155315,9,12.818000000000003,24180.0,592,0,0.0,8835.534678214726,False,-0.5098757911306753,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.542,61271,1166,18,1.0,29021.778225101367,False,-0.07228948164884648,0.5,296740,0.0,0.0,18,0,0,11,5,4.6875,14,25,15,128.0,25.0,9,8,15,1725,1.3168233018368483,106.62611840758473
63,15,0,0,0,10.0,20,10.0,15.719067005644167,55,19.254545454545454,24.261994587254165,4,12.0,32.0,14,32.0,43,3.825000000000001,44838,8,10,1.0,237.19067005644166,False,0.11127414003283208,2,5.683000000000001,26031,641,0,0.0,6410.0,False,-0.27732047954517364,0,0.2,58063,381,263,1.0,12369.869105598273,False,0.10111631166105332,4,12.849,23379.0,627,0,0.0,9855.855012538892,False,-0.5148603635725398,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.542,61671,1160,14,1.0,28591.91372121483,False,-0.07002391003945038,0.5,295603,0.0,0.0,15,0,0,7,7,7.0,15,22,19,96.0,24.0,7,8,19,848,1.0459093023091555,107.67202770989388
64,19,0,0,0,10.0,20,10.0,15.960206961557006,27,18.37037037037037,23.9246160748702,9,11.444444444444445,32.0,0,,17,3.952000000000001,44907,9,10,1.0,249.60206961557006,False,0.11313313644315381,0,5.681000000000002,25941,650,0,0.0,6500.0,False,-0.27843282659745394,0,0.2,57959,380,273,1.0,12596.298833831228,False,0.10127424105223168,9,12.935000000000002,22832.0,645,0,0.0,10294.333490204268,False,-0.5204777071176024,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.542,61568,1159,24,1.0,28496.630030774562,False,-0.07186804491060653,0.5,294828,0.0,0.0,10,0,0,8,4,3.6,16,24,23,145.0,44.0,9,10,23,368,1.1753221964463592,108.84734990634024
65,23,0,0,0,10.0,20,10.0,16.105955559013445,10,20.0,23.747561452577816,6,14.666666666666666,32.0,3,32.0,0,3.935000000000001,45027,7,10,1.0,231.05955559013444,False,0.11587022068458952,0,5.681000000000002,25821,662,0,0.0,6620.0,False,-0.2799159560004944,0,0.2,57992,370,282,1.0,12656.015886461919,False,0.10235154492409264,5,12.976000000000003,22557.0,655,0,0.0,10549.400891153806,False,-0.5230050653736734,0,0.2,81717,0,3,0.0,96.0,False,0.0009548642990928789,0,0.542,61480,1155,34,1.0,28516.433477727376,False,-0.07282411229615865,0.5,294594,0.0,0.0,10,0,0,9,1,1.0,8,17,26,130.0,65.0,10,13,26,529,1.3825363907963037,110.22988629713655
66,26,0,0,0,10.0,20,10.0,16.14263094551997,27,16.48148148148148,23.653845479409654,16,22.0,32.0,3,32.0,12,4.055000000000001,45132,9,10,1.0,251.42630945519969,False,0.11871741823575827,5,5.731000000000002,25661,670,0,0.0,6700.0,False,-0.2828822148065752,0,0.2,57767,376,292,1.0,12976.552115503127,False,0.10124213439623578,16,13.131000000000004,22273.0,666,0,0.0,10750.9922097163,False,-0.5261449217649594,0,0.2,81813,0,0,0.0,0.0,False,0.0015424730985346506,0,0.542,61128,1161,44,1.0,28870.114601594607,False,-0.0749683878610146,0.5,293774,0.0,0.0,9,0,0,14,4,3.090909090909091,8,22,25,193.0,36.0,14,12,25,296,1.4417519988492131,111.67163829598576
67,25,0,0,0,10.000000000000002,20,10.0,15.94932141863216,77,15.324675324675324,23.969297726513144,23,27.652173913043477,32.0,0,,50,4.543000000000001,44625,9,10,1.0,249.4932141863216,False,0.10616108285979885,17,5.896000000000001,25247,680,0,0.0,6800.000000000001,False,-0.29187986651835374,0,0.2,58007,401,284,1.0,13202.958443201229,False,0.10729552378145982,5,13.165000000000004,21359.0,708,0,0.0,11292.119564391569,False,-0.5371724860801436,0,0.2,81813,0,0,0.0,0.0,False,0.0015424730985346506,0,0.542,60492,1174,54,1.0,29867.955530926432,False,-0.0766464949690499,0.5,291543,0.0,0.0,11,0,0,14,12,11.538461538461538,8,22,21,181.0,49.0,13,12,21,860,1.4879206847399473,113.1595589807257
68,21,0,0,0,10.0,20,10.0,16.30362034596073,30,19.766666666666666,23.709635938060504,34,21.705882352941178,32.0,0,,19,4.683000000000002,44691,14,10,1.0,303.0362034596073,False,0.10845428505079228,1,5.889000000000001,25189,685,0,0.0,6850.0,False,-0.29269558769002596,0,0.2,58508,392,279,1.0,13006.007602335489,False,0.11419421061849157,19,13.350000000000005,20356.0,737,0,0.0,12015.768194973058,False,-0.5481613063432075,0,0.2,81813,0,0,0.0,0.0,False,0.0015424730985346506,0,0.542,59754,1198,64,1.0,30452.143853796486,False,-0.08210520735370089,0.5,290311,0.0,0.0,10,0,0,5,7,6.4,8,13,15,164.0,80.0,13,8,15,794,1.3655287502333522,114.52508773095906
69,15,0,0,0,10.0,20,10.0,16.30362034596073,0,,23.35410204792916,8,11.5,32.0,0,,0,4.664000000000001,44591,14,20,1.0,466.0724069192146,False,0.10799743427165007,0,5.888000000000001,25089,695,0,0.0,6950.0,False,-0.2939315288592263,0,0.2,58508,382,289,1.0,12977.318464008527,False,0.11394836553102526,8,13.411000000000003,20220.0,737,0,0.0,12015.768194973058,False,-0.5504921488742283,0,0.2,81813,0,0,0.0,0.0,False,0.0015424730985346506,0,0.542,59662,1196,74,1.0,30299.506049323274,False,-0.08416574210508848,0.5,289883,0.0,0.0,8,0,0,4,2,2.0,8,12,11,124.0,9.0,12,3,11,200,1.0656596003100276,115.59074733126909
70,11,0,0,0,10.0,20,10.0,14.628568696082217,45,3.8,22.95940040838611,10,13.2,32.0,0,,0,4.6640000000000015,44536,13,25,1.0,495.71421740205545,False,0.10700425432458356,40,6.287999999999999,24175,706,0,0.0,7060.0,False,-0.3151649981460882,0,0.2,58482,389,298,1.0,12532.414544475043,False,0.10969025968735044,9,13.493000000000002,19949.0,765,0,0.0,11190.855052502897,False,-0.5622056021414368,0,0.2,81813,0,0,0.0,0.0,False,0.0015424730985346506,0,0.542,59530,1196,84,1.0,30147.44288842979,False,-0.08671243350576104,0.5,288485,0.0,0.0,10,0,0,2,5,5.0,5,7,9,92.0,12.0,7,4,9,268,0.9760275473818183,116.5667748786509
71,9,0,0,0,10.0,20,10.0,13.172352896829572,42,2.6904761904761902,22.95940040838611,0,,32.0,0,,0,4.6640000000000015,44441,16,30,1.0,555.1705869048872,False,0.1053908118515003,37,6.618000000000002,23419,713,0,0.0,7130.0,False,-0.3329872698059572,0,0.2,58431,390,308,1.0,12208.712955546456,False,0.10604230612485817,0,13.484000000000004,19887.0,796,0,0.0,10485.19290587634,False,-0.5693152044125218,0,0.2,81813,0,0,0.0,0.0,False,0.0015424730985346506,0,0.542,59530,1186,94,1.0,30237.848884345927,False,-0.08615906518573375,0.5,287521,0.0,0.0,10,0,0,2,3,3.0,4,6,9,88.0,9.0,6,3,9,235,0.8507887255400419,117.41756360419095
