index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
0,0,0,0,0,10.0,20,10.0,14.0,0,,22.0,0,,32.0,0,,0,0.2,40355,0,10,1.0,140.0,False,-0.0007415647015202076,0,0.2,40355,10,0,0.0,100.0,False,-0.001235941169200346,0,0.2,58348,0,0,0.0,0.0,False,0.0,0,0.2,58348.0,0,0,0.0,0.0,False,0.0,0,0.2,81687,0,0,0.0,0.0,False,0.0,0,0.2,81687,0,0,0.0,0.0,False,0.0,0.16666666666666666,360780,0.0,0.0,7,0,0,246,0,0.0,777,1023,172,0.0,0.0,0,0,172,200,2.019451966509223,2.019451966509223
1,172,0,0,0,10.0,20,10.0,14.0,0,,20.705882352941178,6,11.0,32.0,0,,0,0.2,40275,0,18,0.8,252.0,False,-0.0013348164627363737,0,0.2,40235,22,0,0.0,220.0,False,-0.0027190705722407614,0,0.2,58348,0,0,0.0,0.0,False,0.0,6,0.26,58258.0,0,0,0.0,0.0,False,-0.0015424693219990402,0,0.2,81621,0,6,0.6,192.0,False,0.00036725549965110725,0,0.2,81687,0,0,0.0,0.0,False,0.0,0.2333333333333333,360424,0.0,0.0,8,0,0,75,1,1.0,101,176,93,2884.0,61.0,161,11,93,200,10.154457841068506,12.17390980757773
2,93,0,0,0,10.0,20,10.0,12.625,11,7.0,20.705882352941178,0,,32.0,0,,0,0.2,40260,0,17,0.9,214.625,False,-0.002167531825485107,1,0.21000000000000002,40110,33,0,0.0,330.0,False,-0.004449388209121246,0,0.2,58271,1,10,1.0,219.68382352941177,False,0.0005628626819206539,0,0.254,58258.0,0,0,0.0,0.0,False,-0.0015424693219990402,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.2,81687,0,0,0.0,0.0,False,0.0,0.31666666666666665,360207,0.0,0.0,11,0,0,47,1,1.0,46,93,87,369.0,48.0,77,16,87,275,9.689357841387391,21.86326764896512
3,87,0,0,0,10.0,20,10.0,10.908132530120483,16,5.5,19.69942196531792,6,12.0,32.0,8,32.0,0,0.2,40200,0,22,1.0,239.97891566265062,False,-0.003337301746846493,11,0.31900000000000006,39843,43,0,0.0,430.0,False,-0.009813372883450747,0,0.2,58183,7,20,1.0,470.3453670172018,False,0.001202657906159612,6,0.31400000000000006,58174.0,0,0,0.0,0.0,False,-0.002982107355864811,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,8,0.28,81530,0,6,0.6,192.0,False,-0.0007467528492905847,0.43333333333333335,359551,0.0,0.0,9,0,0,32,8,8.0,33,65,62,449.0,230.0,49,38,62,240,4.977302334271371,26.84056998323649
4,62,0,0,0,10.0,20,10.0,10.123996789727128,15,7.0,19.69942196531792,0,,32.0,14,32.0,0,0.2,40140,0,27,1.0,273.34791332263245,False,-0.00440800997005765,10,0.40800000000000003,39618,53,0,0.0,530.0,False,-0.014139166975651958,0,0.2,58078,12,30,1.0,712.4706204362632,False,0.0014779480053837251,0,0.30800000000000005,58174.0,0,0,0.0,0.0,False,-0.002982107355864811,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,8,0.35200000000000004,81640,0,0,0.0,0.0,False,-0.0005753669494534014,0.3333333333333333,359271,0.0,0.0,11,0,0,29,5,4.8,20,49,48,315.0,162.0,33,29,48,400,3.4252079371362925,30.265777920372784
5,48,0,0,0,10.0,20,10.0,10.400353008981318,16,11.5625,17.923900510624282,14,12.0,32.0,6,32.0,0,0.2,40040,0,37,1.0,384.81306133230873,False,-0.005502248654896607,16,0.558,39404,63,0,0.0,630.0,False,-0.018193054010629095,0,0.2,57977,18,33,1.0,778.6950710122651,False,0.000314450118361057,7,0.37800000000000006,58076.0,0,0,0.0,0.0,False,-0.004661685062041544,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,6,0.404,81419,4,10,1.0,391.6956020424971,False,-0.0008832763962289955,0.5,358537,0.0,0.0,9,0,0,17,6,6.0,16,33,39,182.0,145.0,17,31,39,284,2.6532022301107645,32.91898015048355
6,39,0,0,0,10.0,20,10.0,12.058095994877835,30,16.2,16.392523625399573,17,11.470588235294118,32.0,9,32.0,0,0.2,40410,0,23,0.9,277.3362078821902,False,0.0023153653180347992,7,0.6120000000000001,39192,74,0,0.0,740.0,False,-0.02207390928191818,0,0.2,57951,15,43,1.0,885.7499558153492,False,0.0007862305118885857,17,0.5410000000000001,57288.0,23,0,0.0,277.3362078821902,False,-0.015790290945000722,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.398,81512,11,11,1.0,532.3177598793953,False,0.0011159533333296552,0.48333333333333334,357974,0.0,0.0,14,0,0,13,4,4.0,13,26,38,136.0,126.0,10,29,38,948,2.2526839012280107,35.17166405171156
7,38,0,0,0,10.0,20,10.0,13.026452113768265,20,17.6,18.59149077826701,68,20.676470588235293,32.0,8,32.0,0,0.2,40550,4,19,1.0,287.502590161597,False,0.005901651095805249,6,0.665,39102,80,0,0.0,800.0,False,-0.023557038684958596,0,0.2,57879,11,53,1.0,1128.6399844996024,False,0.0016336462646500728,68,1.204,56061.0,37,0,0.0,481.9787282094258,False,-0.035065651537246924,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.398,80362,69,13,1.0,1698.8128637004236,False,-0.005822145116723518,0.5,355575,0.0,0.0,13,0,0,18,3,3.0,11,29,14,156.0,117.0,12,26,14,736,2.1490161139518023,37.32068016566336
8,14,0,0,0,10.0,20,10.0,14.12715560157404,52,16.307692307692307,18.59149077826701,0,,32.0,9,32.0,33,0.53,40545,5,10,1.0,191.2715560157404,False,0.004588698010329225,0,0.659,39012,89,0,0.0,890.0,False,-0.024669385737238907,0,0.2,57231,43,63,1.0,1778.7316098985052,False,-0.0039013195833747264,0,1.1360000000000003,55861.0,47,0,0.0,663.9763132739799,False,-0.03693377396591164,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.398,80650,59,14,1.0,1544.8979559177535,False,-0.003238593926097462,0.5,354920,0.0,0.0,13,0,0,16,3,2.1,12,28,9,131.0,24.0,11,3,9,688,1.5509631941094995,38.87164335977286
9,9,0,0,0,10.000000000000002,20,10.0,14.519954812192847,10,20.0,19.81778661260665,67,22.0,32.0,11,32.0,0,0.49700000000000005,40615,8,10,1.0,225.1995481219285,False,0.006738345669533242,0,0.6590000000000001,38942,96,0,0.0,960.0000000000002,False,-0.02553454455567915,0,0.2,57231,33,73,1.0,1925.8569315226493,False,-0.002640562388405355,67,1.8060000000000003,55393.0,57,0,0.0,827.6374242949922,False,-0.04355215753500551,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.398,79528,116,13,1.0,2714.8632470623716,False,-0.009812679820152713,0.5,353330,0.0,0.0,13,0,0,10,1,1.0,11,21,13,70.0,28.0,4,5,13,752,1.1825498584657907,40.05419321823865
10,13,0,0,0,10.000000000000002,20,10.0,14.83045769019563,40,15.875,20.42759282157816,65,22.0,32.0,13,32.0,15,0.6470000000000001,40730,7,10,1.0,218.3045769019563,False,0.009495792570781755,15,0.8089999999999999,38688,107,0,0.0,1070.0000000000002,False,-0.030453590409096527,0,0.2,57099,35,83,1.0,2214.556223347834,False,-0.0024289073888750148,65,2.3890000000000007,54630.0,85,0,0.0,1260.5889036666285,False,-0.05291878981570376,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.398,78514,171,10,1.0,3813.118372489865,False,-0.015503578461139025,0.5,351282,0.0,0.0,14,0,0,10,5,4.333333333333333,12,22,14,106.0,23.0,8,5,14,616,1.4317934503778815,41.48598666861653
11,14,0,0,0,10.000000000000002,20,10.0,14.80388442438171,45,14.71111111111111,20.520617903597863,74,20.783783783783782,32.0,10,32.0,18,0.812,40822,9,10,1.0,238.0388442438171,False,0.012013828256628507,17,0.9640000000000002,38421,115,0,0.0,1150.0000000000002,False,-0.036064763317266095,0,0.2,56717,56,93,1.0,2737.434992799977,False,-0.004495141283334716,74,3.0640000000000005,53316.0,99,0,0.0,1465.5845580137893,False,-0.0736821779837031,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.398,77296,235,10,1.0,5142.345207345497,False,-0.022278053990564612,0.5,348193,0.0,0.0,11,0,0,13,5,4.285714285714286,12,25,15,124.0,21.0,7,7,15,520,1.2827860834077,42.76877275202423
12,15,0,0,0,10.000000000000002,20,10.0,14.328004254197028,20,10.0,20.548040529188874,73,20.643835616438356,32.0,9,32.0,0,0.794,40732,8,20,1.0,366.5600850839406,False,0.01137758107877815,20,1.1470000000000005,38171,126,0,0.0,1260.0000000000002,False,-0.04088493387714745,0,0.2,56517,66,103,1.0,3062.096455283458,False,-0.005140737854909654,73,3.7200000000000006,52286.0,99,0,0.0,1418.4724211655057,False,-0.09173859925648255,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.398,76077,298,11,1.0,6475.316077698285,False,-0.029041854409524868,0.5,345404,0.0,0.0,12,0,0,12,3,3.0,12,24,17,111.0,24.0,7,8,17,488,1.316229716874659,44.08500246889889
13,17,0,0,0,10.000000000000002,20,10.0,14.65177310351987,11,20.0,20.366957112126933,83,19.72289156626506,32.0,10,32.0,0,0.794,40862,7,19,1.0,348.3836889668775,False,0.014366378556011304,0,1.1270000000000004,38061,137,0,0.0,1370.0000000000002,False,-0.04224446916326783,0,0.2,56517,56,113,1.0,3121.965447467456,False,-0.004627704056116227,83,4.477000000000001,50159.0,110,0,0.0,1611.6950413871857,False,-0.12653651332190322,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.398,74760,371,11,1.0,7908.141088599092,False,-0.036394156422692066,0.5,341980,0.0,0.0,14,0,0,13,3,3.0,10,23,21,96.0,30.0,7,10,21,740,1.4500143798068166,45.53501684870571
14,21,0,0,0,10.000000000000002,20,10.0,13.11350648844982,51,7.882352941176471,19.980210857890718,18,12.666666666666666,32.0,9,32.0,5,0.8440000000000001,41033,5,10,1.0,181.1350648844982,False,0.01652620275472125,27,1.3970000000000002,37442,149,0,0.0,1490.0000000000002,False,-0.0560622914349277,0,0.2,56148,97,122,1.0,3709.5958540423,False,-0.005916262305114986,17,4.564000000000001,49831.0,110,0,0.0,1442.4857137294803,False,-0.13360795816712248,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.398,74820,379,12,1.0,7956.499915140582,False,-0.0353636446733226,0.5,340895,0.0,0.0,13,0,0,11,6,5.208333333333333,13,24,18,142.0,36.0,9,12,18,521,1.2927608015015721,46.82777765020728
15,18,0,0,0,10.000000000000002,20,10.0,12.499691741658305,48,9.916666666666666,19.736440427370052,9,11.0,32.0,10,32.0,2,0.8590000000000002,41129,6,10,1.0,184.99691741658307,False,0.018946940024923854,36,1.7300000000000002,36698,158,0,0.0,1580.0000000000002,False,-0.07334074898034854,0,0.2,55912,123,132,1.0,4142.672220636819,False,-0.006249809585274439,9,4.637000000000001,49456.0,122,0,0.0,1524.9623924823131,False,-0.13932814841569283,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.398,75041,378,12,1.0,7844.3744815458795,False,-0.033344507194866514,0.5,339857,0.0,0.0,12,0,0,11,5,4.166666666666667,13,24,17,124.0,46.0,7,11,17,520,1.1876630168408155,48.0154406670481
16,17,0,0,0,10.000000000000002,20,10.0,12.444388166019134,28,12.0,19.480651810517504,9,11.0,32.0,12,32.0,0,0.8570000000000002,41039,5,20,1.0,298.8877633203827,False,0.018129869772838723,28,1.9740000000000004,36448,169,0,0.0,1690.0000000000002,False,-0.07816091954022988,0,0.2,55576,141,142,1.0,4520.911288502183,False,-0.008767127506493885,9,4.718000000000001,49321.0,122,0,0.0,1518.2153562543344,False,-0.14169966960089173,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.398,75326,377,10,1.0,7664.2057325650985,False,-0.030958379346988436,0.5,339331,0.0,0.0,13,0,0,14,2,2.0,11,25,19,132.0,24.0,9,8,19,584,1.4306300897151232,49.44607075676322
17,19,0,0,0,10.000000000000002,20,10.0,12.033721765284215,15,5.8,19.480651810517504,0,,32.0,11,32.0,0,0.8570000000000002,40969,2,30,1.0,381.01165295852644,False,0.017414555097744668,15,2.0960000000000005,36126,182,0,0.0,1820.0000000000002,False,-0.08451365714991967,0,0.2,55492,143,152,1.0,4681.881287634304,False,-0.008827369510229143,0,4.7090000000000005,49318.0,125,0,0.0,1504.2152206605267,False,-0.1418710562430544,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,1,0.40800000000000003,75640,367,10,1.0,7469.399214459924,False,-0.028306834536340347,0.5,339166,0.0,0.0,12,0,0,14,3,2.25,12,26,17,148.0,27.0,10,9,17,424,1.2574729854241014,50.70354374218732
18,17,0,0,0,10.000000000000002,20,10.0,12.005431589659693,33,11.818181818181818,19.480651810517504,0,,32.0,11,32.0,0,0.8570000000000002,41249,2,17,1.0,224.09233702421477,False,0.022396395217206884,10,2.1810000000000005,35846,192,0,0.0,1920.0000000000005,False,-0.09019898652824125,0,0.2,55482,143,162,1.0,4872.642310625171,False,-0.007364071513803601,0,4.7090000000000005,48938.0,148,0,0.0,1776.8038752696345,False,-0.1460478176178307,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,1,0.41700000000000004,75954,357,10,1.0,7274.592696354749,False,-0.025655289725692254,0.5,339090,0.0,0.0,13,0,0,13,3,3.0,10,23,19,126.0,34.0,9,8,19,900,3.2456386471167207,53.94918238930404
19,19,0,0,0,10.000000000000002,20,10.0,12.626775035906885,15,22.0,19.480651810517504,0,,32.0,11,32.0,0,0.8570000000000002,41519,0,10,0.8,126.26775035906886,False,0.0278614231906942,0,2.1710000000000007,35706,206,0,0.0,2060.0000000000005,False,-0.09192930416512174,0,0.2,55482,133,172,1.0,5030.033191184626,False,-0.006015345931440412,0,4.7090000000000005,48608.0,163,0,0.0,2058.1643308528223,False,-0.1492924836253785,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,1,0.42600000000000005,76268,347,10,1.0,7079.786178249574,False,-0.023003744915044165,0.4666666666666666,339204,0.0,0.0,13,0,0,15,1,0.3333333333333333,10,25,19,113.0,30.0,9,10,19,786,1.3348619528114796,55.28404434211552
20,19,0,0,0,10.000000000000002,20,10.0,12.122119392211292,13,3.6923076923076925,19.572298843438105,85,19.870588235294118,32.0,10,32.0,0,0.8570000000000002,41450,0,18,0.9,218.19814905980326,False,0.02729203002175006,12,2.291000000000001,35401,217,0,0.0,2170.0000000000005,False,-0.09810901001112347,0,0.2,55497,126,181,1.0,5069.973134080919,False,-0.005416011396440983,84,5.549000000000001,46564.0,173,0,0.0,2097.1266548525537,False,-0.18398979695231577,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.42500000000000004,74899,422,10,1.0,8579.51011193088,False,-0.03058313983907557,0.48333333333333334,335432,0.0,0.0,13,0,0,14,6,6.0,10,24,22,109.0,49.0,7,12,22,574,1.3025033213198185,56.58654766343534
21,22,0,0,0,10.000000000000002,20,10.0,11.497396766502652,37,8.0,19.752889639570906,76,20.526315789473685,32.0,12,32.0,0,0.8570000000000002,41422,0,19,1.0,218.4505385635504,False,0.02660302235278157,28,2.5590000000000006,35049,227,0,0.0,2270.0000000000005,False,-0.10557409467309356,0,0.2,55273,144,191,1.0,5428.427055534425,False,-0.006183356280125913,76,6.225000000000001,45264.0,182,0,0.0,2092.5262115034825,False,-0.20630933184082156,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,2,0.44500000000000006,73647,488,10,1.0,9959.410144110601,False,-0.03746367142806941,0.5,332276,0.0,0.0,12,0,0,18,5,5.0,8,26,23,159.0,49.0,10,12,23,592,1.3799939453601837,57.966541608795524
22,23,0,0,0,10.000000000000002,20,10.0,11.115292170884642,43,9.162790697674419,19.801584016485897,3,25.666666666666668,32.0,10,32.0,0,0.8570000000000002,41612,4,14,1.0,195.61409039238498,False,0.03101735373121222,28,2.8110000000000004,34457,233,0,0.0,2330.0000000000005,False,-0.11946607341490545,0,0.2,55275,162,199,1.0,5741.192550964006,False,-0.0034689059525261088,1,6.159,44919.0,197,0,0.0,2189.7125576642743,False,-0.21138931447809461,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.44300000000000006,73890,481,10,1.0,9844.561911929717,False,-0.0351918792957893,0.5,331774,0.0,0.0,16,0,0,18,3,3.0,12,30,19,213.0,27.0,14,9,19,916,1.4050664827227592,59.37160809151828
23,19,0,0,0,10.000000000000002,20,10.0,11.133077509407599,21,11.333333333333334,19.63285137429808,10,14.1,32.0,9,32.0,0,0.8570000000000002,41682,7,14,1.0,225.86308513170638,False,0.03312153114734519,11,2.8930000000000007,34226,240,0,0.0,2400.0000000000005,False,-0.1243109627981708,0,0.2,55270,163,208,1.0,5898.32471988744,False,-0.0022080900811729184,9,6.248000000000002,44593.0,207,0,0.0,2304.547044447373,False,-0.21599243295016646,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.44300000000000006,74037,481,11,1.0,9795.401511037377,False,-0.03369323447404499,0.5,331429,0.0,0.0,14,0,0,16,3,3.0,12,28,18,164.0,24.0,11,8,18,721,1.4488246785476804,60.82043277006596
24,18,0,0,0,10.000000000000002,20,10.0,11.22226476037745,33,11.848484848484848,19.63285137429808,0,,32.0,10,32.0,13,0.9870000000000001,41714,6,10,1.0,172.22264760377453,False,0.03324956924488661,6,2.942000000000001,34062,251,0,0.0,2510.0000000000005,False,-0.12700531454702757,0,0.2,54879,186,218,1.0,6367.302845027188,False,-0.004890460298320583,0,6.2390000000000025,44593.0,207,0,0.0,2323.008805398132,False,-0.2158342290618519,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.44300000000000006,74357,471,11,1.0,9599.072997294395,False,-0.030977554584607124,0.5,331226,0.0,0.0,13,0,0,17,2,1.5909090909090908,11,28,13,156.0,24.0,10,8,13,555,1.2171576954424381,62.0375904655084
25,13,0,0,0,10.000000000000002,20,10.0,11.91221248568409,27,18.0,19.63285137429808,0,,32.0,8,32.0,14,1.114,41896,2,10,1.0,139.1221248568409,False,0.037339292112926054,3,2.966000000000001,33877,265,0,0.0,2650.0000000000005,False,-0.12984797923618835,0,0.2,54873,179,228,1.0,6608.576148277415,False,-0.002925754539338019,0,6.239000000000001,44113.0,231,0,0.0,2751.721084193025,False,-0.22038697912359445,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.44300000000000006,74613,461,13,1.0,9466.744483551416,False,-0.028653613894797102,0.5,330993,0.0,0.0,13,0,0,12,2,2.0,11,23,14,78.0,36.0,6,7,14,656,1.2205761773511767,63.25816664285958
26,14,0,0,0,10.000000000000002,20,10.0,11.370819825008352,33,7.454545454545453,19.461114786026993,7,12.0,32.0,10,32.0,0,1.1,41996,2,10,1.0,133.70819825008354,False,0.03974426150352345,23,3.1930000000000005,33344,275,0,0.0,2750.0000000000005,False,-0.1417871709306637,0,0.2,54873,169,238,1.0,6553.413869500836,False,-0.003398455221251546,7,6.309000000000001,43769.0,264,0,0.0,3001.896433802205,False,-0.22413881852160994,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.44300000000000006,74849,458,13,1.0,9329.190572000363,False,-0.026606494472802462,0.5,330452,0.0,0.0,12,0,0,12,3,3.0,10,22,14,75.0,57.0,5,9,14,720,1.1448637628927827,64.40303040575236
27,14,0,0,0,10.000000000000002,20,10.0,11.544517095322105,23,13.391304347826088,19.461114786026993,0,,32.0,10,32.0,3,1.1300000000000001,42095,3,10,1.0,145.44517095322107,False,0.04233648709619596,10,3.27,33123,284,0,0.0,2840.0000000000005,False,-0.14613768384624892,0,0.2,54610,173,248,1.0,6823.557924425419,False,-0.005590954921973173,0,6.302000000000001,43724.0,273,0,0.0,3151.6531670229347,False,-0.223626746700633,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.44300000000000006,75169,448,13,1.0,9134.579424140093,False,-0.02388030271560896,0.5,330342,0.0,0.0,11,0,0,12,3,2.230769230769231,10,22,19,96.0,37.0,7,7,19,520,1.2843403043225408,65.6873707100749
28,19,0,0,0,10.000000000000002,20,10.0,11.18736387347843,16,5.8125,19.377306125498354,94,19.127659574468087,32.0,8,32.0,0,1.127,41995,3,20,1.0,253.74727746956862,False,0.041203155079342024,16,3.4200000000000004,32800,294,0,0.0,2940.0000000000005,False,-0.1528859226300828,0,0.2,54517,179,258,1.0,7001.8831137312145,False,-0.005656722477795227,94,7.242000000000002,40183.0,273,0,0.0,3054.1503374596114,False,-0.2851498737106704,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.44300000000000006,73627,532,15,1.0,10788.726858765125,False,-0.032632323021012405,0.5,324743,0.0,0.0,11,0,0,14,7,7.0,13,27,21,147.0,60.0,9,10,21,456,1.3529758164659142,67.04034652654082
29,21,0,0,0,10.000000000000002,20,10.0,11.300282108637592,13,13.307692307692308,19.652805135037536,77,20.857142857142858,32.0,16,32.0,0,1.127,42083,1,22,1.0,258.60620639002707,False,0.04343846504004489,5,3.4540000000000006,32600,306,0,0.0,3060.0000000000005,False,-0.15634655790384377,0,0.2,54461,178,267,1.0,7258.749186392513,False,-0.0044153254062477745,76,7.908000000000001,38450.0,277,0,0.0,3130.178144092613,False,-0.3141994743256614,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,1,0.45300000000000007,72495,599,10,1.0,12092.030275887484,False,-0.038512674746976325,0.5,321710,0.0,0.0,18,0,0,13,5,4.5,15,28,20,165.0,78.0,10,11,20,849,1.350068568252027,68.39041509479284
30,20,0,0,0,10.000000000000002,20,10.0,11.113067011379227,10,7.0,19.135261843524273,27,12.0,32.0,9,32.0,0,1.127,42036,2,29,1.0,342.2789433299976,False,0.043310826144234225,7,3.519,32398,315,0,0.0,3150.0000000000005,False,-0.16022741317513287,0,0.2,54391,178,277,1.0,7278.593458681726,False,-0.005444972761005252,27,8.102,37793.0,277,0,0.0,3078.319562152046,False,-0.3259038907747306,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.45200000000000007,72459,616,11,1.0,12139.321295610951,False,-0.03866391656193183,0.5,320698,0.0,0.0,14,0,0,11,5,5.0,16,27,16,173.0,33.0,11,9,16,551,1.30656270775944,69.69697780255228
31,16,0,0,0,10.000000000000002,20,10.0,11.523117716838783,10,20.0,19.135261843524273,0,,32.0,11,32.0,0,1.1270000000000002,42126,3,29,1.0,364.1704137883247,False,0.04580608594473268,0,3.512000000000001,32308,324,0,0.0,3240.0000000000005,False,-0.16133976022741317,0,0.2,54191,178,287,1.0,7542.93510268877,False,-0.006607466385405032,0,8.075000000000003,37793.0,277,0,0.0,3191.903607564343,False,-0.3249305579663027,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.45200000000000007,72811,606,10,1.0,11915.96867717571,False,-0.035721909990722535,0.5,320850,0.0,0.0,15,0,0,12,0,0.0,14,26,11,114.0,18.0,10,6,11,752,1.4555053384974599,71.15248314104974
32,11,0,0,0,10.000000000000002,20,10.0,12.068575160643524,38,14.868421052631579,19.436040863402305,9,31.444444444444443,32.0,10,32.0,0,1.127,42382,2,22,1.0,285.50865353415753,False,0.05116189165163953,21,3.722,32034,335,0,0.0,3350.0000000000005,False,-0.16675318254851068,0,0.2,54024,200,289,1.0,8030.730841651972,False,-0.005289548556488942,1,8.085,37652.0,283,0,0.0,3415.4067704621175,False,-0.3254318333922147,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.45200000000000007,72848,605,10,1.0,12078.804722358394,False,-0.03427225432223986,0.5,320561,0.0,0.0,16,0,0,10,3,3.0,12,22,6,96.0,12.0,7,4,6,1138,1.1829496212303638,72.3354327622801
33,6,0,0,0,10.000000000000002,20,10.0,12.388073897553596,18,16.11111111111111,20.478730147392483,30,32.0,32.0,7,32.0,0,1.127,42572,2,14,1.0,193.43303456575035,False,0.054720467612974305,0,3.701000000000001,31934,345,0,0.0,3450.0000000000005,False,-0.16798912371771105,0,0.2,54784,200,269,1.0,7986.3931891592965,False,0.007355806447172951,0,8.084000000000001,37562.0,291,0,0.0,3604.9295041880964,False,-0.32535023047758194,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.45200000000000007,72112,625,13,1.0,13215.206342120302,False,-0.036326426835847164,0.5,320585,0.0,0.0,16,0,0,6,0,0.0,14,20,11,24.0,9.0,3,3,11,1674,0.9898397559300065,73.32527251821011
34,11,0,0,0,10.000000000000002,20,10.0,12.316151419988753,15,11.333333333333334,21.02177504161095,15,32.8,32.0,10,32.0,0,1.127,42576,0,20,1.0,246.32302839977507,False,0.05547303211469249,11,3.8110000000000004,31704,357,0,0.0,3570.0000000000005,False,-0.17219132369299223,0,0.2,55178,196,264,1.0,7963.714289303087,False,0.013914052660786002,0,8.084000000000001,37490.0,300,0,0.0,3694.8454259966256,False,-0.32581369176324276,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.45200000000000007,71940,630,13,1.0,13659.718276214899,False,-0.035711200826233656,0.5,320509,0.0,0.0,14,0,0,8,2,2.0,13,21,9,106.0,15.0,6,5,9,1096,0.9401970626786351,74.26546958088875
35,9,0,0,0,10.0,20,10.0,11.683333776936385,37,8.297297297297296,21.56676138512403,16,32.0,32.0,12,32.0,0,1.1270000000000002,42656,2,20,1.0,253.6666755387277,False,0.05754130114372422,27,4.07,31192,365,0,0.0,3650.0,False,-0.18385860833024348,0,0.2,55585,211,258,1.0,8029.407864295577,False,0.021452387950705868,0,8.084000000000001,37288.0,312,0,0.0,3645.200138404152,False,-0.32970110253646956,0,0.2,81621,0,6,0.0,192.0,False,0.00036725549965110725,0,0.45200000000000007,71812,636,11,1.0,14068.460240938883,False,-0.03477627871669375,0.5,320154,0.0,0.0,17,0,0,10,3,3.0,11,21,15,75.0,12.0,5,4,15,1296,1.116274462081492,75.38174404297024
