index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
32,22,0,0,0,10.000000000000002,20,10.0,9.841098774563347,29,10.793103448275861,17.915722350802163,21,20.095238095238095,25.999999999999993,8,26.0,0,1.235,30391,2,16,1.0,177.45758039301356,False,0.10003352065094942,15,5.993000000000001,12420.0,349,0,0.0,3490.0000000000005,False,-0.4887758048217121,0,0.2,38454,214,44,1.0,2894.2869211918514,False,0.05689994068275162,9,2.2340000000000004,29321,548,0,0.0,5392.922128460715,False,-0.15192273291578534,0,0.2,56204,0,2,0.0,51.999999999999986,False,0.00010671599317017644,0,0.371,54932,171,25,1.0,3713.5885219871698,False,0.010045430083124383,0.5,221722,0.0,0.0,17,0,0,21,5,5.0,14,35,23,183.0,52.0,15,7,23,1036,3.0016379420412704,147.06134037324227
33,23,0,0,0,10.000000000000002,20,10.0,9.894529398194637,27,10.481481481481481,17.439395603312605,8,8.5,25.999999999999993,11,26.0,0,1.235,30508,5,13,1.0,178.62888217653028,False,0.10427726436726818,14,6.118000000000002,12120.0,356,0,0.0,3560.0000000000005,False,-0.49833982965208606,0,0.2,38439,209,54,1.0,3009.68400680156,False,0.058030938028786574,8,2.3050000000000006,28921,570,0,0.0,5639.881756970943,False,-0.15924718887279232,0,0.2,56204,0,2,0.0,51.999999999999986,False,0.00010671599317017644,0,0.37100000000000005,55150,169,24,1.0,3571.25785695983,False,0.012657031311893732,0.5,221342,0.0,0.0,16,0,0,11,5,5.0,17,28,29,163.0,114.0,10,13,29,733,2.772188808012288,149.83352918125456
34,29,0,0,0,10.000000000000002,20,10.0,10.147444833431974,43,11.86046511627907,17.182500985519233,25,15.719999999999997,25.999999999999996,8,26.0,16,1.3950000000000002,30616,4,10,1.0,141.47444833431976,False,0.10750459160412726,14,6.2440000000000015,11814.0,367,0,0.0,3670.0000000000005,False,-0.5073985852461383,0,0.2,38476,217,54,1.0,3129.850582072777,False,0.06060247638694638,15,2.447000000000001,28351,595,0,0.0,6037.729675892025,False,-0.16907623664487553,0,0.2,56204,0,2,0.0,51.99999999999999,False,0.00010671599317017644,0,0.37100000000000005,54965,184,26,1.0,3837.580181335539,False,0.011735025801575268,0.5,220426,0.0,0.0,17,0,0,20,7,6.888888888888889,16,36,20,208.0,103.0,14,15,20,899,2.876845102990046,152.7103742842446
35,20,0,0,0,10.0,20,10.0,10.947993963046196,35,17.82857142857143,17.349848074406076,8,20.5,25.999999999999996,12,26.0,21,1.5890000000000002,30766,4,10,1.0,149.47993963046196,False,0.1130626522959156,4,6.270000000000001,11654.0,377,0,0.0,3770.0,False,-0.5113685578172369,0,0.2,38616,207,59,1.0,3289.875786740521,False,0.06643016166583479,3,2.4620000000000006,27682,630,0,0.0,6897.236196719104,False,-0.17541339500544192,0,0.2,56204,0,2,0.0,51.99999999999999,False,0.00010671599317017644,0,0.37100000000000005,55113,182,24,1.0,3781.672349541906,False,0.013870165316785529,0.5,220035,0.0,0.0,20,0,0,13,4,3.2857142857142856,18,31,25,120.0,90.0,10,10,25,652,2.7835702940355986,155.4939445782802
36,25,0,0,0,10.0,20,10.0,10.81805542275709,4,1.0,17.013009536956876,6,9.0,25.999999999999996,7,26.0,0,1.5680000000000003,30696,1,20,1.0,226.36110845514182,False,0.1119236521664347,4,6.306000000000002,11464.0,390,0,0.0,3900.0,False,-0.5158798902843944,0,0.2,38616,197,69,1.0,3305.054576333171,False,0.06663118926089551,6,2.5190000000000006,27594,634,0,0.0,6858.647138027995,False,-0.17825540833803938,0,0.2,56204,0,2,0.0,51.99999999999999,False,0.00010671599317017644,0,0.371,55241,178,27,1.0,3730.315697578324,False,0.01569005849440026,0.5,219815,0.0,0.0,14,0,0,20,2,2.0,20,40,15,219.0,44.0,16,9,15,382,3.500719912000932,158.99466449028114
37,15,0,0,0,10.0,20,10.0,10.820924497933161,10,10.9,16.68847350268469,5,8.0,26.0,6,26.0,0,1.5680000000000003,30585,4,29,1.0,353.80681044006167,False,0.11021738866825573,9,6.392000000000002,11340.0,397,0,0.0,3970.0,False,-0.5190919590010106,0,0.2,38526,196,79,1.0,3439.29060830699,False,0.06602509215568296,5,2.5630000000000006,27500,635,0,0.0,6871.287056187557,False,-0.18057787386184462,0,0.2,56204,0,2,0.0,52.0,False,0.00010671599317017644,0,0.37100000000000005,55357,173,31,1.0,3693.1059159644515,False,0.017422327795642876,0.5,219512,0.0,0.0,15,0,0,8,2,2.0,17,25,20,79.0,70.0,6,9,20,375,2.2550089710275643,161.2496734613087
38,20,0,0,0,10.0,20,10.0,10.905500724996296,29,11.655172413793103,16.8226865708538,10,18.5,26.0,8,26.0,0,1.568,30736,7,23,1.0,320.82651667491484,False,0.11507193800842558,13,6.513000000000002,11111.0,404,0,0.0,4040.0,False,-0.526093546990039,0,0.2,38405,200,84,1.0,3594.2058169509783,False,0.06487174286746727,5,2.6080000000000005,27353,650,0,0.0,7088.575471247593,False,-0.18159384060541428,0,0.2,56204,0,2,0.0,52.0,False,0.00010671599317017644,0,0.37100000000000005,55380,173,33,1.0,3768.3247767577077,False,0.018500327055685405,0.5,219189,0.0,0.0,18,0,0,13,4,4.0,19,32,22,154.0,26.0,11,9,22,829,3.0745408630464226,164.32421432435513
39,22,0,0,0,10.0,20,10.0,10.518099032889587,13,2.8461538461538463,17.13141396897068,19,19.105263157894736,26.0,5,26.0,0,1.5680000000000003,30616,9,33,1.0,437.0972680853564,False,0.11283920290322938,13,6.630000000000002,10835.0,412,0,0.0,4120.0,False,-0.5346109426880323,0,0.2,38680,195,84,1.0,3490.068084807007,False,0.07077673409804525,9,2.693000000000001,27183,658,0,0.0,6920.909163641349,False,-0.18831736334011404,0,0.2,56204,0,2,0.0,52.0,False,0.00010671599317017644,0,0.37100000000000005,55147,182,38,1.0,4105.917342352664,False,0.017358399814604672,0.5,218665,0.0,0.0,14,0,0,8,4,4.0,21,29,22,152.0,75.0,12,10,22,610,2.7657210719771683,167.0899353963323
40,22,0,0,0,9.999999999999998,20,10.0,11.040165561232364,48,13.6875,16.66982185386647,8,9.375,26.0,7,26.0,0,1.5680000000000003,31006,10,18,1.0,298.72298010218253,False,0.12441755052876755,23,6.847000000000002,10423.0,421,0,0.0,4209.999999999999,False,-0.5478562148116067,0,0.2,38055,225,94,1.0,4051.00050554073,False,0.061650736438703196,8,2.764000000000001,27027,666,0,0.0,7352.750263780754,False,-0.18673019013348932,0,0.2,56204,0,2,0.0,52.0,False,0.00010671599317017644,0,0.371,55254,180,41,1.0,4066.5679336959647,False,0.018911567424017842,0.5,217969,0.0,0.0,17,0,0,15,6,6.0,19,34,21,206.0,69.0,14,8,21,882,2.9189413829590194,170.0088767792913
41,21,0,0,0,9.999999999999998,20,10.0,10.934515283457298,35,10.142857142857142,16.66982185386647,0,,26.0,13,26.0,0,1.5680000000000003,31240,7,12,1.0,201.21418340148756,False,0.13110318650572922,19,7.014000000000001,9970.0,434,0,0.0,4339.999999999999,False,-0.5618593907896636,0,0.2,37751,231,104,1.0,4259.534503280749,False,0.056360216450093405,0,2.756000000000001,26976,685,0,0.0,7490.142969168249,False,-0.18626144982957316,0,0.2,56204,0,2,0.0,52.0,False,0.00010671599317017644,0,0.37100000000000005,55592,170,38,1.0,3821.8697151572997,False,0.022747133921077294,0.5,217733,0.0,0.0,18,0,0,9,3,3.0,26,35,26,156.0,70.0,11,10,26,842,3.230468138004653,173.23934491729597
42,26,0,0,0,9.999999999999998,20,10.0,11.342403784012644,23,16.08695652173913,18.16131801813889,53,21.566037735849058,26.0,6,26.0,6,1.6280000000000003,31394,8,10,1.0,193.42403784012643,False,0.13652057235888787,5,7.045,9810.0,443,0,0.0,4429.999999999999,False,-0.5660098166594485,0,0.2,38415,244,73,1.0,4093.322738623224,False,0.07174691731283894,12,2.8760000000000003,26771,685,0,0.0,7769.546592048661,False,-0.18799106571598734,0,0.2,56204,0,2,0.0,52.0,False,0.00010671599317017644,0,0.37100000000000005,54605,213,42,1.0,4960.360737863583,False,0.01531695306153581,0.5,217199,0.0,0.0,16,0,0,12,5,4.333333333333333,23,35,29,199.0,95.0,14,12,29,1390,3.1458625590312295,176.3852074763272
43,29,0,0,0,9.999999999999998,20,10.0,11.068013477107156,11,4.545454545454546,18.060501950214135,13,16.846153846153847,26.0,11,26.0,0,1.6220000000000003,31312,10,18,1.0,299.2242425879288,False,0.1354703378552752,9,7.130000000000002,9586.0,451,0,0.0,4509.999999999999,False,-0.5726504980511044,0,0.2,38564,237,77,1.0,4013.7778442408844,False,0.07464013249597236,7,2.9340000000000006,26624,693,0,0.0,7670.133339635259,False,-0.19320142320298708,0,0.2,56204,0,2,0.0,52.0,False,0.00010671599317017644,0,0.37100000000000005,54672,216,41,1.0,4967.068421246253,False,0.016568266409773862,0.5,216962,0.0,0.0,19,0,0,17,4,4.0,23,40,25,268.0,114.0,19,10,25,679,3.007985500036739,179.39319297636393
44,25,0,0,0,9.999999999999998,20,10.0,10.638619090345758,13,2.5384615384615383,17.509641234816154,8,7.0,25.999999999999996,11,26.0,0,1.6220000000000003,31222,9,28,1.0,387.8813345296812,False,0.13382202494820414,13,7.251000000000002,9266.0,462,0,0.0,4619.999999999999,False,-0.5822145228814782,0,0.2,38543,234,87,1.0,4012.775654569913,False,0.07407061232974742,8,3.0070000000000006,26484,699,0,0.0,7436.394744151685,False,-0.20000536720059747,0,0.2,56204,0,2,0.0,51.99999999999999,False,0.00010671599317017644,0,0.371,54902,214,40,1.0,4787.063224250657,False,0.019058260033532427,0.5,216621,0.0,0.0,17,0,0,13,5,5.0,22,35,24,208.0,78.0,14,11,24,486,3.27032293000957,182.6635159063735
45,24,0,0,0,10.0,20,10.0,10.713708844642124,40,11.15,17.116627158408452,7,9.0,26.0,15,26.0,0,1.6220000000000003,31415,12,21,1.0,344.9878857374846,False,0.14001349584483697,23,7.468000000000003,8866.0,469,0,0.0,4690.0,False,-0.5953876136855781,0,0.2,38097,264,97,1.0,4488.73196935114,False,0.06856053782945909,7,3.0690000000000004,26386,699,0,0.0,7488.882482404844,False,-0.2019060408125865,0,0.2,56204,0,2,0.0,52.0,False,0.00010671599317017644,0,0.37100000000000005,55229,211,35,1.0,4521.608330424184,False,0.02251359144159235,0.5,216197,0.0,0.0,19,0,0,11,4,4.0,18,29,28,135.0,100.0,10,14,28,913,2.9616581440204754,185.62517405039398
46,28,0,0,0,10.0,20,10.0,10.515445476142856,7,3.5714285714285716,17.948298567557877,28,22.0,26.000000000000004,9,26.0,0,1.622,31326,13,28,1.0,424.432473332,False,0.13823503091764117,4,7.485000000000003,8716.0,478,0,0.0,4780.0,False,-0.5991771329579905,0,0.2,38657,254,87,1.0,4232.425126317821,False,0.07999927325401711,8,3.142000000000001,26233,706,0,0.0,7423.904506156857,False,-0.2068192659370533,0,0.2,56204,0,2,0.0,52.00000000000001,False,0.00010671599317017644,0,0.37100000000000005,54847,229,36,1.0,5046.160371970754,False,0.020384180883348296,0.5,215983,0.0,0.0,19,0,0,23,2,2.0,15,38,27,222.0,78.0,17,11,27,1015,3.6039876650320366,189.22916171542602
47,27,0,0,0,10.0,20,10.0,10.401577612387625,27,9.444444444444445,17.741464418952418,17,15.941176470588236,26.0,13,26.0,0,1.6220000000000003,31466,14,16,1.0,306.425241798202,False,0.14115824386094628,5,7.5310000000000015,8551.0,487,0,0.0,4870.0,False,-0.6035080121264617,0,0.2,38573,268,91,1.0,4402.096062244554,False,0.08002140309703278,11,3.2440000000000007,26080,709,0,0.0,7374.718527182826,False,-0.21152334215581772,0,0.2,56204,0,2,0.0,52.0,False,0.00010671599317017644,0,0.37100000000000005,54914,236,33,1.0,5044.985602872771,False,0.021565395586162193,0.5,215788,0.0,0.0,24,0,0,13,2,2.0,22,35,29,153.0,118.0,13,14,29,938,2.9725523680099286,192.20171408343595
48,29,0,0,0,10.0,20,10.0,11.647614458581604,59,16.47457627118644,17.32424309931194,6,7.0,26.000000000000004,9,26.0,33,1.9520000000000004,31610,15,10,1.0,266.47614458581603,False,0.1456344042259603,10,7.626000000000002,8311.0,496,0,0.0,4960.0,False,-0.6105456907752274,0,0.2,38573,258,101,1.0,4754.83308334456,False,0.084693045365197,6,3.293,25012,768,0,0.0,8945.367904190673,False,-0.21901083484503653,0,0.2,56204,0,2,0.0,52.00000000000001,False,0.00010671599317017644,0,0.371,55106,232,34,1.0,4903.22439904037,False,0.02371962506260997,0.5,214816,0.0,0.0,17,0,0,15,4,3.8823529411764706,22,37,28,252.0,143.0,16,13,28,714,4.3831366000231355,196.58485068345908
49,28,0,0,0,10.0,20,10.0,11.647614458581604,0,,16.89710466458001,6,7.0,26.000000000000004,12,26.0,0,1.9190000000000003,31500,16,20,1.0,392.95228917163206,False,0.14394673540442532,0,7.616000000000001,8221.0,505,0,0.0,5050.0,False,-0.612169770463404,0,0.2,38573,248,111,1.0,4764.187003496619,False,0.0848169285023258,6,3.3470000000000013,24916,768,0,0.0,8945.367904190673,False,-0.2215536791223125,0,0.2,56204,0,2,0.0,52.00000000000001,False,0.00010671599317017644,0,0.37100000000000005,55376,228,32,1.0,4684.539863524243,False,0.026577083305387782,0.5,214790,0.0,0.0,15,0,0,14,1,1.0,23,37,30,191.0,78.0,17,11,30,512,3.3366291120182723,199.92147979547735
50,30,0,0,0,10.0,20,10.0,10.89568404619749,23,2.4347826086956523,15.938360821935724,14,7.0,26.000000000000004,12,26.0,0,1.9190000000000003,31410,15,30,1.0,476.8705213859247,False,0.14221290821037103,23,7.846000000000002,7683.0,516,0,0.0,5160.0,False,-0.6296015591165006,0,0.2,38537,247,121,1.0,4619.775618865002,False,0.0819507803203058,14,3.4810000000000003,24627,782,0,0.0,8520.424924126437,False,-0.23483663650403366,0,0.2,56204,0,2,0.0,52.00000000000001,False,0.00010671599317017644,0,0.37100000000000005,55590,232,30,1.0,4477.6997106890885,False,0.028543857700351203,0.5,214051,0.0,0.0,17,0,0,14,5,5.0,25,39,26,217.0,84.0,17,13,26,512,3.275680011953227,203.19715980743058
51,26,0,0,0,10.000000000000002,20,10.0,10.393754447288122,16,2.4375,15.893053927448133,1,10.0,26.000000000000004,14,26.0,0,1.9190000000000003,31310,15,40,1.0,565.7501778915249,False,0.1402077049568992,16,7.983000000000002,7307.0,526,0,0.0,5260.000000000001,False,-0.6413671141908474,0,0.2,38500,251,131,1.0,4690.8224307650235,False,0.0819116683543695,1,3.4770000000000008,24612,784,0,0.0,8148.703486673888,False,-0.24015702743260284,0,0.2,56204,0,2,0.0,52.00000000000001,False,0.00010671599317017644,0,0.37100000000000005,55944,223,26,1.0,4220.151025820934,False,0.03254972098944339,0.5,213877,0.0,0.0,19,0,0,12,6,6.0,21,33,27,181.0,97.0,13,13,27,564,2.474650054005906,205.6718098614365
52,27,0,0,0,10.000000000000002,20,10.0,10.578395759439369,28,12.178571428571429,15.805887229615587,14,15.071428571428571,26.000000000000004,9,26.0,0,1.9190000000000003,31511,17,32,1.0,508.50866430205986,False,0.14642898556918693,10,8.067000000000002,7069.0,534,0,0.0,5340.000000000001,False,-0.6485130648188249,0,0.2,38616,252,135,1.0,4799.550507376825,False,0.08642426439457565,8,3.556000000000001,24182,801,0,0.0,8473.295003310934,False,-0.24724796700512625,0,0.2,56204,0,2,0.0,52.00000000000001,False,0.00010671599317017644,0,0.371,55967,227,27,1.0,4289.936401122739,False,0.03357940026610295,0.5,213549,0.0,0.0,21,0,0,10,4,4.0,19,29,23,148.0,108.0,11,16,23,910,3.0331096909940243,208.7049195524305
53,23,0,0,0,10.000000000000002,20,10.0,10.594787301139695,37,10.702702702702704,15.976281981213953,10,18.0,26.000000000000007,7,26.0,0,1.9190000000000003,31771,15,25,1.0,414.8696825284924,False,0.15412281078620782,20,8.257000000000003,6610.0,546,0,0.0,5460.000000000001,False,-0.6629132380539916,0,0.2,38705,262,140,1.0,5012.513750268554,False,0.09160217400297399,5,3.5980000000000003,23762,818,0,0.0,8666.53601233227,False,-0.25581363054151635,0,0.2,56204,0,2,0.0,52.000000000000014,False,0.00010671599317017644,0,0.37100000000000005,55969,227,30,1.0,4406.616009735568,False,0.03465260395681169,0.5,213021,0.0,0.0,18,0,0,9,4,4.0,21,30,23,144.0,84.0,10,13,23,867,3.355540447984822,212.06046000041533
54,23,0,0,0,10.000000000000002,20,10.0,9.977756982728243,53,7.037735849056604,16.47358271665008,5,28.0,26.000000000000007,11,26.0,0,1.919,31981,16,19,1.0,349.57738267183663,False,0.16052362824223754,37,8.607000000000003,5721.0,555,0,0.0,5550.000000000001,False,-0.6933737548722391,0,0.2,38515,273,145,1.0,5112.597150199072,False,0.08789496397900924,0,3.593000000000001,23719,850,0,0.0,8481.093435319006,False,-0.25940861076842886,0,0.2,56204,0,2,0.0,52.000000000000014,False,0.00010671599317017644,0,0.37100000000000005,56115,222,29,1.0,4411.135363096318,False,0.037289550397484286,0.5,212255,0.0,0.0,20,0,0,13,5,5.0,18,31,28,125.0,66.0,11,12,28,946,3.027490567008499,215.08795056742383
55,28,0,0,0,10.000000000000002,20,10.0,9.83528715483785,5,2.0,15.528132849597343,13,7.615384615384615,26.000000000000007,13,26.0,0,1.9190000000000003,31881,16,29,1.0,445.2233274902977,False,0.15864052489335748,5,8.620000000000001,5551.0,565,0,0.0,5650.000000000001,False,-0.6977046340407103,0,0.2,38515,263,155,1.0,4993.541113409943,False,0.08631818813617383,13,3.723000000000001,23457,855,0,0.0,8409.170517386361,False,-0.2673010023390676,0,0.2,56204,0,2,0.0,52.000000000000014,False,0.00010671599317017644,0,0.37100000000000005,56354,225,26,1.0,4169.829891159402,False,0.03939447470083419,0.5,211962,0.0,0.0,17,0,0,15,4,4.0,22,37,31,222.0,85.0,15,13,31,538,3.5636857700301334,218.65163633745397
56,31,0,0,0,10.000000000000002,20,10.0,10.406375823901504,15,20.0,14.602771488324642,14,7.357142857142857,26.000000000000007,12,26.0,0,1.9190000000000003,32081,16,24,1.0,409.7530197736361,False,0.16521858343752047,0,8.615,5451.0,575,0,0.0,5750.000000000001,False,-0.6995091670275733,0,0.2,38215,268,165,1.0,5198.366016379168,False,0.08108449681322233,14,3.850000000000001,23177,855,0,0.0,8897.451329435786,False,-0.2682508498737082,0,0.2,56204,0,2,0.0,52.000000000000014,False,0.00010671599317017644,0,0.371,56563,229,24,1.0,3968.0346708263432,False,0.04131718368335888,0.5,211691,0.0,0.0,16,0,0,16,3,3.0,21,37,19,221.0,109.0,17,14,19,812,2.7744254900026135,221.42606182745658
57,19,0,0,0,10.000000000000002,20,10.0,10.039241928194665,31,7.193548387096774,16.585573702550423,28,24.464285714285715,26.00000000000001,14,26.0,0,1.9190000000000003,32114,17,23,1.0,400.9025643484773,False,0.1662498658212155,20,8.815000000000001,5052.0,584,0,0.0,5840.000000000001,False,-0.7122852605745633,0,0.2,38622,289,154,1.0,5455.519267441023,False,0.0952708297014942,7,3.906000000000001,23059,855,0,0.0,8583.551848606437,False,-0.2755337079357079,0,0.2,56204,0,2,0.0,52.00000000000002,False,0.00010671599317017644,0,0.37100000000000005,56242,247,20,1.0,4616.636704529955,False,0.04137589556532758,0.5,211293,0.0,0.0,20,0,0,6,5,5.0,20,26,19,114.0,106.0,7,12,19,1337,2.525813858024776,223.95187568548135
58,19,0,0,0,10.000000000000002,20,10.0,9.795133588937126,41,8.341463414634147,16.023019946712882,22,12.818181818181818,26.000000000000007,12,26.0,0,1.9190000000000003,32368,12,17,1.0,286.51727101193114,False,0.17335277304410152,25,9.045,4399.0,599,0,0.0,5990.000000000001,False,-0.7331456619026996,0,0.2,38769,289,153,1.0,5282.3156590499,False,0.09687065476981827,11,4.009000000000001,22569,886,0,0.0,8678.488359798293,False,-0.287255471620821,0,0.2,56204,0,2,0.0,52.000000000000014,False,0.00010671599317017644,0,0.37100000000000005,56272,259,18,1.0,4617.962166198637,False,0.041921262861043605,0.5,210581,0.0,0.0,20,0,0,10,6,6.0,18,28,24,142.0,108.0,8,11,24,1004,2.7339861260261387,226.6858618115075
59,24,0,0,0,10.000000000000002,20,10.0,10.179325531303917,58,11.879310344827585,15.530788133318936,25,12.92,26.000000000000007,14,26.0,15,2.0690000000000004,32648,14,10,1.0,241.7932553130392,False,0.18265109815419803,26,9.280000000000003,3837.0,607,0,0.0,6070.000000000001,False,-0.7519849862855493,0,0.2,38581,302,158,1.0,5528.020835518175,False,0.09514503265327481,20,4.198000000000001,21793,921,0,0.0,9375.158814330907,False,-0.298583439536846,0,0.2,56204,0,2,0.0,52.000000000000014,False,0.00010671599317017644,0,0.37100000000000005,56313,274,14,1.0,4619.435948529388,False,0.04266359515980171,0.5,209376,0.0,0.0,20,0,0,14,9,8.9375,18,32,30,174.0,99.0,11,13,30,1029,3.159365218016319,229.8452270295238
60,30,0,0,0,10.000000000000002,20,10.0,10.179325531303917,0,,15.30632367649182,6,10.0,26.000000000000007,8,26.0,0,2.0540000000000003,32558,13,20,1.0,333.5865106260784,False,0.18105937834968377,0,9.254000000000001,3727.0,618,0,0.0,6180.000000000001,False,-0.7539699725710985,0,0.2,38581,292,168,1.0,5543.825432791369,False,0.09535434843312286,6,4.238000000000001,21715,921,0,0.0,9375.158814330907,False,-0.30064950051213274,0,0.2,56204,0,2,0.0,52.000000000000014,False,0.00010671599317017644,0,0.371,56461,270,16,1.0,4548.707392652791,False,0.04466693398417754,0.5,209246,0.0,0.0,13,0,0,13,1,1.0,21,34,26,181.0,111.0,13,17,26,408,2.105561765958555,231.95078879548237
61,26,0,0,0,10.000000000000002,20,10.0,10.33014373764847,13,13.615384615384615,14.656222839526238,16,9.25,26.000000000000007,10,26.0,0,2.0540000000000003,32608,14,22,1.0,367.26316222826637,False,0.1834716176235792,5,9.304000000000002,3570.0,627,0,0.0,6270.000000000001,False,-0.7580121264616717,0,0.2,38604,287,174,1.0,5514.9340267826765,False,0.09558093432022194,12,4.352000000000001,21352,929,0,0.0,9596.70353227543,False,-0.30733049648669736,0,0.2,56204,0,2,0.0,52.000000000000014,False,0.00010671599317017644,0,0.37100000000000005,56573,276,16,1.0,4461.117503709242,False,0.04588002902416448,0.5,208911,0.0,0.0,17,0,0,10,4,4.0,19,29,30,147.0,156.0,9,17,30,660,3.19916695804568,235.14995575352805
62,30,0,0,0,10.000000000000002,20,10.0,10.525119578291918,21,13.0,14.246635465408499,16,10.8125,26.000000000000007,10,26.0,0,2.0540000000000003,32781,14,11,1.0,255.77631536121112,False,0.18770348483039587,0,9.299000000000001,3470.0,637,0,0.0,6370.000000000001,False,-0.7598166594485347,0,0.2,38360,298,183,1.0,5743.6199245007465,False,0.0921465833774898,15,4.490000000000001,21103,929,0,0.0,9777.83608823319,False,-0.3115270827717904,0,0.2,56204,0,2,0.0,52.000000000000014,False,0.00010671599317017644,0,0.37100000000000005,56660,282,16,1.0,4433.551201245197,False,0.04718226381300863,0.5,208578,0.0,0.0,18,0,0,17,2,2.0,16,33,32,196.0,110.0,13,17,32,762,3.238013922004029,238.38796967553208
63,32,0,0,0,10.0,20,10.0,10.406083585986021,34,9.5,13.61346478629096,27,10.444444444444445,26.000000000000007,12,26.0,2,2.0740000000000003,32929,12,10,1.0,224.06083585986022,False,0.19247258618196647,21,9.509000000000002,3077.0,649,0,0.0,6490.0,False,-0.7718348491410423,0,0.2,38218,301,183,1.0,5623.495215273038,False,0.08679436356412788,17,4.645000000000001,20725,950,0,0.0,9885.77940668672,False,-0.3201099328968993,0,0.2,56204,0,2,0.0,52.000000000000014,False,0.00010671599317017644,0,0.37100000000000005,56690,299,14,1.0,4434.425971100997,False,0.04772362310668927,0.5,207843,0.0,0.0,19,0,0,11,5,4.153846153846153,24,35,31,181.0,141.0,13,19,31,630,3.0180337660131045,241.40600344154518
64,31,0,0,0,10.0,20,10.0,10.677018777612012,26,13.423076923076923,13.184576306508422,14,8.714285714285714,26.000000000000007,8,26.0,7,2.142000000000001,33057,12,10,1.0,226.7701877761201,False,0.19714108177739487,9,9.578000000000001,2837.0,659,0,0.0,6590.0,False,-0.7786920744911217,0,0.2,37877,309,193,1.0,5843.822029438237,False,0.08067997284239972,14,4.768000000000002,20453,958,0,0.0,10228.583988952309,False,-0.3227745611083582,0,0.2,56204,0,2,0.0,52.000000000000014,False,0.00010671599317017644,0,0.371,56776,303,16,1.0,4410.926620872052,False,0.04904423930058383,0.5,207204,0.0,0.0,14,0,0,13,6,5.411764705882353,19,32,23,204.0,108.0,15,16,23,408,2.922031505033374,244.32803494657855
65,23,0,0,0,10.0,20,10.0,10.633776869600402,2,5.0,14.804558054574807,52,19.28846153846154,26.000000000000007,10,26.0,0,2.1350000000000002,32977,10,20,1.0,312.67553739200804,False,0.19580401936971276,2,9.589,2695.0,671,0,0.0,6710.0,False,-0.781651508589577,0,0.2,38650,301,176,1.0,5806.369055354887,False,0.10065914040413848,25,5.004000000000001,19868,958,0,0.0,10187.158241077184,False,-0.33881866022465523,0,0.2,56204,0,2,0.0,52.000000000000014,False,0.00010671599317017644,0,0.37100000000000005,56033,345,16,1.0,5523.572528828308,False,0.0457240015725341,0.5,206427,0.0,0.0,19,0,0,7,7,7.0,21,28,27,141.0,147.0,8,15,27,1243,2.8355109069962054,247.16354585357476
66,27,0,0,0,10.0,20,10.0,10.731356312108149,30,11.5,14.416575417803823,13,9.153846153846153,26.000000000000004,10,26.0,0,2.1350000000000002,33172,9,15,1.0,250.97034468162224,False,0.20172820746141237,15,9.737000000000002,2405.0,682,0,0.0,6820.0,False,-0.7901328136278332,0,0.2,38325,321,184,1.0,6097.41525306262,False,0.09590516320640236,11,5.089000000000001,19671,958,0,0.0,10280.639346999607,False,-0.34279872663100136,0,0.2,56204,0,2,0.0,52.00000000000001,False,0.00010671599317017644,0,0.37100000000000005,56174,348,16,1.0,5432.96824539573,False,0.04742608357103493,0.5,205951,0.0,0.0,15,0,0,15,6,6.0,19,34,23,186.0,129.0,13,14,23,765,5.764264726021793,252.92781057959655
