index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
87,6,0,0,0,10.0,20,10.0,4.0237927843296335,11,2.727272727272727,36.66268778177577,0,,42.00000000000001,20,42.0,1,1.1910000000000003,24118,898,0,0.0,8980.0,False,-0.17370458090231644,10,3.108000000000001,18485,862,0,0.0,8620.0,False,-0.3416036046444457,0,0.9020000000000001,57085,1,20,1.0,737.2775484198452,False,0.22654111212608183,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,0,4.682000000000001,59398,0,87,0.0,3654.0000000000005,False,-0.12097457322938651,12,7.907000000000002,44641,335,0,0.0,12282.000406894884,False,-0.2709078088836134,0.16666666666666666,251194,0.0,0.0,16,0,0,2,9,9.0,3,5,7,72.0,3.0,5,1,7,536,4.817206858017016,272.6558745499351
88,7,0,0,0,10.0,20,10.0,4.169184213186829,1,10.0,35.629122589921195,13,30.0,42.0,20,42.0,1,1.2000000000000002,24025,906,0,0.0,9060.0,False,-0.17523539945699265,0,3.0980000000000016,18365,874,0,0.0,8740.0,False,-0.34333660678181505,0,0.9020000000000001,57465,0,9,0.2,320.6621033092907,False,0.23020646111725904,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,0,4.682000000000001,59428,3,87,1.0,3760.8873677697634,False,-0.1197765475889092,10,7.995000000000002,44480,335,0,0.0,11935.7560676236,False,-0.2757048996595627,0.19999999999999998,251230,0.0,0.0,18,0,0,4,7,7.0,2,6,7,81.0,3.0,6,1,7,1010,2.648391829978209,275.3042663799133
89,7,0,0,0,10.0,20,10.0,4.372221162444287,4,6.25,36.957795396029525,5,57.0,41.99999999999999,20,42.0,1,1.2090000000000003,23932,914,0,0.0,9140.0,False,-0.1767662180116689,3,3.128000000000001,18191,886,0,0.0,8860.0,False,-0.34662931084281673,0,0.9020000000000001,57725,0,8,0.4,295.6623631682362,False,0.23549018362973645,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,0,4.682000000000001,59806,0,81,0.3,3401.9999999999995,False,-0.11692581585332587,11,8.095,44009,340,0,0.0,12565.650434650039,False,-0.2779453960844062,0.11666666666666665,251130,0.0,0.0,18,0,0,4,8,8.0,2,6,4,93.0,3.0,6,1,4,863,2.3218579499516636,277.626124329865
90,4,0,0,0,10.0,20,10.0,4.1938338614813215,3,2.0,38.662366233070856,10,51.0,42.00000000000001,20,42.0,0,1.2080000000000002,23842,923,0,0.0,9230.0,False,-0.17806596961469587,3,3.155000000000001,18018,897,0,0.0,8970.0,False,-0.350037548379643,2,0.9220000000000002,58157,0,3,0.3,115.98709869921257,False,0.24279478991822742,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,0,4.682000000000001,60080,0,74,0.5,3108.0000000000005,False,-0.1151024393045326,8,8.164000000000001,43615,345,0,0.0,13338.516350409445,False,-0.2780540383453974,0.13333333333333333,251179,0.0,0.0,18,0,0,3,6,5.4,1,4,7,42.0,0.0,4,0,7,984,2.4970193530316465,280.1231436828966
91,7,0,0,0,10.0,20,10.0,4.178887158165947,3,4.0,38.99958613872344,5,44.0,42.0,20,42.0,1,1.2180000000000002,23699,936,0,0.0,9360.0,False,-0.18031887239327596,2,3.1720000000000006,17904,904,0,0.0,9040.0,False,-0.35231933452717923,2,0.9400000000000002,58293,0,3,0.3,116.99875841617032,False,0.24570896586841054,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,0,4.682000000000001,60322,0,68,0.5,2856.0,False,-0.11343699300799702,9,8.246,43479,345,0,0.0,13454.857217859586,False,-0.2791714604394797,0.13333333333333333,251164,0.0,0.0,17,0,0,4,7,6.4,3,7,6,92.0,0.0,7,0,6,662,2.0512106450041756,282.1743543279008
92,6,0,0,0,10.0,20,10.0,4.263072548243538,4,5.0,38.99958613872344,0,,42.0,20,42.0,0,1.217,23599,946,0,0.0,9460.0,False,-0.18176304084108372,4,3.210000000000001,17732,914,0,0.0,9140.0,False,-0.3558431055398302,0,0.9380000000000002,58273,0,7,0.4,272.99710297106407,False,0.2469471532275635,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,0,4.682000000000001,60742,0,58,0.0,2436.0,False,-0.11042196091944122,10,8.337,43318,345,0,0.0,13454.857217859586,False,-0.28148298504070585,0.06666666666666667,251131,0.0,0.0,17,0,0,3,7,7.0,3,6,4,95.0,0.0,6,0,4,620,1.9336797400028445,284.10803406790365
93,4,0,0,0,10.0,20,10.0,4.421932756951338,1,10.0,38.99958613872344,0,,42.0,20,42.0,1,1.227,23466,958,0,0.0,9580.0,False,-0.18387152677488303,0,3.2060000000000004,17652,922,0,0.0,9220.0,False,-0.35699844029807637,0,0.9380000000000002,58263,0,8,0.1,311.9966891097875,False,0.24714995825444885,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,0,4.682000000000001,61204,0,47,0.0,1974.0,False,-0.10710542562202983,9,8.417000000000002,43178,345,0,0.0,13454.857217859586,False,-0.2834930064330764,0.016666666666666666,251230,0.0,0.0,16,0,0,2,7,7.0,2,4,6,61.0,0.0,4,0,6,662,1.7238456080085598,285.8318796759122
94,6,0,0,0,10.0,20,10.0,3.9656963407935213,5,1.0,38.99958613872344,0,,42.0,20,42.0,0,1.2260000000000002,23386,966,0,0.0,9660.0,False,-0.18502686153312922,5,3.2560000000000002,17422,934,0,0.0,9340.0,False,-0.3619086130206227,0,0.9380000000000002,58258,0,13,0.5,506.9946198034047,False,0.24912465970500194,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,0,4.682000000000001,61540,0,39,0.0,1638.0,False,-0.10469339995118519,12,8.528,42951,345,0,0.0,13454.857217859586,False,-0.2867521125478486,0.08333333333333333,251024,0.0,0.0,17,0,0,2,9,9.0,3,5,7,70.0,3.0,5,1,7,536,1.9945627459674142,287.8264424218796
95,7,0,0,0,10.0,20,10.0,3.8410954242707107,5,3.0,39.458764788769024,5,46.0,42.0,20,42.0,0,1.2260000000000002,23306,974,0,0.0,9740.0,False,-0.18618219629137542,5,3.301000000000001,17202,946,0,0.0,9460.0,False,-0.36652995205360756,0,0.9380000000000002,58473,0,13,0.5,512.9639422539973,False,0.25377827528984664,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,0,4.682000000000001,61562,0,38,0.5,1596.0,False,-0.10467904265552541,14,8.656,42662,345,0,0.0,13613.273852125314,False,-0.2897641537657369,0.16666666666666666,250672,0.0,0.0,17,0,0,4,9,9.0,3,7,8,79.0,0.0,7,0,8,682,2.6236821839702316,290.45012460584985
96,8,0,0,0,10.0,20,10.0,3.6102452678437156,5,2.0,40.319373297575346,3,60.0,42.0,12,42.0,0,1.2260000000000002,23216,983,0,0.0,9830.0,False,-0.1874819478944024,5,3.346000000000001,16987,957,0,0.0,9570.0,False,-0.37115129108659234,0,0.9380000000000002,58643,0,15,0.5,604.7905994636302,False,0.2583876713148843,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,0,4.682000000000001,61562,0,38,0.0,1596.0,False,-0.10467904265552541,12,8.762000000000002,42263,348,0,0.0,14031.14190755622,False,-0.2924929871246916,0.08333333333333333,250138,0.0,0.0,12,0,0,4,7,7.0,3,7,8,99.0,3.0,7,1,8,380,2.886686729034409,293.33681133488426
97,8,0,0,0,10.0,20,10.0,3.5252467292570193,2,2.0,39.54096701451926,4,27.0,42.0,20,42.0,0,1.2260000000000002,23116,993,0,0.0,9930.0,False,-0.18892611634221015,2,3.361000000000001,16845,967,0,0.0,9670.0,False,-0.3738085610305586,0,0.9380000000000002,58747,0,13,0.2,514.0325711887504,False,0.25963913337591005,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,0,4.682000000000001,61934,0,31,0.3,1302.0,False,-0.10144865113207276,10,8.850000000000001,42038,349,0,0.0,13799.797488067223,False,-0.2973841187630671,0.08333333333333333,250147,0.0,0.0,20,0,0,5,7,7.0,3,8,8,107.0,0.0,8,0,8,728,2.7161309130024165,296.0529422478867
98,8,0,0,0,10.0,20,10.0,3.7097131713182434,1,10.0,40.86206297821753,10,49.0,41.99999999999999,8,42.0,1,1.2360000000000002,23013,1002,0,0.0,10020.0,False,-0.19060135174166715,0,3.3590000000000013,16735,978,0,0.0,9780.0,False,-0.37539714632314714,0,0.9380000000000002,59227,0,4,0.1,163.44825191287012,False,0.2661441468331077,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,0,4.682000000000001,61704,0,36,0.5,1511.9999999999998,False,-0.10324331308954646,8,8.920000000000002,41663,354,0,0.0,14465.170294289006,False,-0.2979916275840332,0.09999999999999999,249809,0.0,0.0,13,0,0,5,6,6.0,3,8,5,99.0,0.0,8,0,5,690,2.7993680229992606,298.85231027088594
99,5,0,0,0,10.0,20,10.0,3.2181859001743085,7,1.0,41.438160651890776,2,60.0,41.99999999999999,20,42.0,0,1.2350000000000003,22903,1013,0,0.0,10130.0,False,-0.1921899370342557,7,3.429000000000001,16481,987,0,0.0,9870.0,False,-0.38143377043498355,0,0.9380000000000002,59340,0,9,0.7,372.943445867017,False,0.2707927014844265,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,0,4.682000000000001,61998,0,29,0.0,1217.9999999999998,False,-0.1011327906275574,13,9.042,41289,356,0,0.0,14751.985192073116,False,-0.3013023130172351,0.11666666666666665,249478,0.0,0.0,15,0,0,3,10,10.0,1,4,6,69.0,3.0,4,1,6,614,1.9455171030131169,300.79782737389905
100,6,0,0,0,10.0,20,10.0,3.6087590513957273,4,7.0,41.438160651890776,0,,41.99999999999999,20,42.0,0,1.2350000000000003,22763,1027,0,0.0,10270.0,False,-0.19421177286118652,4,3.462000000000001,16357,993,0,0.0,9930.0,False,-0.3841488071168621,0,0.9380000000000002,59312,0,13,0.4,538.69608847458,False,0.2719642210887086,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,0,4.682000000000001,62376,0,20,0.0,839.9999999999999,False,-0.09841926174785717,11,9.139000000000001,41104,356,0,0.0,14751.985192073116,False,-0.30395841271429613,0.06666666666666667,249379,0.0,0.0,17,0,0,3,6,6.0,3,6,4,92.0,0.0,6,0,4,578,1.9626691410085186,302.7604965149076
101,4,0,0,0,10.0,20,10.0,3.786997437447509,1,10.0,42.00614480354535,6,47.666666666666664,41.99999999999999,20,42.0,1,1.2450000000000003,22620,1040,0,0.0,10400.0,False,-0.19646467563976663,0,3.458000000000001,16287,1000,0,0.0,10000.0,False,-0.3851597250303275,0,0.9380000000000002,59588,0,8,0.1,336.0491584283628,False,0.2756932790917164,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,0,4.682000000000001,62567,0,15,0.5,629.9999999999999,False,-0.09718453432111528,10,9.228000000000002,40883,357,0,0.0,14996.19369486569,False,-0.3053782882164959,0.09999999999999999,249412,0.0,0.0,23,0,0,1,6,6.0,2,3,6,40.0,3.0,3,1,6,906,1.3408303399919532,304.1013268548995
102,6,0,0,0,10.0,20,10.0,3.1532567230231807,16,1.875,42.59402249940126,2,60.0,41.99999999999999,11,42.0,1,1.2540000000000004,22527,1048,0,0.0,10480.0,False,-0.19799549419444284,15,3.6080000000000005,15772,1012,0,0.0,10120.0,False,-0.3983016579053781,0,0.9380000000000002,59678,6,16,1.0,700.4239003285593,False,0.28150403377661676,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,0,4.682000000000001,62567,0,15,0.0,629.9999999999999,False,-0.09718453432111528,11,9.328000000000001,40569,359,0,0.0,15291.254077285053,False,-0.3077683444797272,0.16666666666666666,248580,0.0,0.0,13,0,0,1,11,11.0,4,5,5,78.0,3.0,5,1,5,320,1.9628651509992778,306.0641920058988
103,5,0,0,0,10.0,20,10.0,3.1532567230231807,0,,43.203745663863856,2,60.0,41.99999999999999,20,42.0,0,1.2530000000000003,22457,1055,0,0.0,10550.0,False,-0.19900641210790826,0,3.5930000000000004,15642,1025,0,0.0,10250.0,False,-0.4001790768875282,0,0.9380000000000002,59798,0,20,0.6,864.0749132772771,False,0.28581267786684256,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,1,4.692000000000002,63189,0,0,0.0,0.0,False,-0.09277684455355989,4,9.357000000000001,40407,361,0,0.0,15596.552184654853,False,-0.30790259878067183,0.09999999999999999,248960,0.0,0.0,20,0,0,3,4,3.3333333333333335,1,4,7,54.0,3.0,4,1,7,866,1.8055170629522763,307.8697090688511
104,7,0,0,0,10.0,20,10.0,3.1532567230231807,0,,43.31101199362169,8,44.0,41.99999999999999,20,42.0,0,1.2530000000000003,22407,1060,0,0.0,10600.0,False,-0.19972849633181214,0,3.593000000000001,15492,1040,0,0.0,10400.0,False,-0.4023453295592398,0,0.9380000000000002,60150,0,12,0.0,519.7321439234603,False,0.2896517243491254,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,12,4.811000000000002,62610,0,8,0.8,335.99999999999994,False,-0.09867769306973338,8,9.433,40290,361,0,0.0,15635.27532969743,False,-0.3093044225517406,0.13333333333333333,248416,0.0,0.0,14,0,0,3,14,14.0,3,6,4,96.0,3.0,6,1,4,552,1.9155765440082178,309.7852856128593
105,4,0,0,0,10.0,20,10.0,3.3073070803034343,1,10.0,43.31101199362169,0,,41.99999999999999,20,42.0,1,1.2630000000000003,22244,1075,0,0.0,10750.0,False,-0.2022702327999538,0,3.593000000000001,15442,1045,0,0.0,10450.0,False,-0.40306741378314365,0,0.9380000000000002,60140,0,13,0.1,563.043155917082,False,0.2899005503172055,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,2,4.819000000000001,62928,0,0,0.0,0.0,False,-0.09652409872076495,10,9.525,40124,361,0,0.0,15635.27532969743,False,-0.3116877336312657,0.016666666666666666,248345,0.0,0.0,16,0,0,2,9,9.0,2,4,6,49.0,0.0,4,0,6,536,1.8196399009902962,311.6049255138496
106,6,0,0,0,10.0,20,10.0,3.5806848131050897,7,5.142857142857143,44.05253993342741,7,49.714285714285715,41.99999999999999,20,42.0,1,1.2720000000000002,22131,1085,0,0.0,10850.0,False,-0.20408988504419157,6,3.653000000000001,15225,1055,0,0.0,10550.0,False,-0.40789093639882157,0,0.9380000000000002,60452,0,13,0.7,572.6830191345564,False,0.29666413708994654,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,9,4.907000000000002,62560,0,5,0.5,209.99999999999997,False,-0.1003000674792896,11,9.625000000000002,39814,363,0,0.0,15991.07199583415,False,-0.31358435632055426,0.19999999999999998,247649,0.0,0.0,14,0,0,4,15,15.0,2,6,3,96.0,0.0,6,0,3,548,1.9441835000179708,313.54910901386756
107,3,0,0,0,10.0,20,10.0,5.067967284161205,16,9.0,44.547112924116284,2,58.0,41.99999999999999,20,42.0,16,1.4310000000000003,21807,1095,0,0.0,10950.0,False,-0.21200392813817803,0,3.6470000000000007,15125,1065,0,0.0,10650.0,False,-0.4093351048466293,0,0.9380000000000002,60424,6,21,1.0,965.8971751114092,False,0.3002636221244974,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,7,4.968000000000002,62673,0,0,0.0,0.0,False,-0.10018520911401128,8,9.694,39586,365,0,0.0,16259.696217302444,False,-0.3149294610464858,0.16666666666666666,247082,0.0,0.0,12,0,0,1,11,10.5,2,3,6,49.0,0.0,3,0,6,484,1.259453997015953,314.8085630108835
108,6,0,0,0,10.0,20,10.0,4.711697466338453,8,2.375,44.64280594432259,8,45.25,41.99999999999999,20,42.0,1,1.4250000000000003,21704,1104,0,0.0,11040.0,False,-0.21367916353763503,7,3.7170000000000014,14853,1076,0,0.0,10760.0,False,-0.41560279591011495,0,0.9380000000000002,60767,4,23,1.0,1045.6313265847734,False,0.30843720727749424,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,5,5.011000000000001,62257,0,8,0.8,335.99999999999994,False,-0.10374581843763908,15,9.836000000000002,39269,365,0,0.0,16294.624169677745,False,-0.31922998830111743,0.3,246317,0.0,0.0,13,0,0,3,14,14.0,3,6,7,91.0,0.0,6,0,7,562,1.9150665359920822,316.7236295468756
109,7,0,0,0,10.0,20,10.0,4.807114131870178,1,10.0,44.64280594432259,0,,41.99999999999999,20,42.0,1,1.4340000000000004,21571,1116,0,0.0,11160.0,False,-0.21578764947143436,0,3.710000000000001,14773,1084,0,0.0,10840.0,False,-0.41675813066836115,0,0.9380000000000002,60757,0,28,0.5,1249.9985664410324,False,0.3104051766197113,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,3,5.036000000000001,62563,0,0,0.0,0.0,False,-0.10176451163658813,9,9.911000000000001,39132,365,0,0.0,16294.624169677745,False,-0.32119693780650854,0.08333333333333333,246263,0.0,0.0,14,0,0,2,9,8.5,4,6,7,77.0,3.0,6,1,7,494,2.4420617860159837,319.1656913328916
110,7,0,0,0,10.0,20,10.0,4.565559778640241,16,3.8125,45.6238086058355,5,56.0,41.99999999999999,20,42.0,0,1.4330000000000005,21421,1131,0,0.0,11310.0,False,-0.21795390214314597,16,3.87,14402,1089,0,0.0,10890.0,False,-0.4267517763271908,0,0.9380000000000002,60976,6,33,1.0,1532.9790426644129,False,0.31810105292968294,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,10,5.133000000000001,62407,0,0,0.0,0.0,False,-0.10400424975951529,10,10.002000000000002,38683,370,0,0.0,16880.809184159134,False,-0.3234353477756304,0.16666666666666666,245356,0.0,0.0,13,0,0,3,14,14.0,3,6,6,82.0,3.0,6,1,6,480,1.7742030789959244,320.9398944118875
111,6,0,0,0,10.0,20,10.0,4.5289040183790235,6,4.166666666666667,45.6238086058355,0,,41.99999999999999,20,42.0,1,1.4430000000000003,21288,1143,0,0.0,11430.0,False,-0.22006238807694528,5,3.9040000000000012,14222,1097,0,0.0,10970.0,False,-0.4307954479810525,0,0.9380000000000002,60951,2,43,1.0,1970.8815780876844,False,0.32224159491575605,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,9,5.213000000000001,62267,0,0,0.0,0.0,False,-0.10601427115188583,11,10.102000000000002,38499,370,0,0.0,16880.809184159134,False,-0.3260770901770316,0.16666666666666666,244694,0.0,0.0,11,0,0,1,12,12.0,3,4,6,54.0,6.0,4,2,6,200,1.5073706559487619,322.44726506783627
112,6,0,0,0,10.0,20,10.0,4.495344648583408,6,4.166666666666667,39.70332504215073,12,14.0,41.999999999999986,20,42.0,1,1.4520000000000002,21175,1153,0,0.0,11530.0,False,-0.22188204032118305,5,3.949000000000001,14022,1107,0,0.0,11070.0,False,-0.4351279533244758,0,0.9380000000000002,61094,0,39,0.8,1548.4296766438786,False,0.32078508258233934,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,11,5.314000000000001,61908,2,10,1.0,499.40665008430136,False,-0.10758347582888757,9,10.181000000000003,38359,370,0,0.0,14690.23026559577,False,-0.34381250616936027,0.3,244025,0.0,0.0,12,0,0,3,14,14.0,2,5,4,72.0,3.0,5,1,4,368,1.1554648429737426,323.60272991081
113,4,0,0,0,10.0,20,10.0,4.319699000744583,7,2.857142857142857,39.70332504215073,0,,41.99999999999998,20,42.0,1,1.461,21052,1164,0,0.0,11640.0,False,-0.2238461094102016,6,4.0040000000000004,13796,1116,0,0.0,11160.0,False,-0.4403558431055398,0,0.9380000000000002,61074,0,46,0.7,1826.3529519389335,False,0.3233247187560195,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,2,5.323,62312,0,2,0.2,83.99999999999996,False,-0.10476518642948414,8,10.252000000000002,38246,370,0,0.0,14690.23026559577,False,-0.34543488057891647,0.15,243947,0.0,0.0,19,0,0,0,8,8.0,3,3,6,49.0,3.0,3,1,6,620,1.3371689920313656,324.9398989028414
114,6,0,0,0,10.0,20,10.0,4.4147533093383,1,10.0,40.72763031916054,4,55.5,41.99999999999998,20,42.0,1,1.4700000000000002,20929,1175,0,0.0,11750.0,False,-0.22581017849922014,0,3.998000000000001,13706,1125,0,0.0,11250.0,False,-0.4416555947085668,0,0.9380000000000002,61286,0,43,0.1,1751.288103723903,False,0.32704931582472885,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,6,5.381000000000003,62277,0,1,0.1,41.99999999999998,False,-0.10556919498643236,12,10.364000000000003,37846,373,0,0.0,15191.40610904688,False,-0.3475800339618464,0.03333333333333333,243511,0.0,0.0,13,0,0,1,12,11.333333333333332,4,5,6,74.0,3.0,5,1,6,422,1.5281800199882127,326.4680789228296
115,6,0,0,0,10.0,20,10.0,4.5167061817454925,1,10.0,39.097749653233315,5,21.0,41.99999999999998,20,42.0,1,1.4790000000000003,20796,1187,0,0.0,11870.0,False,-0.22791866443301947,0,3.998000000000001,13626,1133,0,0.0,11330.0,False,-0.442810929466813,0,0.9380000000000002,61381,0,39,0.1,1524.8122364760993,False,0.32665996580500506,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,10,5.475000000000001,62153,0,0,0.0,0.0,False,-0.10765100285710183,9,10.442000000000002,37601,378,0,0.0,14778.949368922193,False,-0.3540584530809164,0.016666666666666666,243024,0.0,0.0,12,0,0,2,12,11.666666666666666,2,4,1,64.0,6.0,4,2,1,305,1.1359342130017467,327.60401313583134
116,1,0,0,0,10.0,20,10.0,4.645959139367946,18,5.0,39.80266867423317,2,59.0,41.99999999999998,20,42.0,9,1.5680000000000003,20580,1196,0,0.0,11960.0,False,-0.23285772052452197,9,4.088000000000001,13318,1144,0,0.0,11440.0,False,-0.4501184218127202,0,0.9380000000000002,61409,8,47,1.0,1907.8931008039026,False,0.33134679455193955,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,8,5.545000000000003,62038,0,0,0.0,0.0,False,-0.10930209185797764,12,10.553000000000003,37274,380,0,0.0,15125.014096208604,False,-0.3562690119581298,0.16666666666666666,242086,0.0,0.0,14,0,0,0,14,14.0,1,1,0,12.0,0.0,1,0,0,318,0.516122936969623,328.12013607280096
117,0,0,0,0,10.0,20,10.0,4.398564798168308,10,2.9,39.80266867423317,0,,41.99999999999998,20,42.0,1,1.5690000000000002,20447,1208,0,0.0,12080.0,False,-0.2349662064583213,9,4.1690000000000005,13030,1152,0,0.0,11520.0,False,-0.4572814973138467,0,0.9380000000000002,61380,8,57,1.0,2303.940632816637,False,0.33495517519338025,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,12,5.657000000000002,61831,0,0,0.0,0.0,False,-0.11227405205955407,8,10.621000000000002,37159,380,0,0.0,15125.014096208604,False,-0.3579201009590056,0.16666666666666666,241314,0.0,0.0,13,0,0,0,13,13.0,0,0,0,0.0,0.0,0,0,0,200,0.38628370501101017,328.50641977781197
118,0,0,0,0,10.0,20,10.0,4.5237678470886395,2,8.5,36.221530544993634,9,16.0,41.99999999999998,20,42.0,1,1.5780000000000003,20314,1220,0,0.0,12200.0,False,-0.23707469239212062,1,4.17,12934,1160,0,0.0,11600.0,False,-0.45889896597539137,0,0.9380000000000002,61507,0,58,1.0,2100.8487716096306,False,0.3354985778960082,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,7,5.715000000000002,61597,0,9,0.9,377.99999999999983,False,-0.11292013036424459,13,10.743000000000004,36904,380,0,0.0,13764.18160709758,False,-0.37135014854705906,0.31666666666666665,240723,0.0,0.0,13,0,0,0,14,14.0,0,0,0,0.0,0.0,0,0,0,344,0.510882581002079,329.01730235881405
119,0,0,0,0,10.0,0,,4.5237678470886395,0,,36.221530544993634,0,,41.99999999999998,20,42.0,0,1.5770000000000002,20314,1220,0,0.0,12200.0,False,-0.23707469239212062,0,4.1690000000000005,12934,1160,0,0.0,11600.0,False,-0.45889896597539137,0,0.9380000000000002,61507,0,58,0.0,2100.8487716096306,False,0.3354985778960082,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,2,5.728000000000001,61959,0,0,0.0,0.0,False,-0.110436318215101,9,10.820000000000002,36762,380,0,0.0,13764.18160709758,False,-0.3733888845307492,0.0,240943,0.0,0.0,5,0,0,0,7,7.0,0,0,0,0.0,0.0,0,0,0,378,0.20450884604360908,329.22181120485766
120,0,0,0,0,10.0,0,,4.5237678470886395,0,,38.10623411268647,5,58.4,41.999999999999986,9,42.0,0,1.5770000000000004,20314,1220,0,0.0,12200.0,False,-0.23707469239212062,0,4.1690000000000005,12934,1160,0,0.0,11600.0,False,-0.45889896597539137,0,0.9380000000000002,61799,0,53,0.0,2019.630407972383,False,0.34086536023197533,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,0,5.726,61959,0,0,0.0,0.0,False,-0.110436318215101,9,10.901,36337,385,0,0.0,14670.900133384292,False,-0.3729817222051062,0.0,240810,0.0,0.0,2,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,292,0.2811024880502373,329.5029136929079
121,0,0,0,0,10.0,0,,4.5237678470886395,0,,39.96060685621154,5,59.6,41.99999999999999,10,42.0,0,1.5770000000000002,20314,1220,0,0.0,12200.0,False,-0.23707469239212062,0,4.1690000000000005,12934,1160,0,0.0,11600.0,False,-0.45889896597539137,0,0.9380000000000002,62097,0,48,0.0,1918.109129098154,False,0.34614351574546515,0,0.2,47467,0,0,0.0,0.0,False,0.013342726612868793,0,5.726000000000002,61959,0,0,0.0,0.0,False,-0.110436318215101,10,10.992000000000003,35872,390,0,0.0,15584.636673922501,False,-0.37309847185307815,0.0,240643,0.0,0.0,2,0,0,0,6,6.0,0,0,0,0.0,0.0,0,0,0,298,0.24446730298222974,329.7473809958901
