index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,14,0,0,0,10.000000000000002,20,10.0,20.745549687766804,25,18.0,34.279148522621206,4,48.5,32.0,20,32.0,0,0.2,30657,12,246,1.0,5223.4052231906335,False,0.025008553211797745,15,1.6910000000000005,34846,0,10,1.0,207.45549687766805,False,0.07680092887324251,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,0.6230000000000001,35374,241,35,1.0,6199.447673043542,False,0.015191404203962502,11,3.019,46840,176,0,0.0,6033.130139981332,False,-0.13244649074283654,9,1.4420000000000002,55951,0,0,0.0,0.0,False,-0.026397299366604024,0.5,241813,0.0,0.0,14,0,0,9,12,11.6,21,30,13,128.0,15.0,9,5,13,394,2.158438473008573,128.40786497289082
31,13,0,0,0,10.000000000000002,20,10.0,21.08587041128708,10,28.0,35.15154660838986,24,39.0,32.0,11,32.0,0,0.2,30507,17,256,1.0,5567.982825289492,False,0.02569527105538859,0,1.6760000000000004,35076,0,5,0.5,105.42935205643539,False,0.08231551517479185,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,0.6230000000000001,36030,241,21,1.0,5819.877247896373,False,0.027493235103387588,11,3.1180000000000008,46701,176,0,0.0,6186.672203076615,False,-0.1335293362995353,0,1.4330000000000003,55015,14,10,1.0,812.121652517458,False,-0.035618764768937036,0.5833333333333334,241474,0.0,0.0,12,0,0,6,5,5.0,24,30,18,108.0,30.0,8,5,18,1416,2.195409134030342,130.60327410692116
32,18,0,0,0,10.000000000000002,20,10.0,20.828530395059,27,19.0,35.63369136175422,31,37.45161290322581,32.0,10,32.0,0,0.2,30427,15,266,1.0,5690.389085085694,False,0.02511613958600146,22,1.8960000000000006,34985,2,10,1.0,228.28530395059002,False,0.08140440126861057,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,10,0.7230000000000001,36348,258,10,1.0,5730.097755542764,False,0.03469969069004653,10,3.2070000000000007,46350,183,0,0.0,6520.965519201021,False,-0.1367285661655093,0,1.4330000000000003,54079,28,20,1.0,1637.743358129118,False,-0.044722773037785275,0.6666666666666666,240334,0.0,0.0,10,0,0,8,9,8.125,23,31,15,179.0,36.0,11,7,15,381,2.1097362199798226,132.71301032690099
33,15,0,0,0,10.000000000000002,20,10.0,20.651070261977978,3,9.0,36.76582702335754,20,44.3,32.0,11,32.0,0,0.2,30337,14,276,1.0,5839.695392305922,False,0.02464330332911112,0,1.8740000000000003,34902,3,17,1.0,381.0681944536256,False,0.0812007917314234,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,10,0.8130000000000002,36896,251,10,1.0,5551.076905990048,False,0.046797679376089085,11,3.3070000000000013,45324,203,0,0.0,7463.46288574158,False,-0.14638178737957142,0,1.433,54079,18,30,1.0,1621.7848864204357,False,-0.04486161962813703,0.6666666666666666,239683,0.0,0.0,14,0,0,13,7,6.473684210526316,19,32,18,161.0,30.0,10,5,18,227,2.1694663499947637,134.88247667689575
34,18,0,0,0,10.000000000000002,20,10.0,19.879022585315504,17,11.705882352941176,36.76582702335754,0,,32.0,12,32.0,0,0.2,30237,14,286,1.0,5825.4004594002345,False,0.02134209044890521,0,1.8740000000000003,35001,3,10,1.0,228.79022585315505,False,0.08190513950539412,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,0.8030000000000002,36697,258,20,1.0,5864.104367478551,False,0.045676610473884466,12,3.416000000000001,45157,203,0,0.0,7463.46288574158,False,-0.14928775243838674,0,1.4330000000000003,54079,8,40,1.0,1574.1266161868602,False,-0.04527627013131782,0.6666666666666666,239316,0.0,0.0,15,0,0,9,7,7.0,20,29,22,133.0,42.0,9,9,22,399,2.172657868009992,137.05513454490574
35,22,0,0,0,10.0,20,10.0,19.584127637455357,33,18.0,36.76582702335754,0,,32.0,6,32.0,0,0.2,30127,15,296,1.0,5946.901780686786,False,0.01982471856127788,23,2.1040000000000005,34999,2,10,1.0,215.84127637455356,False,0.0816440409830631,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,0.8030000000000002,36103,281,30,1.0,6606.114676825681,False,0.03979253096239495,6,3.4640000000000013,45100,203,0,0.0,7463.46288574158,False,-0.15027960877582672,0,1.4330000000000003,54079,0,48,0.8,1536.0,False,-0.04560799053386232,0.6333333333333333,238553,0.0,0.0,11,0,0,14,5,4.696969696969697,18,32,16,153.0,48.0,11,11,16,200,2.1561448990250938,139.21127944393083
36,16,0,0,0,10.0,20,10.0,19.399276385478398,25,18.0,36.76582702335754,0,,32.0,9,32.0,0,0.2,30077,10,306,1.0,6036.17857395639,False,0.01965952758967854,15,2.2310000000000008,34969,7,10,1.0,263.992763854784,False,0.08146151467872541,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,0.8030000000000002,35653,296,40,1.0,7212.818891035908,False,0.035922989221540746,9,3.5480000000000005,44999,203,0,0.0,7463.46288574158,False,-0.15203710860181682,0,1.4330000000000003,54079,0,48,0.0,1536.0,False,-0.04560799053386232,0.5,237922,0.0,0.0,9,0,0,5,5,4.6,25,30,19,63.0,29.0,6,10,19,200,1.860326784022618,141.07160622795345
37,19,0,0,0,10.0,20,10.0,19.650026524463577,21,21.952380952380953,36.21375193727323,5,21.0,32.0,9,32.0,0,0.2,30383,11,300,1.0,6005.007957339073,False,0.028607202719583887,0,2.2160000000000006,34924,6,15,1.0,354.7503978669537,False,0.08147318602869882,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,0.8030000000000002,35297,307,45,1.0,7662.1769801876135,False,0.03245787350503466,9,3.6290000000000004,44788,208,0,0.0,7532.460402952832,False,-0.15510840465169462,0,1.4330000000000003,54079,0,48,0.0,1536.0,False,-0.04560799053386232,0.5,237616,0.0,0.0,14,0,0,9,6,6.0,23,32,22,117.0,42.0,10,9,22,766,4.29807775199879,145.36968397995224
38,22,0,0,0,10.0,20,10.0,19.56529313894048,20,18.75,34.63866335106491,21,25.0,32.0,14,32.0,0,0.2,30543,13,300,1.0,5999.5879416821435,False,0.03345330655455127,0,2.2160000000000006,34939,4,15,1.0,333.4793970841072,False,0.08160765623877919,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,0.8030000000000002,35447,317,34,1.0,7379.912478980339,False,0.03269186340941931,9,3.7100000000000004,44684,208,0,0.0,7204.841977021502,False,-0.1597685496535333,0,1.433,53714,11,53,1.0,2077.025296861714,False,-0.04725216384020922,0.6666666666666666,237472,0.0,0.0,17,0,0,9,5,5.0,22,31,18,151.0,60.0,11,11,18,1260,2.7101719999918714,148.0798559799441
39,18,0,0,0,10.0,20,10.0,19.56529313894048,0,,35.490887662155224,19,41.526315789473685,32.0,16,32.0,0,0.2,30483,9,310,1.0,6155.240873071549,False,0.034002539869235515,0,2.2160000000000006,34799,8,25,1.0,569.132328473512,False,0.08092448976297119,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,0.8030000000000002,36236,307,25,1.0,6893.817185208608,False,0.04709769889187568,13,3.8310000000000013,44153,215,0,0.0,7630.540847363373,False,-0.16530468393398612,0,1.4330000000000003,53361,13,60,1.0,2381.381539608018,False,-0.05074666301586955,0.6666666666666666,237177,0.0,0.0,18,0,0,3,7,7.0,25,28,21,134.0,73.0,8,10,21,1085,2.420740627043415,150.50059660698753
40,21,0,0,0,9.999999999999998,20,10.0,19.32152129323112,5,10.0,35.490887662155224,0,,32.0,20,32.0,0,0.2,30403,7,320,1.0,6252.8868138339585,False,0.033041975749976284,0,2.2160000000000006,34729,10,30,1.0,679.6456387969337,False,0.08047024738572477,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,0.8030000000000002,36186,302,35,1.0,7077.280498731232,False,0.048198856123426385,10,3.918000000000001,44036,215,0,0.0,7630.540847363373,False,-0.16734059957399447,0,1.4330000000000003,53681,3,60,1.0,2026.4726629864656,False,-0.0482662293538451,0.6666666666666666,237180,0.0,0.0,17,0,0,8,4,4.0,27,35,15,176.0,39.0,13,8,15,570,2.473330717999488,152.97392732498702
41,15,0,0,0,9.999999999999998,20,10.0,19.630002979751378,31,21.387096774193548,35.95376811307316,21,39.0,32.0,15,32.0,0,0.2,30891,5,309,1.0,6115.670920743176,False,0.04596344272026328,0,2.2160000000000006,34704,12,30,1.0,708.9000893925413,False,0.0801506622514795,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,0.8030000000000002,36342,323,24,1.0,7203.381397173451,False,0.05397885636674032,12,4.0280000000000005,43877,215,0,0.0,7730.06014431073,False,-0.1692414896611094,0,1.433,52958,14,67,1.0,2647.3527535830244,False,-0.05544518033007046,0.6666666666666666,236917,0.0,0.0,17,0,0,6,5,5.0,24,30,17,132.0,17.0,9,6,17,1778,2.230088528012857,155.20401585299987
42,17,0,0,0,9.999999999999998,20,10.0,20.886548996897563,33,28.0,35.95376811307316,0,,32.0,20,32.0,0,0.2,31725,4,286,1.0,6013.553013112703,False,0.07008585225240628,0,2.2160000000000006,34594,13,40,1.0,965.4619598759025,False,0.08071389777052565,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,0.8030000000000002,35418,346,34,1.0,8449.174068771044,False,0.046033749390087086,11,4.126000000000001,43738,215,0,0.0,7730.06014431073,False,-0.17166022704539283,0,1.4330000000000003,53246,4,68,1.0,2319.8150724522925,False,-0.05328343536879406,0.6666666666666666,236866,0.0,0.0,17,0,0,5,4,4.0,26,31,15,144.0,33.0,11,6,15,1412,2.2811293760314584,157.48514522903133
43,15,0,0,0,9.999999999999998,20,10.0,20.618189408178022,5,10.0,35.35039142655912,7,23.0,32.0,20,32.0,0,0.2,31635,3,296,1.0,6132.984064820695,False,0.06915278776258878,0,2.2160000000000006,34534,14,45,1.0,1067.818523368011,False,0.08044210067732711,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,0.8030000000000002,35529,341,37,1.0,8338.767070971393,False,0.047506030278265346,9,4.205000000000001,43475,222,0,0.0,7847.786896696125,False,-0.17521240606340813,0,1.4330000000000003,53598,0,61,0.4,1952.0,False,-0.05035846036054848,0.5666666666666667,236916,0.0,0.0,19,0,0,10,4,4.0,23,33,19,100.0,30.0,10,5,19,763,1.7170032410067506,159.20214847003808
44,19,0,0,0,9.999999999999998,20,10.0,20.52422155179034,27,19.88888888888889,34.60610570694788,11,25.454545454545453,32.0,9,32.0,0,0.2,31535,3,306,1.0,6310.411794847844,False,0.0688050620027704,0,2.2160000000000006,34971,14,28,1.0,714.6782034501296,False,0.08846594268493889,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,0.8030000000000002,35272,358,36,1.0,8593.491120991064,False,0.04408532272139776,9,4.2860000000000005,43090,233,0,0.0,8063.222629718856,False,-0.18003738924515503,0,1.4330000000000003,53598,0,61,0.0,1952.0,False,-0.05035846036054848,0.5,236611,0.0,0.0,15,0,0,11,5,5.0,20,31,18,156.0,39.0,11,8,18,1017,1.3071421090280637,160.50929057906615
45,18,0,0,0,10.0,20,10.0,20.902613692204685,14,26.0,34.57338309103052,11,34.18181818181818,32.0,9,32.0,0,0.2,31829,0,302,1.0,6312.589335045815,False,0.07789674546393414,0,2.2160000000000006,34841,17,38,1.0,964.299320303778,False,0.08830605601725015,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,0.8030000000000002,35284,362,35,1.0,8776.814564764165,False,0.04682060484411005,9,4.367000000000001,42609,244,0,0.0,8435.905474211448,False,-0.1851647397315771,0,1.4330000000000003,53598,0,61,0.0,1952.0,False,-0.05035846036054848,0.5,236306,0.0,0.0,13,0,0,7,5,5.0,23,30,17,160.0,54.0,10,8,17,940,1.2108697699732147,161.72016034903936
46,17,0,0,0,10.0,20,10.0,20.902613692204685,0,,33.42915730022638,37,29.45945945945946,32.0,10,32.0,0,0.2,31699,3,312,1.0,6551.615471967862,False,0.07757364315814555,0,2.2160000000000006,34771,14,48,1.0,1143.325457225825,False,0.08890725355433081,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,2,0.8230000000000002,36314,352,10,1.0,7692.011592658313,False,0.05968667993902461,10,4.458,42488,244,0,0.0,8156.714381255237,False,-0.18969935980671646,0,1.433,52508,27,71,1.0,3174.587247106112,False,-0.058688424452685704,0.6666666666666666,235925,0.0,0.0,11,0,0,12,6,5.181818181818182,22,34,20,144.0,36.0,10,7,20,1136,1.5518780759884976,163.27203842502786
47,20,0,0,0,10.0,20,10.0,21.350335889605933,41,23.341463414634145,33.73682326013468,3,49.0,32.0,20,32.0,0,0.2,32058,0,306,0.9,6533.202782219416,False,0.08835078384045693,0,2.2160000000000006,35169,18,32,1.0,863.2107484673899,False,0.09685446511488108,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,0.8210000000000002,35504,383,17,1.0,8750.704641141363,False,0.05228118424641619,10,4.548000000000001,42219,247,0,0.0,8332.995345253265,False,-0.19284649417716587,0,1.4330000000000003,52828,17,71,1.0,2845.5259954222893,False,-0.055983103680115144,0.65,235923,0.0,0.0,23,0,0,13,5,5.0,19,32,21,181.0,24.0,12,8,21,1624,1.5054000560194254,164.77743848104728
48,21,0,0,0,10.0,20,10.0,22.058074942392974,30,26.8,34.49280738354829,42,36.95238095238095,32.0,13,32.0,0,0.2,32294,0,304,1.0,6705.654782487464,False,0.0982785652168632,0,2.2160000000000006,35537,18,24,1.0,709.3937986174313,False,0.10582299347779259,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,25,1.0710000000000002,35314,403,10,1.0,9234.33227561985,False,0.053648375582086745,13,4.668000000000001,41851,251,0,0.0,8657.69465327062,False,-0.19642501345730998,0,1.4330000000000003,51452,45,81,1.0,4144.176332259673,False,-0.06862796397769483,0.6666666666666666,234593,0.0,0.0,14,0,0,11,10,9.5,20,31,16,142.0,36.0,9,12,16,1004,1.2568783129681833,166.03431679401547
49,16,0,0,0,10.0,20,10.0,21.481759497015272,10,9.5,34.68333536579289,2,50.0,32.0,20,32.0,0,0.2,32194,0,314,1.0,6745.2724820627955,False,0.09580787629883834,0,2.2160000000000006,35532,18,24,1.0,695.5622279283665,False,0.10545586819373896,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.046,35319,403,18,1.0,9281.449113881426,False,0.05440193564147738,12,4.775000000000001,41591,253,0,0.0,8774.883847545601,False,-0.19992966653141228,0,1.433,51708,35,83,1.0,3869.9167378027514,False,-0.06655950496099787,0.6666666666666666,234489,0.0,0.0,18,0,0,6,5,5.0,22,28,20,109.0,39.0,8,8,20,651,1.9671419819933362,168.0014587760088
50,20,0,0,0,10.0,20,10.0,21.171441683924346,5,9.0,33.223844676142164,26,25.0,32.0,20,32.0,0,0.2,32094,0,324,1.0,6859.547105591489,False,0.09448727709879967,0,2.2160000000000006,35477,18,29,1.0,793.971808833806,False,0.10527731781794085,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,8,1.1260000000000001,35684,398,10,1.0,8758.472236963311,False,0.05713325554070543,11,4.873000000000001,41446,253,0,0.0,8405.632703063968,False,-0.20566547728245313,0,1.4330000000000003,51346,51,84,1.0,4382.41607848325,False,-0.06839966521818013,0.6666666666666666,234192,0.0,0.0,14,0,0,12,6,5.3076923076923075,19,31,23,145.0,78.0,9,11,23,533,1.8823555199778639,169.88381429598667
51,23,0,0,0,10.000000000000002,20,10.0,21.026686408757687,45,20.444444444444443,33.223844676142164,0,,32.0,20,32.0,0,0.2,32414,0,316,0.7,6644.432905167429,False,0.10103264172855514,1,2.226000000000001,35855,21,10,1.0,420.2668640875769,False,0.11116657214295188,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.1180000000000003,34764,433,20,1.0,9769.032108514923,False,0.046190196164902095,11,4.972000000000001,41310,253,0,0.0,8405.632703063968,False,-0.20803201170160815,0,1.4330000000000003,51634,41,85,1.0,4082.1776317218287,False,-0.06600040342693471,0.6166666666666667,234122,0.0,0.0,18,0,0,12,5,4.2,18,30,17,159.0,69.0,10,13,17,1363,1.730045174015686,171.61385947000235
52,17,0,0,0,10.000000000000002,20,10.0,21.665926674740184,30,26.0,31.738520516208997,13,14.0,32.0,20,32.0,0,0.2,32724,0,309,0.8,6694.771342494717,False,0.11135920360006646,5,2.275000000000001,36015,23,10,1.0,446.65926674740183,False,0.11650274619877689,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.118,34166,453,17,1.0,10354.219632432856,False,0.03813155882147942,9,5.051000000000001,41203,253,0,0.0,8029.845690600876,False,-0.21316345017574234,0,1.4330000000000003,51804,44,84,1.0,4084.494902713196,False,-0.06302207400019841,0.6333333333333333,234057,0.0,0.0,16,0,0,12,6,5.333333333333333,19,31,19,78.0,18.0,11,6,19,1124,1.3155473839724436,172.9294068539748
53,19,0,0,0,10.000000000000002,20,10.0,21.897586712325946,26,23.76923076923077,31.738520516208997,0,,32.0,20,32.0,0,0.2,33064,0,302,0.8,6613.071187122436,False,0.12057601113969921,1,2.2800000000000007,36071,25,10,1.0,468.9758671232595,False,0.11857189307581194,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.1180000000000003,33548,469,27,1.0,11126.908222018512,False,0.03201894851995499,10,5.142000000000001,41081,253,0,0.0,8029.845690600876,False,-0.21528637075763138,0,1.4330000000000003,52124,34,84,1.0,3767.109697551106,False,-0.06021516585272584,0.6333333333333333,234033,0.0,0.0,17,0,0,6,6,5.090909090909091,26,32,11,132.0,27.0,10,9,11,940,1.1551804509945214,174.08458730496932
54,11,0,0,0,10.000000000000002,20,10.0,21.429466151691617,29,18.0,33.1690350681408,20,44.0,32.0,10,32.0,0,0.2,32934,3,312,1.0,6715.9934393277845,False,0.11815622884628554,19,2.4690000000000007,36105,22,10,1.0,434.2946615169162,False,0.11908516901618943,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.1180000000000003,33906,488,17,1.0,11021.453078183902,False,0.0400740550712953,10,5.232,40084,273,0,0.0,9055.146573602438,False,-0.22371453179506473,0,1.433,52124,24,94,1.0,3804.056841635379,False,-0.05989370744035482,0.6666666666666666,233298,0.0,0.0,11,0,0,6,6,5.655172413793103,25,31,11,79.0,9.0,8,3,11,1080,1.135770221997518,175.22035752696684
55,11,0,0,0,10.000000000000002,20,10.0,21.77908923535178,18,26.0,33.1690350681408,0,,32.0,20,32.0,0,0.2,33272,6,304,1.0,6680.843127546941,False,0.1280285166150129,0,2.4500000000000006,36035,19,20,1.0,625.5817847070356,False,0.11987524701461978,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.1180000000000003,33438,496,27,1.0,11697.992207574285,False,0.036650907799544566,6,5.282000000000002,40032,273,0,0.0,9055.146573602438,False,-0.224619383190624,0,1.4330000000000003,52572,14,90,1.0,3344.366490953971,False,-0.056097597872259646,0.6666666666666666,233494,0.0,0.0,18,0,0,5,3,3.0,20,25,9,68.0,21.0,4,7,9,1116,0.9960399299743585,176.2163974569412
56,9,0,0,0,10.000000000000002,20,10.0,21.225424662372788,10,9.5,33.1690350681408,0,,32.0,20,32.0,0,0.2,33132,10,314,1.0,6764.783343985056,False,0.12500821616269298,0,2.4500000000000006,36070,15,20,1.0,574.5084932474558,False,0.12016681291011887,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.118,33343,496,37,1.0,11755.064930058112,False,0.034897157238615674,7,5.346000000000001,39965,273,0,0.0,9055.146573602438,False,-0.22578524941182537,0,1.4330000000000003,52988,4,87,1.0,2916.6761402725633,False,-0.05257990411818257,0.6666666666666666,233643,0.0,0.0,19,0,0,3,3,3.0,22,25,8,56.0,23.0,5,4,8,711,1.0829991429927759,177.29939659993397
57,8,0,0,0,10.000000000000002,20,10.0,21.254646620998415,36,21.416666666666668,30.773915118227077,64,25.0,32.0,15,32.0,0,0.2,33698,11,298,1.0,6443.884693057527,False,0.137503230321002,0,2.450000000000001,36075,14,20,1.0,565.0929324199683,False,0.12017581619404086,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,27,1.3880000000000003,33362,522,10,1.0,11402.664687343444,False,0.0307491778899076,9,5.429000000000002,39860,273,0,0.0,8401.278827275992,False,-0.23330132571799964,0,1.433,51580,58,91,1.0,4696.8870768571705,False,-0.06159178084449463,0.6666666666666666,232720,0.0,0.0,17,0,0,5,6,5.421875,24,29,14,83.0,34.0,6,2,14,1163,1.0582494389964268,178.3576460389304
58,14,0,0,0,10.000000000000002,20,10.0,21.61593939210948,12,28.0,31.505935689212368,32,36.0,32.0,20,32.0,0,0.2,33578,13,308,1.0,6787.709332769719,False,0.13910264862386731,0,2.4500000000000006,36331,12,18,1.0,509.0869090579706,False,0.1272004022099696,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,22,1.5810000000000002,33518,524,10,1.0,11641.81159835749,False,0.03802062903527208,13,5.550000000000002,39670,273,0,0.0,8601.120443154976,False,-0.23486879269197666,0,1.4330000000000003,50652,80,94,1.0,5528.474855136989,False,-0.07050467342575882,0.6666666666666666,231894,0.0,0.0,16,0,0,10,8,7.6875,18,28,17,70.0,76.0,6,8,17,760,1.2750185450422578,179.63266458397266
59,17,0,0,0,10.000000000000002,20,10.0,21.105142049063524,38,18.394736842105264,31.505935689212368,0,,32.0,20,32.0,0,0.2,34027,13,295,1.0,6356.0169044737395,False,0.14628611554477836,0,2.4500000000000006,36381,12,13,1.0,394.3668466378258,False,0.126973639686937,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.5590000000000004,32819,552,20,1.0,12280.157124867314,False,0.027998273324018597,10,5.637000000000001,39550,273,0,0.0,8601.120443154976,False,-0.23695691129711344,0,1.4330000000000003,50972,70,94,1.0,5213.415498244865,False,-0.067677529248931,0.6666666666666666,231894,0.0,0.0,19,0,0,8,4,4.0,22,30,20,128.0,36.0,9,8,20,1219,1.2152353469864465,180.8478999309591
60,20,0,0,0,10.000000000000002,20,10.0,20.72596195167152,30,18.0,31.505935689212368,0,,32.0,20,32.0,0,0.2,33927,13,305,1.0,6451.418395259813,False,0.1446747757842655,17,2.6200000000000006,36447,12,10,1.0,327.25961951671525,False,0.12797331268319181,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.559,32279,572,30,1.0,12800.42830703248,False,0.020613598435702075,10,5.727,39442,273,0,0.0,8601.120443154976,False,-0.23883621804173652,0,1.4330000000000003,51292,60,94,1.0,4898.356141352742,False,-0.0648503850721033,0.6666666666666666,231532,0.0,0.0,18,0,0,16,4,3.5666666666666664,14,30,23,190.0,66.0,13,7,23,520,1.5418887810083106,182.3897887119674
61,23,0,0,0,10.000000000000002,20,10.0,20.11977791701927,42,16.928571428571427,31.505935689212368,0,,32.0,20,32.0,0,0.2,33872,13,310,1.0,6367.131154275974,False,0.14168178134571863,27,2.8730000000000016,36419,12,10,1.0,321.1977791701927,False,0.1270172501951843,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.5590000000000004,31568,604,40,1.0,13412.583289448134,False,0.009929063399758934,10,5.817,39317,273,0,0.0,8601.120443154976,False,-0.241011341588754,0,1.4330000000000003,51612,50,94,1.0,4583.296784460618,False,-0.06202324089527548,0.6666666666666666,230933,0.0,0.0,17,0,0,17,7,6.72972972972973,15,32,24,181.0,30.0,13,10,24,565,1.3512396189616993,183.7410283309291
62,24,0,0,0,10.000000000000002,20,10.0,19.800436947795376,42,18.0,30.61694306910465,11,14.0,32.0,20,32.0,0,0.2,34538,12,278,1.0,5624.5214714871145,False,0.15076133763883154,0,2.846000000000001,36309,13,20,1.0,526.0087389559076,False,0.126783263070461,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.5590000000000004,30966,636,39,1.0,13787.13867849294,False,-0.0010140551151388655,10,5.907000000000002,39190,273,0,0.0,8358.42545786557,False,-0.2453328334215079,0,1.433,51778,51,94,1.0,4569.464096524337,False,-0.059255028045831326,0.6666666666666666,230926,0.0,0.0,16,0,0,9,6,6.0,24,33,24,225.0,33.0,13,11,24,1430,1.9288742250064388,185.66990255593555
63,24,0,0,0,10.0,20,10.0,19.247605152316954,15,10.0,30.215636552720984,15,25.0,32.0,9,32.0,0,0.2,34448,11,288,1.0,5653.310283867283,False,0.14843192968954738,0,2.846000000000001,36349,14,15,1.0,428.7140772847543,False,0.12651683885270895,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.5590000000000004,31191,641,34,1.0,13365.04654542768,False,-0.000645858021166216,9,5.987000000000002,38849,278,0,0.0,8399.946961656433,False,-0.2509053128553592,0,1.4330000000000003,51638,51,104,1.0,4868.99746418877,False,-0.059085078093993465,0.6666666666666666,230620,0.0,0.0,15,0,0,19,6,6.0,15,34,22,153.0,77.0,13,11,22,725,2.4017136709881015,188.07161622692365
64,22,0,0,0,10.0,20,10.0,18.856643736129325,10,9.5,31.760123680339674,16,50.0,32.0,9,32.0,0,0.2,34308,15,298,1.0,5769.279833366539,False,0.1459050410291546,0,2.846000000000001,36384,10,15,1.0,382.84965604193985,False,0.1268886473802561,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.559,31896,641,28,1.0,12976.392097908409,False,0.012829068788701341,9,6.0680000000000005,37946,294,0,0.0,9337.476362019865,False,-0.2584614362600067,0,1.4330000000000003,51638,41,114,1.0,4950.165070893927,False,-0.05837887980359568,0.6666666666666666,230317,0.0,0.0,13,0,0,15,5,5.0,21,36,20,168.0,35.0,13,9,20,1095,1.84241583396215,189.9140320608858
