index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
115,33,0,0,0,10.0,20,10.0,22.0448107989783,5,8.0,36.684474298419325,21,42.095238095238095,30.999999999999993,14,31.0,0,0.2,53867,22,252,1.0,5775.292321342532,False,0.2566902741391274,0,0.2,52347,13,317,1.0,7118.205023276121,False,0.23790138859302207,0,0.2,62777,0,0,0.0,0.0,False,0.0,0,4.889000000000001,65025,591,18,1.0,13688.803719567724,False,0.1448365143250531,0,2.1260000000000003,74460,0,139,0.9,4308.999999999999,False,-0.06101626365006802,14,10.258000000000003,33581,860,0,0.0,31548.647896640618,False,-0.39510345313543677,0.65,342057,0.0,0.0,15,0,0,6,7,7.0,3,9,31,100.0,99.0,9,24,31,1124,1.2895554209826514,175.44000532716746
116,31,0,0,0,10.0,20,10.0,22.394480796800995,37,24.135135135135137,36.865514541403165,4,44.25,30.99999999999999,13,31.0,0,0.2,54065,29,246,1.0,5799.042276013045,False,0.26133743275334403,0,0.2,52842,6,306,1.0,6912.711123821105,False,0.24658685536314942,0,0.2,62777,0,0,0.0,0.0,False,0.0,0,4.889000000000001,64309,618,24,1.0,14724.561481416691,False,0.14168056359348719,0,2.126,74424,0,140,0.1,4339.999999999998,False,-0.06126751069331928,13,10.374,33258,863,0,0.0,31814.939049230932,False,-0.3974303000917301,0.5166666666666667,341675,0.0,0.0,15,0,0,9,6,6.0,3,12,29,165.0,66.0,12,19,29,1270,1.1548046080279164,176.59480993519537
117,29,0,0,0,10.0,20,10.0,22.394480796800995,0,,36.91262517160702,1,44.0,30.99999999999999,8,31.0,0,0.2,53945,31,256,1.0,6042.987083981055,False,0.26138110672668463,0,0.2,52762,4,316,1.0,7116.655931789114,False,0.24707337952027267,0,0.2,62777,0,0,0.0,0.0,False,0.0,0,4.889000000000001,64353,608,33,1.0,14833.960955118037,False,0.14325279127003546,0,2.126,74424,0,140,0.0,4339.999999999998,False,-0.06126751069331928,8,10.441,33128,864,0,0.0,31892.508148268465,False,-0.3985482323957419,0.5,341389,0.0,0.0,11,0,0,8,5,5.0,6,14,29,198.0,60.0,14,15,29,244,1.1587075470015407,177.7535174821969
118,29,0,0,0,10.0,20,10.0,21.891367819038287,17,16.0,37.0072114736174,15,37.86666666666667,30.99999999999999,9,31.0,0,0.2,54127,30,249,1.0,5750.950586940533,False,0.2621778329894661,0,0.2,52652,5,326,1.0,7186.585909006481,False,0.24541191609103313,0,0.2,62777,0,0,0.0,0.0,False,0.0,0,4.889000000000002,64649,615,28,1.0,14499.393129969832,False,0.14530316142830838,0,2.126,73944,3,150,1.0,4761.02163442085,False,-0.06457035754034754,9,10.523000000000001,32939,866,0,0.0,32048.24513615267,False,-0.3999102549474057,0.6666666666666666,341088,0.0,0.0,15,0,0,7,5,5.0,1,8,27,107.0,89.0,8,21,27,1040,1.0344960000365973,178.7880134822335
119,27,0,0,0,10.0,20,10.0,22.141281015308433,17,25.0,36.93860268593475,27,36.592592592592595,30.999999999999993,9,31.0,0,0.2,54482,27,242,1.0,5628.1900057046405,False,0.26867931010257123,0,0.2,52522,8,336,1.0,7519.470421143634,False,0.24621883908090467,0,0.2,62777,0,0,0.0,0.0,False,0.0,0,4.889000000000001,65212,622,11,1.0,14178.201421067128,False,0.15171321838465615,0,2.1260000000000003,73944,0,153,0.3,4742.999999999999,False,-0.06468079369553761,9,10.604000000000003,31848,893,0,0.0,32986.17219853973,False,-0.40753390487823876,0.5499999999999999,340785,0.0,0.0,15,0,0,3,5,5.0,0,3,33,39.0,87.0,3,24,33,1613,0.8064331519999541,179.59444663423346
120,33,0,0,0,10.0,20,10.0,21.80486744135025,5,9.0,36.79489831009747,19,35.68421052631579,30.999999999999993,11,31.0,0,0.2,54467,23,247,1.0,5615.802258013512,False,0.2682100245561923,0,0.2,52382,12,346,1.0,7664.484134707187,False,0.2447243715369912,0,0.2,62777,0,0,0.0,0.0,False,0.0,8,4.969000000000001,65613,617,10,1.0,13821.552194414078,False,0.1552603038884789,0,2.1260000000000003,73314,8,163,1.0,5347.359186480779,False,-0.06869854530118526,11,10.705000000000002,31659,894,0,0.0,32894.63908922714,False,-0.4104111928153939,0.6666666666666666,340212,0.0,0.0,13,0,0,3,7,6.444444444444445,2,5,35,82.0,93.0,5,28,35,293,0.9928293849807233,180.5872760192142
121,35,0,0,0,10.0,20,10.0,21.64956718562934,2,8.0,37.080286213546394,5,45.6,30.999999999999993,13,31.0,0,0.2,54407,19,257,1.0,5753.93876670674,False,0.2684108184613916,0,0.2,52258,16,354,1.0,7823.946783712787,False,0.24374415198300328,0,0.2,62777,0,0,0.0,0.0,False,0.0,0,4.961000000000001,65825,609,15,1.0,13740.790709251465,False,0.15799409584124344,0,2.1260000000000003,73278,0,172,0.9,5331.999999999999,False,-0.06923388035738359,13,10.824000000000002,31278,898,0,0.0,33298.09701976466,False,-0.4126083302503606,0.65,339823,0.0,0.0,15,0,0,4,7,7.0,2,6,34,80.0,97.0,6,29,34,444,0.9684633410070091,181.5557393602212
122,34,0,0,0,10.0,20,10.0,21.77233056914086,16,23.0,37.07256099683585,1,36.0,30.99999999999999,11,31.0,0,0.2,54297,20,267,1.0,6013.21226196061,False,0.2688456253261659,0,0.2,52536,15,348,1.0,7726.771038061019,False,0.24882391211705662,0,0.2,62777,0,0,0.0,0.0,False,0.0,0,4.961000000000001,65493,615,24,1.0,14279.724763945687,False,0.15699798305068477,0,2.1260000000000003,73242,0,173,0.1,5362.999999999998,False,-0.06948512740063485,11,10.921000000000001,31137,898,0,0.0,33291.159775158594,False,-0.4143789309428591,0.5166666666666667,339482,0.0,0.0,12,0,0,3,6,6.0,2,5,33,64.0,87.0,5,29,33,604,1.8956915499875322,183.45143091020873
123,33,0,0,0,10.000000000000002,20,10.0,21.77233056914086,0,,37.150819122369796,1,47.0,30.99999999999999,11,31.0,0,0.2,54167,23,277,1.0,6260.935567652018,False,0.2687097069178958,0,0.2,52466,12,358,1.0,7914.494343752428,False,0.24935226898446078,0,0.2,62777,0,0,0.0,0.0,False,0.0,0,4.961000000000001,65540,605,33,1.0,14398.237025368422,False,0.15869057955436255,0,2.1260000000000003,73242,0,173,0.0,5362.999999999998,False,-0.06948512740063485,11,11.020000000000001,30958,899,0,0.0,33398.586391010445,False,-0.4159144387937051,0.5,339150,0.0,0.0,11,0,0,3,5,5.0,1,4,27,22.0,102.0,4,29,27,247,0.7243465480278246,184.17577745823655
124,27,0,0,0,10.000000000000002,20,10.0,21.77233056914086,0,,37.78479056880757,25,40.68,30.999999999999993,12,31.0,0,0.2,54097,20,287,1.0,6448.658873343426,False,0.26923806378529996,0,0.2,52336,15,368,1.0,8162.217649443836,False,0.24921635057619052,0,0.2,62777,0,0,0.0,0.0,False,0.0,0,4.961000000000001,66557,595,18,1.0,13634.662918877348,False,0.16880914123705618,0,2.126,73177,0,178,0.5,5517.999999999999,False,-0.06933192798401824,12,11.129000000000003,29840,919,0,0.0,34724.22253273416,False,-0.4214931272735764,0.5833333333333334,338784,0.0,0.0,13,0,0,5,7,7.0,0,5,19,58.0,66.0,5,22,19,1217,0.5081951749743894,184.68397263321094
125,19,0,0,0,10.000000000000002,20,10.0,21.77233056914086,0,,37.8577808255604,1,47.0,30.999999999999993,8,31.0,0,0.2,54007,19,297,1.0,6656.382179034835,False,0.2695449955608125,0,0.2,52226,16,378,1.0,8389.940955135246,False,0.24930185725981183,0,0.2,62777,0,0,0.0,0.0,False,0.0,0,4.961000000000001,66604,585,27,1.0,13758.973465237534,False,0.17054791934337046,0,2.126,73177,0,178,0.0,5517.999999999999,False,-0.06933192798401824,8,11.197000000000003,29711,920,0,0.0,34829.15835951557,False,-0.42243110095525616,0.5,338502,0.0,0.0,10,0,0,1,3,3.0,1,2,17,30.0,51.0,2,17,17,247,0.3991535870009102,185.08312622021185
126,17,0,0,0,10.0,13,10.0,21.77233056914086,0,,37.84157368966051,1,36.0,30.999999999999993,6,31.0,0,0.2,53977,12,307,1.0,6804.105484726244,False,0.2705162026119995,0,0.2,52126,16,388,1.0,8607.664260826654,False,0.24949807648937886,0,0.2,62777,0,0,0.0,0.0,False,0.0,0,4.961000000000001,66640,575,36,1.0,13881.386730083772,False,0.1720963627609137,0,2.126,73141,0,179,0.1,5548.999999999999,False,-0.06958317502726949,6,11.249000000000002,29661,920,0,0.0,34814.24779448767,False,-0.4231352702162706,0.5166666666666667,338322,0.0,0.0,9,0,0,0,3,3.0,0,0,11,0.0,51.0,0,17,11,166,0.2297739980276674,185.31290021823952
127,11,0,0,0,10.0,0,,21.77233056914086,0,,38.59261812078994,11,45.63636363636363,30.999999999999996,9,31.0,0,0.2,53977,2,317,1.0,6921.828790417652,False,0.2718195473010236,0,0.2,52126,6,398,1.0,8725.387566518062,False,0.25080142117840293,0,0.2,62777,0,0,0.0,0.0,False,0.0,0,4.961000000000001,67142,565,35,1.0,13652.108405792234,False,0.178266788838207,0,2.1260000000000003,73141,0,179,0.0,5548.999999999999,False,-0.06958317502726949,9,11.333000000000004,29060,931,0,0.0,35929.72747045544,False,-0.4236654647429594,0.5,338223,0.0,0.0,3,0,0,0,5,5.0,0,0,8,0.0,33.0,0,11,8,502,0.20399880001787096,185.5168990182574
128,8,0,0,0,10.0,0,,21.77233056914086,0,,38.9549158678795,5,46.4,30.999999999999996,10,31.0,0,0.2,53977,0,319,0.2,6945.3734515559345,False,0.2720802162388284,0,0.2,52126,0,404,0.6,8796.021549932908,False,0.2515834279918173,0,0.2,62777,0,0,0.0,0.0,False,0.0,0,4.961000000000001,67374,555,40,1.0,13641.840100588355,False,0.18188062587084733,0,2.1260000000000003,73141,0,179,0.0,5548.999999999999,False,-0.06958317502726949,10,11.424000000000003,28716,936,0,0.0,36461.80125233521,False,-0.4246209769690095,0.3,338111,0.0,0.0,2,0,0,0,4,4.0,0,0,4,0.0,24.0,0,8,4,232,0.1749778290395625,185.69187684729695
129,4,0,0,0,10.0,0,,21.77233056914086,0,,39.166324777693944,3,46.0,30.999999999999996,18,31.0,0,0.2,53977,0,319,0.0,6945.3734515559345,False,0.2720802162388284,0,0.2,52126,0,404,0.0,8796.021549932908,False,0.2515834279918173,0,0.2,62777,0,0,0.0,0.0,False,0.0,0,4.961000000000001,67512,545,47,1.0,13706.737424733383,False,0.18459577094105628,0,2.1260000000000003,73389,0,171,0.0,5300.999999999999,False,-0.06806343681443261,10,11.514000000000003,28459,939,0,0.0,36777.178966254614,False,-0.42583812970319385,0.16666666666666666,338240,0.0,0.0,6,0,0,0,5,5.0,0,0,0,0.0,12.0,0,4,0,386,0.15536079998128116,185.84723764727823
