index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
32,22,0,0,0,10.000000000000002,20,10.0,2.6547969307241255,29,2.586206896551724,23.413539877667116,18,19.944444444444443,35.00000000000001,10,35.0,13,5.415000000000001,32241,344,0,0.0,3440.0000000000005,False,-0.33580411100897695,16,4.851000000000001,34782,316,0,0.0,3160.0000000000005,False,-0.2888462967671276,0,0.2,84847,8,195,1.0,4586.8786515908805,False,0.06515632961490571,13,2.0580000000000007,75302,785,0,0.0,2084.0155906184386,False,-0.0668132527159366,0,0.38000000000000006,115631,13,10,1.0,654.3760184096725,False,0.030849406240708678,0,0.2,112043,0,15,0.0,525.0000000000001,False,-0.0016223952777185122,0.3333333333333333,454846,0.0,0.0,16,0,0,18,8,8.0,19,37,19,206.0,63.0,15,7,19,740,1.6726963398978114,80.27761783264577
33,19,0,0,0,10.000000000000002,20,10.0,2.721454263784443,17,3.9411764705882355,23.798636953585135,8,28.625,35.00000000000001,6,35.0,14,5.542000000000002,31819,357,0,0.0,3570.0000000000005,False,-0.34278617668342104,3,4.865000000000001,34661,323,0,0.0,3230.0000000000005,False,-0.29052825096321216,0,0.2,85010,5,200,1.0,4773.334662035949,False,0.06828831843317414,3,2.0750000000000006,75208,795,0,0.0,2163.556139708632,False,-0.06747612675890086,0,0.38000000000000006,115612,11,14,1.0,751.7850064894366,False,0.031113474354995334,0,0.2,112043,0,15,0.0,525.0000000000001,False,-0.0016223952777185122,0.3333333333333333,454353,0.0,0.0,15,0,0,20,4,4.0,14,34,22,149.0,102.0,11,8,22,600,1.5099091324955225,81.7875269651413
34,22,0,0,0,10.000000000000002,20,10.0,2.793800012960601,26,3.6153846153846154,21.74256528197603,22,12.636363636363637,35.00000000000001,11,35.0,11,5.638000000000001,31465,370,0,0.0,3700.0000000000005,False,-0.34843832508654243,15,5.012000000000001,34271,330,0,0.0,3300.0000000000005,False,-0.2974712014237938,0,0.2,84990,3,210,1.0,4574.320109253848,False,0.06682752786489327,22,2.2920000000000003,74494,813,0,0.0,2271.359410536969,False,-0.07554480252697121,0,0.38000000000000006,115719,23,13,1.0,955.0790014854488,False,0.032968312182123684,0,0.2,112043,0,15,0.0,525.0000000000001,False,-0.0016223952777185122,0.3333333333333333,452982,0.0,0.0,16,0,0,18,8,8.0,19,37,18,169.0,89.0,13,9,18,585,2.1837918255478144,83.97131879068911
35,18,0,0,0,10.0,20,10.0,2.764325641855006,19,2.3157894736842106,21.085773574444023,7,11.0,35.00000000000001,10,35.0,10,5.727,31180,377,0,0.0,3770.0,False,-0.3533277268193464,9,5.087000000000002,33940,343,0,0.0,3430.0,False,-0.3026735248674972,0,0.2,84948,10,220,1.0,4666.513442796235,False,0.06687760324407925,7,2.3400000000000003,74352,815,0,0.0,2252.92539811183,False,-0.07739319521994965,0,0.38000000000000006,115992,20,13,1.0,876.7154714888806,False,0.035046918211226484,0,0.2,112043,0,15,0.0,525.0000000000001,False,-0.0016223952777185122,0.3333333333333333,452455,0.0,0.0,15,0,0,13,6,6.0,18,31,15,156.0,89.0,11,7,15,550,1.3139466783031821,85.28526546899229
36,15,0,0,0,10.0,20,10.0,2.7331036865358596,35,2.4857142857142858,20.12066718576544,12,11.833333333333334,35.00000000000001,13,35.0,27,5.987000000000002,30311,390,0,0.0,3900.0,False,-0.36905204279204396,8,5.158000000000002,33697,350,0,0.0,3500.0,False,-0.3067415071091901,0,0.2,84920,18,230,1.0,4676.9493190836965,False,0.0665991279738645,12,2.4530000000000003,74018,832,0,0.0,2273.942267197835,False,-0.08134737643810155,0,0.38000000000000006,116305,22,10,1.0,792.6546780868398,False,0.03745579385395259,0,0.2,112043,0,15,0.0,525.0000000000001,False,-0.0016223952777185122,0.3333333333333333,451294,0.0,0.0,16,0,0,17,8,8.0,16,33,16,118.0,48.0,10,5,16,655,1.2304559368640184,86.51572140585631
37,16,0,0,0,10.0,20,10.0,2.7066819337808314,19,2.3157894736842106,20.213267135845626,16,20.8125,35.00000000000001,10,35.0,5,6.01,30091,403,0,0.0,4030.0,False,-0.3720834718663824,14,5.290000000000001,33287,357,0,0.0,3570.0,False,-0.3140756097083961,0,0.2,85076,27,235,1.0,4823.198189135805,False,0.06939981780427708,11,2.5510000000000006,73762,832,0,0.0,2251.959368905652,False,-0.08461093161651592,0,0.38000000000000006,116322,28,10,1.0,915.9714798036775,False,0.03815505422713388,0,0.2,112043,0,15,0.0,525.0000000000001,False,-0.0016223952777185122,0.3333333333333333,450581,0.0,0.0,16,0,0,12,7,7.0,15,27,17,120.0,65.0,8,8,17,750,1.362196048721671,87.87791745457798
38,17,0,0,0,10.0,20,10.0,2.906270780571198,31,4.645161290322581,19.012180544371102,18,11.833333333333334,35.00000000000001,13,35.0,21,6.215000000000002,29493,415,0,0.0,4150.0,False,-0.38260546439537657,10,5.376,32975,365,0,0.0,3650.0,False,-0.3193952787936868,0,0.2,85014,35,245,1.0,4759.703710690912,False,0.06825390362236217,18,2.72,73196,845,0,0.0,2455.798809582662,False,-0.09028359118944715,3,0.41000000000000003,116435,36,10,1.0,1034.4384995973596,False,0.039686182079854596,0,0.2,112043,0,15,0.0,525.0000000000001,False,-0.0016223952777185122,0.3333333333333333,449156,0.0,0.0,18,0,0,16,12,12.0,11,27,14,111.0,61.0,9,8,14,550,1.214431282132864,89.09234873671085
39,14,0,0,0,10.0,20,10.0,2.906270780571198,0,,19.816566737370117,5,38.0,35.00000000000001,12,35.0,0,6.194000000000001,29373,427,0,0.0,4270.0,False,-0.38377892081124954,0,5.366000000000001,32895,373,0,0.0,3730.0,False,-0.32017758307093547,0,0.2,85204,25,250,1.0,5026.79845385681,False,0.0722087669836011,0,2.7020000000000004,73196,845,0,0.0,2455.798809582662,False,-0.09028359118944715,2,0.42700000000000005,116581,31,10,1.0,964.3135688584737,False,0.040672398695231884,0,0.2,112043,0,15,0.0,525.0000000000001,False,-0.0016223952777185122,0.3333333333333333,449292,0.0,0.0,17,0,0,13,1,1.0,17,30,16,108.0,31.0,9,5,16,740,1.4616856453940272,90.55403438210487
40,16,0,0,0,9.999999999999998,20,10.0,2.901789495321881,8,2.75,20.2995464827606,9,26.0,35.00000000000001,9,35.0,3,6.224000000000002,29180,440,0,0.0,4399.999999999999,False,-0.38628229449844514,5,5.416000000000001,32726,380,0,0.0,3799.9999999999995,False,-0.32279830239971835,0,0.2,85387,20,255,1.0,5234.42014301039,False,0.07571458344340781,4,2.7420000000000004,73101,848,0,0.0,2460.717492032955,False,-0.09141475680214557,0,0.42500000000000004,116662,30,11,1.0,993.986394482818,False,0.04152436879703973,0,0.2,112043,0,15,0.0,525.0000000000001,False,-0.0016223952777185122,0.3333333333333333,449099,0.0,0.0,17,0,0,13,5,5.0,20,33,21,149.0,56.0,10,6,21,705,1.7097486592829227,92.2637830413878
41,21,0,0,0,9.999999999999998,20,10.0,2.901789495321881,0,,20.081352757606318,20,18.95,35.00000000000001,11,35.0,0,6.221000000000002,29110,447,0,0.0,4469.999999999999,False,-0.3869668107410377,0,5.411000000000001,32596,393,0,0.0,3929.999999999999,False,-0.3240695468502474,0,0.2,85577,10,260,1.0,5250.169611930862,False,0.07813329429122874,15,2.888000000000001,72753,848,0,0.0,2460.717492032955,False,-0.09566851551134982,0,0.42500000000000004,116668,40,10,1.0,1153.2541103042527,False,0.042285639847380437,0,0.2,112043,0,15,0.0,525.0000000000001,False,-0.0016223952777185122,0.3333333333333333,448747,0.0,0.0,16,0,0,13,2,2.0,20,33,18,193.0,63.0,15,6,18,775,1.8875392097979784,94.15132225118577
42,18,0,0,0,9.999999999999998,20,10.0,2.8340160421020366,24,2.125,20.081352757606318,0,,35.00000000000001,14,35.0,1,6.231000000000002,28999,456,0,0.0,4559.999999999999,False,-0.38825761279849796,23,5.641000000000002,31875,404,0,0.0,4039.999999999999,False,-0.3370949130664372,0,0.2,85538,12,270,1.0,5455.97343705893,False,0.07891439577716014,0,2.8730000000000007,72741,860,0,0.0,2437.2537962077513,False,-0.09595860043877431,4,0.4650000000000001,116984,30,10,1.0,952.4405827281896,False,0.04420222860539875,0,0.2,112043,0,15,0.0,525.0000000000001,False,-0.0016223952777185122,0.3333333333333333,448180,0.0,0.0,15,0,0,11,7,6.5,22,33,20,109.0,46.0,10,8,20,515,1.7555598337203264,95.9068820849061
43,20,0,0,0,9.999999999999998,20,10.0,2.735853964676209,14,1.0,20.85150726632835,5,38.0,35.00000000000001,12,35.0,2,6.250000000000002,28847,467,0,0.0,4669.999999999999,False,-0.3901547006708259,12,5.738,31495,413,0,0.0,4129.999999999999,False,-0.34364671138839453,0,0.2,85714,16,275,1.0,5777.938161675116,False,0.08303348100278156,0,2.8730000000000007,72741,860,0,0.0,2352.8344096215396,False,-0.09647454828491905,2,0.4810000000000001,117130,25,10,1.0,871.2876816582088,False,0.04513942679067189,0,0.2,112043,0,15,0.0,525.0000000000001,False,-0.0016223952777185122,0.3333333333333333,447970,0.0,0.0,19,0,0,10,5,5.0,20,30,24,199.0,97.0,12,8,24,740,1.4977949988096952,97.4046770837158
44,24,0,0,0,9.999999999999998,20,10.0,2.7265945516361443,3,2.0,20.577087838728797,3,11.0,35.00000000000001,10,35.0,3,6.2780000000000005,28677,478,0,0.0,4779.999999999999,False,-0.39240382546791575,0,5.726000000000002,31405,422,0,0.0,4219.999999999999,False,-0.34452680370029926,0,0.2,85708,9,285,1.0,5889.009385002433,False,0.08363897680602878,3,2.903000000000001,72681,860,0,0.0,2344.871314407084,False,-0.0972566231853863,0,0.47900000000000004,117447,18,10,1.0,720.3875810971184,False,0.04728676650441428,0,0.2,112043,0,15,0.0,525.0000000000001,False,-0.0016223952777185122,0.3333333333333333,447961,0.0,0.0,15,0,0,8,2,2.0,28,36,21,228.0,87.0,15,9,21,550,1.601743619889021,99.00642070360482
45,21,0,0,0,10.0,20,10.0,2.726773648470153,77,2.727272727272727,20.769834490584145,16,21.9375,35.00000000000001,9,35.0,29,6.565000000000001,27771,488,0,0.0,4880.0,False,-0.40914513700103655,48,6.206000000000001,29547,432,0,0.0,4320.0,False,-0.3798869570319376,0,0.2,85884,13,290,1.0,6058.700059699515,False,0.08682740532758529,11,3.0100000000000007,72272,923,0,0.0,2516.812077537951,False,-0.10120515781971663,0,0.4790000000000001,117411,24,11,1.0,883.4760277740195,False,0.04769164723247819,0,0.2,112043,0,15,0.0,525.0000000000001,False,-0.0016223952777185122,0.3333333333333333,444928,0.0,0.0,15,0,0,10,13,13.0,24,34,18,151.0,74.0,11,10,18,715,1.545659214258194,100.55207991786301
46,18,0,0,0,10.0,20,10.0,2.7999438164493755,16,4.0,20.769834490584145,0,,35.00000000000001,10,35.0,13,6.666000000000001,27392,498,0,0.0,4980.0,False,-0.41557958968140657,3,6.188000000000001,29393,442,0,0.0,4420.0,False,-0.38192094815278405,0,0.2,85850,13,300,1.0,6267.349616789085,False,0.0876870163597915,0,2.9990000000000006,72242,929,0,0.0,2601.1478054814697,False,-0.10105642460896297,0,0.4790000000000001,117761,14,11,1.0,675.7776828681781,False,0.04987988800080089,0,0.2,112043,0,15,0.0,525.0000000000001,False,-0.0016223952777185122,0.3333333333333333,444681,0.0,0.0,15,0,0,11,4,4.0,21,32,14,139.0,66.0,11,7,14,550,1.3187249777838588,101.87080489564687
47,14,0,0,0,10.0,20,10.0,2.690888074159956,41,2.024390243902439,20.90933863974995,13,22.0,35.00000000000001,11,35.0,26,6.913000000000001,26583,507,0,0.0,5070.0,False,-0.4305216013768555,15,6.335000000000002,28915,453,0,0.0,4530.0,False,-0.3901938158846883,0,0.2,86020,13,305,1.0,6412.329830087814,False,0.09065108073638803,8,3.0790000000000006,72006,960,0,0.0,2583.252551193558,False,-0.10405052835109674,0,0.47900000000000004,117860,17,10,1.0,705.4587568757493,False,0.050891911834487866,0,0.2,112043,0,15,0.0,525.0000000000001,False,-0.0016223952777185122,0.3333333333333333,443427,0.0,0.0,15,0,0,9,10,10.0,20,29,19,130.0,63.0,8,6,19,775,1.2675815429538488,103.13838643860072
48,19,0,0,0,10.0,20,10.0,2.6805149863504574,4,2.0,20.90933863974995,0,,35.00000000000001,10,35.0,0,6.887000000000002,26463,519,0,0.0,5190.0,False,-0.4316950577927285,4,6.360000000000001,28755,461,0,0.0,4610.0,False,-0.39254072871643425,0,0.2,86012,7,315,1.0,6605.205276425688,False,0.0917320943431469,0,3.071000000000001,72006,960,0,0.0,2573.294386896439,False,-0.10411138988573249,0,0.47900000000000004,118210,7,10,1.0,496.3653704782497,False,0.053073951756979626,0,0.2,112043,0,15,0.0,525.0000000000001,False,-0.0016223952777185122,0.3333333333333333,443489,0.0,0.0,14,0,0,12,1,1.0,20,32,17,140.0,80.0,10,9,17,550,1.2675189655274153,104.40590540412813
49,17,0,0,0,10.0,20,10.0,2.7359081304475406,20,3.4,21.196629879844714,12,23.666666666666668,35.00000000000001,10,35.0,13,7.017000000000002,26106,530,0,0.0,5300.0,False,-0.43760145508595566,7,6.426000000000002,28521,470,0,0.0,4700.0,False,-0.39623711642643406,0,0.2,86192,5,320,1.0,6796.601102202547,False,0.09510207249848765,7,3.141000000000001,71825,972,0,0.0,2659.3027027950093,False,-0.1057981744114716,0,0.47900000000000004,118276,9,10,1.0,540.7696689186025,False,0.05385805449878475,0,0.2,112043,0,15,0.0,525.0000000000001,False,-0.0016223952777185122,0.3333333333333333,442963,0.0,0.0,19,0,0,7,5,5.0,24,31,22,142.0,81.0,10,7,22,750,1.6378694968298078,106.04377490095794
50,22,0,0,0,10.0,20,10.0,2.7111010215363556,18,2.388888888888889,21.448141791990064,11,23.818181818181817,35.00000000000001,9,35.0,11,7.114000000000002,25711,544,0,0.0,5440.0,False,-0.44395767733860086,7,6.4890000000000025,28325,476,0,0.0,4760.0,False,-0.3994836791770159,0,0.2,86345,11,325,1.0,7000.468193633671,False,0.09821823856272861,6,3.1940000000000004,71705,974,0,0.0,2640.6123949764105,False,-0.10737921773025058,0,0.47900000000000004,118329,10,11,1.0,599.4814179199007,False,0.05459018481046817,0,0.2,112043,0,15,0.0,525.0000000000001,False,-0.0016223952777185122,0.3333333333333333,442458,0.0,0.0,17,0,0,11,6,6.0,23,34,27,163.0,75.0,13,9,27,705,1.8378935726359487,107.88166847359389
51,27,0,0,0,10.000000000000002,20,10.0,2.8697384743570225,38,3.8157894736842106,22.106834801704704,19,25.68421052631579,35.00000000000001,7,35.0,19,7.293000000000001,25219,552,0,0.0,5520.000000000001,False,-0.45279771567151045,19,6.672000000000001,27761,488,0,0.0,4880.000000000001,False,-0.4093407130703487,0,0.2,86705,11,325,1.0,7216.288433771956,False,0.10393771197758195,9,3.278000000000001,71384,1002,0,0.0,2875.4779513057365,False,-0.10986751038194754,0,0.47900000000000004,118086,19,14,1.0,910.0298612323895,False,0.053810316928171814,0,0.2,112043,0,15,0.0,525.0000000000001,False,-0.0016223952777185122,0.3333333333333333,441198,0.0,0.0,14,0,0,15,7,7.0,24,39,26,240.0,92.0,17,10,26,825,1.716595496982336,109.59826397057623
52,26,0,0,0,10.000000000000002,20,10.0,2.900356333060033,23,3.217391304347826,21.112479164440458,12,12.0,35.00000000000001,12,35.0,11,7.384000000000002,24955,558,0,0.0,5580.000000000001,False,-0.457374195693415,12,6.773000000000002,27359,502,0,0.0,5020.000000000001,False,-0.4158338385715124,0,0.2,86684,6,335,1.0,7090.082658085914,False,0.10290968499013516,12,3.3890000000000007,71054,1020,0,0.0,2958.3634597212335,False,-0.11339467388020269,0,0.47900000000000004,118362,21,12,1.0,863.3620624532498,False,0.05605647741293855,0,0.2,112043,0,15,0.0,525.0000000000001,False,-0.0016223952777185122,0.3333333333333333,440457,0.0,0.0,16,0,0,16,6,6.0,23,39,15,212.0,52.0,19,7,15,620,2.2812571302056313,111.87952110078186
53,15,0,0,0,10.000000000000002,20,10.0,2.976657112715036,40,3.425,20.03356295810565,13,10.923076923076923,35.00000000000001,13,35.0,18,7.553000000000001,24455,566,0,0.0,5660.000000000001,False,-0.46637069488177424,22,6.981000000000002,26745,514,0,0.0,5140.000000000001,False,-0.426668752811406,0,0.2,86655,3,345,1.0,6920.509191884595,False,0.10151881916565579,13,3.5070000000000006,70629,1053,0,0.0,3134.4199396889326,False,-0.11751362950929635,1,0.48900000000000005,118633,24,10,1.0,830.8055109945358,False,0.05832091205726185,0,0.2,112043,0,15,0.0,525.0000000000001,False,-0.0016223952777185122,0.3333333333333333,439160,0.0,0.0,15,0,0,10,8,7.25,21,31,11,126.0,74.0,9,6,11,515,1.3973874635994434,113.2769085643813
54,11,0,0,0,10.000000000000002,20,10.0,2.893625157840004,23,2.0,20.124182312548275,16,20.75,35.0,7,35.0,13,7.665000000000002,24038,578,0,0.0,5780.000000000001,False,-0.47335276055621833,10,7.059000000000001,26446,522,0,0.0,5220.000000000001,False,-0.4317341730065909,0,0.2,86834,0,349,0.9,7023.339627079348,False,0.10433528680527653,11,3.604000000000001,70353,1070,0,0.0,3096.178918888804,False,-0.12112101870866158,0,0.4880000000000001,118546,30,13,1.0,1058.7254693764482,False,0.058560581881518275,0,0.2,112043,0,15,0.0,525.0,False,-0.0016223952777185122,0.31666666666666665,438260,0.0,0.0,13,0,0,7,7,7.0,22,29,11,104.0,8.0,8,3,11,645,1.1703636376187205,114.44727220200002
55,11,0,0,0,10.000000000000002,20,10.0,2.8453567723473183,21,2.2857142857142856,20.01609164071251,19,19.36842105263158,34.99999999999999,11,35.0,7,7.722000000000002,23751,592,0,0.0,5920.000000000001,False,-0.4775967612602922,14,7.189000000000003,26067,528,0,0.0,5280.000000000001,False,-0.43855977782558525,0,0.2,87029,0,349,0.5,6985.615982608666,False,0.10648830205725869,14,3.733000000000001,69956,1086,0,0.0,3090.0574547691876,False,-0.1260111388902996,0,0.4880000000000001,118563,39,12,1.0,1200.6275739877879,False,0.059342452412647524,0,0.2,112043,0,15,0.0,524.9999999999999,False,-0.0016223952777185122,0.25,437409,0.0,0.0,18,0,0,6,7,7.0,21,27,15,97.0,37.0,7,4,15,785,1.1572994403541088,115.60457164235413
56,15,0,0,0,10.000000000000002,20,10.0,2.7992405911998977,30,2.433333333333333,20.81825992223241,5,40.0,34.99999999999999,11,35.0,20,7.915000000000002,23166,600,0,0.0,6000.000000000001,False,-0.4882556570378049,10,7.275000000000001,25723,540,0,0.0,5400.000000000001,False,-0.4441141381940506,0,0.2,87170,6,354,1.0,7386.459456017473,False,0.1106616517297242,0,3.7190000000000007,69942,1100,0,0.0,3079.1646503198876,False,-0.1262488409099138,0,0.4880000000000001,118748,34,11,1.0,1092.8208373559019,False,0.06050788011768317,0,0.2,112043,0,15,0.0,524.9999999999999,False,-0.0016223952777185122,0.3333333333333333,436792,0.0,0.0,17,0,0,13,6,6.0,19,32,19,164.0,45.0,10,5,19,785,1.257585239596665,116.8621568819508
57,19,0,0,0,10.000000000000002,20,10.0,2.8033172459682163,5,3.0,21.078832661485016,10,24.0,34.99999999999999,11,35.0,5,7.945000000000002,22961,611,0,0.0,6110.000000000001,False,-0.49118929807748724,0,7.2650000000000015,25633,549,0,0.0,5490.000000000001,False,-0.44499423050595527,0,0.2,87345,1,359,1.0,7570.104242719089,False,0.11392314046399644,5,3.769000000000001,69837,1100,0,0.0,3083.648970565038,False,-0.1275048956694473,0,0.48800000000000004,118893,34,10,1.0,1066.6803104904905,False,0.06168071398944991,0,0.2,112043,0,15,0.0,524.9999999999999,False,-0.0016223952777185122,0.3333333333333333,436712,0.0,0.0,17,0,0,14,2,2.0,23,37,14,159.0,31.0,14,5,14,775,1.3353844210505486,118.19754130300134
58,14,0,0,0,10.000000000000002,20,10.0,2.705899551838319,15,1.2666666666666666,21.708888292238548,18,25.555555555555557,34.99999999999999,9,35.0,7,8.01,22696,622,0,0.0,6220.000000000001,False,-0.49529639553304255,8,7.3450000000000015,25367,558,0,0.0,5580.000000000001,False,-0.449316461637754,0,0.2,87721,0,354,0.5,7684.946455452446,False,0.11922103933169811,8,3.844000000000001,69654,1111,0,0.0,3006.2544020923724,False,-0.13021480013389336,0,0.4880000000000001,118748,42,11,1.0,1296.773308274019,False,0.06141443224287931,0,0.2,112043,0,15,0.0,524.9999999999999,False,-0.0016223952777185122,0.25,436229,0.0,0.0,16,0,0,15,5,5.0,18,33,19,163.0,54.0,11,3,19,895,1.209472474642098,119.40701377764344
59,19,0,0,0,10.000000000000002,20,10.0,2.6594479460140703,15,2.0,21.08458437781655,22,17.818181818181817,34.99999999999999,9,35.0,9,8.093,22416,631,0,0.0,6310.000000000001,False,-0.4998924331618783,6,7.397000000000002,25131,569,0,0.0,5690.000000000001,False,-0.4528563884923041,0,0.2,87891,0,354,0.5,7463.942869747059,False,0.11994831236857999,17,4.006000000000001,69191,1121,0,0.0,2981.2411474817727,False,-0.1360271290338481,0,0.4880000000000001,118671,54,12,1.0,1558.5675564020935,False,0.061893568898025095,0,0.2,112043,0,15,0.0,524.9999999999999,False,-0.0016223952777185122,0.25,435343,0.0,0.0,15,0,0,13,6,6.0,22,35,19,171.0,75.0,13,6,19,705,1.4267955468967557,120.8338093245402
60,19,0,0,0,10.000000000000002,20,10.0,2.6972369716786107,19,3.1052631578947367,20.373569450824846,10,11.6,34.99999999999999,10,35.0,6,8.144000000000002,22202,641,0,0.0,6410.000000000001,False,-0.5030998806985977,13,7.521000000000002,24751,579,0,0.0,5790.000000000001,False,-0.45931039877960533,0,0.2,87850,3,364,1.0,7424.07099101528,False,0.11920346529162262,10,4.089,68947,1127,0,0.0,3039.786067081794,False,-0.138651839218422,0,0.4880000000000001,118905,54,12,1.0,1520.1727503445418,False,0.06380312900195811,0,0.2,112043,0,15,0.0,524.9999999999999,False,-0.0016223952777185122,0.3333333333333333,434698,0.0,0.0,15,0,0,15,5,5.0,17,32,19,167.0,73.0,13,6,19,550,1.4249315960332751,122.25874092057347
61,19,0,0,0,10.000000000000002,20,10.0,2.6270107189415253,21,1.9523809523809523,19.62496098521371,11,11.454545454545455,34.99999999999999,11,35.0,16,8.298,21746,649,0,0.0,6490.000000000001,False,-0.5112358451819835,5,7.5580000000000025,24536,591,0,0.0,5910.000000000001,False,-0.4623418278539438,0,0.2,87835,0,372,0.8,7300.4854864995,False,0.11826479334127551,11,4.189000000000001,68670,1143,0,0.0,3002.673251750163,False,-0.1422645565838519,0,0.4880000000000001,119164,55,11,1.0,1464.372854186754,False,0.06585757082616255,0,0.2,112043,0,15,0.0,524.9999999999999,False,-0.0016223952777185122,0.3,433994,0.0,0.0,17,0,0,10,5,5.0,22,32,14,196.0,57.0,13,6,14,585,1.4245762443169951,123.68331716489047
62,14,0,0,0,10.000000000000002,20,10.0,2.6410759310448233,19,2.789473684210526,18.865948947809937,11,10.727272727272727,34.99999999999999,10,35.0,6,8.342,21548,658,0,0.0,6580.000000000001,False,-0.5142281590424596,13,7.683000000000002,24123,602,0,0.0,6020.000000000001,False,-0.46934345113531906,0,0.2,87856,1,376,1.0,7096.237880307581,False,0.11727318103109381,5,4.228000000000001,68559,1151,0,0.0,3039.878396632592,False,-0.14339397141772042,0,0.4880000000000001,119396,56,11,1.0,1441.4931410773565,False,0.06781831458056567,0,0.2,112043,0,15,0.0,524.9999999999999,False,-0.0016223952777185122,0.3333333333333333,433525,0.0,0.0,16,0,0,11,5,5.0,18,29,15,95.0,42.0,8,6,15,598,1.5557298390194774,125.23904700390995
63,15,0,0,0,10.0,20,10.0,2.6336135225550605,26,2.576923076923077,18.318741370062465,11,12.545454545454545,34.99999999999999,10,35.0,0,8.336,21448,668,0,0.0,6680.0,False,-0.5152060393890203,26,7.9300000000000015,23327,612,0,0.0,6120.0,False,-0.48393342590600613,0,0.2,87816,8,386,1.0,7092.103077024552,False,0.11675897247906455,11,4.333000000000001,68294,1160,0,0.0,3054.9916861638703,False,-0.14654081599948737,0,0.4880000000000001,119608,57,11,1.0,1429.1682580935606,False,0.0696481769526241,0,0.2,112043,0,15,0.0,524.9999999999999,False,-0.0016223952777185122,0.3333333333333333,432536,0.0,0.0,16,0,0,12,5,5.0,20,32,8,140.0,15.0,10,5,8,550,1.1355256950482726,126.37457269895822
64,8,0,0,0,10.0,20,10.0,2.5890153541430347,39,2.358974358974359,19.227051196017822,5,40.0,34.99999999999999,9,35.0,19,8.526000000000002,20977,677,0,0.0,6770.0,False,-0.5235375799417183,20,8.104000000000003,22704,623,0,0.0,6230.0,False,-0.4950421466429368,0,0.2,87988,14,391,1.0,7554.023232600971,False,0.1216845326524934,0,4.322000000000001,68230,1183,0,0.0,3062.80516395121,False,-0.14727536264545157,0,0.4880000000000001,119723,52,12,1.0,1419.8066621929265,False,0.07062889669206011,0,0.2,112043,0,15,0.0,524.9999999999999,False,-0.0016223952777185122,0.3333333333333333,431665,0.0,0.0,18,0,0,7,5,5.0,20,27,12,60.0,24.0,4,4,12,715,0.8464636597782373,127.22103635873646
65,12,0,0,0,10.0,20,10.0,2.5955131359023467,1,4.0,19.888212042355562,27,22.51851851851852,34.999999999999986,8,35.0,1,8.517000000000001,20869,686,0,0.0,6860.0,False,-0.524769709178385,0,8.084000000000001,22594,634,0,0.0,6340.0,False,-0.49611781502415364,0,0.2,88364,5,391,1.0,7789.268474240536,False,0.1277183013949427,17,4.492000000000002,67811,1183,0,0.0,3070.492039772476,False,-0.15235000586864395,0,0.48800000000000004,119395,69,14,1.0,1862.2866309225335,False,0.06967981754019327,0,0.2,112043,0,15,0.0,524.9999999999998,False,-0.0016223952777185122,0.3333333333333333,431076,0.0,0.0,18,0,0,9,4,4.0,20,29,11,94.0,37.0,7,5,11,860,0.898387623950839,128.1194239826873
