,game_index,t,sold_quantity_0,unit_price_0,sold_quantity_1,unit_price_1,sold_quantity_2,unit_price_2,sold_quantity_3,unit_price_3
0,1,0,20,10.0,0,,0,,0,
1,1,1,20,10.0,9,6.0,0,,67,9.26865671641791
2,1,2,20,10.0,9,6.0,16,8.0,86,6.697674418604652
3,1,3,20,10.0,17,6.529411764705883,0,,44,8.136363636363637
4,1,4,20,10.0,0,,17,11.294117647058822,53,8.169811320754716
5,1,5,20,10.0,0,,11,15.0,55,4.327272727272728
6,1,6,20,10.0,0,,27,23.703703703703702,38,7.105263157894738
7,1,7,20,10.0,12,19.0,0,,60,8.75
8,1,8,20,10.0,16,17.0,8,15.0,41,6.048780487804878
9,1,9,20,10.0,28,19.0,0,,32,11.09375
10,1,10,20,10.0,13,17.0,2,29.0,94,9.297872340425533
11,1,11,20,10.0,13,17.0,9,31.0,8,11.875
12,1,12,20,10.0,0,,0,,25,5.92
13,1,13,20,10.0,0,,0,,34,8.941176470588236
14,1,14,20,10.0,0,,5,24.0,20,10.6
15,1,15,20,10.0,16,18.75,0,,25,8.88
16,1,16,20,10.0,0,,0,,16,9.8125
17,1,17,20,10.0,17,17.0,0,,28,5.678571428571429
18,1,18,20,10.0,13,19.0,0,,1,4.0
19,1,19,20,10.0,16,17.0,0,,33,8.0
20,1,20,20,10.0,0,,0,,27,9.74074074074074
21,1,21,20,10.0,16,17.125,0,,35,5.914285714285715
22,1,22,20,10.0,0,,0,,34,9.823529411764708
23,1,23,20,10.0,0,,0,,18,4.5
24,1,24,20,10.0,0,,0,,49,2.510204081632653
25,1,25,20,10.0,0,,0,,15,7.066666666666666
26,1,26,20,10.0,0,,0,,22,9.818181818181818
27,1,27,20,10.0,16,17.125,0,,19,12.526315789473687
28,1,28,20,10.0,16,17.125,0,,17,4.529411764705882
29,1,29,20,10.0,14,17.0,0,,32,6.6875
30,1,30,20,10.0,17,17.11764705882353,0,,5,13.0
31,1,31,20,10.0,0,,0,,14,5.857142857142858
32,1,32,20,10.0,4,18.0,0,,27,10.25925925925926
33,1,33,20,10.0,2,18.0,0,,36,5.083333333333333
34,1,34,20,10.0,2,18.0,0,,40,6.975
35,1,35,20,10.0,0,,0,,28,10.535714285714286
36,1,36,20,10.0,12,17.0,0,,18,6.888888888888888
37,1,37,20,10.0,14,17.142857142857142,0,,0,
38,1,38,20,10.0,5,18.0,0,,51,5.764705882352941
39,1,39,20,10.0,11,17.0,0,,28,9.5
40,1,40,20,10.0,0,,0,,26,7.653846153846153
41,1,41,20,10.0,12,19.0,0,,23,8.73913043478261
42,1,42,20,10.0,14,19.0,0,,19,5.052631578947368
43,1,43,20,10.0,0,,0,,10,9.6
44,1,44,20,10.0,3,18.0,0,,12,13.0
45,1,45,20,10.0,14,17.0,0,,5,13.0
46,1,46,0,,0,,0,,0,
47,1,47,0,,17,17.0,0,,0,
48,1,48,0,,30,18.133333333333333,0,,0,
49,1,49,0,,2,18.0,0,,0,
50,2,0,20,10.0,0,,0,,0,
51,2,1,20,10.0,0,,0,,0,
52,2,2,20,10.0,9,1.2222222222222223,23,1.9565217391304348,0,
53,2,3,20,10.0,5,8.0,0,,5,13.0
54,2,4,20,10.0,20,25.9,7,3.1428571428571432,8,14.0
55,2,5,20,10.0,14,3.928571428571429,25,13.48,0,
56,2,6,20,10.0,49,13.63265306122449,6,27.5,13,21.384615384615387
57,2,7,20,10.0,40,28.2,35,16.857142857142858,5,38.0
58,2,8,20,10.0,13,19.846153846153847,23,20.65217391304348,11,24.90909090909091
59,2,9,20,10.0,9,27.0,32,16.4375,5,39.0
60,2,10,20,10.0,30,15.2,10,32.0,5,38.0
61,2,11,20,10.0,25,17.200000000000006,18,19.0,25,38.0
62,2,12,20,10.0,14,16.857142857142858,50,23.5,30,39.333333333333336
63,2,13,20,10.0,3,24.0,7,20.0,15,38.0
64,2,14,20,10.0,36,19.305555555555557,0,,10,40.0
65,2,15,20,10.0,20,17.55,21,22.714285714285715,0,
66,2,16,20,10.0,21,30.476190476190478,2,14.0,0,
67,2,17,20,10.0,9,8.11111111111111,17,28.64705882352941,31,37.16129032258065
68,2,18,20,10.0,19,5.0,21,3.761904761904762,10,38.0
69,2,19,20,10.0,5,3.0,16,21.5,0,
70,2,20,20,10.0,13,2.0,22,23.5,5,38.0
71,2,21,20,10.0,95,13.810526315789476,4,6.0,24,33.5
72,2,22,20,10.0,65,24.615384615384613,5,21.0,20,28.4
73,2,23,20,10.0,14,14.785714285714285,5,21.0,15,40.0
74,2,24,20,10.0,12,10.333333333333334,26,7.3076923076923075,10,38.0
75,2,25,20,10.0,19,6.315789473684212,0,,0,
76,2,26,20,10.0,24,4.75,14,12.0,0,
77,2,27,20,10.0,11,13.090909090909092,4,12.0,0,
78,2,28,20,10.0,61,19.295081967213115,14,18.714285714285715,7,14.0
79,2,29,20,10.0,33,14.424242424242426,10,32.0,8,14.0
80,2,30,20,10.0,2,3.0,45,18.777777777777782,5,38.0
