index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
96,3,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.0,20,39.0,0,1.1990000000000003,63795,14,277,1.0,8491.686552464833,False,0.29544853257111026,0,1.9370000000000003,59338,23,298,1.0,9214.846904817761,False,0.21747469589339685,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,8,1.3780000000000001,118829,0,0,0.0,0.0,False,0.10699247279773438,12,1.3100000000000003,118377,0,0,0.0,0.0,False,0.10278171113429721,0.3333333333333333,438663,0.0,0.125,12,0,0,2,11,11.0,0,2,4,36.0,3.0,2,1,4,200,0.8216328993439674,220.59494574647397
97,4,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.0,20,39.0,0,1.199,63695,14,287,1.0,8793.191482156702,False,0.29641482286004883,0,1.9370000000000005,59238,23,308,1.0,9516.351834509633,False,0.21844098618233573,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,11,1.4800000000000002,118656,0,0,0.0,0.0,False,0.10538083171858698,9,1.3880000000000003,118252,0,0,0.0,0.0,False,0.10161723058578029,0.3333333333333333,438165,0.0,0.125,11,0,0,2,11,11.0,0,2,4,21.0,6.0,2,2,4,200,0.7854139897972345,221.3803597362712
98,4,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.0,20,39.0,0,1.1990000000000003,63555,18,297,1.0,9134.696411848574,False,0.2970003275883762,0,1.9370000000000005,59178,19,318,1.0,9777.856764201504,False,0.21978806203188614,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,6,1.529,118592,0,0,0.0,0.0,False,0.10478461767774631,14,1.5190000000000003,117989,0,0,0.0,0.0,False,0.0991671635117007,0.3333333333333333,437638,0.0,0.125,12,0,0,3,10,10.0,0,3,4,39.0,3.0,3,1,4,200,0.8678337130695581,222.24819344934076
99,4,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.0,20,39.0,0,1.199,63475,16,307,1.0,9416.201341540445,False,0.2981570106576208,0,1.9370000000000003,59058,21,328,1.0,10099.361693893376,False,0.2205639595405191,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,14,1.663,118337,0,0,0.0,0.0,False,0.1024090773587718,6,1.5650000000000002,117920,0,0,0.0,0.0,False,0.09852437024891936,0.3333333333333333,437114,0.0,0.125,11,0,0,2,11,11.0,0,2,4,21.0,6.0,2,2,4,200,0.7825355110689998,223.03072896040976
100,4,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.0,20,39.0,0,1.1990000000000003,63385,15,317,1.0,9707.706271232317,False,0.2992184973367126,0,1.9370000000000003,58948,22,338,1.0,10410.866623585247,False,0.22143505343930509,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,11,1.7590000000000006,118157,0,0,0.0,0.0,False,0.10073222536890744,9,1.6490000000000002,117789,0,0,0.0,0.0,False,0.09730399463407363,0.3333333333333333,436603,0.0,0.125,8,0,0,2,14,14.0,0,2,4,21.0,6.0,2,2,4,200,0.9366536494344473,223.9673826098442
101,4,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.0,18,39.0,0,1.199,63295,14,327,1.0,9999.211200924188,False,0.30027998401580436,0,1.9370000000000005,58838,23,348,1.0,10722.371553277118,False,0.2223061473380911,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,9,1.8380000000000003,118032,0,0,0.0,0.0,False,0.09956774482039052,9,1.7300000000000002,117663,0,0,0.0,0.0,False,0.09613019824116859,0.3333333333333333,436152,0.0,0.125,13,0,0,3,10,10.0,0,3,4,39.0,3.0,3,1,4,200,0.9467091793194413,224.91409178916365
102,4,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,14,39.0,0,1.1990000000000003,63205,13,337,1.0,10290.71613061606,False,0.3013414706948961,0,1.9370000000000005,58728,24,358,1.0,11033.876482968988,False,0.22317724123687707,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,4,1.8690000000000004,117993,0,0,0.0,0.0,False,0.09920442688925324,10,1.8210000000000004,117510,0,0,0.0,0.0,False,0.09470487404978387,0.3333333333333333,435760,0.0,0.125,12,0,0,2,9,9.0,0,2,4,21.0,6.0,2,2,4,200,0.8513058200478554,225.7653976092115
103,4,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,20,39.0,0,1.199,63115,12,347,1.0,10582.221060307931,False,0.30240295737398787,0,1.9370000000000003,58618,25,368,1.0,11345.38141266086,False,0.22404833513566308,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,8,1.9450000000000003,117895,0,0,0.0,0.0,False,0.09829147413921598,12,1.931,117303,0,0,0.0,0.0,False,0.09277649426143986,0.3333333333333333,435255,0.0,0.125,11,0,0,1,11,11.0,0,1,5,18.0,9.0,1,3,5,200,0.7746982369571924,226.5400958461687
104,5,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,20,39.0,0,1.1990000000000003,62995,14,357,1.0,10903.725989999803,False,0.303178854882621,0,1.9370000000000003,58538,23,378,1.0,11626.886342352731,False,0.2252050182049077,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,11,2.0470000000000006,117719,0,0,0.0,0.0,False,0.09665188552690415,9,2.0090000000000003,117173,0,0,0.0,0.0,False,0.09156543449098226,0.3333333333333333,434749,0.0,0.125,10,0,0,3,12,12.0,0,3,4,24.0,6.0,3,2,4,200,0.943864724598825,227.48396057076752
105,4,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,20,39.0,0,1.199,62895,14,367,1.0,11205.230919691672,False,0.3041451451715598,0,1.9370000000000005,58438,23,388,1.0,11928.391272044602,False,0.22617130849384645,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,8,2.1160000000000005,117616,0,0,0.0,0.0,False,0.09569235355492622,12,2.12,116970,0,0,0.0,0.0,False,0.08967431808019079,0.3333333333333333,434243,0.0,0.125,9,0,0,2,12,12.0,0,2,4,21.0,6.0,2,2,4,200,0.9549318831413984,228.43889245390892
106,4,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,20,39.0,0,1.1990000000000003,62805,13,377,1.0,11496.735849383544,False,0.3052066318506516,0,1.9370000000000005,58328,24,398,1.0,12239.896201736474,False,0.22704240239263246,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,7,2.1780000000000004,117527,0,0,0.0,0.0,False,0.09486324340438217,13,2.238000000000001,116735,0,0,0.0,0.0,False,0.08748509464897898,0.3333333333333333,433719,0.0,0.125,12,0,0,2,12,12.0,0,2,4,21.0,6.0,2,2,4,200,0.8621264863759279,229.30101894028485
107,4,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,20,39.0,0,1.199,62675,16,387,1.0,11828.240779075415,False,0.30588733296913184,0,1.9370000000000003,58258,21,408,1.0,12511.401131428345,False,0.22829428185203,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,14,2.3110000000000004,117262,0,0,0.0,0.0,False,0.09239454464152631,6,2.285,116668,0,0,0.0,0.0,False,0.08686093307497392,0.3333333333333333,433187,0.0,0.125,11,0,0,1,12,12.0,0,1,5,18.0,9.0,1,3,5,200,0.8131408113986254,230.11415975168347
108,5,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,20,39.0,0,1.1990000000000003,62585,15,397,1.0,12119.745708767286,False,0.30694881964822357,0,1.9370000000000003,58148,22,418,1.0,12822.906061120217,False,0.22916537575081597,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,9,2.387000000000001,117137,0,0,0.0,0.0,False,0.09123006409300939,11,2.3890000000000002,116497,0,0,0.0,0.0,False,0.08526792368460277,0.3333333333333333,432691,0.0,0.125,13,0,0,5,10,10.0,0,5,3,45.0,0.0,5,0,3,200,1.1357403667643666,231.24990011844784
109,3,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,20,39.0,0,1.199,62465,17,407,1.0,12441.250638459158,False,0.3077247171568567,0,1.9370000000000005,58068,20,428,1.0,13104.410990812088,False,0.23032205882006063,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,9,2.468000000000001,117008,0,0,0.0,0.0,False,0.09002832016693993,11,2.488000000000001,116330,0,0,0.0,0.0,False,0.08371217767178417,0.3333333333333333,432195,0.0,0.125,13,0,0,3,12,12.0,0,3,3,39.0,0.0,3,0,3,200,0.8841236587613821,232.13402377720922
110,3,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,20,39.0,0,1.1990000000000003,62375,16,417,1.0,12732.75556815103,False,0.30878620383594846,0,1.9370000000000005,57958,21,438,1.0,13415.915920503958,False,0.2311931527188466,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,10,2.5590000000000006,116858,0,0,0.0,0.0,False,0.08863094350871963,10,2.5770000000000004,116174,0,0,0.0,0.0,False,0.08225890594723506,0.3333333333333333,431689,0.0,0.125,12,0,0,3,12,12.0,0,3,3,39.0,0.0,3,0,3,200,0.8641583640128374,232.99818214122206
111,3,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,14,39.0,0,1.199,62285,15,427,1.0,13024.2604978429,False,0.30984769051504024,0,1.9370000000000003,57848,22,448,1.0,13727.42085019583,False,0.2320642466176326,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,7,2.619,116770,0,0,0.0,0.0,False,0.08781114920256372,7,2.6370000000000005,116088,0,0,0.0,0.0,False,0.08145774332985542,0.3333333333333333,431315,0.0,0.125,12,0,0,2,10,10.0,0,2,4,36.0,3.0,2,1,4,200,0.7983639370650053,233.79654607828707
112,4,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,1,39.0,0,1.1990000000000003,62185,15,437,1.0,13325.76542753477,False,0.3108139808039788,0,1.9370000000000003,57748,22,458,1.0,14028.9257798877,False,0.2330305369065715,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,1,2.6220000000000003,116762,0,0,0.0,0.0,False,0.08773662244745864,0,2.630000000000001,116088,0,0,0.0,0.0,False,0.08145774332985542,0.3333333333333333,431107,0.0,0.125,10,0,0,4,1,1.0,0,4,3,42.0,0.0,4,0,3,200,0.9306498318910599,234.72719591017812
113,3,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,0,,0,1.199,62075,16,447,1.0,13637.270357226642,False,0.3116850747027648,0,1.9370000000000005,57658,21,468,1.0,14320.430709579572,False,0.2340920235856631,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,2.6210000000000004,116762,0,0,0.0,0.0,False,0.08773662244745864,0,2.630000000000001,116088,0,0,0.0,0.0,False,0.08145774332985542,0.3333333333333333,430907,0.0,0.125,13,0,0,3,0,0.0,0,3,3,39.0,0.0,3,0,3,200,0.8378424430266023,235.56503835320473
114,3,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,0,,0,1.1990000000000003,61965,17,457,1.0,13948.775286918513,False,0.31255616860155083,0,1.9370000000000005,57568,20,478,1.0,14611.935639271444,False,0.23515351026475487,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,2.6210000000000004,116762,0,0,0.0,0.0,False,0.08773662244745864,0,2.630000000000001,116088,0,0,0.0,0.0,False,0.08145774332985542,0.3333333333333333,430707,0.0,0.125,11,0,0,2,0,0.0,0,2,4,36.0,3.0,2,1,4,200,0.7794116390869021,236.34444999229163
115,4,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,1,39.0,0,1.199,61865,17,467,1.0,14250.280216610385,False,0.3135224588904897,0,1.9370000000000003,57468,20,488,1.0,14913.440568963315,False,0.23611980055369375,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,2.6210000000000004,116762,0,0,0.0,0.0,False,0.08773662244745864,1,2.6400000000000006,116080,0,0,0.0,0.0,False,0.08138321657475034,0.3333333333333333,430499,0.0,0.125,13,0,0,4,1,1.0,0,4,3,42.0,0.0,4,0,3,200,1.2989857951179147,237.64343578740954
116,3,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,0,,0,1.1990000000000003,61755,18,477,1.0,14561.785146302256,False,0.31439355278927567,0,1.9370000000000003,57378,19,498,1.0,15204.945498655186,False,0.2371812872327855,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,2.6210000000000004,116762,0,0,0.0,0.0,False,0.08773662244745864,0,2.6390000000000007,116080,0,0,0.0,0.0,False,0.08138321657475034,0.3333333333333333,430299,0.0,0.125,11,0,0,3,0,0.0,0,3,3,39.0,0.0,3,0,3,200,0.8311419198289514,238.4745777072385
117,3,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,0,,0,1.199,61675,16,487,1.0,14843.290075994128,False,0.3155502358585203,0,1.9370000000000005,57258,21,508,1.0,15526.450428347056,False,0.2379571847414186,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,2.621000000000001,116762,0,0,0.0,0.0,False,0.08773662244745864,0,2.6390000000000007,116080,0,0,0.0,0.0,False,0.08138321657475034,0.3333333333333333,430099,0.0,0.125,10,0,0,3,0,0.0,0,3,3,39.0,0.0,3,0,3,200,0.8205082323402166,239.2950859395787
118,3,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,0,,0,1.1990000000000003,61575,16,497,1.0,15144.795005685999,False,0.3165165261474592,0,1.9370000000000005,57158,21,518,1.0,15827.955358038927,False,0.2389234750303575,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,2.621000000000001,116762,0,0,0.0,0.0,False,0.08773662244745864,0,2.6390000000000002,116080,0,0,0.0,0.0,False,0.08138321657475034,0.3333333333333333,429899,0.0,0.125,12,0,0,1,0,0.0,0,1,4,18.0,6.0,1,2,4,200,0.6662979973480105,239.96138393692672
119,4,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,0,,0,1.199,61465,17,507,1.0,15456.29993537787,False,0.3173876200462452,0,1.9370000000000003,57068,20,528,1.0,16119.460287730799,False,0.2399849617094491,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,2.6210000000000004,116762,0,0,0.0,0.0,False,0.08773662244745864,0,2.6390000000000007,116080,0,0,0.0,0.0,False,0.08138321657475034,0.3333333333333333,429699,0.0,0.125,12,0,0,1,0,0.0,0,1,5,18.0,9.0,1,3,5,200,0.6938223959878087,240.65520633291453
120,5,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,0,,0,1.1990000000000003,61365,17,517,1.0,15757.80486506974,False,0.31835391033518406,0,1.9370000000000003,56968,20,538,1.0,16420.965217422672,False,0.240951251998388,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,2.6210000000000004,116762,0,0,0.0,0.0,False,0.08773662244745864,0,2.6390000000000007,116080,0,0,0.0,0.0,False,0.08138321657475034,0.3333333333333333,429499,0.0,0.125,11,0,0,2,0,0.0,0,2,6,36.0,9.0,2,3,6,200,2.0367715721949935,242.69197790510952
121,6,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,0,,0,1.199,61275,16,527,1.0,16049.309794761612,False,0.31941539701427585,0,1.9370000000000005,56858,21,548,1.0,16732.47014711454,False,0.241822345897174,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,2.6210000000000004,116762,0,0,0.0,0.0,False,0.08773662244745864,0,2.6390000000000007,116080,0,0,0.0,0.0,False,0.08138321657475034,0.3333333333333333,429299,0.0,0.125,11,0,0,4,0,0.0,0,4,5,42.0,6.0,4,2,5,200,0.9736185530200601,243.66559645812958
122,5,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,0,,0,1.1990000000000003,61165,17,537,1.0,16360.814724453483,False,0.3202864909130618,0,1.9370000000000005,56768,20,558,1.0,17023.97507680641,False,0.24288383257626575,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,2.6210000000000004,116762,0,0,0.0,0.0,False,0.08773662244745864,0,2.6390000000000002,116080,0,0,0.0,0.0,False,0.08138321657475034,0.3333333333333333,429099,0.0,0.125,11,0,0,5,0,0.0,0,5,3,45.0,0.0,5,0,3,200,1.0134165156632662,244.67901297379285
123,3,0,0,0,10.000000000000002,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,0,,0,1.199,61075,16,547,1.0,16652.319654145354,False,0.3213479775921536,0,1.9370000000000003,56658,21,568,1.0,17335.480006498285,False,0.24375492647505173,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,2.6210000000000004,116762,0,0,0.0,0.0,False,0.08773662244745864,0,2.6390000000000007,116080,0,0,0.0,0.0,False,0.08138321657475034,0.3333333333333333,428899,0.0,0.125,12,0,0,2,0,0.0,0,2,4,36.0,3.0,2,1,4,200,0.7351140379905701,245.41412701178342
124,4,0,0,0,10.000000000000002,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,0,,0,1.1990000000000003,61005,13,557,1.0,16923.824583837224,False,0.32259985705155114,0,1.9370000000000003,56528,24,578,1.0,17666.984936190154,False,0.24443562759353196,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,2.6210000000000004,116762,0,0,0.0,0.0,False,0.08773662244745864,0,2.6390000000000007,116080,0,0,0.0,0.0,False,0.08138321657475034,0.3333333333333333,428699,0.0,0.125,13,0,0,3,0,0.0,0,3,4,39.0,3.0,3,1,4,200,0.8293223697692156,246.24344938155264
125,4,0,0,0,10.000000000000002,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,0,,0,1.199,60915,12,567,1.0,17215.329513529097,False,0.3236613437306426,0,1.9370000000000005,56418,25,588,1.0,17978.489865882028,False,0.24530672149231794,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,2.621000000000001,116762,0,0,0.0,0.0,False,0.08773662244745864,0,2.6390000000000007,116080,0,0,0.0,0.0,False,0.08138321657475034,0.3333333333333333,428499,0.0,0.125,11,0,0,2,0,0.0,0,2,4,21.0,6.0,2,2,4,200,0.8383580828085542,247.0818074643612
126,4,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,0,,0,1.1990000000000003,60805,13,577,1.0,17526.834443220967,False,0.32453243762942857,0,1.9370000000000005,56328,24,598,1.0,18269.994795573897,False,0.2463682081714097,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,2.621000000000001,116762,0,0,0.0,0.0,False,0.08773662244745864,0,2.6390000000000002,116080,0,0,0.0,0.0,False,0.08138321657475034,0.3333333333333333,428299,0.0,0.125,13,0,0,2,0,0.0,0,2,4,21.0,6.0,2,2,4,200,0.865552507340908,247.9473599717021
127,4,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,0,,0,1.199,60685,15,587,1.0,17848.33937291284,False,0.3253083351380617,0,1.9370000000000003,56248,22,608,1.0,18551.49972526577,False,0.24752489124065435,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,2.6210000000000004,116762,0,0,0.0,0.0,False,0.08773662244745864,0,2.6390000000000007,116080,0,0,0.0,0.0,False,0.08138321657475034,0.3333333333333333,428099,0.0,0.125,12,0,0,3,0,0.0,0,3,4,39.0,3.0,3,1,4,200,0.8230327367782593,248.77039270848036
128,4,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,0,,0,1.1990000000000003,60605,13,597,1.0,18129.84430260471,False,0.32646501820730633,0,1.9370000000000003,56128,24,618,1.0,18873.00465495764,False,0.24830078874928746,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,2.621000000000001,116762,0,0,0.0,0.0,False,0.08773662244745864,0,2.6390000000000002,116080,0,0,0.0,0.0,False,0.08138321657475034,0.3333333333333333,427899,0.0,0.125,13,0,0,3,0,0.0,0,3,4,39.0,3.0,3,1,4,200,0.8434786535799503,249.6138713620603
129,4,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,0,,0,1.199,60495,14,607,1.0,18441.349232296583,False,0.3273361121060923,0,1.9370000000000005,56038,23,628,1.0,19164.50958464951,False,0.24936227542837922,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,2.6210000000000004,116762,0,0,0.0,0.0,False,0.08773662244745864,0,2.6390000000000002,116080,0,0,0.0,0.0,False,0.08138321657475034,0.3333333333333333,427699,0.0,0.125,11,0,0,2,0,0.0,0,2,5,36.0,6.0,2,2,5,200,0.7522489130496979,250.36612027511
130,5,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,0,,0,1.1990000000000003,60385,15,617,1.0,18752.854161988453,False,0.32820720600487835,0,1.9370000000000005,55948,22,638,1.0,19456.014514341383,False,0.2504237621074707,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,2.621000000000001,116762,0,0,0.0,0.0,False,0.08773662244745864,0,2.6390000000000007,116080,0,0,0.0,0.0,False,0.08138321657475034,0.3333333333333333,427499,0.0,0.125,10,0,0,4,0,0.0,0,4,4,42.0,3.0,4,1,4,200,0.9114604815840721,251.27758075669408
131,4,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,0,,0,1.199,60285,15,627,1.0,19054.359091680322,False,0.3291734962938172,0,1.9370000000000003,55848,22,648,1.0,19757.519444033253,False,0.2513900523964096,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,2.6210000000000004,116762,0,0,0.0,0.0,False,0.08773662244745864,0,2.6390000000000002,116080,0,0,0.0,0.0,False,0.08138321657475034,0.3333333333333333,427299,0.0,0.125,11,0,0,4,0,0.0,0,4,3,42.0,0.0,4,0,3,200,0.8642091350629926,252.14178989175707
