index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,10,0,0,0,10.000000000000002,20,10.0,29.373165421387377,0,,14.284257666396245,11,15.0,38.99999999999999,20,39.0,0,0.4790000000000001,56890,15,21,1.0,766.8364738491349,False,0.09044453357433065,0,0.2,55307,0,80,0.8,2349.85323371099,False,0.0753751045609637,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,11,5.017000000000001,49731.0,448,0,0.0,13159.178108781545,False,-0.27925213682174416,0,0.3350000000000001,112447,34,13,1.0,992.6647606574722,False,0.05216250913258994,0,0.21800000000000003,112472,7,24,1.0,1035.9898036647735,False,0.05259720992167594,0.6333333333333333,465171,0.0,0.0,22,0,0,17,1,1.0,15,32,9,114.0,36.0,8,2,9,980,2.0102263540029526,110.97923125792295
27,9,0,0,0,10.000000000000002,20,10.0,29.334450279687697,24,29.041666666666668,14.293663467103368,28,14.357142857142858,38.99999999999999,20,39.0,0,0.4790000000000001,57225,15,16,1.0,619.3512044750032,False,0.09541868519005968,0,0.2,55469,0,81,1.0,2376.0904726547033,False,0.07870923664541916,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,28,5.286000000000001,48176.0,472,0,0.0,13845.860532012593,False,-0.2947607737814062,0,0.3350000000000001,112780,33,11,1.0,900.6908944144111,False,0.05483627820099125,0,0.21800000000000003,112517,16,26,1.0,1242.6986154736537,False,0.053979256481376074,0.6666666666666666,464491,0.0,0.0,26,0,0,17,3,3.0,14,31,11,81.0,21.0,7,2,11,1677,2.2278051106259227,113.20703636854887
28,11,0,0,0,10.000000000000002,20,10.0,29.474654872709735,17,31.0,14.218767562588944,12,13.0,38.99999999999999,20,39.0,1,0.4890000000000001,57608,17,10,1.0,464.7465487270973,False,0.10123894816296762,0,0.2,55389,0,89,0.8,2623.2442836711666,False,0.07953890946510263,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,12,5.378000000000002,47421.0,489,0,0.0,14413.10623275506,False,-0.3007941696142544,0,0.3350000000000001,112936,35,13,1.0,1004.6568646906129,False,0.05677381532591772,0,0.21800000000000003,112985,6,24,1.0,1021.3126053755334,False,0.05730787284513126,0.6333333333333333,464663,0.0,0.0,21,0,0,12,2,1.0588235294117647,19,31,11,147.0,22.0,9,2,11,980,1.8806898975744843,115.08772626612335
29,11,0,0,0,10.000000000000002,20,10.0,29.457502552685558,9,29.11111111111111,14.192694028628658,46,14.08695652173913,38.999999999999986,20,39.0,0,0.4880000000000001,57518,16,20,1.0,749.1500510537112,False,0.10223283181704887,0,0.2,55541,1,90,1.0,2661.1752297417,False,0.08279396863985013,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,46,5.826000000000001,45251.0,498,0,0.0,14669.836271237407,False,-0.3269260939020748,0,0.3350000000000001,113170,38,12,1.0,1007.3223730878888,False,0.05896613864346352,0,0.21800000000000003,112883,29,25,1.0,1386.5881268302307,False,0.05805908167587491,0.6666666666666666,462687,0.0,0.0,25,0,0,10,4,4.0,26,36,11,147.0,22.0,9,2,11,1242,1.8363633016124368,116.92408956773579
30,11,0,0,0,10.000000000000002,20,10.0,29.69984348318583,32,31.0,14.229508261445895,10,15.0,38.99999999999999,20,39.0,12,0.6080000000000001,58092,19,10,1.0,486.9984348318583,False,0.11066578865289353,0,0.2,55471,0,98,0.8,2910.5846613522112,False,0.08383550693365016,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,10,5.880000000000002,44089.0,530,0,0.0,15740.91704608849,False,-0.3349444690374226,0,0.3350000000000001,113449,38,11,1.0,969.721313934944,False,0.06139011641980431,0,0.21800000000000003,113234,19,26,1.0,1284.3606569674716,False,0.06085277545539328,0.6333333333333333,462659,0.0,0.0,21,0,0,10,2,1.8,19,29,15,114.0,25.0,8,3,15,1507,1.597943151369691,118.52203271910548
31,15,0,0,0,10.000000000000002,20,10.0,29.637267969312944,18,29.0,14.16459935241733,11,13.0,39.0,20,39.0,0,0.5960000000000001,57992,19,20,1.0,782.7453593862589,False,0.11157726481147553,0,0.2,55893,0,90,1.0,2667.354117238165,False,0.08955461528509573,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,11,5.980000000000001,43358.0,548,0,0.0,16241.222847183493,False,-0.3410990755735236,1,0.34500000000000003,113870,28,10,1.0,786.6087818676853,False,0.06445916298008128,0,0.21800000000000003,113403,20,28,1.0,1375.2919870483465,False,0.06285070421750795,0.6666666666666666,462840,0.0,0.0,26,0,0,8,2,2.0,23,31,16,150.0,46.0,10,5,16,1463,2.0018576150760055,120.52389033418149
32,16,0,0,0,10.000000000000002,20,10.0,29.773155120906207,38,30.42105263157895,14.16459935241733,0,,39.0,20,39.0,0,0.5960000000000002,58459,15,13,1.0,537.0510165717807,False,0.1181296862000627,0,0.2,56382,4,79,1.0,2392.0792545515906,False,0.09624430491928856,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,5.969000000000001,42202.0,586,0,0.0,17447.068900851038,False,-0.34817818899209607,0,0.3440000000000001,114143,18,13,1.0,761.9627883435119,False,0.06688758937781114,0,0.21800000000000003,113910,10,25,1.0,1116.6459935241733,False,0.06636908440864964,0.6666666666666666,463420,0.0,0.0,26,0,0,7,0,0.0,25,32,22,180.0,63.0,10,6,22,2136,2.0261154882609844,122.55000582244247
33,22,0,0,0,10.000000000000002,20,10.0,29.743021795003706,8,29.0,14.189613545570955,28,14.357142857142858,39.0,20,39.0,0,0.5960000000000001,58379,13,23,1.0,814.0895012850852,False,0.11924385032542964,0,0.2,56494,6,81,1.0,2469.1847653953,False,0.09911072068803478,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,28,6.249000000000001,41112.0,594,0,0.0,17667.3549462322,False,-0.36071987670084865,0,0.3440000000000001,114281,26,13,1.0,875.9299521848448,False,0.06870402608522527,0,0.21800000000000003,114150,10,25,1.0,1116.8961354557096,False,0.06860605220345663,0.6666666666666666,462740,0.0,0.0,25,0,0,8,3,3.0,28,36,16,174.0,57.0,13,9,16,1212,2.139795595780015,124.68980141822249
34,16,0,0,0,10.000000000000002,20,10.0,29.849690485820854,18,30.944444444444443,14.189613545570955,0,,39.0,20,39.0,0,0.5960000000000001,58756,18,16,1.0,657.5950477731337,False,0.12493188743762865,0,0.2,56474,1,90,1.0,2696.472143723877,False,0.10089362892184259,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,6.221000000000002,40555.0,612,0,0.0,18268.010577322362,False,-0.36400515450720383,0,0.3440000000000001,114671,16,13,1.0,734.0338167291353,False,0.07167626423800655,0,0.21800000000000003,114540,0,25,1.0,975.0,False,0.07157829035623789,0.6666666666666666,463320,0.0,0.0,25,0,0,7,0,0.0,24,31,14,150.0,48.0,10,6,14,1537,1.9263199334964156,126.6161213517189
35,14,0,0,0,10.0,20,10.0,30.01136671066372,44,30.681818181818183,14.27884115576431,24,15.0,39.0,20,39.0,0,0.5960000000000001,58957,22,15,1.0,670.1705006599558,False,0.12887849609371085,0,0.2,57423,0,64,0.7,1920.727469482478,False,0.11157709450604948,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,24,6.461,38599.0,656,0,0.0,19687.4565621954,False,-0.37995688765746344,0,0.3440000000000001,114983,19,10,1.0,661.2979819595218,False,0.07424400982802734,0,0.21800000000000003,114648,1,28,1.0,1106.2788411557642,False,0.07319588817798739,0.6166666666666667,462934,0.0,0.0,26,0,0,8,2,2.0,23,31,15,132.0,46.0,9,5,15,2330,1.6574787208810449,128.27360007259995
36,15,0,0,0,10.0,20,10.0,30.09159253638455,18,31.0,14.158962058729545,41,13.585365853658537,39.0,20,39.0,3,0.6260000000000001,59323,24,10,1.0,540.9159253638454,False,0.13461641495500876,0,0.2,57343,0,72,0.8,2166.5946626196874,False,0.11239451918797176,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,41,6.8469999999999995,36433.0,674,0,0.0,20281.733369523186,False,-0.4038773975429859,0,0.3440000000000001,115087,28,11,1.0,825.4509376444273,False,0.07597746933989992,0,0.21800000000000003,114767,13,27,1.0,1237.066506763484,False,0.07491367243052002,0.6333333333333333,461277,0.0,0.0,22,0,0,6,5,4.166666666666667,24,30,17,126.0,69.0,7,8,17,980,1.5422151824459434,129.8158152550459
37,17,0,0,0,10.0,20,10.0,30.09159253638455,0,,14.144109496517766,22,14.0,38.99999999999999,20,39.0,0,0.6230000000000001,59233,23,20,1.0,831.831850727691,False,0.13567229452551915,0,0.2,57233,1,82,1.0,2477.5105879835332,False,0.11326000597817654,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,22,7.026000000000002,35872.0,674,0,0.0,20281.733369523186,False,-0.41105792181085404,1,0.3540000000000001,115343,29,10,1.0,800.1791753990151,False,0.07824461160101641,0,0.21800000000000003,114936,14,29,1.0,1329.0175329512485,False,0.07691635085776223,0.6666666666666666,460941,0.0,0.0,22,0,0,4,3,3.0,28,32,18,117.0,54.0,9,8,18,941,1.9901338899508119,131.8059491449967
38,18,0,0,0,10.0,20,10.0,30.138375456159984,12,30.916666666666668,14.04996973515796,19,13.0,38.99999999999999,20,39.0,0,0.6230000000000001,59103,26,30,1.0,1164.1512636847997,False,0.13636074923066852,0,0.2,57534,0,78,0.8,2350.793285580479,False,0.11778452568951205,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,19,7.194,35010.0,686,0,0.0,20674.92556292575,False,-0.41957476472630967,0,0.35300000000000004,115525,29,12,1.0,875.4491223195807,False,0.08029069683596465,0,0.21800000000000003,115287,13,27,1.0,1235.6496065570532,False,0.07975131170143203,0.6333333333333333,460783,0.0,0.0,23,0,0,8,2,2.0,25,33,17,150.0,69.0,10,8,17,1351,1.9202733151614666,133.72622246015817
39,17,0,0,0,10.0,20,10.0,30.087796233994656,30,29.766666666666666,14.04137520411699,19,13.947368421052632,39.0,20,39.0,0,0.6230000000000001,59545,24,22,1.0,901.9315171478825,False,0.1422798727904716,0,0.2,57785,2,76,1.0,2306.672513783594,False,0.12214337065460455,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,19,7.365000000000002,33648.0,716,0,0.0,21542.862103540174,False,-0.43145311473773695,0,0.35300000000000004,115668,29,15,1.0,992.1998809193927,False,0.0821666785331243,0,0.21800000000000003,115659,12,24,1.0,1104.4965024494038,False,0.08260590485937461,0.6666666666666666,460629,0.0,0.0,26,0,0,4,2,2.0,29,33,16,150.0,50.0,10,7,16,1873,1.9539278168231249,135.6801502769813
40,16,0,0,0,9.999999999999998,20,10.0,30.041779801278018,51,29.862745098039216,14.094597787188421,12,15.0,39.0,20,39.0,6,0.6830000000000002,60093,26,10,1.0,560.4177980127802,False,0.1494623098262931,0,0.2,58416,0,63,1.0,1892.6321274805152,False,0.13021564007654274,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,12,7.466000000000001,31921.0,767,0,0.0,23042.04510758024,False,-0.44396346311450285,0,0.35300000000000004,116136,19,13,1.0,774.7973579565801,False,0.08551384967001689,0,0.21800000000000003,115791,14,26,1.0,1211.324369020638,False,0.08433319220925549,0.6666666666666666,460681,0.0,0.0,25,0,0,5,2,1.4285714285714286,29,34,14,150.0,48.0,10,6,14,2097,1.7911386666819453,137.47128894366324
41,14,0,0,0,9.999999999999998,20,10.0,30.104307464809356,38,30.473684210526315,14.094222998395718,22,14.090909090909092,39.00000000000001,20,39.0,8,0.7570000000000001,60327,27,10,1.0,571.0430746480936,False,0.1540186496834539,0,0.2,58930,0,52,0.9,1565.4239881700864,False,0.13688692561515994,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,22,7.674000000000002,30199.0,805,0,0.0,24233.967509171533,False,-0.45837620629498044,0,0.35300000000000004,116177,31,14,1.0,982.9209129502674,False,0.08686522261584378,0,0.21800000000000003,116220,4,25,1.0,1031.376891993583,False,0.0874915081047548,0.65,460177,0.0,0.0,23,0,0,3,6,5.357142857142858,32,35,16,147.0,60.0,9,5,16,1614,1.7657315768301487,139.2370205204934
42,16,0,0,0,9.999999999999998,20,10.0,30.16443683624418,17,31.0,14.094222998395718,0,,39.00000000000001,20,39.0,0,0.7490000000000001,60207,29,20,1.0,893.2887367248836,False,0.15480159869699825,0,0.2,59377,0,43,0.8,1297.0707839584998,False,0.14284285726213747,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,7.652000000000001,29672.0,822,0,0.0,24795.16707939272,False,-0.4615300079395817,0,0.35300000000000004,116528,21,15,1.0,880.9786829663102,False,0.0896602450205243,0,0.21800000000000003,116649,0,18,0.4,702.0000000000001,False,0.08995379341183485,0.5333333333333333,460757,0.0,0.0,25,0,0,9,0,0.0,26,35,10,201.0,42.0,12,4,10,1507,1.7840066067874432,141.02102712728083
43,10,0,0,0,9.999999999999998,20,10.0,30.057697255677503,23,29.0,14.108218811473698,21,14.238095238095237,39.0,20,39.0,0,0.7490000000000001,60551,31,14,1.0,730.807761579485,False,0.1598043501092806,0,0.2,59500,0,44,0.8,1322.5386792498102,False,0.14542713362955104,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,21,7.862000000000001,28488.0,845,0,0.0,25398.75418104749,False,-0.4728218168835277,0,0.35300000000000004,116736,19,17,1.0,931.0561574180003,False,0.0918311976329278,0,0.21800000000000003,116922,3,16,1.0,666.3246564344211,False,0.09233084595522068,0.6333333333333333,460521,0.0,0.0,23,0,0,4,2,2.0,24,28,10,93.0,41.0,6,4,10,1647,1.4998750062659383,142.52090213354677
44,10,0,0,0,9.999999999999998,20,10.0,30.057697255677503,0,,14.1585025858257,33,14.454545454545455,39.0,20,39.0,0,0.7490000000000001,60451,31,24,1.0,1031.38473413626,False,0.1607618065812716,0,0.2,59400,0,54,1.0,1623.1156518065852,False,0.14638459010154203,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,33,8.171000000000001,27428.0,845,0,0.0,25398.75418104749,False,-0.48638929589233376,0,0.35300000000000004,116976,28,14,1.0,942.4380724031196,False,0.09412001636050038,0,0.21800000000000003,116985,7,19,1.0,840.10951810078,False,0.09372722051582189,0.6666666666666666,459564,0.0,0.0,20,0,0,6,3,3.0,24,30,15,144.0,36.0,8,2,15,980,1.5694414926692843,144.09034362621605
45,15,0,0,0,10.0,20,10.0,30.09765595712613,10,31.0,14.141858768407074,24,14.0,39.0,20,39.0,0,0.7490000000000001,60361,30,34,1.0,1323.3203025422883,False,0.16182739278546812,0,0.2,59600,1,54,1.0,1635.273421684811,False,0.15030818328812906,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,24,8.378,26482.0,855,0,0.0,25733.49584334284,False,-0.49635536655653006,0,0.35300000000000004,117288,18,16,1.0,878.5534578313274,False,0.09672899024552524,0,0.21800000000000003,117117,21,17,1.0,959.9790341365485,False,0.09551525485419093,0.6666666666666666,459172,0.0,0.0,25,0,0,8,2,2.0,25,33,11,168.0,27.0,11,4,11,1290,1.5871841926127672,145.67752781882882
46,11,0,0,0,10.0,20,10.0,30.090493634191176,61,30.065573770491802,14.045137182312304,42,13.571428571428571,39.0,20,39.0,14,0.8890000000000002,61382,30,10,1.0,600.9049363419117,False,0.17438936214936235,0,0.2,59877,1,51,1.0,1544.61517534375,False,0.15471902952367292,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,42,8.774000000000001,22966.0,916,0,0.0,27562.89216891912,False,-0.5296507515300589,0,0.35300000000000004,117093,38,21,1.0,1352.7152129278675,False,0.09712100915248113,0,0.21800000000000003,117522,23,12,1.0,791.038155193183,False,0.09850125836187015,0.6666666666666666,457164,0.0,0.0,25,0,0,5,5,4.933333333333334,24,29,12,111.0,41.0,7,4,12,2379,1.5636323373764753,147.2411601562053
47,12,0,0,0,10.0,20,10.0,30.090493634191176,0,,14.03715181329184,21,13.952380952380953,38.99999999999999,20,39.0,0,0.8750000000000002,61282,30,20,1.0,901.8098726838235,False,0.17534994071819796,0,0.2,59777,1,61,1.0,1845.5201116856617,False,0.15567960809250864,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,21,8.942000000000002,22433.0,916,0,0.0,27562.89216891912,False,-0.5364728895599585,0,0.35300000000000004,117223,39,24,1.0,1483.4489207183815,False,0.09894101636196898,1,0.228,117832,23,10,1.0,712.8544917057122,False,0.10102499670082032,0.6666666666666666,456871,0.0,0.0,22,0,0,7,3,3.0,27,34,14,132.0,24.0,9,3,14,941,1.6112031443044543,148.85236330050975
48,14,0,0,0,10.0,20,10.0,30.152967109062907,63,30.396825396825395,14.03715181329184,0,,38.99999999999999,20,39.0,14,1.0150000000000001,61950,25,10,1.0,551.5296710906291,False,0.18473363736925372,0,0.2,60488,6,42,1.0,1326.4246185806421,False,0.16427493306342594,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,8.921000000000001,20518.0,979,0,0.0,29519.754799772585,False,-0.548460508397933,0,0.35300000000000004,117652,29,23,1.0,1304.0774025854632,False,0.1021020150291841,0,0.227,118183,13,11,1.0,611.4829735727939,False,0.10382267743689819,0.6666666666666666,457115,0.0,0.0,28,0,0,9,1,0.8235294117647058,23,32,15,147.0,60.0,9,5,15,2368,1.701134106144309,150.55349740665406
49,15,0,0,0,10.0,20,10.0,30.240396510204807,32,31.0,13.951078485505958,43,13.511627906976743,39.0,20,39.0,22,1.2210000000000003,62209,25,10,1.0,552.403965102048,False,0.1896731333425551,0,0.2,60388,6,52,1.0,1632.50061853065,False,0.16528473829113585,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,43,9.351,17787.0,1011,0,0.0,30573.04087181706,False,-0.5766751940929176,0,0.35300000000000004,117678,41,25,1.0,1546.9942179057443,False,0.10347571460866811,1,0.23700000000000002,118309,24,10,1.0,724.8258836521429,False,0.10552441628620203,0.6666666666666666,454695,0.0,0.0,20,0,0,10,7,6.411764705882353,23,33,13,168.0,28.0,11,4,13,941,1.7052179174497724,152.25871532410383
50,13,0,0,0,10.0,20,10.0,30.19679826273771,11,29.09090909090909,13.951078485505958,0,,39.0,20,39.0,0,1.1990000000000003,62099,26,20,1.0,863.9359652547541,False,0.19054448494235626,0,0.2,60618,5,51,1.0,1590.036711399623,False,0.16925953117110235,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.308000000000002,17467.0,1022,0,0.0,30861.12782451794,False,-0.5789273511128025,0,0.35300000000000004,117951,31,28,1.0,1524.4834330506847,False,0.10591408664224682,3,0.266,118672,14,10,1.0,585.3150987970835,False,0.10825623741800701,0.6666666666666666,455131,0.0,0.0,21,0,0,8,2,2.0,24,32,11,120.0,24.0,10,3,11,1183,1.5915628522634506,153.85027817636728
51,11,0,0,0,10.000000000000002,20,10.0,30.258321274121258,23,30.956521739130434,13.916181401974193,9,13.0,39.0,20,39.0,0,1.199,61969,29,30,1.0,1197.7496382236377,False,0.1912471644634126,0,0.2,61260,2,38,1.0,1169.8162084166079,False,0.17748240017151162,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,9,9.398000000000001,16584.0,1045,0,0.0,31619.945731456715,False,-0.5853730689928277,0,0.35300000000000004,118380,21,27,1.0,1345.239809441458,False,0.10907568103220239,0,0.263,118906,13,11,1.0,609.9103582256645,False,0.11055070780959189,0.6666666666666666,455423,0.0,0.0,26,0,0,4,1,1.0,24,28,10,111.0,27.0,7,4,10,1692,1.3834668090566993,155.23374498542398
52,10,0,0,0,10.000000000000002,20,10.0,30.299431830348087,15,31.0,13.916181401974193,0,,39.0,20,39.0,0,1.1990000000000003,61839,32,40,1.0,1531.9772732139236,False,0.1919537847534787,0,0.2,61655,0,32,0.9,969.5818185711388,False,0.18309675588381413,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.389,16119.0,1060,0,0.0,32117.397740168974,False,-0.5881412698381567,0,0.35300000000000004,118731,11,28,1.0,1245.0779954217162,False,0.11187899647591722,0,0.263,119335,3,10,1.0,431.7485442059226,False,0.11371734118444399,0.65,456003,0.0,0.0,24,0,0,3,0,0.0,26,29,10,90.0,29.0,5,5,10,1445,1.2106214091181755,156.44436639454216
53,10,0,0,0,10.000000000000002,20,10.0,30.24818321902909,10,29.0,13.916181401974193,0,,39.0,20,39.0,0,1.199,61689,37,50,1.0,1882.4091609514546,False,0.19243387811959958,0,0.2,61895,0,27,0.5,816.7009469137854,False,0.18621081190063196,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.389000000000001,15829.0,1070,0,0.0,32365.55604436113,False,-0.5902649751410434,0,0.35300000000000004,119199,1,26,1.0,1027.9161814019742,False,0.11522728881633794,0,0.263,119647,0,5,0.3,195.0,False,0.11552112833507229,0.4666666666666666,456583,0.0,0.0,22,0,0,5,0,0.0,23,28,15,75.0,30.0,5,5,15,1270,1.251765439286828,157.69613183382899
54,15,0,0,0,10.000000000000002,20,10.0,30.243528018455617,29,30.20689655172414,13.916933962176461,2,14.0,39.00000000000001,20,39.0,0,1.1990000000000003,61589,37,60,1.0,2184.611681107337,False,0.19340680921793638,2,0.22000000000000003,62623,0,10,1.0,302.4352801845562,False,0.1951757828016731,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,2,9.408999999999999,14915.0,1099,0,0.0,33237.63729228272,False,-0.5963826202367736,0,0.35300000000000004,119731,0,14,0.2,546.0000000000001,False,0.11793858995379342,1,0.273,119820,0,1,0.1,39.00000000000001,False,0.11640613355194515,0.38333333333333336,457002,0.0,0.0,27,0,0,10,4,2.75,24,34,12,168.0,27.0,11,4,12,1530,1.356736833229661,159.05286866705865
55,12,0,0,0,10.000000000000002,20,10.0,30.295745188762478,91,30.428571428571427,13.917346240935494,1,14.0,39.00000000000001,0,,0,1.199,62295,35,44,1.0,1683.012788305549,False,0.20207349911758232,55,0.768,61972,2,10,1.0,322.95745188762476,False,0.18297657647019036,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,1,9.417000000000002,12128.0,1190,0,0.0,36051.93677462735,False,-0.6140440253518115,0,0.35300000000000004,119731,0,14,0.0,546.0000000000001,False,0.11793858995379342,0,0.272,119806,0,2,0.1,78.00000000000001,False,0.11645737069607989,0.35000000000000003,454256,0.0,0.0,15,0,0,5,6,6.0,26,31,17,108.0,48.0,6,6,17,1296,1.4790862379595637,160.5319549050182
56,17,0,0,0,10.000000000000002,20,10.0,30.24418297691138,49,29.93877551020408,13.917799554927512,1,14.0,39.00000000000001,0,,0,1.1990000000000003,62205,34,54,1.0,1973.1858807532144,False,0.20312230718688204,39,1.1030000000000002,61864,3,10,1.0,332.4418297691138,False,0.1810106222966045,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,1,9.426000000000002,10643.0,1239,0,0.0,37472.5427083932,False,-0.6239597666112456,0,0.35300000000000004,119731,0,14,0.0,546.0000000000001,False,0.11793858995379342,0,0.272,119792,0,3,0.1,117.00000000000003,False,0.11650860784021463,0.35000000000000003,452559,0.0,0.0,10,0,0,7,5,4.166666666666667,27,34,16,135.0,21.0,10,7,16,200,1.7018935745581985,162.2338484795764
57,16,0,0,0,10.000000000000002,20,10.0,30.165835286176804,96,29.916666666666668,13.917799554927512,0,,39.00000000000001,0,,0,1.199,62643,36,46,1.0,1747.628423164133,False,0.20931428539082053,68,1.744,60548,1,10,1.0,311.65835286176804,False,0.15575708121072449,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.425,7771.0,1335,0,0.0,40271.390107046034,False,-0.6428080194869571,0,0.35300000000000004,119731,0,14,0.0,546.0000000000001,False,0.11793858995379342,0,0.272,119792,0,3,0.0,117.00000000000003,False,0.11650860784021463,0.3333333333333333,448809,0.0,0.0,11,0,0,6,6,5.7272727272727275,27,33,16,132.0,50.0,9,7,16,961,1.6358899185433984,163.8697383981198
58,16,0,0,0,10.000000000000002,20,10.0,30.066706965459755,72,29.569444444444443,13.918297440642567,1,14.0,39.00000000000001,0,,0,1.1990000000000003,63530,37,23,1.0,1061.5342602055744,False,0.21967075624208038,29,1.9660000000000006,60605,0,10,1.0,300.6670696545975,False,0.1567376870100203,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,1,9.435,5624.0,1407,0,0.0,42303.85670040188,False,-0.6572812775163714,0,0.35300000000000004,119717,0,15,0.1,585.0000000000001,False,0.11798982709792816,0,0.272,119792,0,3,0.0,117.00000000000003,False,0.11650860784021463,0.35000000000000003,447592,0.0,0.0,13,0,0,16,5,4.1,13,29,19,144.0,69.0,8,8,19,1227,2.923483449034393,166.7932218471542
59,19,0,0,0,10.000000000000002,20,10.0,30.075283788336808,22,30.227272727272727,13.918843620465159,1,14.0,39.00000000000001,0,,0,1.199,63833,37,20,1.0,971.5056757667362,False,0.22458261786043004,0,1.9370000000000003,60767,0,11,1.0,330.8281216717049,False,0.160109172378498,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,1,9.444,4941.0,1429,0,0.0,42977.5805335333,False,-0.6617116748570724,0,0.35300000000000004,119717,0,15,0.0,585.0000000000001,False,0.11798982709792816,0,0.272,119778,0,4,0.1,156.00000000000003,False,0.11655984498434938,0.35000000000000003,447360,0.0,0.0,14,0,0,21,1,1.0,15,36,17,153.0,39.0,11,8,17,865,1.7730639046058059,168.56628575176
60,17,0,0,0,10.000000000000002,20,10.0,30.075283788336808,0,,13.920031591710986,2,14.0,39.00000000000001,0,,0,1.1990000000000003,63793,31,30,1.0,1212.2585136501043,False,0.22611292684776288,0,1.9370000000000003,60607,6,21,1.0,691.5809595550729,False,0.1604971246839962,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,2,9.463000000000001,4903.0,1429,0,0.0,42977.5805335333,False,-0.6621980561800296,0,0.35300000000000004,119703,0,16,0.1,624.0000000000001,False,0.1180410642420629,0,0.272,119764,0,5,0.1,195.00000000000003,False,0.11661108212848413,0.3666666666666667,447094,0.0,0.0,10,0,0,17,2,2.0,15,32,15,150.0,51.0,10,7,15,200,1.5156374908983707,170.08192324265838
